ID_kit_api_20E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,ID_strains,ID_reference,manual_annotation,created_20E,modify_in_pgsql_20E,ID_tbl_api_20E,last_change
140,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,15402,18582,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
141,-,+,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,15404,18583,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
142,+,+,+,+,+,+,+,-,-,-,+,,,,,,,,,,,,,,,,,15392,18584,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
143,+,+,+,-,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,15435,18585,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
144,+,+,+,+,+,-,+,+,-,-,+,,,,,,,,,,,,,,,,,15330,18586,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
145,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,14903,18588,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
146,-,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15008,18589,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
147,-,+,+,+,-,-,+,-,-,-,-,,,,,,,,,,,,,,,,,15291,18590,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
148,-,-,-,-,+,-,+,-,-,-,-,,,,,,,,,,,,,,,,,16049,18591,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
149,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,14904,18592,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
150,-,-,-,-,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,15262,18593,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
151,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,15391,18594,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
152,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,11176,18595,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
153,-,-,-,-,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,15268,18596,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
154,-,-,-,-,+,-,-,-,-,-,-,,,,,,,,,,,,,,,,,10727,18597,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
155,+,-,-,-,-,+,+,-,-,+,+,,,,,,,,,,,,,,,,,15214,18599,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
156,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,15333,18601,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
157,+,+,+,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16219,18602,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
158,+,-,-,-,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,15482,18603,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
159,-,-,-,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,13444,18604,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
160,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,15129,18605,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
161,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15429,18606,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
162,+,-,-,-,+,+,+,-,-,-,+,,,,,,,,,,,,,,,,,16036,18607,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
163,+,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,2354,18620,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
164,+,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,2351,18621,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
165,+,-,-,-,-,-,+,-,-,-,-,,,,,,,,,,,,,,,,,7529,18622,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
166,+,-,-,-,+,-,-,-,-,-,+,,,,,,,,,,,,,,,,,7571,18624,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
167,-,-,-,-,+,-,+,-,-,+,-,,,,,,,,,,,,,,,,,3124,18626,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
168,+,-,-,-,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,7533,18627,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
169,+,+,+,-,+,+,+,+,-,-,-,,,,,,,,,,,,,,,,,7619,18628,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
170,+,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,7363,18629,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
171,+,+,+,+,+,-,+,+,-,-,-,,,,,,,,,,,,,,,,,17087,18633,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
172,-,-,-,-,-,-,-,-,-,+,+,-,,,,,,,,,,,,,,,,7367,18634,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
173,+,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,7365,18635,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
174,-,-,-,-,-,-,+,-,-,+,-,,,,,,,,,,,,,,,,,3128,18636,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
175,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,3085,18637,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
176,+,-,-,-,-,-,-,+,-,+,+,,,,,,,,,,,,,,,,,15280,18657,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
177,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,14939,18659,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
178,-,-,-,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15479,18660,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
179,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15044,18661,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
180,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16158,18662,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
181,-,+,+,+,-,+,+,-,-,+,+,,,,,,,,,,,,,,,,,15426,18664,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
182,+,+,-,-,-,-,+,+,-,+,+,,,,,,,,,,,,,,,,,15132,18665,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
183,+,-,-,-,-,-,+,-,-,+,-,,,,,,,,,,,,,,,,,15219,18666,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
184,-,+,-,-,-,+,-,+,-,+,-,,,,,,,,,,,,,,,,,15248,18674,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
185,-,+,+,+,+,-,+,-,-,-,-,,,,,,,,,,,,,,,,,15338,18675,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
186,-,-,-,-,-,+,-,-,-,+,+,,,,,,,,,,,,,,,,,16142,18678,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
187,+,+,+,+,+,-,+,+,-,-,+,,,,,,,,,,,,,,,,,14910,18679,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
188,-,-,-,-,-,+,-,+,-,+,-,,,,,,,,,,,,,,,,,16056,18680,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
189,+,+,-,-,-,-,+,+,+,+,+,,,,,,,,,,,,,,,,,15215,18681,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
190,+,+,+,+,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,15496,18682,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
191,+,+,+,+,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,16251,18683,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
192,+,+,+,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16177,18684,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
193,-,+,+,+,+,-,-,+,-,-,+,,,,,,,,,,,,,,,,,16183,18685,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
194,-,-,-,-,+,-,-,-,-,+,+,,,,,,,,,,,,,,,,,16187,18686,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
195,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16189,18687,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
196,-,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16188,18688,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
197,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16190,18689,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
198,-,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16304,18690,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
199,+,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,16191,18691,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
200,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16193,18692,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
201,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16196,18693,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
202,+,-,-,-,+,-,-,-,-,+,+,,,,,,,,,,,,,,,,,16199,18694,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
203,-,-,-,-,-,-,+,-,-,+,-,,,,,,,,,,,,,,,,,16206,18695,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
204,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16186,18696,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
205,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16210,18697,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
206,-,+,-,-,-,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16310,18698,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
207,-,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,16312,18699,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
208,-,+,-,-,+,+,+,+,-,-,-,,,,,,,,,,,,,,,,,16313,18700,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
209,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15586,18701,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
210,-,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16314,18705,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
211,+,-,+,+,-,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16320,18706,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
212,+,+,-,-,+,+,+,+,-,+,+,,,,,,,,,,,,,,,,,16323,18707,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
213,-,-,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,14854,18708,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
214,-,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,16330,18710,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
215,+,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,16331,18711,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
216,-,-,-,-,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16333,18712,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
217,+,+,-,-,-,-,-,+,-,+,+,,,,,,,,,,,,,,,,,16335,18713,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
218,+,+,-,-,+,+,+,+,-,-,-,,,,,,,,,,,,,,,,,16309,18714,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
219,+,+,+,+,-,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16351,18716,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
220,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16352,18717,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
221,+,+,+,+,+,-,+,-,-,+,-,,,,,,,,,,,,,,,,,16358,18718,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
222,+,+,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,15253,18719,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
223,-,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,16359,18720,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
224,+,+,+,+,+,+,-,-,-,-,+,,,,,,,,,,,,,,,,,16364,18721,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
225,-,+,+,+,+,-,-,-,-,+,-,,,,,,,,,,,,,,,,,16589,18737,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
226,-,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,7885,18738,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
227,+,-,-,-,+,-,+,-,+,+,+,,,,,,,,,,,,,,,,,15094,18739,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
228,-,-,-,-,+,-,+,-,-,+,-,+,-,+,-,-,+,-,-,-,,,,,,,,3092,18740,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
229,-,-,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,6285,18741,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
230,+,+,+,+,-,-,+,-,-,-,-,,,,,,,,,,,,,,,,,7641,18746,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
231,+,+,+,-,+,-,+,-,-,-,-,,,,,,,,,,,,,,,,,3922,18747,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
232,-,+,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,7366,18748,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
233,+,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,7308,18752,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
234,+,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,7371,18753,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
235,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,7762,18756,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
236,+,-,-,-,-,-,-,-,-,,-,,,,,,,,,,,,,,,,,7315,18757,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
237,-,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,3928,18758,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
238,-,+,+,+,-,-,+,-,-,-,-,,,,,,,,,,,,,,,,,7575,18759,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
239,+,-,-,-,+,-,-,-,-,-,-,,,,,,,,,,,,,,,,,6314,18763,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
240,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,1840,18764,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
241,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,3107,18765,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
242,+,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,7380,18766,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
243,+,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,7364,18767,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
244,-,-,-,-,+,-,-,-,-,+,-,,,,,,,,,,,,,,,,,1838,18768,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
245,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,,,,,,,,3116,18769,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
246,+,-,-,-,+,-,-,-,-,-,-,,,,,,,,,,,,,,,,,7299,18771,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
247,+,-,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,7370,18772,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
248,-,-,-,-,+,-,-,-,-,+,-,,,,,,,,,,,,,,,,,15087,19382,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
249,+,+,-,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,14936,19383,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
250,+,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15274,19384,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
251,+,+,+,+,+,-,+,-,-,-,,,,,,,,,,,,,,,,,,15063,19385,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
252,+,+,+,+,+,+,-,+,+,+,+,,,,,,,,,,,,,,,,,15135,19386,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
253,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15139,19387,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
254,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15425,19388,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
255,+,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,14881,19389,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
256,+,-,-,-,-,+,+,+,-,+,+,,,,,,,,,,,,,,,,,15396,19390,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
257,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,15293,19391,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
258,-,+,-,-,+,-,-,-,-,-,+,,,,,,,,,,,,,,,,,13215,19392,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
259,+,-,-,-,-,-,-,+,-,-,-,,,,,,,,,,,,,,,,,15290,19393,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
260,+,+,+,+,+,-,+,+,-,-,+,,,,,,,,,,,,,,,,,14934,19394,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
261,+,+,+,-,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16080,19395,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
262,+,-,-,-,-,-,+,+,-,-,+,,,,,,,,,,,,,,,,,15154,19396,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
263,+,-,-,-,+,-,-,-,-,-,+,,,,,,,,,,,,,,,,,15163,19397,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
264,+,-,-,-,-,-,-,-,-,-,+,,,,,,,,,,,,,,,,,15436,19398,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
265,+,+,-,-,-,+,+,+,-,+,+,,,,,,,,,,,,,,,,,15463,19399,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
266,+,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15416,19400,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
267,+,+,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,14970,19401,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
268,-,-,-,-,-,-,-,-,-,+,-,+,,,,,,,,,,,,,,,,15306,19402,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
269,-,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,15114,19403,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
270,+,+,+,+,-,-,+,-,-,-,+,,,,,,,,,,,,,,,,,15015,19405,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
271,+,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,15108,19406,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
272,+,+,-,-,-,-,+,+,-,-,-,,,,,,,,,,,,,,,,,15012,19407,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
273,+,+,-,-,+,-,+,+,-,+,+,,,,,,,,,,,,,,,,,15046,19408,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
274,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15107,19409,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
275,+,+,-,-,+,-,+,-,+,+,+,,,,,,,,,,,,,,,,,15115,19410,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
276,-,-,-,-,-,+,+,-,-,+,+,,,,,,,,,,,,,,,,,15168,19411,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
277,+,-,+,+,+,-,+,-,-,-,+,,,,,,,,,,,,,,,,,15208,19412,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
278,+,+,+,+,+,+,+,+,-,+,+,,,,,,,,,,,,,,,,,15222,19413,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
279,,+,-,+,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15273,19414,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
280,+,-,-,-,-,-,-,+,-,-,+,,,,,,,,,,,,,,,,,15281,19416,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
281,-,-,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,15340,19417,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
282,-,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15568,19418,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
283,+,-,-,-,-,+,-,+,-,+,-,,,,,,,,,,,,,,,,,16077,19419,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
284,-,-,-,-,-,-,-,-,-,+,+,,,,,,,,,,,,,,,,,15569,19420,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
285,+,-,-,-,-,-,+,+,-,+,+,,,,,,,,,,,,,,,,,15073,19421,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
286,+,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,16134,19422,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
287,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15235,19423,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
288,-,-,-,-,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,15393,19424,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
289,+,+,+,+,+,-,+,-,-,+,-,,,,,,,,,,,,,,,,,15413,19425,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
290,+,+,+,+,+,+,+,-,-,+,+,,,,,,,,,,,,,,,,,15427,19426,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
291,+,+,+,+,+,-,+,-,-,+,-,,,,,,,,,,,,,,,,,14886,19427,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
292,+,+,-,+,-,-,-,-,-,+,-,,,,,,,,,,,,,,,,,15090,19429,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
293,+,+,+,+,+,-,+,-,-,+,+,,,,,,,,,,,,,,,,,15267,19430,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
294,+,-,-,-,-,-,+,-,-,+,+,,,,,,,,,,,,,,,,,16108,19431,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
295,-,-,-,-,-,-,+,+,-,+,+,,,,,,,,,,,,,,,,,14991,19432,1,2016-03-30 09:10:06,2016-03-30 09:10:06,,2016-03-22 14:45:37
