ID_met_production,metabolite_prod,production,excreted,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,last_change
10415,Dihydroxyacetone,0,,16016.0,10191.0,63,23247,1,2017-02-10 10:00:50
10416,Cellulose,0,,62968.0,10192.0,63,23247,1,2017-02-10 10:00:50
10417,Acetic acid,1,,15366.0,22753.0,63,23247,1,2017-02-10 10:00:50
10418,5-Dehydro-D-gluconate,1,,17426.0,10193.0,63,23247,1,2017-02-10 10:00:50
10419,2-Dehydro-D-gluconate,1,,16808.0,10194.0,63,23247,1,2017-02-10 10:00:50
10420,D-Glucose,0,,17634.0,22858.0,71,23250,1,2017-02-10 10:00:50
10421,Citric acid,0,,30769.0,22857.0,71,23250,1,2017-02-10 10:00:50
10422,Acetoin,0,,15688.0,12316.0,71,23250,1,2017-02-10 10:00:50
10423,Indole,0,,35581.0,12318.0,72,22959,1,2017-02-10 10:00:50
10424,Hydrogen sulfide,0,,16136.0,10195.0,72,22959,1,2017-02-10 10:00:50
10425,Acetoin,0,,15688.0,12317.0,72,22959,1,2017-02-10 10:00:50
10426,Melanin,0,,89634.0,10196.0,73,22960,1,2017-02-10 10:00:50
10427,Indole,0,,35581.0,10197.0,73,22960,1,2017-02-10 10:00:50
10428,Hydrogen sulfide,0,,16136.0,10198.0,73,22960,1,2017-02-10 10:00:50
10429,Acetoin,0,,15688.0,12319.0,73,22960,1,2017-02-10 10:00:50
10430,Indole,0,,35581.0,10199.0,76,22961,1,2017-02-10 10:00:50
10431,Dihydroxyacetone,0,,16016.0,10200.0,80,22963,1,2017-02-10 10:00:50
10432,Bacteriochlorophyll alpha,0,,30033.0,10201.0,81,22964,1,2017-02-10 10:00:50
10433,beta-Hydroxybutyrate,1,,8295.0,10202.0,81,22964,1,2017-02-10 10:00:50
10434,Bacteriochlorophyll alpha,0,,30033.0,10203.0,82,22964,1,2017-02-10 10:00:50
10435,beta-Hydroxybutyrate,1,,8295.0,10204.0,82,22964,1,2017-02-10 10:00:50
10436,Propionic acid,1,,30768.0,10205.0,99,22965,1,2017-02-10 10:00:50
10437,Caprate,1,,30772.0,10206.0,99,22965,1,2017-02-10 10:00:50
10438,Acetic acid,1,,15366.0,10207.0,99,22965,1,2017-02-10 10:00:50
10439,Hydrogen sulfide,0,,16136.0,10208.0,103,22966,1,2017-02-10 10:00:50
10440,Indole,0,,35581.0,10209.0,105,22967,1,2017-02-10 10:00:50
10441,Cytochrome,0,,4056.0,10210.0,105,22967,1,2017-02-10 10:00:50
10442,Indole,0,,35581.0,10211.0,135,22970,1,2017-02-10 10:00:50
10443,Extracellular polymeric substance,1,,72813.0,10212.0,137,22971,1,2017-02-10 10:00:50
