ID_met_production,metabolite_prod,production,excreted,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,last_change
11167,Indole,0,,35581.0,10625.0,133191,24986,1,2017-08-25 13:33:20
11168,Indole,0,,35581.0,10626.0,133007,24987,1,2017-08-25 13:33:20
11169,Indole,0,,35581.0,10627.0,133194,24990,1,2017-08-25 13:33:20
11170,Indole,0,,35581.0,10628.0,133008,24993,1,2017-08-25 13:33:20
11171,Indole,0,,35581.0,10629.0,133196,24994,1,2017-08-25 13:33:20
11172,Indole,0,,35581.0,12640.0,133197,24995,1,2017-08-25 13:33:20
11173,Indole,0,,35581.0,10630.0,133198,24996,1,2017-08-25 13:33:20
11174,Indole,0,,35581.0,10631.0,133199,24997,1,2017-08-25 13:33:20
11175,Indole,0,,35581.0,10632.0,133200,24998,1,2017-08-25 13:33:20
11176,Indole,0,,35581.0,12641.0,133202,25001,1,2017-08-25 13:33:20
11177,Indole,0,,35581.0,12642.0,132956,25030,1,2017-08-25 13:33:20
11178,Indole,0,,35581.0,12643.0,133205,25003,1,2017-08-25 13:33:20
11179,Indole,0,,35581.0,12644.0,132679,25017,1,2017-08-25 13:33:20
11180,Indole,0,,35581.0,12645.0,133207,25026,1,2017-08-25 13:33:20
11181,Indole,0,,35581.0,12646.0,132681,25038,1,2017-08-25 13:33:20
11182,Indole,0,,35581.0,12647.0,133011,25042,1,2017-08-25 13:33:20
11183,Indole,0,,35581.0,12648.0,133012,25027,1,2017-08-25 13:33:20
11184,Indole,0,,35581.0,12649.0,133210,25029,1,2017-08-25 13:33:20
11185,Indole,0,,35581.0,12650.0,132682,25033,1,2017-08-25 13:33:20
11186,Indole,0,,35581.0,12651.0,132683,25033,1,2017-08-25 13:33:20
11187,Indole,0,,35581.0,12652.0,132684,25033,1,2017-08-25 13:33:20
11188,Indole,0,,35581.0,12653.0,133013,25039,1,2017-08-25 13:33:20
11189,Indole,0,,35581.0,12654.0,133014,25039,1,2017-08-25 13:33:20
11190,Indole,0,,35581.0,12655.0,133214,25016,1,2017-08-25 13:33:20
11191,Indole,0,,35581.0,44393.0,133215,25007,1,2017-08-25 13:33:20
11192,Indole,0,,35581.0,12656.0,133216,25045,1,2017-08-25 13:33:20
11193,Indole,0,,35581.0,12657.0,133219,25011,1,2017-08-25 13:33:20
11194,Indole,0,,35581.0,12658.0,133220,25022,1,2017-08-25 13:33:20
11195,Indole,0,,35581.0,12659.0,133221,25008,1,2017-08-25 13:33:20
11196,Indole,0,,35581.0,12660.0,133222,25044,1,2017-08-25 13:33:20
11197,Indole,0,,35581.0,12661.0,133223,25043,1,2017-08-25 13:33:20
11198,Indole,0,,35581.0,12662.0,133225,25037,1,2017-08-25 13:33:20
11199,Indole,0,,35581.0,12663.0,133226,25028,1,2017-08-25 13:33:20
11200,Indole,0,,35581.0,12664.0,133228,25040,1,2017-08-25 13:33:20
11201,Indole,0,,35581.0,12665.0,133230,25006,1,2017-08-25 13:33:20
11202,Indole,0,,35581.0,12666.0,133231,25018,1,2017-08-25 13:33:20
11203,Indole,0,,35581.0,12667.0,133237,25101,1,2017-08-25 13:33:20
11204,Indole,0,,35581.0,12668.0,133239,25090,1,2017-08-25 13:33:20
11205,Indole,0,,35581.0,12669.0,133018,25089,1,2017-08-25 13:33:20
11206,Indole,0,,35581.0,12670.0,133240,25087,1,2017-08-25 13:33:20
11207,Indole,0,,35581.0,12671.0,133243,25076,1,2017-08-25 13:33:20
11208,Indole,0,,35581.0,12672.0,133244,25131,1,2017-08-25 13:33:20
11209,Indole,0,,35581.0,12673.0,133245,25083,1,2017-08-25 13:33:20
11210,Indole,0,,35581.0,12674.0,133246,25074,1,2017-08-25 13:33:20
11211,Indole,0,,35581.0,12675.0,133020,25063,1,2017-08-25 13:33:20
11212,Indole,0,,35581.0,12676.0,133022,25049,1,2017-08-25 13:33:20
11213,Indole,0,,35581.0,12677.0,133247,25135,1,2017-08-25 13:33:20
11214,Indole,0,,35581.0,12678.0,133248,25132,1,2017-08-25 13:33:20
11215,Indole,0,,35581.0,12679.0,133249,25116,1,2017-08-25 13:33:20
11216,Indole,0,,35581.0,12680.0,133250,25107,1,2017-08-25 13:33:20
11217,Indole,0,,35581.0,12681.0,133251,25104,1,2017-08-25 13:33:20
11218,Indole,0,,35581.0,12682.0,133023,25111,1,2017-08-25 13:33:20
11219,Indole,0,,35581.0,12683.0,133252,25109,1,2017-08-25 13:33:20
11220,Indole,0,,35581.0,12684.0,133253,25095,1,2017-08-25 13:33:20
11221,Indole,0,,35581.0,12685.0,133254,25094,1,2017-08-25 13:33:20
11222,Indole,0,,35581.0,12686.0,133127,25081,1,2017-08-25 13:33:20
11223,Indole,0,,35581.0,12687.0,133256,25059,1,2017-08-25 13:33:20
11224,Indole,0,,35581.0,12688.0,133259,25053,1,2017-08-25 13:33:20
11225,Indole,0,,35581.0,12689.0,133264,25129,1,2017-08-25 13:33:20
11226,Indole,0,,35581.0,12690.0,133265,25128,1,2017-08-25 13:33:20
11227,Indole,0,,35581.0,12691.0,133027,25105,1,2017-08-25 13:33:20
11228,Indole,0,,35581.0,12692.0,133266,25079,1,2017-08-25 13:33:20
11229,Indole,0,,35581.0,12693.0,133028,25108,1,2017-08-25 13:33:20
11230,Indole,0,,35581.0,12694.0,132033,25075,1,2017-08-25 13:33:20
11231,Indole,0,,35581.0,12695.0,133033,25069,1,2017-08-25 13:33:20
11232,Indole,0,,35581.0,12696.0,133034,25080,1,2017-08-25 13:33:20
11233,Indole,0,,35581.0,12697.0,133270,25138,1,2017-08-25 13:33:20
11234,Indole,0,,35581.0,12698.0,133272,25137,1,2017-08-25 13:33:20
11235,Indole,0,,35581.0,12699.0,133273,25136,1,2017-08-25 13:33:20
11236,Indole,0,,35581.0,12700.0,133275,25133,1,2017-08-25 13:33:20
11237,Indole,0,,35581.0,12701.0,133276,25126,1,2017-08-25 13:33:20
11238,Indole,0,,35581.0,12702.0,133277,25125,1,2017-08-25 13:33:20
11239,Indole,0,,35581.0,12703.0,133278,25121,1,2017-08-25 13:33:20
11240,Indole,0,,35581.0,12704.0,133279,25120,1,2017-08-25 13:33:20
11241,Indole,0,,35581.0,12705.0,133280,25119,1,2017-08-25 13:33:20
11242,Indole,0,,35581.0,12706.0,133283,25098,1,2017-08-25 13:33:20
11243,Indole,0,,35581.0,12707.0,133284,25110,1,2017-08-25 13:33:20
11244,Indole,0,,35581.0,12708.0,133287,25102,1,2017-08-25 13:33:20
11245,Indole,0,,35581.0,12709.0,133289,25086,1,2017-08-25 13:33:20
11246,Indole,0,,35581.0,12710.0,133291,25088,1,2017-08-25 13:33:20
11247,Indole,0,,35581.0,12711.0,133292,25084,1,2017-08-25 13:33:20
11248,Indole,0,,35581.0,12712.0,133294,25071,1,2017-08-25 13:33:20
11249,Indole,0,,35581.0,12713.0,133296,25070,1,2017-08-25 13:33:20
11250,Indole,0,,35581.0,12714.0,133297,25068,1,2017-08-25 13:33:20
11251,Indole,0,,35581.0,12715.0,133046,25065,1,2017-08-25 13:33:20
11252,Indole,0,,35581.0,12716.0,133299,25061,1,2017-08-25 13:33:20
11253,Indole,0,,35581.0,10633.0,133300,25055,1,2017-08-25 13:33:20
11254,Indole,0,,35581.0,10634.0,133302,25051,1,2017-08-25 13:33:20
11255,Indole,0,,35581.0,10635.0,133058,25153,1,2017-08-25 13:33:20
11256,Indole,0,,35581.0,10636.0,133308,25151,1,2017-08-25 13:33:20
11257,Indole,0,,35581.0,10637.0,133310,25147,1,2017-08-25 13:33:20
11258,Indole,0,,35581.0,10638.0,133311,25148,1,2017-08-25 13:33:20
11259,Indole,0,,35581.0,10639.0,133059,25142,1,2017-08-25 13:33:20
11260,Indole,0,,35581.0,12717.0,133312,25154,1,2017-08-25 13:33:20
11261,Indole,0,,35581.0,12718.0,133313,25166,1,2017-08-25 13:33:20
11262,Indole,0,,35581.0,10640.0,133315,25161,1,2017-08-25 13:33:20
11263,Indole,0,,35581.0,10641.0,133317,25159,1,2017-08-25 13:33:20
11264,Indole,0,,35581.0,10642.0,133319,25165,1,2017-08-25 13:33:20
11265,Indole,0,,35581.0,12719.0,133320,25149,1,2017-08-25 13:33:20
11266,Indole,0,,35581.0,12720.0,133060,25143,1,2017-08-25 13:33:20
11267,Indole,0,,35581.0,12721.0,4161,25150,1,2017-08-25 13:33:20
11268,Indole,0,,35581.0,12722.0,133061,25150,1,2017-08-25 13:33:20
11269,Indole,0,,35581.0,12723.0,4153,25150,1,2017-08-25 13:33:20
11270,Indole,0,,35581.0,12724.0,4175,25150,1,2017-08-25 13:33:20
11271,Indole,0,,35581.0,12725.0,4174,25150,1,2017-08-25 13:33:20
11272,Indole,0,,35581.0,12726.0,133321,25155,1,2017-08-25 13:33:20
11273,Indole,0,,35581.0,12727.0,133322,25157,1,2017-08-25 13:33:20
11274,Indole,0,,35581.0,10643.0,133063,25206,1,2017-08-25 13:33:20
11275,Indole,0,,35581.0,12728.0,133327,25188,1,2017-08-25 13:33:20
11276,Indole,0,,35581.0,52666.0,12605,25188,1,2017-08-25 13:33:20
11277,Indole,0,,35581.0,12729.0,133065,25173,1,2017-08-25 13:33:20
11278,Indole,0,,35581.0,12730.0,133328,25167,1,2017-08-25 13:33:20
11279,Indole,0,,35581.0,12731.0,17653,25184,1,2017-08-25 13:33:20
11280,Indole,0,,35581.0,12732.0,16256,25201,1,2017-08-25 13:33:20
11281,Indole,0,,35581.0,12733.0,133329,25178,1,2017-08-25 13:33:20
11282,Indole,0,,35581.0,12734.0,133330,25183,1,2017-08-25 13:33:20
11283,Indole,0,,35581.0,12735.0,133331,25190,1,2017-08-25 13:33:20
11284,Indole,0,,35581.0,12736.0,133332,25182,1,2017-08-25 13:33:20
11285,Indole,0,,35581.0,12737.0,133333,25186,1,2017-08-25 13:33:20
11286,Indole,0,,35581.0,53605.0,133334,25212,1,2017-08-25 13:33:20
11287,Indole,0,,35581.0,12738.0,133335,25172,1,2017-08-25 13:33:20
11288,Indole,0,,35581.0,12770.0,133336,25189,1,2017-08-25 13:33:20
11289,Indole,0,,35581.0,12739.0,133070,25187,1,2017-08-25 13:33:20
11290,Indole,0,,35581.0,12740.0,133071,25177,1,2017-08-25 13:33:20
11291,Indole,0,,35581.0,12741.0,133340,25181,1,2017-08-25 13:33:20
11292,Indole,0,,35581.0,12742.0,133342,25199,1,2017-08-25 13:33:20
11293,Indole,0,,35581.0,12743.0,133343,25193,1,2017-08-25 13:33:20
11294,Indole,0,,35581.0,12744.0,133344,25168,1,2017-08-25 13:33:20
11295,Indole,0,,35581.0,12745.0,133346,25197,1,2017-08-25 13:33:20
11296,Indole,0,,35581.0,12746.0,133347,25208,1,2017-08-25 13:33:20
11297,Indole,0,,35581.0,12747.0,133348,25207,1,2017-08-25 13:33:20
11298,Indole,0,,35581.0,12748.0,133350,25200,1,2017-08-25 13:33:20
11299,Indole,0,,35581.0,12749.0,133352,25170,1,2017-08-25 13:33:20
11300,Indole,0,,35581.0,12750.0,133354,25192,1,2017-08-25 13:33:20
11301,Indole,0,,35581.0,10644.0,133079,25227,1,2017-08-25 13:33:20
11302,Indole,0,,35581.0,10645.0,133081,25235,1,2017-08-25 13:33:20
11303,Indole,0,,35581.0,10646.0,133358,25234,1,2017-08-25 13:33:20
11304,Indole,0,,35581.0,10647.0,133083,25230,1,2017-08-25 13:33:20
11305,Indole,0,,35581.0,10648.0,130241,25230,1,2017-08-25 13:33:20
11306,Indole,0,,35581.0,10649.0,133359,25232,1,2017-08-25 13:33:20
11307,Indole,0,,35581.0,10650.0,133360,25223,1,2017-08-25 13:33:20
11308,Indole,0,,35581.0,10651.0,133361,25244,1,2017-08-25 13:33:20
11309,Indole,0,,35581.0,10652.0,133364,25224,1,2017-08-25 13:33:20
11310,Indole,0,,35581.0,12751.0,133366,25222,1,2017-08-25 13:33:20
11311,Indole,0,,35581.0,12752.0,133368,25221,1,2017-08-25 13:33:20
11312,Indole,0,,35581.0,12753.0,133369,25231,1,2017-08-25 13:33:20
11313,Indole,0,,35581.0,12754.0,133370,25238,1,2017-08-25 13:33:20
11314,Indole,0,,35581.0,12755.0,133372,25220,1,2017-08-25 13:33:20
11315,Indole,0,,35581.0,12756.0,5186,25220,1,2017-08-25 13:33:20
11316,Indole,0,,35581.0,12757.0,133373,25225,1,2017-08-25 13:33:20
11317,Indole,0,,35581.0,10653.0,133085,25241,1,2017-08-25 13:33:20
11318,Indole,0,,35581.0,10654.0,133086,25228,1,2017-08-25 13:33:20
11319,Indole,0,,35581.0,10655.0,133374,25242,1,2017-08-25 13:33:20
11320,Indole,0,,35581.0,10656.0,133375,25216,1,2017-08-25 13:33:20
11321,Indole,0,,35581.0,10657.0,133376,25243,1,2017-08-25 13:33:20
11322,Indole,0,,35581.0,10658.0,133088,25247,1,2017-08-25 13:33:20
11323,Indole,0,,35581.0,10659.0,133379,25252,1,2017-08-25 13:33:20
11324,Indole,0,,35581.0,10660.0,133380,25251,1,2017-08-25 13:33:20
11325,Indole,0,,35581.0,10661.0,271,25256,1,2017-08-25 13:33:20
11326,Indole,0,,35581.0,10662.0,133381,25256,1,2017-08-25 13:33:20
11327,Indole,0,,35581.0,10663.0,133089,25250,1,2017-08-25 13:33:20
11328,Indole,0,,35581.0,10664.0,133092,25258,1,2017-08-25 13:33:20
11329,Indole,0,,35581.0,10665.0,133383,25290,1,2017-08-25 13:33:20
11330,Indole,0,,35581.0,10666.0,133093,25270,1,2017-08-25 13:33:20
11331,Indole,0,,35581.0,12758.0,133385,25246,1,2017-08-25 13:33:20
11332,Indole,0,,35581.0,12759.0,133386,25282,1,2017-08-25 13:33:20
11333,Indole,0,,35581.0,12760.0,133388,25286,1,2017-08-25 13:33:20
11334,Indole,0,,35581.0,10667.0,133389,25281,1,2017-08-25 13:33:20
11335,Indole,0,,35581.0,10668.0,133390,25273,1,2017-08-25 13:33:20
11336,Indole,0,,35581.0,10669.0,133391,25277,1,2017-08-25 13:33:20
11337,Indole,0,,35581.0,10670.0,133392,25287,1,2017-08-25 13:33:20
11338,Indole,0,,35581.0,10671.0,133393,25268,1,2017-08-25 13:33:20
11339,Indole,0,,35581.0,10672.0,133394,25271,1,2017-08-25 13:33:20
11340,Indole,0,,35581.0,10673.0,133395,25263,1,2017-08-25 13:33:20
11341,Indole,0,,35581.0,10674.0,133396,25254,1,2017-08-25 13:33:20
11342,Indole,0,,35581.0,10675.0,133398,25284,1,2017-08-25 13:33:20
11343,Indole,0,,35581.0,10676.0,133399,25283,1,2017-08-25 13:33:20
11344,Indole,0,,35581.0,10677.0,133094,25289,1,2017-08-25 13:33:20
11345,Indole,0,,35581.0,10678.0,133401,25266,1,2017-08-25 13:33:20
11346,Indole,0,,35581.0,10679.0,133402,25264,1,2017-08-25 13:33:20
11347,Indole,0,,35581.0,10680.0,133403,25280,1,2017-08-25 13:33:20
11348,Indole,0,,35581.0,10681.0,133404,25274,1,2017-08-25 13:33:20
11349,Indole,0,,35581.0,10682.0,133405,25276,1,2017-08-25 13:33:20
11350,Indole,0,,35581.0,10683.0,133407,25278,1,2017-08-25 13:33:20
11351,Indole,0,,35581.0,10684.0,133410,25275,1,2017-08-25 13:33:20
11352,Indole,0,,35581.0,10685.0,133411,25269,1,2017-08-25 13:33:20
11353,Indole,0,,35581.0,10686.0,133412,25265,1,2017-08-25 13:33:20
11354,Indole,0,,35581.0,10687.0,133414,25261,1,2017-08-25 13:33:20
11355,Indole,0,,35581.0,10688.0,133415,25260,1,2017-08-25 13:33:20
11356,Indole,0,,35581.0,10689.0,133416,25253,1,2017-08-25 13:33:20
11357,Indole,0,,35581.0,10690.0,133417,25262,1,2017-08-25 13:33:20
11358,Indole,0,,35581.0,10691.0,133103,25307,1,2017-08-25 13:33:20
11359,Indole,0,,35581.0,10692.0,133104,25299,1,2017-08-25 13:33:20
11360,Indole,0,,35581.0,10693.0,133106,25310,1,2017-08-25 13:33:20
11361,Indole,0,,35581.0,10694.0,133113,25302,1,2017-08-25 13:33:20
11362,Indole,0,,35581.0,10695.0,133118,25291,1,2017-08-25 13:33:20
11363,Indole,0,,35581.0,10696.0,133119,25297,1,2017-08-25 13:33:20
11364,Indole,0,,35581.0,10697.0,133120,25296,1,2017-08-25 13:33:20
11365,Indole,0,,35581.0,10698.0,133122,25304,1,2017-08-25 13:33:20
11366,Indole,0,,35581.0,10699.0,133123,25303,1,2017-08-25 13:33:20
11367,Melanin,0,,89634.0,10700.0,133131,24893,1,2017-08-25 13:33:20
11368,Melanin,0,,89634.0,10701.0,133134,24896,1,2017-08-25 13:33:20
11369,Melanin,0,,89634.0,10702.0,133307,25152,1,2017-08-25 13:33:20
11370,Melanin,0,,89634.0,54675.0,133356,25233,1,2017-08-25 13:33:20
11371,Sulfide,0,,15138.0,10703.0,133089,25250,1,2017-08-25 13:33:20
11372,Acetic acid,1,,15366.0,10704.0,133154,24928,1,2017-08-25 13:33:20
11373,Acetic acid,1,,15366.0,52518.0,133070,25187,1,2017-08-25 13:33:20
11374,Acetoin,1,,15688.0,12594.0,133131,24893,1,2017-08-25 13:33:20
11375,Acetoin,1,,15688.0,12595.0,133150,24919,1,2017-08-25 13:33:20
11376,Acetoin,1,,15688.0,12596.0,133152,24923,1,2017-08-25 13:33:20
11377,Acetoin,1,,15688.0,12597.0,133156,24930,1,2017-08-25 13:33:20
11378,Acetoin,1,,15688.0,12598.0,133182,24962,1,2017-08-25 13:33:20
11379,Acetoin,1,,15688.0,12599.0,132660,24965,1,2017-08-25 13:33:20
11380,Acetoin,1,,15688.0,12600.0,133200,24998,1,2017-08-25 13:33:20
11381,Acetoin,1,,15688.0,12601.0,133010,25021,1,2017-08-25 13:33:20
11382,Acetoin,1,,15688.0,12602.0,133012,25027,1,2017-08-25 13:33:20
11383,Acetoin,1,,15688.0,12603.0,133210,25029,1,2017-08-25 13:33:20
11384,Acetoin,1,,15688.0,12604.0,133013,25039,1,2017-08-25 13:33:20
11385,Acetoin,1,,15688.0,12605.0,133014,25039,1,2017-08-25 13:33:20
11386,Acetoin,1,,15688.0,12606.0,133228,25040,1,2017-08-25 13:33:20
11387,Acetoin,1,,15688.0,12607.0,133237,25101,1,2017-08-25 13:33:20
11388,Acetoin,1,,15688.0,12608.0,133018,25089,1,2017-08-25 13:33:20
11389,Acetoin,1,,15688.0,12609.0,133022,25049,1,2017-08-25 13:33:20
11390,Acetoin,1,,15688.0,12610.0,133247,25135,1,2017-08-25 13:33:20
11391,Acetoin,1,,15688.0,12611.0,133265,25128,1,2017-08-25 13:33:20
11392,Acetoin,1,,15688.0,12612.0,133272,25137,1,2017-08-25 13:33:20
11393,Acetoin,1,,15688.0,12613.0,133306,25163,1,2017-08-25 13:33:20
11394,Acetoin,1,,15688.0,12614.0,133398,25284,1,2017-08-25 13:33:20
11395,Acetoin,1,,15688.0,12615.0,133403,25280,1,2017-08-25 13:33:20
11396,Acetoin,1,,15688.0,12616.0,133412,25265,1,2017-08-25 13:33:20
11397,Butyric acid,1,,30772.0,10705.0,133154,24928,1,2017-08-25 13:33:20
11398,Butyric acid,1,,30772.0,52521.0,133070,25187,1,2017-08-25 13:33:20
11399,Diacetyl,1,,16583.0,10706.0,133267,25057,1,2017-08-25 13:33:20
11400,Extracellular polymeric substance,1,,72813.0,10707.0,133144,24913,1,2017-08-25 13:33:20
11401,Extracellular polymeric substance,1,,72813.0,10708.0,17653,25184,1,2017-08-25 13:33:20
11402,Formic acid,1,,30751.0,52531.0,133070,25187,1,2017-08-25 13:33:20
11403,Hydrogen sulfide,1,,16136.0,10709.0,133129,24890,1,2017-08-25 13:33:20
11404,Hydrogen sulfide,1,,16136.0,10710.0,133199,24997,1,2017-08-25 13:33:20
11405,Hydrogen sulfide,1,,16136.0,10711.0,130206,25079,1,2017-08-25 13:33:20
11406,Hydrogen sulfide,1,,16136.0,10712.0,133028,25108,1,2017-08-25 13:33:20
11407,Hydrogen sulfide,1,,16136.0,10713.0,133270,25138,1,2017-08-25 13:33:20
11408,Hydrogen sulfide,1,,16136.0,10714.0,133313,25166,1,2017-08-25 13:33:20
11409,Hydrogen sulfide,1,,16136.0,10715.0,133060,25143,1,2017-08-25 13:33:20
11410,Hydrogen sulfide,1,,16136.0,10716.0,133063,25206,1,2017-08-25 13:33:20
11411,Hydrogen sulfide,1,,16136.0,10717.0,133065,25173,1,2017-08-25 13:33:20
11412,Hydrogen sulfide,1,,16136.0,10718.0,133356,25233,1,2017-08-25 13:33:20
11413,Hydrogen sulfide,1,,16136.0,10719.0,133373,25225,1,2017-08-25 13:33:20
11414,Hydrogen sulfide,1,,16136.0,10720.0,133384,25257,1,2017-08-25 13:33:20
11415,Hydrogen sulfide,1,,16136.0,10721.0,133389,25281,1,2017-08-25 13:33:20
11416,Hydrogen sulfide,1,,16136.0,10722.0,133109,25301,1,2017-08-25 13:33:20
11417,Indole,1,,35581.0,10723.0,12636,24963,1,2017-08-25 13:33:20
11418,Indole,1,,35581.0,12761.0,132633,24899,1,2017-08-25 13:33:20
11419,Indole,1,,35581.0,40671.0,133139,24905,1,2017-08-25 13:33:20
11420,Indole,1,,35581.0,10724.0,133143,24912,1,2017-08-25 13:33:20
11421,Indole,1,,35581.0,10725.0,133003,24917,1,2017-08-25 13:33:20
11422,Indole,1,,35581.0,10726.0,133154,24928,1,2017-08-25 13:33:20
11423,Indole,1,,35581.0,12762.0,132650,24961,1,2017-08-25 13:33:20
11424,Indole,1,,35581.0,12763.0,133171,24946,1,2017-08-25 13:33:20
11425,Indole,1,,35581.0,12764.0,133177,24954,1,2017-08-25 13:33:20
11426,Indole,1,,35581.0,10727.0,133179,24957,1,2017-08-25 13:33:20
11427,Indole,1,,35581.0,12765.0,133006,24984,1,2017-08-25 13:33:20
11428,Indole,1,,35581.0,12766.0,132678,25020,1,2017-08-25 13:33:20
11429,Indole,1,,35581.0,12767.0,133010,25021,1,2017-08-25 13:33:20
11430,Indole,1,,35581.0,12768.0,133208,25013,1,2017-08-25 13:33:20
11431,Indole,1,,35581.0,10728.0,133242,25077,1,2017-08-25 13:33:20
11432,Indole,1,,35581.0,12769.0,133323,25141,1,2017-08-25 13:33:20
11433,Indole,1,,35581.0,12770.0,133336,25189,1,2017-08-25 13:33:20
11434,Indole,1,,35581.0,12771.0,133349,25194,1,2017-08-25 13:33:20
11435,Indole,1,,35581.0,10729.0,133355,25174,1,2017-08-25 13:33:20
11436,Indole,1,,35581.0,10730.0,133363,25237,1,2017-08-25 13:33:20
11437,Indole,1,,35581.0,10731.0,133365,25219,1,2017-08-25 13:33:20
11438,Indole,1,,35581.0,12772.0,133367,25217,1,2017-08-25 13:33:20
11439,Indole,1,,35581.0,10732.0,133110,25294,1,2017-08-25 13:33:20
11440,Lactate,1,,24996.0,10733.0,133154,24928,1,2017-08-25 13:33:20
11441,Lactic acid,1,,78320.0,10734.0,133267,25057,1,2017-08-25 13:33:20
11442,Melanin,1,,89634.0,10735.0,133305,25164,1,2017-08-25 13:33:20
11443,Phoslactomycin,1,,,10736.0,131989,25078,1,2017-08-25 13:33:20
11444,Polyhydroxybutyrate,1,,53388.0,10737.0,133344,25168,1,2017-08-25 13:33:20
11445,Polyhydroxybutyrate,1,,53388.0,10738.0,133345,25171,1,2017-08-25 13:33:20
11446,Siderophore,1,,26672.0,10739.0,133241,25082,1,2017-08-25 13:33:20
11447,Succinic acid,1,,15741.0,10740.0,133154,24928,1,2017-08-25 13:33:20
11448,Urea,1,1.0,16199.0,10741.0,133164,24952,1,2017-08-25 13:33:20
11449,Hydrogen sulfide,1,,16136.0,10742.0,5958,32566,1,2017-12-04 12:23:48
11450,Indole,1,,35581.0,12773.0,5958,32566,1,2017-12-04 12:23:48
11451,Hydrogen sulfide,1,,16136.0,10743.0,5455,31498,1,2017-12-04 12:23:48
11452,Hydrogen sulfide,1,,16136.0,10744.0,5974,29433,1,2017-12-04 12:23:48
11453,Indole,1,,35581.0,12774.0,5974,29433,1,2017-12-04 12:23:48
11454,Hydrogen sulfide,1,,16136.0,10745.0,132891,32093,1,2017-12-04 12:23:48
11455,Hydrogen sulfide,1,,16136.0,10746.0,134166,31642,1,2017-12-04 12:23:48
11456,Hydrogen sulfide,1,,16136.0,10747.0,6231,31269,1,2017-12-04 12:23:48
11457,Hydrogen sulfide,1,,16136.0,10748.0,11625,32045,1,2017-12-04 12:23:48
11458,Hydrogen sulfide,1,,16136.0,10749.0,16797,29399,1,2017-12-04 12:23:48
11459,Hydrogen sulfide,1,,16136.0,10750.0,7442,31204,1,2017-12-04 12:23:48
11460,Hydrogen sulfide,1,,16136.0,10751.0,134084,31194,1,2017-12-04 12:23:48
11461,Hydrogen sulfide,1,,16136.0,10752.0,16790,31184,1,2017-12-04 12:23:48
11462,Indole,1,,35581.0,12775.0,17346,32582,1,2017-12-04 12:23:48
11463,Hydrogen sulfide,1,,16136.0,10753.0,3892,29037,1,2017-12-04 12:23:48
11464,Hydrogen sulfide,1,,16136.0,10754.0,23755,29625,1,2017-12-04 12:23:48
11465,Indole,1,,35581.0,12776.0,23755,29625,1,2017-12-04 12:23:48
11466,Hydrogen sulfide,1,,16136.0,10755.0,12702,29639,1,2017-12-04 12:23:48
11467,Hydrogen sulfide,1,,16136.0,10756.0,5715,29440,1,2017-12-04 12:23:48
11468,Hydrogen sulfide,1,,16136.0,10757.0,133658,29982,1,2017-12-04 12:23:48
11469,Indole,1,,35581.0,12777.0,133658,29982,1,2017-12-04 12:23:48
11470,Indole,1,,35581.0,12778.0,23025,29605,1,2017-12-04 12:23:48
11471,Methane,1,,16183.0,10758.0,24171,31177,1,2017-12-04 12:23:48
11472,Hydrogen sulfide,1,,16136.0,10759.0,134051,31141,1,2017-12-04 12:23:48
11473,Indole,1,,35581.0,12779.0,134051,31141,1,2017-12-04 12:23:48
11474,Hydrogen sulfide,1,,16136.0,10760.0,6042,30101,1,2017-12-04 12:23:48
11475,Hydrogen sulfide,1,,16136.0,10761.0,14076,31747,1,2017-12-04 12:23:48
11476,Indole,1,,35581.0,12780.0,14076,31747,1,2017-12-04 12:23:48
11477,Hydrogen sulfide,1,,16136.0,10762.0,17640,29984,1,2017-12-04 12:23:48
11478,Hydrogen sulfide,1,,16136.0,10763.0,5641,30140,1,2017-12-04 12:23:48
11479,Indole,1,,35581.0,12781.0,7226,31363,1,2017-12-04 12:23:48
11480,Methane,1,,16183.0,10764.0,17853,32372,1,2017-12-04 12:23:48
11481,Hydrogen sulfide,1,,16136.0,10765.0,10422,31331,1,2017-12-04 12:23:48
11482,Indole,1,,35581.0,12782.0,13736,31604,1,2017-12-04 12:23:48
11483,Hydrogen sulfide,1,,16136.0,10766.0,2870,32434,1,2017-12-04 12:23:48
11484,Indole,1,,35581.0,12783.0,2870,32434,1,2017-12-04 12:23:48
11485,Indole,1,,35581.0,12784.0,5678,31499,1,2017-12-04 12:23:48
11486,Methane,1,,16183.0,10767.0,17667,32488,1,2017-12-04 12:23:48
11487,Hydrogen sulfide,1,,16136.0,10768.0,14075,31747,1,2017-12-04 12:23:48
11488,Hydrogen sulfide,1,,16136.0,10769.0,134152,31557,1,2017-12-04 12:23:48
11489,Hydrogen sulfide,1,,16136.0,10770.0,134224,31955,1,2017-12-04 12:23:48
11490,Hydrogen sulfide,1,,16136.0,10771.0,134225,31955,1,2017-12-04 12:23:48
11491,Hydrogen sulfide,1,,16136.0,10772.0,134163,31629,1,2017-12-04 12:23:48
11492,Indole,1,,35581.0,12785.0,1609,31621,1,2017-12-04 12:23:48
11493,Indole,1,,35581.0,12786.0,17983,32052,1,2017-12-04 12:23:48
11494,Indole,1,,35581.0,12787.0,134242,32075,1,2017-12-04 12:23:48
11495,Indole,1,,35581.0,12788.0,134215,31904,1,2017-12-04 12:23:48
