ID_met_antibiogram,FK_tbl_antibio_mcro,P_res,P_antibiogram,P_rgStart,P_rgEnd,OX_res,OX_antibiogram,OX_rgStart,OX_rgEnd,AMP_res,AMP_antibiogram,AMP_rgStart,AMP_rgEnd,TIC_res,TIC_antibiogram,TIC_rgStart,TIC_rgEnd,MEZ_res,MEZ_antibiogram,MEZ_rgStart,MEZ_rgEnd,KF_res,KF_antibiogram,KF_rgStart,KF_rgEnd,KZ_res,KZ_antibiogram,KZ_rgStart,KZ_rgEnd,CTX_res,CTX_antibiogram,CTX_rgStart,CTX_rgEnd,ATM_res,ATM_antibiogram,ATM_rgStart,ATM_rgEnd,IPM_res,IPM_antibiogram,IPM_rgStart,IPM_rgEnd,TE_res,TE_antibiogram,TE_rgStart,TE_rgEnd,C_res,C_antibiogram,C_rgStart,C_rgEnd,CN_res,CN_antibiogram,CN_rgStart,CN_rgEnd,AK_res,AK_antibiogram,AK_rgStart,AK_rgEnd,VA_res,VA_antibiogram,VA_rgStart,VA_rgEnd,E_res,E_antibiogram,E_rgStart,E_rgEnd,MY_res,MY_antibiogram,MY_rgStart,MY_rgEnd,OFX_res,OFX_antibiogram,OFX_rgStart,OFX_rgEnd,NOR_res,NOR_antibiogram,NOR_rgStart,NOR_rgEnd,CT_res,CT_antibiogram,CT_rgStart,CT_rgEnd,PIP_res,PIP_antibiogram,PIP_rgStart,PIP_rgEnd,F_res,F_antibiogram,F_rgStart,F_rgEnd,B_res,B_antibiogram,B_rgStart,B_rgEnd,PB_res,PB_antibiogram,PB_rgStart,PB_rgEnd,K_res,K_antibiogram,K_rgStart,K_rgEnd,N_res,N_antibiogram,N_rgStart,N_rgEnd,DO_res,DO_antibiogram,DO_rgStart,DO_rgEnd,CRO_res,CRO_antibiogram,CRO_rgStart,CRO_rgEnd,DA_res,DA_antibiogram,DA_rgStart,DA_rgEnd,FOS_res,FOS_antibiogram,FOS_rgStart,FOS_rgEnd,MXF_res,MXF_antibiogram,MXF_rgStart,MXF_rgEnd,LZD_res,LZD_antibiogram,LZD_rgStart,LZD_rgEnd,NS_res,NS_antibiogram,NS_rgStart,NS_rgEnd,QD_res,QD_antibiogram,QD_rgStart,QD_rgEnd,TEC_res,TEC_antibiogram,TEC_rgStart,TEC_rgEnd,TZP_res,TZP_antibiogram,TZP_rgStart,TZP_rgEnd,Medium_antibiogram,Inc_temp_antibiogram,Inc_time_antibiogram,Inc_ox_antibiogram,ID_strains,ID_reference,manual_annotation,last_change
281,296,0,30-32,30,32,0,22,22,22,0,34,34,34,0,32,32,32,0,30-32,30,32,0,30-32,30,32,0,30-32,30,32,0.0,36-38,36.0,38.0,0.0,0,0.0,0.0,0,40,40,40,0,28-30,28,30,0.0,30,30.0,30.0,0,0,0,0,0.0,10,10.0,10.0,0,22,22,22,0,30,30,30,0,26,26,26,0,16,16,16,0,16,16,16,0.0,0,0.0,0.0,0,6,6,6,0,28,28,28,0,26,26,26,0,8,8,8,0.0,6,6.0,6.0,0,0,0,0,0,28,28,28,0.0,36,36.0,36.0,0.0,30-32,30.0,32.0,0.0,26,26.0,26.0,0.0,22,22.0,22.0,0.0,30,30.0,30.0,0.0,0,0.0,0.0,0.0,20,20.0,20.0,0.0,20,20.0,20.0,0.0,32,32.0,32.0,M 693,37.0,1.0,microaerophil,14750,17316,1,2019-11-27 10:57:22
282,297,0,32-34,32,34,0,24,24,24,0,38,38,38,0,32-34,32,34,0,34,34,34,0,32-34,32,34,0,34,34,34,0.0,38-40,38.0,40.0,0.0,0,0.0,0.0,0,40,40,40,0,30,30,30,0.0,30,30.0,30.0,0,12,12,12,0.0,6,6.0,6.0,0,22,22,22,0,30,30,30,0,28,28,28,0,16,16,16,0,14,14,14,0.0,0,0.0,0.0,0,0,0,0,0,30,30,30,0,26,26,26,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,30,30,30,0.0,36,36.0,36.0,0.0,32-34,32.0,34.0,0.0,18,18.0,18.0,0.0,24,24.0,24.0,0.0,30,30.0,30.0,0.0,0,0.0,0.0,0.0,20,20.0,20.0,0.0,20,20.0,20.0,0.0,32-34,32.0,34.0,M 693,,,,14750,17316,1,2019-11-27 10:57:22
283,298,0,14,14,14,0,0,0,0,0,20,20,20,0,32,32,32,0,32,32,32,0,12-14,12,14,0,22,22,22,0.0,34-36,34.0,36.0,0.0,36,36.0,36.0,0,28,28,28,0,20,20,20,0.0,40,40.0,40.0,0,20,20,20,0.0,20-22,20.0,22.0,0,0,0,0,0,16,16,16,0,12,12,12,0,38,38,38,0,38-40,38,40,0.0,18,18.0,18.0,0,26,26,26,0,30,30,30,0,0,0,0,0,20,20,20,0.0,22,22.0,22.0,0,16,16,16,0,24,24,24,0.0,34-36,34.0,36.0,0.0,18,18.0,18.0,0.0,42,42.0,42.0,0.0,34-36,34.0,36.0,0.0,22,22.0,22.0,0.0,0,0.0,0.0,0.0,20,20.0,20.0,0.0,10,10.0,10.0,0.0,36,36.0,36.0,M 804,37.0,1.0,microaerophil,11705,17317,1,2019-11-27 10:57:22
284,299,0,16,16,16,0,0,0,0,0,20-22,20,22,0,34,34,34,0,34,34,34,0,26-28,26,28,0,24,24,24,0.0,38-40,38.0,40.0,0.0,40,40.0,40.0,0,30,30,30,0,20,20,20,0.0,40,40.0,40.0,0,22,22,22,0.0,24-26,24.0,26.0,0,0,0,0,0,20,20,20,0,16,16,16,0,40,40,40,0,38-40,38,40,0.0,18,18.0,18.0,0,28,28,28,0,34-36,34,36,0,0,0,0,0,20,20,20,0.0,26,26.0,26.0,0,18,18,18,0,24,24,24,0.0,38-40,38.0,40.0,0.0,20,20.0,20.0,0.0,48-50,48.0,50.0,0.0,38-40,38.0,40.0,0.0,26,26.0,26.0,0.0,0,0.0,0.0,0.0,20,20.0,20.0,0.0,10,10.0,10.0,0.0,38,38.0,38.0,M 804,37.0,1.0,microaerophil,11705,17317,1,2019-11-27 10:57:22
285,300,0,16,16,16,0,0,0,0,0,22,22,22,0,32-34,32,34,0,32,32,32,0,24-26,24,26,0,26,26,26,0.0,38,38.0,38.0,0.0,38,38.0,38.0,0,32,32,32,0,20,20,20,0.0,40,40.0,40.0,0,20,20,20,0.0,22-24,22.0,24.0,0,0,0,0,0,18,18,18,0,12-14,12,14,0,40,40,40,0,38,38,38,0.0,18,18.0,18.0,0,24-26,24,26,0,32,32,32,0,0,0,0,0,18,18,18,0.0,24,24.0,24.0,0,18-20,18,20,0,24-26,24,26,0.0,40,40.0,40.0,0.0,18,18.0,18.0,0.0,50,50.0,50.0,0.0,40,40.0,40.0,0.0,16-18,16.0,18.0,0.0,8,8.0,8.0,0.0,20-22,20.0,22.0,0.0,10,10.0,10.0,0.0,38,38.0,38.0,M 804,,,,11705,17317,1,2019-11-27 10:57:22
286,301,0,22,22,22,0,32,32,32,0,22,22,22,0,24-26,24,26,0,20-22,20,22,0,36,36,36,0,32,32,32,0.0,30-32,30.0,32.0,0.0,0,0.0,0.0,0,50,50,50,0,30-32,30,32,0.0,28-30,28.0,30.0,0,24,24,24,0.0,22-24,22.0,24.0,0,20,20,20,0,30,30,30,0,30,30,30,0,28,28,28,0,26-28,26,28,0.0,0,0.0,0.0,0,10,10,10,0,22-24,22,24,0,20,20,20,0,8,8,8,0.0,24,24.0,24.0,0,20-22,20,22,0,30-32,30,32,0.0,30,30.0,30.0,0.0,36,36.0,36.0,0.0,30,30.0,30.0,0.0,30-32,30.0,32.0,0.0,28-30,28.0,30.0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0.0,16-18,16.0,18.0,0.0,26,26.0,26.0,Mueller-Hinton Agar,,,,14609,17511,1,2019-11-27 10:57:22
287,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,24,24.0,24.0,0,12,12,12,0,14,14,14,0.0,12,12.0,12.0,0,0,0,0,0.0,22-24,22.0,24.0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0.0,10,10.0,10.0,0,18,18,18,0,8,8,8,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28-30,28.0,30.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14-16,14.0,16.0,Mueller-Hinton Agar,37.0,1.0,aerob,12802,17705,1,2019-11-27 10:57:22
288,303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0,0,0,0,0,22,22,22,0.0,0,0.0,0.0,0,8,8,8,0.0,30,30.0,30.0,0,0,0,0,0,12,12,12,0,0,0,0,0,6-8,6,8,0,10,10,10,0.0,14,14.0,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,16,0.0,12,12.0,12.0,0,20,20,20,0,16,16,16,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,32,32.0,32.0,0.0,6,6.0,6.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,10.0,10.0,Mueller-Hinton Agar,37.0,1.0,aerob,12803,17706,1,2019-11-27 10:57:22
289,304,0,20,20,20,0,0,0,0,0,24-26,24,26,0,34,34,34,0,22-24,22,24,0,10-12,10,12,0,10,10,10,0.0,24-26,24.0,26.0,0.0,24,24.0,24.0,0,12,12,12,0,16,16,16,0.0,22-24,22.0,24.0,0,8,8,8,0.0,6,6.0,6.0,0,6-8,6,8,0,8-10,8,10,0,0,0,0,0,24,24,24,0,14,14,14,0.0,12-14,12.0,14.0,0,10-12,10,12,0,6,6,6,0,10-12,10,12,0,14,14,14,0.0,8,8.0,8.0,0,0,0,0,0,18-20,18,20,0.0,22,22.0,22.0,0.0,0,0.0,0.0,0.0,6-8,6.0,8.0,0.0,32-34,32.0,34.0,0.0,8,8.0,8.0,0.0,0,0.0,0.0,0.0,8,8.0,8.0,0.0,6,6.0,6.0,0.0,22,22.0,22.0,Mueller-Hinton Agar,30.0,,aerob,17554,17812,1,2019-11-27 10:57:22
290,305,0,20,20,20,0,0,0,0,0,26,26,26,0,36,36,36,0,26,26,26,0,10,10,10,0,8-10,8,10,0.0,28,28.0,28.0,0.0,26,26.0,26.0,0,10,10,10,0,14,14,14,0.0,30,30.0,30.0,0,10,10,10,0.0,8,8.0,8.0,0,8,8,8,0,8,8,8,0,0,0,0,0,28,28,28,0,14,14,14,0.0,12,12.0,12.0,0,12,12,12,0,0,0,0,0,10,10,10,0,14,14,14,0.0,10-12,10.0,12.0,0,8,8,8,0,20-22,20,22,0.0,22,22.0,22.0,0.0,0,0.0,0.0,0.0,8,8.0,8.0,0.0,36,36.0,36.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22-24,22.0,24.0,Mueller-Hinton Agar,,,,17554,17812,1,2019-11-27 10:57:22
291,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,>50,50.0,100.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,>50,50.0,100.0,0.0,0,0.0,0.0,M 1426,28.0,,aerob,132351,24140,1,2019-11-27 10:57:22
292,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,14,14,14,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,16,16.0,16.0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,>50,50.0,100.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10,10.0,10.0,0.0,0,0.0,0.0,M 1426,28.0,,aerob,132352,24141,1,2019-11-27 10:57:22
293,308,0,0,0,0,0,0,0,0,0,0,0,0,0,24-26,24,26,0,0,0,0,0,0,0,0,0,0,0,0,0.0,14-16,14.0,16.0,0.0,0,0.0,0.0,0,0,0,0,0,50,50,50,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,14,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26,0.0,24-26,24.0,26.0,0,0,0,0,0,46,46,46,0.0,>50,50.0,100.0,0.0,>50,50.0,100.0,0.0,>50,50.0,100.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22-24,22.0,24.0,0.0,0,0.0,0.0,M 1426,28.0,,aerob,132353,24142,1,2019-11-27 10:57:22
294,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,36,36,36,0.0,0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,8,8,8,0,0,0,0,0,20,20,20,0.0,0,0.0,0.0,0,0,0,0,0,28-30,28,30,0.0,>50,50.0,100.0,0.0,>50,50.0,100.0,0.0,>50,50.0,100.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,16,16.0,16.0,0.0,0,0.0,0.0,M 1426,28.0,,aerob,132353,24142,1,2019-11-27 10:57:22
295,311,0,42,42,42,0,0,0,0,0,48-50,48,50,0,44-46,44,46,0,22-24,22,24,0,50,50,50,0,38,38,38,0.0,32,32.0,32.0,,n.d.,,,0,>50,50,100,0,44-46,44,46,0.0,26,26.0,26.0,0,18-20,18,20,,n.d.,,,0,40-42,40,42,0,26-28,26,28,0,14-16,14,16,0,26-28,26,28,0,28,28,28,,n.d.,,,0,26,26,26,0,20,20,20,0,>50,50,100,0,20,20,20,,n.d.,,,0,22,22,22,0,>50,50,100,0.0,26,26.0,26.0,0.0,>50,50.0,100.0,0.0,>50,50.0,100.0,0.0,46,46.0,46.0,0.0,40,40.0,40.0,,n.d.,,,0.0,14-16,14.0,16.0,0.0,38-40,38.0,40.0,0.0,18,18.0,18.0,M 1426,28.0,,aerob,23454,19328,1,2019-11-27 10:57:22
296,312,0,10,10,10,0,0,0,0,0,12,12,12,0,12,12,12,0,12,12,12,0,8,8,8,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,24,24,24,0,14,14,14,0.0,30,30.0,30.0,0,0,0,0,0.0,10,10.0,10.0,0,20-22,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,24,24,24,0,24-26,24,26,0,8,8,8,0.0,0,0.0,0.0,0,22,22,22,0,18-20,18,20,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,30,30.0,30.0,0.0,14,14.0,14.0,0.0,32,32.0,32.0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0.0,18,18.0,18.0,0.0,8,8.0,8.0,Mueller-Hinton Agar,37.0,1.0,aerob,14497,18073,1,2019-11-27 10:57:22
297,313,0,6,6,6,0,0,0,0,0,8-10,8,10,0,8,8,8,0,8,8,8,0,6-8,6,8,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8,8,8,0,6,6,6,0.0,28,28.0,28.0,0,6,6,6,0.0,10,10.0,10.0,0,20,20,20,0,10,10,10,0,32,32,32,0,10,10,10,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,26-28,26,28,0,26-28,26,28,0,10,10,10,0.0,0,0.0,0.0,0,12,12,12,0,10,10,10,0.0,0,0.0,0.0,0.0,36,36.0,36.0,0.0,18,18.0,18.0,0.0,18-20,18.0,20.0,0.0,30-32,30.0,32.0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0.0,18,18.0,18.0,0.0,8,8.0,8.0,Mueller-Hinton Agar,37.0,1.0,aerob,14498,18074,1,2019-11-27 10:57:22
298,314,0,6,6,6,0,0,0,0,0,8,8,8,0,10,10,10,0,8,8,8,0,8,8,8,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,12,12,12,0,0,0,0,0.0,26,26.0,26.0,0,0,0,0,0.0,8-10,8.0,10.0,0,18,18,18,0,8-10,8,10,0,30,30,30,0,8,8,8,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28,28,28,0,26,26,26,0,10,10,10,0.0,0,0.0,0.0,0,10-12,10,12,0,10,10,10,0.0,0,0.0,0.0,0.0,36,36.0,36.0,0.0,30,30.0,30.0,0.0,16,16.0,16.0,0.0,34,34.0,34.0,0.0,0,0.0,0.0,0.0,26,26.0,26.0,0.0,16,16.0,16.0,0.0,10,10.0,10.0,Mueller-Hinton Agar,37.0,1.0,aerob,14498,18074,1,2019-11-27 10:57:22
299,315,0,6,6,6,0,0,0,0,0,6-8,6,8,0,8,8,8,0,8,8,8,0,8,8,8,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,16-18,16,18,0.0,30,30.0,30.0,0,10-12,10,12,0.0,20-22,20.0,22.0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28,28,28,0,18,18,18,0,8,8,8,0.0,8,8.0,8.0,0,14-16,14,16,0,20,20,20,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22-24,22.0,24.0,0.0,0,0.0,0.0,0.0,34,34.0,34.0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0.0,18,18.0,18.0,0.0,8,8.0,8.0,Mueller-Hinton Agar,37.0,1.0,aerob,14499,18075,1,2019-11-27 10:57:22
300,316,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,14,14.0,14.0,0,8-10,8,10,0,0,0,0,0.0,10,10.0,10.0,0,6,6,6,0.0,10,10.0,10.0,0,0,0,0,0,20,20,20,0,0,0,0,0,18,18,18,0,12-14,12,14,0.0,14,14.0,14.0,0,0,0,0,0,0,0,0,0,6,6,6,0,16,16,16,0.0,6,6.0,6.0,0,14-16,14,16,0,10,10,10,0.0,0,0.0,0.0,0.0,6,6.0,6.0,0.0,12,12.0,12.0,0.0,20-22,20.0,22.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10-12,10.0,12.0,Mueller-Hinton Agar,37.0,,aerob,157915,21449,1,2019-11-27 10:57:22
301,317,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,14,14.0,14.0,0,8-10,8,10,0,0,0,0,0.0,8,8.0,8.0,0,8,8,8,0.0,12-14,12.0,14.0,0,0,0,0,0,20,20,20,0,0,0,0,0,18,18,18,0,14,14,14,0.0,14,14.0,14.0,0,0,0,0,0,0,0,0,0,6,6,6,0,16,16,16,0.0,8,8.0,8.0,0,16,16,16,0,10,10,10,0.0,0,0.0,0.0,0.0,6,6.0,6.0,0.0,10,10.0,10.0,0.0,22,22.0,22.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,10-12,10.0,12.0,Mueller-Hinton Agar,37.0,,aerob,157915,21449,1,2019-11-27 10:57:22
302,318,0,8,8,8,0,0,0,0,0,12,12,12,0,12-14,12,14,0,12,12,12,0,14-16,14,16,0,14-16,14,16,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,22,22,22,0,16-18,16,18,0.0,10,10.0,10.0,0,0,0,0,0.0,22,22.0,22.0,0,20-22,20,22,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,28-30,28,30,0,30-32,30,32,0,10,10,10,0.0,0,0.0,0.0,0,28,28,28,0,26,26,26,0.0,10-12,10.0,12.0,0.0,0,0.0,0.0,0.0,18-20,18.0,20.0,0.0,22,22.0,22.0,0.0,36,36.0,36.0,0.0,0,0.0,0.0,0.0,30,30.0,30.0,0.0,18-20,18.0,20.0,0.0,18,18.0,18.0,Mueller-Hinton Agar,37.0,1.0,aerob,14500,18086,1,2019-11-27 10:57:22
303,319,0,10,10,10,0,16,16,16,0,14,14,14,0,20,20,20,0,12,12,12,0,30-32,30,32,0,26,26,26,0.0,18-20,18.0,20.0,0.0,0,0.0,0.0,0,36,36,36,0,14,14,14,0.0,10,10.0,10.0,0,0,0,0,0.0,20,20.0,20.0,0,20-22,20,22,0,0,0,0,0,0,0,0,0,10-12,10,12,0,8,8,8,0.0,0,0.0,0.0,0,0,0,0,0,24,24,24,0,32,32,32,0,6,6,6,0.0,0,0.0,0.0,0,26,26,26,0,22,22,22,0.0,16,16.0,16.0,0.0,0,0.0,0.0,0.0,28-30,28.0,30.0,0.0,22,22.0,22.0,0.0,40,40.0,40.0,0.0,0,0.0,0.0,0.0,30,30.0,30.0,0.0,20,20.0,20.0,0.0,22,22.0,22.0,Mueller-Hinton Agar,37.0,,aerob,14500,18086,1,2019-11-27 10:57:22
304,320,0,12-14,12,14,0,20,20,20,0,16,16,16,0,22,22,22,0,14,14,14,0,32-34,32,34,0,26-28,26,28,0.0,20,20.0,20.0,0.0,0,0.0,0.0,0,40,40,40,0,16,16,16,0.0,12-14,12.0,14.0,0,0,0,0,0.0,22,22.0,22.0,0,22,22,22,0,0,0,0,0,0,0,0,0,10,10,10,0,8-10,8,10,0.0,0,0.0,0.0,0,0,0,0,0,28,28,28,0,32,32,32,0,8,8,8,0.0,0,0.0,0.0,0,28,28,28,0,24,24,24,0.0,16,16.0,16.0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0.0,24,24.0,24.0,0.0,42,42.0,42.0,0.0,0,0.0,0.0,0.0,30,30.0,30.0,0.0,18-20,18.0,20.0,0.0,22,22.0,22.0,Mueller-Hinton Agar,37.0,,aerob,14500,18086,1,2019-11-27 10:57:22
305,321,0,8-10,8,10,0,0,0,0,0,12,12,12,0,16,16,16,0,10,10,10,0,26,26,26,0,22-24,22,24,0.0,14,14.0,14.0,0.0,0,0.0,0.0,0,30-32,30,32,0,18,18,18,0.0,12,12.0,12.0,0,0,0,0,0.0,24,24.0,24.0,0,22,22,22,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,26-28,26,28,0,32,32,32,0,8,8,8,0.0,0,0.0,0.0,0,28,28,28,0,24,24,24,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,28-30,28.0,30.0,0.0,22,22.0,22.0,0.0,42,42.0,42.0,0.0,0,0.0,0.0,0.0,30,30.0,30.0,0.0,20,20.0,20.0,0.0,20,20.0,20.0,Mueller-Hinton Agar,37.0,,aerob,14500,18086,1,2019-11-27 10:57:22
306,322,0,8,8,8,0,0,0,0,0,10-12,10,12,0,10,10,10,0,10,10,10,0,8,8,8,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,8,8,8,0,14,14,14,0.0,28-30,28.0,30.0,0,30,30,30,0.0,28,28.0,28.0,0,22,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,26,26,26,0,18-20,18,20,0,8-10,8,10,0.0,28,28.0,28.0,0,28,28,28,0,14-16,14,16,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,14-16,14.0,16.0,0.0,30-32,30.0,32.0,0.0,0,0.0,0.0,0.0,28-30,28.0,30.0,0.0,18,18.0,18.0,0.0,0,0.0,0.0,Mueller-Hinton Agar,37.0,1.0,aerob,14501,18087,1,2019-11-27 10:57:22
307,323,0,30,30,30,0,34,34,34,0,30,30,30,0,34,34,34,0,26,26,26,0,42,42,42,0,40,40,40,0.0,30-32,30.0,32.0,0.0,0,0.0,0.0,0,50,50,50,0,32,32,32,0.0,30,30.0,30.0,0,0,0,0,0.0,20,20.0,20.0,0,20,20,20,0,10,10,10,0,30,30,30,0,28-30,28,30,0,28-30,28,30,0.0,0,0.0,0.0,0,12,12,12,0,22,22,22,0,20,20,20,0,10,10,10,0.0,0,0.0,0.0,0,20-22,20,22,0,34,34,34,0.0,32,32.0,32.0,0.0,34,34.0,34.0,0.0,34-36,34.0,36.0,0.0,32,32.0,32.0,0.0,34-36,34.0,36.0,0.0,0,0.0,0.0,0.0,28,28.0,28.0,0.0,18,18.0,18.0,0.0,30,30.0,30.0,Mueller-Hinton Agar,37.0,1.0,aerob,14502,18088,1,2019-11-27 10:57:22
308,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,18-20,18,20,0.0,28-30,28.0,30.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18-20,18,20,0.0,0,0.0,0.0,0,0,0,0,0,20,20,20,0,16,16,16,0,0,0,0,0.0,0,0.0,0.0,0,10,10,10,0,22,22,22,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,24,24.0,24.0,0.0,20-22,20.0,22.0,0.0,30-32,30.0,32.0,0.0,0,0.0,0.0,0.0,20,20.0,20.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,Mueller-Hinton Agar,37.0,1.0,microaerophil,5304,18089,1,2019-11-27 10:57:22
309,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,14,14,14,0.0,28,28.0,28.0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14,0.0,0,0.0,0.0,0,0,0,0,0,16-18,16,18,0,12,12,12,0,0,0,0,0.0,0,0.0,0.0,0,8-10,8,10,0,20,20,20,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,22,22.0,22.0,0.0,16-18,16.0,18.0,0.0,32,32.0,32.0,0.0,0,0.0,0.0,0.0,18,18.0,18.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,Mueller-Hinton Agar,37.0,,microaerophil,5304,18089,1,2019-11-27 10:57:22
