ID_metabolites,metabolite,ID_strains,last_change
42564,D-Raffinose,133135,
42565,D-Saccharose,133135,
42566,D-Trehalose,133135,
42567,D-Turanose,133135,
42568,D-Xylose,133135,
42569,Esculin ferric citrate,133135,
42570,Gentiobiose,133135,
42571,Glycerol,133135,
42572,myo-Inositol,133135,
42573,L-Arabinose,133135,
42574,Methyl alpha-D-mannoside,133135,
42575,Methyl beta-D-xylopyranoside,133135,
42576,Potassium gluconate,133135,
42577,Salicin,133135,
42578,Adenine,132632,
42579,Casein,132632,
42580,Cellulose,132632,
42581,D-Arabinose,132632,
42582,D-Galactose,132632,
42583,D-Mannose,132632,
42584,D-Ribose,132632,
42585,D-Xylitol,132632,
42586,D-Xylose,132632,
42587,Glycine,132632,
42588,L-Arabinose,132632,
42589,L-Cysteine,132632,
42590,L-Rhamnose,132632,
42591,L-Tryptophan,132632,
42592,Nitrate,132632,
42593,Tween 20,132632,
42594,Tween 40,132632,
42595,Tween 60,132632,
42596,Tween 80,132632,
42597,Cellobiose,132632,
42598,D-Glucose,132632,
42599,D-Mannitol,132632,
42600,Galactitol,132632,
42601,Glycerol,132632,
42602,Glycyl L-Aspartic acid,132632,
42603,myo-Inositol,132632,
42604,L-Alanine,132632,
42605,L-Arginine,132632,
42606,L-Asparagine,132632,
42607,L-Glutamine,132632,
42608,L-Histidine,132632,
42609,L-Lysine,132632,
42610,L-Methionine,132632,
42611,L-Phenylalanine,132632,
42612,L-Proline,132632,
42613,L-Serine,132632,
42614,L-Threonine,132632,
42615,L-Valine,132632,
42616,Melibiose,132632,
42617,N-Glycyl-L-glutamic acid,132632,
42618,Raffinose,132632,
42619,Sodium acetate,132632,
42620,Sodium pyruvate,132632,
42621,Sucrose,132632,
42622,Trehalose,132632,
42623,Xanthine,132632,
42624,Starch,132633,
42625,Urea,132633,
42626,alpha-D-Glucose,132633,
42627,Cellobiose,132633,
42628,D-Arabinose,132633,
42629,D-Fucose,132633,
42630,D-Galactose,132633,
42631,D-Gluconic acid,132633,
42632,D-Glucuronic acid,132633,
42633,D-Mannitol,132633,
42634,D-Mannose,132633,
42635,Dextrin,132633,
42636,Gelatin,132633,
42637,Glucuronamide,132633,
42638,Glycerol,132633,
42639,L-Fucose,132633,
42640,Nitrate,132633,
42641,Salicin,132633,
42642,Tryptophan,132633,
42643,Turanose,132633,
42644,Tween 40,132633,
42645,Cellulose,132634,
42646,Gelatin,132634,
42647,Glucose,132634,
42648,Nitrate,132634,
42649,Tryptophan,132634,
42650,Tween 20,132634,
42651,Tween 80,132634,
42652,Urea,132634,
42653,2-Hydroxybutyric acid,132634,
42654,3-Hydroxybutyric acid,132634,
42655,Acetic acid,132634,
42656,Acetoacetic acid,132634,
42657,D-Galactonic acid lactone,132634,
42658,D-Saccharose,132634,
42659,Dextrin,132634,
42660,Esculin,132634,
42661,Formic acid,132634,
42662,Galactaric acid,132634,
42663,gamma-Aminobutyric acid,132634,
42664,L-Glutamic acid,132634,
42665,L-Rhamnose,132634,
42666,L-Serine,132634,
42667,Maltose,132634,
42668,Melibiose,132634,
42669,Methyl (R)-Lactate,132634,
42670,Methyl alpha-D-glucopyranoside,132634,
42671,Propionic acid,132634,
42672,Raffinose,132634,
42673,Starch,132634,
42674,Sucrose,132634,
42675,Tween 40,132634,
42676,Tween 60,132634,
42677,Acetic acid,133136,
42678,Benzoic acid,133136,
42679,Casein,133136,
42680,Citric acid,133136,
42681,Formic acid,133136,
42682,Hypoxanthine,133136,
42683,L-Glutamic acid,133136,
42684,L-Malate,133136,
42685,L-Tyrosine,133136,
42686,Nitrate,133136,
42687,Pyruvic acid,133136,
42688,Starch,133136,
42689,Succinic acid,133136,
42690,Tween 80,133136,
42691,Urea,133136,
42692,D-Cellobiose,133136,
42693,D-Fructose,133136,
42694,D-Galactose,133136,
42695,D-Glucose,133136,
42696,D-Mannose,133136,
42697,D-Xylose,133136,
42698,Esculin,133136,
42699,Gelatin,133136,
42700,L-Arabinose,133136,
42701,Maltose,133136,
42702,Salicin,133136,
42703,Sucrose,133136,
42704,Trehalose,133136,
42705,Xanthine,133136,
42706,Cellobiose,133137,
42707,D-Ribose,133137,
42708,myo-Inositol,133137,
42709,L-Rhamnose,133137,
42710,Pectin,133137,
42711,Tributyrin,133137,
42712,2-Oxobutanoic acid,133137,
42713,"2,3-Butanediol",133137,
42714,Arabinose,133137,
42715,Carboxymethylcellulose,133137,
42716,Casein,133137,
42717,D-Fructose,133137,
42718,D-Galactose,133137,
42719,D-Glucose,133137,
42720,D-Mannitol,133137,
42721,D-Psicose,133137,
42722,D-Tagatose,133137,
42723,Dextrin,133137,
42724,Gelatin,133137,
42725,Glycogen,133137,
42726,L-Pyroglutamic acid,133137,
42727,Maltose,133137,
42728,Methyl alpha-D-galactoside,133137,
42729,Methyl D-glucoside,133137,
42730,Pyruvic acid,133137,
42731,Raffinose,133137,
42732,Starch,133137,
42733,Succinic acid,133137,
42734,Tween 40,133137,
42735,Uridine,133137,
42736,Xylose,133137,
42737,2-Dehydro-D-gluconate,132635,
42738,5-Dehydro-D-gluconate,132635,
42739,Adipic acid,132635,
42740,Arabinose,132635,
42741,D-Adonitol,132635,
42742,D-Arabinose,132635,
42743,D-Arabitol,132635,
42744,D-Fucose,132635,
42745,D-Lactose,132635,
42746,D-Lyxose,132635,
42747,D-Melezitose,132635,
42748,D-Melibiose,132635,
42749,D-Raffinose,132635,
42750,D-Sorbitol,132635,
42751,D-Turanose,132635,
42752,D-Xylose,132635,
42753,Decanoic acid,132635,
42754,Erythritol,132635,
42755,Galactitol,132635,
42756,Gelatin,132635,
42757,Gluconic acid,132635,
42758,Glucose,132635,
42759,myo-Inositol,132635,
42760,Inulin,132635,
42761,L-Arabitol,132635,
42762,L-Fucose,132635,
42763,L-Rhamnose,132635,
42764,L-Sorbose,132635,
42765,Malic acid,132635,
42766,Mannitol,132635,
42767,Methyl alpha-D-glucopyranoside,132635,
42768,Methyl alpha-D-mannoside,132635,
42769,Methyl beta-D-xylopyranoside,132635,
42770,Nitrate,132635,
42771,Phenylacetic acid,132635,
42772,Potassium gluconate,132635,
42773,Sodium citrate,132635,
42774,Xylitol,132635,
42775,Amygdalin,132635,
42776,Arbutin,132635,
42777,D-Cellobiose,132635,
42778,D-Fructose,132635,
42779,D-Galactose,132635,
42780,D-Glucose,132635,
42781,D-Mannitol,132635,
42782,D-Mannose,132635,
42783,D-Ribose,132635,
42784,D-Tagatose,132635,
42785,D-Trehalose,132635,
42786,Esculin,132635,
42787,Esculin ferric citrate,132635,
42788,Gentiobiose,132635,
42789,Glycerol,132635,
42790,Glycogen,132635,
42791,L-Arabinose,132635,
42792,L-Xylose,132635,
42793,Maltose,132635,
42794,N-Acetylglucosamine,132635,
42795,Salicin,132635,
42796,Starch,132635,
42797,Sucrose,132635,
42798,2-Dehydro-D-gluconate,133133,
42799,5-Dehydro-D-gluconate,133133,
42800,Amygdalin,133133,
42801,Arbutin,133133,
42802,Casein,133133,
42803,Cellobiose,133133,
42804,D-Adonitol,133133,
42805,D-Arabinose,133133,
42806,D-Fucose,133133,
42807,D-Galactose,133133,
42808,D-Glucose,133133,
42809,D-Mannitol,133133,
42810,D-Melezitose,133133,
42811,D-Raffinose,133133,
42812,D-Ribose,133133,
42813,D-Tagatose,133133,
42814,D-Xylose,133133,
42815,Erythritol,133133,
42816,Galactitol,133133,
42817,Gelatin,133133,
42818,Gentiobiose,133133,
42819,Glycerol,133133,
42820,Glycogen,133133,
42821,myo-Inositol,133133,
42822,Inulin,133133,
42823,L-Arabinose,133133,
42824,L-Arabitol,133133,
42825,L-Fucose,133133,
42826,L-Lyxose,133133,
42827,L-Sorbose,133133,
42828,L-Xylose,133133,
42829,Lactose,133133,
42830,Maltose,133133,
42831,Melibiose,133133,
42832,Methyl alpha-D-glucopyranoside,133133,
42833,Methyl beta-D-xylopyranoside,133133,
42834,N-Acetylglucosamine,133133,
42835,Salicin,133133,
42836,Starch,133133,
42837,Sucrose,133133,
42838,Trehalose,133133,
42839,Tryptophan,133133,
42840,Xylitol,133133,
42841,Casamino acids,133133,
42842,D-Arabitol,133133,
42843,D-Fructose,133133,
42844,D-Mannose,133133,
42845,D-Sorbitol,133133,
42846,Esculin,133133,
42847,Gluconic acid,133133,
42848,L-Rhamnose,133133,
42849,Nitrate,133133,
42850,Turanose,133133,
42851,Tween 80,133133,
42852,Yeast extract,133133,
42853,Indole,133139,
42854,Mannose,133139,
42855,Raffinose,133139,
42856,Tryptophan,133139,
42857,Glucose,133140,
42858,Nitrate,133140,
42859,Nitrite,133140,
42860,Tryptophan,133140,
42861,Esculin,133140,
42862,Gelatin,133140,
42863,Acetic acid,133002,
42864,Benzoic acid,133002,
42865,Citric acid,133002,
42866,D-Mannitol,133002,
42867,D-Ribose,133002,
42868,D-Sorbitol,133002,
42869,D-Trehalose,133002,
42870,Formic acid,133002,
42871,Gelatin,133002,
42872,Hypoxanthine,133002,
42873,myo-Inositol,133002,
42874,L-Glutamic acid,133002,
42875,L-Malate,133002,
42876,L-Rhamnose,133002,
42877,Lactose,133002,
42878,Melezitose,133002,
42879,Melibiose,133002,
42880,Nitrate,133002,
42881,Pyruvic acid,133002,
42882,Succinic acid,133002,
42883,Tween 40,133002,
42884,Tween 60,133002,
42885,Tween 80,133002,
42886,Urea,133002,
42887,Xanthine,133002,
42888,Casein,133002,
42889,Cellobiose,133002,
42890,D-Fructose,133002,
42891,D-Galactose,133002,
42892,D-Glucose,133002,
42893,D-Mannose,133002,
42894,D-Xylose,133002,
42895,Esculin,133002,
42896,L-Arabinose,133002,
42897,Maltose,133002,
42898,Raffinose,133002,
42899,Salicin,133002,
42900,Starch,133002,
42901,Sucrose,133002,
42902,Trehalose,133002,
42903,Tween 20,133002,
42904,Tyrosine,133002,
42905,Amygdalin,132636,
42906,Arbutin,132636,
42907,Cellobiose,132636,
42908,D-Fructose,132636,
42909,D-Glucose,132636,
42910,D-Lactose,132636,
42911,D-Mannose,132636,
42912,D-Xylose,132636,
42913,Esculin,132636,
42914,Gentiobiose,132636,
42915,Inulin,132636,
42916,Maltose,132636,
42917,Melezitose,132636,
42918,Melibiose,132636,
42919,Methyl alpha-D-glucopyranoside,132636,
42920,N-Acetylglucosamine,132636,
42921,Raffinose,132636,
42922,Salicin,132636,
42923,Sucrose,132636,
42924,Trehalose,132636,
42925,Turanose,132636,
42926,Casein,133141,
42927,D-Mannitol,133141,
42928,D-Ribose,133141,
42929,Fructose,133141,
42930,Glycerol,133141,
42931,Glycerol 3-phosphate,133141,
42932,Tween 20,133141,
42933,Tween 80,133141,
42934,Cellobiose,133141,
42935,Citric acid,133141,
42936,D-Arabinose,133141,
42937,D-Galactose,133141,
42938,D-Glucose,133141,
42939,D-Mannose,133141,
42940,D-Xylose,133141,
42941,Gelatin,133141,
42942,Lactose,133141,
42943,Maltose,133141,
42944,Propionic acid,133141,
42945,Raffinose,133141,
42946,Rhamnose,133141,
42947,Sucrose,133141,
42948,Trehalose,133141,
42949,Acetic acid,133142,
42950,Alanine,133142,
42951,Butyric acid,133142,
42952,Casein,133142,
42953,D-Ribose,133142,
42954,Ethanol,133142,
42955,Fructose,133142,
42956,Fucose,133142,
42957,Gelatin,133142,
42958,Gluconic acid,133142,
42959,Glycerol,133142,
42960,Histidine,133142,
42961,myo-Inositol,133142,
42962,L-Serine,133142,
42963,Malic acid,133142,
42964,Mannitol,133142,
42965,Nitrate,133142,
42966,Oxalic acid,133142,
42967,Phenylacetic acid,133142,
42968,Ribose,133142,
42969,Sodium citrate,133142,
42970,Sorbitol,133142,
42971,Tween 60,133142,
42972,Tween 80,133142,
42973,Arabinose,133142,
42974,Cellobiose,133142,
42975,D-Fructose,133142,
42976,Esculin,133142,
42977,Glucose,133142,
42978,Glycogen,133142,
42979,L-Arabinose,133142,
42980,Lactose,133142,
42981,Maltose,133142,
42982,Mannose,133142,
42983,Melibiose,133142,
42984,N-Acetylglucosamine,133142,
42985,Pectin,133142,
42986,Rhamnose,133142,
42987,Sucrose,133142,
42988,Tween 20,133142,
42989,Tyrosine,133142,
42990,Xylose,133142,
42991,2-Dehydro-D-gluconate,132637,
42992,3-Hydroxybenzoic acid,132637,
42993,3-Hydroxybutyric acid,132637,
42994,4-Hydroxybenzoic acid,132637,
42995,Adipic acid,132637,
42996,Carboxymethylcellulose,132637,
42997,Casein,132637,
42998,D-Glucose,132637,
42999,D-Mannitol,132637,
43000,D-Mannose,132637,
43001,Decanoic acid,132637,
43002,DNA,132637,
43003,Gelatin,132637,
43004,Itaconic acid,132637,
43005,L-Alanine,132637,
43006,L-Fucose,132637,
43007,L-Histidine,132637,
43008,L-Proline,132637,
43009,L-Serine,132637,
43010,Lactic acid,132637,
43011,Malic acid,132637,
43012,Malonic acid,132637,
43013,Melibiose,132637,
43014,N-Acetylglucosamine,132637,
43015,Nitrate,132637,
43016,Phenylacetic acid,132637,
43017,Potassium gluconate,132637,
43018,Propionic acid,132637,
43019,Salicin,132637,
43020,Sodium acetate,132637,
43021,Sodium citrate,132637,
43022,Starch,132637,
43023,Suberic acid,132637,
43024,Tween 80,132637,
43025,Valeric acid,132637,
43026,Xylan,132637,
43027,4-Nitrophenyl beta-D-galactopyranoside,132637,
43028,5-Dehydro-D-gluconate,132637,
43029,D-Ribose,132637,
43030,D-Sorbitol,132637,
43031,Esculin,132637,
43032,Glycogen,132637,
43033,myo-Inositol,132637,
43034,L-Arabinose,132637,
43035,L-Rhamnose,132637,
43036,Maltose,132637,
43037,Sucrose,132637,
43038,2-Dehydro-D-gluconate,133143,
43039,3-Hydroxybenzoic acid,133143,
43040,3-Hydroxybutyric acid,133143,
43041,4-Hydroxybenzoic acid,133143,
43042,5-Dehydro-D-gluconate,133143,
43043,Casein,133143,
43044,Cellulose,133143,
43045,D-Glucose,133143,
43046,D-Mannitol,133143,
43047,D-Ribose,133143,
43048,D-Sorbitol,133143,
43049,Disodium malate,133143,
43050,Esculin,133143,
43051,Fructose,133143,
43052,Galactose,133143,
43053,Gelatin,133143,
43054,myo-Inositol,133143,
43055,Itaconic acid,133143,
43056,L-Arabinose,133143,
43057,L-Arginine,133143,
43058,L-Histidine,133143,
43059,L-Proline,133143,
43060,L-Rhamnose,133143,
43061,L-Serine,133143,
43062,Lactic acid,133143,
43063,Mannitol,133143,
43064,Melibiose,133143,
43065,N-Acetylglucosamine,133143,
43066,Nitrate,133143,
43067,Ribose,133143,
43068,Salicin,133143,
43069,Sodium citrate,133143,
43070,Sorbitol,133143,
43071,Suberic acid,133143,
43072,Sucrose,133143,
43073,Trehalose,133143,
43074,Tween 40,133143,
43075,Tween 60,133143,
43076,Tween 80,133143,
43077,Valeric acid,133143,
43078,Xylose,133143,
43079,Cellobiose,133143,
43080,Glucose,133143,
43081,Glycogen,133143,
43082,L-Alanine,133143,
43083,L-Fucose,133143,
43084,Lactose,133143,
43085,Maltose,133143,
43086,Mannose,133143,
43087,Propionic acid,133143,
43088,Sodium acetate,133143,
43089,Starch,133143,
43090,Tween 20,133143,
43091,2-Dehydro-D-gluconate,133144,
43092,2-Oxoglutaric acid,133144,
43093,3-Hydroxybenzoic acid,133144,
43094,4-Aminobutyric acid,133144,
43095,4-Hydroxybenzoic acid,133144,
43096,4-Nitrophenyl beta-D-glucuronide,133144,
43097,4-Nitrophenyl phosphate disodium salt,133144,
43098,5-Dehydro-D-gluconate,133144,
43099,Adenine,133144,
43100,Adipic acid,133144,
43101,Adonitol,133144,
43102,Azelaic acid,133144,
43103,beta-Alanine,133144,
43104,Casein,133144,
43105,cis-Aconitic acid,133144,
43106,Citric acid,133144,
43107,D-Adonitol,133144,
43108,D-Arabitol,133144,
43109,D-Fucose,133144,
43110,D-Gluconate,133144,
43111,D-Mannitol,133144,
43112,D-Sorbitol,133144,
43113,D-Tagatose,133144,
43114,Decanoic acid,133144,
43115,DL-3-Hydroxybutyrate,133144,
43116,Erythritol,133144,
43117,Fumaric acid,133144,
43118,Galactitol,133144,
43119,Gelatin,133144,
43120,Glutaric acid,133144,
43121,Glycerol,133144,
43122,Glycogen,133144,
43123,Hypoxanthine,133144,
43124,myo-Inositol,133144,
43125,Itaconic acid,133144,
43126,L-Alanine,133144,
43127,L-Arabitol,133144,
43128,L-Histidine,133144,
43129,L-Leucine,133144,
43130,L-Malate,133144,
43131,L-Ornithine,133144,
43132,L-Phenylalanine,133144,
43133,L-Serine,133144,
43134,L-Sorbose,133144,
43135,L-Tryptophan,133144,
43136,L-Xylose,133144,
43137,Lactate,133144,
43138,Malic acid,133144,
43139,Mesaconate,133144,
43140,Methyl beta-D-xylopyranoside,133144,
43141,N-Acetylgalactosamine,133144,
43142,Nitrate,133144,
43143,Phenylacetate,133144,
43144,Phenylacetic acid,133144,
43145,Propionic acid,133144,
43146,Putrescine,133144,
43147,Pyruvic acid,133144,
43148,Sodium acetate,133144,
43149,Sodium citrate,133144,
43150,Suberic acid,133144,
43151,trans-Aconitate,133144,
43152,Tween 20,133144,
43153,Tween 40,133144,
43154,Tween 80,133144,
43155,Tyrosine,133144,
43156,Xanthine,133144,
43157,Xylan,133144,
43158,Xylitol,133144,
43159,4-Nitrophenyl alpha-D-glucopyranoside,133144,
43160,4-Nitrophenyl beta-D-galactopyranoside,133144,
43161,4-Nitrophenyl beta-D-glucopyranoside,133144,
43162,4-Nitrophenyl beta-D-xylopyranoside,133144,
43163,Amygdalin,133144,
43164,Arbutin,133144,
43165,Aspartic acid,133144,
43166,bis-4-Nitrophenyl phosphate,133144,
43167,bis-4-Nitrophenyl-phosphorylcholine,133144,
43168,Cellobiose,133144,
43169,D-Arabinose,133144,
43170,D-Fructose,133144,
43171,D-Galactose,133144,
43172,D-Glucose,133144,
43173,D-Lactose,133144,
43174,D-Lyxose,133144,
43175,D-Mannose,133144,
43176,D-Melezitose,133144,
43177,D-Ribose,133144,
43178,D-Xylose,133144,
43179,Esculin,133144,
43180,Esculin ferric citrate,133144,
43181,gamma-L-glutamate-4-nitroanilide,133144,
43182,Gentiobiose,133144,
43183,Glucose,133144,
43184,Inulin,133144,
43185,L-Alanine 4-nitroanilide,133144,
43186,L-Arabinose,133144,
43187,L-Fucose,133144,
43188,L-Proline,133144,
43189,L-proline-4-nitroanilide,133144,
43190,L-Rhamnose,133144,
43191,Lactose,133144,
43192,Maltitol,133144,
43193,Maltose,133144,
43194,Melibiose,133144,
43195,Methyl alpha-D-glucopyranoside,133144,
43196,Methyl alpha-D-mannoside,133144,
43197,N-Acetylglucosamine,133144,
43198,Potassium gluconate,133144,
43199,Raffinose,133144,
43200,Salicin,133144,
43201,Starch,133144,
43202,Sucrose,133144,
43203,Trehalose,133144,
43204,Turanose,133144,
43205,Tween 60,133144,
43206,2-Dehydro-D-gluconate,133145,
43207,3-Hydroxybenzoic acid,133145,
43208,3-Hydroxybutyric acid,133145,
43209,4-Hydroxybenzoic acid,133145,
43210,5-Dehydro-D-gluconate,133145,
43211,Adipic acid,133145,
43212,Chitin,133145,
43213,D-Mannitol,133145,
43214,D-Sorbitol,133145,
43215,Decanoic acid,133145,
43216,Disodium malate,133145,
43217,Glucose,133145,
43218,Hypoxanthine,133145,
43219,myo-Inositol,133145,
43220,Itaconic acid,133145,
43221,L-Alanine,133145,
43222,L-Fucose,133145,
43223,L-Serine,133145,
43224,Lactate,133145,
43225,Lactic acid,133145,
43226,Malonic acid,133145,
43227,Nitrate,133145,
43228,Phenylacetic acid,133145,
43229,Potassium gluconate,133145,
43230,Propionic acid,133145,
43231,Sodium acetate,133145,
43232,Sodium citrate,133145,
43233,Starch,133145,
43234,Suberic acid,133145,
43235,Tryptophan,133145,
43236,Urea,133145,
43237,Valeric acid,133145,
43238,Xanthine,133145,
43239,Casein,133145,
43240,Cellulose,133145,
43241,D-Glucose,133145,
43242,D-Mannose,133145,
43243,D-Ribose,133145,
43244,DNA,133145,
43245,Esculin,133145,
43246,Gelatin,133145,
43247,Glycogen,133145,
43248,L-Arabinose,133145,
43249,L-Histidine,133145,
43250,L-Proline,133145,
43251,L-Rhamnose,133145,
43252,Malic acid,133145,
43253,Maltose,133145,
43254,Melibiose,133145,
43255,N-Acetylglucosamine,133145,
43256,Salicin,133145,
43257,Sucrose,133145,
43258,Tween 80,133145,
43259,Tyrosine,133145,
43260,Acetic acid,133147,
43261,Benzoic acid,133147,
43262,Cellobiose,133147,
43263,Citric acid,133147,
43264,D-Fructose,133147,
43265,D-Galactose,133147,
43266,D-Glucose,133147,
43267,D-Mannose,133147,
43268,D-Xylose,133147,
43269,Formic acid,133147,
43270,Hypoxanthine,133147,
43271,L-Arabinose,133147,
43272,L-Glutamic acid,133147,
43273,L-Malate,133147,
43274,Maltose,133147,
43275,Nitrate,133147,
43276,Pyruvic acid,133147,
43277,Salicin,133147,
43278,Starch,133147,
43279,Succinic acid,133147,
43280,Sucrose,133147,
43281,Trehalose,133147,
43282,Urea,133147,
43283,Xanthine,133147,
43284,Casein,133147,
43285,Esculin,133147,
43286,Gelatin,133147,
43287,L-Tyrosine,133147,
43288,Tween 80,133147,
43289,Acetic acid,133148,
43290,Benzoic acid,133148,
43291,Casein,133148,
43292,Cellobiose,133148,
43293,Citric acid,133148,
43294,D-Fructose,133148,
43295,D-Galactose,133148,
43296,D-Glucose,133148,
43297,D-Xylose,133148,
43298,Esculin,133148,
43299,Formic acid,133148,
43300,Gelatin,133148,
43301,Hypoxanthine,133148,
43302,L-Arabinose,133148,
43303,L-Glutamic acid,133148,
43304,L-Malate,133148,
43305,L-Tyrosine,133148,
43306,Maltose,133148,
43307,Nitrate,133148,
43308,Pyruvic acid,133148,
43309,Starch,133148,
43310,Succinic acid,133148,
43311,Sucrose,133148,
43312,Urea,133148,
43313,Xanthine,133148,
43314,D-Mannose,133148,
43315,Salicin,133148,
43316,Trehalose,133148,
43317,Tween 80,133148,
43318,Carboxymethylcellulose,133003,
43319,Cellobiose,133003,
43320,Citric acid,133003,
43321,Nitrate,133003,
43322,Starch,133003,
43323,Tween 80,133003,
43324,(S)-Malic acid,133003,
43325,5-Dehydro-D-gluconate,133003,
43326,Agar,133003,
43327,Alginic acid,133003,
43328,D-Galactose,133003,
43329,D-Glucose,133003,
43330,Esculin,133003,
43331,Gelatin,133003,
43332,Glucuronamide,133003,
43333,N-Acetylglucosamine,133003,
43334,o-Nitrophenyl-beta-D-galactopyranosid,133003,
43335,Gelatin,133149,
43336,Nitrate,133149,
43337,Starch,133149,
43338,Tween 80,133149,
43339,Urea,133149,
43340,alpha-D-Glucose,133149,
43341,alpha-D-Lactose,133149,
43342,Cellobiose,133149,
43343,D-Fructose,133149,
43344,D-Galactose,133149,
43345,D-Gluconic acid,133149,
43346,D-Mannitol,133149,
43347,D-Mannose,133149,
43348,Dextrin,133149,
43349,Gentiobiose,133149,
43350,Glucose,133149,
43351,Glycerol,133149,
43352,Guanine,133149,
43353,Maltose,133149,
43354,N-Acetylglucosamine,133149,
43355,Pectin,133149,
43356,Raffinose,133149,
43357,Salicin,133149,
43358,Stachyose,133149,
43359,Sucrose,133149,
43360,Trehalose,133149,
43361,Turanose,133149,
43362,5-Dehydro-D-gluconate,133150,
43363,Arabinose,133150,
43364,Cyclodextrin,133150,
43365,D-Adonitol,133150,
43366,D-Arabinose,133150,
43367,D-Arabitol,133150,
43368,D-Fucose,133150,
43369,D-Lyxose,133150,
43370,D-Sorbitol,133150,
43371,D-Xylose,133150,
43372,Erythritol,133150,
43373,Galactitol,133150,
43374,Gluconic acid,133150,
43375,Glycogen,133150,
43376,Hippuric acid,133150,
43377,myo-Inositol,133150,
43378,Inulin,133150,
43379,L-Arabitol,133150,
43380,L-Fucose,133150,
43381,L-Rhamnose,133150,
43382,L-Xylose,133150,
43383,Mannitol,133150,
43384,Methyl alpha-D-glucopyranoside,133150,
43385,Methyl beta-D-xylopyranoside,133150,
43386,Pullulan,133150,
43387,Sorbose,133150,
43388,Turanose,133150,
43389,Xylitol,133150,
43390,2-Dehydro-D-gluconate,133150,
43391,Amygdalin,133150,
43392,Arbutin,133150,
43393,Cellobiose,133150,
43394,D-Fructose,133150,
43395,D-Galactose,133150,
43396,D-Glucose,133150,
43397,D-Mannose,133150,
43398,D-Tagatose,133150,
43399,Esculin,133150,
43400,Gentiobiose,133150,
43401,Glycerol 3-phosphate,133150,
43402,Lactose,133150,
43403,Maltose,133150,
43404,Melezitose,133150,
43405,Melibiose,133150,
43406,Methyl beta-D-glucopyranoside,133150,
43407,N-Acetylglucosamine,133150,
43408,Raffinose,133150,
43409,Ribose,133150,
43410,Salicin,133150,
43411,Starch,133150,
43412,Sucrose,133150,
43413,Trehalose,133150,
43414,Amygdalin,132638,
43415,Mannitol,132638,
43416,Ribose,132638,
43417,Casein,133151,
43418,Citric acid,133151,
43419,DNA,133151,
43420,Gelatin,133151,
43421,Glucose,133151,
43422,Nitrate,133151,
43423,Tryptophan,133151,
43424,Tween 80,133151,
43425,Urea,133151,
43426,D-Adonitol,133151,
43427,D-Fructose,133151,
43428,D-Glucose,133151,
43429,D-Maltose,133151,
43430,Galactose,133151,
43431,myo-Inositol,133151,
43432,Inulin,133151,
43433,Mannitol,133151,
43434,Melibiose,133151,
43435,Pyruvic acid,133151,
43436,Rhamnose,133151,
43437,Starch,133151,
43438,Sucrose,133151,
43439,Trehalose,133151,
43440,Xylose,133151,
43441,Citric acid,132639,
43442,Ferric oxide,132639,
43443,Formic acid,132639,
43444,Glucose,132639,
43445,Glycerol,132639,
43446,Lactate,132639,
43447,Oxaloacetic acid,132639,
43448,Pyruvic acid,132639,
43449,Succinic acid,132639,
43450,Sulfate,132639,
43451,Fumaric acid,132639,
43452,Maleic acid,132639,
43453,2-Dehydro-D-gluconate,132640,
43454,5-Dehydro-D-gluconate,132640,
43455,D-Adonitol,132640,
43456,D-Arabinose,132640,
43457,D-Arabitol,132640,
43458,D-Fucose,132640,
43459,D-Lyxose,132640,
43460,D-Melezitose,132640,
43461,D-Ribose,132640,
43462,D-Sorbitol,132640,
43463,D-Tagatose,132640,
43464,Erythritol,132640,
43465,Galactitol,132640,
43466,myo-Inositol,132640,
43467,L-Arabitol,132640,
43468,L-Sorbose,132640,
43469,L-Xylose,132640,
43470,Methyl alpha-D-mannoside,132640,
43471,Amygdalin,132640,
43472,Arbutin,132640,
43473,D-Cellobiose,132640,
43474,D-Fructose,132640,
43475,D-Galactose,132640,
43476,D-Glucose,132640,
43477,D-Lactose,132640,
43478,D-Maltose,132640,
43479,D-Mannitol,132640,
43480,D-Mannose,132640,
43481,D-Melibiose,132640,
43482,D-Raffinose,132640,
43483,D-Saccharose,132640,
43484,D-Trehalose,132640,
43485,D-Turanose,132640,
43486,D-Xylose,132640,
43487,Esculin,132640,
43488,Gentiobiose,132640,
43489,Gluconic acid,132640,
43490,Glycerol,132640,
43491,Glycogen,132640,
43492,Inulin,132640,
43493,L-Arabinose,132640,
43494,L-Fucose,132640,
43495,L-Rhamnose,132640,
43496,Methyl alpha-D-glucopyranoside,132640,
43497,Methyl beta-D-xylopyranoside,132640,
43498,N-Acetylglucosamine,132640,
43499,Salicin,132640,
43500,Starch,132640,
43501,Xylitol,132640,
43502,Adonitol,133152,
43503,Cyclodextrin,133152,
43504,D-Arabinose,133152,
43505,D-Arabitol,133152,
43506,D-Fucose,133152,
43507,D-Xylose,133152,
43508,Erythritol,133152,
43509,Galactitol,133152,
43510,Galactose,133152,
43511,Gluconic acid,133152,
43512,Glycerol,133152,
43513,Hippuric acid,133152,
43514,myo-Inositol,133152,
43515,Inulin,133152,
43516,L-Arabitol,133152,
43517,L-Fucose,133152,
43518,L-Xylose,133152,
43519,Mannitol,133152,
43520,Melezitose,133152,
43521,Melibiose,133152,
43522,Methyl alpha-D-glucopyranoside,133152,
43523,Methyl alpha-D-mannoside,133152,
