ID_annotation_event,approved,ID_approval_user,ID_annotation_user,Created,Last_Changed
96,0,,5,2013-06-17 14:11:27,2013-06-17 14:11:27
97,0,,5,2013-06-17 14:13:02,2013-06-17 14:13:02
98,0,,5,2013-06-17 14:20:08,2013-06-17 14:20:08
99,0,,5,2013-06-17 14:40:51,2013-06-17 14:40:51
100,0,,5,2013-06-17 14:42:33,2013-06-17 14:42:33
101,0,,5,2013-06-17 14:44:25,2013-06-17 14:44:25
102,0,,5,2013-06-17 14:49:06,2013-06-17 14:49:06
103,0,,5,2013-06-17 14:50:31,2013-06-17 14:50:31
104,0,,5,2013-06-17 14:51:27,2013-06-17 14:51:27
105,0,,5,2013-06-24 10:13:52,2013-06-24 10:13:52
106,0,,5,2013-06-24 10:17:02,2013-06-24 10:17:02
107,0,,5,2013-06-24 10:20:29,2013-06-24 10:20:29
108,0,,5,2013-06-24 10:29:35,2013-06-24 10:29:35
109,0,,5,2013-06-24 10:31:36,2013-06-24 10:31:36
110,0,,5,2013-06-24 10:35:38,2013-06-24 10:35:38
111,0,,5,2013-06-24 10:42:52,2013-06-24 10:42:52
112,0,,5,2013-06-24 10:45:09,2013-06-24 10:45:09
113,0,,5,2013-06-24 10:54:12,2013-06-24 10:54:12
114,0,,5,2013-06-24 11:07:16,2013-06-24 11:07:16
115,0,,5,2013-06-24 11:07:42,2013-06-24 11:07:42
116,0,,5,2013-06-24 11:18:31,2013-06-24 11:18:31
117,0,,5,2013-06-24 11:20:38,2013-06-24 11:20:38
118,0,,5,2013-06-24 11:26:44,2013-06-24 11:26:44
119,0,,5,2013-06-24 11:28:57,2013-06-24 11:28:57
120,0,,5,2013-06-24 11:34:37,2013-06-24 11:34:37
121,0,,5,2013-06-24 11:40:10,2013-06-24 11:40:10
122,0,,5,2013-06-24 11:41:46,2013-06-24 11:41:46
123,0,,5,2013-06-24 11:46:07,2013-06-24 11:46:07
