ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,manual_annotation,last_change
38909,2,Risk group (German classification),,,,6716,17834,1,2019-11-08 07:29:11
38908,2,Risk group (German classification),,,,6781,17822,1,2019-11-08 07:29:11
38907,2,Risk group (German classification),,,,6780,17821,1,2019-11-08 07:29:11
38906,2,Risk group (German classification),,,,6779,17820,1,2019-11-08 07:29:11
38905,2,Risk group (German classification),,,,6778,17819,1,2019-11-08 07:29:11
38904,2,Risk group (German classification),,,,6777,17818,1,2019-11-08 07:29:11
38903,2,Risk group (German classification),,,,6776,17817,1,2019-11-08 07:29:11
38902,2,Risk group (German classification),,,,6775,17815,1,2019-11-08 07:29:11
38901,2,Risk group (German classification),,,,6774,17814,1,2019-11-08 07:29:11
38900,2,Risk group (German classification),,,,6712,3193,1,2019-11-08 07:29:11
38899,1,Risk group (German classification),,,,5233,16509,1,2019-11-08 07:29:11
38898,1,Risk group (German classification),,,,5232,16508,1,2019-11-08 07:29:11
38897,1,Risk group (German classification),,,,5231,16252,1,2019-11-08 07:29:11
38896,1,Risk group (German classification),,,,5230,16251,1,2019-11-08 07:29:11
38895,1,Risk group (German classification),,,,17848,7584,1,2019-11-08 07:29:11
38894,1,Risk group (German classification),,,,14268,15716,1,2019-11-08 07:29:11
38893,1,Risk group (German classification),,,,14267,15717,1,2019-11-08 07:29:11
38892,1,Risk group (German classification),,,,17844,15689,1,2019-11-08 07:29:11
38891,1,Risk group (German classification),,,,14440,16767,1,2019-11-08 07:29:11
38890,1,Risk group (German classification),,,,24482,21028,1,2019-11-08 07:29:11
38889,1,Risk group (German classification),,,,140037,42644,1,2019-11-08 07:29:11
38888,1,Risk group (German classification),,,,13185,18251,1,2019-11-08 07:29:11
38887,1,Risk group (German classification),,,,13184,16399,1,2019-11-08 07:29:11
38886,1,Risk group (German classification),,,,6330,17368,1,2019-11-08 07:29:11
38885,1,Risk group (German classification),,,,5743,18100,1,2019-11-08 07:29:11
38884,1,Risk group (German classification),,,,23264,19124,1,2019-11-08 07:29:11
38883,1,Risk group (German classification),,,,1676,16139,1,2019-11-08 07:29:11
38882,1,Risk group (German classification),,,,7131,15813,1,2019-11-08 07:29:11
38881,1,Risk group (German classification),,,,7361,18264,1,2019-11-08 07:29:11
38880,1,Risk group (German classification),,,,6699,17392,1,2019-11-08 07:29:11
38879,1,Risk group (German classification),,,,454,18109,1,2019-11-08 07:29:11
38878,1,Risk group (German classification),,,,7880,18203,1,2019-11-08 07:29:11
501,1,Risk group (German classification),,,,2506,103,1,2018-05-31 09:20:07
38877,1,Risk group (German classification),,,,17843,17467,1,2019-11-08 07:29:11
38876,1,Risk group (German classification),,,,17754,16213,1,2019-11-08 07:29:11
38875,1,Risk group (German classification),,,,16809,15977,1,2019-11-08 07:29:11
38874,1,Risk group (German classification),,,,3934,16563,1,2019-11-08 07:29:11
38873,1,Risk group (German classification),,,,131247,22475,1,2019-11-08 07:29:11
38872,1,Risk group (German classification),,,,7852,16788,1,2019-11-08 07:29:11
38871,2,Risk group (German classification),,,,132840,24628,1,2019-11-08 07:29:11
38870,2,Risk group (German classification),,,,23822,20492,1,2019-11-08 07:29:11
38869,2,Risk group (German classification),,,,131246,22885,1,2019-11-08 07:29:11
38868,2,Risk group (German classification),,,,131245,22884,1,2019-11-08 07:29:11
38867,2,Risk group (German classification),,,,131244,22883,1,2019-11-08 07:29:11
38866,2,Risk group (German classification),,,,131243,22882,1,2019-11-08 07:29:11
38865,2,Risk group (German classification),,,,131242,22881,1,2019-11-08 07:29:11
38864,2,Risk group (German classification),,,,131241,22880,1,2019-11-08 07:29:11
38863,2,Risk group (German classification),,,,131240,22879,1,2019-11-08 07:29:11
38862,2,Risk group (German classification),,,,131239,22878,1,2019-11-08 07:29:11
38861,2,Risk group (German classification),,,,131238,22877,1,2019-11-08 07:29:11
38860,2,Risk group (German classification),,,,131237,22876,1,2019-11-08 07:29:11
38859,2,Risk group (German classification),,,,131236,22875,1,2019-11-08 07:29:11
38858,2,Risk group (German classification),,,,131235,22874,1,2019-11-08 07:29:11
38857,2,Risk group (German classification),,,,131234,22873,1,2019-11-08 07:29:11
38856,2,Risk group (German classification),,,,131233,22872,1,2019-11-08 07:29:11
38855,2,Risk group (German classification),,,,131232,22871,1,2019-11-08 07:29:11
38854,2,Risk group (German classification),,,,131231,22870,1,2019-11-08 07:29:11
38853,2,Risk group (German classification),,,,2203,17599,1,2019-11-08 07:29:11
38852,2,Risk group (German classification),,,,131230,22869,1,2019-11-08 07:29:11
38851,2,Risk group (German classification),,,,131229,22868,1,2019-11-08 07:29:11
38850,2,Risk group (German classification),,,,131228,22867,1,2019-11-08 07:29:11
38849,2,Risk group (German classification),,,,131227,22866,1,2019-11-08 07:29:11
38848,2,Risk group (German classification),,,,2198,17593,1,2019-11-08 07:29:11
38847,2,Risk group (German classification),,,,131226,22865,1,2019-11-08 07:29:11
38846,2,Risk group (German classification),,,,131225,22864,1,2019-11-08 07:29:11
38845,2,Risk group (German classification),,,,131224,22863,1,2019-11-08 07:29:11
38844,2,Risk group (German classification),,,,131223,22862,1,2019-11-08 07:29:11
38843,2,Risk group (German classification),,,,131222,22861,1,2019-11-08 07:29:11
38842,2,Risk group (German classification),,,,131221,22860,1,2019-11-08 07:29:11
38841,2,Risk group (German classification),,,,131220,22859,1,2019-11-08 07:29:11
38840,2,Risk group (German classification),,,,131219,22858,1,2019-11-08 07:29:11
38839,2,Risk group (German classification),,,,131218,22857,1,2019-11-08 07:29:11
38838,2,Risk group (German classification),,,,131217,22856,1,2019-11-08 07:29:11
38837,2,Risk group (German classification),,,,131216,22855,1,2019-11-08 07:29:11
38836,2,Risk group (German classification),,,,131215,22854,1,2019-11-08 07:29:11
38835,2,Risk group (German classification),,,,2183,17569,1,2019-11-08 07:29:11
38834,2,Risk group (German classification),,,,131214,22853,1,2019-11-08 07:29:11
38833,2,Risk group (German classification),,,,131213,22852,1,2019-11-08 07:29:11
38832,2,Risk group (German classification),,,,131212,22851,1,2019-11-08 07:29:11
38831,2,Risk group (German classification),,,,2179,17562,1,2019-11-08 07:29:11
38830,2,Risk group (German classification),,,,131211,22850,1,2019-11-08 07:29:11
38829,2,Risk group (German classification),,,,131210,22849,1,2019-11-08 07:29:11
38828,2,Risk group (German classification),,,,131209,22848,1,2019-11-08 07:29:11
38827,2,Risk group (German classification),,,,2176,17555,1,2019-11-08 07:29:11
38826,2,Risk group (German classification),,,,131208,22847,1,2019-11-08 07:29:11
38825,2,Risk group (German classification),,,,131207,22846,1,2019-11-08 07:29:11
38824,2,Risk group (German classification),,,,2173,17551,1,2019-11-08 07:29:11
38823,2,Risk group (German classification),,,,131206,22845,1,2019-11-08 07:29:11
38822,2,Risk group (German classification),,,,131205,22844,1,2019-11-08 07:29:11
38821,2,Risk group (German classification),,,,2170,17544,1,2019-11-08 07:29:11
38820,2,Risk group (German classification),,,,131204,22843,1,2019-11-08 07:29:11
38819,2,Risk group (German classification),,,,131203,22842,1,2019-11-08 07:29:11
38818,2,Risk group (German classification),,,,2167,17538,1,2019-11-08 07:29:11
38817,2,Risk group (German classification),,,,131202,22841,1,2019-11-08 07:29:11
38816,2,Risk group (German classification),,,,131201,22840,1,2019-11-08 07:29:11
38815,2,Risk group (German classification),,,,131200,22839,1,2019-11-08 07:29:11
38814,2,Risk group (German classification),,,,131199,22838,1,2019-11-08 07:29:11
38813,2,Risk group (German classification),,,,131198,22837,1,2019-11-08 07:29:11
38812,2,Risk group (German classification),,,,131197,22836,1,2019-11-08 07:29:11
38811,2,Risk group (German classification),,,,131196,22835,1,2019-11-08 07:29:11
38810,2,Risk group (German classification),,,,131195,22834,1,2019-11-08 07:29:11
38809,2,Risk group (German classification),,,,131194,22833,1,2019-11-08 07:29:11
38808,2,Risk group (German classification),,,,131193,22832,1,2019-11-08 07:29:11
38807,2,Risk group (German classification),,,,131192,22831,1,2019-11-08 07:29:11
38806,2,Risk group (German classification),,,,131191,22830,1,2019-11-08 07:29:11
38805,2,Risk group (German classification),,,,140036,42643,1,2019-11-08 07:29:11
38804,2,Risk group (German classification),,,,131190,22829,1,2019-11-08 07:29:11
38803,2,Risk group (German classification),,,,2156,17514,1,2019-11-08 07:29:11
38802,2,Risk group (German classification),,,,2155,17513,1,2019-11-08 07:29:11
38801,2,Risk group (German classification),,,,131189,22828,1,2019-11-08 07:29:11
38800,2,Risk group (German classification),,,,131188,22827,1,2019-11-08 07:29:11
38799,2,Risk group (German classification),,,,2153,17508,1,2019-11-08 07:29:11
38798,2,Risk group (German classification),,,,2152,17507,1,2019-11-08 07:29:11
38797,2,Risk group (German classification),,,,131187,22474,1,2019-11-08 07:29:11
38796,2,Risk group (German classification),,,,131186,22826,1,2019-11-08 07:29:11
38795,2,Risk group (German classification),,,,2150,17504,1,2019-11-08 07:29:11
38794,2,Risk group (German classification),,,,2149,17503,1,2019-11-08 07:29:11
38793,2,Risk group (German classification),,,,131185,22825,1,2019-11-08 07:29:11
38792,2,Risk group (German classification),,,,2146,17499,1,2019-11-08 07:29:11
38791,2,Risk group (German classification),,,,2145,17498,1,2019-11-08 07:29:11
38790,2,Risk group (German classification),,,,131184,22824,1,2019-11-08 07:29:11
38789,2,Risk group (German classification),,,,131183,22823,1,2019-11-08 07:29:11
38788,2,Risk group (German classification),,,,2121,1683,1,2019-11-08 07:29:11
38787,1,Risk group (German classification),,,,23283,19123,1,2019-11-08 07:29:11
38786,1,Risk group (German classification),,,,17626,18206,1,2019-11-08 07:29:11
38785,1,Risk group (German classification),,,,24249,20682,1,2019-11-08 07:29:11
38784,1,Risk group (German classification),,,,1458,16438,1,2019-11-08 07:29:11
38783,1,Risk group (German classification),,,,1457,16437,1,2019-11-08 07:29:11
38782,1,Risk group (German classification),,,,13507,18277,1,2019-11-08 07:29:11
38781,1,Risk group (German classification),,,,1314,16030,1,2019-11-08 07:29:11
38780,1,Risk group (German classification),,,,1313,7386,1,2019-11-08 07:29:11
38779,1,Risk group (German classification),,,,1552,16515,1,2019-11-08 07:29:11
38778,1,Risk group (German classification),,,,18156,18123,1,2019-11-08 07:29:11
38777,1,Risk group (German classification),,,,17922,18113,1,2019-11-08 07:29:11
38776,1,Risk group (German classification),,,,17921,18092,1,2019-11-08 07:29:11
38775,1,Risk group (German classification),,,,14014,16532,1,2019-11-08 07:29:11
38774,1,Risk group (German classification),,,,4304,18210,1,2019-11-08 07:29:11
38773,1,Risk group (German classification),,,,14086,17226,1,2019-11-08 07:29:11
38772,1,Risk group (German classification),,,,5170,16770,1,2019-11-08 07:29:11
38771,1,Risk group (German classification),,,,13773,18207,1,2019-11-08 07:29:11
38770,1,Risk group (German classification),,,,16735,16245,1,2019-11-08 07:29:11
38769,1,Risk group (German classification),,,,17883,17205,1,2019-11-08 07:29:11
38768,1,Risk group (German classification),,,,17882,17204,1,2019-11-08 07:29:11
38767,1,Risk group (German classification),,,,17881,17203,1,2019-11-08 07:29:11
38766,1,Risk group (German classification),,,,24680,20753,1,2019-11-08 07:29:11
38765,1,Risk group (German classification),,,,13408,16157,1,2019-11-08 07:29:11
38764,1,Risk group (German classification),,,,12673,16149,1,2019-11-08 07:29:11
38763,1,Risk group (German classification),,,,17920,17298,1,2019-11-08 07:29:11
38762,1,Risk group (German classification),,,,17359,18132,1,2019-11-08 07:29:11
38761,1,Risk group (German classification),,,,2066,17291,1,2019-11-08 07:29:11
38760,1,Risk group (German classification),,,,2065,17294,1,2019-11-08 07:29:11
38759,1,Risk group (German classification),,,,2064,17293,1,2019-11-08 07:29:11
38758,1,Risk group (German classification),,,,2063,17290,1,2019-11-08 07:29:11
38757,1,Risk group (German classification),,,,2062,17292,1,2019-11-08 07:29:11
38756,1,Risk group (German classification),,,,23179,19122,1,2019-11-08 07:29:11
38755,1,Risk group (German classification),,,,2980,15890,1,2019-11-08 07:29:11
38754,1,Risk group (German classification),,1.0,,1899,17417,1,2019-11-08 07:29:11
38753,1,Risk group (German classification),,1.0,,1898,17416,1,2019-11-08 07:29:11
38752,1,Risk group (German classification),,,,16570,16546,1,2019-11-08 07:29:11
38751,1,Risk group (German classification),,,,11152,18127,1,2019-11-08 07:29:11
38750,1,Risk group (German classification),,,,492,16182,1,2019-11-08 07:29:11
38749,1,Risk group (German classification),,,,17501,18149,1,2019-11-08 07:29:11
38748,1,Risk group (German classification),1.0,,,16787,15690,1,2019-11-08 07:29:11
38747,1,Risk group (German classification),,,,14417,16646,1,2019-11-08 07:29:11
38746,1,Risk group (German classification),,,,11376,16705,1,2019-11-08 07:29:11
38745,1,Risk group (German classification),,,,24255,21222,1,2019-11-08 07:29:11
38744,1,Risk group (German classification),,,,4265,18108,1,2019-11-08 07:29:11
38743,1,Risk group (German classification),,,,5712,16231,1,2019-11-08 07:29:11
38742,1,Risk group (German classification),,,,389,18008,1,2019-11-08 07:29:11
38741,1,Risk group (German classification),,,,388,18005,1,2019-11-08 07:29:11
38740,1,Risk group (German classification),,,,1312,16060,1,2019-11-08 07:29:11
38739,1,Risk group (German classification),,,,22945,19121,1,2019-11-08 07:29:11
38738,1,Risk group (German classification),,,,23333,19120,1,2019-11-08 07:29:11
38737,2,Risk group (German classification),,,,130145,21443,1,2019-11-08 07:29:11
38736,1,Risk group (German classification),,,,1456,7684,1,2019-11-08 07:29:11
38735,1,Risk group (German classification),,,,14710,15681,1,2019-11-08 07:29:11
38734,1,Risk group (German classification),,,,7347,16536,1,2019-11-08 07:29:11
38733,1,Risk group (German classification),,,,17213,15769,1,2019-11-08 07:29:11
38732,2,Risk group (German classification),,,,8587,18021,1,2019-11-08 07:29:11
38731,1,Risk group (German classification),,1.0,,8586,17220,1,2019-11-08 07:29:11
38730,1,Risk group (German classification),,,,17878,15519,1,2019-11-08 07:29:11
38729,1,Risk group (German classification),,,,13643,18217,1,2019-11-08 07:29:11
38728,1,Risk group (German classification),,,,5471,18166,1,2019-11-08 07:29:11
38727,1,Risk group (German classification),,,,17919,16190,1,2019-11-08 07:29:11
38726,1,Risk group (German classification),,,,13183,18176,1,2019-11-08 07:29:11
38725,1,Risk group (German classification),,,,5725,16415,1,2019-11-08 07:29:11
38724,1,Risk group (German classification),,,,11848,16667,1,2019-11-08 07:29:11
38723,1,Risk group (German classification),,,,18005,16269,1,2019-11-08 07:29:11
38722,1,Risk group (German classification),,,,6198,16304,1,2019-11-08 07:29:11
38721,1,Risk group (German classification),,,,10828,18030,1,2019-11-08 07:29:11
38720,2,Risk group (German classification),,,,11758,18212,1,2019-11-08 07:29:11
38719,1,Risk group (German classification),,,,135,16717,1,2019-11-08 07:29:11
38718,2,Risk group (German classification),,1.0,,24604,21034,1,2019-11-08 07:29:11
38717,1,Risk group (German classification),,,,14265,18278,1,2019-11-08 07:29:11
38716,1,Risk group (German classification),,,,14198,15975,1,2019-11-08 07:29:11
38715,1,Risk group (German classification),,,,1830,16560,1,2019-11-08 07:29:11
38714,1,Risk group (German classification),,,,12668,16633,1,2019-11-08 07:29:11
38713,1,Risk group (German classification),,,,13562,18216,1,2019-11-08 07:29:11
38712,1,Risk group (German classification),,,,7305,16535,1,2019-11-08 07:29:11
38711,1,Risk group (German classification),,,,1311,16800,1,2019-11-08 07:29:11
38710,1,Risk group (German classification),,,,1309,15876,1,2019-11-08 07:29:11
38709,1,Risk group (German classification),,,,16484,17547,1,2019-11-08 07:29:11
38708,1,Risk group (German classification),,,,16483,17546,1,2019-11-08 07:29:11
38707,1,Risk group (German classification),,,,17247,7414,1,2019-11-08 07:29:11
38706,1,Risk group (German classification),,,,387,17702,1,2019-11-08 07:29:11
38705,1,Risk group (German classification),1.0,,,3248,16817,1,2019-11-08 07:29:11
38704,1,Risk group (German classification),,,,568,16778,1,2019-11-08 07:29:11
38703,1,Risk group (German classification),,,,16482,17274,1,2019-11-08 07:29:11
38702,2,Risk group (German classification),,1.0,,24603,21033,1,2019-11-08 07:29:11
38701,1,Risk group (German classification),,,,132899,24687,1,2019-11-08 07:29:11
38700,1,Risk group (German classification),,,,17240,18146,1,2019-11-08 07:29:11
38699,1,Risk group (German classification),,,,13938,16512,1,2019-11-08 07:29:11
38698,1,Risk group (German classification),1.0,,,8585,16584,1,2019-11-08 07:29:11
38697,1,Risk group (German classification),,,,5832,15799,1,2019-11-08 07:29:11
38696,1,Risk group (German classification),,,,7224,16478,1,2019-11-08 07:29:11
38695,1,Risk group (German classification),1.0,,,11338,18191,1,2019-11-08 07:29:11
38694,1,Risk group (German classification),,,,11089,16148,1,2019-11-08 07:29:11
38693,2,Risk group (German classification),,1.0,,11727,16748,1,2019-11-08 07:29:11
38692,1,Risk group (German classification),,,,24600,21005,1,2019-11-08 07:29:11
38691,1,Risk group (German classification),,,,13860,16852,1,2019-11-08 07:29:11
38690,1,Risk group (German classification),,,,6225,16099,1,2019-11-08 07:29:11
38689,1,Risk group (German classification),,,,23289,19119,1,2019-11-08 07:29:11
38688,1,Risk group (German classification),,,,24345,20612,1,2019-11-08 07:29:11
38687,1,Risk group (German classification),,,,5475,16533,1,2019-11-08 07:29:11
