ID_met_production,metabolite_prod,production,excreted,chebi_ID,ID_strains
10973,Acetoin,0,NULL,15688,133278
10974,Acetoin,0,NULL,15688,133287
10975,Acetoin,0,NULL,15688,133290
10976,Acetoin,0,NULL,15688,133291
10977,Acetoin,0,NULL,15688,133292
10978,Acetoin,0,NULL,15688,133046
10979,Acetoin,0,NULL,15688,133058
10980,Acetoin,0,NULL,15688,133312
10981,Acetoin,0,NULL,15688,133315
10982,Acetoin,0,NULL,15688,133317
10983,Acetoin,0,NULL,15688,133060
10984,Acetoin,0,NULL,15688,133321
10985,Acetoin,0,NULL,15688,133063
10986,Acetoin,0,NULL,15688,133329
10987,Acetoin,0,NULL,15688,133333
10988,Acetoin,0,NULL,15688,133338
10989,Acetoin,0,NULL,15688,133071
10990,Acetoin,0,NULL,15688,133346
10991,Acetoin,0,NULL,15688,133349
10992,Acetoin,0,NULL,15688,133363
10993,Acetoin,0,NULL,15688,133366
10994,Acetoin,0,NULL,15688,133371
10995,Acetoin,0,NULL,15688,133373
10996,Acetoin,0,NULL,15688,133085
10997,Acetoin,0,NULL,15688,133088
10998,Acetoin,0,NULL,15688,133380
10999,Acetoin,0,NULL,15688,271
11000,Acetoin,0,NULL,15688,133381
11001,Acetoin,0,NULL,15688,133090
11002,Acetoin,0,NULL,15688,133092
11003,Acetoin,0,NULL,15688,133389
11004,Acetoin,0,NULL,15688,133395
11005,Acetoin,0,NULL,15688,133396
11006,Acetoin,0,NULL,15688,133397
11007,Acetoin,0,NULL,15688,133399
11008,Acetoin,0,NULL,15688,133404
11009,Acetoin,0,NULL,15688,133411
11010,Acetoin,0,NULL,15688,133417
11011,Acetoin,0,NULL,15688,133104
11012,Acetoin,0,NULL,15688,133110
11013,Acetoin,0,NULL,15688,133122
11014,Acetone,0,NULL,15347,133359
11015,"Bacteriochlorophyll alpha",0,NULL,30033,133325
11016,"Bacteriochlorophyll alpha",0,NULL,30033,133344
11017,Dinitrogen,0,NULL,17997,133060
11018,Dinitrogen,0,NULL,17997,133119
11019,Dinitrogen,0,NULL,17997,133123
11020,Hopanoid,0,NULL,51963,133266
11021,Hopanoid,0,NULL,51963,130206
11022,"Hydrogen sulfide",0,NULL,16136,133130
11023,"Hydrogen sulfide",0,NULL,16136,133131
11024,"Hydrogen sulfide",0,NULL,16136,132632
11025,"Hydrogen sulfide",0,NULL,16136,133002
11026,"Hydrogen sulfide",0,NULL,16136,133142
11027,"Hydrogen sulfide",0,NULL,16136,133143
11028,"Hydrogen sulfide",0,NULL,16136,133003
11029,"Hydrogen sulfide",0,NULL,16136,133154
11030,"Hydrogen sulfide",0,NULL,16136,133157
11031,"Hydrogen sulfide",0,NULL,16136,133161
11032,"Hydrogen sulfide",0,NULL,16136,133173
11033,"Hydrogen sulfide",0,NULL,16136,132659
11034,"Hydrogen sulfide",0,NULL,16136,132661
11035,"Hydrogen sulfide",0,NULL,16136,132662
11036,"Hydrogen sulfide",0,NULL,16136,133006
11037,"Hydrogen sulfide",0,NULL,16136,133188
11038,"Hydrogen sulfide",0,NULL,16136,133190
11039,"Hydrogen sulfide",0,NULL,16136,133191
11040,"Hydrogen sulfide",0,NULL,16136,133007
11041,"Hydrogen sulfide",0,NULL,16136,133194
11042,"Hydrogen sulfide",0,NULL,16136,133195
11043,"Hydrogen sulfide",0,NULL,16136,133197
11044,"Hydrogen sulfide",0,NULL,16136,133198
11045,"Hydrogen sulfide",0,NULL,16136,133200
11046,"Hydrogen sulfide",0,NULL,16136,133239
11047,"Hydrogen sulfide",0,NULL,16136,133018
11048,"Hydrogen sulfide",0,NULL,16136,133240
11049,"Hydrogen sulfide",0,NULL,16136,133241
11050,"Hydrogen sulfide",0,NULL,16136,131989
11051,"Hydrogen sulfide",0,NULL,16136,133243
11052,"Hydrogen sulfide",0,NULL,16136,133246
11053,"Hydrogen sulfide",0,NULL,16136,132025
11054,"Hydrogen sulfide",0,NULL,16136,133266
11055,"Hydrogen sulfide",0,NULL,16136,133029
11056,"Hydrogen sulfide",0,NULL,16136,133034
11057,"Hydrogen sulfide",0,NULL,16136,133272
11058,"Hydrogen sulfide",0,NULL,16136,133273
11059,"Hydrogen sulfide",0,NULL,16136,133276
11060,"Hydrogen sulfide",0,NULL,16136,133278
11061,"Hydrogen sulfide",0,NULL,16136,133281
11062,"Hydrogen sulfide",0,NULL,16136,133287
11063,"Hydrogen sulfide",0,NULL,16136,133290
11064,"Hydrogen sulfide",0,NULL,16136,133292
11065,"Hydrogen sulfide",0,NULL,16136,133297
11066,"Hydrogen sulfide",0,NULL,16136,133046
11067,"Hydrogen sulfide",0,NULL,16136,133299
11068,"Hydrogen sulfide",0,NULL,16136,133300
11069,"Hydrogen sulfide",0,NULL,16136,133306
11070,"Hydrogen sulfide",0,NULL,16136,133307
11071,"Hydrogen sulfide",0,NULL,16136,133057
11072,"Hydrogen sulfide",0,NULL,16136,133058
11073,"Hydrogen sulfide",0,NULL,16136,133308
11074,"Hydrogen sulfide",0,NULL,16136,133309
11075,"Hydrogen sulfide",0,NULL,16136,133310
11076,"Hydrogen sulfide",0,NULL,16136,133311
11077,"Hydrogen sulfide",0,NULL,16136,133059
11078,"Hydrogen sulfide",0,NULL,16136,133315
11079,"Hydrogen sulfide",0,NULL,16136,133317
11080,"Hydrogen sulfide",0,NULL,16136,133319
11081,"Hydrogen sulfide",0,NULL,16136,133321
11082,"Hydrogen sulfide",0,NULL,16136,133064
11083,"Hydrogen sulfide",0,NULL,16136,133062
11084,"Hydrogen sulfide",0,NULL,16136,133327
11085,"Hydrogen sulfide",0,NULL,16136,133328
11086,"Hydrogen sulfide",0,NULL,16136,133333
11087,"Hydrogen sulfide",0,NULL,16136,133336
11088,"Hydrogen sulfide",0,NULL,16136,133067
11089,"Hydrogen sulfide",0,NULL,16136,133070
11090,"Hydrogen sulfide",0,NULL,16136,133071
11091,"Hydrogen sulfide",0,NULL,16136,133344
11092,"Hydrogen sulfide",0,NULL,16136,133349
11093,"Hydrogen sulfide",0,NULL,16136,133352
11094,"Hydrogen sulfide",0,NULL,16136,133079
11095,"Hydrogen sulfide",0,NULL,16136,133357
11096,"Hydrogen sulfide",0,NULL,16136,133359
11097,"Hydrogen sulfide",0,NULL,16136,133361
11098,"Hydrogen sulfide",0,NULL,16136,133363
11099,"Hydrogen sulfide",0,NULL,16136,133365
11100,"Hydrogen sulfide",0,NULL,16136,133366
11101,"Hydrogen sulfide",0,NULL,16136,133371
11102,"Hydrogen sulfide",0,NULL,16136,133374
11103,"Hydrogen sulfide",0,NULL,16136,133376
11104,"Hydrogen sulfide",0,NULL,16136,133088
11105,"Hydrogen sulfide",0,NULL,16136,133380
11106,"Hydrogen sulfide",0,NULL,16136,271
11107,"Hydrogen sulfide",0,NULL,16136,133381
11108,"Hydrogen sulfide",0,NULL,16136,133090
11109,"Hydrogen sulfide",0,NULL,16136,133092
11110,"Hydrogen sulfide",0,NULL,16136,133383
11111,"Hydrogen sulfide",0,NULL,16136,133385
11112,"Hydrogen sulfide",0,NULL,16136,133387
11113,"Hydrogen sulfide",0,NULL,16136,133395
11114,"Hydrogen sulfide",0,NULL,16136,133397
11115,"Hydrogen sulfide",0,NULL,16136,133398
11116,"Hydrogen sulfide",0,NULL,16136,133399
11117,"Hydrogen sulfide",0,NULL,16136,133403
11118,"Hydrogen sulfide",0,NULL,16136,133404
11119,"Hydrogen sulfide",0,NULL,16136,133405
11120,"Hydrogen sulfide",0,NULL,16136,133411
11121,"Hydrogen sulfide",0,NULL,16136,133412
11122,"Hydrogen sulfide",0,NULL,16136,133416
11123,"Hydrogen sulfide",0,NULL,16136,133417
11124,"Hydrogen sulfide",0,NULL,16136,133104
11125,"Hydrogen sulfide",0,NULL,16136,133105
11126,"Hydrogen sulfide",0,NULL,16136,133107
11127,"Hydrogen sulfide",0,NULL,16136,133108
11128,"Hydrogen sulfide",0,NULL,16136,133110
11129,"Hydrogen sulfide",0,NULL,16136,133122
11130,"Hydrogen sulfide",0,NULL,16136,133123
11131,Indole,0,NULL,35581,133125
11132,Indole,0,NULL,35581,14118
11133,Indole,0,NULL,35581,24046
11134,Indole,0,NULL,35581,133131
11135,Indole,0,NULL,35581,132631
11136,Indole,0,NULL,35581,132634
11137,Indole,0,NULL,35581,132635
11138,Indole,0,NULL,35581,133133
11139,Indole,0,NULL,35581,133140
11140,Indole,0,NULL,35581,133142
11141,Indole,0,NULL,35581,132637
11142,Indole,0,NULL,35581,133144
11143,Indole,0,NULL,35581,133145
11144,Indole,0,NULL,35581,133151
11145,Indole,0,NULL,35581,132646
11146,Indole,0,NULL,35581,133157
11147,Indole,0,NULL,35581,133159
11148,Indole,0,NULL,35581,133160
11149,Indole,0,NULL,35581,133161
11150,Indole,0,NULL,35581,133164
11151,Indole,0,NULL,35581,132649
11152,Indole,0,NULL,35581,133167
11153,Indole,0,NULL,35581,133168
11154,Indole,0,NULL,35581,133170
11155,Indole,0,NULL,35581,133173
11156,Indole,0,NULL,35581,133174
11157,Indole,0,NULL,35581,133180
11158,Indole,0,NULL,35581,133181
11159,Indole,0,NULL,35581,133182
11160,Indole,0,NULL,35581,132660
11161,Indole,0,NULL,35581,133183
11162,Indole,0,NULL,35581,132661
11163,Indole,0,NULL,35581,132664
11164,Indole,0,NULL,35581,133188
11165,Indole,0,NULL,35581,133189
11166,Indole,0,NULL,35581,133190
11167,Indole,0,NULL,35581,133191
11168,Indole,0,NULL,35581,133007
11169,Indole,0,NULL,35581,133194
11170,Indole,0,NULL,35581,133008
11171,Indole,0,NULL,35581,133196
11172,Indole,0,NULL,35581,133197
11173,Indole,0,NULL,35581,133198
11174,Indole,0,NULL,35581,133199
11175,Indole,0,NULL,35581,133200
11176,Indole,0,NULL,35581,133202
11177,Indole,0,NULL,35581,132956
11178,Indole,0,NULL,35581,133205
11179,Indole,0,NULL,35581,132679
11180,Indole,0,NULL,35581,133207
11181,Indole,0,NULL,35581,132681
11182,Indole,0,NULL,35581,133011
11183,Indole,0,NULL,35581,133012
11184,Indole,0,NULL,35581,133210
11185,Indole,0,NULL,35581,132682
11186,Indole,0,NULL,35581,132683
11187,Indole,0,NULL,35581,132684
11188,Indole,0,NULL,35581,133013
11189,Indole,0,NULL,35581,133014
11190,Indole,0,NULL,35581,133214
11191,Indole,0,NULL,35581,133215
11192,Indole,0,NULL,35581,133216
11193,Indole,0,NULL,35581,133219
11194,Indole,0,NULL,35581,133220
11195,Indole,0,NULL,35581,133221
11196,Indole,0,NULL,35581,133222
11197,Indole,0,NULL,35581,133223
11198,Indole,0,NULL,35581,133225
11199,Indole,0,NULL,35581,133226
11200,Indole,0,NULL,35581,133228
11201,Indole,0,NULL,35581,133230
11202,Indole,0,NULL,35581,133231
11203,Indole,0,NULL,35581,133237
11204,Indole,0,NULL,35581,133239
11205,Indole,0,NULL,35581,133018
11206,Indole,0,NULL,35581,133240
11207,Indole,0,NULL,35581,133243
11208,Indole,0,NULL,35581,133244
11209,Indole,0,NULL,35581,133245
11210,Indole,0,NULL,35581,133246
11211,Indole,0,NULL,35581,133020
11212,Indole,0,NULL,35581,133022
11213,Indole,0,NULL,35581,133247
11214,Indole,0,NULL,35581,133248
11215,Indole,0,NULL,35581,133249
11216,Indole,0,NULL,35581,133250
11217,Indole,0,NULL,35581,133251
11218,Indole,0,NULL,35581,133023
11219,Indole,0,NULL,35581,133252
11220,Indole,0,NULL,35581,133253
11221,Indole,0,NULL,35581,133254
11222,Indole,0,NULL,35581,133127
11223,Indole,0,NULL,35581,133256
11224,Indole,0,NULL,35581,133259
11225,Indole,0,NULL,35581,133264
11226,Indole,0,NULL,35581,133265
11227,Indole,0,NULL,35581,133027
11228,Indole,0,NULL,35581,133266
11229,Indole,0,NULL,35581,133028
11230,Indole,0,NULL,35581,132033
11231,Indole,0,NULL,35581,133033
11232,Indole,0,NULL,35581,133034
11233,Indole,0,NULL,35581,133270
11234,Indole,0,NULL,35581,133272
11235,Indole,0,NULL,35581,133273
11236,Indole,0,NULL,35581,133275
11237,Indole,0,NULL,35581,133276
11238,Indole,0,NULL,35581,133277
11239,Indole,0,NULL,35581,133278
11240,Indole,0,NULL,35581,133279
11241,Indole,0,NULL,35581,133280
11242,Indole,0,NULL,35581,133283
11243,Indole,0,NULL,35581,133284
11244,Indole,0,NULL,35581,133287
11245,Indole,0,NULL,35581,133289
11246,Indole,0,NULL,35581,133291
11247,Indole,0,NULL,35581,133292
11248,Indole,0,NULL,35581,133294
11249,Indole,0,NULL,35581,133296
11250,Indole,0,NULL,35581,133297
11251,Indole,0,NULL,35581,133046
11252,Indole,0,NULL,35581,133299
11253,Indole,0,NULL,35581,133300
11254,Indole,0,NULL,35581,133302
11255,Indole,0,NULL,35581,133058
11256,Indole,0,NULL,35581,133308
11257,Indole,0,NULL,35581,133310
11258,Indole,0,NULL,35581,133311
11259,Indole,0,NULL,35581,133059
11260,Indole,0,NULL,35581,133312
11261,Indole,0,NULL,35581,133313
11262,Indole,0,NULL,35581,133315
11263,Indole,0,NULL,35581,133317
11264,Indole,0,NULL,35581,133319
11265,Indole,0,NULL,35581,133320
11266,Indole,0,NULL,35581,133060
11267,Indole,0,NULL,35581,4161
11268,Indole,0,NULL,35581,133061
11269,Indole,0,NULL,35581,4153
11270,Indole,0,NULL,35581,4175
11271,Indole,0,NULL,35581,4174
11272,Indole,0,NULL,35581,133321
11273,Indole,0,NULL,35581,133322
11274,Indole,0,NULL,35581,133063
11275,Indole,0,NULL,35581,133327
11276,Indole,0,NULL,35581,12605
11277,Indole,0,NULL,35581,133065
11278,Indole,0,NULL,35581,133328
11279,Indole,0,NULL,35581,17653
11280,Indole,0,NULL,35581,16256
11281,Indole,0,NULL,35581,133329
11282,Indole,0,NULL,35581,133330
11283,Indole,0,NULL,35581,133331
11284,Indole,0,NULL,35581,133332
11285,Indole,0,NULL,35581,133333
11286,Indole,0,NULL,35581,133334
11287,Indole,0,NULL,35581,133335
11288,Indole,0,NULL,35581,133336
11289,Indole,0,NULL,35581,133070
11290,Indole,0,NULL,35581,133071
11291,Indole,0,NULL,35581,133340
11292,Indole,0,NULL,35581,133342
11293,Indole,0,NULL,35581,133343
11294,Indole,0,NULL,35581,133344
11295,Indole,0,NULL,35581,133346
11296,Indole,0,NULL,35581,133347
11297,Indole,0,NULL,35581,133348
11298,Indole,0,NULL,35581,133350
11299,Indole,0,NULL,35581,133352
11300,Indole,0,NULL,35581,133354
11301,Indole,0,NULL,35581,133079
11302,Indole,0,NULL,35581,133081
11303,Indole,0,NULL,35581,133358
11304,Indole,0,NULL,35581,133083
11305,Indole,0,NULL,35581,130241
11306,Indole,0,NULL,35581,133359
11307,Indole,0,NULL,35581,133360
11308,Indole,0,NULL,35581,133361
11309,Indole,0,NULL,35581,133364
11310,Indole,0,NULL,35581,133366
11311,Indole,0,NULL,35581,133368
11312,Indole,0,NULL,35581,133369
11313,Indole,0,NULL,35581,133370
11314,Indole,0,NULL,35581,133372
11315,Indole,0,NULL,35581,5186
11316,Indole,0,NULL,35581,133373
11317,Indole,0,NULL,35581,133085
11318,Indole,0,NULL,35581,133086
11319,Indole,0,NULL,35581,133374
11320,Indole,0,NULL,35581,133375
11321,Indole,0,NULL,35581,133376
11322,Indole,0,NULL,35581,133088
11323,Indole,0,NULL,35581,133379
11324,Indole,0,NULL,35581,133380
11325,Indole,0,NULL,35581,271
11326,Indole,0,NULL,35581,133381
11327,Indole,0,NULL,35581,133089
11328,Indole,0,NULL,35581,133092
11329,Indole,0,NULL,35581,133383
11330,Indole,0,NULL,35581,133093
11331,Indole,0,NULL,35581,133385
11332,Indole,0,NULL,35581,133386
11333,Indole,0,NULL,35581,133388
11334,Indole,0,NULL,35581,133389
11335,Indole,0,NULL,35581,133390
11336,Indole,0,NULL,35581,133391
11337,Indole,0,NULL,35581,133392
11338,Indole,0,NULL,35581,133393
11339,Indole,0,NULL,35581,133394
11340,Indole,0,NULL,35581,133395
11341,Indole,0,NULL,35581,133396
11342,Indole,0,NULL,35581,133398
11343,Indole,0,NULL,35581,133399
11344,Indole,0,NULL,35581,133094
11345,Indole,0,NULL,35581,133401
11346,Indole,0,NULL,35581,133402
11347,Indole,0,NULL,35581,133403
11348,Indole,0,NULL,35581,133404
11349,Indole,0,NULL,35581,133405
11350,Indole,0,NULL,35581,133407
11351,Indole,0,NULL,35581,133410
11352,Indole,0,NULL,35581,133411
11353,Indole,0,NULL,35581,133412
11354,Indole,0,NULL,35581,133414
11355,Indole,0,NULL,35581,133415
11356,Indole,0,NULL,35581,133416
11357,Indole,0,NULL,35581,133417
11358,Indole,0,NULL,35581,133103
11359,Indole,0,NULL,35581,133104
11360,Indole,0,NULL,35581,133106
11361,Indole,0,NULL,35581,133113
11362,Indole,0,NULL,35581,133118
11363,Indole,0,NULL,35581,133119
11364,Indole,0,NULL,35581,133120
11365,Indole,0,NULL,35581,133122
11366,Indole,0,NULL,35581,133123
11367,Melanin,0,NULL,89634,133131
11368,Melanin,0,NULL,89634,133134
11369,Melanin,0,NULL,89634,133307
11370,Melanin,0,NULL,89634,133356
11371,Sulfide,0,NULL,15138,133089
11372,"Acetic acid",1,NULL,15366,133154
11373,"Acetic acid",1,NULL,15366,133070
11374,Acetoin,1,NULL,15688,133131
11375,Acetoin,1,NULL,15688,133150
11376,Acetoin,1,NULL,15688,133152
11377,Acetoin,1,NULL,15688,133156
11378,Acetoin,1,NULL,15688,133182
11379,Acetoin,1,NULL,15688,132660
11380,Acetoin,1,NULL,15688,133200
11381,Acetoin,1,NULL,15688,133010
11382,Acetoin,1,NULL,15688,133012
11383,Acetoin,1,NULL,15688,133210
11384,Acetoin,1,NULL,15688,133013
11385,Acetoin,1,NULL,15688,133014
11386,Acetoin,1,NULL,15688,133228
11387,Acetoin,1,NULL,15688,133237
11388,Acetoin,1,NULL,15688,133018
11389,Acetoin,1,NULL,15688,133022
11390,Acetoin,1,NULL,15688,133247
11391,Acetoin,1,NULL,15688,133265
11392,Acetoin,1,NULL,15688,133272
11393,Acetoin,1,NULL,15688,133306
11394,Acetoin,1,NULL,15688,133398
11395,Acetoin,1,NULL,15688,133403
11396,Acetoin,1,NULL,15688,133412
11397,"Butyric acid",1,NULL,30772,133154
11398,"Butyric acid",1,NULL,30772,133070
11399,Diacetyl,1,NULL,16583,133267
11400,"Extracellular polymeric substance",1,NULL,72813,133144
11401,"Extracellular polymeric substance",1,NULL,72813,17653
11402,"Formic acid",1,NULL,30751,133070
11403,"Hydrogen sulfide",1,NULL,16136,133129
11404,"Hydrogen sulfide",1,NULL,16136,133199
11405,"Hydrogen sulfide",1,NULL,16136,130206
11406,"Hydrogen sulfide",1,NULL,16136,133028
11407,"Hydrogen sulfide",1,NULL,16136,133270
11408,"Hydrogen sulfide",1,NULL,16136,133313
11409,"Hydrogen sulfide",1,NULL,16136,133060
11410,"Hydrogen sulfide",1,NULL,16136,133063
11411,"Hydrogen sulfide",1,NULL,16136,133065
11412,"Hydrogen sulfide",1,NULL,16136,133356
11413,"Hydrogen sulfide",1,NULL,16136,133373
11414,"Hydrogen sulfide",1,NULL,16136,133384
11415,"Hydrogen sulfide",1,NULL,16136,133389
11416,"Hydrogen sulfide",1,NULL,16136,133109
11417,Indole,1,NULL,35581,12636
11418,Indole,1,NULL,35581,132633
11419,Indole,1,NULL,35581,133139
11420,Indole,1,NULL,35581,133143
11421,Indole,1,NULL,35581,133003
11422,Indole,1,NULL,35581,133154
11423,Indole,1,NULL,35581,132650
11424,Indole,1,NULL,35581,133171
11425,Indole,1,NULL,35581,133177
11426,Indole,1,NULL,35581,133179
11427,Indole,1,NULL,35581,133006
11428,Indole,1,NULL,35581,132678
11429,Indole,1,NULL,35581,133010
11430,Indole,1,NULL,35581,133208
11431,Indole,1,NULL,35581,133242
11432,Indole,1,NULL,35581,133323
11433,Indole,1,NULL,35581,133336
11434,Indole,1,NULL,35581,133349
11435,Indole,1,NULL,35581,133355
11436,Indole,1,NULL,35581,133363
11437,Indole,1,NULL,35581,133365
11438,Indole,1,NULL,35581,133367
11439,Indole,1,NULL,35581,133110
11440,Lactate,1,NULL,24996,133154
11441,"Lactic acid",1,NULL,78320,133267
11442,Melanin,1,NULL,89634,133305
11443,Phoslactomycin,1,NULL,NULL,131989
11444,Polyhydroxybutyrate,1,NULL,53388,133344
11445,Polyhydroxybutyrate,1,NULL,53388,133345
11446,Siderophore,1,NULL,26672,133241
11447,"Succinic acid",1,NULL,15741,133154
11448,Urea,1,1,16199,133164
11449,"Hydrogen sulfide",1,NULL,16136,5958
11450,Indole,1,NULL,35581,5958
11451,"Hydrogen sulfide",1,NULL,16136,5455
11452,"Hydrogen sulfide",1,NULL,16136,5974
11453,Indole,1,NULL,35581,5974
11454,"Hydrogen sulfide",1,NULL,16136,132891
11455,"Hydrogen sulfide",1,NULL,16136,134166
11456,"Hydrogen sulfide",1,NULL,16136,6231
11457,"Hydrogen sulfide",1,NULL,16136,11625
11458,"Hydrogen sulfide",1,NULL,16136,16797
11459,"Hydrogen sulfide",1,NULL,16136,7442
11460,"Hydrogen sulfide",1,NULL,16136,134084
11461,"Hydrogen sulfide",1,NULL,16136,16790
11462,Indole,1,NULL,35581,17346
11463,"Hydrogen sulfide",1,NULL,16136,3892
11464,"Hydrogen sulfide",1,NULL,16136,23755
11465,Indole,1,NULL,35581,23755
11466,"Hydrogen sulfide",1,NULL,16136,12702
11467,"Hydrogen sulfide",1,NULL,16136,5715
11468,"Hydrogen sulfide",1,NULL,16136,133658
11469,Indole,1,NULL,35581,133658
11470,Indole,1,NULL,35581,23025
11471,Methane,1,NULL,16183,24171
11472,"Hydrogen sulfide",1,NULL,16136,134051
11473,Indole,1,NULL,35581,134051
11474,"Hydrogen sulfide",1,NULL,16136,6042
11475,"Hydrogen sulfide",1,NULL,16136,14076
11476,Indole,1,NULL,35581,14076
11477,"Hydrogen sulfide",1,NULL,16136,17640
11478,"Hydrogen sulfide",1,NULL,16136,5641
11479,Indole,1,NULL,35581,7226
11480,Methane,1,NULL,16183,17853
11481,"Hydrogen sulfide",1,NULL,16136,10422
11482,Indole,1,NULL,35581,13736
11483,"Hydrogen sulfide",1,NULL,16136,2870
11484,Indole,1,NULL,35581,2870
11485,Indole,1,NULL,35581,5678
11486,Methane,1,NULL,16183,17667
11487,"Hydrogen sulfide",1,NULL,16136,14075
11488,"Hydrogen sulfide",1,NULL,16136,134152
11489,"Hydrogen sulfide",1,NULL,16136,134224
11490,"Hydrogen sulfide",1,NULL,16136,134225
11491,"Hydrogen sulfide",1,NULL,16136,134163
11492,Indole,1,NULL,35581,1609
11493,Indole,1,NULL,35581,17983
11494,Indole,1,NULL,35581,134242
11495,Indole,1,NULL,35581,134215
11496,"Hydrogen sulfide",1,NULL,16136,131161
11497,"Hydrogen sulfide",1,NULL,16136,1255
11498,"Hydrogen sulfide",1,NULL,16136,17043
11499,Methane,1,NULL,16183,2848
11500,"Hydrogen sulfide",1,NULL,16136,18094
11501,"Hydrogen sulfide",1,NULL,16136,11852
11502,"Hydrogen sulfide",1,NULL,16136,13162
11503,Indole,1,NULL,35581,13842
11504,"Hydrogen sulfide",1,NULL,16136,10503
11505,"Hydrogen sulfide",1,NULL,16136,10502
11506,"Hydrogen sulfide",1,NULL,16136,14259
11507,Indole,1,NULL,35581,17349
11508,Indole,1,NULL,35581,12563
11509,"Hydrogen sulfide",1,NULL,16136,133478
11510,Indole,1,NULL,35581,12522
11511,Indole,1,NULL,35581,12523
11512,Methane,1,NULL,16183,17854
11513,"Hydrogen sulfide",1,NULL,16136,133525
11514,Indole,1,NULL,35581,133542
11515,Indole,1,NULL,35581,5970
11516,Indole,1,NULL,35581,12521
11517,Indole,1,NULL,35581,133573
11518,"Hydrogen sulfide",1,NULL,16136,23240
11519,Indole,1,NULL,35581,23341
11520,Indole,1,NULL,35581,131249
11521,Indole,1,NULL,35581,133787
11522,Indole,1,NULL,35581,133650
11523,Indole,1,NULL,35581,23022
11524,Indole,1,NULL,35581,12564
11525,"Hydrogen sulfide",1,NULL,16136,14070
11526,Indole,1,NULL,35581,4350
11527,Indole,1,NULL,35581,4351
11528,Indole,1,NULL,35581,4352
11529,Indole,1,NULL,35581,4349
11530,"Hydrogen sulfide",1,NULL,16136,519
11531,"Hydrogen sulfide",1,NULL,16136,16403
11532,"Hydrogen sulfide",1,NULL,16136,6001
11533,Indole,1,NULL,35581,17679
11534,Indole,1,NULL,35581,5699
11535,"Hydrogen sulfide",1,NULL,16136,10427
11536,"Hydrogen sulfide",1,NULL,16136,134207
11537,Indole,1,NULL,35581,5504
11538,Methane,1,NULL,16183,7205
11539,"Hydrogen sulfide",1,NULL,16136,6044
11540,Indole,1,NULL,35581,14040
11541,"Hydrogen sulfide",1,NULL,16136,17042
11542,Indole,1,NULL,35581,5680
11543,"Hydrogen sulfide",1,NULL,16136,17636
11544,"Hydrogen sulfide",1,NULL,16136,17634
11545,"Hydrogen sulfide",1,NULL,16136,17635
11546,"Hydrogen sulfide",1,NULL,16136,23023
11547,Indole,1,NULL,35581,23023
11548,Indole,1,NULL,35581,23024
11549,"Hydrogen sulfide",1,NULL,16136,2832
11550,Indole,1,NULL,35581,134193
11551,Indole,1,NULL,35581,5701
11552,Indole,1,NULL,35581,5700
11553,Indole,1,NULL,35581,2847
11554,Indole,1,NULL,35581,5696
11555,Methane,1,NULL,16183,7216
11556,"Hydrogen sulfide",1,NULL,16136,12011
11557,"Hydrogen sulfide",1,NULL,16136,11086
11558,Indole,1,NULL,35581,10519
11559,Indole,1,NULL,35581,12666
11560,"Hydrogen sulfide",1,NULL,16136,16427
11561,"Hydrogen sulfide",1,NULL,16136,4301
11562,Indole,1,NULL,35581,5693
11563,Indole,1,NULL,35581,5688
11564,Indole,1,NULL,35581,13787
11565,"Hydrogen sulfide",1,NULL,16136,5578
11566,"Hydrogen sulfide",1,NULL,16136,5575
11567,"Hydrogen sulfide",1,NULL,16136,5576
11568,"Hydrogen sulfide",1,NULL,16136,10431
11569,"Hydrogen sulfide",1,NULL,16136,6075
11570,"Hydrogen sulfide",1,NULL,16136,6073
11571,"Hydrogen sulfide",1,NULL,16136,6074
11572,"Hydrogen sulfide",1,NULL,16136,133424
11573,Indole,1,NULL,35581,133494
11574,Methane,1,NULL,16183,134110
11575,"Hydrogen sulfide",1,NULL,16136,17964
11576,"Hydrogen sulfide",1,NULL,16136,16407
11577,"Hydrogen sulfide",1,NULL,16136,13264
11578,Indole,1,NULL,35581,134164
11579,"Hydrogen sulfide",1,NULL,16136,3199
11580,"Hydrogen sulfide",1,NULL,16136,7787
11581,Indole,1,NULL,35581,17298
11582,"Hydrogen sulfide",1,NULL,16136,13253
11583,Indole,1,NULL,35581,17689
11584,Indole,1,NULL,35581,7236
11585,"Hydrogen sulfide",1,NULL,16136,134095
11586,Indole,1,NULL,35581,6360
11587,"Hydrogen sulfide",1,NULL,16136,14082
11588,"Hydrogen sulfide",1,NULL,16136,14862
11589,"Hydrogen sulfide",1,NULL,16136,14861
11590,"Hydrogen sulfide",1,NULL,16136,14864
11591,"Hydrogen sulfide",1,NULL,16136,14863
11592,"Hydrogen sulfide",1,NULL,16136,134098
11593,"Hydrogen sulfide",1,NULL,16136,134099
11594,"Hydrogen sulfide",1,NULL,16136,13393
11595,"Hydrogen sulfide",1,NULL,16136,7272
11596,"Hydrogen sulfide",1,NULL,16136,7273
11597,"Hydrogen sulfide",1,NULL,16136,17167
11598,"Hydrogen sulfide",1,NULL,16136,6232
11599,"Hydrogen sulfide",1,NULL,16136,13790
11600,Indole,1,NULL,35581,5017
11601,Indole,1,NULL,35581,17232
11602,"Hydrogen sulfide",1,NULL,16136,16990
11603,"Hydrogen sulfide",1,NULL,16136,14080
11604,"Hydrogen sulfide",1,NULL,16136,14081
