temp,test_type,ability,temperature_range,ID_strains
37,growth,positive,mesophilic,8431
37,growth,positive,mesophilic,8430
37,growth,positive,mesophilic,8429
37,growth,positive,mesophilic,8428
37,growth,positive,mesophilic,8427
37,growth,positive,mesophilic,8426
37,growth,positive,mesophilic,11193
20,growth,positive,psychrophilic,14062
25,growth,positive,mesophilic,17214
37,growth,positive,mesophilic,11762
30,growth,positive,mesophilic,10438
30,growth,positive,mesophilic,13939
30,growth,positive,mesophilic,2973
30,growth,positive,mesophilic,2958
30,growth,positive,mesophilic,2927
37,growth,positive,mesophilic,13958
30,growth,positive,mesophilic,12714
18,growth,positive,psychrophilic,3975
65,growth,positive,thermophilic,17035
28,growth,positive,mesophilic,7979
28,growth,positive,mesophilic,6157
30,growth,positive,mesophilic,6157
37,growth,positive,mesophilic,7079
65,growth,positive,thermophilic,16803
37,growth,positive,mesophilic,8162
37,growth,positive,mesophilic,8161
65,growth,positive,thermophilic,16892
37,growth,positive,mesophilic,4269
28,growth,positive,mesophilic,131048
28,growth,positive,mesophilic,139829
55,growth,positive,thermophilic,139828
30,growth,positive,mesophilic,4233
25,growth,positive,mesophilic,12836
25,growth,positive,mesophilic,12837
30,growth,positive,mesophilic,4232
30,growth,positive,mesophilic,4231
28,growth,positive,mesophilic,157975
37,growth,positive,mesophilic,130456
28,growth,positive,mesophilic,131047
30,growth,positive,mesophilic,130809
28,growth,positive,mesophilic,157974
28,growth,positive,mesophilic,157973
28,growth,positive,mesophilic,131046
28,growth,positive,mesophilic,131045
28,growth,positive,mesophilic,139827
28,growth,positive,mesophilic,130353
26,growth,positive,mesophilic,131044
37,growth,positive,mesophilic,11707
41,growth,no,thermophilic,12851
28,growth,positive,mesophilic,10
37,growth,positive,mesophilic,3245
25,growth,positive,mesophilic,6027
30,growth,positive,mesophilic,6183
37,growth,positive,mesophilic,4335
37,growth,positive,mesophilic,4334
30,growth,positive,mesophilic,23908
30,growth,positive,mesophilic,23907
30,growth,positive,mesophilic,23906
30,growth,positive,mesophilic,4333
30,growth,positive,mesophilic,23905
30,growth,positive,mesophilic,23904
30,growth,positive,mesophilic,23903
28,growth,positive,mesophilic,23902
30,growth,positive,mesophilic,23901
30,growth,positive,mesophilic,4332
30,growth,positive,mesophilic,66
30,growth,positive,mesophilic,1797
30,growth,positive,mesophilic,13540
45,growth,positive,thermophilic,157972
41,growth,no,thermophilic,12871
30,growth,positive,mesophilic,7171
10,growth,positive,psychrophilic,2875
4,growth,positive,psychrophilic,14061
10,growth,positive,psychrophilic,2776
30,growth,positive,mesophilic,7348
30,growth,positive,mesophilic,1846
37,growth,positive,mesophilic,5943
28,growth,positive,mesophilic,474
30,growth,positive,mesophilic,474
30,growth,positive,mesophilic,473
25,growth,positive,mesophilic,475
37,growth,positive,mesophilic,24340
37,growth,positive,mesophilic,12534
28,growth,positive,mesophilic,157971
30,growth,positive,mesophilic,139826
30,growth,positive,mesophilic,132724
28,growth,positive,mesophilic,157970
30,growth,positive,mesophilic,131666
25,growth,positive,mesophilic,12902
30,growth,positive,mesophilic,132723
30,growth,positive,mesophilic,23814
30,growth,positive,mesophilic,23813
30,growth,positive,mesophilic,1934
28,growth,positive,mesophilic,1933
30,growth,positive,mesophilic,23812
28,growth,positive,mesophilic,1932
28,growth,positive,mesophilic,1931
30,growth,positive,mesophilic,1930
30,growth,positive,mesophilic,1928
30,growth,positive,mesophilic,1927
28,growth,positive,mesophilic,157969
28,growth,positive,mesophilic,157968
28,growth,positive,mesophilic,157967
37,growth,positive,mesophilic,157966
37,growth,positive,mesophilic,157965
37,growth,positive,mesophilic,157964
37,growth,positive,mesophilic,157963
28,growth,positive,mesophilic,13226
28,growth,positive,mesophilic,13225
28,growth,positive,mesophilic,13224
28,growth,positive,mesophilic,2775
35,growth,positive,mesophilic,11055
37,growth,positive,mesophilic,127
45,growth,positive,thermophilic,126
37,growth,positive,mesophilic,167
37,growth,positive,mesophilic,166
65,growth,positive,thermophilic,24639
70,growth,positive,thermophilic,16725
65,growth,positive,thermophilic,16724
28,growth,positive,mesophilic,3983
10,growth,positive,psychrophilic,3974
10,growth,positive,psychrophilic,3973
28,growth,positive,mesophilic,3972
30,growth,positive,mesophilic,3971
30,growth,positive,mesophilic,13714
30,growth,positive,mesophilic,13713
30,growth,positive,mesophilic,13712
30,growth,positive,mesophilic,13711
28,growth,positive,mesophilic,60
30,growth,positive,mesophilic,5387
28,growth,positive,mesophilic,5381
55,growth,positive,thermophilic,4180
30,growth,positive,mesophilic,11425
30,growth,positive,mesophilic,11424
30,growth,positive,mesophilic,11423
30,growth,positive,mesophilic,7401
30,growth,positive,mesophilic,7400
30,growth,positive,mesophilic,7399
30,growth,positive,mesophilic,7398
30,growth,positive,mesophilic,7397
30,growth,positive,mesophilic,7396
30,growth,positive,mesophilic,7395
14,growth,positive,psychrophilic,14060
28,growth,positive,mesophilic,5188
28,growth,positive,mesophilic,5187
30,growth,positive,mesophilic,7263
30,growth,positive,mesophilic,7262
30,growth,positive,mesophilic,7261
30,growth,positive,mesophilic,12755
30,growth,positive,mesophilic,2295
30,growth,positive,mesophilic,2294
28,growth,positive,mesophilic,7577
28,growth,positive,mesophilic,6155
26,growth,positive,mesophilic,6154
30,growth,positive,mesophilic,11860
30,growth,positive,mesophilic,11859
30,growth,positive,mesophilic,11858
30,growth,positive,mesophilic,11857
30,growth,positive,mesophilic,24307
30,growth,positive,mesophilic,24306
30,growth,positive,mesophilic,24305
30,growth,positive,mesophilic,24304
30,growth,positive,mesophilic,11856
30,growth,positive,mesophilic,11855
30,growth,positive,mesophilic,11854
30,growth,positive,mesophilic,11853
25,growth,positive,mesophilic,139825
22-25,growth,positive,NULL,23573
22,growth,positive,psychrophilic,139824
28,growth,positive,mesophilic,23572
25,growth,positive,mesophilic,23202
26,growth,positive,mesophilic,12685
28,growth,positive,mesophilic,12684
20,growth,positive,psychrophilic,12683
30,growth,positive,mesophilic,328
30,growth,positive,mesophilic,327
30,growth,positive,mesophilic,326
30,growth,positive,mesophilic,336
30,growth,positive,mesophilic,325
24,growth,positive,psychrophilic,324
28,growth,positive,mesophilic,2239
28,growth,positive,mesophilic,7834
28,growth,positive,mesophilic,7833
28,growth,positive,mesophilic,7832
28,growth,positive,mesophilic,7831
28,growth,positive,mesophilic,7830
37,growth,positive,mesophilic,157962
37,growth,positive,mesophilic,157961
37,growth,positive,mesophilic,165
37,growth,positive,mesophilic,164
37,growth,positive,mesophilic,163
37,growth,positive,mesophilic,16974
28,growth,positive,mesophilic,16973
28,growth,positive,mesophilic,132048
28,growth,positive,mesophilic,132047
37,growth,positive,mesophilic,132046
26,growth,positive,mesophilic,17597
26,growth,positive,mesophilic,17596
26,growth,positive,mesophilic,17595
26,growth,positive,mesophilic,17594
30,growth,positive,mesophilic,17593
30,growth,positive,mesophilic,6852
30-35,growth,positive,mesophilic,6026
30,growth,positive,mesophilic,17210
70,growth,positive,thermophilic,16723
65,growth,positive,thermophilic,139823
70,growth,positive,thermophilic,139822
65,growth,positive,thermophilic,17054
85,growth,positive,hyperthermophilic,17032
60,growth,positive,thermophilic,5466
60,growth,positive,thermophilic,5465
50,growth,positive,thermophilic,16923
28-37,growth,positive,mesophilic,16922
70,growth,positive,thermophilic,16905
75,growth,positive,thermophilic,16864
83,growth,positive,hyperthermophilic,16863
83,growth,positive,hyperthermophilic,16862
70,growth,positive,thermophilic,18023
50,growth,positive,thermophilic,16781
50,growth,positive,thermophilic,16780
50,growth,positive,thermophilic,16779
50,growth,positive,thermophilic,16778
65,growth,positive,thermophilic,16646
55,growth,positive,thermophilic,132000
55,growth,positive,thermophilic,130979
55,growth,positive,thermophilic,130978
28,growth,positive,mesophilic,16309
28,growth,positive,mesophilic,16308
28,growth,positive,mesophilic,16307
28,growth,positive,mesophilic,16304
28,growth,positive,mesophilic,16303
28,growth,positive,mesophilic,16302
28,growth,positive,mesophilic,16301
28,growth,positive,mesophilic,16300
37,growth,positive,mesophilic,14724
28,growth,positive,mesophilic,65
28-30,growth,positive,mesophilic,64
37,growth,positive,mesophilic,157960
28,growth,positive,mesophilic,130700
28,growth,positive,mesophilic,14613
28,growth,positive,mesophilic,14612
37,growth,positive,mesophilic,14520
37,growth,positive,mesophilic,14519
37,growth,positive,mesophilic,14518
28,growth,positive,mesophilic,157959
28,growth,positive,mesophilic,157958
28,growth,positive,mesophilic,157957
37,growth,positive,mesophilic,139821
37,growth,positive,mesophilic,157956
37,growth,positive,mesophilic,131980
37,growth,positive,mesophilic,131984
37,growth,positive,mesophilic,131983
37,growth,positive,mesophilic,131982
37,growth,positive,mesophilic,131981
28,growth,positive,mesophilic,130699
37,growth,positive,mesophilic,24592
37,growth,positive,mesophilic,24583
37,growth,positive,mesophilic,24582
37,growth,positive,mesophilic,23295
37,growth,positive,mesophilic,24581
37,growth,positive,mesophilic,14502
37,growth,positive,mesophilic,14501
37,growth,positive,mesophilic,14500
37,growth,positive,mesophilic,14499
37,growth,positive,mesophilic,14498
37,growth,positive,mesophilic,14497
28,growth,positive,mesophilic,14496
30,growth,positive,mesophilic,14611
30,growth,positive,mesophilic,14610
37,growth,positive,mesophilic,14609
37,growth,positive,mesophilic,14495
28,growth,positive,mesophilic,14608
37,growth,positive,mesophilic,14494
37,growth,positive,mesophilic,14493
37,growth,positive,mesophilic,14492
37,growth,positive,mesophilic,14491
37,growth,positive,mesophilic,14490
37,growth,positive,mesophilic,14489
37,growth,positive,mesophilic,14488
37,growth,positive,mesophilic,14487
37,growth,positive,mesophilic,14486
37,growth,positive,mesophilic,14485
37,growth,positive,mesophilic,14484
37,growth,positive,mesophilic,14483
37,growth,positive,mesophilic,14482
37,growth,positive,mesophilic,14481
37,growth,positive,mesophilic,14480
28,growth,positive,mesophilic,13101
37,growth,positive,mesophilic,14479
37,growth,positive,mesophilic,14478
37,growth,positive,mesophilic,14477
37,growth,positive,mesophilic,14476
37,growth,positive,mesophilic,14475
37,growth,positive,mesophilic,14474
37,growth,positive,mesophilic,14473
37,growth,positive,mesophilic,14472
37,growth,positive,mesophilic,14471
37,growth,positive,mesophilic,14470
37,growth,positive,mesophilic,14469
37,growth,positive,mesophilic,14468
37,growth,positive,mesophilic,14467
37,growth,positive,mesophilic,14466
37,growth,positive,mesophilic,14465
37,growth,positive,mesophilic,14464
37,growth,positive,mesophilic,14463
37,growth,positive,mesophilic,14462
37,growth,positive,mesophilic,14461
37,growth,positive,mesophilic,14460
37,growth,positive,mesophilic,14459
37,growth,positive,mesophilic,14457
37,growth,positive,mesophilic,14456
37,growth,positive,mesophilic,14454
37,growth,positive,mesophilic,14451
37,growth,positive,mesophilic,14450
37,growth,positive,mesophilic,14449
37,growth,positive,mesophilic,14448
37,growth,positive,mesophilic,14447
37,growth,positive,mesophilic,14446
37,growth,positive,mesophilic,14445
30,growth,positive,mesophilic,5989
28,growth,positive,mesophilic,24205
50,growth,positive,thermophilic,14324
28,growth,positive,mesophilic,139820
45,growth,positive,thermophilic,132823
30,growth,positive,mesophilic,14123
28,growth,positive,mesophilic,24550
35,growth,positive,mesophilic,14122
30,growth,positive,mesophilic,5518
55,growth,positive,thermophilic,17780
37,growth,positive,mesophilic,14427
37,growth,positive,mesophilic,14426
65,growth,positive,thermophilic,1390
20,growth,positive,psychrophilic,13764
20,growth,positive,psychrophilic,13763
65,growth,positive,thermophilic,132821
70,growth,positive,thermophilic,17794
65,growth,positive,thermophilic,17793
65,growth,positive,thermophilic,17792
28,growth,positive,mesophilic,139819
28,growth,positive,mesophilic,139818
25,growth,positive,mesophilic,1823
25,growth,positive,mesophilic,13821
28,growth,positive,mesophilic,132819
10,growth,positive,psychrophilic,132818
20,growth,positive,psychrophilic,132817
25,growth,positive,mesophilic,13820
30,growth,positive,mesophilic,13819
30,growth,positive,mesophilic,13815
28,growth,positive,mesophilic,14222
28,growth,positive,mesophilic,7485
98,growth,positive,hyperthermophilic,17026
20,growth,positive,psychrophilic,8176
28,growth,positive,mesophilic,13053
20,growth,positive,psychrophilic,464
28,growth,positive,mesophilic,13052
26,growth,positive,mesophilic,5995
27,growth,positive,mesophilic,13051
28,growth,positive,mesophilic,13167
28-30,growth,positive,mesophilic,6186
37,growth,positive,mesophilic,12662
28,growth,positive,mesophilic,24851
30,growth,positive,mesophilic,11941
30,growth,positive,mesophilic,11940
30,growth,positive,mesophilic,11938
26,growth,positive,mesophilic,11937
30,growth,positive,mesophilic,11935
26,growth,positive,mesophilic,11875
26,growth,positive,mesophilic,11874
25,growth,positive,mesophilic,7228
30,growth,positive,mesophilic,11276
25,growth,positive,mesophilic,11290
30,growth,positive,mesophilic,11289
25,growth,positive,mesophilic,11288
25,growth,positive,mesophilic,11285
25,growth,positive,mesophilic,11292
25,growth,positive,mesophilic,458
25,growth,positive,mesophilic,11287
30,growth,positive,mesophilic,11286
28,growth,positive,mesophilic,24257
37,growth,positive,mesophilic,130495
28,growth,positive,mesophilic,131042
28,optimum,positive,mesophilic,13193
28,growth,positive,mesophilic,131850
28,growth,positive,mesophilic,11191
28,growth,positive,mesophilic,11190
28,growth,positive,mesophilic,11189
28,growth,positive,mesophilic,11188
28,growth,positive,mesophilic,11187
28,growth,positive,mesophilic,11186
28,growth,positive,mesophilic,11053
28,growth,positive,mesophilic,1873
30,growth,positive,mesophilic,2336
28,optimum,positive,mesophilic,13203
30,growth,positive,mesophilic,1875
30,growth,positive,mesophilic,1874
28,growth,positive,mesophilic,2307
37,growth,positive,mesophilic,8425
37-52,growth,positive,NULL,8424
28,growth,positive,mesophilic,8423
28,optimum,positive,mesophilic,13211
37,growth,positive,mesophilic,8422
28,growth,positive,mesophilic,157955
28,optimum,positive,mesophilic,13213
28,growth,positive,mesophilic,157954
30,optimum,positive,mesophilic,13214
28,growth,positive,mesophilic,157953
30,optimum,positive,mesophilic,13215
28,growth,positive,mesophilic,157952
28,growth,positive,mesophilic,157951
28,growth,positive,mesophilic,131812
28,growth,positive,mesophilic,131811
28,growth,positive,mesophilic,131810
28,growth,positive,mesophilic,131809
28,growth,positive,mesophilic,131808
30,optimum,positive,mesophilic,13222
28,growth,positive,mesophilic,131807
28,optimum,positive,mesophilic,13223
28,growth,positive,mesophilic,131806
28,growth,positive,mesophilic,131805
28,growth,positive,mesophilic,131804
28,growth,positive,mesophilic,131803
28,growth,positive,mesophilic,131802
28,growth,positive,mesophilic,131801
28,optimum,positive,mesophilic,13230
28,growth,positive,mesophilic,131800
28,optimum,positive,mesophilic,13231
28,growth,positive,mesophilic,131799
45,optimum,positive,thermophilic,13232
28,growth,positive,mesophilic,131798
28,growth,positive,mesophilic,131797
28,growth,positive,mesophilic,131796
28,optimum,positive,mesophilic,13235
28,growth,positive,mesophilic,131795
28,growth,positive,mesophilic,131794
28,growth,positive,mesophilic,131793
28,optimum,positive,mesophilic,13238
28,growth,positive,mesophilic,130410
28,growth,positive,mesophilic,131792
28,optimum,positive,mesophilic,13240
28,growth,positive,mesophilic,131791
28,optimum,positive,mesophilic,13241
28,growth,positive,mesophilic,7394
28,optimum,positive,mesophilic,13242
28,growth,positive,mesophilic,7393
28,optimum,positive,mesophilic,13243
28,growth,positive,mesophilic,7392
28,optimum,positive,mesophilic,13244
30,growth,positive,mesophilic,7390
30,growth,positive,mesophilic,7389
30,growth,positive,mesophilic,7388
30,growth,positive,mesophilic,7387
28,optimum,positive,mesophilic,13248
28,growth,positive,mesophilic,139817
28,growth,positive,mesophilic,139816
28,growth,positive,mesophilic,139815
28,growth,positive,mesophilic,7386
28,optimum,positive,mesophilic,13252
28,growth,positive,mesophilic,7385
28,optimum,positive,mesophilic,13253
28,growth,positive,mesophilic,7384
20,growth,positive,psychrophilic,7383
28,optimum,positive,mesophilic,13255
28,growth,positive,mesophilic,7382
28,optimum,positive,mesophilic,13256
28,growth,positive,mesophilic,139814
28,growth,positive,mesophilic,130409
28,optimum,positive,mesophilic,13258
22,growth,positive,psychrophilic,132764
28,optimum,positive,mesophilic,13259
30,growth,positive,mesophilic,7244
28,optimum,positive,mesophilic,13260
28,growth,positive,mesophilic,7234
29,growth,positive,mesophilic,131041
28,growth,positive,mesophilic,7240
20,growth,positive,psychrophilic,157950
28,optimum,positive,mesophilic,13264
25-30,growth,positive,mesophilic,11904
25-30,growth,positive,mesophilic,11903
28,optimum,positive,mesophilic,13268
30,growth,positive,mesophilic,7170
28,growth,positive,mesophilic,131759
28,growth,positive,mesophilic,7169
30,growth,positive,mesophilic,7168
30,growth,positive,mesophilic,7167
30,growth,positive,mesophilic,7166
30,growth,positive,mesophilic,131040
28,growth,positive,mesophilic,7235
28,growth,positive,mesophilic,131039
30,growth,positive,mesophilic,7231
30,growth,positive,mesophilic,7230
30,growth,positive,mesophilic,7233
37,growth,positive,mesophilic,7074
37,growth,positive,mesophilic,7073
37,growth,positive,mesophilic,7072
37,growth,positive,mesophilic,7071
37,growth,positive,mesophilic,7070
37,growth,positive,mesophilic,7069
25,optimum,positive,mesophilic,13288
25,growth,positive,mesophilic,130395
28,optimum,positive,mesophilic,13289
37,growth,positive,mesophilic,7059
28,optimum,positive,mesophilic,13290
55,growth,positive,thermophilic,6897
28,optimum,positive,mesophilic,13291
60,growth,positive,thermophilic,6896
28,optimum,positive,mesophilic,13292
25,growth,positive,mesophilic,11269
30,optimum,positive,mesophilic,13293
25,growth,positive,mesophilic,11268
30,optimum,positive,mesophilic,13294
28,growth,positive,mesophilic,2976
30,growth,positive,mesophilic,6563
30,growth,positive,mesophilic,6562
37,optimum,positive,mesophilic,13297
28,growth,positive,mesophilic,17409
28,optimum,positive,mesophilic,13298
30,growth,positive,mesophilic,6206
26,growth,positive,mesophilic,6205
28,growth,positive,mesophilic,23066
30,growth,positive,mesophilic,6204
30,growth,positive,mesophilic,6203
28,optimum,positive,mesophilic,13303
25,growth,positive,mesophilic,17222
28,growth,positive,mesophilic,131726
28,growth,positive,mesophilic,132741
28,growth,positive,mesophilic,132740
28,growth,positive,mesophilic,6199
28,optimum,positive,mesophilic,13308
28,growth,positive,mesophilic,13018
37,optimum,positive,mesophilic,13309
28,growth,positive,mesophilic,6024
28,optimum,positive,mesophilic,13310
28,growth,positive,mesophilic,6023
28,growth,positive,mesophilic,6080
28,growth,positive,mesophilic,6022
28,growth,positive,mesophilic,6021
28,growth,positive,mesophilic,6020
28,optimum,positive,mesophilic,13315
37,growth,positive,mesophilic,24077
28,optimum,positive,mesophilic,13316
37,growth,positive,mesophilic,5883
28,optimum,positive,mesophilic,13317
37,growth,positive,mesophilic,5923
37,growth,positive,mesophilic,5979
37,growth,positive,mesophilic,5983
37,growth,positive,mesophilic,5942
30,growth,positive,mesophilic,5941
30,growth,positive,mesophilic,5940
37,growth,positive,mesophilic,5905
25,growth,positive,mesophilic,53
26,growth,positive,mesophilic,53
30,growth,positive,mesophilic,13663
30,growth,positive,mesophilic,11936
37,growth,positive,mesophilic,5762
28,growth,positive,mesophilic,5757
28,growth,positive,mesophilic,5756
28,growth,positive,mesophilic,5755
25,growth,positive,mesophilic,6177
30-34,growth,positive,mesophilic,18016
30,growth,positive,mesophilic,18015
28,growth,positive,mesophilic,5380
43-45,growth,positive,thermophilic,6176
43-45,growth,positive,thermophilic,6175
43-45,growth,positive,thermophilic,6174
50,growth,positive,thermophilic,11817
60,growth,positive,thermophilic,157949
30,growth,positive,mesophilic,11816
65,growth,positive,thermophilic,23184
55,growth,positive,thermophilic,11815
65,growth,positive,thermophilic,11814
55,growth,positive,thermophilic,11813
55,growth,positive,thermophilic,11812
55,growth,positive,thermophilic,11811
30,optimum,positive,mesophilic,13352
50,growth,positive,thermophilic,11810
50,growth,positive,thermophilic,11809
28,optimum,positive,mesophilic,13354
50,growth,positive,thermophilic,11808
50,growth,positive,thermophilic,11807
37,growth,positive,mesophilic,11806
28,growth,positive,mesophilic,3979
30,growth,positive,mesophilic,3994
40,optimum,positive,thermophilic,13359
25,growth,positive,mesophilic,23057
28,optimum,positive,mesophilic,13360
26,growth,positive,mesophilic,6019
30,growth,positive,mesophilic,6018
30,optimum,positive,mesophilic,13362
30-35,growth,positive,mesophilic,6018
26,growth,positive,mesophilic,6017
28,growth,positive,mesophilic,6016
30,growth,positive,mesophilic,6016
25,growth,positive,mesophilic,6015
30,optimum,positive,mesophilic,13368
26,growth,positive,mesophilic,6015
28,growth,positive,mesophilic,7874
28,optimum,positive,mesophilic,13370
20,growth,positive,psychrophilic,134151
28,growth,positive,mesophilic,7319
30,growth,positive,mesophilic,157948
37,growth,positive,mesophilic,3154
37,growth,positive,mesophilic,3153
37,growth,positive,mesophilic,3152
37,growth,positive,mesophilic,3151
50,growth,positive,thermophilic,2774
60,growth,positive,thermophilic,2773
37,growth,positive,mesophilic,2772
55,growth,positive,thermophilic,2771
55,growth,positive,thermophilic,2770
35,growth,positive,mesophilic,18007
37,growth,positive,mesophilic,2769
28,growth,positive,mesophilic,5994
37,growth,positive,mesophilic,5994
30,growth,positive,mesophilic,2335
28,optimum,positive,mesophilic,13387
28,growth,positive,mesophilic,2334
28,optimum,positive,mesophilic,13388
30,growth,positive,mesophilic,2333
28,growth,positive,mesophilic,2332
30,growth,positive,mesophilic,2332
30,growth,positive,mesophilic,2306
28,optimum,positive,mesophilic,13392
30,growth,positive,mesophilic,2305
28,optimum,positive,mesophilic,13393
28,growth,positive,mesophilic,131671
28,optimum,positive,mesophilic,13394
28,growth,positive,mesophilic,131670
28,optimum,positive,mesophilic,13395
28,growth,positive,mesophilic,131669
28,growth,positive,mesophilic,131668
28,optimum,positive,mesophilic,13397
28,growth,positive,mesophilic,131667
28,optimum,positive,mesophilic,13398
30,growth,positive,mesophilic,157947
30,growth,positive,mesophilic,157946
28,growth,positive,mesophilic,6208
26,growth,positive,mesophilic,6207
28,growth,positive,mesophilic,130675
30,growth,positive,mesophilic,14221
30,growth,positive,mesophilic,2304
28,growth,positive,mesophilic,2326
30,growth,positive,mesophilic,2325
28,growth,positive,mesophilic,2303
30,growth,positive,mesophilic,2293
26,growth,positive,mesophilic,5810
40,growth,positive,thermophilic,1810
26,growth,positive,mesophilic,1785
25,growth,positive,mesophilic,13623
37,growth,positive,mesophilic,1717
28,optimum,positive,mesophilic,13414
37,growth,positive,mesophilic,1716
37,growth,positive,mesophilic,1715
30,growth,positive,mesophilic,1665
30,growth,positive,mesophilic,1664
30,growth,positive,mesophilic,1663
25,growth,positive,mesophilic,133124
25,growth,positive,mesophilic,139812
30,growth,positive,mesophilic,1578
30,growth,positive,mesophilic,11508
30,growth,positive,mesophilic,11507
30,growth,positive,mesophilic,11506
37,optimum,positive,mesophilic,13424
37,growth,positive,mesophilic,11505
55,growth,positive,thermophilic,1437
28,growth,positive,mesophilic,41
28,growth,positive,mesophilic,15327
28,growth,positive,mesophilic,16299
28,growth,positive,mesophilic,16298
28,optimum,positive,mesophilic,13430
28,growth,positive,mesophilic,14885
28,optimum,positive,mesophilic,13431
30,growth,positive,mesophilic,16297
30,optimum,positive,mesophilic,13432
30,growth,positive,mesophilic,16296
28,optimum,positive,mesophilic,13433
28,growth,positive,mesophilic,16295
28,optimum,positive,mesophilic,13434
28,growth,positive,mesophilic,16294
37,optimum,positive,mesophilic,13435
28,growth,positive,mesophilic,16293
28,growth,positive,mesophilic,16292
28,growth,positive,mesophilic,16291
28,growth,positive,mesophilic,16290
28,growth,positive,mesophilic,15150
28,growth,positive,mesophilic,15149
55,maximum,positive,thermophilic,13441
40,minimum,positive,thermophilic,13441
45,optimum,positive,thermophilic,13441
28,growth,positive,mesophilic,16289
28,growth,positive,mesophilic,16288
28,growth,positive,mesophilic,16287
30,optimum,positive,mesophilic,13444
28,growth,positive,mesophilic,16286
28,growth,positive,mesophilic,16285
28,growth,positive,mesophilic,16284
30,optimum,positive,mesophilic,13447
28,growth,positive,mesophilic,16283
28,growth,positive,mesophilic,16282
28,growth,positive,mesophilic,16281
28,growth,positive,mesophilic,16280
28,growth,positive,mesophilic,16279
28,growth,positive,mesophilic,16278
28,optimum,positive,mesophilic,13451
28,growth,positive,mesophilic,16277
28,growth,positive,mesophilic,16276
28,growth,positive,mesophilic,15117
37,optimum,positive,mesophilic,13454
28,growth,positive,mesophilic,16275
28,optimum,positive,mesophilic,13455
28,growth,positive,mesophilic,14884
28,optimum,positive,mesophilic,13456
28,growth,positive,mesophilic,16274
28,growth,positive,mesophilic,16273
28,growth,positive,mesophilic,16272
28,growth,positive,mesophilic,16271
28,optimum,positive,mesophilic,13460
28,growth,positive,mesophilic,16270
28,growth,positive,mesophilic,16269
28,growth,positive,mesophilic,16268
28,growth,positive,mesophilic,16267
28,growth,positive,mesophilic,16266
28,growth,positive,mesophilic,16265
37,optimum,positive,mesophilic,13466
28,growth,positive,mesophilic,16264
28,optimum,positive,mesophilic,13467
28,growth,positive,mesophilic,16263
28,growth,positive,mesophilic,16262
28,growth,positive,mesophilic,16261
28,growth,positive,mesophilic,16260
28,optimum,positive,mesophilic,13471
28,growth,positive,mesophilic,16259
28,growth,positive,mesophilic,16258
28,growth,positive,mesophilic,16257
28,growth,positive,mesophilic,16256
28,optimum,positive,mesophilic,13475
28,growth,positive,mesophilic,16255
28,optimum,positive,mesophilic,13476
28,growth,positive,mesophilic,16254
28,growth,positive,mesophilic,16253
25,optimum,positive,mesophilic,13478
28,growth,positive,mesophilic,15116
28,optimum,positive,mesophilic,13479
28,growth,positive,mesophilic,15147
28,optimum,positive,mesophilic,13480
28,growth,positive,mesophilic,16252
28,growth,positive,mesophilic,16250
28,growth,positive,mesophilic,16248
28,growth,positive,mesophilic,16246
28,optimum,positive,mesophilic,13484
28,growth,positive,mesophilic,16245
28,growth,positive,mesophilic,16244
28,growth,positive,mesophilic,16243
28,growth,positive,mesophilic,16242
28,growth,positive,mesophilic,16241
28,growth,positive,mesophilic,16240
28,optimum,positive,mesophilic,13490
28,growth,positive,mesophilic,16239
28,growth,positive,mesophilic,16238
28,optimum,positive,mesophilic,13492
28,growth,positive,mesophilic,16237
28,optimum,positive,mesophilic,13493
28,growth,positive,mesophilic,16236
28,growth,positive,mesophilic,16235
28,growth,positive,mesophilic,16234
45,optimum,positive,thermophilic,13495
28,growth,positive,mesophilic,16233
50,optimum,positive,thermophilic,13496
28,growth,positive,mesophilic,16232
28,growth,positive,mesophilic,16231
45,optimum,positive,thermophilic,13498
28,growth,positive,mesophilic,16230
28,optimum,positive,mesophilic,13499
28,growth,positive,mesophilic,15115
28,growth,positive,mesophilic,16228
28,growth,positive,mesophilic,16227
28,growth,positive,mesophilic,16226
28,growth,positive,mesophilic,16225
28,growth,positive,mesophilic,7978
55,growth,positive,thermophilic,24272
40,growth,positive,thermophilic,11422
30,growth,positive,mesophilic,11421
37,optimum,positive,mesophilic,13508
30,growth,positive,mesophilic,11420
28,optimum,positive,mesophilic,13509
37,growth,positive,mesophilic,10458
28,growth,positive,mesophilic,157945
28,optimum,positive,mesophilic,13511
28,growth,positive,mesophilic,132729
28,growth,positive,mesophilic,131711
37,growth,positive,mesophilic,130294
37,growth,positive,mesophilic,13515
28,growth,positive,mesophilic,130293
28,growth,positive,mesophilic,22998
30,growth,positive,mesophilic,23922
30,growth,positive,mesophilic,4366
30,growth,positive,mesophilic,4360
37,growth,positive,mesophilic,2233
37,growth,positive,mesophilic,11754
37,growth,positive,mesophilic,11753
37,growth,positive,mesophilic,11752
28-37,growth,positive,mesophilic,2237
28,growth,positive,mesophilic,5055
37,growth,positive,mesophilic,10461
37,growth,positive,mesophilic,5174
37,growth,positive,mesophilic,355
37,growth,positive,mesophilic,6728
37,growth,positive,mesophilic,6727
37,growth,positive,mesophilic,6726
37,growth,positive,mesophilic,6103
28,growth,positive,mesophilic,2893
30,growth,positive,mesophilic,5102
28,growth,positive,mesophilic,14220
28,growth,positive,mesophilic,131037
28,growth,positive,mesophilic,23933
28,growth,positive,mesophilic,4965
