temp,test_type,ability,temperature_range,ID_strains
30,growth,positive,mesophilic,155107
30,growth,positive,mesophilic,155108
30,growth,positive,mesophilic,155119
30,growth,positive,mesophilic,155120
30,growth,positive,mesophilic,155121
30,growth,positive,mesophilic,155137
30,growth,positive,mesophilic,155143
30,growth,positive,mesophilic,155149
30,growth,positive,mesophilic,155160
30,growth,positive,mesophilic,155163
30,growth,positive,mesophilic,3033
30,growth,positive,mesophilic,1513
30,growth,positive,mesophilic,133496
30,growth,positive,mesophilic,1491
30,growth,positive,mesophilic,24327
30,growth,positive,mesophilic,133497
30,growth,positive,mesophilic,24516
30,growth,positive,mesophilic,155175
30,growth,positive,mesophilic,13904
30,growth,positive,mesophilic,17308
30,growth,positive,mesophilic,17311
30,growth,positive,mesophilic,3034
30,growth,positive,mesophilic,3035
30,growth,positive,mesophilic,155176
30,growth,positive,mesophilic,155182
30,growth,positive,mesophilic,155186
30,growth,positive,mesophilic,155194
30,growth,positive,mesophilic,155195
30,growth,positive,mesophilic,155200
30,growth,positive,mesophilic,155201
30,growth,positive,mesophilic,155204
30,growth,positive,mesophilic,2099
30,growth,positive,mesophilic,155212
30,growth,positive,mesophilic,155215
30,growth,positive,mesophilic,155222
30,growth,positive,mesophilic,1903
30,growth,positive,mesophilic,130762
30,growth,positive,mesophilic,17298
30,growth,positive,mesophilic,17299
30,growth,positive,mesophilic,17302
30,growth,positive,mesophilic,17313
30,growth,positive,mesophilic,17338
30,growth,positive,mesophilic,17343
30,growth,positive,mesophilic,17341
30,growth,positive,mesophilic,155227
30,growth,positive,mesophilic,155231
30,growth,positive,mesophilic,155235
30,growth,positive,mesophilic,155236
30,growth,positive,mesophilic,11866
30,growth,positive,mesophilic,155243
30,growth,positive,mesophilic,3941
30,growth,positive,mesophilic,133650
30,growth,positive,mesophilic,6308
30,growth,positive,mesophilic,17346
30,growth,positive,mesophilic,2307
30,growth,positive,mesophilic,155260
30,growth,positive,mesophilic,155268
30,growth,positive,mesophilic,17568
30,growth,positive,mesophilic,17623
30,growth,positive,mesophilic,17407
30,growth,positive,mesophilic,3207
30,growth,positive,mesophilic,155287
30,growth,positive,mesophilic,155293
30,growth,positive,mesophilic,155298
30,growth,positive,mesophilic,155307
30,growth,positive,mesophilic,3235
30,growth,positive,mesophilic,155325
30,growth,positive,mesophilic,155326
30,growth,positive,mesophilic,155330
30,growth,positive,mesophilic,155331
30,growth,positive,mesophilic,155332
30,growth,positive,mesophilic,155333
30,growth,positive,mesophilic,155339
30,growth,positive,mesophilic,155340
30,growth,positive,mesophilic,155342
30,growth,positive,mesophilic,11264
30,growth,positive,mesophilic,155360
30,growth,positive,mesophilic,5169
30,growth,positive,mesophilic,133554
30,growth,positive,mesophilic,11148
30,growth,positive,mesophilic,11145
30,growth,positive,mesophilic,10621
30,growth,positive,mesophilic,6289
30,growth,positive,mesophilic,14260
30,growth,positive,mesophilic,5721
30,growth,positive,mesophilic,155381
30,growth,positive,mesophilic,155382
30,growth,positive,mesophilic,155387
30,growth,positive,mesophilic,17917
30,growth,positive,mesophilic,16471
30,growth,positive,mesophilic,155406
30,growth,positive,mesophilic,155407
30,growth,positive,mesophilic,155412
30,growth,positive,mesophilic,5708
30,growth,positive,mesophilic,155421
30,growth,positive,mesophilic,155424
30,growth,positive,mesophilic,155425
30,growth,positive,mesophilic,5712
30,growth,positive,mesophilic,23872
30,growth,positive,mesophilic,1776
30,growth,positive,mesophilic,11960
30,growth,positive,mesophilic,13833
30,growth,positive,mesophilic,130619
30,growth,positive,mesophilic,155453
30,growth,positive,mesophilic,155454
30,growth,positive,mesophilic,155455
30,growth,positive,mesophilic,155456
30,growth,positive,mesophilic,155457
30,growth,positive,mesophilic,155458
30,growth,positive,mesophilic,155459
30,growth,positive,mesophilic,155460
30,growth,positive,mesophilic,155461
30,growth,positive,mesophilic,155462
30,growth,positive,mesophilic,155463
30,growth,positive,mesophilic,155472
30,growth,positive,mesophilic,155479
30,growth,positive,mesophilic,155488
30,growth,positive,mesophilic,155490
30,growth,positive,mesophilic,155492
30,growth,positive,mesophilic,2323
30,growth,positive,mesophilic,2324
30,growth,positive,mesophilic,155493
30,growth,positive,mesophilic,155494
30,growth,positive,mesophilic,155495
30,growth,positive,mesophilic,155496
30,growth,positive,mesophilic,8147
30,growth,positive,mesophilic,155497
30,growth,positive,mesophilic,155505
30,growth,positive,mesophilic,155506
30,growth,positive,mesophilic,155507
30,growth,positive,mesophilic,14415
30,growth,positive,mesophilic,17825
30,growth,positive,mesophilic,14416
30,growth,positive,mesophilic,155517
30,growth,positive,mesophilic,155518
30,growth,positive,mesophilic,155519
30,growth,positive,mesophilic,155521
30,growth,positive,mesophilic,5752
30,growth,positive,mesophilic,155530
30,growth,positive,mesophilic,155535
30,growth,positive,mesophilic,7449
30,growth,positive,mesophilic,7450
30,growth,positive,mesophilic,17453
30,growth,positive,mesophilic,5727
30,growth,positive,mesophilic,155545
30,growth,positive,mesophilic,7257
30,growth,positive,mesophilic,5240
30,growth,positive,mesophilic,5241
30,growth,positive,mesophilic,155553
30,growth,positive,mesophilic,155554
30,growth,positive,mesophilic,3835
30,growth,positive,mesophilic,3836
30,growth,positive,mesophilic,23213
30,growth,positive,mesophilic,130456
30,growth,positive,mesophilic,133802
30,growth,positive,mesophilic,155599
30,growth,positive,mesophilic,155602
30,growth,positive,mesophilic,3887
30,growth,positive,mesophilic,155605
30,growth,positive,mesophilic,155613
30,growth,positive,mesophilic,23340
30,growth,positive,mesophilic,155616
30,growth,positive,mesophilic,133625
30,growth,positive,mesophilic,13772
30,growth,positive,mesophilic,5507
30,growth,positive,mesophilic,155621
30,growth,positive,mesophilic,155643
30,growth,positive,mesophilic,155645
30,growth,positive,mesophilic,155650
30,growth,positive,mesophilic,155652
30,growth,positive,mesophilic,23252
30,growth,positive,mesophilic,155655
30,growth,positive,mesophilic,133770
30,growth,positive,mesophilic,7239
30,growth,positive,mesophilic,8536
30,growth,positive,mesophilic,155660
30,growth,positive,mesophilic,155662
30,growth,positive,mesophilic,4969
30,growth,positive,mesophilic,155672
30,growth,positive,mesophilic,24502
30,growth,positive,mesophilic,133680
30,growth,positive,mesophilic,133489
30,growth,positive,mesophilic,5563
30,growth,positive,mesophilic,5575
30,growth,positive,mesophilic,18140
30,growth,positive,mesophilic,155678
30,growth,positive,mesophilic,155679
30,growth,positive,mesophilic,155681
30,growth,positive,mesophilic,155683
30,growth,positive,mesophilic,155684
30,growth,positive,mesophilic,155685
30,growth,positive,mesophilic,155686
30,growth,positive,mesophilic,155687
30,growth,positive,mesophilic,155688
30,growth,positive,mesophilic,155692
30,growth,positive,mesophilic,155695
30,growth,positive,mesophilic,155696
30,growth,positive,mesophilic,8143
30,growth,positive,mesophilic,155705
30,growth,positive,mesophilic,155707
30,growth,positive,mesophilic,140621
30,growth,positive,mesophilic,155746
30,growth,positive,mesophilic,133897
30,growth,positive,mesophilic,14440
30,growth,positive,mesophilic,155762
30,growth,positive,mesophilic,24434
30,growth,positive,mesophilic,155775
30,growth,positive,mesophilic,155776
30,growth,positive,mesophilic,155781
30,growth,positive,mesophilic,155797
30,growth,positive,mesophilic,155799
30,growth,positive,mesophilic,155800
30,growth,positive,mesophilic,155801
30,growth,positive,mesophilic,155802
30,growth,positive,mesophilic,155803
30,growth,positive,mesophilic,155804
30,growth,positive,mesophilic,155805
30,growth,positive,mesophilic,155806
30,growth,positive,mesophilic,155807
30,growth,positive,mesophilic,155808
30,growth,positive,mesophilic,155809
30,growth,positive,mesophilic,155810
30,growth,positive,mesophilic,155811
30,growth,positive,mesophilic,155812
30,growth,positive,mesophilic,155813
30,growth,positive,mesophilic,155814
30,growth,positive,mesophilic,155815
30,growth,positive,mesophilic,155816
30,growth,positive,mesophilic,155817
30,growth,positive,mesophilic,155818
30,growth,positive,mesophilic,155820
30,growth,positive,mesophilic,155827
30,growth,positive,mesophilic,155828
30,growth,positive,mesophilic,155829
30,growth,positive,mesophilic,155830
30,growth,positive,mesophilic,155836
30,growth,positive,mesophilic,13860
30,growth,positive,mesophilic,155886
30,growth,positive,mesophilic,155887
30,growth,positive,mesophilic,155889
30,growth,positive,mesophilic,155891
30,growth,positive,mesophilic,7635
30,growth,positive,mesophilic,24714
30,growth,positive,mesophilic,155892
30,growth,positive,mesophilic,155896
30,growth,positive,mesophilic,155897
30,growth,positive,mesophilic,7628
30,growth,positive,mesophilic,11456
30,growth,positive,mesophilic,155905
30,growth,positive,mesophilic,155910
30,growth,positive,mesophilic,155911
30,growth,positive,mesophilic,155924
30,growth,positive,mesophilic,155925
30,growth,positive,mesophilic,155934
30,growth,positive,mesophilic,7237
30,growth,positive,mesophilic,7238
30,growth,positive,mesophilic,5630
30,growth,positive,mesophilic,155942
30,growth,positive,mesophilic,155943
30,growth,positive,mesophilic,155944
30,growth,positive,mesophilic,155947
30,growth,positive,mesophilic,155950
30,growth,positive,mesophilic,155952
30,growth,positive,mesophilic,155953
30,growth,positive,mesophilic,155959
30,growth,positive,mesophilic,155962
30,growth,positive,mesophilic,155963
30,growth,positive,mesophilic,155969
30,growth,positive,mesophilic,5550
30,growth,positive,mesophilic,5573
30,growth,positive,mesophilic,5229
30,growth,positive,mesophilic,5567
30,growth,positive,mesophilic,17569
30,growth,positive,mesophilic,133582
30,growth,positive,mesophilic,155979
30,growth,positive,mesophilic,155985
30,growth,positive,mesophilic,155990
30,growth,positive,mesophilic,13170
30,growth,positive,mesophilic,155995
30,growth,positive,mesophilic,155996
30,growth,positive,mesophilic,155997
30,growth,positive,mesophilic,155998
30,growth,positive,mesophilic,155999
30,growth,positive,mesophilic,156000
30,growth,positive,mesophilic,24507
30,growth,positive,mesophilic,133694
30,growth,positive,mesophilic,133662
30,growth,positive,mesophilic,156008
30,growth,positive,mesophilic,156010
30,growth,positive,mesophilic,24016
30,growth,positive,mesophilic,11312
30,growth,positive,mesophilic,156013
30,growth,positive,mesophilic,136841
30,growth,positive,mesophilic,139428
30,growth,positive,mesophilic,156014
30,growth,positive,mesophilic,156015
30,growth,positive,mesophilic,133773
30,growth,positive,mesophilic,156016
30,growth,positive,mesophilic,156017
30,growth,positive,mesophilic,156018
30,growth,positive,mesophilic,156019
30,growth,positive,mesophilic,156020
30,growth,positive,mesophilic,156022
30,growth,positive,mesophilic,156023
30,growth,positive,mesophilic,156024
30,growth,positive,mesophilic,156030
30,growth,positive,mesophilic,156033
30,growth,positive,mesophilic,156038
30,growth,positive,mesophilic,156046
30,growth,positive,mesophilic,12007
30,growth,positive,mesophilic,156069
30,growth,positive,mesophilic,156070
30,growth,positive,mesophilic,156081
30,growth,positive,mesophilic,156097
30,growth,positive,mesophilic,156100
30,growth,positive,mesophilic,156117
30,growth,positive,mesophilic,156118
30,growth,positive,mesophilic,156119
30,growth,positive,mesophilic,17380
30,growth,positive,mesophilic,156124
30,growth,positive,mesophilic,156125
30,growth,positive,mesophilic,156128
30,growth,positive,mesophilic,156129
30,growth,positive,mesophilic,156137
30,growth,positive,mesophilic,156138
30,growth,positive,mesophilic,156139
30,growth,positive,mesophilic,130639
30,growth,positive,mesophilic,133701
30,growth,positive,mesophilic,133676
30,growth,positive,mesophilic,156141
30,growth,positive,mesophilic,133675
30,growth,positive,mesophilic,133678
30,growth,positive,mesophilic,133748
30,growth,positive,mesophilic,133712
30,growth,positive,mesophilic,156142
30,growth,positive,mesophilic,156150
30,growth,positive,mesophilic,156151
30,growth,positive,mesophilic,156152
30,growth,positive,mesophilic,156153
30,growth,positive,mesophilic,134064
30,growth,positive,mesophilic,156154
30,growth,positive,mesophilic,156161
30,growth,positive,mesophilic,156167
30,growth,positive,mesophilic,156184
30,growth,positive,mesophilic,156186
30,growth,positive,mesophilic,156188
30,growth,positive,mesophilic,156189
30,growth,positive,mesophilic,156203
30,growth,positive,mesophilic,133816
30,growth,positive,mesophilic,156206
30,growth,positive,mesophilic,23161
30,growth,positive,mesophilic,156210
30,growth,positive,mesophilic,156214
30,growth,positive,mesophilic,133691
30,growth,positive,mesophilic,156215
30,growth,positive,mesophilic,24503
30,growth,positive,mesophilic,24498
30,growth,positive,mesophilic,156221
30,growth,positive,mesophilic,156222
30,growth,positive,mesophilic,156224
30,growth,positive,mesophilic,133739
30,growth,positive,mesophilic,23239
30,growth,positive,mesophilic,133724
30,growth,positive,mesophilic,133730
30,growth,positive,mesophilic,133729
30,growth,positive,mesophilic,156233
30,growth,positive,mesophilic,156234
30,growth,positive,mesophilic,156235
30,growth,positive,mesophilic,5558
30,growth,positive,mesophilic,156244
30,growth,positive,mesophilic,156256
30,growth,positive,mesophilic,156257
30,growth,positive,mesophilic,156258
30,growth,positive,mesophilic,156259
30,growth,positive,mesophilic,18153
30,growth,positive,mesophilic,5230
30,growth,positive,mesophilic,156260
30,growth,positive,mesophilic,133731
30,growth,positive,mesophilic,24489
30,growth,positive,mesophilic,156261
30,growth,positive,mesophilic,156268
30,growth,positive,mesophilic,156269
30,growth,positive,mesophilic,5232
30,growth,positive,mesophilic,156279
30,growth,positive,mesophilic,156283
30,growth,positive,mesophilic,156285
30,growth,positive,mesophilic,156290
30,growth,positive,mesophilic,156312
30,growth,positive,mesophilic,156313
30,growth,positive,mesophilic,156314
30,growth,positive,mesophilic,156315
30,growth,positive,mesophilic,156316
30,growth,positive,mesophilic,156317
30,growth,positive,mesophilic,156329
30,growth,positive,mesophilic,156330
30,growth,positive,mesophilic,156334
30,growth,positive,mesophilic,156335
30,growth,positive,mesophilic,156336
30,growth,positive,mesophilic,1791
30,growth,positive,mesophilic,1792
30,growth,positive,mesophilic,1793
30,growth,positive,mesophilic,156350
30,growth,positive,mesophilic,156356
30,growth,positive,mesophilic,133771
30,growth,positive,mesophilic,156378
30,growth,positive,mesophilic,156379
30,growth,positive,mesophilic,156380
30,growth,positive,mesophilic,24436
30,growth,positive,mesophilic,24150
30,growth,positive,mesophilic,156387
30,growth,positive,mesophilic,133750
30,growth,positive,mesophilic,133765
30,growth,positive,mesophilic,130643
30,growth,positive,mesophilic,133867
30,growth,positive,mesophilic,156390
30,growth,positive,mesophilic,156400
30,growth,positive,mesophilic,156408
30,growth,positive,mesophilic,156409
30,growth,positive,mesophilic,8140
30,growth,positive,mesophilic,139606
30,growth,positive,mesophilic,132120
30,growth,positive,mesophilic,8146
30,growth,positive,mesophilic,24751
30,growth,positive,mesophilic,156428
30,growth,positive,mesophilic,7246
30,growth,positive,mesophilic,23093
30,growth,positive,mesophilic,156429
30,growth,positive,mesophilic,156437
30,growth,positive,mesophilic,156439
30,growth,positive,mesophilic,156444
30,growth,positive,mesophilic,156448
30,growth,positive,mesophilic,156449
30,growth,positive,mesophilic,156451
30,growth,positive,mesophilic,156452
30,growth,positive,mesophilic,156454
30,growth,positive,mesophilic,134009
30,growth,positive,mesophilic,133817
30,growth,positive,mesophilic,5810
30,growth,positive,mesophilic,156460
30,growth,positive,mesophilic,133813
30,growth,positive,mesophilic,156462
30,growth,positive,mesophilic,156463
30,growth,positive,mesophilic,133821
30,growth,positive,mesophilic,136807
30,growth,positive,mesophilic,156464
30,growth,positive,mesophilic,156465
30,growth,positive,mesophilic,156466
30,growth,positive,mesophilic,156467
30,growth,positive,mesophilic,156468
30,growth,positive,mesophilic,156469
30,growth,positive,mesophilic,156470
30,growth,positive,mesophilic,156471
30,growth,positive,mesophilic,156472
30,growth,positive,mesophilic,140508
30,growth,positive,mesophilic,156473
30,growth,positive,mesophilic,156474
30,growth,positive,mesophilic,156475
30,growth,positive,mesophilic,156476
30,growth,positive,mesophilic,156477
30,growth,positive,mesophilic,130142
30,growth,positive,mesophilic,156478
30,growth,positive,mesophilic,130145
30,growth,positive,mesophilic,156479
30,growth,positive,mesophilic,156480
30,growth,positive,mesophilic,156481
30,growth,positive,mesophilic,130144
30,growth,positive,mesophilic,133837
30,growth,positive,mesophilic,130640
30,growth,positive,mesophilic,130607
30,growth,positive,mesophilic,133876
30,growth,positive,mesophilic,23760
30,growth,positive,mesophilic,156498
30,growth,positive,mesophilic,156500
30,growth,positive,mesophilic,23104
30,growth,positive,mesophilic,133911
30,growth,positive,mesophilic,133881
30,growth,positive,mesophilic,133836
30,growth,positive,mesophilic,24499
30,growth,positive,mesophilic,156504
30,growth,positive,mesophilic,156505
30,growth,positive,mesophilic,130205
30,growth,positive,mesophilic,156506
30,growth,positive,mesophilic,131316
30,growth,positive,mesophilic,156513
30,growth,positive,mesophilic,156514
30,growth,positive,mesophilic,7195
30,growth,positive,mesophilic,22904
30,growth,positive,mesophilic,156520
30,growth,positive,mesophilic,156521
30,growth,positive,mesophilic,130625
30,growth,positive,mesophilic,133866
30,growth,positive,mesophilic,17727
30,growth,positive,mesophilic,17211
30,growth,positive,mesophilic,156531
30,growth,positive,mesophilic,156536
30,growth,positive,mesophilic,140788
30,growth,positive,mesophilic,24735
30,growth,positive,mesophilic,24734
30,growth,positive,mesophilic,156558
30,growth,positive,mesophilic,156560
30,growth,positive,mesophilic,156569
30,growth,positive,mesophilic,156572
30,growth,positive,mesophilic,133891
30,growth,positive,mesophilic,130614
30,growth,positive,mesophilic,156573
30,growth,positive,mesophilic,156575
30,growth,positive,mesophilic,156576
30,growth,positive,mesophilic,133883
30,growth,positive,mesophilic,133877
30,growth,positive,mesophilic,5819
30,growth,positive,mesophilic,24058
30,growth,positive,mesophilic,5816
30,growth,positive,mesophilic,5818
30,growth,positive,mesophilic,132381
30,growth,positive,mesophilic,156578
30,growth,positive,mesophilic,133951
30,growth,positive,mesophilic,130677
30,growth,positive,mesophilic,132178
30,growth,positive,mesophilic,24846
30,growth,positive,mesophilic,24039
30,growth,positive,mesophilic,130330
30,growth,positive,mesophilic,13488
30,growth,positive,mesophilic,156581
30,growth,positive,mesophilic,133975
30,growth,positive,mesophilic,133976
30,growth,positive,mesophilic,156583
30,growth,positive,mesophilic,133974
30,growth,positive,mesophilic,156584
30,growth,positive,mesophilic,156585
30,growth,positive,mesophilic,156589
30,growth,positive,mesophilic,156590
30,growth,positive,mesophilic,156591
30,growth,positive,mesophilic,156592
30,growth,positive,mesophilic,156593
30,growth,positive,mesophilic,156594
30,growth,positive,mesophilic,156595
30,growth,positive,mesophilic,133967
30,growth,positive,mesophilic,134003
30,growth,positive,mesophilic,130578
30,growth,positive,mesophilic,7840
30,growth,positive,mesophilic,156596
30,growth,positive,mesophilic,156597
30,growth,positive,mesophilic,156599
30,growth,positive,mesophilic,24728
30,growth,positive,mesophilic,24731
30,growth,positive,mesophilic,130497
30,growth,positive,mesophilic,24451
30,growth,positive,mesophilic,130605
30,growth,positive,mesophilic,130644
30,growth,positive,mesophilic,156602
30,growth,positive,mesophilic,156604
30,growth,positive,mesophilic,156611
30,growth,positive,mesophilic,156617
30,growth,positive,mesophilic,156618
30,growth,positive,mesophilic,156619
30,growth,positive,mesophilic,156624
30,growth,positive,mesophilic,133987
30,growth,positive,mesophilic,156635
30,growth,positive,mesophilic,156641
30,growth,positive,mesophilic,130402
30,growth,positive,mesophilic,131284
30,growth,positive,mesophilic,156645
30,growth,positive,mesophilic,156646
30,growth,positive,mesophilic,156647
30,growth,positive,mesophilic,156648
30,growth,positive,mesophilic,132192
30,growth,positive,mesophilic,156649
30,growth,positive,mesophilic,156650
30,growth,positive,mesophilic,156652
30,growth,positive,mesophilic,156653
30,growth,positive,mesophilic,2906
30,growth,positive,mesophilic,2900
30,growth,positive,mesophilic,156686
30,growth,positive,mesophilic,156689
30,growth,positive,mesophilic,131380
30,growth,positive,mesophilic,156703
30,growth,positive,mesophilic,156709
30,growth,positive,mesophilic,156710
30,growth,positive,mesophilic,156716
30,growth,positive,mesophilic,24549
30,growth,positive,mesophilic,156718
30,growth,positive,mesophilic,156721
30,growth,positive,mesophilic,156722
30,growth,positive,mesophilic,156723
30,growth,positive,mesophilic,156724
30,growth,positive,mesophilic,2040
30,growth,positive,mesophilic,156734
30,growth,positive,mesophilic,156736
30,growth,positive,mesophilic,156738
30,growth,positive,mesophilic,156748
30,growth,positive,mesophilic,156749
30,growth,positive,mesophilic,156750
30,growth,positive,mesophilic,156764
30,growth,positive,mesophilic,156765
30,growth,positive,mesophilic,156785
30,growth,positive,mesophilic,140090
30,growth,positive,mesophilic,156804
30,growth,positive,mesophilic,156823
30,growth,positive,mesophilic,156824
30,growth,positive,mesophilic,156825
30,growth,positive,mesophilic,156834
30,growth,positive,mesophilic,156835
30,growth,positive,mesophilic,156842
30,growth,positive,mesophilic,156843
30,growth,positive,mesophilic,156848
30,growth,positive,mesophilic,156852
30,growth,positive,mesophilic,132286
30,growth,positive,mesophilic,156860
30,growth,positive,mesophilic,156861
30,growth,positive,mesophilic,132942
30,growth,positive,mesophilic,156866
30,growth,positive,mesophilic,156867
30,growth,positive,mesophilic,156868
30,growth,positive,mesophilic,156874
30,growth,positive,mesophilic,156876
30,growth,positive,mesophilic,156888
30,growth,positive,mesophilic,156891
30,growth,positive,mesophilic,131502
30,growth,positive,mesophilic,470
30,growth,positive,mesophilic,4383
30,growth,positive,mesophilic,156900
30,growth,positive,mesophilic,156906
30,growth,positive,mesophilic,156907
30,growth,positive,mesophilic,156909
30,growth,positive,mesophilic,140992
30,growth,positive,mesophilic,156912
30,growth,positive,mesophilic,156913
30,growth,positive,mesophilic,156919
30,growth,positive,mesophilic,156926
30,growth,positive,mesophilic,156928
30,growth,positive,mesophilic,140884
30,growth,positive,mesophilic,135166
30,growth,positive,mesophilic,156939
30,growth,positive,mesophilic,156944
30,growth,positive,mesophilic,156945
30,growth,positive,mesophilic,156949
30,growth,positive,mesophilic,156950
30,growth,positive,mesophilic,156955
30,growth,positive,mesophilic,156959
30,growth,positive,mesophilic,140914
30,growth,positive,mesophilic,156961
30,growth,positive,mesophilic,156962
30,growth,positive,mesophilic,156963
30,growth,positive,mesophilic,156967
30,growth,positive,mesophilic,130998
30,growth,positive,mesophilic,140993
30,growth,positive,mesophilic,139534
30,growth,positive,mesophilic,139490
30,growth,positive,mesophilic,133162
30,growth,positive,mesophilic,156978
30,growth,positive,mesophilic,139492
30,growth,positive,mesophilic,139427
30,growth,positive,mesophilic,140537
30,growth,positive,mesophilic,139493
30,growth,positive,mesophilic,156982
30,growth,positive,mesophilic,156983
30,growth,positive,mesophilic,156985
30,growth,positive,mesophilic,141025
30,growth,positive,mesophilic,141021
30,growth,positive,mesophilic,141015
30,growth,positive,mesophilic,141023
30,growth,positive,mesophilic,141022
30,growth,positive,mesophilic,141017
30,growth,positive,mesophilic,141020
30,growth,positive,mesophilic,141026
30,growth,positive,mesophilic,141018
30,growth,positive,mesophilic,141016
30,growth,positive,mesophilic,141027
30,growth,positive,mesophilic,141019
30,growth,positive,mesophilic,141024
30,growth,positive,mesophilic,130450
30,growth,positive,mesophilic,130449
30,growth,positive,mesophilic,156999
30,growth,positive,mesophilic,130452
30,growth,positive,mesophilic,5172
30,growth,positive,mesophilic,157025
30,growth,positive,mesophilic,157026
30,growth,positive,mesophilic,133475
30,growth,positive,mesophilic,157030
30,growth,positive,mesophilic,140631
30,growth,positive,mesophilic,157040
30,growth,positive,mesophilic,157042
30,growth,positive,mesophilic,157046
30,growth,positive,mesophilic,157051
30,growth,positive,mesophilic,131684
30,growth,positive,mesophilic,157055
30,growth,positive,mesophilic,133295
30,growth,positive,mesophilic,157059
30,growth,positive,mesophilic,157061
30,growth,positive,mesophilic,157062
30,growth,positive,mesophilic,157071
30,growth,positive,mesophilic,157074
30,growth,positive,mesophilic,157086
30,growth,positive,mesophilic,157087
30,growth,positive,mesophilic,157088
30,growth,positive,mesophilic,157089
30,growth,positive,mesophilic,157090
30,growth,positive,mesophilic,157091
30,growth,positive,mesophilic,157092
30,growth,positive,mesophilic,157093
30,growth,positive,mesophilic,157094
30,growth,positive,mesophilic,157095
30,growth,positive,mesophilic,157096
30,growth,positive,mesophilic,157097
30,growth,positive,mesophilic,157098
30,growth,positive,mesophilic,157099
30,growth,positive,mesophilic,157100
30,growth,positive,mesophilic,157101
30,growth,positive,mesophilic,157102
30,growth,positive,mesophilic,157103
30,growth,positive,mesophilic,157104
30,growth,positive,mesophilic,157105
30,growth,positive,mesophilic,157106
30,growth,positive,mesophilic,157107
30,growth,positive,mesophilic,157108
30,growth,positive,mesophilic,157109
30,growth,positive,mesophilic,157110
30,growth,positive,mesophilic,157111
30,growth,positive,mesophilic,157112
30,growth,positive,mesophilic,157113
30,growth,positive,mesophilic,157114
30,growth,positive,mesophilic,157115
30,growth,positive,mesophilic,157116
30,growth,positive,mesophilic,157117
30,growth,positive,mesophilic,13100
30,growth,positive,mesophilic,13132
30,growth,positive,mesophilic,24433
30,growth,positive,mesophilic,157122
30,growth,positive,mesophilic,157125
30,growth,positive,mesophilic,157126
30,growth,positive,mesophilic,157132
30,growth,positive,mesophilic,157135
30,growth,positive,mesophilic,130451
30,growth,positive,mesophilic,131299
30,growth,positive,mesophilic,8148
30,growth,positive,mesophilic,24224
30,growth,positive,mesophilic,134915
30,growth,positive,mesophilic,157136
30,growth,positive,mesophilic,135099
30,growth,positive,mesophilic,130455
30,growth,positive,mesophilic,157137
30,growth,positive,mesophilic,157138
30,growth,positive,mesophilic,157139
30,growth,positive,mesophilic,157140
30,growth,positive,mesophilic,157142
30,growth,positive,mesophilic,157143
30,growth,positive,mesophilic,157152
30,growth,positive,mesophilic,157166
30,growth,positive,mesophilic,157172
30,growth,positive,mesophilic,157178
30,growth,positive,mesophilic,157183
30,growth,positive,mesophilic,157184
30,growth,positive,mesophilic,157191
30,growth,positive,mesophilic,157199
30,growth,positive,mesophilic,157201
30,growth,positive,mesophilic,157202
30,growth,positive,mesophilic,8379
30,growth,positive,mesophilic,157207
30,growth,positive,mesophilic,157214
30,growth,positive,mesophilic,157220
30,growth,positive,mesophilic,157221
30,growth,positive,mesophilic,157222
30,growth,positive,mesophilic,132730
30,growth,positive,mesophilic,130319
30,growth,positive,mesophilic,157237
30,growth,positive,mesophilic,157238
30,growth,positive,mesophilic,157239
30,growth,positive,mesophilic,157240
30,growth,positive,mesophilic,157241
30,growth,positive,mesophilic,157242
30,growth,positive,mesophilic,157243
30,growth,positive,mesophilic,157244
30,growth,positive,mesophilic,157245
30,growth,positive,mesophilic,157246
30,growth,positive,mesophilic,157247
30,growth,positive,mesophilic,157248
30,growth,positive,mesophilic,157249
30,growth,positive,mesophilic,157250
30,growth,positive,mesophilic,157251
30,growth,positive,mesophilic,157252
30,growth,positive,mesophilic,157253
30,growth,positive,mesophilic,157254
30,growth,positive,mesophilic,157255
30,growth,positive,mesophilic,157257
30,growth,positive,mesophilic,17554
31,growth,positive,mesophilic,8488
31,growth,positive,mesophilic,8489
32,growth,positive,mesophilic,131393
33,growth,positive,mesophilic,137149
33,growth,positive,mesophilic,138208
33,growth,positive,mesophilic,141858
33,growth,positive,mesophilic,141981
33,growth,positive,mesophilic,142016
33,growth,positive,mesophilic,142975
33,growth,positive,mesophilic,142976
33,growth,positive,mesophilic,143004
33,growth,positive,mesophilic,153233
33,growth,positive,mesophilic,153556
33,growth,positive,mesophilic,153975
33,growth,positive,mesophilic,154122
35,growth,positive,mesophilic,14427
35,growth,positive,mesophilic,6370
35,growth,positive,mesophilic,152913
35,growth,positive,mesophilic,8555
35,growth,positive,mesophilic,8587
35,growth,positive,mesophilic,13998
35,growth,positive,mesophilic,17105
35,growth,positive,mesophilic,1765
35,growth,positive,mesophilic,23199
36,growth,positive,mesophilic,10471
37,growth,positive,mesophilic,141213
37,growth,positive,mesophilic,376
37,growth,positive,mesophilic,141216
37,growth,positive,mesophilic,4959
37,growth,positive,mesophilic,8151
37,growth,positive,mesophilic,10461
37,growth,positive,mesophilic,141242
37,growth,positive,mesophilic,141249
37,growth,positive,mesophilic,5055
37,growth,positive,mesophilic,136285
37,growth,positive,mesophilic,368
37,growth,positive,mesophilic,4325
