ID_culture_pH,pH,test_type,ability,ID_strains
821,6.0-7.0,optimum,positive,133181
822,7.0-9.0,growth,positive,133182
823,7,optimum,positive,133182
824,7.0-11.0,growth,positive,8593
825,7.0-9.0,optimum,positive,8593
826,6.5-7.5,optimum,positive,132659
827,5.5-9.5,growth,positive,132659
828,6.0-10.0,growth,positive,132660
829,8.0-11.0,growth,positive,133183
830,9,optimum,positive,133183
831,5,growth,no,133183
832,8,growth,positive,133183
833,11,growth,positive,133183
834,8,optimum,positive,132661
835,7.0-11.0,growth,positive,132661
836,5,growth,no,132661
837,11,growth,positive,132661
838,6.0-10.0,growth,positive,132662
839,7,optimum,positive,132662
840,6.5-11.0,growth,positive,132664
841,7,optimum,positive,132664
842,5.9-7.9,growth,positive,132665
843,7.0-7.5,optimum,positive,132665
844,6.0-11.0,growth,positive,132666
845,7.0-8.0,optimum,positive,132666
846,5.5-9.0,growth,positive,132667
847,5.0-9.0,growth,positive,132668
848,7,optimum,positive,132668
849,6.0-9.0,growth,positive,132669
850,7,optimum,positive,132669
851,5,growth,no,132669
852,10,growth,no,132669
853,6.0-10.0,growth,positive,133187
854,8.0-9.0,optimum,positive,133187
855,6.0-10.0,growth,positive,132670
856,4,growth,no,132670
857,5,growth,no,132670
858,11,growth,no,132670
859,12,growth,no,132670
860,7.2,optimum,positive,132670
861,7.5,optimum,positive,133188
862,5.5-9.5,growth,positive,133188
863,5.0-8.0,growth,positive,133189
864,7,optimum,positive,133189
865,6.0-9.0,growth,positive,133190
866,6.5-8.0,optimum,positive,133190
867,6.0-9.0,growth,positive,133191
868,7,optimum,positive,133191
869,4,growth,no,133191
870,11,growth,no,133191
871,7,optimum,positive,133007
872,6.0-8.0,growth,positive,133007
873,7.0-11.0,growth,positive,133192
874,8,optimum,positive,133192
875,7,optimum,positive,133193
876,5.5-8.5,growth,positive,133193
877,5.0-8.0,growth,positive,133194
878,7,optimum,positive,133194
879,5.0-9.0,growth,positive,133195
880,6,optimum,positive,133195
881,5.0-10.0,growth,positive,133008
882,9,optimum,positive,133008
883,4.0-8.0,growth,positive,133196
884,6,optimum,positive,133196
885,6.5-9.0,growth,positive,133197
886,7.0-7.5,optimum,positive,133197
887,5.0-10.0,growth,positive,133198
888,6.0-7.0,optimum,positive,133198
889,6.0-9.0,growth,positive,133199
890,7,optimum,positive,133199
891,6.0-9.0,growth,positive,133200
892,7,optimum,positive,133200
893,5.5-7.8,growth,positive,133009
894,7,optimum,positive,133009
895,5.3-7.8,growth,positive,133201
896,6.7-7.4,optimum,positive,133201
897,6.5-9.5,growth,positive,133202
898,8,optimum,positive,133202
899,5.0-7.5,growth,positive,132956
900,6,optimum,positive,132956
901,4.0-7.0,growth,positive,133204
902,6,optimum,positive,133204
903,3,growth,no,133204
904,8.0-10.0,growth,no,133204
905,6.2-8.0,growth,positive,132676
906,7.4,optimum,positive,132676
907,6.3-7.8,growth,positive,132677
908,7.2,optimum,positive,132677
909,5.0-11.0,growth,positive,133205
910,8,optimum,positive,133205
911,7.0-10.0,growth,positive,1317
912,7.5,optimum,positive,1317
913,2.0-10.0,growth,positive,132678
914,8,optimum,positive,132678
915,4.0-8.5,growth,positive,133206
916,7,optimum,positive,133206
917,6.5-9.0,growth,positive,132679
918,7,optimum,positive,132679
919,7.8-10.1,growth,positive,132680
920,9.5,optimum,positive,132680
921,5.0-12.0,growth,positive,133010
922,7,optimum,positive,133010
923,6.0-8.0,growth,positive,133207
924,7,optimum,positive,133207
925,5.8-7.5,growth,positive,132681
926,6.7,optimum,positive,132681
927,5.0-10.0,growth,positive,133208
928,7,optimum,positive,133208
929,8.0-12.0,growth,positive,133209
930,10,optimum,positive,133209
931,4.0-9.0,growth,positive,133011
932,8,optimum,positive,133011
933,6.0-8.0,growth,positive,133210
934,6.5-7.5,optimum,positive,133210
935,5.5-8.5,growth,positive,133013
936,7,optimum,positive,133013
937,5.5-8.5,growth,positive,133014
938,7.0-7.5,optimum,positive,133014
939,6.0-9.0,growth,positive,133213
940,6.5-7.5,optimum,positive,133213
941,5.5,growth,no,133213
942,9.5,growth,no,133213
943,5,growth,no,133214
944,9,growth,no,133214
945,5.5-8.5,growth,positive,133214
946,6,optimum,positive,133214
947,6.0-7.0,optimum,positive,133215
948,6.0-9.0,growth,positive,133216
949,6.5-8.0,optimum,positive,133216
950,7,optimum,positive,133217
951,4.5,growth,positive,133217
952,5.0-10.0,growth,positive,133219
953,7,optimum,positive,133219
954,4.0-8.0,growth,positive,133220
955,7.0-7.5,optimum,positive,133220
956,6.0-9.5,growth,positive,133221
957,37,optimum,positive,133221
958,5.0-9.0,growth,positive,133222
959,6.0-9.0,growth,positive,133223
960,6.5,optimum,positive,133223
961,5.5,growth,positive,133224
962,6.5-8.0,optimum,positive,133224
963,5,growth,no,133224
964,6.0-9.0,growth,positive,133225
965,7,optimum,positive,133225
966,6.0-8.0,growth,positive,133227
967,7,optimum,positive,133227
968,4.5-10.0,growth,positive,133228
969,7,optimum,positive,133228
970,6.5-9.5,growth,positive,133229
971,7.5,optimum,positive,133229
972,6.0-8.5,growth,positive,133230
973,6.5-8.0,optimum,positive,133230
974,6.0-8.0,growth,positive,133231
975,6.0-11.0,growth,positive,133232
976,8,optimum,positive,133232
977,6.0-8.0,optimum,positive,133233
978,6.0-11.0,growth,positive,133234
979,7.0-9.0,optimum,positive,133234
980,5.0-10.,growth,positive,133235
981,6.0-11.0,growth,positive,133236
982,7,optimum,positive,133236
983,5,growth,no,133236
984,5.5-12.0,growth,positive,133237
985,7,optimum,positive,133237
986,6.0-10.0,growth,positive,133016
987,8.0-9.0,optimum,positive,133016
988,7.0-10.,growth,positive,133238
989,8,optimum,positive,133238
990,6.3-6.8,growth,positive,131723
991,6.3-6.8,growth,positive,131724
992,7,optimum,positive,133239
993,5.5-12.0,growth,positive,133239
994,5.0-11.0,growth,positive,133018
995,7.0-8.0,optimum,positive,133018
996,6.0-9.0,growth,positive,133240
997,7,optimum,positive,133240
998,6.0-9.0,growth,positive,133241
999,7,optimum,positive,133241
1000,5.0-8.0,growth,positive,131989
1001,7.0-8.0,optimum,positive,131989
1002,4.5-5.0,maximum,positive,133242
1003,6.0-12.0,growth,positive,133243
1004,7.0-8.0,optimum,positive,133243
1005,6.5-9.0,growth,positive,133244
1006,8,optimum,positive,133244
1007,6.5-9.5,growth,positive,133245
1008,7.0-7.5,optimum,positive,133245
1009,6.0-9.0,growth,positive,133246
1010,7,optimum,positive,133246
1011,7.0-9.0,growth,positive,132025
1012,7.0-8.0,optimum,positive,132025
1013,6.0-9.0,growth,positive,133020
1014,6.0-7.0,optimum,positive,133020
1015,4.0-9.0,growth,positive,133021
1016,7.8,optimum,positive,133021
1017,6.0-9.0,growth,positive,133022
1018,7,optimum,positive,133022
1019,6.0-9.0,growth,positive,133247
1020,7,optimum,positive,133247
1021,6.0-9.0,growth,positive,133248
1022,7,minimum,positive,133248
1023,4.0-9.0,growth,positive,133249
1024,7,optimum,positive,133249
1025,6.5-8.5,growth,positive,133250
1026,7.0-8.0,optimum,positive,133250
1027,7.0-8.0,growth,positive,133251
1028,7,optimum,positive,133251
1029,7.0-11.0,growth,positive,133023
1030,8.0-10.0,optimum,positive,133023
1031,6.0-9.0,growth,positive,133252
1032,8,optimum,positive,133252
1033,6.0-8.0,growth,positive,133253
1034,7,optimum,positive,133253
1035,7.0-11.0,growth,positive,133254
1036,8,optimum,positive,133254
1037,6.0-8.0,growth,positive,133127
1038,6.0-9.0,growth,positive,133256
1039,7,optimum,positive,133256
1040,5.0-10.0,growth,positive,133257
1041,7,optimum,positive,133257
1042,5.5,growth,no,133258
1043,6,growth,positive,133258
1044,7.0-8.0,optimum,positive,133258
1045,6.0-10.0,growth,positive,133259
1046,7.0-8.0,optimum,positive,133259
1047,5.0-10.0,growth,positive,133260
1048,8,optimum,positive,133260
1049,7.0-7.5,optimum,positive,133261
1050,5.5,growth,positive,133261
1051,5,growth,no,133261
1052,5.0-10.0,growth,positive,133262
1053,7,optimum,positive,133262
1054,5.5,growth,no,133264
1055,6.0-11.0,growth,positive,133265
1056,5.5-9.5,growth,positive,133027
1057,7.0-8.0,optimum,positive,133027
1058,9.0-12.0,growth,positive,133266
1059,10.0-11.0,optimum,positive,133266
1060,6.0-10.5,growth,positive,130206
1061,7.0-8.0,optimum,positive,130206
1062,6.0-9.0,growth,positive,133029
1063,7,optimum,positive,133029
1064,8.0-9.0,optimum,positive,132033
1065,5.0-11.0,growth,positive,132033
1066,4.5-7.0,growth,positive,133267
1067,6.5,optimum,positive,133267
1068,6.5-8.4,growth,positive,2741
1069,7.1-7.4,optimum,positive,2741
1070,6.5-8.4,growth,positive,5415
1071,7.1-7.4,optimum,positive,5415
1072,6.0-8.5,growth,positive,133268
1073,7.5,optimum,positive,133268
1074,5.0-7.5,growth,positive,133030
1075,5.5,optimum,positive,133030
1076,6.0-8.0,growth,positive,133269
1077,7,optimum,positive,133269
1078,5,growth,no,133269
1079,10,growth,no,133269
1080,6.0-8.0,growth,positive,133032
1081,4.5-7.0,growth,positive,133033
1082,6.5,optimum,positive,133033
1083,6.0-9.0,growth,positive,133034
1084,7,optimum,positive,133034
1085,7.5,optimum,positive,14336
1086,5.9-7.7,growth,positive,14336
1087,6.0-10.0,growth,positive,133270
1088,7,optimum,positive,133270
1089,6.0-8.0,growth,positive,133271
1090,7,optimum,positive,133271
1091,5.0-11.0,growth,positive,133272
1092,6.0-7.0,optimum,positive,133272
1093,6.0-9.0,growth,positive,133273
1094,7,optimum,positive,133273
1095,6.5-11.0,growth,positive,133275
1096,7,optimum,positive,133275
1097,6.0-9.0,growth,positive,133276
1098,7,optimum,positive,133276
1099,7.5,optimum,positive,133277
1100,4.5-8.5,growth,positive,133277
1101,4,growth,no,133277
1102,9,growth,no,133277
1103,7.0-9.0,growth,positive,133278
1104,8,optimum,positive,133278
1105,7.5-9.0,optimum,positive,133279
1106,7.0-10.0,growth,positive,133279
1107,5.0-9.0,growth,positive,133280
1108,6,optimum,positive,133280
1109,6.5-10.0,growth,positive,133281
1110,7.0-9.0,optimum,positive,133281
1111,5.0-7.5,growth,positive,133282
1112,6.0-8.0,growth,positive,133283
1113,6,optimum,positive,133283
1114,6.5-9.0,growth,positive,133284
1115,7,optimum,positive,133284
1116,6.5,growth,positive,133284
1117,7.0-10.0,growth,positive,133285
1118,5.0-10.0,growth,positive,133287
1119,8,optimum,positive,133287
1120,5.0-9.0,growth,positive,133289
1121,7,optimum,positive,133289
1122,6.0-10.0,growth,positive,133290
1123,7,optimum,positive,133290
1124,5.0-9.0,growth,positive,133291
1125,8.0-9.0,optimum,positive,133291
1126,6.1-8.8,growth,positive,133292
1127,6.5-7.5,optimum,positive,133292
1128,6.0-9.0,growth,positive,133294
1129,7,optimum,positive,133294
1130,6.0-9.5,growth,positive,133296
1131,7.5-8.0,optimum,positive,133296
1132,5,growth,no,133296
1133,10,growth,no,133296
1134,6.5-10.0,growth,positive,133297
1135,7.5,optimum,positive,133297
1136,7.0-7.5,optimum,positive,133046
1137,5.0-9.0,growth,positive,133046
1138,5.0-9.0,growth,positive,133299
1139,6-8,growth,positive,133300
1140,7,optimum,positive,133300
1141,6.5-10.5,growth,positive,133301
1142,8,optimum,positive,133301
1143,7.0-8.0,optimum,positive,133303
1144,6,growth,positive,133303
1145,5.5,growth,no,133303
1146,6.0-8.0,growth,positive,133304
1147,7.5,optimum,positive,133304
1148,5-9,growth,positive,133305
1149,5.0-11.0,growth,positive,133306
1150,4-8,growth,positive,133307
1151,7,optimum,positive,133307
1152,6.0-8.0,growth,positive,133057
1153,7,optimum,positive,133057
1154,6-10,growth,positive,133058
1155,7-8,optimum,positive,133058
1156,5.5-9.5,growth,positive,133308
1157,7.0-7.5,optimum,positive,133308
1158,6.0-9.0,growth,positive,133309
1159,7.0-7.5,optimum,positive,133309
1160,7.0-8.0,growth,positive,133310
1161,7,optimum,positive,133310
1162,6.5-9.5,growth,positive,133311
1163,7.0-8.5,optimum,positive,133311
1164,7.0-11,growth,positive,133059
1165,8,optimum,positive,133059
1166,6,minimum,positive,133059
1167,8.0-9.0,optimum,positive,133312
1168,6.0-10.0,growth,positive,133312
1169,6.0-9.0,growth,positive,133313
1170,7,optimum,positive,133313
1171,7.0-8.0,growth,positive,133314
1172,7,optimum,positive,133314
1173,6.0-8.0,growth,positive,133315
1174,7,optimum,positive,133315
1175,5.5-10.5,growth,positive,133316
1176,6.5,optimum,positive,133316
1177,4.5-9.5,growth,positive,133317
1178,6.5,optimum,positive,133317
1179,7.0-9.0,growth,positive,133318
1180,7,optimum,positive,133318
1181,5.5-8.0,growth,positive,133319
1182,6.5-7.5,optimum,positive,133319
1183,5.0-9.0,growth,positive,133320
1184,6,optimum,positive,133320
1185,5.0-10.0,growth,positive,133060
1186,7.5,optimum,positive,4161
1187,6.5-8.5,growth,positive,4161
1188,6.5-9.0,growth,positive,133061
1189,7.5-8.0,optimum,positive,133061
1190,7.5,optimum,positive,4153
1191,6.3-8.6,growth,positive,4153
1192,7.0-8.0,optimum,positive,4175
1193,6.0-8.5,growth,positive,4175
1194,7.0-8.0,optimum,positive,4174
1195,6.0-8.5,growth,positive,4174
1196,7.5,optimum,positive,133321
1197,6.5-10.0,growth,positive,133321
1198,6.0-10.5,growth,positive,133322
1199,7.0-8.5,optimum,positive,133322
1200,6.0-9.0,growth,positive,133323
1201,7,optimum,positive,133323
1202,7.0-8.0,optimum,positive,133324
1203,6,growth,positive,133324
1204,5.5,growth,no,133324
1205,7.0-8.0,optimum,positive,133325
1206,5.5,growth,positive,133325
1207,5,growth,no,133325
1208,6,growth,positive,133326
1209,5,growth,no,133326
1210,6-10,growth,positive,133063
1211,7,optimum,positive,133063
1212,6.0-10.0,growth,positive,132026
1213,5-10,growth,positive,130974
1214,4,growth,no,130974
1215,11,growth,no,130974
1216,5.0-9.0,growth,positive,133064
1217,7,optimum,positive,133064
1218,5.0-11.0,growth,positive,133062
1219,7,optimum,positive,133062
1220,5.5-10.5,growth,positive,133327
1221,7.5-8.5,optimum,positive,133327
1222,5.5-10.5,growth,positive,12605
1223,6.0-7.5,optimum,positive,12605
1224,6.0-10.0,growth,positive,133065
1225,7,optimum,positive,133065
1226,6.0-10.0,growth,positive,133328
1227,7,optimum,positive,133328
1228,5.0-9.0,growth,positive,17653
1229,7,optimum,positive,17653
1230,6.0-7.0,growth,positive,16256
1231,7,optimum,positive,16256
1232,6.0-10.0,growth,positive,133329
1233,7,optimum,positive,133329
1234,7.0-8.0,growth,positive,133330
1235,7,optimum,positive,133330
1236,5.0-8.0,growth,positive,133331
1237,7,optimum,positive,133331
1238,6.0-8.5,growth,positive,133332
1239,7,optimum,positive,133332
1240,7.0-7.5,optimum,positive,133333
1241,6.0-8.5,growth,positive,133333
1242,4.0-10.0,growth,positive,133334
1243,6,optimum,positive,133334
1244,7.0-7.5,optimum,positive,133335
1245,6.5-10.5,growth,positive,133335
1246,6.0-8.5,growth,positive,133336
1247,7.0-7.5,optimum,positive,133336
1248,6.0-8.0,growth,positive,133067
1249,7,optimum,positive,133067
1250,5.5-8.5,growth,positive,133068
1251,6.0-6.5,optimum,positive,133068
1252,3.5-10.0,growth,positive,133069
1253,5.0-5.5,optimum,positive,133069
1254,6.0-9.0,growth,positive,133339
1255,7,optimum,positive,133339
1256,7,optimum,positive,133070
1257,5.5-8.0,growth,positive,133070
1258,6.5,optimum,positive,133071
1259,4.0-6.8,growth,positive,133340
1260,5.5-6.0,optimum,positive,133340
1261,7,optimum,positive,133341
1262,5.2-8.5,growth,positive,133341
1263,5.0-10.0,growth,positive,133342
1264,7,optimum,positive,133342
1265,5.0-9.0,growth,positive,133343
1266,8,optimum,positive,133343
1267,4.5-7.5,growth,positive,133344
1268,6.0-6.5,optimum,positive,133344
1269,5.5-9.5,growth,positive,133345
1270,7,optimum,positive,133345
1271,7.6,optimum,positive,133072
1272,6.5-9.0,growth,positive,133346
1273,7.5-8.5,optimum,positive,133346
1274,6.5-7.5,growth,positive,133073
1275,6.5,optimum,positive,133073
1276,6.5-10.0,growth,positive,133347
1277,7,optimum,positive,133347
1278,6.0-10.5,growth,positive,133348
1279,7.0-8.0,optimum,positive,133348
1280,9.7-10.0,optimum,positive,133075
1281,9.0-10.3,growth,positive,133075
1282,9.3-9.5,optimum,positive,133076
1283,8.3-10.5,growth,positive,133076
1284,6.0-8.0,growth,positive,133349
1285,6.5-7.5,optimum,positive,133349
1286,7,growth,no,133350
1287,8,growth,no,133350
1288,6,optimum,positive,133350
1289,7,growth,positive,133350
1290,4,growth,no,133350
1291,5,growth,no,133350
1292,9,growth,no,133350
1293,6.5-12.0,growth,positive,133352
1294,7.0-9.0,optimum,positive,133352
1295,4.0-8.0,growth,positive,133353
1296,7.0-7.5,optimum,positive,133353
1297,6.0-9.0,growth,positive,133354
1298,7,optimum,positive,133354
1299,5.0-6.0,optimum,positive,133077
1300,7,minimum,positive,133077
1301,5-8,growth,positive,133355
1302,6,optimum,positive,133355
1303,6.0-8.0,growth,positive,133078
1304,6.0-10.0,growth,positive,133356
1305,7.5-8.0,optimum,positive,133356
1306,5.6,optimum,positive,132014
1307,3.5-6.5,growth,positive,132014
1308,6.0-8.0,growth,positive,133079
1309,7,optimum,positive,133079
1310,6.0-9.0,growth,positive,133081
1311,6.0-7.0,optimum,positive,133081
1312,5-9,growth,positive,133357
1313,7,optimum,positive,133357
1314,6.0-8.0,growth,positive,133358
1315,7,optimum,positive,133358
1316,6.0-10.0,growth,positive,133083
1317,7,optimum,positive,133083
1318,6.0-8.0,growth,positive,130241
1319,7,optimum,positive,130241
1320,6.0-8.0,growth,positive,133359
1321,7,optimum,positive,133359
1322,5,growth,no,133359
1323,9,growth,no,133359
1324,6.5-9.0,growth,positive,133360
1325,7.5-8.0,optimum,positive,133360
1326,6.0-8.0,growth,positive,133361
1327,7,optimum,positive,133361
1328,7.0-8.0,optimum,positive,133362
1329,6,growth,positive,133362
1330,5.5,growth,no,133362
1331,5.0-8.0,growth,positive,133363
1332,6.0-8.0,optimum,positive,133363
1333,4-7,growth,positive,133364
1334,7,optimum,positive,133364
1335,4,growth,positive,133364
1336,5,growth,positive,133364
1337,8,growth,no,133364
1338,9,growth,no,133364
1339,10,growth,no,133364
1340,6.0-11.0,growth,positive,133365
1341,6.5-9.0,optimum,positive,133365
1342,5.0-8.0,growth,positive,133366
1343,7,optimum,positive,133366
1344,6.0-7.5,growth,positive,133367
1345,6.5-7.0,optimum,positive,133367
1346,6.0-11.0,growth,positive,133368
1347,7,optimum,positive,133368
1348,7.0-8.0,growth,positive,133369
1349,7,optimum,positive,133369
1350,6.0-8.0,growth,positive,133370
1351,7,optimum,positive,133370
1352,4.0-8.0,growth,positive,133372
1353,7,optimum,positive,133372
1354,5,growth,positive,133372
1355,4.0-8.5,growth,positive,5186
1356,7,optimum,positive,5186
1357,5,growth,positive,5186
1358,5.5-9.5,growth,positive,133373
1359,7.5,optimum,positive,133373
1360,7.5-8.0,optimum,positive,133085
1361,5.5-10.0,growth,positive,133085
1362,3-8,growth,positive,133086
1363,7,optimum,positive,133086
1364,7-9,growth,positive,133374
1365,7,optimum,positive,133374
1366,7-11,growth,positive,133087
1367,6.0-12.0,growth,positive,133375
1368,9,optimum,positive,133375
1369,5.5-6.0,optimum,positive,133376
1370,4.0-7.0,growth,positive,133376
1371,4.0-7.5,growth,positive,133376
1372,5.0-6.0,optimum,positive,133376
1373,6.0-10.0,growth,positive,133088
1374,8,optimum,positive,133088
1375,7.0-10.0,growth,positive,133379
1376,8.0-9.0,optimum,positive,133379
1377,6.0-8.0,growth,positive,271
1378,6.0-8.0,growth,positive,133381
1379,6.0-9.5,growth,positive,133089
1380,7.0-8.0,optimum,positive,133089
1381,5.0-11.0,growth,positive,133090
1382,7.0-9.0,optimum,positive,133090
1383,5,growth,no,133090
1384,6.0-11.0,growth,positive,133091
1385,7.0-8.0,optimum,positive,133091
1386,6.0-10.0,growth,positive,133092
1387,7,optimum,positive,133092
1388,4.0-5.5,growth,positive,133383
1389,5,optimum,positive,133383
1390,6.5-8.0,growth,positive,133093
1391,7,optimum,positive,133093
1392,5.0-9.0,growth,positive,133384
1393,6.5-8-0,growth,positive,133385
1394,7,optimum,positive,133385
1395,5.0-9.0,growth,positive,133386
1396,7,optimum,positive,133386
1397,6.0-8.0,growth,positive,133387
1398,7.5,optimum,positive,133387
1399,5.0-10.0,growth,positive,133389
1400,6.0-6.5,optimum,positive,133389
1401,6.0-8.0,growth,positive,133390
1402,7,optimum,positive,133390
1403,6.0-8.0,growth,positive,133391
1404,7,optimum,positive,133391
1405,6.5-7.5,growth,positive,133392
1406,7,optimum,positive,133392
1407,6.0-10.0,growth,positive,133393
1408,7.0-7.5,optimum,positive,133393
1409,5-8,growth,positive,133394
1410,6.5-7.5,optimum,positive,133394
1411,5.5-8.0,growth,positive,133395
1412,6.5-7.0,optimum,positive,133395
