ID_oxygen_tolerance,oxygen_tol,ID_strains
249,microaerophile,1640
250,microaerophile,1641
251,microaerophile,1642
252,microaerophile,1643
253,microaerophile,1644
254,microaerophile,1645
255,aerobe,1656
256,anaerobe,1682
257,anaerobe,1683
258,anaerobe,1684
259,anaerobe,1685
260,anaerobe,1686
261,anaerobe,1687
262,anaerobe,1688
263,anaerobe,1689
264,anaerobe,1690
265,anaerobe,1691
266,anaerobe,1692
267,anaerobe,1693
268,anaerobe,1694
269,anaerobe,1695
270,anaerobe,1696
271,anaerobe,1697
272,anaerobe,1698
273,anaerobe,1699
274,anaerobe,1700
275,anaerobe,1701
276,anaerobe,1702
277,anaerobe,1703
278,anaerobe,1704
279,anaerobe,1705
280,anaerobe,1706
281,anaerobe,1707
282,anaerobe,1708
283,anaerobe,1709
284,anaerobe,1710
285,anaerobe,1711
286,anaerobe,1712
287,anaerobe,1713
288,anaerobe,1714
289,anaerobe,1715
290,anaerobe,1716
291,anaerobe,1717
292,anaerobe,1718
293,anaerobe,1719
294,anaerobe,1720
295,anaerobe,1721
296,anaerobe,1722
297,anaerobe,1723
298,anaerobe,1724
299,anaerobe,1725
300,anaerobe,1726
301,anaerobe,1727
302,anaerobe,1728
303,anaerobe,1729
304,anaerobe,1730
305,anaerobe,1731
306,anaerobe,1732
307,anaerobe,1733
308,anaerobe,1734
309,anaerobe,1735
310,anaerobe,1736
311,anaerobe,1737
312,anaerobe,1738
314,anaerobe,1739
315,anaerobe,1740
316,anaerobe,1741
317,anaerobe,1742
318,anaerobe,1743
319,anaerobe,1744
320,anaerobe,1745
321,anaerobe,1746
322,anaerobe,1747
323,anaerobe,1748
324,anaerobe,1749
325,anaerobe,1750
326,anaerobe,1751
327,anaerobe,1752
328,anaerobe,1753
329,anaerobe,1754
330,anaerobe,1755
331,anaerobe,1756
332,anaerobe,1757
333,microaerophile,1757
334,anaerobe,1758
335,anaerobe,1759
336,anaerobe,1760
337,anaerobe,1761
338,anaerobe,1762
339,anaerobe,1763
340,anaerobe,1764
342,"obligate anaerobe",1765
343,anaerobe,1766
344,anaerobe,1767
345,anaerobe,1768
346,anaerobe,1769
347,microaerophile,1789
348,anaerobe,1798
349,anaerobe,1799
350,anaerobe,1800
351,anaerobe,1801
352,microaerophile,1801
353,anaerobe,1819
354,anaerobe,1820
355,anaerobe,1821
356,anaerobe,1822
357,anaerobe,1823
358,anaerobe,1824
359,anaerobe,1825
360,anaerobe,1826
361,anaerobe,1827
362,anaerobe,1828
363,anaerobe,2090
364,microaerophile,2091
365,microaerophile,2092
366,microaerophile,2093
368,microaerophile,2094
369,microaerophile,2095
370,microaerophile,2096
371,microaerophile,2098
372,microaerophile,2099
373,microaerophile,2101
374,anaerobe,2102
375,microaerophile,2103
377,anaerobe,2119
378,microaerophile,2120
379,microaerophile,2121
381,"facultative anaerobe",2124
382,microaerophile,2125
383,microaerophile,2126
384,anaerobe,2127
386,anaerobe,2128
387,microaerophile,2129
388,microaerophile,2130
389,microaerophile,2131
391,anaerobe,2133
392,microaerophile,2134
394,anaerobe,2135
396,anaerobe,2136
397,anaerobe,2137
399,anaerobe,2138
400,microaerophile,2140
401,microaerophile,2141
402,microaerophile,2145
403,microaerophile,2146
404,microaerophile,2149
405,microaerophile,2150
406,microaerophile,2152
407,microaerophile,2153
408,microaerophile,2155
409,microaerophile,2156
410,microaerophile,2167
411,microaerophile,2170
412,microaerophile,2173
413,microaerophile,2176
414,microaerophile,2179
415,microaerophile,2183
416,microaerophile,2198
417,microaerophile,2203
418,anaerobe,2223
419,anaerobe,2224
420,anaerobe,2225
421,anaerobe,2226
422,anaerobe,2227
423,anaerobe,2228
424,anaerobe,2229
425,anaerobe,2230
426,anaerobe,2231
427,anaerobe,2232
428,microaerophile,2233
429,microaerophile,2234
430,anaerobe,2235
432,anaerobe,2236
433,microaerophile,2238
434,microaerophile,2243
435,microaerophile,2244
436,microaerophile,2245
437,microaerophile,2246
439,anaerobe,2248
441,anaerobe,2251
442,microaerophile,2268
443,anaerobe,2270
444,microaerophile,2271
445,anaerobe,2274
446,anaerobe,2275
447,anaerobe,2276
448,microaerophile,2276
449,"facultative anaerobe",2278
450,microaerophile,2279
451,anaerobe,2280
452,microaerophile,2282
453,aerobe,2284
454,anaerobe,2284
455,anaerobe,2285
456,anaerobe,2286
457,anaerobe,2287
458,microaerophile,2359
459,aerobe,2359
460,anaerobe,2395
461,anaerobe,2396
462,anaerobe,2397
463,anaerobe,2398
464,anaerobe,2399
465,anaerobe,2400
466,anaerobe,2401
467,anaerobe,2402
468,anaerobe,2403
469,anaerobe,2404
470,anaerobe,2405
471,anaerobe,2406
472,anaerobe,2407
473,anaerobe,2408
474,anaerobe,2409
475,anaerobe,2410
476,anaerobe,2411
477,anaerobe,2412
478,anaerobe,2416
479,anaerobe,2417
480,anaerobe,2418
481,anaerobe,2419
482,anaerobe,2420
483,anaerobe,2421
484,anaerobe,2422
485,anaerobe,2423
486,anaerobe,2424
487,anaerobe,2425
488,anaerobe,2426
489,anaerobe,2427
490,anaerobe,2428
491,anaerobe,2429
492,anaerobe,2431
493,anaerobe,2432
494,anaerobe,2433
495,anaerobe,2434
496,anaerobe,2436
497,anaerobe,2437
498,"obligate anaerobe",2438
499,anaerobe,2439
500,anaerobe,2440
501,anaerobe,2445
502,anaerobe,2446
503,anaerobe,2447
504,anaerobe,2448
505,anaerobe,2449
506,anaerobe,2450
507,"obligate anaerobe",2452
508,anaerobe,2453
509,anaerobe,2463
510,anaerobe,2464
511,anaerobe,2465
512,anaerobe,2466
513,anaerobe,2467
514,anaerobe,2468
515,anaerobe,2469
516,anaerobe,2470
517,"obligate anaerobe",2473
518,"obligate anaerobe",2474
519,anaerobe,2475
520,anaerobe,2476
521,anaerobe,2477
522,anaerobe,2478
523,anaerobe,2479
524,anaerobe,2480
525,anaerobe,2481
526,anaerobe,2482
527,anaerobe,2483
528,anaerobe,2484
529,anaerobe,2487
530,anaerobe,2488
531,anaerobe,2489
532,anaerobe,2490
533,anaerobe,2491
534,"obligate anaerobe",2494
535,anaerobe,2495
536,anaerobe,2496
537,anaerobe,2497
538,anaerobe,2498
539,anaerobe,2499
540,"obligate anaerobe",2500
541,anaerobe,2501
542,anaerobe,2502
543,anaerobe,2503
544,anaerobe,2504
545,anaerobe,2505
546,anaerobe,2506
547,anaerobe,2507
548,anaerobe,2508
549,anaerobe,2509
550,anaerobe,2510
551,anaerobe,2511
552,anaerobe,2512
553,anaerobe,2513
554,anaerobe,2514
555,anaerobe,2515
556,anaerobe,2516
557,anaerobe,2517
558,anaerobe,2518
559,anaerobe,2519
561,anaerobe,2520
562,anaerobe,2521
563,anaerobe,2522
564,anaerobe,2523
565,anaerobe,2524
566,anaerobe,2525
567,anaerobe,2526
568,anaerobe,2527
569,anaerobe,2528
570,anaerobe,2529
571,anaerobe,2530
572,anaerobe,2531
573,anaerobe,2532
574,anaerobe,2533
575,anaerobe,2534
577,anaerobe,2535
578,anaerobe,2536
579,anaerobe,2537
580,anaerobe,2538
581,anaerobe,2539
582,anaerobe,2540
583,anaerobe,2541
584,anaerobe,2542
585,anaerobe,2543
586,anaerobe,2544
587,anaerobe,2545
588,anaerobe,2546
590,anaerobe,2547
591,anaerobe,2548
592,anaerobe,2549
593,anaerobe,2550
594,anaerobe,2551
596,anaerobe,2552
598,anaerobe,2553
601,anaerobe,2554
602,anaerobe,2555
603,anaerobe,2556
604,anaerobe,2557
605,anaerobe,2558
606,anaerobe,2559
607,anaerobe,2560
608,anaerobe,2561
611,anaerobe,2562
614,anaerobe,2563
615,anaerobe,2564
616,anaerobe,2565
617,anaerobe,2566
618,anaerobe,2567
620,anaerobe,2568
621,anaerobe,2569
622,anaerobe,2570
623,anaerobe,2571
624,anaerobe,2572
625,anaerobe,2573
627,anaerobe,2574
628,anaerobe,2575
629,anaerobe,2576
630,anaerobe,2577
631,anaerobe,2578
632,anaerobe,2579
633,anaerobe,2580
634,anaerobe,2581
636,anaerobe,2582
638,anaerobe,2583
640,anaerobe,2584
641,anaerobe,2585
642,anaerobe,2586
643,anaerobe,2587
644,anaerobe,2589
645,anaerobe,2590
646,anaerobe,2591
647,anaerobe,2592
648,anaerobe,2593
649,anaerobe,2594
650,anaerobe,2595
651,anaerobe,2596
652,anaerobe,2597
653,anaerobe,2598
654,anaerobe,2599
655,anaerobe,2600
656,anaerobe,2601
657,anaerobe,2602
658,anaerobe,2603
659,anaerobe,2604
660,anaerobe,2605
661,anaerobe,2606
662,anaerobe,2607
663,anaerobe,2608
664,anaerobe,2609
665,anaerobe,2610
666,anaerobe,2611
667,anaerobe,2612
668,anaerobe,2613
669,anaerobe,2614
670,anaerobe,2615
671,anaerobe,2616
672,anaerobe,2617
673,anaerobe,2618
674,anaerobe,2619
675,anaerobe,2620
677,anaerobe,2621
678,anaerobe,2622
679,anaerobe,2623
681,anaerobe,2624
683,anaerobe,2625
684,anaerobe,2626
685,anaerobe,2627
686,anaerobe,2628
687,anaerobe,2629
689,anaerobe,2630
691,anaerobe,2631
692,anaerobe,2632
694,anaerobe,2633
695,anaerobe,2634
696,anaerobe,2635
697,anaerobe,2636
698,anaerobe,2637
699,anaerobe,2638
700,anaerobe,2639
701,anaerobe,2640
702,anaerobe,2641
703,anaerobe,2642
704,anaerobe,2643
705,anaerobe,2644
706,anaerobe,2645
707,anaerobe,2646
708,anaerobe,2647
709,anaerobe,2648
710,anaerobe,2649
711,anaerobe,2650
712,anaerobe,2651
713,anaerobe,2652
714,anaerobe,2653
715,anaerobe,2654
716,anaerobe,2655
717,anaerobe,2656
718,anaerobe,2657
719,anaerobe,2658
720,anaerobe,2659
722,anaerobe,2660
723,anaerobe,2661
724,anaerobe,2662
725,anaerobe,2663
726,anaerobe,2664
727,anaerobe,2665
728,anaerobe,2666
729,anaerobe,2667
730,anaerobe,2668
731,anaerobe,2669
732,anaerobe,2670
733,anaerobe,2671
734,anaerobe,2672
735,anaerobe,2673
736,anaerobe,2674
737,anaerobe,2675
738,anaerobe,2676
739,anaerobe,2677
740,anaerobe,2678
741,anaerobe,2679
742,anaerobe,2680
743,anaerobe,2681
744,anaerobe,2682
745,anaerobe,2683
746,anaerobe,2684
748,anaerobe,2685
750,anaerobe,2686
751,anaerobe,2687
752,anaerobe,2688
754,anaerobe,2689
755,anaerobe,2690
757,anaerobe,2691
759,anaerobe,2692
760,anaerobe,2693
761,anaerobe,2694
762,anaerobe,2695
763,anaerobe,2696
764,anaerobe,2697
765,anaerobe,2698
766,anaerobe,2699
767,anaerobe,2700
769,anaerobe,2701
770,anaerobe,2702
771,anaerobe,2703
772,anaerobe,2704
773,anaerobe,2705
774,anaerobe,2706
775,anaerobe,2707
776,anaerobe,2708
777,anaerobe,2709
778,anaerobe,2710
779,anaerobe,2711
781,anaerobe,2712
782,anaerobe,2713
784,anaerobe,2714
786,anaerobe,2715
787,anaerobe,2716
788,anaerobe,2717
789,anaerobe,2718
790,anaerobe,2719
791,anaerobe,2720
792,anaerobe,2721
793,anaerobe,2722
794,anaerobe,2723
796,anaerobe,2724
797,anaerobe,2725
798,anaerobe,2726
800,anaerobe,2727
801,anaerobe,2728
802,anaerobe,2729
803,anaerobe,2730
804,anaerobe,2731
805,anaerobe,2732
806,anaerobe,2733
807,anaerobe,2734
808,anaerobe,2735
809,anaerobe,2736
811,anaerobe,2737
812,anaerobe,2738
813,anaerobe,2739
814,anaerobe,2740
815,anaerobe,2741
816,anaerobe,2742
817,anaerobe,2743
818,anaerobe,2744
819,anaerobe,2745
820,anaerobe,2746
821,anaerobe,2747
823,anaerobe,2748
824,anaerobe,2749
825,anaerobe,2750
826,anaerobe,2751
827,anaerobe,2752
828,anaerobe,2753
829,anaerobe,2754
830,anaerobe,2755
831,anaerobe,2756
832,anaerobe,2757
834,anaerobe,2758
835,anaerobe,2759
836,anaerobe,2760
837,anaerobe,2761
838,anaerobe,2762
839,anaerobe,2763
840,anaerobe,2764
841,anaerobe,2765
842,anaerobe,2766
843,anaerobe,2767
844,anaerobe,2768
845,anaerobe,2769
846,anaerobe,2770
847,anaerobe,2771
849,anaerobe,2772
850,anaerobe,2773
851,anaerobe,2774
852,anaerobe,2775
853,anaerobe,2776
854,anaerobe,2777
855,anaerobe,2778
856,anaerobe,2779
857,anaerobe,2780
858,anaerobe,2781
860,anaerobe,2782
861,anaerobe,2783
863,anaerobe,2784
865,anaerobe,2785
866,anaerobe,2786
867,anaerobe,2787
868,anaerobe,2788
869,anaerobe,2789
870,anaerobe,2790
871,anaerobe,2791
873,anaerobe,2792
874,anaerobe,2793
876,anaerobe,2794
877,anaerobe,2796
878,anaerobe,2797
879,anaerobe,2798
880,anaerobe,2799
881,anaerobe,2800
882,anaerobe,2801
883,anaerobe,2802
884,anaerobe,2803
885,anaerobe,2804
886,anaerobe,2805
887,anaerobe,2806
889,anaerobe,2807
890,anaerobe,2808
891,anaerobe,2809
892,anaerobe,2810
893,anaerobe,2811
894,anaerobe,2812
895,anaerobe,2813
896,anaerobe,2814
897,anaerobe,2815
898,anaerobe,2816
899,anaerobe,2817
900,anaerobe,2818
901,anaerobe,2819
902,anaerobe,2820
903,anaerobe,2821
904,anaerobe,2822
905,anaerobe,2823
906,anaerobe,2824
907,anaerobe,2825
908,anaerobe,2826
909,anaerobe,2827
910,anaerobe,2828
911,anaerobe,2829
913,anaerobe,2830
915,anaerobe,2831
916,anaerobe,2832
917,anaerobe,2833
918,anaerobe,2834
919,anaerobe,2835
921,anaerobe,2836
922,anaerobe,2837
923,anaerobe,2838
924,anaerobe,2839
925,anaerobe,2840
926,anaerobe,2841
927,anaerobe,2842
928,anaerobe,2843
929,anaerobe,2844
930,anaerobe,2845
931,anaerobe,2846
932,anaerobe,2847
933,anaerobe,2848
934,anaerobe,2849
935,anaerobe,2850
936,anaerobe,2851
937,anaerobe,2852
938,anaerobe,2853
939,anaerobe,2854
940,anaerobe,2855
941,anaerobe,2856
942,anaerobe,2857
943,anaerobe,2858
944,anaerobe,2859
945,anaerobe,2860
946,"obligate anaerobe",2861
947,anaerobe,2862
948,anaerobe,2863
949,anaerobe,2864
950,anaerobe,2865
951,anaerobe,2866
952,anaerobe,2867
953,anaerobe,2868
954,anaerobe,2869
955,anaerobe,2870
956,anaerobe,2871
957,anaerobe,2872
958,anaerobe,2873
959,anaerobe,2874
960,aerobe,2895
961,anaerobe,2895
962,aerobe,2897
963,anaerobe,2897
964,aerobe,2907
965,anaerobe,2907
966,aerobe,2929
967,microaerophile,2929
968,anaerobe,2989
969,anaerobe,2990
970,anaerobe,2991
971,anaerobe,3038
972,anaerobe,3039
973,anaerobe,3040
974,anaerobe,3041
975,"obligate anaerobe",3042
977,anaerobe,3043
978,anaerobe,3044
979,anaerobe,3045
980,anaerobe,3046
981,anaerobe,3047
982,anaerobe,3048
983,anaerobe,3049
985,"obligate anaerobe",3050
986,anaerobe,3051
987,"obligate anaerobe",3052
988,anaerobe,3053
989,anaerobe,3054
990,anaerobe,3055
991,anaerobe,3056
992,anaerobe,3057
993,anaerobe,3058
995,"obligate anaerobe",3059
996,"obligate anaerobe",3061
997,"obligate anaerobe",3062
998,anaerobe,3063
999,anaerobe,3064
1000,anaerobe,3065
1002,anaerobe,3066
1003,anaerobe,3067
1005,"obligate anaerobe",3068
1007,anaerobe,3069
1009,anaerobe,3070
1011,anaerobe,3071
1012,anaerobe,3072
1013,anaerobe,3073
1014,anaerobe,3074
1016,anaerobe,3075
1017,anaerobe,3076
1018,anaerobe,3077
1019,"obligate anaerobe",3160
1021,microaerophile,3198
1023,aerobe,3249
1024,anaerobe,3755
1025,microaerophile,3755
1026,anaerobe,3756
1027,microaerophile,3756
1028,anaerobe,3757
1029,microaerophile,3757
1030,aerobe,3757
1031,anaerobe,3758
1032,microaerophile,3758
1033,aerobe,3759
1034,anaerobe,3759
1035,aerobe,3760
1036,anaerobe,3760
1037,anaerobe,3761
1038,aerobe,3762
1039,anaerobe,3762
1040,aerobe,3763
1041,anaerobe,3763
1042,anaerobe,3772
1043,anaerobe,3838
1044,anaerobe,3839
1045,anaerobe,3840
1046,anaerobe,3841
1048,anaerobe,3842
1049,anaerobe,3843
1050,anaerobe,3844
1051,anaerobe,3845
1052,anaerobe,3846
1053,microaerophile,3919
1054,anaerobe,3945
1055,anaerobe,3946
1056,anaerobe,3947
1057,anaerobe,3948
1058,anaerobe,3949
1059,anaerobe,3950
1060,anaerobe,3951
1061,anaerobe,3952
1062,anaerobe,3953
1063,anaerobe,3954
1064,anaerobe,3955
1065,anaerobe,3956
1066,anaerobe,3957
1067,anaerobe,3958
1068,anaerobe,3959
1069,anaerobe,3960
1070,anaerobe,3961
1071,anaerobe,3962
1072,anaerobe,3963
1073,anaerobe,3964
1074,anaerobe,3965
1075,anaerobe,3966
1076,anaerobe,3967
1077,anaerobe,3968
1078,anaerobe,3969
1079,anaerobe,3970
1080,anaerobe,3971
1081,anaerobe,3972
1082,anaerobe,3973
1083,anaerobe,3974
1084,anaerobe,3975
1085,anaerobe,3976
1086,anaerobe,3977
1087,anaerobe,3978
1088,anaerobe,3979
1089,anaerobe,3980
1090,anaerobe,3981
1091,anaerobe,3982
1092,anaerobe,3983
1093,anaerobe,3984
1094,anaerobe,3985
1095,anaerobe,3986
1096,anaerobe,3987
1097,anaerobe,3988
1098,anaerobe,3990
1099,anaerobe,3991
1100,anaerobe,3992
1101,anaerobe,3993
1102,anaerobe,3994
1103,anaerobe,3995
1104,anaerobe,3996
1105,anaerobe,3997
1106,anaerobe,3998
1107,anaerobe,3999
1108,anaerobe,4000
1109,anaerobe,4001
1110,anaerobe,4002
1111,anaerobe,4003
1112,anaerobe,4004
1113,anaerobe,4005
1114,anaerobe,4006
1115,anaerobe,4007
1116,anaerobe,4008
1117,anaerobe,4009
1118,anaerobe,4010
1119,anaerobe,4011
1120,anaerobe,4012
1121,anaerobe,4013
1122,anaerobe,4014
1123,anaerobe,4015
1124,anaerobe,4016
1125,anaerobe,4017
1126,anaerobe,4018
1127,anaerobe,4019
1128,anaerobe,4020
1129,anaerobe,4021
1130,anaerobe,4022
1131,anaerobe,4023
1132,anaerobe,4024
1133,anaerobe,4025
1134,anaerobe,4026
1135,anaerobe,4027
1136,anaerobe,4028
1137,anaerobe,4029
1138,anaerobe,4030
1139,anaerobe,4031
1140,anaerobe,4032
1141,anaerobe,4033
1142,anaerobe,4034
1143,anaerobe,4035
1144,anaerobe,4036
1145,anaerobe,4037
1146,anaerobe,4038
1147,anaerobe,4039
1148,anaerobe,4040
1149,anaerobe,4041
1150,anaerobe,4042
1151,anaerobe,4043
1152,anaerobe,4044
1153,anaerobe,4045
1154,anaerobe,4046
1155,anaerobe,4047
1156,anaerobe,4048
1157,anaerobe,4049
1158,anaerobe,4050
1159,anaerobe,4051
1160,anaerobe,4052
1161,anaerobe,4053
1162,anaerobe,4054
1163,anaerobe,4055
1164,anaerobe,4056
1165,anaerobe,4057
1166,anaerobe,4058
1167,anaerobe,4059
1168,anaerobe,4060
1169,anaerobe,4061
1170,anaerobe,4062
1171,anaerobe,4063
1172,anaerobe,4064
1173,anaerobe,4065
1174,anaerobe,4066
1175,anaerobe,4067
1176,anaerobe,4068
1177,anaerobe,4069
1178,anaerobe,4070
1179,anaerobe,4071
1180,anaerobe,4072
1181,anaerobe,4073
1182,anaerobe,4074
1183,anaerobe,4075
1184,anaerobe,4076
1185,anaerobe,4077
1187,anaerobe,4078
1188,anaerobe,4079
1189,anaerobe,4080
1190,anaerobe,4081
1191,anaerobe,4082
1192,anaerobe,4083
1193,anaerobe,4084
1194,anaerobe,4085
1195,anaerobe,4086
1196,anaerobe,4087
1197,anaerobe,4088
1198,anaerobe,4089
1199,anaerobe,4090
1200,anaerobe,4091
1201,anaerobe,4092
1202,anaerobe,4093
1203,anaerobe,4094
1204,anaerobe,4095
1205,anaerobe,4096
1206,anaerobe,4097
1207,anaerobe,4098
1208,anaerobe,4099
1209,anaerobe,4100
1210,anaerobe,4101
1211,anaerobe,4102
1212,anaerobe,4103
1213,anaerobe,4104
1214,anaerobe,4105
