ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains
7284,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133003
7285,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,133003
7286,"esterase (C 4)",+,NULL,NULL,NULL,133003
7287,"esterase lipase (C 8)",-,NULL,NULL,NULL,133003
7288,gelatinase,+,NULL,NULL,NULL,133003
7289,"leucine arylamidase",-,3.4.11.1,NULL,NULL,133003
7290,"lipase (C 14)",-,NULL,NULL,NULL,133003
7291,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,133003
7292,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,133003
7293,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133003
7294,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,133003
7295,trypsin,-,3.4.21.4,NULL,NULL,133003
7296,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,133003
7297,urease,-,3.5.1.5,NULL,NULL,133003
7298,"valine arylamidase",-,NULL,NULL,NULL,133003
7299,"acid phosphatase",-,3.1.3.2,NULL,NULL,133149
7300,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,133149
7301,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133149
7302,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133149
7303,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133149
7304,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133149
7305,beta-galactosidase,-,3.2.1.23,NULL,NULL,133149
7306,beta-glucosidase,-,3.2.1.21,NULL,NULL,133149
7307,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133149
7308,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133149
7309,"lipase (C 14)",-,NULL,NULL,NULL,133149
7310,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133149
7311,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,133149
7312,trypsin,-,3.4.21.4,NULL,NULL,133149
7313,urease,-,3.5.1.5,NULL,NULL,133149
7314,"valine arylamidase",-,NULL,NULL,NULL,133149
7315,"acid phosphatase",+,3.1.3.2,NULL,NULL,133149
7316,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133149
7317,alpha-galactosidase,+,3.2.1.22,NULL,NULL,133149
7318,alpha-glucosidase,+,3.2.1.20,NULL,NULL,133149
7319,catalase,+,1.11.1.6,NULL,NULL,133149
7320,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,133149
7321,DNase,+,NULL,NULL,NULL,133149
7322,"esterase (C 4)",+,NULL,NULL,NULL,133149
7323,"esterase lipase (C 8)",+,NULL,NULL,NULL,133149
7324,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133149
7325,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133149
7326,trypsin,+,3.4.21.4,NULL,NULL,133149
7327,"valine arylamidase",+,NULL,NULL,NULL,133149
7328,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,133150
7329,alpha-galactosidase,+,3.2.1.22,NULL,NULL,133150
7330,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,133150
7331,beta-galactosidase,-,3.2.1.23,NULL,NULL,133150
7332,beta-glucosidase,+,3.2.1.21,NULL,NULL,133150
7333,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133150
7334,beta-mannosidase,-,3.2.1.25,NULL,NULL,133150
7335,catalase,-,1.11.1.6,NULL,NULL,133150
7336,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,133150
7337,"glycyl tryptophan arylamidase",-,NULL,NULL,NULL,133150
7338,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133150
7339,"phenylalanine arylamidase",-,NULL,NULL,NULL,133150
7340,"pyrrolidonyl arylamidase",+,3.4.19.3,NULL,NULL,133150
7341,urease,-,3.5.1.5,NULL,NULL,133150
7342,catalase,-,1.11.1.6,NULL,NULL,132638
7343,catalase,+,1.11.1.6,NULL,NULL,133151
7344,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133151
7345,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,133151
7346,"acid phosphatase",+,3.1.3.2,NULL,NULL,132640
7347,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,132640
7348,alpha-fucosidase,-,3.2.1.51,NULL,NULL,132640
7349,alpha-galactosidase,+,3.2.1.22,NULL,NULL,132640
7350,alpha-glucosidase,+,3.2.1.20,NULL,NULL,132640
7351,alpha-mannosidase,-,3.2.1.24,NULL,NULL,132640
7352,beta-galactosidase,+,3.2.1.23,NULL,NULL,132640
7353,beta-glucosidase,+,3.2.1.21,NULL,NULL,132640
7354,beta-glucuronidase,-,3.2.1.31,NULL,NULL,132640
7355,catalase,+,1.11.1.6,NULL,NULL,132640
7356,chymotrypsin,-,3.4.4.5,NULL,NULL,132640
7357,"cystine arylamidase",-,3.4.11.3,NULL,NULL,132640
7358,"esterase (C 4)",+,NULL,NULL,NULL,132640
7359,"esterase lipase (C 8)",+,NULL,NULL,NULL,132640
7360,"leucine arylamidase",-,3.4.11.1,NULL,NULL,132640
7361,"lipase (C 14)",-,NULL,NULL,NULL,132640
7362,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,132640
7363,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,132640
7364,trypsin,-,3.4.21.4,NULL,NULL,132640
7365,"valine arylamidase",-,NULL,NULL,NULL,132640
7366,6-phospho-beta-galactosidase,-,3.2.1.85,NULL,NULL,133152
7367,"acid phosphatase",+,3.1.3.2,NULL,NULL,133152
7368,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133152
7369,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133152
7370,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133152
7371,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133152
7372,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133152
7373,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,133152
7374,beta-glucosidase,+,3.2.1.21,NULL,NULL,133152
7375,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133152
7376,beta-mannosidase,-,3.2.1.25,NULL,NULL,133152
7377,catalase,-,1.11.1.6,NULL,NULL,133152
7378,chymotrypsin,-,3.4.4.5,NULL,NULL,133152
7379,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133152
7380,esterase,-,NULL,NULL,NULL,133152
7381,"esterase lipase (C 8)",-,NULL,NULL,NULL,133152
7382,"glycyl tryptophan arylamidase",-,NULL,NULL,NULL,133152
7383,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133152
7384,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133152
7385,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133152
7386,trypsin,-,3.4.21.4,NULL,NULL,133152
7387,urease,-,3.5.1.5,NULL,NULL,133152
7388,"valine arylamidase",+,NULL,NULL,NULL,133152
7389,"acid phosphatase",+,3.1.3.2,NULL,NULL,133153
7390,"acid phosphatase",-,3.1.3.2,NULL,NULL,133153
7391,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,133153
7392,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,133153
7393,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133153
7394,alpha-glucosidase,+,3.2.1.20,NULL,NULL,133153
7395,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133153
7396,beta-galactosidase,+,3.2.1.23,NULL,NULL,133153
7397,beta-glucosidase,-,3.2.1.21,NULL,NULL,133153
7398,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133153
7399,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133153
7400,"esterase (C 4)",+,NULL,NULL,NULL,133153
7401,"esterase lipase (C 8)",+,NULL,NULL,NULL,133153
7402,"leucine arylamidase",-,3.4.11.1,NULL,NULL,133153
7403,"lipase (C 14)",-,NULL,NULL,NULL,133153
7404,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133153
7405,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133153
7406,trypsin,-,3.4.21.4,NULL,NULL,133153
7407,"valine arylamidase",-,NULL,NULL,NULL,133153
7408,catalase,-,1.11.1.6,NULL,NULL,132643
7409,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,132643
7410,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,132644
7411,"acid phosphatase",+,3.1.3.2,NULL,NULL,133154
7412,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133154
7413,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,133154
7414,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133154
7415,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133154
7416,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133154
7417,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133154
7418,beta-galactosidase,-,3.2.1.23,NULL,NULL,133154
7419,beta-glucosidase,-,3.2.1.21,NULL,NULL,133154
7420,beta-glucuronidase,NULL,3.2.1.31,NULL,NULL,133154
7421,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133154
7422,"esterase (C 4)",-,NULL,NULL,NULL,133154
7423,"esterase lipase (C 8)",-,NULL,NULL,NULL,133154
7424,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133154
7425,"lipase (C 14)",-,NULL,NULL,NULL,133154
7426,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133154
7427,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,133154
7428,trypsin,-,3.4.21.4,NULL,NULL,133154
7429,urease,-,3.5.1.5,NULL,NULL,133154
7430,"valine arylamidase",-,NULL,NULL,NULL,133154
7431,catalase,-,1.11.1.6,NULL,NULL,133154
7432,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,133154
7433,lecithinase,-,NULL,NULL,NULL,133154
7434,lipase,-,NULL,NULL,NULL,133154
7435,catalase,-,1.11.1.6,NULL,NULL,132646
7436,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,132646
7437,"acid phosphatase",+,3.1.3.2,NULL,NULL,133156
7438,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133156
7439,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,133156
7440,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133156
7441,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133156
7442,alpha-galactosidase,+,3.2.1.22,NULL,NULL,133156
7443,alpha-glucosidase,+,3.2.1.20,NULL,NULL,133156
7444,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133156
7445,beta-galactosidase,-,3.2.1.23,NULL,NULL,133156
7446,beta-glucosidase,+,3.2.1.21,NULL,NULL,133156
7447,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133156
7448,beta-mannosidase,+,3.2.1.25,NULL,NULL,133156
7449,catalase,-,1.11.1.6,NULL,NULL,133156
7450,"cystine arylamidase",+,3.4.11.3,NULL,NULL,133156
7451,"esterase (C 4)",-,NULL,NULL,NULL,133156
7452,"esterase lipase (C 8)",-,NULL,NULL,NULL,133156
7453,"glycyl tryptophan arylamidase",-,NULL,NULL,NULL,133156
7454,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133156
7455,"lipase (C 14)",-,NULL,NULL,NULL,133156
7456,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133156
7457,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133156
7458,"pyroglutamic acid arylamidase",-,NULL,NULL,NULL,133156
7459,trypsin,-,3.4.21.4,NULL,NULL,133156
7460,"valine arylamidase",+,NULL,NULL,NULL,133156
7461,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,133157
7462,catalase,+,1.11.1.6,NULL,NULL,133157
7463,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133157
7464,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,133157
7465,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,133157
7466,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133158
7467,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,133158
7468,beta-galactosidase,-,3.2.1.23,NULL,NULL,133158
7469,catalase,+,1.11.1.6,NULL,NULL,133158
7470,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133158
7471,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133158
7472,"lipase (C 14)",-,NULL,NULL,NULL,133158
7473,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,133158
7474,"ornithine decarboxylase",-,4.1.1.17,NULL,NULL,133158
7475,"valine arylamidase",+,NULL,NULL,NULL,133158
7476,"acid phosphatase",-,3.1.3.2,NULL,NULL,133159
7477,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,133159
7478,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,133159
7479,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133159
7480,alpha-galactosidase,+,3.2.1.22,NULL,NULL,133159
7481,alpha-glucosidase,+,3.2.1.20,NULL,NULL,133159
7482,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133159
7483,"arginine decarboxylase",-,4.1.1.19,NULL,NULL,133159
7484,beta-galactosidase,+,3.2.1.23,NULL,NULL,133159
7485,beta-glucosidase,-,3.2.1.21,NULL,NULL,133159
7486,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133159
7487,catalase,+,1.11.1.6,NULL,NULL,133159
7488,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133159
7489,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133159
7490,esterase,+,NULL,NULL,NULL,133159
7491,"esterase lipase (C 8)",-,NULL,NULL,NULL,133159
7492,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133159
7493,"lipase (C 14)",-,NULL,NULL,NULL,133159
7494,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,133159
7495,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133159
7496,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,133159
7497,trypsin,-,3.4.21.4,NULL,NULL,133159
7498,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,133159
7499,"valine arylamidase",+,NULL,NULL,NULL,133159
7500,"acid phosphatase",-,3.1.3.2,NULL,NULL,133160
7501,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,133160
7502,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133160
7503,alpha-galactosidase,+,3.2.1.22,NULL,NULL,133160
7504,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133160
7505,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133160
7506,beta-galactosidase,-,3.2.1.23,NULL,NULL,133160
7507,beta-glucosidase,-,3.2.1.21,NULL,NULL,133160
7508,beta-glucuronidase,+,3.2.1.31,NULL,NULL,133160
7509,catalase,+,1.11.1.6,NULL,NULL,133160
7510,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133160
7511,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133160
7512,"esterase (C 4)",-,NULL,NULL,NULL,133160
7513,"esterase lipase (C 8)",-,NULL,NULL,NULL,133160
7514,"leucine arylamidase",-,3.4.11.1,NULL,NULL,133160
7515,"lipase (C 14)",-,NULL,NULL,NULL,133160
7516,"lysine decarboxylase",+,4.1.1.18,NULL,NULL,133160
7517,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133160
7518,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133160
7519,"ornithine decarboxylase",+,4.1.1.17,NULL,NULL,133160
7520,"phenylalanine deaminase",-,4.3.1.5,NULL,NULL,133160
7521,trypsin,-,3.4.21.4,NULL,NULL,133160
7522,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,133160
7523,"valine arylamidase",-,NULL,NULL,NULL,133160
7524,"acid phosphatase",+,3.1.3.2,NULL,NULL,133161
7525,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133161
7526,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,133161
7527,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133161
7528,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133161
7529,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133161
7530,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133161
7531,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,133161
7532,beta-galactosidase,-,3.2.1.23,NULL,NULL,133161
7533,beta-glucosidase,-,3.2.1.21,NULL,NULL,133161
7534,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133161
7535,catalase,+,1.11.1.6,NULL,NULL,133161
7536,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133161
7537,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,133161
7538,"esterase (C 4)",+,NULL,NULL,NULL,133161
7539,"esterase lipase (C 8)",+,NULL,NULL,NULL,133161
7540,gelatinase,+,NULL,NULL,NULL,133161
7541,lecithinase,+,NULL,NULL,NULL,133161
7542,lipase,+,NULL,NULL,NULL,133161
7543,"lipase (C 14)",+,NULL,NULL,NULL,133161
7544,"lysine decarboxylase",-,4.1.1.18,NULL,NULL,133161
7545,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,133161
7546,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133161
7547,trypsin,-,3.4.21.4,NULL,NULL,133161
7548,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,133161
7549,urease,-,3.5.1.5,NULL,NULL,133161
7550,"valine arylamidase",+,NULL,NULL,NULL,133161
7551,catalase,+,1.11.1.6,NULL,NULL,133162
7552,"cytochrome oxidase",-,1.9.3.1,NULL,NULL,133162
7553,"acid phosphatase",-,3.1.3.2,NULL,NULL,133163
7554,"alkaline phosphatase",-,3.1.3.1,NULL,NULL,133163
7555,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,133163
7556,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133163
7557,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133163
7558,alpha-glucosidase,+,3.2.1.20,NULL,NULL,133163
7559,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133163
7560,"arginine dihydrolase",+,3.5.3.6,NULL,NULL,133163
7561,beta-galactosidase,+,3.2.1.23,NULL,NULL,133163
7562,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133163
7563,catalase,+,1.11.1.6,NULL,NULL,133163
7564,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133163
7565,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133163
7566,"esterase (C 4)",+,NULL,NULL,NULL,133163
7567,"esterase lipase (C 8)",+,NULL,NULL,NULL,133163
7568,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133163
7569,"lipase (C 14)",-,NULL,NULL,NULL,133163
7570,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,133163
7571,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,133163
7572,trypsin,-,3.4.21.4,NULL,NULL,133163
7573,urease,+,3.5.1.5,NULL,NULL,133163
7574,"valine arylamidase",-,NULL,NULL,NULL,133163
7575,"acid phosphatase",+,3.1.3.2,NULL,NULL,133164
7576,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133164
7577,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133164
7578,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133164
7579,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133164
7580,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,133164
7581,beta-D-fucosidase,-,3.2.1.38,NULL,NULL,133164
7582,beta-galactosidase,-,3.2.1.23,NULL,NULL,133164
7583,beta-glucosidase,-,3.2.1.21,NULL,NULL,133164
7584,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133164
7585,catalase,+,1.11.1.6,NULL,NULL,133164
7586,chymotrypsin,-,3.4.4.5,NULL,NULL,133164
7587,"cystine arylamidase",-,3.4.11.3,NULL,NULL,133164
7588,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133164
7589,"esterase (C 4)",+,NULL,NULL,NULL,133164
7590,"esterase lipase (C 8)",+,NULL,NULL,NULL,133164
7591,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133164
7592,"lipase (C 14)",-,NULL,NULL,NULL,133164
7593,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133164
7594,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133164
7595,trypsin,-,3.4.21.4,NULL,NULL,133164
7596,"valine arylamidase",-,NULL,NULL,NULL,133164
7597,"acid phosphatase",+,3.1.3.2,NULL,NULL,132648
7598,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,132648
7599,alpha-fucosidase,-,3.2.1.51,NULL,NULL,132648
7600,alpha-galactosidase,-,3.2.1.22,NULL,NULL,132648
7601,alpha-glucosidase,-,3.2.1.20,NULL,NULL,132648
7602,alpha-mannosidase,-,3.2.1.24,NULL,NULL,132648
7603,beta-galactosidase,-,3.2.1.23,NULL,NULL,132648
7604,beta-glucosidase,-,3.2.1.21,NULL,NULL,132648
7605,beta-glucuronidase,-,3.2.1.31,NULL,NULL,132648
7606,catalase,+,1.11.1.6,NULL,NULL,132648
7607,"cystine arylamidase",-,3.4.11.3,NULL,NULL,132648
7608,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,132648
7609,"esterase (C 4)",+,NULL,NULL,NULL,132648
7610,"esterase lipase (C 8)",+,NULL,NULL,NULL,132648
7611,"leucine arylamidase",+,3.4.11.1,NULL,NULL,132648
7612,"lipase (C 14)",-,NULL,NULL,NULL,132648
7613,N-acetyl-beta-glucosaminidase,+,3.2.1.52,NULL,NULL,132648
7614,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,132648
7615,trypsin,+,3.4.21.4,NULL,NULL,132648
7616,"valine arylamidase",-,NULL,NULL,NULL,132648
7617,"acid phosphatase",+,3.1.3.2,NULL,NULL,132649
7618,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,132649
7619,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,132649
7620,alpha-fucosidase,-,3.2.1.51,NULL,NULL,132649
7621,alpha-galactosidase,-,3.2.1.22,NULL,NULL,132649
7622,alpha-glucosidase,-,3.2.1.20,NULL,NULL,132649
7623,alpha-mannosidase,-,3.2.1.24,NULL,NULL,132649
7624,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,132649
7625,beta-galactosidase,-,3.2.1.23,NULL,NULL,132649
7626,beta-glucosidase,-,3.2.1.21,NULL,NULL,132649
7627,beta-glucuronidase,-,3.2.1.31,NULL,NULL,132649
7628,catalase,+,1.11.1.6,NULL,NULL,132649
7629,"cystine arylamidase",-,3.4.11.3,NULL,NULL,132649
7630,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,132649
7631,"esterase (C 4)",+,NULL,NULL,NULL,132649
7632,"esterase lipase (C 8)",+,NULL,NULL,NULL,132649
7633,"leucine arylamidase",+,3.4.11.1,NULL,NULL,132649
7634,"lipase (C 14)",+,NULL,NULL,NULL,132649
7635,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,132649
7636,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,132649
7637,trypsin,-,3.4.21.4,NULL,NULL,132649
7638,"tryptophan deaminase",-,4.1.99.1,NULL,NULL,132649
7639,urease,-,3.5.1.5,NULL,NULL,132649
7640,"valine arylamidase",-,NULL,NULL,NULL,132649
7641,"acid phosphatase",+,3.1.3.2,NULL,NULL,132650
7642,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,132650
7643,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,132650
7644,alpha-fucosidase,-,3.2.1.51,NULL,NULL,132650
7645,alpha-galactosidase,+,3.2.1.22,NULL,NULL,132650
7646,alpha-glucosidase,-,3.2.1.20,NULL,NULL,132650
7647,alpha-mannosidase,-,3.2.1.24,NULL,NULL,132650
7648,"arginine dihydrolase",-,3.5.3.6,NULL,NULL,132650
7649,beta-galactosidase,-,3.2.1.23,NULL,NULL,132650
7650,beta-glucosidase,+,3.2.1.21,NULL,NULL,132650
7651,beta-glucuronidase,-,3.2.1.31,NULL,NULL,132650
7652,catalase,+,1.11.1.6,NULL,NULL,132650
7653,"cystine arylamidase",-,3.4.11.3,NULL,NULL,132650
7654,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,132650
7655,"esterase (C 4)",+,NULL,NULL,NULL,132650
7656,"esterase lipase (C 8)",+,NULL,NULL,NULL,132650
7657,"leucine arylamidase",+,3.4.11.1,NULL,NULL,132650
7658,"lipase (C 14)",-,NULL,NULL,NULL,132650
7659,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,132650
7660,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,132650
7661,trypsin,+,3.4.21.4,NULL,NULL,132650
7662,"tryptophan deaminase",+,4.1.99.1,NULL,NULL,132650
7663,urease,-,3.5.1.5,NULL,NULL,132650
7664,"valine arylamidase",+,NULL,NULL,NULL,132650
7665,alpha-chymotrypsin,+,3.4.21.1,NULL,NULL,133165
7666,alpha-galactosidase,+,3.2.1.22,NULL,NULL,133165
7667,beta-glucosidase,+,3.2.1.21,NULL,NULL,133165
7668,beta-glucuronidase,+,3.2.1.31,NULL,NULL,133165
7669,naphthol-AS-BI-phosphohydrolase,-,NULL,NULL,NULL,133165
7670,"valine arylamidase",+,NULL,NULL,NULL,133165
7671,"acid phosphatase",+,3.1.3.2,NULL,NULL,133165
7672,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133165
7673,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,133165
7674,alpha-fucosidase,-,3.2.1.51,NULL,NULL,133165
7675,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133165
7676,alpha-glucosidase,+,3.2.1.20,NULL,NULL,133165
7677,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133165
7678,beta-galactosidase,+,3.2.1.23,NULL,NULL,133165
7679,beta-glucosidase,-,3.2.1.21,NULL,NULL,133165
7680,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133165
7681,catalase,+,1.11.1.6,NULL,NULL,133165
7682,"cystine arylamidase",+,3.4.11.3,NULL,NULL,133165
7683,"cytochrome oxidase",+,1.9.3.1,NULL,NULL,133165
7684,"esterase (C 4)",+,NULL,NULL,NULL,133165
7685,"esterase lipase (C 8)",+,NULL,NULL,NULL,133165
7686,"leucine arylamidase",+,3.4.11.1,NULL,NULL,133165
7687,"lipase (C 14)",-,NULL,NULL,NULL,133165
7688,N-acetyl-beta-glucosaminidase,-,3.2.1.52,NULL,NULL,133165
7689,naphthol-AS-BI-phosphohydrolase,+,NULL,NULL,NULL,133165
7690,trypsin,+,3.4.21.4,NULL,NULL,133165
7691,"valine arylamidase",-,NULL,NULL,NULL,133165
7692,"acid phosphatase",+,3.1.3.2,NULL,NULL,133167
7693,"alkaline phosphatase",+,3.1.3.1,NULL,NULL,133167
7694,alpha-chymotrypsin,-,3.4.21.1,NULL,NULL,133167
7695,alpha-fucosidase,+,3.2.1.51,NULL,NULL,133167
7696,alpha-galactosidase,-,3.2.1.22,NULL,NULL,133167
7697,alpha-glucosidase,-,3.2.1.20,NULL,NULL,133167
7698,alpha-mannosidase,-,3.2.1.24,NULL,NULL,133167
7699,"arginine decarboxylase",-,4.1.1.19,NULL,NULL,133167
7700,beta-galactosidase,+,3.2.1.23,NULL,NULL,133167
7701,beta-glucosidase,+,3.2.1.21,NULL,NULL,133167
7702,beta-glucuronidase,-,3.2.1.31,NULL,NULL,133167
