ID_cell_morphology,cell_len,cell_len_unit,cell_width,cell_shape,motility,flagellum_arrangement,gram_stain,ID_strains
3350,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3891
3351,NULL,NULL,0.4,coccus-shaped,0,NULL,positive,14845
3352,2.5,µm,1,rod-shaped,1,NULL,negative,6075
3353,2.5,µm,0.95,rod-shaped,1,NULL,negative,6073
3354,2.75,µm,0.8,rod-shaped,1,NULL,negative,6074
3355,3.5,µm,1,rod-shaped,1,NULL,negative,6084
3356,1.25,µm,0.55,rod-shaped,1,NULL,negative,17218
3357,NULL,NULL,1.2-1.6,coccus-shaped,0,NULL,negative,5887
3358,1.35,µm,1,NULL,1,NULL,negative,4279
3359,0.9,µm,1.8,rod-shaped,1,NULL,negative,13734
3360,NULL,NULL,NULL,NULL,0,NULL,positive,8015
3361,3,µm,1,rod-shaped,1,NULL,NULL,133648
3362,NULL,NULL,NULL,rod-shaped,0,NULL,negative,132853
3363,0.74,µm,0.54,rod-shaped,1,NULL,positive,7446
3364,2.25,µm,0.5,rod-shaped,1,NULL,negative,133424
3365,0.45,µm,1.25,NULL,NULL,NULL,positive,7797
3366,0.5,µm,1.25,rod-shaped,0,NULL,positive,11151
3367,2.6,µm,0.6,rod-shaped,1,NULL,positive,1298
3368,3,µm,0.75,rod-shaped,0,NULL,negative,133494
3369,2.15,µm,0.7,rod-shaped,1,NULL,negative,13678
3370,2.2,µm,0.34,rod-shaped,0,NULL,negative,24763
3371,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,13471
3372,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,12605
3373,0.95,µm,0.44,rod-shaped,1,NULL,negative,14193
3374,7.25,µm,0.85,rod-shaped,1,NULL,negative,17483
3375,1.1,µm,0.85,ovoid-shaped,0,NULL,negative,134110
3376,NULL,NULL,NULL,NULL,NULL,NULL,positive,8519
3377,NULL,NULL,NULL,NULL,NULL,NULL,positive,8520
3378,NULL,NULL,NULL,NULL,NULL,NULL,positive,8521
3379,NULL,NULL,NULL,NULL,NULL,NULL,positive,131823
3380,6.25,µm,0.45,rod-shaped,0,NULL,negative,17867
3381,11.25,µm,0.7,rod-shaped,0,NULL,negative,17865
3382,12.5,µm,0.7,rod-shaped,0,NULL,negative,17866
3383,3,µm,0.45,rod-shaped,0,NULL,negative,17864
3384,2.75,µm,0.6,rod-shaped,1,NULL,positive,1229
3385,NULL,NULL,NULL,rod-shaped,0,NULL,negative,134183
3386,NULL,NULL,NULL,rod-shaped,0,NULL,positive,13485
3387,NULL,NULL,NULL,rod-shaped,0,NULL,negative,17402
3388,NULL,NULL,NULL,rod-shaped,0,NULL,positive,7424
3389,3.7,µm,0.285,rod-shaped,1,NULL,negative,17964
3390,NULL,NULL,NULL,NULL,0,NULL,positive,16407
3391,NULL,NULL,NULL,NULL,0,NULL,positive,13304
3392,1.4-5.0,µm,0.5-0.7,rod-shaped,1,NULL,negative,17048
3393,3,µm,1.1,rod-shaped,0,NULL,negative,1611
3394,NULL,NULL,NULL,rod-shaped,0,NULL,positive,13264
3395,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,13276
3396,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,4396
3397,NULL,NULL,NULL,NULL,NULL,NULL,positive,13486
3398,2,µm,NULL,rod-shaped,1,NULL,negative,3031
3399,1.9,µm,0.65,rod-shaped,1,NULL,negative,134208
3400,3.15,µm,0.45,spiral-shaped,1,NULL,negative,11297
3401,3.15,µm,0.6,rod-shaped,1,NULL,negative,17932
3402,03-05,µm,0.5-0.8,rod-shaped,1,NULL,positive,11612
3403,03-05,µm,0.5-0.8,rod-shaped,1,NULL,positive,11610
3404,2.2-3,µm,0.7-1.1,ovoid-shaped,0,NULL,positive,6863
3405,1.4-1.9,µm,0.6-0.8,ovoid-shaped,1,NULL,negative,13731
3406,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,5267
3407,1.35,µm,0.7,rod-shaped,1,NULL,negative,13795
3408,NULL,NULL,0.8,rod-shaped,0,NULL,negative,13796
3409,0.6-2.2,µm,2.0-5.5,rod-shaped,0,NULL,negative,3946
3410,1.55,µm,0.55,rod-shaped,0,NULL,negative,13967
3411,3.25,µm,0.5,rod-shaped,0,NULL,negative,5803
3412,0.8-1.2,µm,0.4-0.6,rod-shaped,1,gliding,negative,5588
3413,2.5,µm,0.45,rod-shaped,1,gliding,negative,5480
3414,1.65,µm,0.5,rod-shaped,0,NULL,negative,134094
3415,1.55,µm,5.5,rod-shaped,1,NULL,negative,13966
3416,2.25,µm,0.6,rod-shaped,1,NULL,negative,14073
3417,3.25,µm,1.45,rod-shaped,1,NULL,positive,1512
3418,1.9,µm,0.65,rod-shaped,1,NULL,negative,2882
3419,3.5,µm,0.4,rod-shaped,0,NULL,negative,133649
3420,4,µm,0.9,rod-shaped,1,NULL,positive,134164
3421,02-03,µm,0.5-0.7,rod-shaped,1,NULL,variable,11588
3422,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,8509
3423,NULL,NULL,NULL,spiral-shaped,NULL,NULL,positive,3199
3424,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,7657
3425,NULL,NULL,0.8-1,rod-shaped,0,NULL,negative,17406
3426,NULL,NULL,0.8-1,rod-shaped,0,NULL,negative,17403
3427,2,µm,0.35,rod-shaped,1,NULL,negative,6138
3428,2.15,µm,0.65,rod-shaped,1,NULL,negative,1961
3429,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,7764
3430,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3209
3431,NULL,NULL,NULL,rod-shaped,0,NULL,NULL,7765
3432,1.3,µm,0.65,rod-shaped,1,gliding,negative,131144
3433,NULL,NULL,NULL,rod-shaped,0,NULL,positive,1861
3434,0.55,µm,0.55,coccus-shaped,0,NULL,positive,7787
3435,6,µm,0.3,spiral-shaped,1,NULL,NULL,134106
3436,NULL,NULL,NULL,NULL,0,NULL,positive,131849
3437,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,positive,14825
3438,NULL,NULL,NULL,ovoid-shaped,NULL,NULL,positive,11033
3439,NULL,NULL,NULL,NULL,0,NULL,positive,16395
3440,NULL,NULL,NULL,rod-shaped,0,NULL,positive,17106
3441,4.9,µm,0.45,rod-shaped,1,gliding,negative,5658
3442,2.25,µm,0.5,rod-shaped,1,NULL,negative,6036
3443,4,µm,0.8,rod-shaped,1,NULL,positive,11851
3444,5.5,µm,0.9,rod-shaped,1,NULL,negative,133659
3445,5.75,µm,1,rod-shaped,0,NULL,positive,6615
3446,1.6,µm,1,rod-shaped,0,NULL,positive,6613
3447,16,µm,1,rod-shaped,0,NULL,positive,6619
3448,NULL,NULL,NULL,rod-shaped,0,NULL,NULL,11072
3449,NULL,NULL,NULL,rod-shaped,0,NULL,NULL,11073
3450,2.2,µm,NULL,rod-shaped,1,NULL,negative,17298
3451,NULL,NULL,NULL,rod-shaped,NULL,NULL,NULL,8529
3452,2.8,µm,1,rod-shaped,0,NULL,positive,6612
3453,4.5,µm,0.75,rod-shaped,1,NULL,variable,11563
3454,2.1,µm,0.55,rod-shaped,0,NULL,negative,17299
3455,0.45-0.55,µm,1.6-2.5,rod-shaped,1,NULL,negative,482
3456,NULL,NULL,NULL,rod-shaped,0,NULL,positive,13253
3457,NULL,NULL,NULL,NULL,NULL,NULL,positive,16385
3458,1,µm,0.6,rod-shaped,1,NULL,negative,17646
3459,1.95,µm,0.7,rod-shaped,1,NULL,negative,10447
3460,1.1-1.7,µm,0.4-0.5,rod-shaped,0,NULL,negative,17700
3461,1-1.8,µm,0.3-0.5,rod-shaped,0,NULL,negative,17698
3462,0.8-2.6,µm,0.3-0.4,rod-shaped,0,NULL,negative,17699
3463,3.4,µm,1.25,rod-shaped,1,NULL,NULL,3986
3464,4,µm,0.55,rod-shaped,0,NULL,negative,5484
3465,6,µm,0.6,rod-shaped,0,NULL,negative,5604
3466,6,µm,0.6,rod-shaped,0,NULL,negative,5605
3467,2.5,µm,0.45,rod-shaped,0,NULL,negative,5606
3468,5,µm,0.275,rod-shaped,0,NULL,negative,5607
3469,0.4,µm,1,rod-shaped,0,NULL,positive,17989
3470,0.9,µm,0.3,rod-shaped,0,NULL,positive,12609
3471,NULL,NULL,NULL,coccus-shaped,0,NULL,negative,16386
3472,2.8,µm,0.65,ovoid-shaped,0,NULL,positive,1765
3473,NULL,NULL,NULL,rod-shaped,0,NULL,positive,10774
3474,3.15,µm,0.6,rod-shaped,1,NULL,negative,16686
3475,1.5-8,µm,0.4-0.8,rod-shaped,1,NULL,positive,17689
3476,0.9-1.8,µm,0.5-0.7,rod-shaped,1,NULL,negative,7236
3477,2.4,µm,1.4,rod-shaped,0,NULL,positive,2368
3478,2.5,µm,0.5,rod-shaped,1,NULL,negative,2099
3479,NULL,NULL,NULL,NULL,NULL,NULL,positive,16410
3480,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,16409
3481,4,µm,0.4,rod-shaped,1,NULL,positive,134095
3482,NULL,NULL,NULL,ovoid-shaped,1,NULL,positive,6360
3483,3,µm,0.5,rod-shaped,1,NULL,positive,11579
3484,2.5,µm,0.5,rod-shaped,1,NULL,positive,11578
3485,2,µm,0.5,rod-shaped,1,NULL,positive,11580
3486,1.25,µm,0.65,rod-shaped,1,NULL,negative,134204
3487,2,µm,1,rod-shaped,NULL,NULL,positive,11760
3488,NULL,NULL,NULL,ovoid-shaped,0,NULL,positive,10797
3489,NULL,NULL,NULL,NULL,0,NULL,positive,11235
3490,NULL,NULL,NULL,NULL,0,NULL,positive,11234
3491,NULL,NULL,NULL,NULL,0,NULL,NULL,8533
3492,105,µm,0.3,spiral-shaped,1,gliding,negative,14339
3493,1.15,µm,0.75,rod-shaped,0,NULL,positive,1766
3494,0.85,µm,1.1,rod-shaped,0,NULL,positive,1738
3495,2.4,µm,0.7,rod-shaped,1,NULL,negative,10451
3496,7.5,µm,0.4,rod-shaped,1,NULL,positive,18062
3497,0.8-6,µm,0.7-0.8,rod-shaped,0,NULL,negative,12544
3498,1.5,µm,0.7,rod-shaped,1,NULL,negative,14082
3499,NULL,NULL,NULL,NULL,NULL,NULL,positive,12588
3500,0.9,µm,0.75,rod-shaped,0,NULL,negative,17411
3501,1.2,µm,0.8,rod-shaped,1,NULL,negative,17658
3502,1.4,µm,0.75,rod-shaped,1,NULL,negative,13114
3503,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,8026
3504,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,8027
3505,0.6-3.4,µm,0.4-0.8,rod-shaped,0,NULL,variable,7332
3506,02-05,µm,0.8-1.2,rod-shaped,NULL,NULL,positive,1245
3507,0.8-1.2,µm,0.4-0.6,rod-shaped,0,NULL,positive,11217
3508,3.85,µm,0.65,rod-shaped,1,NULL,negative,6000
3509,0.65,µm,0.65,coccus-shaped,0,NULL,positive,7632
3510,1.5,µm,1.5,rod-shaped,0,NULL,positive,7423
3511,2.75,µm,0.35,rod-shaped,0,NULL,positive,134104
3512,4.5,µm,0.4,rod-shaped,0,NULL,negative,130153
3513,2,µm,0.9,rod-shaped,1,NULL,negative,6047
3514,NULL,NULL,0.7,coccus-shaped,0,NULL,positive,6283
3515,NULL,NULL,NULL,rod-shaped,0,NULL,negative,13867
3516,NULL,NULL,0.7-0.9,rod-shaped,1,NULL,negative,12699
3517,0.91-1.0,µm,0.62-0.78,coccus-shaped,NULL,NULL,positive,5344
3518,2.7,µm,0.45,rod-shaped,0,NULL,positive,11115
3519,1.5,µm,0.35,rod-shaped,0,NULL,positive,134096
3520,1.6,µm,0.75,rod-shaped,0,NULL,negative,13685
3521,1.1,µm,0.6,rod-shaped,0,NULL,negative,13687
3522,3.6,µm,0.5,rod-shaped,0,NULL,negative,5636
3523,2,µm,0.55,rod-shaped,NULL,NULL,positive,425
3524,NULL,NULL,NULL,NULL,NULL,NULL,positive,13193
3525,NULL,NULL,NULL,rod-shaped,0,NULL,positive,7270
3526,3.95,µm,1.525,rod-shaped,1,NULL,positive,11586
3527,3,µm,1,rod-shaped,1,NULL,negative,134088
3528,0.65,µm,1.2,rod-shaped,1,NULL,negative,13630
3529,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,11972
3530,NULL,NULL,NULL,NULL,0,NULL,positive,14862
3531,NULL,NULL,NULL,NULL,0,NULL,positive,14860
3532,NULL,NULL,NULL,NULL,0,NULL,positive,14861
3533,NULL,NULL,NULL,NULL,0,NULL,positive,14864
3534,NULL,NULL,NULL,NULL,0,NULL,positive,14863
3535,1.62,µm,0.73,ovoid-shaped,0,NULL,negative,8203
3536,4.25,µm,0.3,rod-shaped,0,NULL,negative,133698
3537,4.25,µm,0.35,rod-shaped,0,NULL,negative,133699
3538,3,µm,0.6,rod-shaped,1,NULL,negative,14072
3539,1.7,µm,0.7,rod-shaped,1,NULL,negative,14241
3540,3,µm,0.75,rod-shaped,0,NULL,negative,134092
3541,0.375,µm,NULL,NULL,NULL,NULL,positive,5842
3542,0.375,µm,NULL,NULL,NULL,NULL,positive,5841
3543,0.375,µm,NULL,NULL,NULL,NULL,positive,5840
3544,2.75,µm,0.95,rod-shaped,1,NULL,negative,134098
3545,3,µm,0.75,rod-shaped,1,NULL,negative,134099
3546,3.25,µm,0.7,rod-shaped,1,NULL,negative,13737
3547,6,µm,0.3,rod-shaped,1,NULL,positive,134101
3548,3.25,µm,0.86,NULL,1,NULL,negative,6043
3549,1.2-4.5,µm,0.68,rod-shaped,0,NULL,negative,3947
3550,3.15,µm,0.5,rod-shaped,1,NULL,positive,2829
3551,1.3,µm,0.65,rod-shaped,1,NULL,negative,1966
3552,4,µm,1.1,rod-shaped,1,NULL,negative,5975
3553,NULL,NULL,1.2,coccus-shaped,1,NULL,negative,5898
3554,NULL,NULL,NULL,rod-shaped,1,NULL,negative,134105
3555,2.9,µm,0.45,rod-shaped,0,NULL,negative,14155
3556,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,13393
3557,1,µm,1,rod-shaped,1,NULL,positive,12581
3558,NULL,NULL,0.4,rod-shaped,0,NULL,positive,7272
3559,NULL,NULL,NULL,rod-shaped,0,NULL,positive,7273
3560,NULL,NULL,1.7,coccus-shaped,0,NULL,negative,8189
3561,1.75,µm,0.9,rod-shaped,0,NULL,negative,133961
3562,7,µm,0.3,spiral-shaped,1,NULL,NULL,134107
3563,2.8,µm,0.5,rod-shaped,1,NULL,negative,17167
3564,3,µm,0.35,rod-shaped,0,NULL,negative,396
3565,3,µm,0.35,rod-shaped,0,NULL,negative,397
3566,0.9,µm,0.9,coccus-shaped,0,NULL,positive,6263
3567,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11044
3568,2.5,µm,0.75,rod-shaped,1,NULL,negative,6232
3569,2.25,µm,0.875,rod-shaped,0,NULL,negative,13790
3570,NULL,NULL,NULL,rod-shaped,1,NULL,negative,5017
3571,NULL,NULL,NULL,rod-shaped,0,NULL,variable,10626
3572,2.3-5.5,µm,0.5-0.5,rod-shaped,1,NULL,positive,2868
3573,2,µm,0.5,rod-shaped,1,NULL,negative,2342
3574,5,µm,0.7,rod-shaped,1,NULL,negative,16687
3575,3.05,µm,1.15,rod-shaped,1,NULL,negative,17232
3576,1.2,µm,0.5,rod-shaped,1,NULL,negative,11274
3577,3,µm,0.35,rod-shaped,1,NULL,negative,17443
3578,5.5,µm,0.8,rod-shaped,1,NULL,positive,11840
3579,5,µm,0.9,rod-shaped,1,NULL,positive,11831
3580,NULL,NULL,NULL,rod-shaped,0,NULL,negative,134100
3581,NULL,NULL,NULL,rod-shaped,1,NULL,negative,17508
3582,1.7,µm,0.7,rod-shaped,1,NULL,negative,17226
3583,1.4,µm,0.9,rod-shaped,1,NULL,negative,471
3584,1.7,µm,0.7,NULL,0,NULL,negative,5394
3585,NULL,NULL,NULL,NULL,0,NULL,negative,134112
3586,NULL,NULL,NULL,NULL,NULL,NULL,positive,8010
3587,4.3,µm,1.05,rod-shaped,1,NULL,positive,556
3588,0.55,µm,1.5,rod-shaped,0,NULL,positive,7425
3589,NULL,NULL,0.3-1.4,coccus-shaped,0,NULL,positive,12620
3590,1.4,µm,0.5,rod-shaped,1,NULL,negative,11284
3591,NULL,NULL,NULL,NULL,NULL,NULL,positive,16990
3592,1.75,µm,0.85,rod-shaped,0,NULL,negative,12503
3593,0.9,µm,0.5,ovoid-shaped,NULL,NULL,NULL,8544
3594,1.2,µm,0.7,rod-shaped,0,NULL,positive,7768
3595,02-03,µm,0.2,rod-shaped,1,NULL,negative,17738
3596,2.7-5.6,µm,0.28-0.48,rod-shaped,1,NULL,negative,6220
3597,1.6,µm,0.5,rod-shaped,1,NULL,negative,495
3598,2.5,µm,0.7,rod-shaped,1,NULL,negative,14080
3599,1.7,µm,0.7,rod-shaped,1,NULL,negative,14074
3600,02-03,µm,0.55-0.65,rod-shaped,1,NULL,negative,14078
3601,3.5,µm,0.55,rod-shaped,1,NULL,negative,14081
3602,0.5-1,µm,0.5,rod-shaped,0,NULL,negative,5784
3603,1.6-12.5,µm,0.3-0.6,rod-shaped,0,NULL,negative,5560
3604,1.1-2.3,µm,0.2-0.3,rod-shaped,0,NULL,negative,5561
3605,2.25,µm,0.4,rod-shaped,1,gliding,negative,5726
3606,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,7767
3607,NULL,NULL,NULL,coccus-shaped,1,NULL,positive,7766
3608,2.25,µm,1.25,rod-shaped,1,NULL,variable,11589
3609,NULL,NULL,NULL,rod-shaped,0,NULL,negative,13675
3610,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,133468
3611,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,133469
3612,NULL,NULL,0.75,rod-shaped,NULL,NULL,NULL,134108
3613,1.8,µm,0.5,rod-shaped,1,NULL,positive,11787
3614,2,µm,0.5,rod-shaped,1,NULL,positive,134137
3615,2,µm,0.5,rod-shaped,1,NULL,positive,1095
3616,2.5,µm,0.5,rod-shaped,1,NULL,positive,23706
3617,3.8,µm,0.75,rod-shaped,1,NULL,positive,1260
3618,2,µm,0.8,ovoid-shaped,1,NULL,negative,14280
3619,2.5-4.5,µm,0.8-1,rod-shaped,1,NULL,variable,1228
3620,1.15,µm,0.4,rod-shaped,0,NULL,NULL,14050
3621,1.35,µm,0.4,rod-shaped,0,NULL,NULL,14052
3622,NULL,NULL,NULL,NULL,0,NULL,positive,14867
3623,NULL,NULL,0.5,rod-shaped,0,NULL,positive,7276
3624,NULL,NULL,0.4,rod-shaped,0,NULL,positive,7275
3625,NULL,NULL,0.5,rod-shaped,0,NULL,positive,7274
3626,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11218
3627,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11219
3628,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11221
3629,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11222
3630,NULL,NULL,NULL,rod-shaped,0,NULL,positive,11220
3631,NULL,NULL,NULL,rod-shaped,0,NULL,positive,10800
3632,NULL,NULL,NULL,rod-shaped,NULL,NULL,positive,17821
3633,NULL,NULL,NULL,spiral-shaped,1,NULL,negative,133935
3634,NULL,NULL,NULL,spiral-shaped,1,NULL,negative,6808
3635,NULL,NULL,NULL,spiral-shaped,1,NULL,negative,6807
3636,NULL,NULL,NULL,spiral-shaped,1,NULL,negative,133936
3637,0.9,µm,1.75,rod-shaped,0,NULL,positive,11116
3638,1.15,µm,0.55,rod-shaped,1,NULL,negative,134109
3639,NULL,NULL,NULL,rod-shaped,0,NULL,NULL,6279
3640,NULL,NULL,NULL,rod-shaped,0,NULL,negative,8194
3641,NULL,NULL,NULL,rod-shaped,0,NULL,positive,10803
3642,NULL,NULL,NULL,rod-shaped,0,NULL,positive,10802
3643,3,µm,0.1,NULL,1,NULL,negative,17782
3644,NULL,NULL,NULL,NULL,0,NULL,positive,4259
3645,01-02,µm,0.5-0.8,rod-shaped,1,NULL,negative,134151
3646,1.4-1.9,µm,0.5-0.8,ovoid-shaped,1,NULL,NULL,4159
3647,NULL,NULL,NULL,NULL,0,NULL,positive,5848
3648,2,µm,1.15,ovoid-shaped,0,NULL,negative,16671
3649,2.75,µm,0.8,rod-shaped,1,NULL,negative,134111
3650,03-07,µm,0.5-0.6,rod-shaped,1,NULL,positive,2514
3651,NULL,NULL,NULL,rod-shaped,1,NULL,negative,13804
3652,0.9-1.3,µm,0.5-0.8,ovoid-shaped,0,NULL,negative,8202
3653,6,µm,0.5,rod-shaped,1,gliding,negative,5650
3654,1.3-1.8,µm,0.5-0.6,rod-shaped,0,NULL,positive,1253
3655,1.6-2.8,µm,0.8-1.6,rod-shaped,1,NULL,positive,1244
3656,2.6,µm,0.8,rod-shaped,1,NULL,negative,6045
3657,0.4,µm,0.9,rod-shaped,1,NULL,negative,133807
3658,1.5-4,µm,0.3-0.5,rod-shaped,1,NULL,negative,23756
3659,1.675,µm,0.65,rod-shaped,1,NULL,negative,11324
3660,2.36,µm,0.8,rod-shaped,1,NULL,positive,6676
3661,1.65-3.41,µm,0.71-1.03,rod-shaped,0,NULL,positive,6579
3662,NULL,NULL,0.8,rod-shaped,0,NULL,negative,132051
3663,NULL,NULL,0.8,rod-shaped,0,NULL,negative,130606
3664,2.5-4,µm,0.5-0.7,rod-shaped,0,NULL,negative,5640
3665,0.7-2,µm,0.2-0.3,rod-shaped,0,NULL,negative,134176
3666,1.35,µm,0.25,rod-shaped,1,NULL,negative,17858
3667,2.425,µm,0.7,rod-shaped,1,NULL,negative,7181
3668,2.25,µm,0.55,rod-shaped,0,NULL,positive,6636
3669,NULL,NULL,NULL,rod-shaped,0,NULL,positive,3227
3670,0.6,µm,0.6,coccus-shaped,0,NULL,positive,7788
3671,NULL,NULL,NULL,rod-shaped,1,NULL,negative,395
3672,1-1.25,µm,0.5,rod-shaped,0,NULL,negative,17509
3673,2.0-3.0,µm,0.1-0.2,rod-shaped,1,NULL,negative,134216
3674,1,µm,NULL,coccus-shaped,0,NULL,positive,5258
3675,02-05,µm,1,rod-shaped,0,NULL,positive,6628
3676,1.6,µm,0.6,rod-shaped,1,NULL,negative,13115
3677,1.5,µm,0.75,rod-shaped,1,NULL,negative,10428
3678,1.5,µm,0.45,rod-shaped,0,NULL,negative,134121
3679,NULL,NULL,NULL,rod-shaped,1,gliding,negative,134122
3680,NULL,NULL,NULL,rod-shaped,1,gliding,negative,134123
3681,NULL,NULL,NULL,rod-shaped,1,gliding,negative,134124
3682,2.5,µm,0.4,rod-shaped,0,NULL,negative,134125
3683,2,µm,0.4,rod-shaped,0,NULL,negative,134133
3684,2.5,µm,0.45,rod-shaped,0,NULL,negative,134126
3685,3.25,µm,0.45,rod-shaped,0,NULL,negative,134127
3686,4,µm,0.5,rod-shaped,0,NULL,negative,134128
3687,5.5,µm,0.45,rod-shaped,0,NULL,negative,134129
3688,5.5,µm,0.4,rod-shaped,0,NULL,negative,134130
3689,5,µm,0.5,rod-shaped,1,gliding,negative,134131
3690,8.5,µm,0.5,rod-shaped,1,gliding,negative,134132
3691,2,µm,0.55,rod-shaped,0,NULL,negative,17706
3692,02-20,µm,NULL,rod-shaped,0,NULL,positive,6412
3693,1.85,µm,0.75,rod-shaped,1,NULL,negative,2456
3694,3.5,µm,1,rod-shaped,0,NULL,positive,134234
3695,2,µm,1.1,coccus-shaped,0,NULL,negative,8196
3696,2,µm,1.1,coccus-shaped,0,NULL,negative,8201
3697,NULL,NULL,NULL,ovoid-shaped,0,NULL,positive,11041
3698,0.75,µm,0.75,coccus-shaped,0,NULL,positive,14665
3699,01-02,µm,0.5-0.7,rod-shaped,1,NULL,negative,11303
3700,2.5-4,µm,0.3-0.5,coccus-shaped,NULL,NULL,positive,7277
3701,2.5,µm,0.7,rod-shaped,0,NULL,negative,134119
3702,2,µm,0.8,rod-shaped,1,NULL,negative,11598
3703,0.75,µm,2.05,rod-shaped,1,NULL,negative,12514
3704,NULL,NULL,NULL,NULL,NULL,NULL,positive,133559
3705,NULL,NULL,NULL,NULL,1,NULL,positive,16428
3706,3.05,µm,0.95,rod-shaped,1,NULL,positive,11587
3707,0.8-2,µm,0.5-0.7,rod-shaped,NULL,NULL,negative,1972
3708,2.65,µm,0.4,rod-shaped,0,NULL,negative,134138
3709,3-6.5,µm,0.5,rod-shaped,0,NULL,positive,134179
3710,1.7-2.5,µm,0.4-0.6,rod-shaped,1,gliding,negative,133548
3711,1.1,µm,0.85,rod-shaped,0,NULL,negative,17410
3712,1.1,µm,0.7,rod-shaped,0,NULL,negative,14253
3713,1.35,µm,0.5,rod-shaped,0,NULL,negative,134140
3714,2.15,µm,0.4,rod-shaped,0,NULL,negative,5613
3715,NULL,NULL,NULL,spiral-shaped,1,NULL,NULL,134136
3716,0.6-1.5,µm,0.4-0.6,rod-shaped,NULL,NULL,negative,1988
3717,1.5,µm,0.65,rod-shaped,NULL,NULL,negative,1978
3718,NULL,NULL,1.3-2.1,rod-shaped,1,NULL,negative,2961
3719,NULL,NULL,1.2-1.5,rod-shaped,1,NULL,negative,2960
3720,2.5,µm,0.65,rod-shaped,1,NULL,negative,134148
3721,NULL,NULL,NULL,rod-shaped,1,NULL,negative,13140
3722,23.5,µm,0.6,rod-shaped,0,NULL,negative,17051
3723,03-05,µm,0.8-1,rod-shaped,0,NULL,variable,131756
3724,6,µm,0.75,rod-shaped,1,NULL,positive,18119
3725,NULL,NULL,NULL,coccus-shaped,0,NULL,positive,7772
3726,1.25,µm,1.25,coccus-shaped,0,NULL,positive,11058
3727,NULL,NULL,NULL,rod-shaped,0,NULL,positive,16408
3728,0.7,µm,0.7,coccus-shaped,0,NULL,negative,134143
3729,2.1,µm,2.1,coccus-shaped,0,NULL,positive,6329
3730,2.25,µm,0.55,rod-shaped,0,NULL,negative,17707
3731,1.75,µm,0.9,rod-shaped,0,NULL,positive,11113
3732,NULL,NULL,NULL,rod-shaped,1,NULL,negative,5235
3733,NULL,NULL,1-1.5,coccus-shaped,0,NULL,positive,6265
3734,NULL,NULL,0.8-1.5,NULL,1,NULL,negative,24077
3735,3,µm,1,rod-shaped,1,NULL,positive,11635
3736,0.9-1.5,µm,0.5-0.8,rod-shaped,1,NULL,negative,455
3737,0.9-1.5,µm,0.5-0.8,rod-shaped,1,NULL,negative,456
3738,1.3,µm,0.6,ovoid-shaped,0,NULL,negative,12541
3739,1.6,µm,1,ovoid-shaped,0,NULL,negative,8207
3740,3.75,µm,0.6,rod-shaped,1,NULL,variable,11629
3741,NULL,NULL,NULL,rod-shaped,1,gliding,negative,134141
3742,0.45,µm,0.3,ovoid-shaped,0,NULL,negative,134144
3743,4.5,µm,0.75,rod-shaped,0,NULL,negative,3812
3744,2.25,µm,0.75,rod-shaped,0,NULL,negative,6048
3745,2.8-4.5,µm,0.56,rod-shaped,0,NULL,positive,2831
3746,NULL,NULL,NULL,rod-shaped,0,NULL,negative,3863
3747,NULL,NULL,NULL,rod-shaped,0,NULL,positive,16432
3748,NULL,NULL,NULL,rod-shaped,0,NULL,positive,16431
3749,NULL,NULL,NULL,rod-shaped,0,NULL,positive,16429
3750,NULL,NULL,NULL,rod-shaped,0,NULL,positive,16430
3751,4.5,µm,0.55,rod-shaped,NULL,NULL,negative,17038
3752,0.8-2,µm,0.4-0.8,rod-shaped,1,NULL,negative,13931
3753,1.5-2,µm,1.5,ovoid-shaped,1,NULL,negative,384
3754,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,5683
3755,NULL,NULL,NULL,rod-shaped,NULL,NULL,negative,5669
3756,3.75,µm,0.45,rod-shaped,1,gliding,negative,5590
3757,1.75,µm,0.55,rod-shaped,1,NULL,positive,11599
3758,NULL,NULL,NULL,rod-shaped,0,NULL,positive,2370
3759,1.8,µm,0.35,rod-shaped,0,NULL,negative,17454
