PK_IS_link,Cat1_link,Cat2_link,Cat3_link,ID_strains,ID_origin
55030,4,29.0,148.0,156181,0
55031,4,29.0,148.0,156342,0
55032,4,29.0,148.0,156772,0
55033,4,29.0,148.0,153557,0
55034,4,29.0,148.0,154790,0
55035,4,29.0,148.0,152174,0
55036,4,29.0,148.0,142971,0
55037,4,29.0,148.0,148722,0
55038,4,29.0,148.0,143832,0
55039,4,29.0,148.0,144876,0
55040,4,29.0,148.0,144922,0
55041,4,29.0,148.0,145068,0
55042,4,29.0,148.0,146442,0
55043,4,29.0,148.0,153475,0
55044,4,29.0,148.0,154977,0
55045,4,29.0,148.0,155590,0
55046,4,29.0,148.0,142602,0
55047,4,29.0,148.0,154734,0
55048,4,29.0,148.0,146433,0
55049,4,29.0,148.0,154967,0
55050,4,29.0,148.0,146587,0
55051,4,29.0,148.0,152811,0
55052,4,29.0,148.0,154666,0
55053,4,29.0,148.0,143829,0
55054,4,29.0,148.0,156780,0
55055,4,29.0,148.0,154100,0
55056,4,29.0,148.0,144642,0
55057,4,29.0,148.0,144643,0
55058,4,29.0,148.0,153348,0
55059,4,29.0,148.0,153990,0
55060,4,29.0,148.0,154880,0
55061,4,29.0,148.0,154996,0
55062,4,29.0,148.0,156065,0
55063,4,29.0,148.0,154923,0
55064,4,29.0,148.0,154931,0
55065,4,29.0,148.0,147286,0
55066,4,29.0,148.0,150755,0
55067,4,29.0,148.0,145062,0
55068,4,29.0,148.0,153262,0
55069,4,29.0,148.0,153433,0
55070,4,29.0,148.0,153662,0
55071,4,29.0,148.0,153809,0
55072,4,29.0,148.0,154080,0
55073,4,29.0,148.0,155137,0
55074,4,29.0,148.0,153653,0
55075,4,29.0,148.0,155105,0
55076,4,29.0,148.0,153144,0
55077,4,29.0,148.0,154092,0
55078,4,29.0,148.0,157011,0
55079,4,29.0,148.0,142396,0
55080,4,29.0,148.0,143082,0
55081,4,29.0,148.0,144341,0
55082,4,29.0,148.0,150003,0
55083,4,29.0,148.0,153093,0
55084,4,29.0,148.0,154404,0
55085,4,29.0,148.0,155217,0
55086,4,29.0,148.0,155834,0
55087,4,29.0,148.0,156247,0
55088,4,29.0,148.0,156610,0
55089,4,29.0,148.0,155295,0
55090,4,29.0,148.0,156373,0
55091,4,29.0,148.0,148161,0
55092,4,29.0,148.0,154512,0
55093,4,29.0,148.0,156830,0
55094,4,29.0,148.0,157190,0
55095,4,29.0,148.0,151068,0
55096,4,29.0,148.0,151932,0
55097,4,29.0,148.0,152392,0
55098,4,29.0,148.0,153520,0
55099,4,29.0,148.0,153933,0
55100,4,29.0,148.0,154424,0
55101,4,29.0,148.0,154736,0
55102,4,29.0,148.0,156156,0
55103,4,29.0,148.0,156325,0
55104,4,29.0,148.0,156757,0
55105,4,29.0,148.0,156924,0
55106,4,29.0,148.0,149285,0
55107,4,29.0,148.0,154012,0
55108,4,29.0,148.0,152416,0
55109,4,29.0,148.0,154821,0
55110,4,29.0,148.0,144081,0
55111,4,29.0,148.0,146357,0
55112,4,29.0,148.0,148068,0
55113,4,29.0,148.0,151911,0
55114,4,29.0,148.0,152248,0
55115,4,29.0,148.0,155139,0
55116,4,29.0,148.0,155242,0
55117,4,29.0,148.0,155391,0
55118,4,29.0,148.0,155758,0
55119,4,29.0,148.0,156249,0
55120,4,29.0,148.0,155025,0
55121,4,29.0,148.0,153540,0
55122,4,29.0,148.0,156931,0
55123,4,29.0,148.0,144298,0
55124,4,29.0,148.0,145808,0
55125,4,29.0,148.0,147550,0
55126,4,29.0,148.0,152623,0
55127,4,29.0,148.0,152627,0
55128,4,29.0,148.0,152628,0
55129,4,29.0,148.0,153216,0
55130,4,29.0,148.0,153870,0
55131,4,29.0,148.0,155716,0
55132,4,29.0,148.0,156369,0
55133,4,29.0,148.0,156587,0
55134,4,29.0,148.0,146658,0
55135,4,29.0,148.0,153374,0
55136,4,29.0,148.0,154600,0
55137,4,29.0,148.0,156927,0
55138,4,29.0,148.0,157010,0
55139,4,29.0,148.0,157083,0
55140,4,29.0,148.0,154089,0
55141,4,29.0,148.0,143534,0
55142,4,29.0,148.0,144198,0
55143,4,29.0,148.0,146530,0
55144,4,29.0,148.0,149444,0
55145,4,29.0,148.0,151894,0
55146,4,29.0,148.0,156218,0
55147,4,29.0,148.0,156687,0
55148,4,29.0,148.0,156735,0
55149,4,29.0,148.0,152784,0
55150,4,29.0,148.0,146329,0
55151,4,29.0,148.0,154016,0
55152,4,29.0,148.0,146536,0
55153,4,29.0,148.0,156782,0
55154,4,29.0,148.0,156853,0
55155,4,29.0,148.0,156416,0
55156,4,29.0,148.0,156417,0
55157,4,29.0,148.0,146276,0
55158,4,29.0,148.0,152206,0
55159,4,29.0,148.0,152281,0
55160,4,29.0,148.0,153102,0
55161,4,29.0,148.0,153524,0
55162,4,29.0,148.0,153842,0
55163,4,29.0,148.0,154197,0
55164,4,29.0,148.0,154811,0
55165,4,29.0,148.0,155181,0
55166,4,29.0,148.0,155592,0
55167,4,29.0,148.0,156263,0
55168,4,29.0,148.0,156450,0
55169,4,29.0,148.0,156494,0
55170,4,29.0,148.0,153646,0
55171,4,29.0,148.0,156130,0
55172,4,29.0,148.0,153511,0
55173,4,29.0,148.0,146863,0
55174,4,29.0,148.0,148174,0
55175,4,29.0,148.0,149567,0
55176,4,29.0,148.0,156586,0
55177,4,29.0,148.0,146214,0
55178,4,29.0,148.0,146542,0
55179,4,29.0,148.0,147242,0
55180,4,29.0,148.0,151844,0
55181,4,29.0,148.0,153313,0
55182,4,29.0,148.0,153537,0
55183,4,29.0,148.0,154631,0
55184,4,29.0,148.0,146771,0
55185,4,29.0,148.0,153010,0
55186,4,29.0,148.0,154312,0
55187,4,29.0,148.0,156025,0
55188,4,29.0,148.0,155273,0
55189,4,29.0,148.0,150551,0
55190,4,29.0,148.0,153546,0
55191,4,29.0,148.0,156229,0
55192,4,29.0,148.0,141788,0
55193,4,29.0,148.0,154085,0
55194,4,29.0,148.0,156731,0
55195,4,29.0,148.0,145124,0
55196,4,29.0,148.0,145477,0
55197,4,29.0,148.0,148315,0
55198,4,29.0,148.0,149941,0
55199,4,29.0,148.0,150585,0
55200,4,29.0,148.0,151583,0
55201,4,29.0,148.0,152388,0
55202,4,29.0,148.0,153742,0
55203,4,29.0,148.0,153898,0
55204,4,29.0,148.0,153938,0
55205,4,29.0,148.0,153951,0
55206,4,29.0,148.0,154713,0
55207,4,29.0,148.0,155645,0
55208,4,29.0,148.0,155753,0
55209,4,29.0,148.0,149757,0
55210,4,29.0,148.0,156177,0
55211,4,29.0,148.0,155777,0
55212,4,29.0,148.0,156889,0
55213,4,29.0,148.0,141542,0
55214,4,29.0,148.0,146999,0
55215,4,29.0,148.0,150772,0
55216,4,29.0,148.0,153346,0
55217,4,29.0,148.0,154269,0
55218,4,29.0,148.0,154927,0
55219,4,29.0,148.0,155441,0
55220,4,29.0,148.0,155698,0
55221,4,29.0,148.0,155751,0
55222,4,29.0,148.0,156343,0
55223,4,29.0,148.0,156358,0
55224,4,29.0,148.0,156412,0
55225,4,29.0,148.0,156755,0
55226,4,29.0,148.0,154444,0
55227,4,29.0,148.0,154731,0
55228,4,29.0,148.0,153193,0
55229,4,29.0,148.0,154084,0
55230,4,29.0,148.0,157197,0
55231,4,29.0,148.0,146234,0
55232,4,29.0,148.0,152630,0
55233,4,29.0,148.0,152642,0
55234,4,29.0,148.0,152779,0
55235,4,29.0,148.0,153516,0
55236,4,29.0,148.0,154069,0
55237,4,29.0,148.0,154138,0
55238,4,29.0,148.0,154149,0
55239,4,29.0,148.0,154184,0
55240,4,29.0,148.0,154367,0
55241,4,29.0,148.0,154385,0
55242,4,29.0,148.0,155430,0
55243,4,29.0,148.0,155778,0
55244,4,29.0,148.0,156419,0
55245,4,29.0,148.0,156739,0
55246,4,29.0,148.0,152063,0
55247,4,29.0,148.0,147155,0
55248,4,29.0,148.0,157130,0
55249,4,29.0,148.0,151600,0
55250,4,29.0,148.0,145313,0
55251,4,29.0,148.0,157234,0
55252,4,29.0,148.0,143418,0
55253,4,29.0,148.0,144960,0
55254,4,29.0,148.0,145602,0
55255,4,29.0,148.0,148411,0
55256,4,29.0,148.0,151266,0
55257,4,29.0,148.0,151566,0
55258,4,29.0,148.0,151751,0
55259,4,29.0,148.0,151792,0
55260,4,29.0,148.0,152196,0
55261,4,29.0,148.0,153161,0
55262,4,29.0,148.0,153242,0
55263,4,29.0,148.0,153859,0
55264,4,29.0,148.0,154368,0
55265,4,29.0,148.0,154389,0
55266,4,29.0,148.0,154506,0
55267,4,29.0,148.0,154945,0
55268,4,29.0,148.0,155446,0
55269,4,29.0,148.0,156135,0
55270,4,29.0,148.0,156217,0
55271,4,29.0,148.0,156937,0
55272,4,29.0,148.0,152686,0
55273,4,29.0,148.0,151812,0
55274,4,29.0,148.0,143239,0
55275,4,29.0,148.0,157036,0
55276,4,29.0,148.0,144446,0
55277,4,29.0,148.0,144931,0
55278,4,29.0,148.0,149247,0
55279,4,29.0,148.0,149763,0
55280,4,29.0,148.0,150705,0
55281,4,29.0,148.0,153620,0
55282,4,29.0,148.0,153921,0
55283,4,29.0,148.0,154376,0
55284,4,29.0,148.0,155768,0
55285,4,29.0,148.0,155769,0
55286,4,29.0,148.0,156738,0
55287,4,29.0,148.0,147351,0
55288,4,29.0,148.0,149735,0
55289,4,29.0,148.0,156805,0
55290,4,29.0,148.0,144816,0
55291,4,29.0,148.0,143368,0
55292,4,29.0,148.0,143461,0
55293,4,29.0,148.0,151808,0
55294,4,29.0,148.0,151845,0
55295,4,29.0,148.0,152418,0
55296,4,29.0,148.0,153203,0
55297,4,29.0,148.0,153741,0
55298,4,29.0,148.0,154290,0
55299,4,29.0,148.0,154515,0
55300,4,29.0,148.0,154679,0
55301,4,29.0,148.0,155046,0
55302,4,29.0,148.0,155070,0
55303,4,29.0,148.0,156040,0
55304,4,29.0,148.0,156347,0
55305,4,29.0,148.0,156916,0
55306,4,29.0,148.0,156947,0
55307,4,29.0,148.0,154453,0
55308,4,29.0,148.0,148382,0
55309,4,29.0,148.0,145412,0
55310,4,29.0,148.0,156407,0
55311,4,29.0,148.0,156256,0
55312,4,29.0,148.0,144616,0
55313,4,29.0,148.0,145343,0
55314,4,29.0,148.0,152449,0
55315,4,29.0,148.0,152637,0
55316,4,29.0,148.0,153450,0
55317,4,29.0,148.0,153457,0
55318,4,29.0,148.0,154374,0
55319,4,29.0,148.0,154382,0
55320,4,29.0,148.0,154541,0
55321,4,29.0,148.0,155173,0
55322,4,29.0,148.0,156808,0
55323,4,29.0,148.0,156809,0
55324,4,29.0,148.0,156827,0
55325,4,29.0,148.0,152011,0
55326,4,29.0,148.0,156367,0
55327,4,29.0,148.0,156372,0
55328,4,29.0,148.0,156988,0
55329,4,29.0,148.0,146307,0
55330,4,29.0,148.0,146646,0
55331,4,29.0,148.0,148204,0
55332,4,29.0,148.0,148417,0
55333,4,29.0,148.0,149022,0
55334,4,29.0,148.0,152635,0
55335,4,29.0,148.0,152636,0
55336,4,29.0,148.0,152937,0
55337,4,29.0,148.0,153392,0
55338,4,29.0,148.0,153445,0
55339,4,29.0,148.0,153754,0
55340,4,29.0,148.0,153763,0
55341,4,29.0,148.0,153841,0
55342,4,29.0,148.0,153932,0
55343,4,29.0,148.0,155418,0
55344,4,29.0,148.0,156002,0
55345,4,29.0,148.0,156461,0
55346,4,29.0,148.0,156632,0
55347,4,29.0,148.0,149424,0
55348,4,29.0,148.0,152463,0
55349,4,29.0,148.0,143836,0
55350,4,29.0,148.0,146942,0
55351,4,29.0,148.0,148129,0
55352,4,29.0,148.0,149346,0
55353,4,29.0,148.0,151811,0
55354,4,29.0,148.0,152979,0
55355,4,29.0,148.0,153180,0
55356,4,29.0,148.0,154007,0
55357,4,29.0,148.0,154027,0
55358,4,29.0,148.0,154223,0
55359,4,29.0,148.0,156305,0
55360,4,29.0,148.0,156845,0
55361,4,29.0,148.0,150510,0
55362,4,29.0,148.0,151598,0
55363,4,29.0,148.0,154310,0
55364,4,29.0,148.0,154095,0
55365,4,29.0,148.0,150068,0
55366,4,29.0,148.0,154006,0
55367,4,29.0,148.0,143959,0
55368,4,29.0,148.0,153373,0
55369,4,29.0,148.0,155357,0
55370,4,29.0,148.0,143250,0
55371,4,29.0,148.0,145430,0
55372,4,29.0,148.0,146452,0
55373,4,29.0,148.0,148900,0
55374,4,29.0,148.0,149442,0
55375,4,29.0,148.0,151111,0
55376,4,29.0,148.0,151851,0
55377,4,29.0,148.0,152774,0
55378,4,29.0,148.0,155512,0
55379,4,29.0,148.0,155939,0
55380,4,29.0,148.0,155974,0
55381,4,29.0,148.0,156423,0
55382,4,29.0,148.0,152316,0
55383,4,29.0,148.0,154321,0
55384,4,29.0,148.0,155922,0
55385,4,29.0,148.0,155384,0
55386,4,29.0,148.0,141615,0
55387,4,29.0,148.0,142620,0
55388,4,29.0,148.0,156918,0
55389,4,29.0,148.0,156932,0
55390,4,29.0,148.0,156943,0
55391,4,29.0,148.0,141805,0
55392,4,29.0,148.0,144654,0
55393,4,29.0,148.0,149581,0
55394,4,29.0,148.0,149829,0
55395,4,29.0,148.0,151087,0
55396,4,29.0,148.0,151156,0
55397,4,29.0,148.0,152863,0
55398,4,29.0,148.0,153086,0
55399,4,29.0,148.0,153852,0
55400,4,29.0,148.0,154328,0
55401,4,29.0,148.0,154561,0
55402,4,29.0,148.0,154649,0
55403,4,29.0,148.0,154693,0
55404,4,29.0,148.0,154827,0
55405,4,29.0,148.0,155882,0
55406,4,29.0,148.0,156404,0
55407,4,29.0,148.0,156948,0
55408,4,29.0,148.0,148886,0
55409,4,29.0,148.0,156858,0
55410,4,29.0,148.0,156783,0
55411,4,29.0,148.0,154083,0
55412,4,29.0,148.0,146471,0
55413,4,29.0,148.0,149020,0
55414,4,29.0,148.0,151613,0
55415,4,29.0,148.0,152422,0
55416,4,29.0,148.0,152865,0
55417,4,29.0,148.0,152866,0
55418,4,29.0,148.0,152933,0
55419,4,29.0,148.0,152977,0
55420,4,29.0,148.0,152978,0
55421,4,29.0,148.0,153098,0
55422,4,29.0,148.0,153185,0
55423,4,29.0,148.0,153491,0
55424,4,29.0,148.0,153619,0
55425,4,29.0,148.0,154792,0
55426,4,29.0,148.0,155165,0
55427,4,29.0,148.0,155825,0
55428,4,29.0,148.0,155927,0
55429,4,29.0,148.0,156212,0
55430,4,29.0,148.0,156346,0
55431,4,29.0,148.0,151904,0
55432,4,29.0,148.0,155431,0
55433,4,29.0,148.0,143166,0
55434,4,29.0,148.0,157147,0
55435,4,29.0,148.0,157208,0
55436,4,29.0,148.0,142348,0
55437,4,29.0,148.0,148394,0
55438,4,29.0,148.0,152871,0
55439,4,29.0,148.0,152918,0
55440,4,29.0,148.0,153130,0
55441,4,29.0,148.0,153510,0
55442,4,29.0,148.0,153825,0
55443,4,29.0,148.0,155161,0
55444,4,29.0,148.0,155241,0
55445,4,29.0,148.0,155380,0
55446,4,29.0,148.0,155952,0
55447,4,29.0,148.0,156068,0
55448,4,29.0,148.0,156357,0
55449,4,29.0,148.0,156427,0
55450,4,29.0,148.0,152917,0
55451,4,29.0,148.0,152538,0
55452,4,29.0,148.0,155945,0
55453,4,29.0,148.0,155946,0
55454,4,29.0,148.0,153434,0
55455,4,29.0,148.0,157154,0
55456,4,29.0,148.0,154087,0
55457,4,29.0,148.0,146098,0
55458,4,29.0,148.0,149474,0
55459,4,29.0,148.0,151026,0
55460,4,29.0,148.0,151316,0
55461,4,29.0,148.0,153085,0
55462,4,29.0,148.0,153241,0
55463,4,29.0,148.0,153493,0
55464,4,29.0,148.0,153675,0
55465,4,29.0,148.0,153826,0
55466,4,29.0,148.0,154230,0
55467,4,29.0,148.0,154627,0
55468,4,29.0,148.0,155703,0
55469,4,29.0,148.0,155750,0
55470,4,29.0,148.0,156771,0
55471,4,29.0,148.0,156622,0
55472,4,29.0,148.0,149056,0
55473,4,29.0,148.0,154531,0
55474,4,29.0,148.0,156322,0
55475,4,29.0,148.0,156483,0
55476,4,29.0,148.0,156485,0
55477,4,29.0,148.0,144815,0
55478,4,29.0,148.0,152823,0
55479,4,29.0,148.0,150040,0
55480,4,29.0,148.0,152783,0
55481,4,29.0,148.0,154415,0
55482,4,29.0,148.0,154630,0
55483,4,29.0,148.0,155551,0
55484,4,29.0,148.0,155953,0
55485,4,29.0,148.0,156425,0
55486,4,29.0,148.0,156426,0
55487,4,29.0,148.0,156633,0
55488,4,29.0,148.0,156675,0
55489,4,29.0,148.0,156810,0
55490,4,29.0,148.0,157173,0
55491,4,29.0,148.0,146866,0
55492,4,29.0,148.0,152278,0
55493,4,29.0,148.0,153229,0
55494,4,29.0,148.0,153449,0
55495,4,29.0,148.0,154372,0
55496,4,29.0,148.0,154680,0
55497,4,29.0,148.0,156341,0
55498,4,29.0,148.0,156424,0
55499,4,29.0,148.0,152470,0
55500,4,29.0,148.0,145517,0
55501,4,29.0,148.0,152840,0
55502,4,29.0,148.0,153854,0
55503,4,29.0,148.0,154847,0
55504,4,29.0,148.0,156063,0
55505,4,29.0,148.0,156334,0
55506,4,29.0,148.0,154732,0
55507,4,29.0,148.0,155085,0
55508,4,29.0,148.0,155377,0
55509,4,29.0,148.0,155420,0
55510,4,29.0,148.0,155940,0
55511,4,29.0,148.0,156684,0
55512,4,29.0,148.0,149779,0
55513,4,29.0,148.0,149780,0
55514,4,29.0,148.0,150183,0
55515,4,29.0,148.0,152965,0
55516,4,29.0,148.0,153207,0
55517,4,29.0,148.0,153786,0
55518,4,29.0,148.0,155741,0
55519,4,29.0,148.0,156213,0
55520,4,29.0,148.0,156933,0
55521,4,29.0,148.0,155350,0
55522,4,29.0,148.0,151642,0
55523,4,29.0,148.0,155908,0
55524,4,29.0,148.0,156228,0
55525,4,29.0,148.0,156362,0
55526,4,29.0,148.0,143532,0
55527,4,29.0,148.0,143533,0
55528,4,29.0,148.0,152725,0
55529,4,29.0,148.0,154039,0
55530,4,29.0,148.0,156686,0
55531,4,29.0,148.0,157066,0
55532,4,29.0,148.0,157120,0
55533,4,29.0,148.0,152641,0
55534,4,29.0,148.0,152841,0
55535,4,29.0,148.0,155244,0
55536,4,29.0,148.0,155386,0
55537,4,29.0,148.0,153192,0
55538,4,29.0,148.0,155262,0
55539,4,29.0,148.0,156006,0
55540,4,29.0,148.0,156219,0
55541,4,29.0,148.0,152517,0
55542,4,29.0,148.0,153838,0
55543,4,29.0,148.0,153858,0
55544,4,29.0,148.0,155835,0
55545,4,29.0,148.0,152644,0
55546,4,29.0,148.0,154217,0
55547,4,29.0,148.0,149484,0
55548,4,29.0,148.0,157165,0
55549,4,29.0,148.0,149435,0
55550,4,29.0,148.0,149437,0
55551,4,29.0,148.0,150535,0
55552,4,29.0,148.0,149766,0
55553,4,29.0,148.0,143224,0
55554,4,29.0,148.0,146188,0
55555,4,29.0,148.0,144464,0
55556,4,29.0,148.0,144923,0
55557,4,29.0,148.0,153685,0
55558,4,29.0,148.0,152045,0
55559,4,29.0,148.0,143382,0
55560,4,29.0,148.0,151366,0
55561,4,29.0,148.0,152645,0
55562,4,29.0,148.0,152929,0
55563,4,29.0,148.0,143218,0
55564,4,29.0,148.0,151755,0
55565,4,29.0,148.0,145339,0
55566,4,29.0,148.0,146681,0
55567,4,29.0,148.0,152195,0
55568,4,29.0,148.0,156958,0
55569,4,29.0,148.0,153725,0
55570,4,29.0,148.0,150210,0
55571,4,29.0,148.0,152296,0
55572,4,29.0,148.0,154025,0
55573,4,29.0,148.0,155693,0
55574,4,29.0,148.0,149144,0
55575,4,29.0,148.0,155728,0
55576,4,29.0,148.0,155729,0
55577,4,29.0,148.0,152448,0
55578,4,29.0,148.0,156484,0
55579,4,29.0,148.0,156870,0
55580,4,29.0,148.0,152300,0
55581,4,29.0,148.0,150850,0
55582,4,29.0,148.0,150991,0
55583,4,29.0,148.0,152190,0
55584,4,29.0,148.0,144652,0
55585,4,29.0,148.0,144862,0
55586,4,29.0,148.0,143579,0
55587,4,29.0,148.0,157049,0
55588,4,29.0,148.0,148109,0
55589,4,29.0,148.0,150365,0
55590,4,29.0,148.0,153320,0
55591,4,29.0,148.0,153324,0
55592,4,29.0,148.0,153326,0
55593,4,29.0,148.0,153327,0
55594,4,29.0,148.0,154365,0
55595,4,29.0,148.0,154462,0
55596,4,29.0,148.0,155068,0
55597,4,29.0,148.0,149434,0
55598,4,29.0,148.0,141815,0
55599,4,29.0,148.0,148893,0
55600,4,29.0,148.0,141568,0
55601,4,29.0,148.0,149310,0
55602,4,29.0,148.0,141500,0
55603,4,29.0,148.0,146871,0
55604,4,29.0,148.0,153473,0
55605,4,29.0,148.0,144493,0
55606,4,29.0,148.0,156720,0
55607,4,29.0,148.0,143159,0
55608,4,29.0,148.0,151732,0
55609,4,29.0,148.0,155411,0
55610,4,29.0,148.0,150050,0
55611,4,29.0,148.0,147181,0
55612,4,29.0,148.0,154795,0
55613,4,29.0,148.0,155987,0
55614,4,29.0,148.0,144537,0
55615,4,29.0,148.0,150936,0
55616,4,29.0,148.0,156236,0
55617,4,29.0,148.0,151124,0
55618,4,29.0,148.0,142309,0
55619,4,29.0,148.0,144561,0
55620,4,29.0,148.0,152724,0
55621,4,29.0,148.0,146603,0
55622,4,29.0,148.0,152676,0
55623,4,29.0,148.0,146526,0
55624,4,29.0,148.0,147812,0
55625,4,29.0,148.0,148393,0
55626,4,29.0,148.0,146155,0
55627,4,29.0,148.0,152907,0
55628,4,29.0,148.0,154808,0
55629,4,29.0,148.0,145466,0
55630,4,29.0,148.0,151995,0
55631,4,29.0,148.0,150162,0
55632,4,29.0,148.0,152739,0
55633,4,29.0,148.0,156097,0
55634,4,29.0,148.0,155291,0
55635,4,29.0,148.0,152646,0
55636,4,29.0,148.0,144220,0
55637,4,29.0,148.0,152519,0
55638,4,29.0,148.0,155276,0
55639,4,29.0,148.0,153447,0
55640,4,29.0,148.0,154874,0
55641,4,29.0,148.0,155989,0
55642,4,29.0,148.0,145347,0
55643,4,29.0,148.0,144771,0
55644,4,29.0,148.0,153393,0
55645,4,29.0,148.0,153394,0
55646,4,29.0,148.0,154768,0
55647,4,29.0,148.0,154769,0
55648,4,29.0,148.0,154253,0
55649,4,29.0,148.0,144538,0
55650,4,29.0,148.0,155266,0
55651,4,29.0,148.0,151770,0
55652,4,29.0,148.0,157236,0
55653,4,29.0,148.0,155601,0
55654,4,29.0,148.0,147102,0
55655,4,29.0,148.0,147103,0
55656,4,29.0,148.0,147449,0
55657,4,29.0,148.0,147450,0
55658,4,29.0,148.0,147451,0
55659,4,29.0,148.0,147507,0
55660,4,29.0,148.0,147508,0
55661,4,29.0,148.0,147509,0
55662,4,29.0,148.0,147510,0
55663,4,29.0,148.0,147511,0
55664,4,29.0,148.0,147630,0
55665,4,29.0,148.0,147631,0
55666,4,29.0,148.0,147632,0
55667,4,29.0,148.0,147633,0
55668,4,29.0,148.0,147635,0
55669,4,29.0,148.0,147096,0
55670,4,29.0,148.0,147634,0
55671,4,29.0,148.0,147095,0
55672,4,29.0,148.0,153041,0
55673,4,29.0,148.0,153822,0
55674,4,29.0,148.0,147843,0
55675,4,29.0,148.0,154018,0
55676,4,29.0,148.0,151005,0
55677,4,29.0,148.0,153505,0
55678,4,29.0,148.0,156199,0
55679,4,29.0,148.0,154203,0
55680,4,29.0,148.0,146632,0
55681,4,29.0,148.0,146117,0
55682,4,29.0,148.0,146168,0
55683,4,29.0,148.0,145854,0
55684,4,29.0,148.0,155951,0
55685,4,29.0,148.0,150513,0
55686,4,29.0,148.0,156360,0
55687,4,29.0,148.0,156240,0
55688,4,29.0,148.0,155167,0
55689,4,29.0,148.0,154436,0
55690,4,29.0,148.0,144337,0
55691,4,29.0,148.0,144607,0
55692,4,29.0,148.0,144855,0
55693,4,29.0,148.0,151939,0
55694,4,29.0,148.0,141831,0
55695,4,29.0,148.0,141429,0
55696,4,29.0,148.0,142012,0
55697,4,29.0,148.0,142029,0
55698,4,29.0,148.0,142026,0
55699,4,29.0,148.0,142609,0
55700,4,29.0,148.0,142032,0
55701,4,29.0,148.0,141981,0
55702,4,29.0,148.0,142352,0
55703,4,29.0,148.0,142334,0
55704,4,29.0,148.0,141852,0
55705,4,29.0,148.0,142342,0
55706,4,29.0,148.0,142078,0
55707,4,29.0,148.0,143177,0
55708,4,29.0,148.0,142339,0
55709,4,29.0,148.0,143211,0
55710,4,29.0,148.0,151035,0
55711,4,29.0,148.0,155448,0
55712,4,29.0,148.0,156682,0
55713,4,29.0,148.0,156654,0
55714,4,29.0,148.0,156028,0
55715,4,29.0,148.0,156095,0
55716,4,29.0,148.0,154459,0
55717,4,29.0,148.0,155531,0
55718,4,29.0,148.0,153312,0
55719,4,29.0,148.0,153458,0
55720,4,29.0,148.0,144912,0
55721,4,29.0,148.0,157171,0
55722,4,29.0,148.0,153364,0
55723,4,29.0,148.0,151287,0
55724,4,29.0,148.0,150035,0
55725,4,29.0,148.0,154533,0
55726,4,29.0,148.0,155000,0
55727,4,29.0,148.0,155560,0
55728,4,29.0,148.0,154597,0
55729,4,29.0,148.0,155227,0
55730,4,29.0,148.0,152345,0
55731,4,29.0,148.0,146447,0
55732,4,29.0,148.0,150267,0
55733,4,29.0,148.0,154588,0
55734,4,29.0,148.0,152575,0
55735,4,29.0,148.0,153977,0
55736,4,29.0,148.0,150966,0
55737,4,29.0,148.0,156399,0
55738,4,29.0,148.0,157150,0
55739,4,29.0,148.0,155336,0
55740,4,29.0,148.0,155337,0
55741,4,29.0,148.0,156986,0
55742,4,29.0,148.0,155617,0
55743,4,29.0,148.0,155918,0
55744,4,29.0,148.0,153591,0
55745,4,29.0,148.0,153931,0
55746,4,29.0,148.0,155559,0
55747,4,29.0,148.0,151250,0
55748,4,29.0,148.0,146212,0
55749,4,29.0,148.0,142603,0
55750,4,29.0,148.0,141270,0
55751,4,29.0,148.0,154150,0
55752,4,29.0,148.0,154669,0
55753,4,29.0,148.0,155307,0
55754,4,29.0,148.0,154862,0
55755,4,29.0,148.0,156115,0
55756,4,29.0,148.0,155341,0
55757,4,29.0,148.0,150034,0
55758,4,29.0,148.0,156789,0
55759,4,29.0,148.0,154621,0
55760,4,29.0,148.0,144711,0
55761,4,29.0,148.0,155713,0
55762,4,29.0,148.0,154925,0
55763,4,29.0,148.0,156865,0
55764,4,29.0,148.0,146223,0
55765,4,29.0,148.0,156045,0
55766,4,29.0,148.0,149263,0
55767,4,29.0,148.0,154788,0
55768,4,29.0,148.0,154272,0
55769,4,29.0,148.0,146693,0
55770,4,29.0,148.0,154548,0
55771,4,29.0,148.0,144709,0
55772,4,29.0,148.0,156695,0
55773,4,29.0,148.0,156561,0
55774,4,29.0,148.0,143804,0
55775,4,29.0,148.0,143445,0
55776,4,29.0,148.0,144600,0
55777,4,29.0,148.0,144653,0
55778,4,29.0,148.0,153919,0
55779,4,29.0,148.0,143327,0
55780,4,29.0,148.0,143104,0
55781,4,29.0,148.0,157178,0
55782,4,29.0,148.0,143226,0
55783,4,29.0,148.0,156059,0
55784,4,29.0,148.0,141526,0
55785,4,29.0,148.0,155278,0
55786,4,29.0,148.0,146824,0
55787,4,29.0,148.0,142013,0
55788,4,29.0,148.0,141817,0
55789,4,29.0,148.0,146666,0
55790,4,29.0,148.0,154331,0
55791,4,29.0,148.0,150289,0
55792,4,29.0,148.0,143817,0
55793,4,29.0,148.0,141882,0
55794,4,29.0,148.0,144829,0
55795,4,29.0,148.0,141950,0
55796,4,29.0,148.0,141848,0
55797,4,29.0,148.0,152796,0
55798,4,29.0,148.0,141940,0
55799,4,29.0,148.0,144877,0
55800,4,29.0,148.0,141838,0
55801,4,29.0,148.0,143462,0
55802,4,29.0,148.0,141833,0
55803,4,29.0,148.0,146464,0
55804,4,29.0,148.0,155003,0
