PK_IS_link,Cat1_link,Cat2_link,Cat3_link,ID_strains,ID_origin
27970,2,17.0,113.0,18227,18021
27971,4,33.0,,18227,18021
27972,2,17.0,104.0,18228,18023
27973,2,17.0,111.0,18228,18023
27974,4,33.0,,18228,18023
27975,8,59.0,293.0,18228,18023
27976,2,17.0,113.0,18229,18606
27977,4,33.0,,18229,18606
27978,2,17.0,113.0,18230,18896
27979,5,42.0,234.0,18230,18896
27980,6,48.0,284.0,18230,18896
27981,2,17.0,113.0,18231,19254
27982,2,17.0,113.0,18232,19547
27983,2,17.0,113.0,18234,20166
27984,4,33.0,,18234,20166
27985,1,1.0,2.0,18235,20167
27986,2,17.0,113.0,18235,20167
27987,4,33.0,,18235,20167
27988,2,17.0,113.0,18236,20168
27989,4,33.0,,18236,20168
27990,2,17.0,101.0,18237,20169
27991,4,33.0,179.0,18237,20169
27992,2,17.0,113.0,18238,20170
27993,4,33.0,,18238,20170
27994,2,17.0,113.0,18239,20171
27995,4,33.0,,18239,20171
27996,2,17.0,113.0,18240,20172
27997,4,33.0,,18240,20172
27998,2,17.0,111.0,18241,20173
27999,4,33.0,,18241,20173
28000,4,33.0,185.0,18242,20174
28001,5,42.0,234.0,18242,20174
28002,4,31.0,166.0,18243,20175
28003,6,46.0,268.0,18243,20175
28004,2,17.0,113.0,18244,20176
28005,4,33.0,,18244,20176
28006,2,17.0,113.0,18245,20177
28007,4,33.0,,18245,20177
28008,2,17.0,113.0,18246,20178
28009,4,33.0,,18246,20178
28010,2,17.0,113.0,18247,20179
28011,4,31.0,166.0,18247,20179
28012,4,33.0,,18247,20179
28013,6,46.0,268.0,18247,20179
28014,2,17.0,113.0,18248,20180
28015,4,33.0,,18248,20180
28016,2,17.0,113.0,18249,20181
28017,4,33.0,,18249,20181
28018,2,17.0,113.0,18250,20182
28019,4,33.0,,18250,20182
28020,2,17.0,113.0,18251,20183
28021,2,17.0,104.0,18252,20184
28022,2,17.0,113.0,18252,20184
28023,4,33.0,,18252,20184
28024,4,31.0,,18253,15450
28025,6,46.0,268.0,18253,15450
28026,2,17.0,111.0,18254,15451
28027,2,17.0,113.0,18254,15451
28028,4,31.0,,18255,15452
28029,6,46.0,268.0,18255,15452
28030,4,31.0,,18256,15453
28031,6,46.0,268.0,18256,15453
28032,4,31.0,,18257,15454
28033,6,46.0,268.0,18257,15454
28034,4,31.0,,18258,15455
28035,6,46.0,268.0,18258,15455
28036,2,17.0,113.0,18259,15456
28037,2,17.0,113.0,18260,15457
28038,2,17.0,113.0,18261,15458
28039,2,17.0,113.0,18262,15459
28040,4,31.0,162.0,18262,15459
28041,6,46.0,268.0,18262,15459
28042,2,17.0,113.0,18263,15460
28043,2,17.0,113.0,18264,15461
28044,4,33.0,,18264,15461
28045,2,17.0,113.0,18265,15462
28046,4,33.0,,18265,15462
28047,2,17.0,113.0,18266,15463
28048,4,31.0,162.0,18266,15463
28049,6,46.0,268.0,18266,15463
28050,2,17.0,113.0,18267,15464
28051,2,17.0,108.0,18268,15465
28052,4,33.0,,18268,15465
28053,1,1.0,1.0,18269,15466
28054,2,17.0,113.0,18269,15466
28055,4,33.0,180.0,18269,15466
28056,2,17.0,113.0,18270,15467
28057,4,33.0,185.0,18270,15467
28058,2,17.0,113.0,18271,15468
28059,4,33.0,,18271,15468
28060,2,17.0,113.0,18273,15471
28061,4,33.0,,18273,15471
28062,2,17.0,113.0,18274,15472
28063,2,17.0,113.0,18275,15473
28064,2,17.0,113.0,18276,15474
28065,4,33.0,185.0,18276,15474
28066,4,31.0,166.0,18277,15475
28067,6,46.0,268.0,18277,15475
28068,2,17.0,111.0,18278,15476
28069,4,31.0,166.0,18279,15477
28070,6,46.0,268.0,18279,15477
28071,4,33.0,179.0,18280,15478
28072,5,42.0,234.0,18280,15478
28073,5,42.0,245.0,18280,15478
28074,6,48.0,284.0,18280,15478
28075,2,17.0,113.0,18281,15479
28076,2,17.0,113.0,18283,15481
28077,4,33.0,,18283,15481
28078,2,17.0,113.0,18284,15482
28079,2,17.0,113.0,18285,15483
28080,4,23.0,,18285,15483
28081,4,33.0,182.0,18285,15483
28082,2,17.0,113.0,18286,15484
28083,5,42.0,243.0,18286,15484
28084,2,17.0,113.0,18287,15485
28085,2,17.0,113.0,18288,15486
28086,4,33.0,,18288,15486
28087,2,17.0,113.0,18289,15487
28088,4,33.0,,18289,15487
28089,2,17.0,113.0,18291,15489
28090,4,33.0,,18291,15489
28091,1,1.0,1.0,18292,15490
28092,2,17.0,113.0,18292,15490
28093,4,33.0,180.0,18292,15490
28094,2,17.0,113.0,18293,15491
28095,2,17.0,113.0,18297,15495
28096,2,17.0,113.0,18298,15496
28097,2,17.0,113.0,18299,15497
28098,4,33.0,,18299,15497
28099,2,17.0,113.0,18301,15502
28100,2,17.0,113.0,18302,15504
28101,2,17.0,113.0,18303,15506
28102,2,17.0,113.0,18304,15508
28103,2,17.0,113.0,18305,15510
28104,4,31.0,162.0,18305,15510
28105,6,46.0,268.0,18305,15510
28106,4,31.0,162.0,18306,15511
28107,6,46.0,268.0,18306,15511
28108,2,17.0,113.0,18307,15512
28109,4,33.0,,18307,15512
28110,4,33.0,179.0,18308,15513
28111,2,17.0,113.0,18309,15515
28112,4,33.0,,18309,15515
28113,4,31.0,166.0,18313,15519
28114,6,46.0,268.0,18313,15519
28115,2,17.0,111.0,18315,15521
28116,4,33.0,,18315,15521
28117,2,17.0,113.0,18316,15522
28118,2,17.0,113.0,18317,15523
28119,2,17.0,113.0,18318,15524
28120,4,33.0,179.0,18321,15527
28121,6,48.0,284.0,18321,15527
28122,2,17.0,111.0,18323,15529
28123,2,17.0,113.0,18324,15530
28124,4,33.0,180.0,18324,15530
28125,2,17.0,113.0,18325,15531
28126,2,17.0,113.0,18326,15532
28127,2,17.0,113.0,18327,15533
28128,2,17.0,113.0,18329,15535
28129,4,33.0,179.0,18331,15537
28130,4,33.0,185.0,18331,15537
28131,5,42.0,245.0,18331,15537
28132,6,48.0,284.0,18331,15537
28133,2,17.0,113.0,18332,15538
28134,4,33.0,,18332,15538
28135,2,17.0,113.0,18333,15539
28136,4,33.0,,18333,15539
28137,2,17.0,113.0,18334,15540
28138,4,33.0,,18334,15540
28139,6,48.0,284.0,18334,15540
28140,2,17.0,113.0,18335,15541
28141,4,33.0,,18335,15541
28142,2,17.0,113.0,18336,15542
28143,4,33.0,,18336,15542
28144,4,33.0,185.0,18337,15543
28145,5,42.0,234.0,18337,15543
28146,2,17.0,113.0,18338,15544
28147,4,33.0,,18338,15544
28148,2,17.0,113.0,18339,15546
28149,4,33.0,,18339,15546
28150,6,48.0,284.0,18339,15546
28151,2,17.0,113.0,18340,15547
28152,4,33.0,179.0,18340,15547
28153,6,48.0,284.0,18340,15547
28154,2,17.0,113.0,18341,15548
28155,4,33.0,179.0,18341,15548
28156,6,48.0,284.0,18341,15548
28157,2,17.0,113.0,18342,15549
28158,4,33.0,,18342,15549
28159,2,17.0,113.0,18343,15550
28160,4,33.0,,18343,15550
28161,2,17.0,113.0,18344,15551
28162,4,33.0,179.0,18344,15551
28163,6,48.0,284.0,18344,15551
28164,2,17.0,113.0,18345,15552
28165,4,33.0,179.0,18345,15552
28166,6,48.0,284.0,18345,15552
28167,2,17.0,113.0,18346,15553
28168,4,33.0,,18346,15553
28169,4,33.0,179.0,18347,15554
28170,5,42.0,234.0,18347,15554
28171,5,42.0,245.0,18347,15554
28172,6,48.0,284.0,18347,15554
28173,2,17.0,113.0,18348,15555
28174,4,33.0,179.0,18348,15555
28175,6,48.0,284.0,18348,15555
28176,4,33.0,179.0,18349,15556
28177,5,42.0,234.0,18349,15556
28178,5,42.0,245.0,18349,15556
28179,6,48.0,284.0,18349,15556
28180,2,17.0,113.0,18350,15557
28181,4,33.0,,18350,15557
28182,2,17.0,113.0,18351,15558
28183,4,33.0,,18351,15558
28184,2,17.0,113.0,18352,15559
28185,4,31.0,162.0,18353,15560
28186,6,46.0,268.0,18353,15560
28187,2,17.0,113.0,18354,15561
28188,2,17.0,113.0,18355,15562
28189,4,33.0,,18355,15562
28190,2,17.0,113.0,18356,15563
28191,4,33.0,,18356,15563
28192,2,17.0,113.0,18357,15564
28193,4,33.0,,18357,15564
28194,2,17.0,113.0,18358,15565
28195,4,33.0,,18358,15565
28196,2,17.0,113.0,18359,15566
28197,4,33.0,,18359,15566
28198,2,17.0,113.0,18361,15568
28199,4,33.0,,18361,15568
28200,4,33.0,185.0,18362,15570
28201,5,42.0,234.0,18362,15570
28202,4,33.0,185.0,18363,15571
28203,5,42.0,234.0,18363,15571
28204,4,31.0,166.0,18364,15572
28205,6,46.0,268.0,18364,15572
28206,2,17.0,113.0,18365,15573
28207,4,33.0,,18365,15573
28208,2,17.0,113.0,18366,15574
28209,4,33.0,,18366,15574
28210,4,33.0,185.0,18367,15575
28211,5,42.0,234.0,18367,15575
28212,4,33.0,185.0,18368,15576
28213,5,42.0,234.0,18368,15576
28214,4,33.0,185.0,18369,15577
28215,5,42.0,234.0,18369,15577
28216,2,17.0,113.0,18370,15578
28217,4,33.0,,18370,15578
28218,2,17.0,113.0,18371,15579
28219,4,33.0,,18371,15579
28220,2,17.0,113.0,18372,15580
28221,4,33.0,,18372,15580
28222,2,17.0,113.0,18373,15581
28223,4,33.0,,18373,15581
28224,2,17.0,113.0,18374,15582
28225,4,33.0,,18374,15582
28226,4,33.0,185.0,18375,15583
28227,5,42.0,234.0,18375,15583
28228,2,17.0,113.0,18376,15584
28229,4,33.0,,18376,15584
28230,2,17.0,113.0,18377,15585
28231,4,33.0,,18377,15585
28232,2,17.0,113.0,18378,15586
28233,4,33.0,,18378,15586
28234,2,17.0,113.0,18379,15587
28235,4,33.0,,18379,15587
28236,2,17.0,113.0,18380,15588
28237,4,33.0,,18380,15588
28238,2,17.0,113.0,18381,15589
28239,4,33.0,,18381,15589
28240,2,17.0,113.0,18382,15590
28241,4,33.0,,18382,15590
28242,4,33.0,179.0,18383,15591
28243,5,42.0,245.0,18383,15591
28244,6,48.0,284.0,18383,15591
28245,2,17.0,113.0,18384,15592
28246,4,33.0,,18384,15592
28247,4,33.0,185.0,18385,15593
28248,5,42.0,234.0,18385,15593
28249,2,17.0,113.0,18386,15594
28250,4,33.0,,18386,15594
28251,2,17.0,113.0,18387,15595
28252,4,33.0,,18387,15595
28253,2,17.0,113.0,18388,15596
28254,4,33.0,,18388,15596
28255,2,17.0,113.0,18389,15597
28256,2,17.0,113.0,18390,15598
28257,4,33.0,,18390,15598
28258,2,17.0,113.0,18391,15599
28259,4,33.0,,18391,15599
28260,4,33.0,185.0,18392,15600
28261,5,42.0,234.0,18392,15600
28262,2,17.0,113.0,18393,15601
28263,4,33.0,,18393,15601
28264,2,17.0,113.0,18394,15602
28265,4,33.0,,18394,15602
28266,4,33.0,179.0,18395,15603
28267,5,42.0,245.0,18395,15603
28268,6,48.0,284.0,18395,15603
28269,2,17.0,113.0,18396,15604
28270,4,33.0,,18396,15604
28271,4,33.0,179.0,18397,15605
28272,4,33.0,185.0,18397,15605
28273,5,42.0,245.0,18397,15605
28274,6,48.0,284.0,18397,15605
28275,2,17.0,113.0,18398,15606
28276,4,33.0,,18398,15606
28277,2,17.0,113.0,18399,15607
28278,4,33.0,,18399,15607
28279,2,17.0,113.0,18400,15608
28280,4,33.0,,18400,15608
28281,2,17.0,113.0,18401,15609
28282,4,33.0,,18401,15609
28283,2,17.0,113.0,18402,15610
28284,4,33.0,,18402,15610
28285,4,33.0,185.0,18404,15611
28286,5,42.0,234.0,18404,15611
28287,2,17.0,113.0,18405,15503
28288,2,17.0,113.0,18406,15612
28289,4,33.0,,18406,15612
28290,2,17.0,113.0,18407,15613
28291,4,33.0,,18407,15613
28292,2,17.0,113.0,18408,15505
28293,2,17.0,113.0,18409,15614
28294,4,33.0,,18409,15614
28295,2,17.0,113.0,18410,15507
28296,2,17.0,113.0,18411,15509
28297,2,17.0,113.0,18412,15615
28298,5,42.0,234.0,18412,15615
28299,2,17.0,113.0,18413,15616
28300,5,42.0,234.0,18413,15616
28301,2,17.0,113.0,18414,15617
28302,4,33.0,,18414,15617
28303,4,33.0,185.0,18415,15618
28304,5,42.0,234.0,18415,15618
28305,2,17.0,113.0,18416,15619
28306,4,30.0,157.0,18416,15619
28307,4,33.0,,18416,15619
28308,4,33.0,185.0,18417,15620
28309,5,42.0,234.0,18417,15620
28310,4,33.0,185.0,18418,15621
28311,5,42.0,234.0,18418,15621
28312,2,17.0,113.0,18419,15622
28313,4,33.0,,18419,15622
28314,4,33.0,185.0,18420,15623
28315,5,42.0,234.0,18420,15623
28316,4,33.0,185.0,18421,15624
28317,5,42.0,234.0,18421,15624
28318,2,17.0,113.0,18422,15625
28319,4,33.0,,18422,15625
28320,2,17.0,113.0,18423,15626
28321,4,33.0,,18423,15626
28322,2,17.0,113.0,18424,15627
28323,4,33.0,,18424,15627
28324,2,17.0,113.0,18425,15628
28325,4,33.0,,18425,15628
28326,2,17.0,113.0,18426,15629
28327,4,33.0,,18426,15629
28328,5,,,18426,15629
28329,2,17.0,113.0,18427,15630
28330,4,33.0,,18427,15630
28331,4,33.0,185.0,18428,15631
28332,5,42.0,234.0,18428,15631
28333,2,17.0,113.0,18429,15632
28334,4,33.0,,18429,15632
28335,2,17.0,113.0,18430,15633
28336,4,33.0,,18430,15633
28337,2,17.0,113.0,18431,15634
28338,4,33.0,,18431,15634
28339,2,17.0,113.0,18432,15635
28340,4,33.0,,18432,15635
28341,2,17.0,113.0,18433,15637
28342,4,33.0,,18433,15637
28343,2,17.0,113.0,18434,15638
28344,4,33.0,,18434,15638
28345,4,33.0,179.0,18435,15639
28346,5,42.0,237.0,18435,15639
28347,6,48.0,280.0,18435,15639
28348,2,17.0,113.0,18436,15640
28349,4,33.0,,18436,15640
28350,2,17.0,113.0,18437,15641
28351,4,33.0,,18437,15641
28352,4,33.0,179.0,18438,15642
28353,5,42.0,237.0,18438,15642
28354,6,48.0,280.0,18438,15642
28355,4,33.0,179.0,18439,15643
28356,5,42.0,237.0,18439,15643
28357,6,48.0,280.0,18439,15643
28358,2,17.0,113.0,18440,15644
28359,4,33.0,,18440,15644
28360,2,17.0,113.0,18441,15645
28361,2,17.0,113.0,18442,15646
28362,4,33.0,,18442,15646
28363,2,17.0,113.0,18443,15647
28364,4,33.0,,18443,15647
28365,4,33.0,185.0,18444,15648
28366,5,42.0,234.0,18444,15648
28367,2,16.0,98.0,18445,15649
28368,2,17.0,113.0,18445,15649
28369,4,33.0,,18445,15649
28370,6,48.0,284.0,18445,15649
28371,2,17.0,113.0,18446,15651
28372,4,33.0,,18446,15651
28373,2,17.0,113.0,18447,15652
28374,4,33.0,,18447,15652
28375,2,17.0,113.0,18448,15653
28376,4,33.0,179.0,18448,15653
28377,2,17.0,113.0,18449,15654
28378,4,33.0,179.0,18449,15654
28379,2,17.0,113.0,18450,15655
28380,4,33.0,,18450,15655
28381,2,17.0,113.0,18451,15656
28382,4,33.0,179.0,18451,15656
28383,4,33.0,179.0,18452,15657
28384,5,42.0,245.0,18452,15657
28385,6,48.0,284.0,18452,15657
28386,2,17.0,113.0,18453,15658
28387,4,33.0,,18453,15658
28388,2,17.0,113.0,18454,15659
28389,2,14.0,85.0,18455,15660
28390,2,17.0,113.0,18455,15660
28391,4,33.0,,18455,15660
28392,2,17.0,111.0,18456,15661
28393,2,17.0,113.0,18456,15661
28394,2,17.0,113.0,18457,15662
28395,4,33.0,,18457,15662
28396,5,,,18457,15662
28397,2,17.0,113.0,18458,15663
28398,4,33.0,,18458,15663
28399,5,,,18458,15663
28400,2,17.0,113.0,18459,15664
28401,4,33.0,,18459,15664
28402,2,17.0,113.0,18460,15665
28403,4,33.0,,18460,15665
28404,2,17.0,113.0,18461,15666
28405,4,33.0,,18461,15666
28406,2,17.0,113.0,18462,15667
28407,4,33.0,,18462,15667
28408,2,17.0,113.0,18463,15668
28409,4,33.0,,18463,15668
28410,2,17.0,113.0,18465,15670
28411,4,33.0,,18465,15670
28412,2,17.0,113.0,18466,15671
28413,4,33.0,,18466,15671
28414,2,17.0,113.0,18467,15672
28415,4,33.0,,18467,15672
28416,2,17.0,113.0,18468,15673
28417,4,33.0,,18468,15673
28418,2,17.0,113.0,18469,15674
28419,4,33.0,,18469,15674
28420,2,17.0,113.0,18470,15675
28421,4,33.0,,18470,15675
28422,2,17.0,,18471,15677
28423,4,33.0,,18471,15677
28424,2,17.0,113.0,18472,15678
28425,4,33.0,,18472,15678
28426,4,33.0,179.0,18473,15679
28427,6,48.0,284.0,18473,15679
28428,2,17.0,113.0,18474,15680
28429,4,33.0,,18474,15680
28430,2,17.0,113.0,18475,15681
28431,4,33.0,,18475,15681
28432,2,17.0,113.0,18476,15682
28433,4,33.0,179.0,18476,15682
28434,5,42.0,234.0,18476,15682
28435,6,48.0,284.0,18476,15682
28436,2,17.0,113.0,18477,15683
28437,4,33.0,,18477,15683
28438,2,17.0,113.0,18478,15684
28439,4,33.0,,18478,15684
28440,2,17.0,113.0,18479,15685
28441,4,33.0,,18479,15685
28442,2,17.0,113.0,18480,15686
28443,4,33.0,,18480,15686
28444,2,17.0,113.0,18481,15687
28445,4,33.0,,18481,15687
28446,2,17.0,113.0,18482,15688
28447,4,33.0,,18482,15688
28448,2,17.0,113.0,18483,15689
28449,4,33.0,,18483,15689
28450,1,1.0,2.0,18484,15690
28451,2,17.0,113.0,18484,15690
28452,2,17.0,113.0,18485,15691
28453,4,33.0,,18485,15691
28454,2,17.0,113.0,18486,15693
28455,4,33.0,,18486,15693
28456,2,17.0,113.0,18487,15694
28457,4,33.0,,18487,15694
28458,2,17.0,113.0,18488,15695
28459,4,33.0,,18488,15695
28460,2,17.0,113.0,18489,15696
28461,4,33.0,,18489,15696
28462,2,17.0,113.0,18490,15697
28463,4,33.0,,18490,15697
28464,2,17.0,113.0,18491,15698
28465,4,33.0,,18491,15698
28466,2,17.0,113.0,18493,15700
28467,2,17.0,113.0,18494,15701
28468,4,33.0,,18494,15701
28469,2,14.0,92.0,18496,15703
28470,2,17.0,113.0,18497,15704
28471,4,33.0,,18497,15704
28472,2,17.0,113.0,18498,15705
28473,2,17.0,113.0,18499,15706
28474,2,17.0,113.0,18500,15707
28475,2,17.0,105.0,18501,15708
28476,2,17.0,113.0,18501,15708
28477,2,17.0,113.0,18502,15709
28478,2,17.0,113.0,18503,15710
28479,4,33.0,,18503,15710
28480,2,17.0,113.0,18504,15711
28481,4,31.0,162.0,18504,15711
28482,6,46.0,268.0,18504,15711
28483,4,31.0,162.0,18505,15712
28484,6,46.0,268.0,18505,15712
28485,4,31.0,162.0,18506,15713
28486,6,46.0,268.0,18506,15713
28487,2,17.0,113.0,18507,15714
28488,4,33.0,,18507,15714
28489,2,17.0,113.0,18508,15715
28490,4,33.0,,18508,15715
28491,2,17.0,113.0,18509,15716
28492,4,33.0,,18509,15716
28493,2,17.0,113.0,18510,15717
28494,4,33.0,,18510,15717
28495,2,17.0,113.0,18511,15719
28496,4,33.0,,18511,15719
28497,2,17.0,111.0,18512,15720
28498,4,33.0,,18512,15720
28499,2,17.0,113.0,18513,15721
28500,4,33.0,,18513,15721
28501,2,17.0,113.0,18514,15722
28502,4,33.0,179.0,18514,15722
28503,6,48.0,284.0,18514,15722
28504,2,17.0,113.0,18515,15723
28505,4,33.0,179.0,18515,15723
28506,6,48.0,284.0,18515,15723
28507,2,17.0,113.0,18516,15724
28508,4,33.0,179.0,18516,15724
28509,6,48.0,284.0,18516,15724
28510,2,17.0,113.0,18517,15725
28511,4,33.0,,18517,15725
28512,2,17.0,113.0,18518,15726
28513,4,33.0,,18518,15726
28514,2,17.0,113.0,18519,15727
28515,4,33.0,,18519,15727
28516,1,1.0,1.0,18520,15728
28517,2,17.0,113.0,18520,15728
28518,4,33.0,180.0,18520,15728
28519,5,42.0,242.0,18520,15728
28520,1,1.0,1.0,18521,15729
28521,2,17.0,113.0,18521,15729
28522,4,33.0,180.0,18521,15729
28523,5,42.0,242.0,18521,15729
28524,2,17.0,113.0,18522,15730
28525,4,33.0,,18522,15730
28526,2,17.0,113.0,18523,15731
28527,4,33.0,,18523,15731
28528,2,17.0,113.0,18524,15732
28529,4,33.0,,18524,15732
28530,2,17.0,113.0,18525,15733
28531,4,33.0,,18525,15733
28532,2,17.0,113.0,18526,15734
28533,4,33.0,,18526,15734
28534,2,17.0,113.0,18527,15735
28535,4,33.0,,18527,15735
28536,2,17.0,113.0,18528,15736
28537,4,31.0,162.0,18528,15736
28538,4,33.0,,18528,15736
28539,6,46.0,268.0,18528,15736
28540,1,1.0,1.0,18529,15737
28541,2,17.0,113.0,18529,15737
28542,4,33.0,180.0,18529,15737
28543,5,42.0,242.0,18529,15737
28544,2,17.0,113.0,18530,15738
28545,4,33.0,179.0,18530,15738
28546,6,48.0,284.0,18530,15738
28547,1,1.0,1.0,18531,15739
28548,2,17.0,113.0,18531,15739
28549,4,33.0,180.0,18531,15739
28550,5,42.0,242.0,18531,15739
28551,2,17.0,113.0,18532,15740
28552,4,33.0,,18532,15740
28553,2,17.0,113.0,18533,15741
28554,2,17.0,113.0,18534,15742
28555,4,33.0,179.0,18534,15742
28556,6,48.0,284.0,18534,15742
28557,2,17.0,111.0,18535,15743
28558,2,17.0,113.0,18535,15743
28559,4,33.0,,18535,15743
28560,2,17.0,113.0,18536,15744
28561,4,33.0,,18536,15744
28562,1,1.0,2.0,18537,15745
28563,2,17.0,113.0,18537,15745
28564,1,1.0,2.0,18538,15746
28565,2,17.0,113.0,18538,15746
28566,2,17.0,101.0,18539,15747
28567,4,33.0,179.0,18539,15747
28568,2,17.0,113.0,18540,15748
28569,4,33.0,,18540,15748
28570,2,17.0,113.0,18541,15749
28571,4,33.0,,18541,15749
28572,4,33.0,180.0,18542,15750
28573,5,42.0,239.0,18542,15750
28574,4,33.0,180.0,18543,15751
28575,5,42.0,239.0,18543,15751
28576,2,17.0,113.0,18544,15752
28577,4,33.0,,18544,15752
28578,2,17.0,113.0,18547,15755
28579,4,33.0,,18547,15755
28580,4,31.0,162.0,18548,15756
28581,4,33.0,,18548,15756
28582,6,46.0,268.0,18548,15756
28583,2,17.0,113.0,18549,15757
28584,4,33.0,,18549,15757
28585,2,17.0,113.0,18550,15758
28586,4,33.0,,18550,15758
28587,2,17.0,113.0,18551,15759
28588,4,33.0,,18551,15759
28589,2,17.0,113.0,18552,15760
28590,4,31.0,162.0,18552,15760
28591,4,33.0,181.0,18552,15760
28592,6,46.0,268.0,18552,15760
28593,2,17.0,111.0,18553,15761
28594,4,33.0,184.0,18553,15761
28595,5,42.0,234.0,18553,15761
28596,5,42.0,245.0,18553,15761
28597,2,17.0,113.0,18554,15762
28598,4,33.0,,18554,15762
28599,2,17.0,113.0,18555,15763
28600,4,31.0,162.0,18555,15763
28601,4,33.0,181.0,18555,15763
28602,6,46.0,268.0,18555,15763
28603,2,17.0,113.0,18556,15764
28604,4,33.0,,18556,15764
28605,2,17.0,113.0,18557,15765
28606,4,33.0,,18557,15765
28607,2,17.0,113.0,18558,15766
28608,2,17.0,113.0,18559,15767
28609,4,33.0,180.0,18559,15767
28610,2,17.0,113.0,18560,15768
28611,4,33.0,,18560,15768
28612,4,31.0,164.0,18561,15769
28613,6,46.0,268.0,18561,15769
28614,2,17.0,113.0,18562,15770
28615,4,33.0,,18562,15770
28616,4,31.0,164.0,18563,15771
28617,6,46.0,268.0,18563,15771
28618,2,17.0,113.0,18564,15772
28619,4,33.0,,18564,15772
28620,2,17.0,113.0,18565,15773
28621,4,33.0,,18565,15773
28622,2,17.0,113.0,18566,15774
28623,4,33.0,,18566,15774
28624,2,17.0,113.0,18567,15775
28625,4,33.0,,18567,15775
28626,2,17.0,113.0,18568,15776
28627,4,33.0,,18568,15776
28628,2,17.0,113.0,18569,15777
28629,4,33.0,,18569,15777
28630,2,17.0,113.0,18570,15778
28631,4,33.0,,18570,15778
28632,2,17.0,113.0,18571,15779
28633,4,33.0,,18571,15779
28634,2,17.0,113.0,18572,15780
28635,4,33.0,185.0,18573,15781
28636,5,42.0,234.0,18573,15781
28637,2,17.0,113.0,18574,15782
28638,4,33.0,,18574,15782
28639,2,17.0,101.0,18575,15783
28640,4,33.0,179.0,18575,15783
28641,2,17.0,113.0,18576,15784
28642,4,33.0,,18576,15784
28643,2,17.0,113.0,18577,15785
28644,4,33.0,,18577,15785
28645,4,31.0,162.0,18578,15786
28646,6,46.0,268.0,18578,15786
28647,2,17.0,,18579,15787
28648,4,33.0,,18579,15787
28649,2,17.0,113.0,18580,15788
28650,4,33.0,,18580,15788
28651,2,17.0,113.0,18581,15789
28652,4,33.0,,18581,15789
28653,2,17.0,113.0,18582,15790
28654,4,33.0,,18582,15790
28655,2,17.0,113.0,18583,15791
28656,4,33.0,,18583,15791
28657,2,17.0,113.0,18584,15792
28658,4,33.0,,18584,15792
28659,2,17.0,113.0,18585,15793
28660,4,33.0,,18585,15793
28661,2,17.0,113.0,18586,15794
28662,4,33.0,,18586,15794
28663,2,17.0,101.0,18587,15795
28664,4,33.0,179.0,18587,15795
28665,2,17.0,111.0,18588,15796
28666,4,33.0,,18588,15796
28667,2,17.0,113.0,18589,15797
28668,4,33.0,,18589,15797
28669,2,17.0,101.0,18590,15798
28670,4,33.0,179.0,18590,15798
28671,2,17.0,113.0,18591,15799
28672,4,33.0,,18591,15799
28673,2,17.0,113.0,18592,15800
28674,4,33.0,,18592,15800
28675,2,17.0,113.0,18593,15801
28676,4,33.0,,18593,15801
28677,2,17.0,113.0,18594,15802
28678,4,33.0,,18594,15802
28679,2,17.0,101.0,18595,15803
28680,4,33.0,179.0,18595,15803
28681,2,17.0,113.0,18596,15804
28682,4,33.0,,18596,15804
28683,2,17.0,113.0,18597,15805
28684,4,33.0,,18597,15805
28685,2,17.0,113.0,18598,15806
28686,4,33.0,,18598,15806
28687,4,31.0,,18599,15807
28688,6,46.0,268.0,18599,15807
28689,2,16.0,98.0,18600,15808
28690,2,17.0,113.0,18600,15808
28691,2,17.0,117.0,18600,15808
28692,5,42.0,234.0,18600,15808
28693,2,17.0,113.0,18601,15809
28694,2,17.0,113.0,18602,15810
28695,4,33.0,,18602,15810
28696,6,48.0,284.0,18602,15810
28697,2,17.0,113.0,18603,15811
28698,4,33.0,,18603,15811
28699,2,17.0,113.0,18604,15812
28700,4,33.0,,18604,15812
28701,2,17.0,113.0,18605,15813
28702,4,33.0,,18605,15813
28703,2,17.0,113.0,18606,15814
28704,4,31.0,164.0,18607,15815
28705,6,46.0,268.0,18607,15815
28706,2,17.0,113.0,18608,15816
28707,4,31.0,164.0,18609,15817
28708,6,46.0,268.0,18609,15817
28709,1,1.0,1.0,18610,15818
28710,2,17.0,113.0,18610,15818
28711,4,33.0,180.0,18610,15818
28712,2,17.0,113.0,18611,15819
28713,4,33.0,,18611,15819
28714,4,31.0,166.0,18612,15820
28715,6,46.0,268.0,18612,15820
28716,1,1.0,1.0,18613,15821
28717,2,17.0,113.0,18613,15821
28718,4,33.0,180.0,18613,15821
28719,4,31.0,164.0,18614,15822
28720,6,46.0,268.0,18614,15822
28721,4,33.0,185.0,18615,15823
28722,5,42.0,234.0,18615,15823
28723,4,31.0,164.0,18617,15825
28724,6,46.0,268.0,18617,15825
28725,2,17.0,113.0,18618,15826
28726,2,17.0,113.0,18619,15827
28727,4,33.0,179.0,18619,15827
28728,6,48.0,284.0,18619,15827
28729,2,17.0,113.0,18620,15828
28730,4,33.0,,18620,15828
28731,2,17.0,113.0,18621,15829
28732,4,33.0,,18621,15829
28733,2,17.0,113.0,18622,15830
28734,4,33.0,,18622,15830
28735,4,33.0,185.0,18623,15831
28736,5,42.0,234.0,18623,15831
28737,2,17.0,113.0,18624,15832
28738,4,33.0,,18624,15832
28739,2,17.0,113.0,18625,15833
