ID_kit_api_ID32E,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_ID32E,modify_in_pgsql_ID32E,ID_tbl_api_ID32E,last_change
1795,-,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154143,59586,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1796,-,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154144,59587,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1797,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,154145,59588,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1798,-,-,-,-,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,-,-,+,154224,59677,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1799,+,-,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,+,+,-,-,154236,59692,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1800,+,-,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,+,+,+,+,+,+,-,+,-,+,+,+,-,-,154237,59693,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1801,+,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,154238,59694,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1802,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,154239,59695,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1803,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,-,-,+,+,+,-,+,+,-,-,+,-,+,+,+,-,-,154240,59697,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1804,-,-,-,+,-,+,-,-,+,-,+,+,-,-,-,-,-,+,+,+,-,+,+,-,-,+,-,-,+,+,-,-,154241,59698,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1805,-,-,-,+,-,+,-,-,+,-,+,+,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,+,+,+,-,-,154242,59699,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1806,-,-,-,+,-,+,-,-,+,-,+,+,-,-,-,-,-,+,+,+,-,+,+,-,-,+,-,+,+,+,-,-,154243,59700,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1807,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,+,-,+,+,+,-,-,154244,59701,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1808,+,-,-,+,-,+,+,-,+,+,+,+,-,-,+,-,+,-,+,+,-,+,+,-,-,+,-,-,+,+,-,-,154245,59702,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1809,+,-,-,+,-,+,+,-,+,+,+,+,-,-,+,-,+,-,+,+,-,+,+,-,-,+,-,-,-,+,-,-,154246,59703,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1810,+,-,-,+,-,+,+,-,+,+,+,+,-,-,+,-,+,-,+,+,-,+,+,-,-,+,-,-,+,+,-,-,154247,59704,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1811,+,-,-,+,-,+,+,-,+,+,+,+,-,-,+,-,+,-,+,+,-,+,+,-,-,+,-,-,+,+,-,-,154248,59705,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1812,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,154249,59707,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1813,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,154250,59708,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1814,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,154251,59709,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1815,-,-,-,-,-,+,+,+,-,+,+,+,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,-,+,+,-,+,154261,59727,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1816,+,+,-,-,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,-,+,-,-,-,154273,59740,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1817,+,-,+,+,-,+,-,-,-,+,+,+,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,-,-,-,-,+,154371,59855,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1818,-,-,-,+,-,+,-,+,+,+,+,-,-,-,-,-,+,+,+,+,-,+,+,-,-,+,-,-,-,+,-,-,136990,59902,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1819,+,-,+,-,-,+,+,-,+,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,+,-,-,154410,59903,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1820,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,141724,44849,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1821,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,141274,44221,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1822,+,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,154463,59991,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1823,+,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,+,-,+,-,-,+,-,+,-,-,-,-,-,-,154464,59992,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1824,-,-,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,-,+,+,+,+,-,-,+,+,+,+,-,+,-,+,4326,60027,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1825,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,+,+,+,+,+,-,-,+,-,+,-,-,-,-,+,+,154494,60042,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1826,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,154509,60091,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1827,-,+,-,-,-,-,-,+,-,+,-,+,+,-,-,-,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,+,154517,60099,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1828,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,-,-,+,-,154518,60100,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1829,-,-,-,-,-,+,-,-,-,+,+,+,+,-,-,+,+,-,+,+,+,+,+,-,+,+,+,-,+,-,-,-,141275,44223,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1830,-,-,-,-,-,+,-,-,+,+,+,+,+,-,-,+,+,-,+,+,-,+,+,-,+,+,+,-,+,-,-,-,154544,60139,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1831,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,154569,60180,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1832,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,154570,60181,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1833,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,154571,60182,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1834,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,-,-,-,-,-,154572,60183,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1835,-,-,-,+,+,-,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,154573,60184,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1836,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,-,+,-,+,-,+,+,+,+,+,-,-,+,154642,60292,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1837,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,+,-,-,-,-,+,+,+,-,-,+,-,+,-,132892,60297,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1838,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,139506,60319,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1839,-,-,+,+,-,+,+,-,-,+,+,+,+,+,-,+,-,+,+,+,+,+,+,-,+,+,+,+,+,+,-,+,154664,60320,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1840,-,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154793,60500,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1841,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154809,60520,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1842,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141276,44228,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1843,-,+,-,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,12919,44229,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1844,-,-,-,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,-,+,-,154859,60590,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1845,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4305,60617,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1846,-,-,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,+,+,-,-,+,-,-,-,-,-,-,+,-,134601,60668,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1847,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,+,+,+,-,-,-,+,+,-,+,-,-,-,154976,60791,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1848,+,+,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154988,60808,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1849,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,154989,60809,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1850,+,-,+,-,-,+,-,-,+,-,-,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,154990,60810,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1851,+,+,-,-,-,+,-,-,+,+,+,+,-,+,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,-,-,-,141188,44109,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1852,+,-,+,-,+,-,+,+,-,+,+,+,+,-,-,-,-,+,+,+,-,-,-,+,-,+,-,+,-,-,-,+,141279,44235,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1853,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,155043,60894,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1854,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,5171,60957,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1855,-,+,-,-,-,-,-,+,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,-,-,+,-,256,60962,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1856,+,-,+,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,-,+,-,-,-,+,155143,61028,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1857,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,+,155149,61038,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1858,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,+,+,+,-,-,-,155182,61099,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1859,-,-,+,-,-,+,-,-,+,+,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,+,155194,61112,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1860,-,-,+,-,-,+,-,-,+,+,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,+,155195,61113,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1861,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,155197,61116,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1862,+,-,+,-,-,-,+,+,+,+,+,+,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,155206,61126,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1863,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,141189,44110,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1864,+,-,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,-,-,+,155228,61159,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1865,+,-,-,-,-,+,-,-,-,+,+,+,+,-,-,-,-,+,-,+,+,+,+,-,+,+,+,-,+,+,-,-,155229,61160,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1866,+,+,-,-,-,+,-,-,+,-,+,+,-,-,-,+,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,155241,61175,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1867,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,-,-,+,+,155407,61400,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1868,-,+,-,-,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,-,+,-,-,-,-,+,+,155422,61420,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1869,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,+,-,-,-,-,-,+,155520,61545,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1870,+,-,+,+,-,+,+,-,-,+,+,+,-,-,-,+,-,-,-,+,+,+,-,-,+,+,+,-,-,-,-,+,155521,61546,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1871,+,-,+,-,-,+,-,-,+,+,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155545,61587,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1872,+,+,-,-,-,+,-,+,-,+,-,-,-,-,-,-,+,+,+,+,+,-,-,+,+,+,-,-,-,-,+,-,5240,61594,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1873,+,+,-,-,-,+,-,+,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,+,+,+,+,-,-,-,+,-,5241,61595,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1874,+,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,+,-,+,+,+,-,-,-,-,+,-,-,-,-,-,+,155559,61611,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1875,+,-,-,-,-,+,-,-,+,+,+,+,-,-,-,-,+,-,+,+,+,+,-,-,-,+,+,-,+,-,-,-,155595,61653,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1876,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155602,61663,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1877,+,+,-,-,-,+,+,-,+,+,+,+,+,+,-,+,+,-,+,+,-,+,+,-,-,+,+,+,+,+,-,-,141733,44858,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1878,-,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,+,-,-,-,-,-,-,155628,61705,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1879,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,155629,61706,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1880,-,+,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,155630,61707,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1881,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,141734,44860,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1882,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155631,61708,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1883,+,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,155632,61709,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1884,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155633,61710,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1885,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155635,61712,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1886,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,-,155637,61714,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1887,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,155638,61715,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1888,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,+,-,-,-,-,-,+,155645,61723,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1889,+,+,-,-,-,+,+,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,+,+,+,-,-,141739,44869,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1890,-,-,+,-,-,+,-,-,-,+,+,+,+,+,-,-,-,-,+,+,+,+,+,-,+,+,+,-,+,+,-,-,4969,61767,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1891,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,155672,61768,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1892,-,-,+,-,-,+,-,-,+,-,+,+,+,-,+,-,+,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,141740,44870,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1893,+,-,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,+,+,+,+,-,-,+,-,+,-,-,-,+,-,-,155681,61788,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1894,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,-,+,+,-,-,+,+,-,-,-,-,-,-,155683,61790,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1895,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155684,61791,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1896,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155685,61792,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1897,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,-,+,+,-,-,+,+,-,-,-,-,-,-,155686,61793,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1898,-,-,+,-,-,+,+,-,+,-,+,+,-,-,+,-,+,-,+,-,-,+,-,-,+,+,+,-,-,-,-,-,155687,61794,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1899,+,-,+,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,+,+,-,+,-,-,+,+,+,+,-,+,-,-,141745,44878,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1900,-,+,+,-,-,+,-,-,+,-,+,+,+,-,+,-,+,-,+,+,+,+,+,-,+,+,+,-,-,-,-,-,155799,61921,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1901,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,+,-,-,155800,61922,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1902,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155801,61923,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1903,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,155802,61924,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1904,+,+,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,155803,61925,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1905,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,155804,61926,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1906,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,155807,61929,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1907,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,155808,61930,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1908,+,+,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,155809,61931,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1909,+,-,+,-,-,+,+,-,+,-,-,+,-,-,+,-,+,-,+,+,-,+,-,-,+,+,+,-,-,-,-,-,155811,61933,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1910,+,-,+,-,-,+,-,-,+,-,+,+,-,-,+,-,+,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,155812,61934,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1911,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,-,+,+,+,+,+,155816,61938,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1912,-,-,-,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,155817,61939,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
1913,-,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,155818,61940,1,2019-11-19 10:07:02,2019-11-19 09:07:02,,2019-11-19 09:07:02
