ID_kit_api_coryne,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_COR,modify_in_pgsql_COR,ID_tbl_api_COR,last_change
1813,+,+,-,-,+,-,-,-,-,+,-,-,,+,-,-,-,-,+,-,+,3114,44902,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1814,-,+,-,-,+,-,-,-,-,+,-,-,,+,-,-,-,-,-,-,+,141762,44903,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1815,-,+,-,-,+,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,141762,44903,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1816,+,-,+,-,-,-,+,+,-,-,-,-,,+,-,-,-,-,-,-,+,141766,44908,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1817,-,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,156842,63272,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1818,-,-,-,+,-,-,+,-,-,+,-,-,+,+,-,-,+,-,-,+,+,156966,63425,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1819,-,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,+,-,+,-,,141805,44951,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1820,+,+,+,+,-,-,-,+,+,-,+,-,,+,-,-,+,-,+,+,+,11402,44983,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1821,+,+,+,+,-,-,+,+,+,-,+,-,,+,-,-,+,-,+,+,+,624,44984,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1822,-,+,-,+,-,+,+,-,+,-,-,-,,-,+,+,+,+,+,+,+,642,44985,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1823,-,+,-,-,-,+,-,-,-,-,-,-,,-,-,-,+,-,+,-,+,654,44986,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1824,+,+,+,+,-,-,-,-,-,-,-,-,,-,-,+,+,-,+,-,-,675,44987,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1825,-,-,+,+,-,+,-,-,-,+,-,-,,-,-,-,-,-,-,-,+,11976,44988,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1826,+,+,+,+,-,-,-,-,+,-,+,-,,+,-,+,+,-,-,-,-,11407,44990,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1827,+,+,+,+,-,+,+,-,+,-,+,-,,+,-,+,+,-,+,-,+,689,44991,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1828,+,+,-,+,-,+,+,-,+,-,+,-,,+,+,+,+,+,+,+,-,11475,44992,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1829,+,-,+,-,-,-,+,-,-,+,-,-,,-,-,-,-,-,-,-,-,11981,44994,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1830,+,-,-,-,-,+,+,-,+,-,+,-,,+,+,+,+,+,+,+,+,11487,44995,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1831,+,+,-,+,-,-,+,+,-,-,-,-,,+,-,+,-,-,-,-,-,138134,44996,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1832,+,+,+,+,-,-,-,+,+,-,+,-,,+,-,-,+,-,+,+,+,1006,44998,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1833,+,-,+,-,+,+,+,+,-,-,-,-,,+,-,-,+,-,+,-,+,142058,45287,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1834,-,+,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,142095,45327,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1835,-,+,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,142160,45410,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1836,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,142161,45411,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1837,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,142332,45598,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1838,-,+,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,-,-,142632,45956,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1839,-,+,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,142644,45968,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1840,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,142670,45997,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1841,+,+,-,-,-,+,+,-,-,+,-,-,,+,-,-,+,+,+,+,+,142718,46064,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1842,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142719,46065,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1843,-,+,-,-,-,-,-,-,-,-,-,-,,-,-,-,+,-,-,+,-,142720,46066,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1844,-,+,-,-,-,+,+,-,-,-,-,-,,+,-,-,+,-,-,+,-,142721,46067,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1845,-,+,-,-,-,-,+,-,-,-,-,-,,+,-,-,+,-,-,-,-,142722,46068,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1846,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142746,46096,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1847,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,142760,46114,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1848,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,142770,46131,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1849,-,+,-,+,-,-,+,+,+,-,-,-,+,-,-,-,+,+,-,-,+,131740,65601,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1850,-,+,-,+,-,-,+,+,+,-,-,-,,-,+,-,+,+,+,-,+,6878,46270,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1851,-,+,+,+,-,+,+,+,-,-,-,-,,-,-,-,+,+,-,-,,137157,46565,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1852,-,+,-,+,-,+,+,+,-,-,-,-,,-,-,-,+,+,-,-,-,143102,46566,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1853,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,,143146,46615,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1854,+,+,-,-,-,+,-,-,+,-,-,-,,-,-,-,+,-,+,-,-,143157,46626,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1855,-,+,-,+,-,+,-,-,+,-,-,-,+,-,+,-,+,-,+,-,+,143159,46628,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1856,-,-,-,-,-,-,+,-,-,-,-,-,,+,+,-,+,-,+,-,-,143208,46681,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1857,-,+,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,-,143212,46689,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1858,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,-,+,-,-,143241,46731,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1859,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,143242,46732,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1860,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143243,46733,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1861,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,143296,46798,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1862,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,143332,46839,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1863,+,+,-,-,-,-,-,-,-,+,-,-,,+,-,-,+,-,+,-,+,143384,46902,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1864,-,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,+,-,-,+,143387,46908,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1865,-,-,+,+,-,-,-,+,-,-,-,-,,-,-,-,-,+,-,-,-,143442,46973,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1866,-,-,+,+,+,-,+,+,+,+,-,-,-,+,+,-,+,+,-,+,-,143456,46990,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1867,-,-,+,+,+,-,+,+,+,+,-,-,-,+,+,-,+,-,-,+,-,143457,46991,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1868,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,143461,46995,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1869,-,-,+,+,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,138237,47051,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1870,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138093,47092,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1871,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,+,-,-,143550,47093,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1872,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,143685,47243,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1873,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,+,-,-,143686,47244,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1874,-,-,+,-,-,-,-,+,-,-,-,-,,-,-,-,-,-,-,-,-,143827,47399,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1875,-,+,+,+,-,-,+,+,+,-,+,-,+,+,-,+,+,+,-,-,-,143836,47408,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1876,-,-,+,+,-,-,+,-,-,-,-,-,+,-,-,+,+,+,+,-,-,141213,44138,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1877,-,+,+,+,-,-,+,-,+,-,-,-,+,+,-,-,+,+,-,-,+,143933,47524,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1878,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,138176,47526,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1879,-,-,-,+,-,+,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,6817,47529,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1880,-,+,-,+,-,-,+,+,+,-,-,-,,-,-,-,+,+,-,-,+,143985,47588,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1881,-,+,-,+,-,-,+,+,+,-,-,-,,-,-,-,+,+,-,-,+,143986,47589,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1882,-,+,-,+,-,-,+,+,+,-,-,-,,-,-,-,+,+,-,-,+,143987,47590,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1883,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,-,+,-,+,-,-,144014,47617,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1884,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,144015,47618,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1885,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,+,-,144017,47620,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1886,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,+,-,144018,47621,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1887,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,144019,47622,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1888,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,144020,47623,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1889,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,144021,47624,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1890,+,+,-,-,-,+,-,-,+,-,-,-,+,+,-,-,+,-,+,-,-,144081,47690,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1891,+,+,-,-,-,+,+,-,+,-,-,-,+,+,+,+,+,+,+,-,+,144088,47697,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1892,-,-,-,-,-,+,+,-,+,-,+,-,,+,-,-,+,-,+,-,+,144175,47790,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1893,+,+,-,+,-,+,+,-,+,-,-,-,,-,-,-,+,+,+,+,+,144180,47795,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1894,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,144197,47816,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1895,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,+,-,+,144200,47819,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1896,-,+,-,+,-,-,+,-,-,-,-,-,+,+,-,-,+,+,-,-,-,144218,47842,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1897,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,138268,47913,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1898,-,-,+,+,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,-,144271,47921,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1899,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,144336,47997,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1900,+,+,+,+,-,-,+,-,+,-,+,-,+,-,-,-,+,-,+,-,+,144371,48041,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1901,-,+,-,-,-,-,+,-,+,-,-,-,+,-,-,+,+,-,+,-,-,144493,48172,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1902,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,+,+,-,-,144541,48222,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1903,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,144543,48224,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1904,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,144561,48242,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1905,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,144568,48249,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1906,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,-,-,144571,48254,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1907,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,144573,48257,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1908,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,144579,48264,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1909,-,+,+,+,-,-,+,+,+,-,-,-,+,+,-,-,+,-,-,-,-,144593,48278,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1910,-,-,-,+,-,-,+,-,-,-,-,-,+,-,-,-,+,+,+,-,-,144595,48280,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1911,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,144642,48344,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1912,-,+,+,+,-,-,+,+,-,-,+,-,+,-,-,-,+,-,+,-,-,144643,48345,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1913,+,+,-,-,-,+,+,-,-,-,-,-,,+,+,+,,-,+,-,+,144652,48354,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1914,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,144706,48417,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1915,-,+,-,-,-,+,-,-,-,-,-,-,,+,+,-,,-,-,-,-,144838,48558,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1916,-,-,+,-,-,+,+,+,+,-,+,-,+,+,+,+,+,-,+,+,-,144846,48568,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1917,-,+,+,-,-,-,+,-,-,-,-,-,,-,+,-,,-,+,-,,144849,48571,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1918,-,+,+,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,144867,48596,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1919,-,+,-,-,-,-,+,+,-,-,-,-,+,+,-,-,+,-,-,+,-,144868,48597,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1920,-,+,-,+,-,+,+,-,+,-,-,-,+,+,+,+,+,-,+,-,+,144871,48600,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1921,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,+,+,-,-,144874,48603,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1922,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,+,144875,48604,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1923,-,+,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,-,132734,48627,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1924,+,-,-,-,-,+,-,-,+,-,-,-,+,+,+,-,+,-,+,-,-,144919,48652,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1925,+,+,-,+,-,+,+,-,+,-,-,-,+,+,-,-,+,+,+,+,+,144930,48664,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1926,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,+,+,-,+,-,,6414,48683,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1927,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,+,+,-,-,144944,48687,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1928,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,144951,48694,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1929,+,+,-,-,-,+,-,-,+,-,-,-,+,-,-,-,+,-,+,-,,144956,48699,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1930,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-,+,-,-,145014,48768,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1931,-,-,+,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,145041,48803,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1932,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,+,+,-,145043,48805,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1933,-,-,-,-,-,-,-,-,-,+,+,-,+,+,-,-,-,-,-,-,+,145053,48815,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1934,+,+,-,+,-,-,-,-,-,+,-,-,+,+,-,-,+,-,+,-,+,145059,48824,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1935,-,+,+,-,-,-,-,+,-,-,+,-,+,-,-,-,+,-,+,-,-,145062,48828,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1936,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,+,-,-,145065,48831,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1937,-,+,+,+,-,-,+,-,+,-,-,-,+,-,-,+,+,+,+,-,-,135688,48862,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1938,-,+,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,-,+,-,+,145117,48895,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1939,-,+,+,+,+,-,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,145176,48957,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1940,-,+,-,+,-,+,+,-,-,-,+,-,+,-,-,-,+,+,+,-,-,145285,49088,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1941,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,145306,49116,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1942,-,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,+,-,+,-,-,12654,49122,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1943,-,+,-,+,-,-,+,-,+,-,-,-,+,+,-,+,+,-,+,-,-,12650,49123,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1944,-,-,-,+,-,-,-,+,+,-,-,-,+,-,-,-,+,+,+,-,-,138149,49145,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1945,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,145336,49151,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1946,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,+,-,-,145367,49182,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1947,-,+,-,+,-,+,+,+,+,-,-,-,+,+,+,-,+,-,+,-,,145376,49191,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1948,-,+,-,+,-,+,+,-,+,-,-,-,+,-,-,+,+,+,+,+,-,145412,49229,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1949,-,+,-,+,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,145415,49232,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1950,-,+,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,134522,49256,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1951,-,-,-,+,+,+,+,+,+,-,-,-,-,-,-,-,+,-,+,-,-,145447,49279,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1952,-,-,-,+,+,-,-,-,-,-,-,-,+,+,+,-,+,-,+,-,-,138157,49291,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1953,-,-,+,+,+,+,-,-,+,-,-,-,+,-,-,+,+,+,+,-,-,145455,49292,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1954,+,+,-,-,-,-,-,-,+,-,-,-,+,-,-,-,+,-,+,-,+,145458,49295,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1955,+,-,+,+,-,+,+,+,+,-,-,-,+,-,+,+,+,+,+,-,-,145523,49362,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1956,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+,145533,49374,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1957,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145556,49405,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1958,-,-,+,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,145557,49406,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1959,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,-,+,-,+,-,-,145558,49407,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1960,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,145560,49409,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
1961,-,+,-,-,-,-,+,-,-,-,+,-,+,-,-,-,+,-,-,+,-,145561,49411,1,2019-11-19 10:04:39,2019-11-19 09:04:39,,2019-11-19 09:04:39
