ID_pigmentation,pigment_name,pigment_color,pigment_production,ID_strains,ID_reference,manual_annotation,last_change
462,,,0,133560,29521,1,2017-12-04 12:32:22
463,,,0,133584,29656,1,2017-12-04 12:32:22
464,,,0,2999,31869,1,2017-12-04 12:32:22
465,,,0,13180,29519,1,2017-12-04 12:32:22
466,,,0,11648,29534,1,2017-12-04 12:32:22
467,,,0,6042,30101,1,2017-12-04 12:32:22
468,,,0,134139,31467,1,2017-12-04 12:32:22
469,,,0,10777,31216,1,2017-12-04 12:32:22
470,,,0,431,31943,1,2017-12-04 12:32:22
471,,,0,433,31943,1,2017-12-04 12:32:22
472,,,0,432,31943,1,2017-12-04 12:32:22
473,,,0,429,31943,1,2017-12-04 12:32:22
474,,,0,1516,32026,1,2017-12-04 12:32:22
475,,,0,16996,32467,1,2017-12-04 12:32:22
476,,,0,16997,32467,1,2017-12-04 12:32:22
477,,,0,17010,29127,1,2017-12-04 12:32:22
478,,,0,17007,29127,1,2017-12-04 12:32:22
479,,,0,132110,29127,1,2017-12-04 12:32:22
480,,,0,4263,29394,1,2017-12-04 12:32:22
481,,,0,24182,29818,1,2017-12-04 12:32:22
482,,,0,1991,29628,1,2017-12-04 12:32:22
483,,,0,133792,30517,1,2017-12-04 12:32:22
484,,,0,133795,30538,1,2017-12-04 12:32:22
485,,,0,134017,31071,1,2017-12-04 12:32:22
486,,,0,11861,31512,1,2017-12-04 12:32:22
487,,,0,16411,29899,1,2017-12-04 12:32:22
488,,,0,13277,30091,1,2017-12-04 12:32:22
489,,,0,8037,32258,1,2017-12-04 12:32:22
490,,,0,1539,32411,1,2017-12-04 12:32:22
491,,,0,13161,32216,1,2017-12-04 12:32:22
492,,,0,12604,32414,1,2017-12-04 12:32:22
493,,,0,17407,32546,1,2017-12-04 12:32:22
494,,,0,7797,29428,1,2017-12-04 12:32:22
495,,,0,13276,30091,1,2017-12-04 12:32:22
496,,,0,3209,30093,1,2017-12-04 12:32:22
497,,,0,6036,29994,1,2017-12-04 12:32:22
498,,,0,13253,31468,1,2017-12-04 12:32:22
499,,,0,16410,31264,1,2017-12-04 12:32:22
500,,,0,16409,31392,1,2017-12-04 12:32:22
501,,,0,10797,31251,1,2017-12-04 12:32:22
502,,,0,11234,32218,1,2017-12-04 12:32:22
503,,,0,13193,31514,1,2017-12-04 12:32:22
504,,,0,5842,31227,1,2017-12-04 12:32:22
505,,,0,5840,31227,1,2017-12-04 12:32:22
506,,,0,14867,31330,1,2017-12-04 12:32:22
507,,,0,10800,31341,1,2017-12-04 12:32:22
508,,,0,17821,31341,1,2017-12-04 12:32:22
509,,,0,5848,31416,1,2017-12-04 12:32:22
510,,,0,11113,31469,1,2017-12-04 12:32:22
511,,,0,17446,32108,1,2017-12-04 12:32:22
512,,,0,13398,32578,1,2017-12-04 12:32:22
513,,,0,10815,28972,1,2017-12-04 12:32:22
514,,,0,1970,31835,1,2017-12-04 12:32:22
515,,,0,13303,32210,1,2017-12-04 12:32:22
516,,,0,7661,29116,1,2017-12-04 12:32:22
517,,,0,16995,32041,1,2017-12-04 12:32:22
518,,,0,18155,32085,1,2017-12-04 12:32:22
519,,,0,14104,32115,1,2017-12-04 12:32:22
520,,,0,6055,32106,1,2017-12-04 12:32:22
521,,,0,8030,29217,1,2017-12-04 12:32:22
522,,,0,11130,32177,1,2017-12-04 12:32:22
523,,,0,134265,32202,1,2017-12-04 12:32:22
524,,,0,17459,29831,1,2017-12-04 12:32:22
525,,,0,11250,32448,1,2017-12-04 12:32:22
526,,,0,14163,32592,1,2017-12-04 12:32:22
527,,,0,14162,32592,1,2017-12-04 12:32:22
528,,,0,11080,32298,1,2017-12-04 12:32:22
529,,,0,11232,32404,1,2017-12-04 12:32:22
530,,,0,13163,32574,1,2017-12-04 12:32:22
531,,,0,17889,29837,1,2017-12-04 12:32:22
532,,,0,11252,29162,1,2017-12-04 12:32:22
533,,,0,4383,29467,1,2017-12-04 12:32:22
534,,,0,11160,29289,1,2017-12-04 12:32:22
535,,,0,133503,29214,1,2017-12-04 12:32:22
536,,,0,23320,29255,1,2017-12-04 12:32:22
537,,,0,16585,29608,1,2017-12-04 12:32:22
538,,,0,7879,29586,1,2017-12-04 12:32:22
539,,,0,7876,29423,1,2017-12-04 12:32:22
540,,,0,13517,30357,1,2017-12-04 12:32:22
541,,,0,1514,30052,1,2017-12-04 12:32:22
542,,,0,133638,29883,1,2017-12-04 12:32:22
543,,,0,8588,30324,1,2017-12-04 12:32:22
544,,,0,16502,30549,1,2017-12-04 12:32:22
545,,,0,2349,30056,1,2017-12-04 12:32:22
546,,,0,23350,30415,1,2017-12-04 12:32:22
547,,,0,16573,30589,1,2017-12-04 12:32:22
548,,,0,17005,30440,1,2017-12-04 12:32:22
549,,,0,6247,30144,1,2017-12-04 12:32:22
550,,,0,24635,30894,1,2017-12-04 12:32:22
551,,,0,23182,30629,1,2017-12-04 12:32:22
552,,,0,13296,30456,1,2017-12-04 12:32:22
553,,,0,133870,30723,1,2017-12-04 12:32:22
554,,,0,13286,30527,1,2017-12-04 12:32:22
555,,,0,133908,30849,1,2017-12-04 12:32:22
556,,,0,134014,31061,1,2017-12-04 12:32:22
557,,,0,6054,32023,1,2017-12-04 12:32:22
558,,,0,2310,30014,1,2017-12-04 12:32:22
559,,,0,7780,30012,1,2017-12-04 12:32:22
560,,,0,13796,29915,1,2017-12-04 12:32:22
561,,,0,133959,30953,1,2017-12-04 12:32:22
562,,,0,7607,31342,1,2017-12-04 12:32:22
563,,,0,7606,31342,1,2017-12-04 12:32:22
564,,,0,7603,31342,1,2017-12-04 12:32:22
565,,,0,7605,31342,1,2017-12-04 12:32:22
566,,,0,7608,31342,1,2017-12-04 12:32:22
567,,,0,7604,31342,1,2017-12-04 12:32:22
568,,,0,14408,30642,1,2017-12-04 12:32:22
569,,,0,133611,29757,1,2017-12-04 12:32:22
570,,,0,134109,31361,1,2017-12-04 12:32:22
571,,,0,2343,31497,1,2017-12-04 12:32:22
572,,,0,10615,32058,1,2017-12-04 12:32:22
573,,,0,131261,30530,1,2017-12-04 12:32:22
574,,,0,5349,31631,1,2017-12-04 12:32:22
575,,,0,5092,28876,1,2017-12-04 12:32:22
576,,,0,14050,31396,1,2017-12-04 12:32:22
577,,,0,14052,31396,1,2017-12-04 12:32:22
578,,,0,2854,29002,1,2017-12-04 12:32:22
579,,,0,1625,29851,1,2017-12-04 12:32:22
580,,,0,11840,31884,1,2017-12-04 12:32:22
581,,,0,11828,31544,1,2017-12-04 12:32:22
582,,,0,133751,30391,1,2017-12-04 12:32:22
583,,,0,3072,32059,1,2017-12-04 12:32:22
584,,,0,12518,31956,1,2017-12-04 12:32:22
585,,,0,2833,31879,1,2017-12-04 12:32:22
586,,,0,10427,29965,1,2017-12-04 12:32:22
587,,,0,14665,31449,1,2017-12-04 12:32:22
588,,,0,14349,28943,1,2017-12-04 12:32:22
589,,,0,2456,32153,1,2017-12-04 12:32:22
590,,,0,3916,32103,1,2017-12-04 12:32:22
591,,,0,17820,29702,1,2017-12-04 12:32:22
592,,,0,17819,29407,1,2017-12-04 12:32:22
593,,,0,11787,31320,1,2017-12-04 12:32:22
594,,,0,17817,30552,1,2017-12-04 12:32:22
595,,,0,16896,29094,1,2017-12-04 12:32:22
596,,,0,12547,31995,1,2017-12-04 12:32:22
597,,,0,1607,31548,1,2017-12-04 12:32:22
598,,,0,1608,31548,1,2017-12-04 12:32:22
599,,,0,12548,31995,1,2017-12-04 12:32:22
600,,,0,12498,31881,1,2017-12-04 12:32:22
601,,,0,17830,28954,1,2017-12-04 12:32:22
602,,,0,5351,31712,1,2017-12-04 12:32:22
603,,,0,12539,30045,1,2017-12-04 12:32:22
604,,,0,12538,30045,1,2017-12-04 12:32:22
605,,,0,12543,31524,1,2017-12-04 12:32:22
606,,,0,12542,31472,1,2017-12-04 12:32:22
607,,,0,6360,31215,1,2017-12-04 12:32:22
608,,,0,12541,31472,1,2017-12-04 12:32:22
609,,,0,12557,32300,1,2017-12-04 12:32:22
610,,,0,17785,28882,1,2017-12-04 12:32:22
611,,,0,134144,31511,1,2017-12-04 12:32:22
612,,,0,17123,31511,1,2017-12-04 12:32:22
613,,,0,12501,29308,1,2017-12-04 12:32:22
614,,,0,18135,29169,1,2017-12-04 12:32:22
615,,,0,12556,31893,1,2017-12-04 12:32:22
616,,,0,6617,31225,1,2017-12-04 12:32:22
617,,,0,6615,31225,1,2017-12-04 12:32:22
618,,,0,6613,31225,1,2017-12-04 12:32:22
619,,,0,6619,31225,1,2017-12-04 12:32:22
620,,,0,12566,29517,1,2017-12-04 12:32:22
621,,,0,134238,32054,1,2017-12-04 12:32:22
622,,,0,133433,28933,1,2017-12-04 12:32:22
623,,,0,12555,32235,1,2017-12-04 12:32:22
624,,,0,5882,32325,1,2017-12-04 12:32:22
625,,,0,12544,31608,1,2017-12-04 12:32:22
626,,,0,14405,28936,1,2017-12-04 12:32:22
627,,,0,13967,31858,1,2017-12-04 12:32:22
628,,,0,506,30646,1,2017-12-04 12:32:22
629,,,0,134114,31401,1,2017-12-04 12:32:22
630,,,0,3077,29529,1,2017-12-04 12:32:22
631,,,0,11639,28946,1,2017-12-04 12:32:22
632,,,0,8196,31395,1,2017-12-04 12:32:22
633,,,0,8201,31395,1,2017-12-04 12:32:22
634,,,0,134261,32190,1,2017-12-04 12:32:22
635,,,0,2829,31249,1,2017-12-04 12:32:22
636,,,0,2851,28944,1,2017-12-04 12:32:22
637,,,0,132893,29709,1,2017-12-04 12:32:22
638,,,0,133974,30983,1,2017-12-04 12:32:22
639,,,0,133975,30983,1,2017-12-04 12:32:22
640,,,0,133976,30983,1,2017-12-04 12:32:22
641,,,0,5977,29468,1,2017-12-04 12:32:22
642,,,0,505,32190,1,2017-12-04 12:32:22
643,,,0,13732,31996,1,2017-12-04 12:32:22
644,,,0,13966,31858,1,2017-12-04 12:32:22
645,,,0,17782,31459,1,2017-12-04 12:32:22
646,,,0,4164,28900,1,2017-12-04 12:32:22
647,,,0,2872,29371,1,2017-12-04 12:32:22
648,,,0,4301,32072,1,2017-12-04 12:32:22
649,,,0,11871,29988,1,2017-12-04 12:32:22
650,,,0,272,32344,1,2017-12-04 12:32:22
651,,,0,14848,29811,1,2017-12-04 12:32:22
652,,,0,6040,29992,1,2017-12-04 12:32:22
653,,,0,6041,29992,1,2017-12-04 12:32:22
654,,,0,6038,29992,1,2017-12-04 12:32:22
655,,,0,6039,29992,1,2017-12-04 12:32:22
656,,,0,5634,30469,1,2017-12-04 12:32:22
657,,,0,134256,32162,1,2017-12-04 12:32:22
658,,,0,11945,32224,1,2017-12-04 12:32:22
659,,,0,2461,32433,1,2017-12-04 12:32:22
660,,,0,10519,31964,1,2017-12-04 12:32:22
661,,,0,17342,32001,1,2017-12-04 12:32:22
662,,,0,17341,32001,1,2017-12-04 12:32:22
663,,,0,17343,32001,1,2017-12-04 12:32:22
664,,,0,134087,31222,1,2017-12-04 12:32:22
665,,,0,8627,29074,1,2017-12-04 12:32:22
666,,,0,24746,30856,1,2017-12-04 12:32:22
667,,,0,17355,29609,1,2017-12-04 12:32:22
668,,,0,6682,28904,1,2017-12-04 12:32:22
669,,,0,6681,28904,1,2017-12-04 12:32:22
670,,,0,554,30118,1,2017-12-04 12:32:22
671,,,0,133429,28915,1,2017-12-04 12:32:22
672,,,0,18119,31911,1,2017-12-04 12:32:22
673,,,0,134197,31794,1,2017-12-04 12:32:22
674,,,0,17917,29700,1,2017-12-04 12:32:22
675,,,0,1747,29102,1,2017-12-04 12:32:22
676,,,0,5342,31275,1,2017-12-04 12:32:22
677,,,0,6679,32553,1,2017-12-04 12:32:22
678,,,0,6667,31892,1,2017-12-04 12:32:22
679,,,0,10523,32232,1,2017-12-04 12:32:22
680,,,0,23100,30081,1,2017-12-04 12:32:22
681,,,0,14823,31224,1,2017-12-04 12:32:22
682,,,0,24663,30937,1,2017-12-04 12:32:22
683,,,0,17992,31221,1,2017-12-04 12:32:22
684,,,0,133593,29679,1,2017-12-04 12:32:22
685,,,0,6705,30463,1,2017-12-04 12:32:22
686,,,0,4267,31874,1,2017-12-04 12:32:22
687,,,0,6086,29288,1,2017-12-04 12:32:22
688,,,0,1775,29528,1,2017-12-04 12:32:22
689,,,0,134000,31029,1,2017-12-04 12:32:22
690,,,0,133990,31015,1,2017-12-04 12:32:22
691,,,0,11293,30025,1,2017-12-04 12:32:22
692,,,0,133424,28894,1,2017-12-04 12:32:22
693,,,0,17232,31335,1,2017-12-04 12:32:22
694,,,0,14074,31456,1,2017-12-04 12:32:22
695,,,0,6237,32253,1,2017-12-04 12:32:22
696,,,0,24514,28875,1,2017-12-04 12:32:22
697,,,0,133634,29862,1,2017-12-04 12:32:22
698,,,0,14843,32528,1,2017-12-04 12:32:22
699,,,0,14845,29340,1,2017-12-04 12:32:22
700,,,0,133718,30264,1,2017-12-04 12:32:22
701,,,0,130321,31124,1,2017-12-04 12:32:22
702,,,0,134264,32199,1,2017-12-04 12:32:22
703,,,0,134011,31054,1,2017-12-04 12:32:22
704,,,0,6863,31686,1,2017-12-04 12:32:22
705,,,0,24283,29838,1,2017-12-04 12:32:22
706,,,0,14042,32142,1,2017-12-04 12:32:22
707,,,0,134247,32104,1,2017-12-04 12:32:22
708,,,0,489,32039,1,2017-12-04 12:32:22
709,,,0,13855,29493,1,2017-12-04 12:32:22
710,,,0,2879,29834,1,2017-12-04 12:32:22
711,,,0,11598,31474,1,2017-12-04 12:32:22
712,,,0,11600,31920,1,2017-12-04 12:32:22
713,,,0,7783,32234,1,2017-12-04 12:32:22
714,,,0,1285,28892,1,2017-12-04 12:32:22
715,,,0,1569,29901,1,2017-12-04 12:32:22
716,,,0,24294,29730,1,2017-12-04 12:32:22
717,,,0,6636,31423,1,2017-12-04 12:32:22
718,,,0,5183,31906,1,2017-12-04 12:32:22
719,,,0,17348,28998,1,2017-12-04 12:32:22
720,,,0,130500,29686,1,2017-12-04 12:32:22
721,,,0,6669,31950,1,2017-12-04 12:32:22
722,,,0,1255,31929,1,2017-12-04 12:32:22
723,,,0,5569,32214,1,2017-12-04 12:32:22
724,,,0,133628,29833,1,2017-12-04 12:32:22
725,,,0,133811,30567,1,2017-12-04 12:32:22
726,,,0,24606,30730,1,2017-12-04 12:32:22
727,,,0,24605,30730,1,2017-12-04 12:32:22
728,,,0,13124,31448,1,2017-12-04 12:32:22
729,,,0,11401,31358,1,2017-12-04 12:32:22
730,,,0,11437,31358,1,2017-12-04 12:32:22
731,,,0,2139,32164,1,2017-12-04 12:32:22
732,,,0,133526,29333,1,2017-12-04 12:32:22
733,,,0,18092,29445,1,2017-12-04 12:32:22
734,,,0,16459,29177,1,2017-12-04 12:32:22
735,,,0,24238,31096,1,2017-12-04 12:32:22
736,,,0,10782,29989,1,2017-12-04 12:32:22
737,,,0,5347,31532,1,2017-12-04 12:32:22
738,,,0,15570,32383,1,2017-12-04 12:32:22
739,,,0,13172,29099,1,2017-12-04 12:32:22
740,,,0,5267,30074,1,2017-12-04 12:32:22
741,,,0,134249,32116,1,2017-12-04 12:32:22
742,,,0,134115,31406,1,2017-12-04 12:32:22
743,,,0,14106,32230,1,2017-12-04 12:32:22
744,,,0,14108,32230,1,2017-12-04 12:32:22
745,,,0,14107,32230,1,2017-12-04 12:32:22
746,,,0,14105,32230,1,2017-12-04 12:32:22
747,,,0,14109,32230,1,2017-12-04 12:32:22
748,,,0,24280,28942,1,2017-12-04 12:32:22
749,,,0,519,29986,1,2017-12-04 12:32:22
750,,,0,134143,31500,1,2017-12-04 12:32:22
751,,,0,8346,30561,1,2017-12-04 12:32:22
752,,,0,8580,28896,1,2017-12-04 12:32:22
753,,,0,8528,29977,1,2017-12-04 12:32:22
754,,,0,10452,31938,1,2017-12-04 12:32:22
755,,,0,24234,29309,1,2017-12-04 12:32:22
756,,,0,133523,29309,1,2017-12-04 12:32:22
757,,,0,8582,29309,1,2017-12-04 12:32:22
758,,,0,8579,29078,1,2017-12-04 12:32:22
759,,,0,8559,29000,1,2017-12-04 12:32:22
760,,,0,24235,30561,1,2017-12-04 12:32:22
761,,,0,23139,30887,1,2017-12-04 12:32:22
762,,,0,8556,32358,1,2017-12-04 12:32:22
763,,,0,8553,32264,1,2017-12-04 12:32:22
764,,,0,130458,30072,1,2017-12-04 12:32:22
765,,,0,8529,30150,1,2017-12-04 12:32:22
766,,,0,8589,30313,1,2017-12-04 12:32:22
767,,,0,8534,31408,1,2017-12-04 12:32:22
768,,,0,5644,32282,1,2017-12-04 12:32:22
769,,,0,133432,28929,1,2017-12-04 12:32:22
770,,,0,133892,30785,1,2017-12-04 12:32:22
771,,,0,12665,29126,1,2017-12-04 12:32:22
772,,,0,5209,30356,1,2017-12-04 12:32:22
773,,,0,488,31849,1,2017-12-04 12:32:22
774,,,0,1980,32217,1,2017-12-04 12:32:22
775,,,0,1979,32217,1,2017-12-04 12:32:22
776,,,0,1966,31259,1,2017-12-04 12:32:22
777,,,0,8008,29444,1,2017-12-04 12:32:22
778,,,0,16457,29155,1,2017-12-04 12:32:22
779,,,0,16509,29304,1,2017-12-04 12:32:22
780,,,0,6328,29385,1,2017-12-04 12:32:22
781,,,0,134239,32056,1,2017-12-04 12:32:22
782,,,0,17402,29894,1,2017-12-04 12:32:22
783,,,0,17237,29025,1,2017-12-04 12:32:22
784,,,0,17349,29024,1,2017-12-04 12:32:22
785,,,0,5346,31516,1,2017-12-04 12:32:22
786,,,0,24490,32157,1,2017-12-04 12:32:22
787,,,0,133449,29028,1,2017-12-04 12:32:22
788,,,0,13868,29825,1,2017-12-04 12:32:22
789,,,0,133633,29861,1,2017-12-04 12:32:22
790,,,0,130501,30216,1,2017-12-04 12:32:22
791,,,0,130813,30697,1,2017-12-04 12:32:22
792,,,0,11079,32156,1,2017-12-04 12:32:22
793,,,0,7226,31363,1,2017-12-04 12:32:22
794,,,0,13493,32294,1,2017-12-04 12:32:22
795,,,0,11054,31777,1,2017-12-04 12:32:22
796,,,0,7875,29583,1,2017-12-04 12:32:22
797,,,0,23319,30863,1,2017-12-04 12:32:22
798,,,0,10820,32180,1,2017-12-04 12:32:22
799,,,0,7765,30096,1,2017-12-04 12:32:22
800,,,0,16618,29150,1,2017-12-04 12:32:22
801,,,0,16991,31825,1,2017-12-04 12:32:22
802,,,0,14100,31965,1,2017-12-04 12:32:22
803,,,0,134320,32427,1,2017-12-04 12:32:22
804,,,0,134321,32427,1,2017-12-04 12:32:22
805,,,0,134322,32427,1,2017-12-04 12:32:22
806,,,0,16445,32383,1,2017-12-04 12:32:22
807,,,0,16444,32383,1,2017-12-04 12:32:22
808,,,0,134317,32383,1,2017-12-04 12:32:22
809,,,0,16446,32383,1,2017-12-04 12:32:22
810,,,0,16179,29391,1,2017-12-04 12:32:22
811,,,0,10824,29152,1,2017-12-04 12:32:22
812,,,0,16571,30370,1,2017-12-04 12:32:22
813,,,0,23216,30341,1,2017-12-04 12:32:22
814,,,0,16480,29864,1,2017-12-04 12:32:22
815,,,0,16492,30273,1,2017-12-04 12:32:22
816,,,0,16572,30383,1,2017-12-04 12:32:22
817,,,0,24457,31162,1,2017-12-04 12:32:22
818,,,0,11030,30012,1,2017-12-04 12:32:22
819,,,0,8197,30176,1,2017-12-04 12:32:22
820,,,0,8198,30176,1,2017-12-04 12:32:22
821,,,0,1871,29489,1,2017-12-04 12:32:22
822,,,0,13155,31984,1,2017-12-04 12:32:22
823,,,0,13138,31953,1,2017-12-04 12:32:22
824,,,1,13404,29750,1,2017-12-04 12:32:22
825,,,1,4255,31593,1,2017-12-04 12:32:22
826,,,1,24508,31134,1,2017-12-04 12:32:22
827,,,1,133572,29590,1,2017-12-04 12:32:22
828,,,1,14879,31741,1,2017-12-04 12:32:22
829,,,1,16432,31645,1,2017-12-04 12:32:22
830,,,1,16431,31645,1,2017-12-04 12:32:22
831,,,1,16429,31645,1,2017-12-04 12:32:22
832,,,1,16430,31645,1,2017-12-04 12:32:22
833,,,1,3882,31700,1,2017-12-04 12:32:22
834,,,1,7480,29545,1,2017-12-04 12:32:22
835,,,1,23348,30919,1,2017-12-04 12:32:22
836,,,1,3881,31700,1,2017-12-04 12:32:22
837,,,1,133776,30471,1,2017-12-04 12:32:22
838,,,1,133924,30883,1,2017-12-04 12:32:22
839,,,1,133928,30897,1,2017-12-04 12:32:22
840,,,1,10626,31586,1,2017-12-04 12:32:22
841,,,1,13655,30689,1,2017-12-04 12:32:22
842,,,1,2961,31673,1,2017-12-04 12:32:22
843,,,1,3886,31791,1,2017-12-04 12:32:22
844,,,1,7183,32155,1,2017-12-04 12:32:22
845,,,1,7182,32155,1,2017-12-04 12:32:22
846,,,1,3020,29439,1,2017-12-04 12:32:22
847,,,1,11331,32389,1,2017-12-04 12:32:22
848,,,1,14415,29813,1,2017-12-04 12:32:22
849,,,1,133921,30879,1,2017-12-04 12:32:22
850,,,1,133919,30873,1,2017-12-04 12:32:22
851,,,1,17625,29506,1,2017-12-04 12:32:22
854,,,1,7761,30452,1,2017-12-04 12:32:22
855,,,1,4262,29420,1,2017-12-04 12:32:22
856,,,1,6303,32254,1,2017-12-04 12:32:22
857,,,1,6290,29585,1,2017-12-04 12:32:22
858,,,1,11336,29541,1,2017-12-04 12:32:22
859,,,1,7204,29689,1,2017-12-04 12:32:22
860,,,1,3834,32346,1,2017-12-04 12:32:22
861,,,1,2373,31209,1,2017-12-04 12:32:22
862,,,1,3898,29569,1,2017-12-04 12:32:22
863,,,1,11337,29541,1,2017-12-04 12:32:22
864,,,1,133587,29671,1,2017-12-04 12:32:22
865,,,1,133588,29671,1,2017-12-04 12:32:22
866,,,1,7203,29689,1,2017-12-04 12:32:22
867,,,1,133589,29671,1,2017-12-04 12:32:22
868,,,1,3897,29569,1,2017-12-04 12:32:22
869,,,1,5607,30026,1,2017-12-04 12:32:22
870,,,1,1235,31319,1,2017-12-04 12:32:22
871,,,1,2312,31546,1,2017-12-04 12:32:22
872,,,1,11114,31662,1,2017-12-04 12:32:22
873,,,1,6173,29880,1,2017-12-04 12:32:22
874,,,1,11153,30220,1,2017-12-04 12:32:22
875,,,1,7629,30223,1,2017-12-04 12:32:22
876,,,1,6172,29880,1,2017-12-04 12:32:22
877,,,1,7625,29621,1,2017-12-04 12:32:22
878,,,1,10813,32429,1,2017-12-04 12:32:22
879,,,1,134340,32533,1,2017-12-04 12:32:22
880,,,1,13105,30172,1,2017-12-04 12:32:22
881,,,1,17663,32337,1,2017-12-04 12:32:22
882,,,1,130420,29430,1,2017-12-04 12:32:22
883,,,1,24504,30492,1,2017-12-04 12:32:22
884,,,1,3862,29968,1,2017-12-04 12:32:22
885,,,1,5711,29830,1,2017-12-04 12:32:22
886,,,1,133612,29763,1,2017-12-04 12:32:22
887,,,1,13678,29334,1,2017-12-04 12:32:22
888,,,1,134226,31961,1,2017-12-04 12:32:22
889,,,1,13787,32649,1,2017-12-04 12:32:22
890,,,1,134187,31746,1,2017-12-04 12:32:22
891,,,1,134186,31743,1,2017-12-04 12:32:22
892,,,1,5701,32348,1,2017-12-04 12:32:22
893,,,1,23232,31768,1,2017-12-04 12:32:22
894,,,1,13774,31531,1,2017-12-04 12:32:22
895,,,1,5698,32348,1,2017-12-04 12:32:22
896,,,1,24310,30532,1,2017-12-04 12:32:22
897,,,1,11867,30532,1,2017-12-04 12:32:22
898,,,1,130802,32452,1,2017-12-04 12:32:22
899,,,1,18153,32452,1,2017-12-04 12:32:22
900,,,1,17518,32181,1,2017-12-04 12:32:22
901,,,1,14153,31354,1,2017-12-04 12:32:22
902,,,1,13630,31487,1,2017-12-04 12:32:22
903,,,1,13902,31635,1,2017-12-04 12:32:22
904,,,1,5681,31887,1,2017-12-04 12:32:22
905,,,1,7634,29364,1,2017-12-04 12:32:22
906,,,1,14192,29043,1,2017-12-04 12:32:22
907,,,1,133741,30368,1,2017-12-04 12:32:22
908,,,1,133856,30686,1,2017-12-04 12:32:22
909,,,1,14264,29787,1,2017-12-04 12:32:22
910,,,1,2321,29461,1,2017-12-04 12:32:22
911,,,1,134352,32581,1,2017-12-04 12:32:22
912,,,1,134351,32580,1,2017-12-04 12:32:22
913,,,1,17907,30224,1,2017-12-04 12:32:22
914,,,1,23783,30683,1,2017-12-04 12:32:22
915,,,1,23784,30683,1,2017-12-04 12:32:22
916,,,1,23781,30683,1,2017-12-04 12:32:22
917,,,1,5696,32225,1,2017-12-04 12:32:22
918,,,1,23782,30683,1,2017-12-04 12:32:22
919,,,1,133625,29821,1,2017-12-04 12:32:22
920,,,1,133949,30930,1,2017-12-04 12:32:22
921,,,1,133613,29769,1,2017-12-04 12:32:22
922,,,1,13162,32381,1,2017-12-04 12:32:22
923,,,1,10806,31583,1,2017-12-04 12:32:22
924,,,1,134328,32455,1,2017-12-04 12:32:22
925,,,1,17514,32554,1,2017-12-04 12:32:22
926,,,1,11457,30289,1,2017-12-04 12:32:22
927,,,1,1242,31483,1,2017-12-04 12:32:22
928,,,1,1261,31483,1,2017-12-04 12:32:22
929,,,1,1240,31483,1,2017-12-04 12:32:22
930,,,1,1222,31483,1,2017-12-04 12:32:22
931,,,1,18115,31250,1,2017-12-04 12:32:22
932,,,1,13259,31889,1,2017-12-04 12:32:22
933,,,1,134065,31163,1,2017-12-04 12:32:22
934,,,1,17825,29841,1,2017-12-04 12:32:22
935,,,1,23876,31049,1,2017-12-04 12:32:22
936,,,1,134039,31115,1,2017-12-04 12:32:22
937,,,1,133956,30945,1,2017-12-04 12:32:22
938,,,1,133996,31023,1,2017-12-04 12:32:22
939,,,1,134013,31056,1,2017-12-04 12:32:22
940,,,1,7475,30029,1,2017-12-04 12:32:22
941,,,1,1674,29647,1,2017-12-04 12:32:22
942,,,1,7275,31369,1,2017-12-04 12:32:22
943,,,1,7274,31369,1,2017-12-04 12:32:22
944,,,1,7420,31321,1,2017-12-04 12:32:22
945,,,1,23756,31658,1,2017-12-04 12:32:22
946,,,1,22994,30287,1,2017-12-04 12:32:22
947,,,1,5630,30385,1,2017-12-04 12:32:22
948,,,1,133586,29666,1,2017-12-04 12:32:22
949,,,1,2909,29142,1,2017-12-04 12:32:22
950,,,1,24718,32501,1,2017-12-04 12:32:22
951,,,1,11612,31703,1,2017-12-04 12:32:22
952,,,1,12581,31606,1,2017-12-04 12:32:22
953,,,1,11333,32451,1,2017-12-04 12:32:22
954,,,1,11332,32451,1,2017-12-04 12:32:22
955,,,1,18043,31760,1,2017-12-04 12:32:22
956,,,1,23231,31669,1,2017-12-04 12:32:22
957,,,1,13393,31603,1,2017-12-04 12:32:22
958,,,1,6279,31731,1,2017-12-04 12:32:22
959,,,1,11041,31572,1,2017-12-04 12:32:22
960,,,1,10526,32601,1,2017-12-04 12:32:22
961,,,1,133585,29657,1,2017-12-04 12:32:22
962,,,1,134297,32314,1,2017-12-04 12:32:22
963,,,1,133436,28979,1,2017-12-04 12:32:22
964,,,1,11239,29612,1,2017-12-04 12:32:22
965,,,1,133127,30702,1,2017-12-04 12:32:22
966,,,1,24287,30943,1,2017-12-04 12:32:22
967,,,1,17449,30387,1,2017-12-04 12:32:22
968,,,1,384,31724,1,2017-12-04 12:32:22
969,,,1,17467,31951,1,2017-12-04 12:32:22
970,,,1,16733,30212,1,2017-12-04 12:32:22
971,,,1,133726,30297,1,2017-12-04 12:32:22
972,,,1,7514,30448,1,2017-12-04 12:32:22
973,,,1,134050,31137,1,2017-12-04 12:32:22
974,,,1,2371,31943,1,2017-12-04 12:32:22
975,,,1,24261,30576,1,2017-12-04 12:32:22
976,,,1,133695,30181,1,2017-12-04 12:32:22
977,,,1,14244,31504,1,2017-12-04 12:32:22
978,,,1,13269,29305,1,2017-12-04 12:32:22
979,,,1,14416,29813,1,2017-12-04 12:32:22
980,,,1,17710,32173,1,2017-12-04 12:32:22
