ID_kit_api_rID32A,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,ID_strains,ID_reference,manual_annotation,created_rID32A,modify_in_pgsql_rID32A,ID_tbl_api_rID32A,last_change
5923,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,+,-,-,-,+/-,+,-,-,+/-,-,12505,8784,1,2016-06-01 00:00:00,2016-07-15 08:20:05,904.0,2019-11-20 06:22:51
5922,-,-,+,+,+,+,+,-,-,+,+,+,-,+,-,-,+,-,-,+,-,+/-,-,-,+,-,-,+,-,12540,6518,1,2016-07-06 00:00:00,2016-07-07 12:30:05,903.0,2019-11-20 06:22:51
5921,-,-,+,+,-,+,+,+,-,+,+,+,+,-,-,-,+,+,-,+,-,+,-,-,+,+,-,+,-,12497,8779,1,2016-06-30 00:00:00,2016-06-30 13:15:05,902.0,2019-11-20 06:22:51
5920,-,-,+,+,-,+,+,-,-,+,-,-,-,+/-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,14032,7920,1,2016-06-02 00:00:00,2016-06-21 14:05:04,901.0,2019-11-20 06:22:51
5919,,-,+,+,-,+,+/-,+,+/-,+,-,+,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+/-,-,131518,22745,1,2016-01-20 00:00:00,2016-06-02 17:48:03,900.0,2019-11-20 06:22:51
5918,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131145,22437,1,2016-03-09 00:00:00,2016-06-02 12:35:06,899.0,2019-11-20 06:22:51
5917,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,130911,22203,1,2016-03-03 00:00:00,2016-06-02 12:35:06,898.0,2019-11-20 06:22:51
5916,-,-,+/-,+,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130919,22211,1,2016-02-17 00:00:00,2016-06-02 12:35:06,897.0,2019-11-20 06:22:51
5915,-,-,+,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130916,22208,1,2016-02-18 00:00:00,2016-06-02 12:35:06,896.0,2019-11-20 06:22:51
5914,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130922,22214,1,2016-02-17 00:00:00,2016-06-02 12:35:05,895.0,2019-11-20 06:22:51
5913,-,-,+,+,-,+,+,+/-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+/-,-,-,+/-,-,-,131035,22327,1,2016-02-04 00:00:00,2016-06-02 12:35:05,894.0,2019-11-20 06:22:51
5912,-,-,+,+,-,+,-,-,-,+,+/-,+/-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,131536,22763,1,2016-01-29 00:00:00,2016-06-02 12:30:05,891.0,2019-11-20 06:22:51
5911,-,+,-,+,+,+,-,-,-,+,+,-,-,-,-,+,+,-,-,+,-,-,+,-,+,+,-,+,-,132949,24737,1,2016-01-07 00:00:00,2016-06-02 12:30:04,890.0,2019-11-20 06:22:51
5910,-,-,+,+,-,-,-,+,-,+,+,+,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,12501,16712,1,2016-05-02 00:00:00,2016-05-26 06:05:06,889.0,2019-11-20 06:22:51
5909,-,-,+,+,-,+,+,+,+/-,+,+,+,+,+/-,-,+,+,-,-,+,-,-,-,-,+,-,-,+/-,-,1592,918,1,2016-03-22 00:00:00,2016-05-26 06:05:05,888.0,2019-11-20 06:22:51
5908,-,-,+,+,-,+,-,+,+/-,+,-,-,-,+,-,-,+,-,-,+,+,+,-,+,+,+,-,+/-,-,1612,7141,1,2016-04-19 00:00:00,2016-05-26 06:05:05,887.0,2019-11-20 06:22:51
5907,-,-,+,+,-,+,+,+,-,+,+,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,1598,3030,1,2016-03-01 00:00:00,2016-02-29 23:00:00,886.0,2019-11-20 06:22:51
5906,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,17169,9049,1,2016-02-10 00:00:00,2016-02-09 23:00:00,885.0,2019-11-20 06:22:51
5905,-,-,+,+,-,+/-,-,-,-,+,-,-,+,+,-,+,+,+,-,+,-,+,+/-,+/-,+,-,+/-,-,-,12520,9023,1,2016-03-14 00:00:00,2016-03-13 23:00:00,884.0,2019-11-20 06:22:51
5904,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,-,+/-,-,-,+,-,-,+/-,-,12505,8784,1,2016-03-16 00:00:00,2016-03-15 23:00:00,883.0,2019-11-20 06:22:51
5903,-,-,+,+,-,+,+/-,-,-,+,-,-,-,+/-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,12528,8964,1,2016-02-04 00:00:00,2016-02-03 23:00:00,882.0,2019-11-20 06:22:51
5902,-,-,+/-,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,-,+,-,-,-,-,+,-,-,+/-,-,12560,8356,1,2016-02-29 00:00:00,2016-02-28 23:00:00,881.0,2019-11-20 06:22:51
5901,-,-,+,+,-,+,+,-,-,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,-,-,+,-,12541,6587,1,2016-02-17 00:00:00,2016-02-16 23:00:00,880.0,2019-11-20 06:22:51
5900,-,-,+,+,-,+,+,+,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,+,+,-,-,+,-,1623,5571,1,2015-12-01 00:00:00,2015-11-30 23:00:00,879.0,2019-11-20 06:22:51
5899,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3054,1003,1,2016-02-17 00:00:00,2016-02-16 23:00:00,878.0,2019-11-20 06:22:51
5898,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,+,+,+,-,+,-,17986,8841,1,2016-02-12 00:00:00,2016-02-11 23:00:00,877.0,2019-11-20 06:22:51
5897,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+/-,-,-,-,-,-,-,132556,24345,1,2015-12-07 00:00:00,2016-02-05 15:47:31,876.0,2019-11-20 06:22:51
5896,-,-,-,-,-,-,+/-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,132506,24295,1,2015-10-28 00:00:00,2016-02-05 15:47:31,872.0,2019-11-20 06:22:51
5895,-,-,+,+,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132900,24688,1,2015-10-28 00:00:00,2016-02-05 15:47:31,870.0,2019-11-20 06:22:51
5894,-,+,-,-,-,+,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,-,140325,42932,1,2015-10-28 00:00:00,2016-02-05 15:47:31,869.0,2019-11-20 06:22:51
5893,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,+,-,-,158394,65070,1,2015-07-02 00:00:00,2016-02-05 15:47:31,861.0,2019-11-20 06:22:51
5892,-,-,-,+/-,-,+,-,-,+/-,-,-,-,-,-,-,-,-,+/-,+,+,+,+,-,+,+,+,-,-,+,132079,23870,1,2015-06-22 00:00:00,2016-02-05 15:47:31,856.0,2019-11-20 06:22:51
5891,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,140267,42874,1,2015-06-04 00:00:00,2016-02-05 15:47:31,852.0,2019-11-20 06:22:51
5890,-,-,+,+,-,+,-,-,-,+/-,-,-,-,-,-,-,-,-,+,-,-,+/-,+,+/-,-,-,-,-,-,132099,23889,1,2015-05-28 00:00:00,2016-02-05 15:47:31,850.0,2019-11-20 06:22:51
5889,-,-,+/-,+,-,+,+,+/-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,-,-,157962,64534,1,2015-04-28 00:00:00,2016-02-05 15:47:31,848.0,2019-11-20 06:22:51
5888,-,-,-,+,-,+/-,+,+/-,-,-,+,+,-,-,+,-,-,+,+,-,+,+,-,+,-,-,-,-,-,157961,64533,1,2015-04-29 00:00:00,2016-02-05 15:47:31,847.0,2019-11-20 06:22:51
5887,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+/-,+,-,+,+,-,+,-,-,-,-,-,131552,22779,1,2015-05-04 00:00:00,2016-02-05 15:47:31,846.0,2019-11-20 06:22:51
5886,-,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132588,24377,1,2015-04-29 00:00:00,2016-02-05 15:47:31,845.0,2019-11-20 06:22:51
5885,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,133028,24816,1,2015-04-24 00:00:00,2016-02-05 15:47:31,844.0,2019-11-20 06:22:51
5884,-,-,-,+,-,+,-,-,-,+,-,-,-,-,+,-,-,+/-,-,-,+,+/-,-,+,-,-,-,-,-,158418,65094,1,2015-03-09 00:00:00,2016-02-05 15:47:31,842.0,2019-11-20 06:22:51
5883,-,-,+,+,-,+,+,-,-,+,-,+,-,-,-,-,+,+,-,+,+/-,+/-,+,-,+,+,+/-,-,+/-,132483,24272,1,2015-03-03 00:00:00,2016-02-05 15:47:31,841.0,2019-11-20 06:22:51
5882,-,-,+,+,-,+,+,+/-,-,+,+/-,+/-,+,-,-,+,+,-,-,+,-,-,-,-,+,-,-,+/-,-,131167,22459,1,2015-04-01 00:00:00,2016-02-05 15:47:31,840.0,2019-11-20 06:22:51
5881,-,-,-,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,+,+,-,+,+,+,+/-,-,+,156,10959,1,2015-06-25 00:00:00,2016-02-05 15:47:31,839.0,2019-11-20 06:22:51
5880,-,-,+,+,-,+,+,-,-,-,-,+/-,-,+/-,+,-,-,+,+,+,+,+,-,+,+,+,+,-,+,156,10959,1,2005-06-09 00:00:00,2016-02-05 15:47:31,838.0,2019-11-20 06:22:51
5879,-,+,+,+,-,+,+,-,-,-,-,+,-,-,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,165,10958,1,2008-08-18 00:00:00,2016-02-05 15:47:31,836.0,2019-11-20 06:22:51
5878,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+/-,-,-,-,-,157,10957,1,1859-11-24 00:00:00,2016-02-05 15:47:31,835.0,2019-11-20 06:22:51
5877,-,-,-,+,-,+,+,+,-,-,+/-,+,-,-,+,-,-,-,+,-,+,+,-,+,-,-,-,-,-,151,10954,1,2014-05-07 00:00:00,2016-02-05 15:47:31,834.0,2019-11-20 06:22:51
5876,-,-,+/-,+,-,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,-,-,151,10954,1,2008-01-29 00:00:00,2016-02-05 15:47:31,833.0,2019-11-20 06:22:51
5875,-,-,+,+,-,+,-,-,-,-,-,-,-,+/-,-,-,-,+,+/-,-,+,+,-,+,+,+/-,+/-,-,+,12653,10945,1,2014-11-21 00:00:00,2016-02-05 15:47:31,832.0,2019-11-20 06:22:51
5874,-,+/-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,+,+,-,+,-,-,-,-,-,148,10674,1,2004-06-14 00:00:00,2016-02-05 15:47:31,831.0,2019-11-20 06:22:51
5873,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,+,-,+,+,-,+,-,+/-,-,-,-,154,10673,1,2014-10-10 00:00:00,2016-02-05 15:47:31,830.0,2019-11-20 06:22:51
5872,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,+,-,+,+,-,+,-,-,-,-,-,154,10673,1,2006-05-03 00:00:00,2016-02-05 15:47:31,829.0,2019-11-20 06:22:51
5871,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,-,+,+,-,+,130826,21486,1,2015-01-26 00:00:00,2016-02-05 15:47:31,828.0,2019-11-20 06:22:51
5870,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,132525,24314,1,2015-02-18 00:00:00,2016-02-05 15:47:31,827.0,2019-11-20 06:22:51
5869,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,+,-,+/-,-,+,-,-,+/-,+/-,+/-,-,+/-,132505,24294,1,2014-11-24 00:00:00,2016-02-05 15:47:31,826.0,2019-11-20 06:22:51
5868,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,131531,22758,1,2015-01-16 00:00:00,2016-02-05 15:47:31,825.0,2019-11-20 06:22:51
5867,-,-,+,+,+/-,+,+,+,-,+,+,+,-,-,-,-,+,+,-,+,+,+,-,+,+,+,+,+,+,130882,22191,1,2015-01-08 00:00:00,2016-02-05 15:47:31,824.0,2019-11-20 06:22:51
5866,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131526,22753,1,2014-12-11 00:00:00,2016-02-05 15:47:31,823.0,2019-11-20 06:22:51
5865,-,-,-,-,-,+,-,-,-,-,+/-,-,-,+/-,,-,-,-,+,-,-,-,-,-,-,-,-,-,-,131529,22756,1,2015-01-16 00:00:00,2016-02-05 15:47:31,822.0,2019-11-20 06:22:51
5864,-,+,-,+,-,+,+,-,-,+,+,-,-,-,-,-,-,+,-,+,+,+,+,+,+,+,+,+/-,+,130942,22234,1,2014-12-10 00:00:00,2016-02-05 15:47:31,821.0,2019-11-20 06:22:51
5863,-,-,-,-,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,131528,22755,1,2014-12-09 00:00:00,2016-02-05 15:47:31,820.0,2019-11-20 06:22:51
5862,-,-,+,+,-,+,+,+,+,-,-,-,-,+/-,-,-,-,-,-,-,-,-,+/-,+/-,-,-,-,-,-,131527,22754,1,2015-01-08 00:00:00,2016-02-05 15:47:31,819.0,2019-11-20 06:22:51
5861,-,-,+,+,-,+,-,-,+,-,+,+,-,-,+/-,-,+/-,-,-,+/-,-,-,-,-,-,-,-,-,-,131093,22385,1,2014-12-04 00:00:00,2016-02-05 15:47:31,818.0,2019-11-20 06:22:51
5860,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,+/-,-,-,-,-,-,-,-,-,-,131344,22571,1,2014-11-20 00:00:00,2016-02-05 15:47:31,817.0,2019-11-20 06:22:51
5859,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131525,22752,1,2014-11-20 00:00:00,2016-02-05 15:47:31,816.0,2019-11-20 06:22:51
5858,+,-,-,+/-,-,+/-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,+,+,-,-,+,132605,24394,1,2014-10-02 00:00:00,2016-02-05 15:47:31,815.0,2019-11-20 06:22:51
5857,-,+/-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+/-,-,+,-,-,+,-,-,-,-,-,-,-,130915,22207,1,2014-11-06 00:00:00,2016-02-05 15:47:31,814.0,2019-11-20 06:22:51
5856,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,+/-,-,-,+,-,-,-,-,-,-,-,-,-,-,130932,22224,1,2014-11-06 00:00:00,2016-02-05 15:47:31,813.0,2019-11-20 06:22:51
5855,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,130931,22223,1,2014-11-06 00:00:00,2016-02-05 15:47:31,812.0,2019-11-20 06:22:51
5854,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,130920,22212,1,2014-10-21 00:00:00,2016-02-05 15:47:31,811.0,2019-11-20 06:22:51
5853,-,-,-,+,+,+,+,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130927,22219,1,2014-10-21 00:00:00,2016-02-05 15:47:31,810.0,2019-11-20 06:22:51
5852,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130933,22225,1,2014-10-21 00:00:00,2016-02-05 15:47:31,809.0,2019-11-20 06:22:51
5851,-,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,130926,22218,1,2014-10-22 00:00:00,2016-02-05 15:47:31,808.0,2019-11-20 06:22:51
5850,-,-,+,+,-,+,+/-,-,-,+,+,+/-,+,-,-,-,+,+,-,+,-,+,-,-,+,+/-,-,-,-,131147,22439,1,2014-09-24 00:00:00,2016-02-05 15:47:31,807.0,2019-11-20 06:22:51
5849,-,-,-,+/-,-,-,-,-,+/-,-,-,-,-,-,-,-,+,-,+,-,-,+/-,-,-,-,-,-,-,-,131514,22741,1,2014-09-24 00:00:00,2016-02-05 15:47:31,806.0,2019-11-20 06:22:51
5848,,-,+,+,-,+,+,+,+/-,+/-,-,+/-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130918,22210,1,2014-09-24 00:00:00,2016-02-05 15:47:31,805.0,2019-11-20 06:22:51
5847,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,+/-,-,-,-,-,-,-,-,130910,22202,1,2014-09-25 00:00:00,2016-02-05 15:47:31,804.0,2019-11-20 06:22:51
5846,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,+/-,-,-,-,-,-,-,-,130909,22201,1,2014-09-25 00:00:00,2016-02-05 15:47:31,803.0,2019-11-20 06:22:51
5845,-,-,+,+,-,+,+/-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132395,24184,1,2014-07-11 00:00:00,2016-02-05 15:47:31,802.0,2019-11-20 06:22:51
5844,-,-,-,+,-,+,-,-,-,+,-,-,-,-,-,-,-,+,+,+/-,+/-,+,+,+/-,+,+,+/-,-,+/-,131544,22771,1,2014-05-15 00:00:00,2016-02-05 15:47:31,801.0,2019-11-20 06:22:51
5843,-,-,+,+,-,+,+,+,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,-,+,+,-,+,131034,22326,1,2014-07-11 00:00:00,2016-02-05 15:47:31,800.0,2019-11-20 06:22:51
5842,+,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+/-,-,+,-,-,-,-,-,-,-,-,-,131481,22708,1,2012-05-13 00:00:00,2016-02-05 15:47:31,797.0,2019-11-20 06:22:51
5841,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,131480,22707,1,2014-05-14 00:00:00,2016-02-05 15:47:31,796.0,2019-11-20 06:22:51
5840,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,131479,22706,1,2014-05-13 00:00:00,2016-02-05 15:47:31,795.0,2019-11-20 06:22:51
5839,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,131478,22705,1,2014-05-14 00:00:00,2016-02-05 15:47:31,794.0,2019-11-20 06:22:51
5838,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,+/-,-,+,-,-,-,-,+,-,-,158164,64757,1,2014-05-08 00:00:00,2016-02-05 15:47:31,793.0,2019-11-20 06:22:51
5837,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,131522,22749,1,2014-04-24 00:00:00,2016-02-05 15:47:31,792.0,2019-11-20 06:22:51
5836,-,-,+/-,+,-,+,+,+,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,158447,65123,1,2014-03-27 00:00:00,2016-02-05 15:47:31,791.0,2019-11-20 06:22:51
5835,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,-,-,+/-,+,-,+/-,+,-,+/-,+/-,+/-,+/-,-,+/-,130827,21710,1,1859-11-24 00:00:00,2016-02-05 15:47:31,790.0,2019-11-20 06:22:51
5834,-,-,+,+,-,+,+,+/-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,24769,21179,1,2013-08-30 00:00:00,2016-02-05 15:47:31,789.0,2019-11-20 06:22:51
5833,-,-,+,+,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130362,22149,1,2013-08-15 00:00:00,2016-02-05 15:47:31,788.0,2019-11-20 06:22:51
5832,-,-,+,+,-,+/-,+,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130361,22148,1,2013-08-15 00:00:00,2016-02-05 15:47:31,787.0,2019-11-20 06:22:51
5831,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+/-,+,-,+,-,+/-,+/-,-,+,130836,21725,1,1859-11-24 00:00:00,2016-02-05 15:47:31,786.0,2019-11-20 06:22:51
5830,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,130819,22154,1,2013-07-02 00:00:00,2016-02-05 15:47:31,785.0,2019-11-20 06:22:51
5829,-,-,+,+,-,+,+,+,-,-,+,+,-,-,+,-,-,+/-,+/-,-,+,+,-,+,+/-,+/-,+/-,-,-,130546,21835,1,2013-06-11 00:00:00,2016-02-05 15:47:31,784.0,2019-11-20 06:22:51
5828,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,24792,21196,1,2013-05-31 00:00:00,2016-02-05 15:47:31,783.0,2019-11-20 06:22:51
5827,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,23187,19330,1,2013-04-15 00:00:00,2016-02-05 15:47:31,782.0,2019-11-20 06:22:51
5826,+,-,+/-,+/-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+/-,+/-,-,-,-,-,-,-,-,132592,24381,1,2013-04-10 00:00:00,2016-02-05 15:47:31,781.0,2019-11-20 06:22:51
5825,+,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+/-,+/-,-,-,-,-,-,-,-,132591,24380,1,2013-04-10 00:00:00,2016-02-05 15:47:31,780.0,2019-11-20 06:22:51
5824,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,130324,22123,1,2013-03-13 00:00:00,2016-02-05 15:47:31,778.0,2019-11-20 06:22:51
5823,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+/-,-,+/-,+,-,-,+,+,-,-,130323,21939,1,2012-03-13 00:00:00,2016-02-05 15:47:31,777.0,2019-11-20 06:22:51
5822,-,-,+,+,-,+/-,+/-,+/-,-,-,+,-,-,-,-,-,-,+,+,-,+,+,-,+,-,-,+/-,-,+/-,195,18274,1,2012-12-17 00:00:00,2016-02-05 15:47:31,774.0,2019-11-20 06:22:51
5821,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,-,+,23520,20244,1,2012-12-10 00:00:00,2016-02-05 15:47:31,773.0,2019-11-20 06:22:51
5820,-,-,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,+/-,+,+,+,+,-,+,+,+,-,-,-,23521,20245,1,2012-12-10 00:00:00,2016-02-05 15:47:31,772.0,2019-11-20 06:22:51
5819,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+/-,-,-,-,-,-,+,-,-,-,-,-,-,24764,20307,1,2012-09-07 00:00:00,2016-02-05 15:47:31,771.0,2019-11-20 06:22:51
5818,-,+,-,+,-,-,+,-,-,+/-,+,-,-,-,-,-,+/-,+,-,-,-,+,+,-,-,-,+,-,-,130835,21474,1,2012-09-07 00:00:00,2016-02-05 15:47:31,770.0,2019-11-20 06:22:51
5817,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130359,21475,1,2012-10-09 00:00:00,2016-02-05 15:47:31,768.0,2019-11-20 06:22:51
5816,-,-,-,+,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+/-,-,+,+,-,-,-,-,-,132982,24770,1,2012-07-13 00:00:00,2016-02-05 15:47:31,765.0,2019-11-20 06:22:51
5815,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+/-,+,-,-,+/-,-,-,-,-,-,-,-,22902,19334,1,2012-07-16 00:00:00,2016-02-05 15:47:31,764.0,2019-11-20 06:22:51
5814,-,+,+,-,-,+,-,-,-,-,-,-,-,+,-,-,+,+/-,+,-,+/-,+/-,-,+/-,+/-,+/-,+/-,-,+/-,130264,21552,1,2012-07-09 00:00:00,2016-02-05 15:47:31,761.0,2019-11-20 06:22:51
5813,-,-,+,+,+,+/-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+/-,-,+/-,-,+/-,+/-,-,-,131515,22742,1,2015-12-22 00:00:00,2016-02-05 15:47:31,760.0,2019-11-20 06:22:51
5812,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,+,-,+/-,+/-,-,+/-,130140,22143,1,2012-06-18 00:00:00,2016-02-05 15:47:31,759.0,2019-11-20 06:22:51
5811,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,22980,19307,1,2012-05-14 00:00:00,2016-02-05 15:47:31,755.0,2019-11-20 06:22:51
5810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,+,-,-,23453,19306,1,2012-03-23 00:00:00,2016-02-05 15:47:31,754.0,2019-11-20 06:22:51
5809,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,23452,19305,1,2011-12-22 00:00:00,2016-02-05 15:47:31,751.0,2019-11-20 06:22:51
5808,-,+,+,-,-,+/-,-,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,22981,19353,1,2011-12-21 00:00:00,2016-02-05 15:47:31,750.0,2019-11-20 06:22:51
5807,-,-,+/-,+/-,-,+/-,+/-,-,-,-,+,-,-,+/-,,,+,+,+,-,+/-,+,-,+/-,-,-,+/-,-,+/-,130545,21734,1,2012-03-19 00:00:00,2016-02-05 15:47:31,749.0,2019-11-20 06:22:51
5806,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,130545,21734,1,2011-12-20 00:00:00,2016-02-05 15:47:31,748.0,2019-11-20 06:22:51
5805,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,+,-,-,-,+/-,+,-,-,17973,18039,1,2011-12-20 00:00:00,2016-02-05 15:47:31,747.0,2019-11-20 06:22:51
