ID_kit_api_ID32STA,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,ID_strains,ID_reference,manual_annotation,created_ID32STA,modify_in_pgsql_ID32STA,ID_tbl_api_ID32STA,last_change
2096,-,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,141614,44679,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2097,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,149193,53552,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2098,+,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,-,+,+,-,+,+,-,-,-,149194,53554,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2099,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,149246,53614,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2100,-,-,-,+,+,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,+,+,-,-,-,149284,53656,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2101,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,149313,53689,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2102,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,149329,53714,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2103,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,149330,53715,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2104,-,+,-,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,149348,53733,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2105,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,149355,53740,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2106,+,+,-,-,+,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,149363,53752,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2107,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,+,-,-,+,+,-,+,+,-,-,-,149386,53775,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2108,-,-,-,+,+,+,+,+,-,+,+,-,+,+,+,-,-,-,-,-,+,+,+,+,+,+,149537,53958,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2109,-,-,-,+,+,+,+,+,-,+,+,-,-,+,+,-,-,-,-,-,+,+,+,+,+,+,149537,53958,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2110,+,-,-,-,+,+,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,149539,53960,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2111,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,149541,53962,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2112,+,-,-,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,149545,53966,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2113,+,+,-,-,+,+,+,+,-,-,+,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,149546,53967,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2114,+,+,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,149577,54009,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2115,+,-,-,-,+,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,149578,54010,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2116,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,149591,54024,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2117,-,+,-,-,+,+,-,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,-,-,-,149596,54029,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2118,-,-,-,+,+,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,+,-,-,-,-,149661,54095,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2119,-,-,-,-,+,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,+,-,-,-,-,149665,54099,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149690,54128,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2121,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,149712,54152,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2122,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149719,54160,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2123,+,+,-,-,+,+,+,-,+,+,-,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,149748,54192,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2124,-,+,-,-,+,+,-,+,+,+,+,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,149760,54204,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2125,+,-,-,-,+,+,-,+,-,+,+,-,-,-,-,+,-,-,+,-,+,+,+,+,-,-,149761,54205,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2126,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,149763,54207,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2127,-,-,-,+,+,+,+,+,-,+,+,-,+,+,+,-,-,-,+,-,-,+,-,-,-,+,149769,54213,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,138232,54215,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2129,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14422,54217,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2130,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149771,54218,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2131,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149772,54220,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2132,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,+,149773,54221,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2133,+,+,-,-,+,+,+,+,-,+,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,149774,54222,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2134,+,+,-,-,+,+,+,-,+,+,+,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,149805,54259,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2135,-,+,-,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,149829,54286,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2136,-,-,+,-,+,+,+,+,+,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,-,-,149841,54310,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2137,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,,-,-,-,-,-,-,-,149843,54312,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2138,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,149862,54333,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2139,-,+,-,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,149868,54339,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2140,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,+,-,+,+,+,-,-,-,149873,54344,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2141,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,149880,54351,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2142,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,+,-,-,-,+,+,+,+,-,-,149912,54385,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2143,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,149930,54405,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2144,-,-,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,149933,54408,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2145,+,-,-,-,+,+,+,+,+,+,+,-,-,-,-,-,+,-,+,+,+,-,+,-,-,+,150008,54499,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2146,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,150013,54505,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2147,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,150092,54595,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2148,+,+,-,-,+,+,-,+,+,+,+,-,-,-,+,-,+,-,-,+,-,+,+,-,-,+,150093,54596,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2149,-,-,-,-,+,+,+,+,+,+,+,-,+,-,-,-,+,-,+,+,-,+,+,-,-,-,150096,54599,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2150,+,-,-,-,+,+,+,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,-,-,+,150115,54618,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2151,+,+,-,-,+,+,+,+,-,+,-,-,-,-,+,+,+,-,+,+,-,+,+,+,-,-,150132,54637,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2152,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,150184,54701,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2153,-,+,-,-,+,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,150189,54706,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2154,+,-,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,150191,54708,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2155,+,-,+,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,-,+,+,-,-,-,150209,54727,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2156,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,229,54739,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2157,+,-,-,-,+,+,-,+,+,+,-,-,-,-,-,-,+,-,-,-,+,+,+,+,-,-,150228,54747,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2158,+,-,+,-,+,+,+,+,+,+,-,-,-,-,-,+,-,-,-,+,-,+,+,+,-,-,150239,54764,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2159,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,150243,54768,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2160,-,-,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,150256,54781,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2161,-,+,-,-,+,+,+,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,150268,54796,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2162,+,-,-,-,+,+,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,-,+,-,-,150269,54797,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2163,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,150352,54895,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2164,+,-,+,-,+,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,150430,54987,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2165,+,+,-,-,+,+,-,+,-,+,+,-,-,-,+,+,-,-,-,+,-,+,+,-,-,+,150454,55019,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2166,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,150464,55030,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2167,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,141634,44712,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2168,-,+,-,-,+,+,+,-,+,-,+,-,-,-,+,,-,-,-,-,+,+,-,-,-,-,150537,55112,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2169,-,+,-,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,+,+,-,+,+,-,-,-,150544,55119,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2170,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,14451,55133,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2171,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,-,-,14464,55134,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2172,-,+,-,-,+,-,-,+,+,+,+,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,150578,55157,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2173,-,-,-,+,+,+,+,-,-,+,+,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,150590,55175,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2174,-,+,-,-,+,+,+,+,+,-,+,-,-,-,-,+,-,-,+,-,-,+,+,+,-,-,150616,55206,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2175,-,-,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,150644,55235,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2176,-,-,-,-,+,+,+,+,-,+,-,-,-,-,+,+,-,-,+,+,-,+,-,-,-,-,150701,55298,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2177,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,150702,55299,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2178,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,150706,55303,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2179,+,+,,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,150715,55312,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2180,-,+,-,-,+,+,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,150741,55343,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2181,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,150743,55345,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2182,+,-,-,-,+,+,-,+,-,+,+,-,-,-,+,+,-,-,-,+,-,+,-,+,-,+,150776,55384,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2183,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,+,+,-,-,-,-,+,+,+,-,-,136504,55409,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2184,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,150813,55426,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2185,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,150840,55456,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2186,+,+,-,-,+,+,-,+,-,+,+,-,-,-,+,+,-,-,-,+,-,+,+,+,-,+,150848,55464,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2187,+,+,-,-,+,+,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,150872,55489,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2188,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,150892,55509,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2189,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,150927,55548,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2190,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,150959,55583,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2191,-,-,-,+,+,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,221,44731,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2192,+,-,-,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,+,+,+,+,-,+,+,141644,44734,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2193,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,-,-,141645,44735,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2194,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,151083,55740,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2195,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,+,-,+,+,+,+,-,-,151128,55795,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2196,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,151139,55808,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2197,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,151141,55810,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2198,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,151142,55811,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2199,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,151145,55814,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2200,+,-,-,-,+,+,+,-,-,-,-,-,-,-,+,-,+,-,+,-,-,-,-,-,-,+,151152,55821,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2201,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,151153,55822,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2202,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,151169,55838,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2203,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,151170,55839,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2204,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,+,-,+,-,+,+,+,+,-,-,151212,55885,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2205,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,151225,55903,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2206,+,-,-,+,+,+,+,-,+,+,+,+,-,+,+,-,-,-,+,-,-,+,+,-,-,-,151251,55930,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2207,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,151256,55935,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2208,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,151306,55998,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2209,+,+,-,-,+,+,+,-,+,-,+,-,-,-,+,-,+,-,-,+,-,+,+,-,-,-,151347,56040,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2210,+,-,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,,-,+,+,+,-,-,151413,56115,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2211,+,+,-,-,+,-,-,+,-,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,151436,56138,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2212,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,+,-,+,-,-,+,-,+,-,-,151446,56148,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2213,+,+,-,-,+,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,151447,56149,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2214,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,-,-,151448,56150,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2215,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,-,151477,56179,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2216,+,-,-,-,+,-,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,151487,56189,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2217,-,+,-,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,+,+,+,+,-,-,-,151489,56191,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2218,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,151492,56194,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2219,+,+,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,151493,56195,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2220,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,-,151497,56199,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2221,-,+,-,-,+,+,-,+,-,+,+,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,151499,56201,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2222,+,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,-,+,+,-,+,+,-,-,+,151513,56216,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2223,-,+,-,-,+,+,-,+,-,+,-,-,+,-,+,+,-,-,-,+,-,+,+,+,-,-,151514,56217,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2224,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,151536,56239,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2225,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,151593,56300,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2226,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,-,-,151643,56356,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2227,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,151728,56457,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2228,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,151738,56468,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
