ID_kit_api_ID32STA,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,ID_strains,ID_reference,manual_annotation,created_ID32STA,modify_in_pgsql_ID32STA,ID_tbl_api_ID32STA,last_change
2229,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,151739,56469,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2230,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,151762,56495,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2231,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,151765,56498,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2232,+,+,-,-,+,+,-,+,-,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,151773,56506,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2233,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,-,136534,56511,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2234,+,+,-,-,+,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,+,137723,56512,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2235,+,-,+,-,+,+,-,-,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,151791,56526,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2236,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,151822,56576,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2237,+,+,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,+,-,-,+,-,+,-,-,151823,56577,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2238,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,151824,56578,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2239,-,+,-,-,+,-,-,+,-,+,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,+,151825,56579,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2240,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,-,-,151870,56634,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2241,+,-,-,-,+,+,-,+,+,+,+,-,-,-,-,-,+,-,-,-,+,+,-,+,-,-,151871,56635,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2242,+,+,-,-,+,+,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,151895,56662,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2243,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,151907,56676,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2244,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,+,-,+,+,+,-,-,151923,56693,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2245,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,136556,56731,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2246,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,+,-,+,+,+,-,-,138348,56732,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2247,+,-,-,+,+,+,+,+,+,+,-,-,-,-,+,-,+,-,-,+,-,+,-,+,-,-,151960,56741,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2248,-,-,-,+,+,+,+,+,-,+,-,-,-,-,+,-,-,+,-,-,-,+,-,+,-,-,152154,56985,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2249,+,+,-,-,+,+,+,+,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+,-,-,-,152187,57022,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2250,-,-,-,-,+,+,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,-,+,-,-,152188,57023,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2251,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,152213,57064,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2252,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,152221,57078,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2253,+,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,-,+,+,-,+,+,-,-,-,152232,57092,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2254,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,152234,57094,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2255,-,-,-,+,+,+,+,+,+,+,-,-,+,-,+,+,+,+,-,+,-,+,-,+,-,-,152237,57097,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2256,-,-,-,+,+,+,+,+,+,+,-,-,-,-,+,-,+,+,-,+,-,+,-,+,-,-,152238,57098,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2257,-,-,-,+,+,+,+,+,-,+,-,-,+,-,+,+,-,+,-,+,-,+,-,+,-,-,152239,57099,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2258,+,+,-,-,+,+,-,-,+,+,+,-,-,-,+,-,+,-,-,-,-,+,+,-,-,+,152254,57115,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2259,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,152261,57123,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2260,+,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,-,+,+,-,-,-,-,-,-,152279,57148,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2261,-,-,-,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,-,+,-,+,-,+,-,-,152286,57155,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2262,-,-,-,+,+,+,+,+,+,+,-,-,-,-,+,-,+,+,-,+,-,+,-,+,-,-,152287,57156,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2263,-,-,-,+,+,+,+,+,+,+,-,-,+,-,+,-,+,+,-,+,-,+,-,+,-,-,152288,57157,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2264,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,152295,57170,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2265,+,+,-,-,+,+,+,+,+,+,-,-,+,-,+,-,+,-,+,-,-,+,-,-,-,-,152361,57246,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2266,+,+,-,-,+,+,+,-,+,+,-,-,+,-,+,-,+,-,+,-,-,+,-,-,-,-,152362,57247,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2267,-,+,-,-,+,+,+,-,+,+,-,-,+,-,+,-,-,-,+,-,-,+,+,-,-,+,152363,57248,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2268,-,+,-,-,+,+,+,-,+,+,-,-,+,-,+,-,-,-,+,-,-,+,+,-,-,+,152364,57249,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2269,-,+,-,-,+,+,+,-,+,+,-,-,+,-,+,-,-,-,+,-,-,+,-,-,-,+,152365,57250,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2270,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,152387,57289,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2271,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,152467,57379,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2272,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,152479,57394,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2273,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,+,+,+,-,-,152490,57405,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2274,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,152505,57426,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2275,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,152581,57520,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2276,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,152595,57550,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2277,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,7671,57577,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2278,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,7672,57578,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2279,-,+,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,152614,57579,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2280,-,+,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,152615,57580,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2281,-,+,-,-,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,152616,57581,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2282,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,-,+,-,-,152617,57582,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2283,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,152618,57583,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2284,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,+,+,+,+,-,-,152619,57584,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2285,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,152657,57629,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2286,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,152659,57631,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2287,-,-,-,-,+,+,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,152666,57638,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2288,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,152667,57639,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2289,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,152673,57646,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2290,+,-,-,-,+,+,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,+,152694,57671,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2291,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,152704,57682,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2292,-,-,-,-,+,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,152714,57699,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2293,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,+,-,+,+,+,-,-,152825,57836,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2294,-,+,-,-,+,+,+,+,+,+,+,-,+,-,+,+,-,-,+,-,-,+,+,+,-,-,152855,57872,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2295,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,152976,58015,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2296,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,+,-,+,+,-,-,-,153041,58112,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2297,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,153067,58140,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2298,-,+,-,-,+,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,153071,58144,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2299,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,153107,58196,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2300,-,-,-,-,+,+,-,+,-,+,+,-,-,-,+,+,-,-,+,-,+,+,-,-,-,-,153115,58204,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2301,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,153173,58267,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2302,+,-,-,+,+,+,+,+,+,+,+,-,-,-,+,-,+,-,+,-,+,+,+,-,+,+,153282,58426,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2303,-,-,-,-,+,+,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,+,-,+,-,-,153285,58429,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2304,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,-,-,-,+,+,-,+,+,+,-,-,153330,58480,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2305,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,153341,58493,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2306,-,-,-,+,+,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,+,+,+,+,+,-,153345,58498,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2307,+,-,-,-,+,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,153366,58523,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2308,-,-,+,-,+,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,153367,58524,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2309,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,153426,58602,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2310,-,-,-,+,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,153488,58684,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2311,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,153499,58698,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2312,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,153514,58715,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2313,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,153554,58762,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2314,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,153565,58780,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2315,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,-,-,+,153578,58801,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2316,+,-,-,-,+,+,+,+,+,+,-,-,-,-,+,-,+,-,+,+,-,+,+,-,-,-,153661,58894,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2317,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,153690,58933,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2318,+,-,-,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,+,-,+,+,+,-,+,+,153697,58940,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2319,-,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,+,-,+,-,+,+,-,-,+,+,153701,58944,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2320,-,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,+,-,+,-,+,+,-,-,+,+,153702,58945,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2321,-,+,-,-,+,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,153705,58948,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2322,+,-,-,-,+,+,-,+,-,+,+,-,-,-,-,+,-,-,+,-,+,+,+,+,-,-,153726,58975,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2323,+,-,-,-,+,+,+,+,+,+,+,-,+,-,+,-,+,-,+,+,-,+,+,+,-,-,134860,58994,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2324,+,+,-,-,+,+,+,+,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+,+,-,-,153733,59000,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2325,+,+,-,-,+,+,+,+,+,+,+,-,+,-,+,-,+,-,+,+,-,+,+,-,-,-,153734,59001,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2326,+,+,-,-,+,+,+,+,+,+,-,-,-,-,+,-,+,-,+,+,-,-,+,-,-,-,153735,59002,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2327,+,+,-,-,+,+,+,-,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+,-,-,-,153736,59003,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2328,+,+,-,-,+,+,+,+,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+,-,-,-,153737,59004,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2329,+,+,-,-,+,+,+,+,+,+,+,-,+,-,+,-,+,-,+,+,-,+,+,-,-,-,153738,59005,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2330,-,-,-,-,+,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,153780,59061,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2331,+,-,-,-,+,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,153781,59062,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2332,+,-,-,-,+,+,+,+,+,-,+,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,153782,59063,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2333,+,+,-,-,+,+,-,+,+,+,+,-,-,-,+,-,-,-,+,-,-,+,+,+,-,-,153813,59118,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2334,+,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,+,-,+,-,-,+,+,+,-,-,14668,59119,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2335,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,153828,59136,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2336,+,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,+,-,-,+,-,+,+,+,135389,59147,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2337,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,153856,59173,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2338,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,+,153874,59199,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2339,+,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,-,-,-,+,-,-,+,-,-,-,153876,59201,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2340,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,+,153877,59202,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2341,+,-,-,-,+,+,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,-,-,-,-,153890,59237,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2342,+,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,153891,59238,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2343,-,-,-,-,+,+,+,-,-,+,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,+,153893,59240,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2344,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,153906,59254,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2345,+,-,-,-,+,+,+,+,+,+,-,-,-,-,+,+,-,-,+,+,-,-,-,-,-,-,153912,59260,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2346,+,-,-,-,+,+,-,+,+,+,+,-,-,-,+,-,+,-,+,-,+,+,+,-,-,+,153954,59304,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2347,+,+,-,-,+,+,+,+,+,+,-,-,+,-,+,-,+,-,+,+,-,+,+,-,-,-,153957,59308,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2348,+,-,-,-,+,+,+,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,-,+,-,-,153987,59341,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2349,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,153989,59347,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2350,-,-,-,-,+,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,+,+,+,-,-,153990,59348,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2351,-,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,153992,59350,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2352,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,7611,59383,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2353,-,-,+,-,+,+,+,+,+,+,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,154034,59416,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2354,+,-,-,-,+,+,+,-,-,+,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,154049,59435,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2355,+,-,-,-,+,+,+,-,+,+,+,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,154050,59436,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2356,+,-,-,-,+,+,+,-,+,+,-,-,-,-,+,-,+,-,+,-,-,-,+,-,-,-,154051,59437,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2357,+,+,-,-,+,+,+,-,-,+,-,-,+,-,+,+,+,-,+,-,-,+,+,-,-,-,154053,59439,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2358,-,+,-,-,+,+,+,-,-,-,-,-,-,-,+,+,+,-,+,-,-,-,-,-,-,-,154054,59440,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2359,+,+,-,-,+,+,+,+,+,+,+,-,-,-,+,+,-,-,+,-,-,+,+,+,-,-,14456,59547,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2360,-,-,-,-,+,+,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,+,-,-,+,-,154137,59578,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
2361,-,-,-,-,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,154149,59596,1,2019-11-19 10:10:52,2019-11-19 09:10:52,,2019-11-19 09:10:52
