ID_halophily,halophily,salt,salt_concentration,rgStart,rgEnd,salt_concentration_unit,ability,test_type,ID_strains,ID_reference,manual_annotation,last_change
9809,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158603,65319,1,2019-11-12 05:51:40
9810,,NaCl,0-20,0.0,20.0,g/L,positive,growth,158376,65320,1,2019-11-12 05:51:40
9811,,NaCl,0,0.0,0.0,g/L,positive,optimum,158376,65320,1,2019-11-12 05:51:40
9812,,NaCl,0-4.5,0.0,4.5,%(w/v),positive,growth,158347,65321,1,2019-11-12 05:51:40
9813,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158347,65321,1,2019-11-12 05:51:40
9814,,NaCl,0-4,0.0,4.0,%(w/v),positive,growth,158604,65322,1,2019-11-12 05:51:40
9815,,NaCl,0-5,0.0,5.0,%,positive,growth,158315,65323,1,2019-11-12 05:51:40
9816,,NaCl,0-1,0.0,1.0,%(w/v),positive,optimum,158315,65323,1,2019-11-12 05:51:40
9817,,NaCl,3.25-4.62,3.25,4.62,M,positive,optimum,132586,65324,1,2019-11-12 05:51:40
9818,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158605,65325,1,2019-11-12 05:51:40
9819,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158607,65327,1,2019-11-12 05:51:40
9820,,NaCl,0-0.5,0.0,0.5,%(w/v),positive,optimum,158607,65327,1,2019-11-12 05:51:40
9821,,NaCl,0-2,0.0,2.0,%,positive,growth,158608,65328,1,2019-11-12 05:51:40
9822,,NaCl,0,0.0,0.0,%,positive,optimum,158608,65328,1,2019-11-12 05:51:40
9823,,NaCl,10,10.0,10.0,%,positive,growth,158609,65329,1,2019-11-12 05:51:40
9824,,NaCl,2,2.0,2.0,%,positive,optimum,158609,65329,1,2019-11-12 05:51:40
9825,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158610,65330,1,2019-11-12 05:51:40
9826,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158611,65331,1,2019-11-12 05:51:40
9827,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158611,65331,1,2019-11-12 05:51:40
9828,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158325,65333,1,2019-11-12 05:51:40
9829,,NaCl,0-4.5,0.0,4.5,%,positive,growth,158612,65334,1,2019-11-12 05:51:40
9830,,NaCl,0,0.0,0.0,%,positive,optimum,158612,65334,1,2019-11-12 05:51:40
9831,,NaCl,0-1,0.0,1.0,%,positive,growth,158613,65335,1,2019-11-12 05:51:40
9832,,NaCl,0,0.0,0.0,%,positive,optimum,158613,65335,1,2019-11-12 05:51:40
9833,,NaCl,1-8,1.0,8.0,%(w/v),positive,growth,158614,65336,1,2019-11-12 05:51:40
9834,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158614,65336,1,2019-11-12 05:51:40
9835,,NaCl,0-13,0.0,13.0,%(w/v),positive,growth,158616,65338,1,2019-11-12 05:51:40
9836,,NaCl,1-3,1.0,3.0,%(w/v),positive,optimum,158616,65338,1,2019-11-12 05:51:40
9837,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158615,65337,1,2019-11-12 05:51:40
9838,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158615,65337,1,2019-11-12 05:51:40
9839,,NaCl,0-12,0.0,12.0,%(w/v),positive,growth,158617,65339,1,2019-11-12 05:51:40
9840,,NaCl,2-4,2.0,4.0,%(w/v),positive,optimum,158617,65339,1,2019-11-12 05:51:40
9841,,NaCl,0-85,0.0,85.0,g/L,positive,growth,158390,65340,1,2019-11-12 05:51:40
9842,,NaCl,5,5.0,5.0,g/L,positive,optimum,158390,65340,1,2019-11-12 05:51:40
9843,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158618,65341,1,2019-11-12 05:51:40
9844,,NaCl,1.5,1.5,1.5,%(w/v),positive,growth,158618,65341,1,2019-11-12 05:51:40
9845,,NaCl,1-12,1.0,12.0,%(w/v),positive,growth,158350,65342,1,2019-11-12 05:51:40
9846,,NaCl,1,1.0,1.0,%(w/v),positive,minimum,158350,65342,1,2019-11-12 05:51:40
9847,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158350,65342,1,2019-11-12 05:51:40
9848,,NaCl,0-0.5,0.0,0.5,%(w/v),positive,growth,158620,65344,1,2019-11-12 05:51:40
9849,,NaCl,0.5-10,0.5,10.0,%,positive,growth,158322,65345,1,2019-11-12 05:51:40
9850,,NaCl,3.5-4,3.5,4.0,%,positive,optimum,158322,65345,1,2019-11-12 05:51:40
9851,,NaCl,0-10,0.0,10.0,%,positive,growth,158621,65346,1,2019-11-12 05:51:40
9852,,NaCl,0,0.0,0.0,%,positive,optimum,158621,65346,1,2019-11-12 05:51:40
9853,,NaCl,0-2,0.0,2.0,%,positive,growth,158622,65347,1,2019-11-12 05:51:40
9854,,NaCl,0,0.0,0.0,%,positive,optimum,158622,65347,1,2019-11-12 05:51:40
9855,,NaCl,1-8,1.0,8.0,%(w/v),positive,growth,158623,65348,1,2019-11-12 05:51:40
9856,,NaCl,2-3,2.0,3.0,%(w/v),positive,optimum,158623,65348,1,2019-11-12 05:51:40
9857,,NaCl,0.5-9,0.5,9.0,%(w/v),positive,growth,158624,65349,1,2019-11-12 05:51:40
9858,,NaCl,2.5-3.5,2.5,3.5,%(w/v),positive,optimum,158624,65349,1,2019-11-12 05:51:40
9859,,NaCl,0-4,0.0,4.0,%,positive,growth,158625,65350,1,2019-11-12 05:51:40
9860,,NaCl,1,1.0,1.0,%,positive,optimum,158625,65350,1,2019-11-12 05:51:40
9861,,NaCl,0-7,0.0,7.0,%(w/v),positive,growth,158626,65351,1,2019-11-12 05:51:40
9862,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158626,65351,1,2019-11-12 05:51:40
9863,,NaCl,0-7,0.0,7.0,%(w/v),positive,growth,158627,65352,1,2019-11-12 05:51:40
9864,,NaCl,0-8,0.0,8.0,%(w/v),positive,growth,158628,65352,1,2019-11-12 05:51:40
9865,,NaCl,0-13,0.0,13.0,%(w/v),positive,growth,158629,65353,1,2019-11-12 05:51:40
9866,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158629,65353,1,2019-11-12 05:51:40
9867,,NaCl,0-8,0.0,8.0,%(w/v),positive,growth,158630,65353,1,2019-11-12 05:51:40
9868,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158630,65353,1,2019-11-12 05:51:40
9869,,NaCl,0.5-9.5,0.5,9.5,%(w/v),positive,growth,158631,65354,1,2019-11-12 05:51:40
9870,,NaCl,3.5,3.5,3.5,%(w/v),positive,optimum,158631,65354,1,2019-11-12 05:51:40
9871,halotolerant,NaCl,0-22,0.0,22.0,%(w/v),positive,growth,158633,65356,1,2019-11-12 05:51:40
9872,,NaCl,5-10,5.0,10.0,%(w/v),positive,optimum,158633,65356,1,2019-11-12 05:51:40
9873,,NaCl,0-2,0.0,2.0,%,positive,growth,158632,65357,1,2019-11-12 05:51:40
9874,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158353,65358,1,2019-11-12 05:51:40
9875,,NaCl,>2,2.0,2.0,%(w/v),no,growth,158353,65358,1,2019-11-12 05:51:40
9876,,NaCl,0.5-6,0.5,6.0,%(w/v),positive,growth,158634,65359,1,2019-11-12 05:51:40
9877,,NaCl,2-3,2.0,3.0,%(w/v),positive,optimum,158634,65359,1,2019-11-12 05:51:40
9878,,NaCl,0-3,0.0,3.0,%(w/v),positive,growth,158635,65360,1,2019-11-12 05:51:40
9879,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158635,65360,1,2019-11-12 05:51:40
9880,,NaCl,0.5-5,0.5,5.0,%,positive,growth,158636,65361,1,2019-11-12 05:51:40
9881,,NaCl,2-4,2.0,4.0,%,positive,optimum,158636,65361,1,2019-11-12 05:51:40
9882,,Marine salts,2-5,2.0,5.0,%(w/v),positive,growth,158637,65362,1,2019-11-12 05:51:40
9883,,Marine salts,4,4.0,4.0,%(w/v),positive,optimum,158637,65362,1,2019-11-12 05:51:40
9884,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158638,65363,1,2019-11-12 05:51:40
9885,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158638,65363,1,2019-11-12 05:51:40
9886,,NaCl,0.5-8,0.5,8.0,%(w/v),positive,growth,158639,65364,1,2019-11-12 05:51:40
9887,,NaCl,6,6.0,6.0,%(w/v),positive,optimum,158639,65364,1,2019-11-12 05:51:40
9888,,NaCl,0-0.5,0.0,0.5,%(w/v),positive,growth,158640,65365,1,2019-11-12 05:51:40
9889,,NaCl,0.5,0.5,0.5,%(w/v),positive,optimum,158640,65365,1,2019-11-12 05:51:40
9890,,NaCl,0-0.75,0.0,0.75,%(w/v),positive,growth,158641,65366,1,2019-11-12 05:51:40
9891,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158641,65366,1,2019-11-12 05:51:40
9892,,NaCl,3,3.0,3.0,%(w/v),positive,maximum,158643,65368,1,2019-11-12 05:51:40
9893,,NaCl,0.5-3.5,0.5,3.5,%(w/v),positive,growth,158644,65593,1,2019-11-12 05:51:40
9894,,NaCl,0-1,0.0,1.0,%,positive,growth,158645,65370,1,2019-11-12 05:51:40
9895,,NaCl,0,0.0,0.0,%,positive,optimum,158645,65370,1,2019-11-12 05:51:40
9896,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158646,65371,1,2019-11-12 05:51:40
9897,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158646,65371,1,2019-11-12 05:51:40
9898,,NaCl,0-7,0.0,7.0,%,positive,growth,158648,65373,1,2019-11-12 05:51:40
9899,,NaCl,0,0.0,0.0,%,positive,optimum,158648,65373,1,2019-11-12 05:51:40
9900,,NaCl,1-18,1.0,18.0,%(w/v),positive,growth,158649,65374,1,2019-11-12 05:51:40
9901,,NaCl,4,4.0,4.0,%,positive,optimum,158649,65374,1,2019-11-12 05:51:40
9902,,NaCl,0,0.0,0.0,%,no,growth,158649,65374,1,2019-11-12 05:51:40
9903,,NaCl,1-10,1.0,10.0,%(w/v),positive,growth,158354,65375,1,2019-11-12 05:51:40
9904,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158354,65375,1,2019-11-12 05:51:40
9905,,NaCl,0-17,0.0,17.0,%(w/v),positive,growth,158650,65376,1,2019-11-12 05:51:40
9906,,NaCl,10-15,10.0,15.0,%(w/v),positive,optimum,158650,65376,1,2019-11-12 05:51:40
9907,,NaCl,0-3.5,0.0,3.5,%(w/v),positive,growth,158651,65378,1,2019-11-12 05:51:40
9908,,NaCl,0-4.5,0.0,4.5,%,positive,growth,158652,65379,1,2019-11-12 05:51:40
9909,,NaCl,1,1.0,1.0,%,positive,optimum,158652,65379,1,2019-11-12 05:51:40
9910,,NaCl,1-3,1.0,3.0,%,positive,growth,158653,65380,1,2019-11-12 05:51:40
9911,,NaCl,4,4.0,4.0,%,no,growth,158653,65380,1,2019-11-12 05:51:40
9912,,NaCl,0.5-9,0.5,9.0,%(w/v),positive,growth,158654,65381,1,2019-11-12 05:51:40
9913,,NaCl,1-3,1.0,3.0,%(w/v),positive,optimum,158654,65381,1,2019-11-12 05:51:40
9914,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158657,65384,1,2019-11-12 05:51:40
9915,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158657,65384,1,2019-11-12 05:51:40
9916,,NaCl,1-6,1.0,6.0,%(w/v),positive,growth,158658,65385,1,2019-11-12 05:51:40
9917,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158658,65385,1,2019-11-12 05:51:40
9918,,NaCl,0-3,0.0,3.0,%(w/v),positive,growth,158659,65386,1,2019-11-12 05:51:40
9919,,NaCl,0,0.0,0.0,%,positive,optimum,158660,65387,1,2019-11-12 05:51:40
9920,,NaCl,0-4,0.0,4.0,%,positive,growth,158660,65387,1,2019-11-12 05:51:40
9921,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158661,65388,1,2019-11-12 05:51:40
9922,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158661,65388,1,2019-11-12 05:51:40
9923,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,158662,65389,1,2019-11-12 05:51:40
9924,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158663,65390,1,2019-11-12 05:51:40
9925,,NaCl,1.5,1.5,1.5,%(w/v),no,growth,158663,65390,1,2019-11-12 05:51:40
9926,,NaCl,0-1.5,0.0,1.5,%(w/v),positive,growth,158664,65391,1,2019-11-12 05:51:40
9927,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158664,65391,1,2019-11-12 05:51:40
9928,,NaCl,0-2,0.0,2.0,%,positive,growth,158665,65393,1,2019-11-12 05:51:40
9929,,NaCl,0,0.0,0.0,%,positive,optimum,158665,65393,1,2019-11-12 05:51:40
9930,,NaCl,0-5,0.0,5.0,%(w/v),positive,growth,158666,65394,1,2019-11-12 05:51:40
9931,,NaCl,0.5-4,0.5,4.0,%(w/v),positive,growth,158667,65395,1,2019-11-12 05:51:40
9932,,NaCl,2-3,2.0,3.0,%(w/v),positive,optimum,158667,65395,1,2019-11-12 05:51:40
9933,,NaCl,0-12,0.0,12.0,%(w/v),positive,growth,139784,65396,1,2019-11-12 05:51:40
9934,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,139784,65396,1,2019-11-12 05:51:40
9935,,NaCl,0-0.4,0.0,0.4,%(w/v),positive,growth,158668,65397,1,2019-11-12 05:51:40
9936,,NaCl,2-15,2.0,15.0,%(w/v),positive,growth,158669,65398,1,2019-11-12 05:51:40
9937,,NaCl,6,6.0,6.0,%(w/v),positive,optimum,158669,65398,1,2019-11-12 05:51:40
9938,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158253,65399,1,2019-11-12 05:51:40
9939,,NaCl,1-3,1.0,3.0,%(w/v),positive,optimum,158253,65399,1,2019-11-12 05:51:40
9940,,NaCl,4.0,4.0,4.0,%(w/v),positive,growth,158259,65400,1,2019-11-12 05:51:40
9941,,NaCl,1-2,1.0,2.0,%,positive,growth,158670,65401,1,2019-11-12 05:51:40
9942,,NaCl,0,0.0,0.0,%,positive,optimum,158672,65402,1,2019-11-12 05:51:40
9943,,NaCl,0-1,0.0,1.0,%,positive,growth,158673,65403,1,2019-11-12 05:51:40
9944,,NaCl,0-6,0.0,6.0,%,positive,growth,158283,65405,1,2019-11-12 05:51:40
9945,,NaCl,4.5,4.5,4.5,%(w/v),positive,growth,158674,65406,1,2019-11-12 05:51:40
9946,,NaCl,2-3,2.0,3.0,%,positive,optimum,158674,65406,1,2019-11-12 05:51:40
9947,moderately halophilic,,,,,,,,158675,65407,1,2019-11-12 05:51:40
9948,,NaCl,0.5-15.0,0.5,15.0,%(w/v),positive,growth,158675,65407,1,2019-11-12 05:51:40
9949,,NaCl,3.0,3.0,3.0,%(w/v),positive,optimum,158675,65407,1,2019-11-12 05:51:40
9950,,NaCl,1.0,1.0,1.0,%(w/v),positive,growth,158676,65408,1,2019-11-12 05:51:40
9951,,NaCl,1.0,1.0,1.0,%(w/v),positive,optimum,158676,65408,1,2019-11-12 05:51:40
9952,,NaCl,0-10.0,0.0,10.0,%(w/v),positive,growth,158677,65409,1,2019-11-12 05:51:40
9953,,NaCl,0-5.0,0.0,5.0,%(w/v),positive,optimum,158677,65409,1,2019-11-12 05:51:40
9954,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158678,65410,1,2019-11-12 05:51:40
9955,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158678,65410,1,2019-11-12 05:51:40
9956,,NaCl,0-0.5,0.0,0.5,%(w/v),positive,growth,158679,65411,1,2019-11-12 05:51:40
9957,,NaCl,3,3.0,3.0,%,positive,growth,158280,65416,1,2019-11-12 05:51:40
9958,,NaCl,0.5-6.0,0.5,6.0,%(w/v),positive,growth,158681,65417,1,2019-11-12 05:51:40
9959,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158681,65417,1,2019-11-12 05:51:40
9960,,NaCl,1-5,1.0,5.0,%(w/v),positive,growth,158682,65418,1,2019-11-12 05:51:40
9961,,NaCl,2-3,2.0,3.0,%(w/v),positive,optimum,158682,65418,1,2019-11-12 05:51:40
9962,,NaCl,0-3,0.0,3.0,%,positive,growth,158683,65419,1,2019-11-12 05:51:40
9963,,NaCl,1-1.5,1.0,1.5,%,positive,optimum,158683,65419,1,2019-11-12 05:51:40
9964,,NaCl,0-4,0.0,4.0,%,positive,growth,158684,65420,1,2019-11-12 05:51:40
9965,,NaCl,1,1.0,1.0,%,positive,optimum,158684,65420,1,2019-11-12 05:51:40
9966,,NaCl,0.5-6,0.5,6.0,%(w/v),positive,growth,158685,65421,1,2019-11-12 05:51:40
9967,,NaCl,2.5,2.5,2.5,%(w/v),positive,optimum,158685,65421,1,2019-11-12 05:51:40
9968,,NaCl,0-8,0.0,8.0,%(w/v),positive,growth,158686,65422,1,2019-11-12 05:51:40
9969,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,158686,65422,1,2019-11-12 05:51:40
9970,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158687,65423,1,2019-11-12 05:51:40
9971,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158687,65423,1,2019-11-12 05:51:40
9972,moderately halophilic,,,,,,,,158688,65424,1,2019-11-12 05:51:40
9973,,NaCl,3-15,3.0,15.0,%,positive,growth,158688,65424,1,2019-11-12 05:51:40
9974,,NaCl,3-5,3.0,5.0,%,positive,optimum,158688,65424,1,2019-11-12 05:51:40
9975,,NaCl,0-4,0.0,4.0,%(w/v),positive,optimum,158388,65425,1,2019-11-12 05:51:40
9976,,NaCl,0.5-6,0.5,6.0,%,positive,growth,158689,65426,1,2019-11-12 05:51:40
9977,,NaCl,3-4,3.0,4.0,%,positive,optimum,158689,65426,1,2019-11-12 05:51:40
9978,,NaCl,0-6,0.0,6.0,%(w/v),positive,growth,158690,65427,1,2019-11-12 05:51:40
9979,,NaCl,1-2,1.0,2.0,%(w/v),positive,optimum,158690,65427,1,2019-11-12 05:51:40
9980,,NaCl,0-0.5,0.0,0.5,%(w/v),positive,optimum,158691,65428,1,2019-11-12 05:51:40
9981,,NaCl,0-3.5,0.0,3.5,%(w/v),positive,growth,158692,65430,1,2019-11-12 05:51:40
9982,,NaCl,0.5,0.5,0.5,%(w/v),positive,optimum,158692,65430,1,2019-11-12 05:51:40
9983,,NaCl,0-2,0.0,2.0,%,positive,growth,158693,65433,1,2019-11-12 05:51:40
9984,,NaCl,0,0.0,0.0,%,positive,optimum,158693,65433,1,2019-11-12 05:51:40
9985,,NaCl,1-6,1.0,6.0,%(w/v),positive,optimum,158694,65431,1,2019-11-12 05:51:40
9986,,NaCl,0.5-2,0.5,2.0,%(w/v),positive,growth,158389,65432,1,2019-11-12 05:51:40
9987,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,158389,65432,1,2019-11-12 05:51:40
9988,,NaCl,3-17,3.0,17.0,%(w/v),positive,growth,158695,65434,1,2019-11-12 05:51:40
9989,,NaCl,10-15,10.0,15.0,%(w/v),positive,optimum,158695,65434,1,2019-11-12 05:51:40
9990,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158696,65435,1,2019-11-12 05:51:40
9991,,NaCl,0.5,0.5,0.5,%(w/v),positive,optimum,158696,65435,1,2019-11-12 05:51:40
9992,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158697,65436,1,2019-11-12 05:51:40
9993,,NaCl,0.5,0.5,0.5,%(w/v),positive,optimum,158697,65436,1,2019-11-12 05:51:40
9994,,NaCl,1,1.0,1.0,%,positive,growth,158698,65437,1,2019-11-12 05:51:40
9995,,NaCl,0-2,0.0,2.0,%,positive,growth,158699,65438,1,2019-11-12 05:51:40
9996,,NaCl,0,0.0,0.0,%,positive,optimum,158699,65438,1,2019-11-12 05:51:40
9997,,NaCl,0,0.0,0.0,%,positive,optimum,158700,65439,1,2019-11-12 05:51:40
9998,,NaCl,1,1.0,1.0,%,no,growth,158700,65439,1,2019-11-12 05:51:40
9999,,NaCl,1-7,1.0,7.0,%(w/v),positive,growth,158701,65440,1,2019-11-12 05:51:40
10000,,KCl,3,3.0,3.0,%(w/v),positive,optimum,158701,65440,1,2019-11-12 05:51:40
10001,,NaCl,0.5-7.0,0.5,7.0,%(w/v),positive,growth,158395,65441,1,2019-11-12 05:51:40
10002,,NaCl,1-2,1.0,2.0,%(w/v),positive,optimum,158395,65441,1,2019-11-12 05:51:40
10003,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158702,65442,1,2019-11-12 05:51:40
10004,,NaCl,0-0.25,0.0,0.25,%(w/v),positive,growth,158703,65443,1,2019-11-12 05:51:40
10005,,NaCl,0-6,0.0,6.0,%(w/v),positive,growth,158068,65445,1,2019-11-12 05:51:40
10006,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158068,65445,1,2019-11-12 05:51:40
10007,,NaCl,0-4.5,0.0,4.5,%(w/v),positive,growth,158704,65446,1,2019-11-12 05:51:40
10008,,NaCl,0-1,0.0,1.0,%,positive,growth,158705,65447,1,2019-11-12 05:51:40
10009,,NaCl,0,0.0,0.0,%,positive,optimum,158705,65447,1,2019-11-12 05:51:40
10010,,NaCl,1-8,1.0,8.0,%(w/v),positive,growth,158706,65448,1,2019-11-12 05:51:40
10011,,NaCl,2.0,2.0,2.0,%(w/v),positive,optimum,158706,65448,1,2019-11-12 05:51:40
10012,,NaCl,0-4,0.0,4.0,%(w/v),positive,growth,158707,65449,1,2019-11-12 05:51:40
10013,,NaCl,0-2,0.0,2.0,%(w/v),positive,optimum,158707,65449,1,2019-11-12 05:51:40
10014,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158708,65450,1,2019-11-12 05:51:40
10015,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158708,65450,1,2019-11-12 05:51:40
10016,,NaCl,0-0.5,0.0,0.5,%,no,growth,158709,65451,1,2019-11-12 05:51:40
10017,,NaCl,0,0.0,0.0,%,positive,optimum,158709,65451,1,2019-11-12 05:51:40
10018,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158710,65452,1,2019-11-12 05:51:40
10019,,NaCl,0-7,0.0,7.0,%(w/v),positive,growth,158711,65453,1,2019-11-12 05:51:40
10020,,NaCl,0-1,0.0,1.0,%(w/v),positive,growth,158712,65454,1,2019-11-12 05:51:40
10021,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158712,65454,1,2019-11-12 05:51:40
10022,,NaCl,0-6,0.0,6.0,%(w/v),positive,growth,158713,65455,1,2019-11-12 05:51:40
10023,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158713,65455,1,2019-11-12 05:51:40
10024,,NaCl,0-4.9,0.0,4.9,%(w/v),positive,growth,158714,65456,1,2019-11-12 05:51:40
10025,,NaCl,0-1,0.0,1.0,%(w/v),positive,optimum,158714,65456,1,2019-11-12 05:51:40
10026,,NaCl,0.5-5.0,0.5,5.0,%(w/v),positive,growth,158715,65457,1,2019-11-12 05:51:40
10027,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158715,65457,1,2019-11-12 05:51:40
10028,,NaCl,0.5-5..0,0.5,5.0,%(w/v),positive,growth,158355,65458,1,2019-11-12 05:51:40
10029,,NaCl,2.0,2.0,2.0,%(w/v),positive,optimum,158355,65458,1,2019-11-12 05:51:40
10030,,NaCl,0-2.5,0.0,2.5,%,positive,growth,158716,65459,1,2019-11-12 05:51:40
10031,,NaCl,0,0.0,0.0,%,positive,optimum,158716,65459,1,2019-11-12 05:51:40
10032,,NaCl,0-0.85,0.0,0.85,M,positive,growth,158352,65460,1,2019-11-12 05:51:40
10033,,NaCl,0.17,0.17,0.17,M,positive,optimum,158352,65460,1,2019-11-12 05:51:40
10034,,NaCl,0-6,0.0,6.0,%(w/v),positive,growth,158717,65461,1,2019-11-12 05:51:40
10035,,NaCl,0-12,0.0,12.0,%,positive,growth,158718,65462,1,2019-11-12 05:51:40
10036,,NaCl,0.5-2,0.5,2.0,%,positive,minimum,158718,65462,1,2019-11-12 05:51:40
10037,,NaCl,0-8,0.0,8.0,%(w/v),positive,growth,158719,65463,1,2019-11-12 05:51:40
10038,,NaCl,8,8.0,8.0,%,no,growth,12966,65464,1,2019-11-12 05:51:40
10039,,NaCl,0-4,0.0,4.0,%,positive,growth,158367,65466,1,2019-11-12 05:51:40
10040,,NaCl,0-5,0.0,5.0,%(w/v),positive,growth,158373,65467,1,2019-11-12 05:51:40
10041,,NaCl,0-4,0.0,4.0,%(w/v),positive,growth,158722,65469,1,2019-11-12 05:51:40
10042,,NaCl,0-1,0.0,1.0,%,positive,optimum,158723,65470,1,2019-11-12 05:51:40
10043,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158724,65471,1,2019-11-12 05:51:40
10044,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158725,65472,1,2019-11-12 05:51:40
10045,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158725,65472,1,2019-11-12 05:51:40
10046,,NaCl,0-5,0.0,5.0,%(w/v),positive,growth,158403,65473,1,2019-11-12 05:51:40
10047,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,158403,65473,1,2019-11-12 05:51:40
10048,,NaCl,0-3.5,0.0,3.5,%(w/v),positive,growth,158726,65474,1,2019-11-12 05:51:40
10049,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,158726,65474,1,2019-11-12 05:51:40
10050,,NaCl,0-2,0.0,2.0,%,positive,growth,158727,65475,1,2019-11-12 05:51:40
10051,,NaCl,0,0.0,0.0,%,positive,optimum,158727,65475,1,2019-11-12 05:51:40
10052,,NaCl,0-2,0.0,2.0,%,positive,growth,158316,65476,1,2019-11-12 05:51:40
10053,,NaCl,0,0.0,0.0,%,positive,optimum,158316,65476,1,2019-11-12 05:51:40
10054,,NaCl,1-12,1.0,12.0,%(w/v),positive,growth,158728,65478,1,2019-11-12 05:51:40
10055,,NaCl,0-9,0.0,9.0,%(w/v),positive,optimum,158729,65479,1,2019-11-12 05:51:40
10056,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,158729,65479,1,2019-11-12 05:51:40
10057,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158730,65481,1,2019-11-12 05:51:40
10058,,NaCl,0-4,0.0,4.0,%(w/v),positive,growth,158731,65594,1,2019-11-12 05:51:40
10059,,NaCl,2,2.0,2.0,%(w/v),positive,optimum,158731,65594,1,2019-11-12 05:51:40
10060,,NaCl,0-4,0.0,4.0,%(w/v),positive,growth,158732,65482,1,2019-11-12 05:51:40
10061,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,158732,65482,1,2019-11-12 05:51:40
10062,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,158733,65483,1,2019-11-12 05:51:40
10063,,NaCl,1-3,1.0,3.0,%(w/v),positive,optimum,158733,65483,1,2019-11-12 05:51:40
10064,,NaCl,0,0.0,0.0,%,positive,optimum,158734,65485,1,2019-11-12 05:51:40
10065,,NaCl,0-1.5,0.0,1.5,%,positive,growth,158734,65485,1,2019-11-12 05:51:40
10066,,NaCl,4,4.0,4.0,%,positive,growth,132060,65486,1,2019-11-12 05:51:40
10067,,NaCl,5,5.0,5.0,%,no,growth,132060,65486,1,2019-11-12 05:51:40
10068,,NaCl,3,3.0,3.0,%,positive,growth,158735,65486,1,2019-11-12 05:51:40
10069,,NaCl,4,4.0,4.0,%,no,growth,158735,65486,1,2019-11-12 05:51:40
10070,,NaCl,0-2,0.0,2.0,%(w/v),positive,growth,158736,65487,1,2019-11-12 05:51:40
10071,,NaCl,0,0.0,0.0,%(w/v),positive,optimum,158736,65487,1,2019-11-12 05:51:40
