ID_halophily,halophily,salt,salt_concentration,rgStart,rgEnd,salt_concentration_unit,ability,test_type,ID_strains,ID_reference,manual_annotation,last_change
1658,halophilic,NaCl,7.0-30.0,7.0,30.0,%(w/v),positive,growth,1463,23045,1,2017-02-07 10:14:59
1659,,NaCl,15.0,15.0,15.0,%(w/v),,optimum,1463,23045,1,2017-02-07 10:14:59
1660,halophilic,NaCl,5.0-7.0,5.0,7.0,%(w/v),,optimum,1464,23046,1,2017-02-07 10:14:59
1661,,NaCl,1.0-18.0,1.0,18.0,%(w/v),positive,growth,1464,23046,1,2017-02-07 10:14:59
1662,,NaCl,1.0-22.0,1.0,22.0,%(w/v),positive,growth,1465,23047,1,2017-02-07 10:14:59
1663,,NaCl,10.0-15.0,10.0,15.0,%(w/v),,optimum,1465,23047,1,2017-02-07 10:14:59
1664,moderately halophilic,,,,,,,,1465,23047,1,2017-02-07 10:14:59
1665,,NaCl,1.0-22.0,1.0,22.0,%(w/v),positive,growth,1466,23048,1,2017-02-07 10:14:59
1666,,NaCl,5.0-10.0,5.0,10.0,%,,optimum,1466,23048,1,2017-02-07 10:14:59
1667,,NaCl,<0.5,0.5,0.5,%,no,growth,1466,23048,1,2017-02-07 10:14:59
1668,halotolerant,NaCl,0.0-15.0,0.0,15.0,%(w/v),positive,growth,1467,23049,1,2017-02-07 10:14:59
1669,,NaCl,3.0,3.0,3.0,%(w/v),,optimum,1467,23049,1,2017-02-07 10:14:59
1670,halophilic,NaCl,0.0-22.0,0.0,22.0,%(w/v),positive,growth,1468,23050,1,2017-02-07 10:14:59
1671,,NaCl,3.0,3.0,3.0,%(w/v),,optimum,1468,23050,1,2017-02-07 10:14:59
1672,moderately halophilic,KCl,1.0-22.0,1.0,22.0,%(w/v),positive,growth,1469,23051,1,2017-02-07 10:14:59
1673,,NaCl,7.0,7.0,7.0,%,,optimum,1469,23051,1,2017-02-07 10:14:59
1674,,NaCl,0.0,0.0,0.0,%,no,growth,1469,23051,1,2017-02-07 10:14:59
1675,,NaCl,5.0,5.0,5.0,%,positive,growth,1469,23051,1,2017-02-07 10:14:59
1676,,NaCl,20.0,20.0,20.0,%,positive,growth,1469,23051,1,2017-02-07 10:14:59
1677,,NaCl,4.0,4.0,4.0,%,positive,growth,1474,23061,1,2017-02-07 10:14:59
1678,,NaCl,10.0,10.0,10.0,%,positive,growth,1474,23061,1,2017-02-07 10:14:59
1679,,NaCl,5.0,5.0,5.0,%,,optimum,1481,23062,1,2017-02-07 10:14:59
1680,,NaCl,10.0,10.0,10.0,%,,optimum,1481,23062,1,2017-02-07 10:14:59
1681,,NaCl,0.0,0.0,0.0,%,no,growth,1481,23062,1,2017-02-07 10:14:59
1682,,NaCl,5.0,5.0,5.0,%,,optimum,1482,23062,1,2017-02-07 10:14:59
1683,,NaCl,10.0,10.0,10.0,%,,optimum,1482,23062,1,2017-02-07 10:14:59
1684,,NaCl,0.0,0.0,0.0,%,no,growth,1482,23062,1,2017-02-07 10:14:59
1685,halophilic,NaCl,0.0,0.0,0.0,%(w/v),positive,growth,1483,23055,1,2017-02-07 10:14:59
1686,,NaCl,18.0,18.0,18.0,%(w/v),positive,growth,1483,23055,1,2017-02-07 10:14:59
1687,slightly halophilic,NaCl,4.0-5.0,4.0,5.0,%(w/v),,optimum,1484,23054,1,2017-02-07 10:14:59
1688,,NaCl,0.0,0.0,0.0,%(w/v),positive,growth,1484,23054,1,2017-02-07 10:14:59
1689,,NaCl,23.0,23.0,23.0,%(w/v),positive,growth,1484,23054,1,2017-02-07 10:14:59
1690,,NaCl,>24.0,24.0,24.0,%(w/v),no,growth,1484,23054,1,2017-02-07 10:14:59
1691,halotolerant,NaCl,0.5,0.5,0.5,%,positive,growth,1485,23053,1,2017-02-07 10:14:59
1692,,NaCl,20.0,20.0,20.0,%,positive,growth,1485,23053,1,2017-02-07 10:14:59
1693,moderately halophilic,NaCl,0.5,0.5,0.5,%,positive,growth,1486,23052,1,2017-02-07 10:14:59
1694,,NaCl,0.0,0.0,0.0,%,no,growth,1486,23052,1,2017-02-07 10:14:59
1695,,NaCl,7.0-10.0,7.0,10.0,%(w/v),,optimum,1486,23052,1,2017-02-07 10:14:59
1696,,NaCl,0.5-25.0,0.5,25.0,%,positive,growth,1486,23052,1,2017-02-07 10:14:59
1697,,NaCl,25.0,25.0,25.0,%,positive,growth,1486,23052,1,2017-02-07 10:14:59
1698,moderately halophilic,NaCl,0.0-20.0,0.0,20.0,%(w/v),positive,growth,1487,23057,1,2017-02-07 10:14:59
1699,,NaCl,5.0,5.0,5.0,%(w/v),,optimum,1487,23057,1,2017-02-07 10:14:59
1700,,NaCl,25.0,25.0,25.0,%,no,growth,1487,23057,1,2017-02-07 10:14:59
1701,moderately halophilic,NaCl,0.0-25.0,0.0,25.0,%(w/v),positive,growth,1488,23058,1,2017-02-07 10:14:59
1702,,NaCl,10.0,10.0,10.0,%(w/v),,optimum,1488,23058,1,2017-02-07 10:14:59
1703,,NaCl,0.0,0.0,0.0,%(w/v),positive,growth,1488,23058,1,2017-02-07 10:14:59
1704,,NaCl,20.0,20.0,20.0,%(w/v),positive,growth,1488,23058,1,2017-02-07 10:14:59
1705,moderately halophilic,NaCl,0.0,0.0,0.0,%,no,growth,1489,23059,1,2017-02-07 10:14:59
1706,,NaCl,>6.0,6.0,6.0,%(w/v),no,growth,1494,23064,1,2017-02-07 10:14:59
1707,,NaCl,0.0,0.0,0.0,%(w/v),positive,growth,1494,23064,1,2017-02-07 10:14:59
1708,,NaCl,20.0,20.0,20.0,%(w/v),no,growth,1494,23064,1,2017-02-07 10:14:59
1709,,NaCl,19.0,19.0,19.0,%,positive,growth,1511,23065,1,2017-02-07 10:14:59
1710,,NaCl,20.0,20.0,20.0,%,positive,growth,1511,23065,1,2017-02-07 10:14:59
1711,,NaCl,0.0,0.0,0.0,%,no,growth,1511,23065,1,2017-02-07 10:14:59
1712,,NaCl,7.0,7.0,7.0,%,positive,growth,1511,23065,1,2017-02-07 10:14:59
1713,,NaCl,10.0,10.0,10.0,%,positive,growth,1511,23065,1,2017-02-07 10:14:59
1714,,NaCl,21.0,21.0,21.0,%,no,growth,1511,23065,1,2017-02-07 10:14:59
1715,moderately halophilic,NaCl,>5.0,5.0,5.0,%(w/v),no,growth,1538,23066,1,2017-02-07 10:14:59
1716,,NaCl,0.0,0.0,0.0,%(w/v),positive,growth,1538,23066,1,2017-02-07 10:14:59
1717,,NaCl,0-2.5,0.0,2.5,%(w/v),positive,growth,1652,23363,1,2017-02-07 10:14:59
1718,,NaCl,0-3.0,0.0,3.0,%(w/v),positive,growth,1653,23363,1,2017-02-07 10:14:59
1719,,NaCl,0-1.0,0.0,1.0,%(w/v),positive,optimum,1654,23146,1,2017-02-07 10:14:59
1720,,NaCl,0-5,0.0,5.0,%(w/v),positive,growth,1654,23146,1,2017-02-07 10:14:59
1721,,NaCl,0-0.5,0.0,0.5,,positive,growth,1656,23147,1,2017-02-07 10:14:59
1722,,NaCl,>0.5,0.5,0.5,%(w/v),no,growth,1656,23147,1,2017-02-07 10:14:59
1723,,NaCl,0.3,0.3,0.3,%(w/v),no,growth,1657,23148,1,2017-02-07 10:14:59
1724,,NaCl,>0.8,0.8,0.8,%(w/v),no,growth,1658,23149,1,2017-02-07 10:14:59
1725,,NaCl,>0.8,0.8,0.8,%(w/v),no,growth,1659,23150,1,2017-02-07 10:14:59
1726,,NaCl,>0.7,0.7,0.7,%(w/v),no,growth,1673,23152,1,2017-02-07 10:14:59
1727,halotolerant,NaCl,8,8.0,8.0,%,positive,growth,1770,23155,1,2017-02-07 10:14:59
1728,,NaCl,>8,8.0,8.0,%,inconsistent,growth,1770,23155,1,2017-02-07 10:14:59
1729,,NaCl,5,5.0,5.0,%(w/v),positive,growth,1771,23156,1,2017-02-07 10:14:59
1730,,NaCl,7,7.0,7.0,%(w/v),positive,maximum,1771,23156,1,2017-02-07 10:14:59
1731,,NaCl,>5,5.0,5.0,%,no,growth,1773,23157,1,2017-02-07 10:14:59
1732,,NaCl,6,6.0,6.0,%,no,growth,1781,23321,1,2017-02-07 10:14:59
1733,,NaCl,6,6.0,6.0,%,no,growth,1782,23321,1,2017-02-07 10:14:59
1734,,NaCl,6,6.0,6.0,%,no,growth,1788,23324,1,2017-02-07 10:14:59
1735,,NaCl,6,6.0,6.0,%,no,growth,1789,23324,1,2017-02-07 10:14:59
1736,,NaCl,6,6.0,6.0,%,no,growth,1790,23324,1,2017-02-07 10:14:59
1737,,NaCl,>1,1.0,1.0,%,no,growth,1801,23326,1,2017-02-07 10:14:59
1738,,NaCl,1,1.0,1.0,%,positive,growth,1812,23327,1,2017-02-07 10:14:59
1739,,NaCl,0.1,0.1,0.1,M,no,resistant,1814,23329,1,2017-02-07 10:14:59
1740,,NaCl,0.2,0.2,0.2,M,no,resistant,1814,23329,1,2017-02-07 10:14:59
1741,,NaCl,0.3,0.3,0.3,M,no,resistant,1814,23329,1,2017-02-07 10:14:59
1742,,NaCl,1,1.0,1.0,%,no,growth,1815,23330,1,2017-02-07 10:14:59
1743,,NaCl,1,1.0,1.0,%,positive,growth,1816,23330,1,2017-02-07 10:14:59
1744,,NaCl,0.25,0.25,0.25,%,no,growth,1817,23331,1,2017-02-07 10:14:59
1745,halotolerant,,,,,,,,1829,23332,1,2017-02-07 10:14:59
1746,,NaCl,0-5,0.0,5.0,%,positive,growth,1829,23332,1,2017-02-07 10:14:59
1747,,NaCl,3,3.0,3.0,%,positive,optimum,1829,23332,1,2017-02-07 10:14:59
1748,,NaCl,4,4.0,4.0,%,positive,optimum,1830,23333,1,2017-02-07 10:14:59
1749,,NaCl,0-10,0.0,10.0,%,positive,growth,1830,23333,1,2017-02-07 10:14:59
1750,,NaCl,5,5.0,5.0,%,positive,growth,1892,23341,1,2017-02-07 10:14:59
1751,,NaCl,5,5.0,5.0,%,positive,growth,1893,23341,1,2017-02-07 10:14:59
1752,,NaCl,7,7.0,7.0,%,no,growth,1893,23341,1,2017-02-07 10:14:59
1753,,NaCl,6,6.0,6.0,%,positive,growth,1896,23343,1,2017-02-07 10:14:59
1754,,NaCl,7,7.0,7.0,%,no,growth,1896,23343,1,2017-02-07 10:14:59
1755,,NaCl,0-4,0.0,4.0,%,positive,growth,1904,23349,1,2017-02-07 10:14:59
1756,,NaCl,0.5-1.0,0.5,1.0,%,positive,optimum,1904,23349,1,2017-02-07 10:14:59
1757,,NaCl,0,0.0,0.0,%,positive,growth,1974,23158,1,2017-02-07 10:14:59
1758,,NaCl,0-1,0.0,1.0,%,positive,growth,1993,23159,1,2017-02-07 10:14:59
1759,,NaCl,4.5,4.5,4.5,%,no,growth,2056,23367,1,2017-02-07 10:14:59
1760,,NaCl,>3.0,3.0,3.0,%,no,growth,2058,23367,1,2017-02-07 10:14:59
1761,,NaCl,3.0,3.0,3.0,%,no,growth,2060,23367,1,2017-02-07 10:14:59
1762,,NaCl,4.5,4.5,4.5,%,no,growth,2060,23367,1,2017-02-07 10:14:59
1763,,NaCl,5,5.0,5.0,%,positive,growth,2061,23162,1,2017-02-07 10:14:59
1764,,NaCl,3,3.0,3.0,%(w/v),no,growth,2062,23368,1,2017-02-07 10:14:59
1765,,NaCl,4.5,4.5,4.5,%(w/v),no,growth,2062,23368,1,2017-02-07 10:14:59
1766,,NaCl,3,3.0,3.0,%(w/v),positive,growth,2063,23368,1,2017-02-07 10:14:59
1767,,NaCl,4.5,4.5,4.5,%(w/v),no,growth,2063,23368,1,2017-02-07 10:14:59
1768,,NaCl,3,3.0,3.0,%(w/v),positive,growth,2066,23368,1,2017-02-07 10:14:59
1769,,NaCl,4.5,4.5,4.5,%(w/v),no,growth,2066,23368,1,2017-02-07 10:14:59
1770,,NaCl,0,0.0,0.0,%,positive,growth,2076,23163,1,2017-02-07 10:14:59
1771,,NaCl,0.3-0.5,0.3,0.5,%(w/v),positive,maximum,2076,23163,1,2017-02-07 10:14:59
1772,,NaCl,0.3,0.3,0.3,%(w/v),positive,maximum,2079,23164,1,2017-02-07 10:14:59
1773,,NaCl,0,0.0,0.0,%(w/v),positive,growth,2079,23164,1,2017-02-07 10:14:59
1774,,NaCl,0.3,0.3,0.3,%(w/v),positive,maximum,2080,23165,1,2017-02-07 10:14:59
1775,,NaCl,0,0.0,0.0,%(w/v),positive,maximum,2080,23165,1,2017-02-07 10:14:59
1776,,NaCl,0.2,0.2,0.2,%(w/v),positive,maximum,2081,23166,1,2017-02-07 10:14:59
1777,,NaCl,0,0.0,0.0,%(w/v),positive,growth,2081,23166,1,2017-02-07 10:14:59
1778,,NaCl,<1.5,1.5,1.5,%,positive,growth,2090,23168,1,2017-02-07 10:14:59
1779,,NaCl,1.5,1.5,1.5,%,positive,growth,2094,23369,1,2017-02-07 10:14:59
1780,,NaCl,3.5,3.5,3.5,%,positive,growth,2094,23369,1,2017-02-07 10:14:59
1781,,NaCl,1.5,1.5,1.5,%,positive,growth,2095,23369,1,2017-02-07 10:14:59
1782,,NaCl,3.5,3.5,3.5,%,positive,growth,2095,23369,1,2017-02-07 10:14:59
1783,,NaCl,<2,2.0,2.0,%,no,growth,2097,23170,1,2017-02-07 10:14:59
1784,,NaCl,3.5,3.5,3.5,%,no,growth,2136,23068,1,2017-02-07 10:14:59
1785,,NaCl,>2.0,2.0,2.0,%,no,growth,2137,23070,1,2017-02-07 10:14:59
1786,,NaCl,0.1,0.1,0.1,%,,optimum,2225,23071,1,2017-02-07 10:14:59
1787,,NaCl,0.05,0.05,0.05,%,,optimum,2226,23071,1,2017-02-07 10:14:59
1788,,NaCl,0.8,0.8,0.8,%,positive,growth,2226,23071,1,2017-02-07 10:14:59
1789,,NaCl,6.5,6.5,6.5,%,positive,growth,2249,23072,1,2017-02-07 10:14:59
1790,,NaCl,<1.0,1.0,1.0,%,no,growth,2397,23074,1,2017-02-07 10:14:59
1791,,NaCl,<1.0,1.0,1.0,%,no,growth,2401,23074,1,2017-02-07 10:14:59
1792,,NaCl,0.10-0.75,0.1,0.75,M,positive,growth,2497,23076,1,2017-02-07 10:14:59
1793,,NaCl,0.4,0.4,0.4,M,,optimum,2497,23076,1,2017-02-07 10:14:59
1794,,NaCl,0.0,0.0,0.0,%,,optimum,2905,23078,1,2017-02-07 10:14:59
1795,,NaCl,0.0-2.0,0.0,2.0,%,positive,growth,2905,23078,1,2017-02-07 10:14:59
1796,,NaCl,5.0,5.0,5.0,%,positive,growth,2932,23080,1,2017-02-07 10:14:59
1797,,NaCl,9.0,9.0,9.0,%,no,growth,2932,23080,1,2017-02-07 10:14:59
1798,,NaCl,2.0,2.0,2.0,%,positive,growth,2932,23080,1,2017-02-07 10:14:59
1799,,NaCl,0.0-1.0,0.0,1.0,%,,optimum,2936,23081,1,2017-02-07 10:14:59
1800,,NaCl,0.0-2.0,0.0,2.0,%,positive,growth,2936,23081,1,2017-02-07 10:14:59
1801,,NaCl,0.0-1.0,0.0,1.0,%,,optimum,2937,23082,1,2017-02-07 10:14:59
1802,,NaCl,0.0-3.0,0.0,3.0,%,positive,growth,2937,23082,1,2017-02-07 10:14:59
1803,,NaCl,0.0-1.0,0.0,1.0,%,,optimum,2938,23083,1,2017-02-07 10:14:59
1804,,NaCl,0.0-2.5,0.0,2.5,%,,optimum,2938,23083,1,2017-02-07 10:14:59
1805,,NaCl,3.0,3.0,3.0,%,no,growth,2938,23083,1,2017-02-07 10:14:59
1806,,NaCl,0.0-6.0,0.0,6.0,g/L,positive,growth,2954,23085,1,2017-02-07 10:14:59
1807,,NaCl,1.0,1.0,1.0,g/L,,optimum,2954,23085,1,2017-02-07 10:14:59
1808,,NaCl,0.5,0.5,0.5,%,positive,growth,2966,23086,1,2017-02-07 10:14:59
1809,,NaCl,1.5,1.5,1.5,%,no,growth,2966,23086,1,2017-02-07 10:14:59
1810,,NaCl,3.0,3.0,3.0,%,no,growth,2966,23086,1,2017-02-07 10:14:59
1811,,NaCl,4.5,4.5,4.5,%,no,growth,2966,23086,1,2017-02-07 10:14:59
1812,,NaCl,6.5,6.5,6.5,%,no,growth,2966,23086,1,2017-02-07 10:14:59
1813,,NaCl,0.5,0.5,0.5,%,no,growth,2968,23086,1,2017-02-07 10:14:59
1814,,NaCl,1.5,1.5,1.5,%,no,growth,2968,23086,1,2017-02-07 10:14:59
1815,,NaCl,3.0,3.0,3.0,%,no,growth,2968,23086,1,2017-02-07 10:14:59
1816,,NaCl,4.5,4.5,4.5,%,no,growth,2968,23086,1,2017-02-07 10:14:59
1817,,NaCl,6.5,6.5,6.5,%,no,growth,2968,23086,1,2017-02-07 10:14:59
1818,,NaCl,0.0-1.0,0.0,1.0,%,positive,growth,2984,23090,1,2017-02-07 10:14:59
1819,,NaCl,1.0,1.0,1.0,,no,growth,2985,23091,1,2017-02-07 10:14:59
1820,,NaCl,0.0-1.0,0.0,1.0,%(w/v),positive,growth,2986,23091,1,2017-02-07 10:14:59
1821,,NaCl,0.0-3.0,0.0,3.0,%,positive,growth,3016,23099,1,2017-02-07 10:14:59
1822,,NaCl,>3.0,3.0,3.0,%,no,growth,3016,23099,1,2017-02-07 10:14:59
1823,,NaCl,0.0-1.0,0.0,1.0,%,positive,growth,3017,23100,1,2017-02-07 10:14:59
1824,,NaCl,>1.0,1.0,1.0,%(w/v),no,growth,3017,23100,1,2017-02-07 10:14:59
1825,,NaCl,0.0,0.0,0.0,%(w/v),positive,growth,3018,23101,1,2017-02-07 10:14:59
1826,,NaCl,1.0,1.0,1.0,%(w/v),positive,growth,3018,23101,1,2017-02-07 10:14:59
1827,,NaCl,2 .0,2.0,2.0,%(w/v),no,growth,3018,23101,1,2017-02-07 10:14:59
1828,,NaCl,0.0-0.5,0.0,0.5,%(w/v),positive,growth,3032,23095,1,2017-02-07 10:14:59
1829,,NaCl,0.5,0.5,0.5,%,,maximum,3032,23095,1,2017-02-07 10:14:59
1830,,NaCl,>0.5,0.5,0.5,%,no,growth,3032,23095,1,2017-02-07 10:14:59
1831,,NaCl,0.0-0.2,0.0,0.2,%(w/v),positive,growth,3033,23096,1,2017-02-07 10:14:59
1832,,NaCl,>0.5,0.5,0.5,%,no,growth,3034,23094,1,2017-02-07 10:14:59
1833,,NaCl,0.0-0.5,0.0,0.5,%(w/v),positive,growth,3034,23094,1,2017-02-07 10:14:59
1834,,NaCl,>0.5,0.5,0.5,%,no,growth,3035,23094,1,2017-02-07 10:14:59
1835,,NaCl,0.0-0.5,0.0,0.5,%(w/v),positive,growth,3035,23094,1,2017-02-07 10:14:59
1836,,NaCl,6.5,6.5,6.5,%,positive,growth,3167,23370,1,2017-02-07 10:14:59
1837,,NaCl,6.5,6.5,6.5,%,positive,growth,3178,23177,1,2017-02-07 10:14:59
1838,,NaCl,10,10.0,10.0,%,positive,growth,3184,23182,1,2017-02-07 10:14:59
1839,,NaCl,10,10.0,10.0,%,positive,growth,3195,23185,1,2017-02-07 10:14:59
1840,,NaCl,6,6.0,6.0,%,positive,growth,3205,23191,1,2017-02-07 10:14:59
1841,,NaCl,10,10.0,10.0,%,no,growth,3205,23191,1,2017-02-07 10:14:59
1842,,NaCl,8,8.0,8.0,%,positive,growth,3208,23193,1,2017-02-07 10:14:59
1843,,NaCl,10,10.0,10.0,%,no,growth,3208,23193,1,2017-02-07 10:14:59
1844,halotolerant,KCl,10,10.0,10.0,%,positive,optimum,3209,23194,1,2017-02-07 10:14:59
1845,,NaCl,10,10.0,10.0,%,positive,optimum,3209,23194,1,2017-02-07 10:14:59
1846,,MgCl2,10,10.0,10.0,%,positive,optimum,3209,23194,1,2017-02-07 10:14:59
1847,,NaCl,7.5,7.5,7.5,%,positive,growth,3213,23198,1,2017-02-07 10:14:59
1848,,NaCl,10,10.0,10.0,%,no,growth,3213,23198,1,2017-02-07 10:14:59
1849,,NaCl,0-8,0.0,8.0,%(w/v),positive,growth,3223,23203,1,2017-02-07 10:14:59
1850,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,3223,23203,1,2017-02-07 10:14:59
1851,,NaCl,6.5,6.5,6.5,%,positive,growth,3245,23103,1,2017-02-07 10:14:59
1852,,NaCl,>3,3.0,3.0,%,no,growth,3901,23351,1,2017-02-07 10:14:59
1853,,NaCl,1-5,1.0,5.0,%,positive,growth,3963,23205,1,2017-02-07 10:14:59
1854,,MgCl2,>0.3,0.3,0.3,%,positive,growth,3963,23205,1,2017-02-07 10:14:59
1855,,NaCl,1.4-2.5,1.4,2.5,%,positive,optimum,3984,23372,1,2017-02-07 10:14:59
1856,,MgCl2,0.015-2.5,0.02,2.5,%,positive,growth,3984,23372,1,2017-02-07 10:14:59
1857,,NaCl,1.0-2.5,1.0,2.5,%,positive,optimum,3987,23372,1,2017-02-07 10:14:59
1858,,MgCl2,0.3-2.0,0.3,2.0,%,positive,growth,3987,23372,1,2017-02-07 10:14:59
1859,,NaCl,1.5-2.5,1.5,2.5,%,positive,optimum,3988,23372,1,2017-02-07 10:14:59
1860,,MgCl2,0.003-2.0,0.0,2.0,%,positive,growth,3988,23372,1,2017-02-07 10:14:59
1861,,NaCl,1.9-2.5,1.9,2.5,%,positive,optimum,4029,23372,1,2017-02-07 10:14:59
1862,,MgCl2,0.3-1.4,0.3,1.4,%,positive,growth,4029,23372,1,2017-02-07 10:14:59
1863,,NaCl,1.0,1.0,1.0,%,positive,optimum,4030,23372,1,2017-02-07 10:14:59
1864,,MgCl2,0.03-0.7,0.03,0.7,%,positive,growth,4030,23372,1,2017-02-07 10:14:59
1865,,NaCl,0-5,0.0,5.0,%(w/v),positive,growth,4031,23207,1,2017-02-07 10:14:59
1866,,NaCl,1,1.0,1.0,%(w/v),positive,optimum,4031,23207,1,2017-02-07 10:14:59
1867,,NaCl,0.5-5.0,0.5,5.0,%(w/v),positive,growth,4032,23208,1,2017-02-07 10:14:59
1868,,NaCl,2-3,2.0,3.0,%(w/v),positive,optimum,4032,23208,1,2017-02-07 10:14:59
1869,,NaCl,<1,1.0,1.0,%(w/v),no,growth,4034,23206,1,2017-02-07 10:14:59
1870,,NaCl,>12,12.0,12.0,%(w/v),no,growth,4034,23206,1,2017-02-07 10:14:59
1871,,NaCl,1-7,1.0,7.0,%(w/v),positive,growth,4064,23209,1,2017-02-07 10:14:59
1872,,NaCl,3,3.0,3.0,%(w/v),positive,optimum,4064,23209,1,2017-02-07 10:14:59
1873,haloalkaliphilic,,,,,,,,4064,23209,1,2017-02-07 10:14:59
1874,,NaCl,>10-80,0.0,80.0,g/L,positive,growth,4065,23210,1,2017-02-07 10:14:59
1875,,NaCl,5-15,5.0,15.0,g/L,positive,optimum,4065,23210,1,2017-02-07 10:14:59
1876,moderately halophilic,NaCl,10-120,10.0,99.99,g/L,positive,growth,4147,23373,1,2017-02-07 10:14:59
1877,,NaCl,40,40.0,40.0,g/L,positive,optimum,4147,23373,1,2017-02-07 10:14:59
1878,,NaCl,0-6,0.0,6.0,g/L,positive,growth,4148,23211,1,2017-02-07 10:14:59
1879,,NaCl,1,1.0,1.0,g/L,positive,optimum,4148,23211,1,2017-02-07 10:14:59
1880,moderately halophilic,NaCl,20-120,20.0,99.99,g/L,positive,growth,4149,23373,1,2017-02-07 10:14:59
1881,,NaCl,50-60,50.0,60.0,g/L,positive,optimum,4149,23373,1,2017-02-07 10:14:59
1882,,NaCl,0-10,0.0,10.0,%(w/v),positive,growth,4150,23212,1,2017-02-07 10:14:59
1883,,NaCl,2.5,2.5,2.5,%(w/v),positive,optimum,4150,23212,1,2017-02-07 10:14:59
1884,,NaCl,0-35,0.0,35.0,g/L,positive,growth,4165,23214,1,2017-02-07 10:14:59
1885,,NaCl,0,0.0,0.0,g/L,positive,optimum,4165,23214,1,2017-02-07 10:14:59
1886,,NaCl,0-0.75,0.0,0.75,%,positive,growth,4168,23216,1,2017-02-07 10:14:59
1887,,NaCl,0-2.0,0.0,2.0,%(w/v),positive,growth,4170,23217,1,2017-02-07 10:14:59
1888,,NaCl,0.5,0.5,0.5,%(w/v),positive,optimum,4170,23217,1,2017-02-07 10:14:59
1889,,NaCl,0-4.25,0.0,4.25,%,positive,growth,4171,23218,1,2017-02-07 10:14:59
1890,,NaCl,0.3-5.5,0.3,5.5,%,positive,growth,4189,23219,1,2017-02-07 10:14:59
1891,,NaCl,2,2.0,2.0,%,positive,optimum,4189,23219,1,2017-02-07 10:14:59
1892,,NaCl,1.0-5.0,1.0,5.0,%,positive,growth,4190,23219,1,2017-02-07 10:14:59
1893,,NaCl,2,2.0,2.0,%,positive,optimum,4190,23219,1,2017-02-07 10:14:59
1894,,NaCl,0.5-5.5,0.5,5.5,%,positive,growth,4191,23220,1,2017-02-07 10:14:59
1895,,NaCl,1.4,1.4,1.4,%,positive,optimum,4191,23220,1,2017-02-07 10:14:59
1896,,NaCl,0-0.5,0.0,0.5,%,positive,growth,4192,23221,1,2017-02-07 10:14:59
1897,,NaCl,0,0.0,0.0,%,positive,optimum,4192,23221,1,2017-02-07 10:14:59
1898,,NaCl,2-8,2.0,8.0,%,positive,growth,4203,23227,1,2017-02-07 10:14:59
1899,,NaCl,4,4.0,4.0,%,positive,optimum,4203,23227,1,2017-02-07 10:14:59
1900,,NaCl,0.5-9.6,0.5,9.6,%,positive,growth,5381,23246,1,2017-02-07 10:14:59
1901,,NaCl,4,4.0,4.0,%,positive,optimum,12668,23333,1,2017-02-07 10:14:59
1902,,NaCl,0-11,0.0,11.0,%,positive,growth,12668,23333,1,2017-02-07 10:14:59
1903,halophilic,NaCl,0.0-30.0,0.0,30.0,%,positive,growth,22931,23056,1,2017-02-07 10:14:59
1904,,NaCl,9.0-10.0,9.0,10.0,%,,optimum,22931,23056,1,2017-02-07 10:14:59
1905,,NaCl,3.0-20.0,3.0,20.0,%(w/v),positive,growth,23735,23008,1,2017-02-07 10:14:59
1906,,NaCl,5.0,5.0,5.0,%(w/v),,optimum,23735,23008,1,2017-02-07 10:14:59
1907,halophilic,,,,,,,,23735,23008,1,2017-02-07 10:14:59
1908,moderately halophilic,NaCl,3.0-15.0,3.0,15.0,%(w/v),positive,growth,130201,22994,1,2017-02-07 10:14:59
1909,,NaCl,8.0,8.0,8.0,%,,optimum,130201,22994,1,2017-02-07 10:14:59
1910,,NaCl,1.0-3.0,1.0,3.0,%(w/v),positive,growth,131560,23102,1,2017-02-07 10:14:59
1911,,NaCl,5,5.0,5.0,%,positive,growth,133184,24967,1,2017-08-25 09:47:26
1912,,NaCl,0.3,0.3,0.3,%,,maximum,133124,25176,1,2017-08-25 09:47:26
1913,,NaCl,0-10.0,0.0,10.0,%,positive,growth,1869,24964,1,2017-08-25 09:47:26
1914,,NaCl,0-3.5,0.0,3.5,%,positive,growth,14118,25081,1,2017-08-25 09:47:26
1915,,NaCl,2.0-3.0,2.0,3.0,%,,optimum,24046,25239,1,2017-08-25 09:47:26
1916,,NaCl,6,6.0,6.0,%,,maximum,133135,24897,1,2017-08-25 09:47:26
1917,,NaCl,0-9.0,0.0,9.0,%,positive,growth,132634,24900,1,2017-08-25 09:47:26
1918,,NaCl,0-3.0,0.0,3.0,%,positive,optimum,132634,24900,1,2017-08-25 09:47:26
1919,,NaCl,0,0.0,0.0,%,,optimum,132635,24903,1,2017-08-25 09:47:26
1920,,NaCl,0,0.0,0.0,%,positive,growth,132636,24908,1,2017-08-25 09:47:26
1921,,NaCl,0-2,0.0,2.0,%,positive,optimum,133149,24918,1,2017-08-25 09:47:26
1922,,NaCl,2,2.0,2.0,%,positive,growth,132640,24922,1,2017-08-25 09:47:26
1923,,NaCl,0.2-6.0,0.2,6.0,%,positive,growth,132642,24938,1,2017-08-25 09:47:26
1924,,NaCl,2.5,2.5,2.5,%,positive,optimum,132642,24938,1,2017-08-25 09:47:26
1925,,NaCl,9,9.0,9.0,%,positive,growth,133156,24930,1,2017-08-25 09:47:26
