ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains,ID_reference,manual_annotation,last_change
2642,tyrosine arylamidase,+,,,,187,23121,1,2017-01-18 14:10:42
2644,urease,-,3.5.1.5,,,187,23121,1,2017-01-18 14:10:42
2645,6-phospho-beta-galactosidase,+,3.2.1.85,,,188,23122,1,2017-01-18 14:10:42
2646,6-phospho-beta-galactosidase,-,3.2.1.85,,,188,23122,1,2017-01-18 14:10:42
2647,acid phosphatase,-,3.1.3.2,,,188,23122,1,2017-01-18 14:10:42
2648,alanine arylamidase,+,3.4.11.2,,,188,23122,1,2017-01-18 14:10:42
2649,alkaline phosphatase,-,3.1.3.1,,,188,23122,1,2017-01-18 14:10:42
2650,alpha-arabinosidase,-,,,,188,23122,1,2017-01-18 14:10:42
2651,alpha-fucosidase,-,3.2.1.51,,,188,23122,1,2017-01-18 14:10:42
2652,alpha-galactosidase,-,3.2.1.22,,,188,23122,1,2017-01-18 14:10:42
2653,alpha-glucosidase,+,3.2.1.20,,,188,23122,1,2017-01-18 14:10:42
2654,alpha-mannosidase,-,3.2.1.24,,,188,23122,1,2017-01-18 14:10:42
2655,arginine dihydrolase,+/-,3.5.3.6,,,188,23122,1,2017-01-18 14:10:42
2656,beta-glucosidase,+/-,3.2.1.21,,,188,23122,1,2017-01-18 14:10:42
2657,beta-glucuronidase,-,3.2.1.31,,,188,23122,1,2017-01-18 14:10:42
2658,beta-mannosidase,-,3.2.1.25,,,188,23122,1,2017-01-18 14:10:42
2659,catalase,-,1.11.1.6,,,188,23122,1,2017-01-18 14:10:42
2660,chymotrypsin,-,3.4.4.5,,,188,23122,1,2017-01-18 14:10:42
2661,esterase (C 4),-,,,,188,23122,1,2017-01-18 14:10:42
2662,esterase lipase (C 8),-,,,,188,23122,1,2017-01-18 14:10:42
2663,glutamate decarboxylase,-,4.1.1.15,,,188,23122,1,2017-01-18 14:10:42
2664,glutamyl-glutamate arylamidase,+/-,,,,188,23122,1,2017-01-18 14:10:42
2665,glycin arylamidase,+,,,,188,23122,1,2017-01-18 14:10:42
2666,glycyl tryptophan arylamidase,-,,,,188,23122,1,2017-01-18 14:10:42
2667,histidine arylamidase,+,,,,188,23122,1,2017-01-18 14:10:42
2668,L-arginine arylamidase,+,,,,188,23122,1,2017-01-18 14:10:42
2669,lecithinase,-,,,,188,23122,1,2017-01-18 14:10:42
2670,leucine arylamidase,+,3.4.11.1,,,188,23122,1,2017-01-18 14:10:42
2671,lipase,-,,,,188,23122,1,2017-01-18 14:10:42
2672,lipase (C 14),-,,,,188,23122,1,2017-01-18 14:10:42
2673,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,188,23122,1,2017-01-18 14:10:42
2674,phosphoamidase,-,3.9.1.1,,,188,23122,1,2017-01-18 14:10:42
2675,proline-arylamidase,+,3.4.11.5,,,188,23122,1,2017-01-18 14:10:42
2676,pyroglutamic acid arylamidase,+/-,,,,188,23122,1,2017-01-18 14:10:42
2677,pyrrolidonyl arylamidase,-,3.4.19.3,,,188,23122,1,2017-01-18 14:10:42
2678,serine arylamidase,+,,,,188,23122,1,2017-01-18 14:10:42
2679,tripeptide aminopeptidase,+,3.4.11.4,,,188,23122,1,2017-01-18 14:10:42
2680,trypsin,-,3.4.21.4,,,188,23122,1,2017-01-18 14:10:42
2681,tryptophan deaminase,-,4.1.99.1,,,188,23122,1,2017-01-18 14:10:42
2682,tyrosine arylamidase,+,,,,188,23122,1,2017-01-18 14:10:42
2684,urease,-,3.5.1.5,,,188,23122,1,2017-01-18 14:10:42
2685,valine arylamidase,+,,,,188,23122,1,2017-01-18 14:10:42
2686,6-phospho-beta-galactosidase,-,3.2.1.85,,,189,23123,1,2017-01-18 14:10:42
2687,alanine arylamidase,+,3.4.11.2,,,189,23123,1,2017-01-18 14:10:42
2688,alkaline phosphatase,-,3.1.3.1,,,189,23123,1,2017-01-18 14:10:42
2689,alpha-arabinosidase,-,,,,189,23123,1,2017-01-18 14:10:42
2690,alpha-fucosidase,-,3.2.1.51,,,189,23123,1,2017-01-18 14:10:42
2691,alpha-galactosidase,+,3.2.1.22,,,189,23123,1,2017-01-18 14:10:42
2692,alpha-glucosidase,+,3.2.1.20,,,189,23123,1,2017-01-18 14:10:42
2693,arginine dihydrolase,-,3.5.3.6,,,189,23123,1,2017-01-18 14:10:42
2694,beta-galactosidase,+/-,3.2.1.23,,,189,23123,1,2017-01-18 14:10:42
2695,beta-glucosidase,+,3.2.1.21,,,189,23123,1,2017-01-18 14:10:42
2696,beta-glucuronidase,-,3.2.1.31,,,189,23123,1,2017-01-18 14:10:42
2697,beta-mannosidase,-,3.2.1.25,,,189,23123,1,2017-01-18 14:10:42
2698,glutamate decarboxylase,-,4.1.1.15,,,189,23123,1,2017-01-18 14:10:42
2699,glutamyl-glutamate arylamidase,-,,,,189,23123,1,2017-01-18 14:10:42
2700,glycyl tryptophan arylamidase,-,,,,189,23123,1,2017-01-18 14:10:42
2701,histidine arylamidase,+,,,,189,23123,1,2017-01-18 14:10:42
2702,L-arginine arylamidase,+,,,,189,23123,1,2017-01-18 14:10:42
2703,leucine arylamidase,+,3.4.11.1,,,189,23123,1,2017-01-18 14:10:42
2704,leucyl glycin arylamidase,+,3.4.11.1,,,189,23123,1,2017-01-18 14:10:42
2706,leucyl glycin arylamidase,-,3.4.11.1,,,189,23123,1,2017-01-18 14:10:42
2707,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,189,23123,1,2017-01-18 14:10:42
2708,phenylalanine deaminase,+,4.3.1.5,,,189,23123,1,2017-01-18 14:10:42
2709,proline-arylamidase,+,3.4.11.5,,,189,23123,1,2017-01-18 14:10:42
2710,pyrazinamidase,-,3.5.1.B15,,,189,23123,1,2017-01-18 14:10:42
2711,pyroglutamic acid arylamidase,-,,,,189,23123,1,2017-01-18 14:10:42
2712,serine arylamidase,-,,,,189,23123,1,2017-01-18 14:10:42
2713,tripeptide aminopeptidase,-,3.4.11.4,,,189,23123,1,2017-01-18 14:10:42
2714,tryptophan deaminase,-,4.1.99.1,,,189,23123,1,2017-01-18 14:10:42
2715,tyrosine arylamidase,-,,,,189,23123,1,2017-01-18 14:10:42
2716,urease,-,3.5.1.5,,,189,23123,1,2017-01-18 14:10:42
2717,catalase,+/-,1.11.1.6,,,194,23264,1,2017-01-18 14:10:42
2718,cytochrome oxidase,-,1.9.3.1,,,194,23264,1,2017-01-18 14:10:42
2719,acid phosphatase,+,3.1.3.2,,,197,22976,1,2017-01-18 14:10:42
2720,alkaline phosphatase,+,3.1.3.1,,,197,22976,1,2017-01-18 14:10:42
2721,alpha-galactosidase,-,3.2.1.22,,,197,22976,1,2017-01-18 14:10:42
2722,alpha-glucosidase,+,3.2.1.20,,,197,22976,1,2017-01-18 14:10:42
2723,arginine dihydrolase,-,3.5.3.6,,,197,22976,1,2017-01-18 14:10:42
2724,beta-galactosidase,+,3.2.1.23,,,197,22976,1,2017-01-18 14:10:42
2725,beta-glucosidase,-,3.2.1.21,,,197,22976,1,2017-01-18 14:10:42
2726,beta-glucuronidase,-,3.2.1.31,,,197,22976,1,2017-01-18 14:10:42
2727,esterase lipase (C 8),+,,,,197,22976,1,2017-01-18 14:10:42
2728,leucine arylamidase,-,3.4.11.1,,,197,22976,1,2017-01-18 14:10:42
2729,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,197,22976,1,2017-01-18 14:10:42
2730,nitrate reductase,-,1.7.99.4,,,197,22976,1,2017-01-18 14:10:42
2731,pyrazinamidase,+,3.5.1.B15,,,197,22976,1,2017-01-18 14:10:42
2732,pyrrolidonyl arylamidase,-,3.4.19.3,,,197,22976,1,2017-01-18 14:10:42
2733,urease,-,3.5.1.5,,,197,22976,1,2017-01-18 14:10:42
2734,acid phosphatase,+,3.1.3.2,,,199,22976,1,2017-01-18 14:10:42
2735,alkaline phosphatase,+,3.1.3.1,,,199,22976,1,2017-01-18 14:10:42
2736,alpha-galactosidase,+,3.2.1.22,,,199,22976,1,2017-01-18 14:10:42
2737,alpha-glucosidase,+,3.2.1.20,,,199,22976,1,2017-01-18 14:10:42
2738,arginine dihydrolase,-,3.5.3.6,,,199,22976,1,2017-01-18 14:10:42
2739,beta-galactosidase,+,3.2.1.23,,,199,22976,1,2017-01-18 14:10:42
2740,beta-glucosidase,-,3.2.1.21,,,199,22976,1,2017-01-18 14:10:42
2741,beta-glucuronidase,-,3.2.1.31,,,199,22976,1,2017-01-18 14:10:42
2742,esterase lipase (C 8),+,,,,199,22976,1,2017-01-18 14:10:42
2743,leucine arylamidase,+,3.4.11.1,,,199,22976,1,2017-01-18 14:10:42
2744,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,199,22976,1,2017-01-18 14:10:42
2745,nitrate reductase,-,1.7.99.4,,,199,22976,1,2017-01-18 14:10:42
2746,pyrazinamidase,-,3.5.1.B15,,,199,22976,1,2017-01-18 14:10:42
2747,pyrrolidonyl arylamidase,-,3.4.19.3,,,199,22976,1,2017-01-18 14:10:42
2748,urease,-,3.5.1.5,,,199,22976,1,2017-01-18 14:10:42
2749,alkaline phosphatase,-,3.1.3.1,,,202,22972,1,2017-01-18 14:10:42
2750,alpha-galactosidase,-,3.2.1.22,,,202,22972,1,2017-01-18 14:10:42
2751,alpha-glucosidase,-,3.2.1.20,,,202,22972,1,2017-01-18 14:10:42
2752,arginine dihydrolase,-,3.5.3.6,,,202,22972,1,2017-01-18 14:10:42
2753,beta-galactosidase,-,3.2.1.23,,,202,22972,1,2017-01-18 14:10:42
2754,beta-glucosidase,-,3.2.1.21,,,202,22972,1,2017-01-18 14:10:42
2755,beta-glucuronidase,+,3.2.1.31,,,202,22972,1,2017-01-18 14:10:42
2756,beta-glucuronidase,-,3.2.1.31,,,202,22972,1,2017-01-18 14:10:42
2757,beta-mannosidase,-,3.2.1.25,,,202,22972,1,2017-01-18 14:10:42
2758,catalase,+,1.11.1.6,,,202,22972,1,2017-01-18 14:10:42
2759,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,202,22972,1,2017-01-18 14:10:42
2760,pyroglutamic acid arylamidase,+,,,,202,22972,1,2017-01-18 14:10:42
2761,tripeptide aminopeptidase,+,3.4.11.4,,,202,22972,1,2017-01-18 14:10:42
2762,urease,-,3.5.1.5,,,202,22972,1,2017-01-18 14:10:42
2763,acid phosphatase,-,3.1.3.2,,,203,22973,1,2017-01-18 14:10:42
2764,alpha-fucosidase,-,3.2.1.51,,,203,22973,1,2017-01-18 14:10:42
2765,alpha-galactosidase,-,3.2.1.22,,,203,22973,1,2017-01-18 14:10:42
2766,alpha-glucosidase,+,3.2.1.20,,,203,22973,1,2017-01-18 14:10:42
2767,alpha-mannosidase,-,3.2.1.24,,,203,22973,1,2017-01-18 14:10:42
2768,arginine dihydrolase,-,3.5.3.6,,,203,22973,1,2017-01-18 14:10:42
2769,beta-galactosidase,+,3.2.1.23,,,203,22973,1,2017-01-18 14:10:42
2770,beta-glucosidase,-,3.2.1.21,,,203,22973,1,2017-01-18 14:10:42
2771,beta-glucuronidase,+,3.2.1.31,,,203,22973,1,2017-01-18 14:10:42
2772,beta-mannosidase,-,3.2.1.25,,,203,22973,1,2017-01-18 14:10:42
2773,catalase,-,1.11.1.6,,,203,22973,1,2017-01-18 14:10:42
2774,chymotrypsin,-,3.4.4.5,,,203,22973,1,2017-01-18 14:10:42
2775,esterase (C 4),-,,,,203,22973,1,2017-01-18 14:10:42
2776,esterase lipase (C 8),-,,,,203,22973,1,2017-01-18 14:10:42
2777,glycyl tryptophan arylamidase,-,,,,203,22973,1,2017-01-18 14:10:42
2778,leucine arylamidase,+,3.4.11.1,,,203,22973,1,2017-01-18 14:10:42
2779,lipase (C 14),-,,,,203,22973,1,2017-01-18 14:10:42
2780,phosphoamidase,+,3.9.1.1,,,203,22973,1,2017-01-18 14:10:42
2781,pyrazinamidase,-,3.5.1.B15,,,203,22973,1,2017-01-18 14:10:42
2782,pyroglutamic acid arylamidase,-,,,,203,22973,1,2017-01-18 14:10:42
2783,pyrrolidonyl arylamidase,-,3.4.19.3,,,203,22973,1,2017-01-18 14:10:42
2784,tripeptide aminopeptidase,-,3.4.11.4,,,203,22973,1,2017-01-18 14:10:42
2785,trypsin,-,3.4.21.4,,,203,22973,1,2017-01-18 14:10:42
2786,urease,-,3.5.1.5,,,203,22973,1,2017-01-18 14:10:42
2787,valine arylamidase,-,,,,203,22973,1,2017-01-18 14:10:42
2788,alkaline phosphatase,+,3.1.3.1,,,204,22974,1,2017-01-18 14:10:42
2789,alpha-glucosidase,+,3.2.1.20,,,204,22974,1,2017-01-18 14:10:42
2790,alpha-mannosidase,+,3.2.1.24,,,204,22974,1,2017-01-18 14:10:42
2791,amylase,+,,,,204,22974,1,2017-01-18 14:10:42
2792,beta-galactosidase,+,3.2.1.23,,,204,22974,1,2017-01-18 14:10:42
2793,beta-glucuronidase,+,3.2.1.31,,,204,22974,1,2017-01-18 14:10:42
2794,caseinase,-,3.4.21.50,,,204,22974,1,2017-01-18 14:10:42
2795,catalase,-,1.11.1.6,,,204,22974,1,2017-01-18 14:10:42
2796,DNase,+,,,,204,22974,1,2017-01-18 14:10:42
2797,gelatinase,-,,,,204,22974,1,2017-01-18 14:10:42
2798,hyaluronate lyase,-,4.2.2.1,,,204,22974,1,2017-01-18 14:10:42
2799,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,204,22974,1,2017-01-18 14:10:42
2800,nitrate reductase,-,1.7.99.4,,,204,22974,1,2017-01-18 14:10:42
2801,pyrazinamidase,-,3.5.1.B15,,,204,22974,1,2017-01-18 14:10:42
2802,pyrrolidonyl arylamidase,-,3.4.19.3,,,204,22974,1,2017-01-18 14:10:42
2803,urease,-,3.5.1.5,,,204,22974,1,2017-01-18 14:10:42
2804,alpha-glucosidase,+,3.2.1.20,,,206,22975,1,2017-01-18 14:10:42
2805,catalase,-,1.11.1.6,,,206,22975,1,2017-01-18 14:10:42
2806,cytochrome oxidase,-,1.9.3.1,,,206,22975,1,2017-01-18 14:10:42
2807,esterase lipase (C 8),+,,,,206,22975,1,2017-01-18 14:10:42
2808,gelatinase,-,,,,206,22975,1,2017-01-18 14:10:42
2809,lecithinase,-,,,,206,22975,1,2017-01-18 14:10:42
2810,leucine arylamidase,+,3.4.11.1,,,206,22975,1,2017-01-18 14:10:42
2811,lipase,-,,,,206,22975,1,2017-01-18 14:10:42
2812,phosphoamidase,+,3.9.1.1,,,206,22975,1,2017-01-18 14:10:42
2813,alpha-fucosidase,,3.2.1.51,,,208,22975,1,2017-01-18 14:10:42
2814,alpha-glucosidase,+,3.2.1.20,,,208,22975,1,2017-01-18 14:10:42
2815,alpha-mannosidase,-,3.2.1.24,,,208,22975,1,2017-01-18 14:10:42
2816,beta-glucosidase,-,3.2.1.21,,,208,22975,1,2017-01-18 14:10:42
2817,beta-glucuronidase,-,3.2.1.31,,,208,22975,1,2017-01-18 14:10:42
2818,carboxylesterase,-,3.1.1.1,,,208,22975,1,2017-01-18 14:10:42
2819,catalase,-,1.11.1.6,,,208,22975,1,2017-01-18 14:10:42
2820,chymotrypsin,-,3.4.4.5,,,208,22975,1,2017-01-18 14:10:42
2821,cystine arylamidase,-,3.4.11.3,,,208,22975,1,2017-01-18 14:10:42
2822,cytochrome oxidase,-,1.9.3.1,,,208,22975,1,2017-01-18 14:10:42
2823,lecithinase,-,,,,208,22975,1,2017-01-18 14:10:42
2824,leucine arylamidase,+,3.4.11.1,,,208,22975,1,2017-01-18 14:10:42
2825,lipase,-,,,,208,22975,1,2017-01-18 14:10:42
2826,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,208,22975,1,2017-01-18 14:10:42
2827,phosphoamidase,+,3.9.1.1,,,208,22975,1,2017-01-18 14:10:42
2828,trypsin,-,3.4.21.4,,,208,22975,1,2017-01-18 14:10:42
2829,valine arylamidase,-,,,,208,22975,1,2017-01-18 14:10:42
2830,catalase,-,1.11.1.6,,,209,22975,1,2017-01-18 14:10:42
2831,cytochrome oxidase,-,1.9.3.1,,,209,22975,1,2017-01-18 14:10:42
2832,esterase lipase (C 8),+,,,,209,22975,1,2017-01-18 14:10:42
2833,lecithinase,-,,,,209,22975,1,2017-01-18 14:10:42
2834,lipase,-,,,,209,22975,1,2017-01-18 14:10:42
2835,acid phosphatase,-,3.1.3.2,,,212,22976,1,2017-01-18 14:10:42
2836,alkaline phosphatase,-,3.1.3.1,,,212,22976,1,2017-01-18 14:10:42
2837,alpha-galactosidase,-,3.2.1.22,,,212,22976,1,2017-01-18 14:10:42
2838,alpha-glucosidase,+,3.2.1.20,,,212,22976,1,2017-01-18 14:10:42
2839,arginine dihydrolase,-,3.5.3.6,,,212,22976,1,2017-01-18 14:10:42
2840,beta-galactosidase,+,3.2.1.23,,,212,22976,1,2017-01-18 14:10:42
2841,beta-glucosidase,-,3.2.1.21,,,212,22976,1,2017-01-18 14:10:42
2842,beta-glucuronidase,+,3.2.1.31,,,212,22976,1,2017-01-18 14:10:42
2843,catalase,-,1.11.1.6,,,212,22976,1,2017-01-18 14:10:42
2844,esterase lipase (C 8),-,,,,212,22976,1,2017-01-18 14:10:42
2845,leucine arylamidase,+,3.4.11.1,,,212,22976,1,2017-01-18 14:10:42
2846,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,212,22976,1,2017-01-18 14:10:42
2847,nitrate reductase,-,1.7.99.4,,,212,22976,1,2017-01-18 14:10:42
2848,pyrazinamidase,-,3.5.1.B15,,,212,22976,1,2017-01-18 14:10:42
2849,pyrrolidonyl arylamidase,-,3.4.19.3,,,212,22976,1,2017-01-18 14:10:42
2850,urease,-,3.5.1.5,,,212,22976,1,2017-01-18 14:10:42
2851,acid phosphatase,-,3.1.3.2,,,214,22976,1,2017-01-18 14:10:42
2852,alkaline phosphatase,+,3.1.3.1,,,214,22976,1,2017-01-18 14:10:42
2853,alpha-galactosidase,-,3.2.1.22,,,214,22976,1,2017-01-18 14:10:42
2854,alpha-glucosidase,+,3.2.1.20,,,214,22976,1,2017-01-18 14:10:42
2855,arginine dihydrolase,-,3.5.3.6,,,214,22976,1,2017-01-18 14:10:42
2856,beta-galactosidase,-,3.2.1.23,,,214,22976,1,2017-01-18 14:10:42
2857,beta-glucosidase,-,3.2.1.21,,,214,22976,1,2017-01-18 14:10:42
2858,beta-glucuronidase,-,3.2.1.31,,,214,22976,1,2017-01-18 14:10:42
2859,catalase,-,1.11.1.6,,,214,22976,1,2017-01-18 14:10:42
2860,esterase lipase (C 8),-,,,,214,22976,1,2017-01-18 14:10:42
2861,leucine arylamidase,+,3.4.11.1,,,214,22976,1,2017-01-18 14:10:42
2862,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,214,22976,1,2017-01-18 14:10:42
2863,nitrate reductase,-,1.7.99.4,,,214,22976,1,2017-01-18 14:10:42
2864,pyrazinamidase,+,3.5.1.B15,,,214,22976,1,2017-01-18 14:10:42
2865,pyrrolidonyl arylamidase,-,3.4.19.3,,,214,22976,1,2017-01-18 14:10:42
2866,urease,-,3.5.1.5,,,214,22976,1,2017-01-18 14:10:42
2867,acid phosphatase,+,3.1.3.2,,,216,22976,1,2017-01-18 14:10:42
2868,alkaline phosphatase,-,3.1.3.1,,,216,22976,1,2017-01-18 14:10:42
2869,alpha-galactosidase,-,3.2.1.22,,,216,22976,1,2017-01-18 14:10:42
2870,alpha-glucosidase,+,3.2.1.20,,,216,22976,1,2017-01-18 14:10:42
2871,arginine dihydrolase,-,3.5.3.6,,,216,22976,1,2017-01-18 14:10:42
2872,beta-galactosidase,-,3.2.1.23,,,216,22976,1,2017-01-18 14:10:42
2873,beta-glucosidase,-,3.2.1.21,,,216,22976,1,2017-01-18 14:10:42
2874,beta-glucuronidase,+,3.2.1.31,,,216,22976,1,2017-01-18 14:10:42
2875,catalase,-,1.11.1.6,,,216,22976,1,2017-01-18 14:10:42
2876,esterase lipase (C 8),+,,,,216,22976,1,2017-01-18 14:10:42
2877,leucine arylamidase,-,3.4.11.1,,,216,22976,1,2017-01-18 14:10:42
2878,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,216,22976,1,2017-01-18 14:10:42
2879,nitrate reductase,-,1.7.99.4,,,216,22976,1,2017-01-18 14:10:42
2880,pyrazinamidase,+,3.5.1.B15,,,216,22976,1,2017-01-18 14:10:42
2881,pyrrolidonyl arylamidase,+,3.4.19.3,,,216,22976,1,2017-01-18 14:10:42
2882,urease,-,3.5.1.5,,,216,22976,1,2017-01-18 14:10:42
2883,acid phosphatase,+,3.1.3.2,,,217,22976,1,2017-01-18 14:10:42
2884,alkaline phosphatase,-,3.1.3.1,,,217,22976,1,2017-01-18 14:10:42
2885,alpha-galactosidase,-,3.2.1.22,,,217,22976,1,2017-01-18 14:10:42
2886,alpha-glucosidase,-,3.2.1.20,,,217,22976,1,2017-01-18 14:10:42
2887,arginine dihydrolase,-,3.5.3.6,,,217,22976,1,2017-01-18 14:10:42
2888,beta-galactosidase,-,3.2.1.23,,,217,22976,1,2017-01-18 14:10:42
2889,beta-glucosidase,-,3.2.1.21,,,217,22976,1,2017-01-18 14:10:42
2890,beta-glucuronidase,+,3.2.1.31,,,217,22976,1,2017-01-18 14:10:42
2891,catalase,-,1.11.1.6,,,217,22976,1,2017-01-18 14:10:42
2892,esterase lipase (C 8),+,,,,217,22976,1,2017-01-18 14:10:42
2893,leucine arylamidase,-,3.4.11.1,,,217,22976,1,2017-01-18 14:10:42
2894,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,217,22976,1,2017-01-18 14:10:42
2895,nitrate reductase,-,1.7.99.4,,,217,22976,1,2017-01-18 14:10:42
2896,pyrazinamidase,+,3.5.1.B15,,,217,22976,1,2017-01-18 14:10:42
2897,pyrrolidonyl arylamidase,+,3.4.19.3,,,217,22976,1,2017-01-18 14:10:42
2898,urease,-,3.5.1.5,,,217,22976,1,2017-01-18 14:10:42
2899,acid phosphatase,-,3.1.3.2,,,218,22976,1,2017-01-18 14:10:42
2900,alkaline phosphatase,-,3.1.3.1,,,218,22976,1,2017-01-18 14:10:42
2901,alpha-galactosidase,+,3.2.1.22,,,218,22976,1,2017-01-18 14:10:42
2902,alpha-glucosidase,+,3.2.1.20,,,218,22976,1,2017-01-18 14:10:42
2903,arginine dihydrolase,-,3.5.3.6,,,218,22976,1,2017-01-18 14:10:42
2904,beta-galactosidase,+,3.2.1.23,,,218,22976,1,2017-01-18 14:10:42
2905,beta-glucosidase,-,3.2.1.21,,,218,22976,1,2017-01-18 14:10:42
2906,beta-glucuronidase,+,3.2.1.31,,,218,22976,1,2017-01-18 14:10:42
2907,catalase,+,1.11.1.6,,,218,22976,1,2017-01-18 14:10:42
2908,esterase lipase (C 8),-,,,,218,22976,1,2017-01-18 14:10:42
2909,leucine arylamidase,+,3.4.11.1,,,218,22976,1,2017-01-18 14:10:42
2910,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,218,22976,1,2017-01-18 14:10:42
2911,nitrate reductase,-,1.7.99.4,,,218,22976,1,2017-01-18 14:10:42
2912,pyrazinamidase,-,3.5.1.B15,,,218,22976,1,2017-01-18 14:10:42
2913,pyrrolidonyl arylamidase,-,3.4.19.3,,,218,22976,1,2017-01-18 14:10:42
2914,urease,-,3.5.1.5,,,218,22976,1,2017-01-18 14:10:42
2915,acid phosphatase,-,3.1.3.2,,,221,22982,1,2017-01-18 14:10:42
2916,alkaline phosphatase,+,3.1.3.1,,,221,22982,1,2017-01-18 14:10:42
2917,alpha-fucosidase,-,3.2.1.51,,,221,22982,1,2017-01-18 14:10:42
2918,alpha-galactosidase,-,3.2.1.22,,,221,22982,1,2017-01-18 14:10:42
2919,alpha-glucosidase,-,3.2.1.20,,,221,22982,1,2017-01-18 14:10:42
2920,alpha-mannosidase,-,3.2.1.24,,,221,22982,1,2017-01-18 14:10:42
2921,beta-galactosidase,-,3.2.1.23,,,221,22982,1,2017-01-18 14:10:42
2922,beta-glucosidase,-,3.2.1.21,,,221,22982,1,2017-01-18 14:10:42
2923,beta-glucuronidase,-,3.2.1.31,,,221,22982,1,2017-01-18 14:10:42
2924,beta-mannosidase,-,3.2.1.25,,,221,22982,1,2017-01-18 14:10:42
2925,chymotrypsin,-,3.4.4.5,,,221,22982,1,2017-01-18 14:10:42
2926,cystine arylamidase,-,3.4.11.3,,,221,22982,1,2017-01-18 14:10:42
2927,esterase (C 4),+,,,,221,22982,1,2017-01-18 14:10:42
2928,esterase lipase (C 8),+,,,,221,22982,1,2017-01-18 14:10:42
2929,glycyl tryptophan arylamidase,-,,,,221,22982,1,2017-01-18 14:10:42
2930,leucine arylamidase,-,3.4.11.1,,,221,22982,1,2017-01-18 14:10:42
2931,lipase (C 14),-,,,,221,22982,1,2017-01-18 14:10:42
2932,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,221,22982,1,2017-01-18 14:10:42
2933,naphthol-AS-BI-phosphohydrolase,+,,,,221,22982,1,2017-01-18 14:10:42
2934,pyrrolidonyl arylamidase,-,3.4.19.3,,,221,22982,1,2017-01-18 14:10:42
2935,tripeptide aminopeptidase,-,3.4.11.4,,,221,22982,1,2017-01-18 14:10:42
2936,trypsin,-,3.4.21.4,,,221,22982,1,2017-01-18 14:10:42
2937,urease,-,3.5.1.5,,,221,22982,1,2017-01-18 14:10:42
2938,valine arylamidase,-,,,,221,22982,1,2017-01-18 14:10:42
2939,catalase,-,1.11.1.6,,,222,22981,1,2017-01-18 14:10:42
2940,acid phosphatase,+,3.1.3.2,,,223,22982,1,2017-01-18 14:10:42
2941,alkaline phosphatase,+,3.1.3.1,,,223,22982,1,2017-01-18 14:10:42
2942,alpha-fucosidase,-,3.2.1.51,,,223,22982,1,2017-01-18 14:10:42
2943,alpha-galactosidase,-,3.2.1.22,,,223,22982,1,2017-01-18 14:10:42
2944,alpha-glucosidase,-,3.2.1.20,,,223,22982,1,2017-01-18 14:10:42
2945,alpha-mannosidase,-,3.2.1.24,,,223,22982,1,2017-01-18 14:10:42
2946,beta-galactosidase,-,3.2.1.23,,,223,22982,1,2017-01-18 14:10:42
2947,beta-glucosidase,-,3.2.1.21,,,223,22982,1,2017-01-18 14:10:42
2948,beta-glucuronidase,+,3.2.1.31,,,223,22982,1,2017-01-18 14:10:42
2949,beta-mannosidase,-,3.2.1.25,,,223,22982,1,2017-01-18 14:10:42
2950,chymotrypsin,-,3.4.4.5,,,223,22982,1,2017-01-18 14:10:42
2951,cystine arylamidase,-,3.4.11.3,,,223,22982,1,2017-01-18 14:10:42
2952,esterase (C 4),+,,,,223,22982,1,2017-01-18 14:10:42
2953,esterase lipase (C 8),-,,,,223,22982,1,2017-01-18 14:10:42
2954,glycyl tryptophan arylamidase,+,,,,223,22982,1,2017-01-18 14:10:42
2955,leucine arylamidase,+,3.4.11.1,,,223,22982,1,2017-01-18 14:10:42
2956,lipase (C 14),-,,,,223,22982,1,2017-01-18 14:10:42
2957,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,223,22982,1,2017-01-18 14:10:42
2958,naphthol-AS-BI-phosphohydrolase,+,,,,223,22982,1,2017-01-18 14:10:42
2959,pyroglutamic acid arylamidase,-,,,,223,22982,1,2017-01-18 14:10:42
2960,pyrrolidonyl arylamidase,-,3.4.19.3,,,223,22982,1,2017-01-18 14:10:42
2961,tripeptide aminopeptidase,+,3.4.11.4,,,223,22982,1,2017-01-18 14:10:42
2962,trypsin,-,3.4.21.4,,,223,22982,1,2017-01-18 14:10:42
2963,urease,-,3.5.1.5,,,223,22982,1,2017-01-18 14:10:42
2964,valine arylamidase,-,,,,223,22982,1,2017-01-18 14:10:42
2965,acid phosphatase,+,3.1.3.2,,,224,22977,1,2017-01-18 14:10:42
2966,alpha-galactosidase,-,3.2.1.22,,,224,22977,1,2017-01-18 14:10:42
