ID_enzymes,enzyme,activity,ec_number,exoenzyme,production,ID_strains,ID_reference,manual_annotation,last_change
32018,alpha-glucosidase,-,3.2.1.20,,,140892,43724,1,2019-01-24 09:51:01
32019,beta-glucosidase,-,3.2.1.21,,,140892,43724,1,2019-01-24 09:51:01
32020,alpha-mannosidase,-,3.2.1.24,,,140892,43724,1,2019-01-24 09:51:01
32021,alpha-fucosidase,-,3.2.1.51,,,140892,43724,1,2019-01-24 09:51:01
32022,alkaline phosphatase,+,3.1.3.1,,,140893,43725,1,2019-01-24 09:51:01
32023,cytochrome oxidase,+,1.9.3.1,,,140893,43725,1,2019-01-24 09:51:01
32024,esterase (C 4),+,,,,140893,43725,1,2019-01-24 09:51:01
32025,leucine arylamidase,+,3.4.11.1,,,140893,43725,1,2019-01-24 09:51:01
32026,acid phosphatase,+,3.1.3.2,,,140893,43725,1,2019-01-24 09:51:01
32027,naphthol-AS-BI-phosphohydrolase,+,,,,140893,43725,1,2019-01-24 09:51:01
32028,beta-galactosidase,+,3.2.1.23,,,140893,43725,1,2019-01-24 09:51:01
32029,alpha-glucosidase,+,3.2.1.20,,,140893,43725,1,2019-01-24 09:51:01
32030,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140893,43725,1,2019-01-24 09:51:01
32031,esterase Lipase (C 8),-,,,,140893,43725,1,2019-01-24 09:51:01
32032,lipase (C 14),-,,,,140893,43725,1,2019-01-24 09:51:01
32033,valine arylamidase,-,,,,140893,43725,1,2019-01-24 09:51:01
32034,cystine arylamidase,-,3.4.11.3,,,140893,43725,1,2019-01-24 09:51:01
32035,trypsin,-,3.4.21.4,,,140893,43725,1,2019-01-24 09:51:01
32036,alpha-chymotrypsin,-,3.4.21.1,,,140893,43725,1,2019-01-24 09:51:01
32037,alpha-galactosidase,-,3.2.1.22,,,140893,43725,1,2019-01-24 09:51:01
32038,beta-glucuronidase,-,3.2.1.31,,,140893,43725,1,2019-01-24 09:51:01
32039,beta-glucosidase,-,3.2.1.21,,,140893,43725,1,2019-01-24 09:51:01
32040,alpha-mannosidase,-,3.2.1.24,,,140893,43725,1,2019-01-24 09:51:01
32041,alpha-fucosidase,-,3.2.1.51,,,140893,43725,1,2019-01-24 09:51:01
32042,catalase,-,1.11.1.6,,,140893,43725,1,2019-01-24 09:51:01
32043,arginine dihydrolase,-,3.5.3.6,,,140893,43725,1,2019-01-24 09:51:01
32044,cytochrome oxidase,+,1.9.3.1,,,140894,43726,1,2019-01-24 09:51:01
32045,catalase,-,1.11.1.6,,,140894,43726,1,2019-01-24 09:51:01
32046,alkaline phosphatase,+,3.1.3.1,,,140894,43726,1,2019-01-24 09:51:01
32047,esterase (C 4),+,,,,140894,43726,1,2019-01-24 09:51:01
32048,esterase Lipase (C 8),+,,,,140894,43726,1,2019-01-24 09:51:01
32049,leucine arylamidase,+,3.4.11.1,,,140894,43726,1,2019-01-24 09:51:01
32050,valine arylamidase,+,,,,140894,43726,1,2019-01-24 09:51:01
32051,naphthol-AS-BI-phosphohydrolase,+,,,,140894,43726,1,2019-01-24 09:51:01
32052,cystine arylamidase,+,3.4.11.3,,,140894,43726,1,2019-01-24 09:51:01
32053,lipase (C 14),-,,,,140894,43726,1,2019-01-24 09:51:01
32054,acid phosphatase,-,3.1.3.2,,,140894,43726,1,2019-01-24 09:51:01
32055,trypsin,-,3.4.21.4,,,140894,43726,1,2019-01-24 09:51:01
32056,chymotrypsin,-,3.4.4.5,,,140894,43726,1,2019-01-24 09:51:01
32057,beta-galactosidase,-,3.2.1.23,,,140894,43726,1,2019-01-24 09:51:01
32058,alpha-glucosidase,-,3.2.1.20,,,140894,43726,1,2019-01-24 09:51:01
32059,beta-glucosidase,-,3.2.1.21,,,140894,43726,1,2019-01-24 09:51:01
32060,alpha-mannosidase,-,3.2.1.24,,,140894,43726,1,2019-01-24 09:51:01
32061,beta-D-fucosidase,-,3.2.1.38,,,140894,43726,1,2019-01-24 09:51:01
32062,alpha-galactosidase,-,3.2.1.22,,,140894,43726,1,2019-01-24 09:51:01
32063,beta-glucuronidase,-,3.2.1.31,,,140894,43726,1,2019-01-24 09:51:01
32064,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,140894,43726,1,2019-01-24 09:51:01
32065,arginine dihydrolase,-,3.5.3.6,,,140894,43726,1,2019-01-24 09:51:01
32066,lysine decarboxylase,-,4.1.1.18,,,140894,43726,1,2019-01-24 09:51:01
32067,ornithine decarboxylase,-,4.1.1.17,,,140894,43726,1,2019-01-24 09:51:01
32068,tryptophan deaminase,-,4.1.99.1,,,140894,43726,1,2019-01-24 09:51:01
32069,gelatinase,+,,,,140894,43726,1,2019-01-24 09:51:01
32070,cytochrome oxidase,+,1.9.3.1,,,132434,43727,1,2019-01-24 09:51:01
32071,catalase,+,1.11.1.6,,,132434,43727,1,2019-01-24 09:51:01
32072,alkaline phosphatase,+,3.1.3.1,,,132434,43727,1,2019-01-24 09:51:01
32073,esterase (C 4),+,,,,132434,43727,1,2019-01-24 09:51:01
32074,esterase Lipase (C 8),+,,,,132434,43727,1,2019-01-24 09:51:01
32075,leucine arylamidase,+,3.4.11.1,,,132434,43727,1,2019-01-24 09:51:01
32076,valine arylamidase,+,,,,132434,43727,1,2019-01-24 09:51:01
32077,cystine arylamidase,+,3.4.11.3,,,132434,43727,1,2019-01-24 09:51:01
32078,trypsin,+,3.4.21.4,,,132434,43727,1,2019-01-24 09:51:01
32079,alpha-chymotrypsin,+,3.4.21.1,,,132434,43727,1,2019-01-24 09:51:01
32080,acid phosphatase,+,3.1.3.2,,,132434,43727,1,2019-01-24 09:51:01
32081,naphthol-AS-BI-phosphohydrolase,+,,,,132434,43727,1,2019-01-24 09:51:01
32082,alpha-glucosidase,+,3.2.1.20,,,132434,43727,1,2019-01-24 09:51:01
32083,beta-glucosidase,+,3.2.1.21,,,132434,43727,1,2019-01-24 09:51:01
32084,lipase (C 14),-,,,,132434,43727,1,2019-01-24 09:51:01
32085,alpha-galactosidase,-,3.2.1.22,,,132434,43727,1,2019-01-24 09:51:01
32086,beta-galactosidase,-,3.2.1.23,,,132434,43727,1,2019-01-24 09:51:01
32087,beta-glucuronidase,-,3.2.1.31,,,132434,43727,1,2019-01-24 09:51:01
32088,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,132434,43727,1,2019-01-24 09:51:01
32089,alpha-mannosidase,-,3.2.1.24,,,132434,43727,1,2019-01-24 09:51:01
32090,beta-D-fucosidase,-,3.2.1.38,,,132434,43727,1,2019-01-24 09:51:01
32091,cytochrome oxidase,+,1.9.3.1,,,140895,43728,1,2019-01-24 09:51:01
32092,catalase,+,1.11.1.6,,,140895,43728,1,2019-01-24 09:51:01
32093,alkaline phosphatase,+,3.1.3.1,,,140895,43728,1,2019-01-24 09:51:01
32094,esterase (C 4),+,,,,140895,43728,1,2019-01-24 09:51:01
32095,leucine arylamidase,+,3.4.11.1,,,140895,43728,1,2019-01-24 09:51:01
32096,valine arylamidase,+,,,,140895,43728,1,2019-01-24 09:51:01
32097,acid phosphatase,+,3.1.3.2,,,140895,43728,1,2019-01-24 09:51:01
32098,naphthol-AS-BI-phosphohydrolase,+,,,,140895,43728,1,2019-01-24 09:51:01
32099,esterase Lipase (C 8),+/-,,,,140895,43728,1,2019-01-24 09:51:01
32100,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,140895,43728,1,2019-01-24 09:51:01
32101,arginine dihydrolase,-,3.5.3.6,,,140895,43728,1,2019-01-24 09:51:01
32102,alpha-chymotrypsin,-,3.4.21.1,,,140895,43728,1,2019-01-24 09:51:01
32103,cystine arylamidase,-,3.4.11.3,,,140895,43728,1,2019-01-24 09:51:01
32104,alpha-fucosidase,-,3.2.1.51,,,140895,43728,1,2019-01-24 09:51:01
32105,alpha-galactosidase,-,3.2.1.22,,,140895,43728,1,2019-01-24 09:51:01
32106,alpha-glucosidase,-,3.2.1.20,,,140895,43728,1,2019-01-24 09:51:01
32107,beta-glucosidase,-,3.2.1.21,,,140895,43728,1,2019-01-24 09:51:01
32108,beta-glucuronidase,-,3.2.1.31,,,140895,43728,1,2019-01-24 09:51:01
32109,lipase (C 14),-,,,,140895,43728,1,2019-01-24 09:51:01
32110,alpha-mannosidase,-,3.2.1.24,,,140895,43728,1,2019-01-24 09:51:01
32111,urease,-,3.5.1.5,,,140895,43728,1,2019-01-24 09:51:01
32112,trypsin,-,3.4.21.4,,,140895,43728,1,2019-01-24 09:51:01
32113,catalase,+,1.11.1.6,,,140896,43729,1,2019-01-24 09:51:01
32114,cytochrome oxidase,-,1.9.3.1,,,140896,43729,1,2019-01-24 09:51:01
32115,alkaline phosphatase,+,3.1.3.1,,,140896,43729,1,2019-01-24 09:51:01
32116,esterase Lipase (C 8),+,,,,140896,43729,1,2019-01-24 09:51:01
32117,leucine arylamidase,+,3.4.11.1,,,140896,43729,1,2019-01-24 09:51:01
32118,valine arylamidase,+,,,,140896,43729,1,2019-01-24 09:51:01
32119,cystine arylamidase,+,3.4.11.3,,,140896,43729,1,2019-01-24 09:51:01
32120,acid phosphatase,+,3.1.3.2,,,140896,43729,1,2019-01-24 09:51:01
32121,naphthol-AS-BI-phosphohydrolase,+,,,,140896,43729,1,2019-01-24 09:51:01
32122,alpha-galactosidase,+,3.2.1.22,,,140896,43729,1,2019-01-24 09:51:01
32123,beta-galactosidase,+,3.2.1.23,,,140896,43729,1,2019-01-24 09:51:01
32124,alpha-glucosidase,+,3.2.1.20,,,140896,43729,1,2019-01-24 09:51:01
32125,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140896,43729,1,2019-01-24 09:51:01
32126,beta-glucosidase,+,3.2.1.21,,,140896,43729,1,2019-01-24 09:51:01
32127,alpha-mannosidase,+,3.2.1.24,,,140896,43729,1,2019-01-24 09:51:01
32128,alpha-fucosidase,+,3.2.1.51,,,140896,43729,1,2019-01-24 09:51:01
32129,esterase (C 4),-,,,,140896,43729,1,2019-01-24 09:51:01
32130,lipase (C 14),-,,,,140896,43729,1,2019-01-24 09:51:01
32131,trypsin,-,3.4.21.4,,,140896,43729,1,2019-01-24 09:51:01
32132,alpha-chymotrypsin,-,3.4.21.1,,,140896,43729,1,2019-01-24 09:51:01
32133,beta-glucuronidase,-,3.2.1.31,,,140896,43729,1,2019-01-24 09:51:01
32134,cytochrome oxidase,-,1.9.3.1,,,132450,43731,1,2019-01-24 09:51:01
32135,catalase,-,1.11.1.6,,,132450,43731,1,2019-01-24 09:51:01
32136,alkaline phosphatase,+,3.1.3.1,,,140897,43732,1,2019-01-24 09:51:01
32137,leucine arylamidase,+,3.4.11.1,,,140897,43732,1,2019-01-24 09:51:01
32138,valine arylamidase,+,,,,140897,43732,1,2019-01-24 09:51:01
32139,cystine arylamidase,+,3.4.11.3,,,140897,43732,1,2019-01-24 09:51:01
32140,acid phosphatase,+,3.1.3.2,,,140897,43732,1,2019-01-24 09:51:01
32141,naphthol-AS-BI-phosphohydrolase,+,,,,140897,43732,1,2019-01-24 09:51:01
32142,alpha-galactosidase,+,3.2.1.22,,,140897,43732,1,2019-01-24 09:51:01
32143,alpha-glucosidase,+,3.2.1.20,,,140897,43732,1,2019-01-24 09:51:01
32144,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140897,43732,1,2019-01-24 09:51:01
32145,alpha-mannosidase,+,3.2.1.24,,,140897,43732,1,2019-01-24 09:51:01
32146,esterase (C 4),-,,,,140897,43732,1,2019-01-24 09:51:01
32147,esterase Lipase (C 8),-,,,,140897,43732,1,2019-01-24 09:51:01
32148,lipase (C 14),-,,,,140897,43732,1,2019-01-24 09:51:01
32149,trypsin,-,3.4.21.4,,,140897,43732,1,2019-01-24 09:51:01
32150,alpha-chymotrypsin,-,3.4.21.1,,,140897,43732,1,2019-01-24 09:51:01
32151,beta-galactosidase,-,3.2.1.23,,,140897,43732,1,2019-01-24 09:51:01
32152,beta-glucuronidase,-,3.2.1.31,,,140897,43732,1,2019-01-24 09:51:01
32153,beta-glucosidase,-,3.2.1.21,,,140897,43732,1,2019-01-24 09:51:01
32154,alpha-fucosidase,-,3.2.1.51,,,140897,43732,1,2019-01-24 09:51:01
32155,arginine dihydrolase,-,3.5.3.6,,,140897,43732,1,2019-01-24 09:51:01
32156,urease,-,3.5.1.5,,,140897,43732,1,2019-01-24 09:51:01
32157,catalase,+,1.11.1.6,,,140897,43732,1,2019-01-24 09:51:01
32158,cytochrome oxidase,+,1.9.3.1,,,140897,43732,1,2019-01-24 09:51:01
32159,catalase,+,1.11.1.6,,,132455,43733,1,2019-01-24 09:51:01
32160,cytochrome oxidase,-,1.9.3.1,,,132455,43733,1,2019-01-24 09:51:01
32161,acid phosphatase,+,3.1.3.2,,,132455,43733,1,2019-01-24 09:51:01
32162,alkaline phosphatase,+,3.1.3.1,,,132455,43733,1,2019-01-24 09:51:01
32163,esterase Lipase (C 8),+,,,,132455,43733,1,2019-01-24 09:51:01
32164,alpha-glucosidase,+,3.2.1.20,,,132455,43733,1,2019-01-24 09:51:01
32165,beta-glucosidase,+,3.2.1.21,,,132455,43733,1,2019-01-24 09:51:01
32166,leucine arylamidase,+,3.4.11.1,,,132455,43733,1,2019-01-24 09:51:01
32167,naphthol-AS-BI-phosphohydrolase,+,,,,132455,43733,1,2019-01-24 09:51:01
32168,valine arylamidase,+/-,,,,132455,43733,1,2019-01-24 09:51:01
32169,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,132455,43733,1,2019-01-24 09:51:01
32170,alpha-chymotrypsin,-,3.4.21.1,,,132455,43733,1,2019-01-24 09:51:01
32171,cystine arylamidase,-,3.4.11.3,,,132455,43733,1,2019-01-24 09:51:01
32172,esterase (C 4),-,,,,132455,43733,1,2019-01-24 09:51:01
32173,alpha-fucosidase,-,3.2.1.51,,,132455,43733,1,2019-01-24 09:51:01
32174,alpha-galactosidase,-,3.2.1.22,,,132455,43733,1,2019-01-24 09:51:01
32175,beta-galactosidase,-,3.2.1.23,,,132455,43733,1,2019-01-24 09:51:01
32176,beta-glucuronidase,-,3.2.1.31,,,132455,43733,1,2019-01-24 09:51:01
32177,lipase (C 14),-,,,,132455,43733,1,2019-01-24 09:51:01
32178,alpha-mannosidase,-,3.2.1.24,,,132455,43733,1,2019-01-24 09:51:01
32179,trypsin,-,3.4.21.4,,,132455,43733,1,2019-01-24 09:51:01
32180,urease,-,3.5.1.5,,,132455,43733,1,2019-01-24 09:51:01
32181,catalase,+,1.11.1.6,,,132446,43734,1,2019-01-24 09:51:01
32182,cytochrome oxidase,-,1.9.3.1,,,132446,43734,1,2019-01-24 09:51:01
32183,urease,-,3.5.1.5,,,132446,43734,1,2019-01-24 09:51:01
32184,lipase (C 14),+,,,,132446,43734,1,2019-01-24 09:51:01
32185,cytochrome oxidase,+,1.9.3.1,,,140898,43735,1,2019-01-24 09:51:01
32186,catalase,+,1.11.1.6,,,140898,43735,1,2019-01-24 09:51:01
32187,lysine decarboxylase,-,4.1.1.18,,,140898,43735,1,2019-01-24 09:51:01
32188,arginine dihydrolase,-,3.5.3.6,,,140898,43735,1,2019-01-24 09:51:01
32189,ornithine decarboxylase,-,4.1.1.17,,,140898,43735,1,2019-01-24 09:51:01
32190,alkaline phosphatase,+,3.1.3.1,,,140899,43736,1,2019-01-24 09:51:01
32191,esterase (C 4),+,,,,140899,43736,1,2019-01-24 09:51:01
32192,esterase Lipase (C 8),+,,,,140899,43736,1,2019-01-24 09:51:01
32193,leucine arylamidase,+,3.4.11.1,,,140899,43736,1,2019-01-24 09:51:01
32194,valine arylamidase,+,,,,140899,43736,1,2019-01-24 09:51:01
32195,cystine arylamidase,+,3.4.11.3,,,140899,43736,1,2019-01-24 09:51:01
32196,alpha-chymotrypsin,+,3.4.21.1,,,140899,43736,1,2019-01-24 09:51:01
32197,acid phosphatase,+,3.1.3.2,,,140899,43736,1,2019-01-24 09:51:01
32198,naphthol-AS-BI-phosphohydrolase,+,,,,140899,43736,1,2019-01-24 09:51:01
32199,beta-galactosidase,+,3.2.1.23,,,140899,43736,1,2019-01-24 09:51:01
32200,beta-glucuronidase,+,3.2.1.31,,,140899,43736,1,2019-01-24 09:51:01
32201,alpha-glucosidase,+,3.2.1.20,,,140899,43736,1,2019-01-24 09:51:01
32202,beta-glucosidase,+,3.2.1.21,,,140899,43736,1,2019-01-24 09:51:01
32203,lipase (C 14),-,,,,140899,43736,1,2019-01-24 09:51:01
32204,trypsin,-,3.4.21.4,,,140899,43736,1,2019-01-24 09:51:01
32205,alpha-galactosidase,-,3.2.1.22,,,140899,43736,1,2019-01-24 09:51:01
32206,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,140899,43736,1,2019-01-24 09:51:01
32207,alpha-mannosidase,-,3.2.1.24,,,140899,43736,1,2019-01-24 09:51:01
32208,alpha-fucosidase,-,3.2.1.51,,,140899,43736,1,2019-01-24 09:51:01
32209,cytochrome oxidase,+,1.9.3.1,,,140899,43736,1,2019-01-24 09:51:01
32210,catalase,-,1.11.1.6,,,140899,43736,1,2019-01-24 09:51:01
32211,urease,-,3.5.1.5,,,140899,43736,1,2019-01-24 09:51:01
32212,arginine dihydrolase,-,3.5.3.6,,,140899,43736,1,2019-01-24 09:51:01
32213,catalase,+,1.11.1.6,,,132449,43737,1,2019-01-24 09:51:01
32214,cytochrome oxidase,+,1.9.3.1,,,132449,43737,1,2019-01-24 09:51:01
32215,ornithine decarboxylase,-,4.1.1.17,,,132449,43737,1,2019-01-24 09:51:01
32216,arginine dihydrolase,-,3.5.3.6,,,132449,43737,1,2019-01-24 09:51:01
32217,lysine decarboxylase,-,4.1.1.18,,,132449,43737,1,2019-01-24 09:51:01
32218,catalase,+,1.11.1.6,,,132451,43738,1,2019-01-24 09:51:01
32219,cytochrome oxidase,-,1.9.3.1,,,132451,43738,1,2019-01-24 09:51:01
32220,arginine dihydrolase,+,3.5.3.6,,,140900,43739,1,2019-01-24 09:51:01
32221,catalase,-,1.11.1.6,,,140900,43739,1,2019-01-24 09:51:01
32222,cytochrome oxidase,-,1.9.3.1,,,140900,43739,1,2019-01-24 09:51:01
32223,urease,-,3.5.1.5,,,140900,43739,1,2019-01-24 09:51:01
32224,lysine decarboxylase,-,4.1.1.18,,,140900,43739,1,2019-01-24 09:51:01
32225,ornithine decarboxylase,-,4.1.1.17,,,140900,43739,1,2019-01-24 09:51:01
32226,beta-galactosidase,+,3.2.1.23,,,140900,43739,1,2019-01-24 09:51:01
32227,tryptophan deaminase,-,4.1.99.1,,,140901,43740,1,2019-01-24 09:51:01
32228,catalase,-,1.11.1.6,,,140901,43740,1,2019-01-24 09:51:01
32229,cytochrome oxidase,-,1.9.3.1,,,140901,43740,1,2019-01-24 09:51:01
32230,lipase (C 14),+,,,,140901,43740,1,2019-01-24 09:51:01
32231,urease,-,3.5.1.5,,,140901,43740,1,2019-01-24 09:51:01
32232,catalase,+,1.11.1.6,,,132467,43716,1,2019-01-24 09:51:01
32233,cytochrome oxidase,+/-,1.9.3.1,,,132467,43716,1,2019-01-24 09:51:01
32234,catalase,+,1.11.1.6,,,140143,43716,1,2019-01-24 09:51:01
32235,cytochrome oxidase,+/-,1.9.3.1,,,140143,43716,1,2019-01-24 09:51:01
32236,catalase,+,1.11.1.6,,,132430,43741,1,2019-01-24 09:51:01
32237,cytochrome oxidase,+/-,1.9.3.1,,,132430,43741,1,2019-01-24 09:51:01
32238,esterase (C 4),+,,,,132430,43741,1,2019-01-24 09:51:01
32239,esterase Lipase (C 8),+,,,,132430,43741,1,2019-01-24 09:51:01
32240,leucine arylamidase,+,3.4.11.1,,,132430,43741,1,2019-01-24 09:51:01
32241,valine arylamidase,+/-,,,,132430,43741,1,2019-01-24 09:51:01
32242,cystine arylamidase,+,3.4.11.3,,,132430,43741,1,2019-01-24 09:51:01
32243,acid phosphatase,+,3.1.3.2,,,132430,43741,1,2019-01-24 09:51:01
32244,naphthol-AS-BI-phosphohydrolase,+,,,,132430,43741,1,2019-01-24 09:51:01
32245,alpha-glucosidase,+,3.2.1.20,,,132430,43741,1,2019-01-24 09:51:01
32246,beta-glucosidase,+,3.2.1.21,,,132430,43741,1,2019-01-24 09:51:01
32247,alkaline phosphatase,-,3.1.3.1,,,132430,43741,1,2019-01-24 09:51:01
32248,lipase (C 14),-,,,,132430,43741,1,2019-01-24 09:51:01
32249,trypsin,-,3.4.21.4,,,132430,43741,1,2019-01-24 09:51:01
32250,alpha-chymotrypsin,-,3.4.21.1,,,132430,43741,1,2019-01-24 09:51:01
32251,alpha-galactosidase,-,3.2.1.22,,,132430,43741,1,2019-01-24 09:51:01
32252,beta-galactosidase,-,3.2.1.23,,,132430,43741,1,2019-01-24 09:51:01
32253,beta-glucuronidase,-,3.2.1.31,,,132430,43741,1,2019-01-24 09:51:01
32254,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,132430,43741,1,2019-01-24 09:51:01
32255,alpha-mannosidase,-,3.2.1.24,,,132430,43741,1,2019-01-24 09:51:01
32256,alpha-fucosidase,-,3.2.1.51,,,132430,43741,1,2019-01-24 09:51:01
32257,urease,-,3.5.1.5,,,132430,43741,1,2019-01-24 09:51:01
32258,arginine dihydrolase,-,3.5.3.6,,,132430,43741,1,2019-01-24 09:51:01
32259,catalase,+,1.11.1.6,,,132440,43742,1,2019-01-24 09:51:01
32260,urease,+,3.5.1.5,,,132440,43742,1,2019-01-24 09:51:01
32261,cytochrome oxidase,+,1.9.3.1,,,140902,43743,1,2019-01-24 09:51:01
32262,catalase,+,1.11.1.6,,,140902,43743,1,2019-01-24 09:51:01
32263,alkaline phosphatase,+,3.1.3.1,,,140902,43743,1,2019-01-24 09:51:01
32264,esterase (C 4),+,,,,140902,43743,1,2019-01-24 09:51:01
32265,esterase Lipase (C 8),+,,,,140902,43743,1,2019-01-24 09:51:01
32266,leucine arylamidase,+,3.4.11.1,,,140902,43743,1,2019-01-24 09:51:01
32267,trypsin,+,3.4.21.4,,,140902,43743,1,2019-01-24 09:51:01
32268,acid phosphatase,+,3.1.3.2,,,140902,43743,1,2019-01-24 09:51:01
32269,naphthol-AS-BI-phosphohydrolase,+,,,,140902,43743,1,2019-01-24 09:51:01
32270,beta-galactosidase,+,3.2.1.23,,,140902,43743,1,2019-01-24 09:51:01
32271,catalase,+,1.11.1.6,,,132433,43744,1,2019-01-24 09:51:01
32272,esterase (C 4),+,,,,132433,43744,1,2019-01-24 09:51:01
32273,esterase Lipase (C 8),+,,,,132433,43744,1,2019-01-24 09:51:01
32274,leucine arylamidase,+,3.4.11.1,,,132433,43744,1,2019-01-24 09:51:01
32275,valine arylamidase,+,,,,132433,43744,1,2019-01-24 09:51:01
32276,cystine arylamidase,+,3.4.11.3,,,132433,43744,1,2019-01-24 09:51:01
32277,naphthol-AS-BI-phosphohydrolase,+,,,,132433,43744,1,2019-01-24 09:51:01
32278,chymotrypsin,+,3.4.4.5,,,132433,43744,1,2019-01-24 09:51:01
32279,beta-glucosidase,+,3.2.1.21,,,132433,43744,1,2019-01-24 09:51:01
32280,cytochrome oxidase,-,1.9.3.1,,,132433,43744,1,2019-01-24 09:51:01
32281,lipase (C 14),-,,,,132433,43744,1,2019-01-24 09:51:01
32282,alkaline phosphatase,-,3.1.3.1,,,132433,43744,1,2019-01-24 09:51:01
32283,acid phosphatase,-,3.1.3.2,,,132433,43744,1,2019-01-24 09:51:01
32284,trypsin,-,3.4.21.4,,,132433,43744,1,2019-01-24 09:51:01
32285,alpha-galactosidase,-,3.2.1.22,,,132433,43744,1,2019-01-24 09:51:01
32286,beta-galactosidase,-,3.2.1.23,,,132433,43744,1,2019-01-24 09:51:01
32287,beta-glucuronidase,-,3.2.1.31,,,132433,43744,1,2019-01-24 09:51:01
32288,alpha-glucosidase,-,3.2.1.20,,,132433,43744,1,2019-01-24 09:51:01
32289,beta-D-fucosidase,-,3.2.1.38,,,132433,43744,1,2019-01-24 09:51:01
32290,alpha-mannosidase,-,3.2.1.24,,,132433,43744,1,2019-01-24 09:51:01
32291,N-acetyl-beta-glucosaminidase,-,3.2.1.52,,,132433,43744,1,2019-01-24 09:51:01
32292,urease,-,3.5.1.5,,,132433,43744,1,2019-01-24 09:51:01
32293,gelatinase,-,,,,132433,43744,1,2019-01-24 09:51:01
32294,catalase,+,1.11.1.6,,,140903,43745,1,2019-01-24 09:51:01
32295,cytochrome oxidase,+,1.9.3.1,,,140903,43745,1,2019-01-24 09:51:01
32296,alkaline phosphatase,+,3.1.3.1,,,140903,43745,1,2019-01-24 09:51:01
32297,esterase (C 4),+,,,,140903,43745,1,2019-01-24 09:51:01
32298,esterase Lipase (C 8),+,,,,140903,43745,1,2019-01-24 09:51:01
32299,leucine arylamidase,+,3.4.11.1,,,140903,43745,1,2019-01-24 09:51:01
32300,valine arylamidase,+,,,,140903,43745,1,2019-01-24 09:51:01
32301,acid phosphatase,+,3.1.3.2,,,140903,43745,1,2019-01-24 09:51:01
32302,naphthol-AS-BI-phosphohydrolase,+,,,,140903,43745,1,2019-01-24 09:51:01
32303,N-acetyl-beta-glucosaminidase,+,3.2.1.52,,,140903,43745,1,2019-01-24 09:51:01
32304,lipase (C 14),-,,,,140903,43745,1,2019-01-24 09:51:01
32305,cystine arylamidase,-,3.4.11.3,,,140903,43745,1,2019-01-24 09:51:01
32306,alpha-chymotrypsin,-,3.4.21.1,,,140903,43745,1,2019-01-24 09:51:01
32307,alpha-galactosidase,-,3.2.1.22,,,140903,43745,1,2019-01-24 09:51:01
32308,beta-galactosidase,-,3.2.1.23,,,140903,43745,1,2019-01-24 09:51:01
32309,beta-glucuronidase,-,3.2.1.31,,,140903,43745,1,2019-01-24 09:51:01
32310,beta-glucosidase,-,3.2.1.21,,,140903,43745,1,2019-01-24 09:51:01
32311,alpha-glucosidase,-,3.2.1.20,,,140903,43745,1,2019-01-24 09:51:01
32312,alpha-mannosidase,-,3.2.1.24,,,140903,43745,1,2019-01-24 09:51:01
32313,alpha-fucosidase,-,3.2.1.51,,,140903,43745,1,2019-01-24 09:51:01
32314,catalase,+,1.11.1.6,,,132436,43746,1,2019-01-24 09:51:01
32315,cytochrome oxidase,+,1.9.3.1,,,132436,43746,1,2019-01-24 09:51:01
32316,beta-galactosidase,-,3.2.1.23,,,132436,43746,1,2019-01-24 09:51:01
32317,beta-galactosidase,-,3.2.1.23,,,132438,43746,1,2019-01-24 09:51:01
32318,catalase,+,1.11.1.6,,,132438,43746,1,2019-01-24 09:51:01
32319,cytochrome oxidase,+,1.9.3.1,,,132438,43746,1,2019-01-24 09:51:01
32320,cytochrome oxidase,+,1.9.3.1,,,132443,43747,1,2019-01-24 09:51:01
32321,catalase,+,1.11.1.6,,,132443,43747,1,2019-01-24 09:51:01
32322,alkaline phosphatase,+,3.1.3.1,,,132443,43747,1,2019-01-24 09:51:01
32323,esterase (C 4),+,,,,132443,43747,1,2019-01-24 09:51:01
32324,leucine arylamidase,+,3.4.11.1,,,132443,43747,1,2019-01-24 09:51:01
32325,chymotrypsin,+,3.4.4.5,,,132443,43747,1,2019-01-24 09:51:01
32326,naphthol-AS-BI-phosphohydrolase,+,,,,132443,43747,1,2019-01-24 09:51:01
32327,alpha-glucosidase,+,3.2.1.20,,,132443,43747,1,2019-01-24 09:51:01
32328,urease,-,3.5.1.5,,,132443,43747,1,2019-01-24 09:51:01
32329,esterase Lipase (C 8),-,,,,132443,43747,1,2019-01-24 09:51:01
32330,lipase (C 14),-,,,,132443,43747,1,2019-01-24 09:51:01
32331,valine arylamidase,-,,,,132443,43747,1,2019-01-24 09:51:01
32332,cystine arylamidase,-,3.4.11.3,,,132443,43747,1,2019-01-24 09:51:01
32333,trypsin,-,3.4.21.4,,,132443,43747,1,2019-01-24 09:51:01
32334,acid phosphatase,-,3.1.3.2,,,132443,43747,1,2019-01-24 09:51:01
