ID_oxygen_tolerance,oxygen_tol,ID_strains,ID_reference,manual_annotation,last_change
9975,aerobe,131429,43768,1,2019-01-28 09:15:47
9976,aerobe,130794,43768,1,2019-01-28 09:15:47
9977,obligate anaerobe,132395,43769,1,2019-01-28 09:15:47
9978,obligate aerobe,132966,43770,1,2019-01-28 09:15:47
9979,facultative anaerobe,140914,43771,1,2019-01-28 09:15:47
9980,obligate aerobe,140140,43772,1,2019-01-28 09:15:47
9981,facultative anaerobe,132382,43773,1,2019-01-28 09:15:47
9982,facultative anaerobe,132385,43774,1,2019-01-28 09:15:47
9983,obligate aerobe,132157,43775,1,2019-01-28 09:15:47
9984,facultative anaerobe,132387,43776,1,2019-01-28 09:15:47
9985,aerobe,132383,43777,1,2019-01-28 09:15:47
9986,obligate anaerobe,132388,43778,1,2019-01-28 09:15:47
9987,obligate aerobe,132376,43780,1,2019-01-28 09:15:47
9988,obligate aerobe,140915,43781,1,2019-01-28 09:15:47
9989,aerobe,140916,43782,1,2019-01-28 09:15:47
9990,anaerobe,140917,43784,1,2019-01-28 09:15:47
9991,obligate aerobe,132389,43785,1,2019-01-28 09:15:47
9992,facultative anaerobe,132404,43786,1,2019-01-28 09:15:47
9993,facultative anaerobe,140918,43787,1,2019-01-28 09:15:47
9994,obligate anaerobe,140919,43788,1,2019-01-28 09:15:47
9995,aerobe,140920,43789,1,2019-01-28 09:15:47
9996,microaerophile,140920,43789,1,2019-01-28 09:15:47
9997,anaerobe,132386,43790,1,2019-01-28 09:15:47
9998,facultative aerobe,140921,43791,1,2019-01-28 09:15:47
9999,obligate anaerobe,2648,43779,1,2019-01-28 09:15:47
10000,aerobe,140922,43792,1,2019-01-28 09:15:47
10001,facultative anaerobe,132414,43793,1,2019-01-28 09:15:47
10002,aerobe,140923,43794,1,2019-01-28 09:15:47
10003,obligate anaerobe,132396,43795,1,2019-01-28 09:15:47
10004,aerobe,140924,43796,1,2019-01-28 09:15:47
10005,aerobe,140926,43798,1,2019-01-28 09:15:47
10006,obligate aerobe,140927,43799,1,2019-01-28 09:15:47
10007,aerobe,140928,43800,1,2019-01-28 09:15:47
10008,aerobe,140929,43801,1,2019-01-28 09:15:47
10009,aerobe,132377,43802,1,2019-01-28 09:15:47
10010,aerobe,132373,43803,1,2019-01-28 09:15:47
10011,obligate aerobe,132419,43804,1,2019-01-28 09:15:47
10012,facultative anaerobe,140139,43805,1,2019-01-28 09:15:47
10013,aerobe,132378,43806,1,2019-01-28 09:15:47
10014,aerobe,140930,43807,1,2019-01-28 09:15:47
10015,aerobe,140931,43808,1,2019-01-28 09:15:47
10016,obligate aerobe,132384,43809,1,2019-01-28 09:15:47
10017,facultative anaerobe,132397,43810,1,2019-01-28 09:15:47
10018,aerobe,132390,43811,1,2019-01-28 09:15:47
10019,aerobe,140932,43812,1,2019-01-28 09:15:47
10020,aerobe,140933,43813,1,2019-01-28 09:15:47
10021,aerobe,132417,43814,1,2019-01-28 09:15:47
10022,obligate aerobe,132374,43815,1,2019-01-28 09:15:47
10023,obligate aerobe,132375,43815,1,2019-01-28 09:15:47
10024,facultative anaerobe,140934,43816,1,2019-01-28 09:15:47
10025,aerobe,140935,43817,1,2019-01-28 09:15:47
10026,aerobe,140936,43818,1,2019-01-28 09:15:47
10027,facultative anaerobe,140138,43819,1,2019-01-28 09:15:47
10028,aerobe,132965,43820,1,2019-01-28 09:15:47
10029,aerobe,132381,43821,1,2019-01-28 09:15:47
10030,facultative anaerobe,132379,43823,1,2019-01-28 09:15:47
10031,obligate aerobe,132403,43825,1,2019-01-28 09:15:47
10032,facultative anaerobe,140938,43826,1,2019-01-28 09:15:47
10033,obligate aerobe,140939,43827,1,2019-01-28 09:15:47
10034,facultative anaerobe,140141,43828,1,2019-01-28 09:15:47
10035,aerobe,132354,43829,1,2019-01-28 09:15:47
10036,facultative anaerobe,132357,43830,1,2019-01-28 09:15:47
10037,aerobe,140940,43831,1,2019-01-28 09:15:47
10038,aerobe,140941,43832,1,2019-01-28 09:15:47
10039,obligate aerobe,140942,43833,1,2019-01-28 09:15:47
10040,aerobe,140943,43834,1,2019-01-28 09:15:47
10041,aerobe,140944,43835,1,2019-01-28 09:15:47
10042,aerobe,132364,43836,1,2019-01-28 09:15:47
10043,aerobe,140946,43838,1,2019-01-28 09:15:47
10044,aerobe,132346,43839,1,2019-01-28 09:15:47
10045,facultative anaerobe,140947,43840,1,2019-01-28 09:15:47
10046,anaerobe,132345,43839,1,2019-01-28 09:15:47
10047,anaerobe,132348,43839,1,2019-01-28 09:15:47
10048,aerobe,140948,43841,1,2019-01-28 09:15:47
10049,aerobe,140949,43842,1,2019-01-28 09:15:47
10050,aerobe,140342,43843,1,2019-01-28 09:15:47
10051,aerobe,140343,43844,1,2019-01-28 09:15:47
10052,aerobe,140344,43845,1,2019-01-28 09:15:47
10053,aerobe,140349,43846,1,2019-01-28 09:15:47
10054,aerobe,140950,43847,1,2019-01-28 09:15:47
10055,aerobe,7500,43848,1,2019-01-28 09:15:47
10056,aerobe,7344,43848,1,2019-01-28 09:15:47
10057,aerobe,140951,43849,1,2019-01-28 09:15:47
10058,anaerobe,140346,43851,1,2019-01-28 09:15:47
10059,aerobe,140952,43852,1,2019-01-28 09:15:47
10060,aerobe,140953,43853,1,2019-01-28 09:15:47
10061,aerobe,140347,43854,1,2019-01-28 09:15:47
10062,aerobe,140954,43855,1,2019-01-28 09:15:47
10063,aerobe,140955,43856,1,2019-01-28 09:15:47
10064,aerobe,140956,43856,1,2019-01-28 09:15:47
10065,aerobe,140957,43857,1,2019-01-28 09:15:47
10066,aerobe,140959,43859,1,2019-01-28 09:15:47
10067,facultative anaerobe,140960,43860,1,2019-01-28 09:15:47
10068,facultative anaerobe,140961,43860,1,2019-01-28 09:15:47
10069,facultative anaerobe,140962,43860,1,2019-01-28 09:15:47
10070,facultative anaerobe,140963,43860,1,2019-01-28 09:15:47
10071,facultative anaerobe,140964,43860,1,2019-01-28 09:15:47
10072,facultative anaerobe,140965,43860,1,2019-01-28 09:15:47
10073,facultative anaerobe,140966,43860,1,2019-01-28 09:15:47
10074,facultative anaerobe,140967,43860,1,2019-01-28 09:15:47
10075,facultative anaerobe,140968,43860,1,2019-01-28 09:15:47
10076,facultative anaerobe,140969,43861,1,2019-01-28 09:15:47
10077,aerobe,140970,43862,1,2019-01-28 09:15:47
10078,aerobe,140971,43863,1,2019-01-28 09:15:47
10079,aerobe,140972,43864,1,2019-01-28 09:15:47
10080,aerobe,140973,43865,1,2019-01-28 09:15:47
10081,aerobe,140974,43866,1,2019-01-28 09:15:47
10082,aerobe,140975,43867,1,2019-01-28 09:15:47
10083,aerobe,140976,43867,1,2019-01-28 09:15:47
10084,aerobe,140977,43867,1,2019-01-28 09:15:47
10085,aerobe,140978,43868,1,2019-01-28 09:15:47
10086,aerobe,140979,43868,1,2019-01-28 09:15:47
10087,aerobe,140980,43869,1,2019-01-28 09:15:47
10088,aerobe,140981,43870,1,2019-01-28 09:15:47
10089,aerobe,140982,43871,1,2019-01-28 09:15:47
10090,aerobe,140983,43871,1,2019-01-28 09:15:47
10091,aerobe,140984,43872,1,2019-01-28 09:15:47
10092,aerobe,140985,43873,1,2019-01-28 09:15:47
10093,aerobe,140986,43874,1,2019-01-28 09:15:47
10094,aerobe,140987,43875,1,2019-01-28 09:15:47
10095,aerobe,140988,43875,1,2019-01-28 09:15:47
10096,aerobe,140989,43876,1,2019-01-28 09:15:47
10097,facultative aerobe,140990,43877,1,2019-01-28 09:15:47
10098,aerobe,140991,43878,1,2019-01-28 09:15:47
10099,aerobe,140992,43879,1,2019-01-28 09:15:47
10100,aerobe,140993,43879,1,2019-01-28 09:15:47
10101,facultative aerobe,140994,43880,1,2019-01-28 09:15:47
10102,aerobe,140995,43881,1,2019-01-28 09:15:47
10103,aerobe,140996,43882,1,2019-01-28 09:15:47
10104,aerobe,140997,43883,1,2019-01-28 09:15:47
10105,aerobe,140998,43884,1,2019-01-28 09:15:47
10106,aerobe,140999,43885,1,2019-01-28 09:15:47
10107,aerobe,141000,43886,1,2019-01-28 09:15:47
10108,anaerobe,140360,43887,1,2019-01-28 09:15:47
10109,anaerobe,140361,43887,1,2019-01-28 09:15:47
10110,aerobe,141001,43888,1,2019-01-28 09:15:47
10111,aerobe,141002,43889,1,2019-01-28 09:15:47
10112,aerobe,140369,43890,1,2019-01-28 09:15:47
10113,aerobe,140370,43891,1,2019-01-28 09:15:47
10114,aerobe,141003,43893,1,2019-01-28 09:15:47
10115,aerobe,141004,43894,1,2019-01-28 09:15:47
10116,facultative anaerobe,140372,43895,1,2019-01-28 09:15:47
10117,aerobe,141005,43896,1,2019-01-28 09:15:47
10118,aerobe,141007,43898,1,2019-01-28 09:15:47
10119,aerobe,140373,43899,1,2019-01-28 09:15:47
10120,facultative anaerobe,140404,43900,1,2019-01-28 09:15:47
10121,aerobe,140408,43901,1,2019-01-28 09:15:47
10122,facultative anaerobe,140409,43902,1,2019-01-28 09:15:47
10123,facultative anaerobe,140410,43902,1,2019-01-28 09:15:47
10124,aerobe,141008,43903,1,2019-01-28 09:15:47
10125,anaerobe,140414,43904,1,2019-01-28 09:15:47
10126,aerobe,141010,43906,1,2019-01-28 09:15:47
10127,aerobe,141011,43907,1,2019-01-28 09:15:47
10128,aerobe,141012,43908,1,2019-01-28 09:15:47
10129,aerobe,141013,43909,1,2019-01-28 09:15:47
10130,facultative anaerobe,141014,43910,1,2019-01-28 09:15:47
10131,aerobe,141028,43911,1,2019-01-28 09:15:47
10133,aerobe,141029,43912,1,2019-01-28 09:15:47
10134,aerobe,141030,43913,1,2019-01-28 09:15:47
10135,aerobe,141031,43912,1,2019-01-28 09:15:47
10136,facultative anaerobe,141033,43915,1,2019-01-28 09:15:47
10137,aerobe,141034,43916,1,2019-01-28 09:15:47
10138,aerobe,141035,43916,1,2019-01-28 09:15:47
10139,aerobe,141036,43916,1,2019-01-28 09:15:47
10140,aerobe,141037,43917,1,2019-01-28 09:15:47
10141,facultative anaerobe,141039,43919,1,2019-01-28 09:15:47
10142,aerobe,141040,43920,1,2019-01-28 09:15:47
10143,aerobe,141041,43921,1,2019-01-28 09:15:47
10144,obligate anaerobe,141042,43922,1,2019-01-28 09:15:47
10145,aerobe,141043,43923,1,2019-01-28 09:15:47
10146,aerobe,141044,43924,1,2019-01-28 09:15:47
10147,aerobe,141045,43925,1,2019-01-28 09:15:47
10148,facultative anaerobe,141046,43926,1,2019-01-28 09:15:47
10149,aerobe,141047,43927,1,2019-01-28 09:15:47
10150,aerobe,141048,43928,1,2019-01-28 09:15:47
10151,aerobe,141049,43929,1,2019-01-28 09:15:47
10152,aerobe,133357,43930,1,2019-01-28 09:15:47
10153,aerobe,24451,43930,1,2019-01-28 09:15:47
10154,aerobe,141050,43930,1,2019-01-28 09:15:47
10155,aerobe,141051,43931,1,2019-01-28 09:15:47
10156,aerobe,141052,43932,1,2019-01-28 09:15:47
10157,aerobe,141053,43933,1,2019-01-28 09:15:47
10158,aerobe,141054,43934,1,2019-01-28 09:15:47
10159,aerobe,141055,43935,1,2019-01-28 09:15:47
10160,aerobe,141056,43936,1,2019-01-28 09:15:47
10161,aerobe,141057,43937,1,2019-01-28 09:15:47
10162,aerobe,141058,43937,1,2019-01-28 09:15:47
10163,aerobe,141059,43938,1,2019-01-28 09:15:47
10164,obligate aerobe,141060,43939,1,2019-01-28 09:15:47
10165,microaerophile,141061,43940,1,2019-01-28 09:15:47
10166,facultative anaerobe,141062,43941,1,2019-01-28 09:15:47
10167,aerobe,132993,43942,1,2019-01-28 09:15:47
10168,anaerobe,132079,43943,1,2019-01-28 09:15:47
10169,microaerophile,132079,43943,1,2019-01-28 09:15:47
10170,facultative anaerobe,132560,43945,1,2019-01-28 09:15:47
10171,anaerobe,132563,43946,1,2019-01-28 09:15:47
10172,anaerobe,132569,43947,1,2019-01-28 09:15:47
10173,aerobe,141063,43948,1,2019-01-28 09:15:47
10174,aerobe,132574,43949,1,2019-01-28 09:15:47
10175,facultative anaerobe,141064,43950,1,2019-01-28 09:15:47
10176,aerobe,141065,43951,1,2019-01-28 09:15:47
10177,aerobe,141066,43952,1,2019-01-28 09:15:47
10178,aerobe,141068,43954,1,2019-01-28 09:15:47
10179,facultative anaerobe,141069,43955,1,2019-01-28 09:15:47
10180,aerobe,141070,43956,1,2019-01-28 09:15:47
10181,aerobe,141071,43957,1,2019-01-28 09:15:47
10182,aerobe,141072,43958,1,2019-01-28 09:15:47
10183,aerobe,132977,43959,1,2019-01-28 09:15:47
10184,aerobe,140162,43960,1,2019-01-28 09:15:47
10185,aerobe,132533,43961,1,2019-01-28 09:15:47
10186,aerobe,132976,43962,1,2019-01-28 09:15:47
10187,aerobe,132974,43963,1,2019-01-28 09:15:47
10188,aerobe,132536,43964,1,2019-01-28 09:15:47
10189,aerobe,141073,43965,1,2019-01-28 09:15:47
10190,aerobe,141074,43966,1,2019-01-28 09:15:47
10191,aerobe,132518,43967,1,2019-01-28 09:15:47
10192,aerobe,141075,43969,1,2019-01-28 09:15:47
10193,aerobe,141076,43970,1,2019-01-28 09:15:47
10194,aerobe,141077,43970,1,2019-01-28 09:15:47
10195,microaerophile,132549,43971,1,2019-01-28 09:15:47
10196,anaerobe,132549,43971,1,2019-01-28 09:15:47
10197,aerobe,132549,43971,1,2019-01-28 09:15:47
10198,aerobe,141078,43972,1,2019-01-28 09:15:47
10199,aerobe,141079,43973,1,2019-01-28 09:15:47
10200,aerobe,15209,43974,1,2019-01-28 09:15:47
10201,aerobe,132973,43975,1,2019-01-28 09:15:47
10202,facultative anaerobe,132975,43976,1,2019-01-28 09:15:47
10203,aerobe,141080,43977,1,2019-01-28 09:15:47
10204,aerobe,141081,43978,1,2019-01-28 09:15:47
10205,aerobe,132551,43979,1,2019-01-28 09:15:47
10206,facultative anaerobe,132978,43980,1,2019-01-28 09:15:47
10207,aerobe,141082,43981,1,2019-01-28 09:15:47
10208,aerobe,132513,43984,1,2019-01-28 09:15:47
10209,facultative anaerobe,141085,43985,1,2019-01-28 09:15:47
10210,aerobe,141086,43986,1,2019-01-28 09:15:47
10211,aerobe,132527,43987,1,2019-01-28 09:15:47
10212,obligate anaerobe,132478,43989,1,2019-01-28 09:15:47
10213,aerobe,141087,43990,1,2019-01-28 09:15:47
10214,obligate anaerobe,141088,43991,1,2019-01-28 09:15:47
10215,anaerobe,132969,43992,1,2019-01-28 09:15:47
10216,microaerotolerant,132969,43992,1,2019-01-28 09:15:47
10217,aerobe,132484,43993,1,2019-01-28 09:15:47
10218,aerobe,141089,43994,1,2019-01-28 09:15:47
10219,facultative anaerobe,132483,43995,1,2019-01-28 09:15:47
10220,aerobe,132363,43996,1,2019-01-28 09:15:47
10221,aerobe,141090,43997,1,2019-01-28 09:15:47
10222,aerobe,141091,43998,1,2019-01-28 09:15:47
10223,aerobe,141092,43998,1,2019-01-28 09:15:47
10224,aerobe,141093,43999,1,2019-01-28 09:15:47
10225,anaerobe,132359,44001,1,2019-01-28 09:15:47
10226,aerobe,131576,44002,1,2019-01-28 09:15:47
10227,aerobe,131578,44002,1,2019-01-28 09:15:47
10228,facultative anaerobe,132360,44003,1,2019-01-28 09:15:47
10229,facultative anaerobe,141095,44004,1,2019-01-28 09:15:47
10230,aerobe,141096,44005,1,2019-01-28 09:15:47
10231,obligate aerobe,141097,44006,1,2019-01-28 09:15:47
10232,facultative anaerobe,141098,44007,1,2019-01-28 09:15:47
10233,aerobe,141099,44008,1,2019-01-28 09:15:47
10234,facultative anaerobe,141100,44009,1,2019-01-28 09:15:47
10235,facultative anaerobe,141101,44009,1,2019-01-28 09:15:47
10236,aerobe,141102,44010,1,2019-01-28 09:15:47
10237,aerobe,141103,44011,1,2019-01-28 09:15:47
10238,aerobe,141104,44012,1,2019-01-28 09:15:47
10239,aerobe,141105,44013,1,2019-01-28 09:15:47
10240,facultative anaerobe,141106,44014,1,2019-01-28 09:15:47
10241,aerobe,141107,44015,1,2019-01-28 09:15:47
10242,aerobe,141108,44016,1,2019-01-28 09:15:47
10243,aerobe,141109,44017,1,2019-01-28 09:15:47
10244,aerobe,141110,44018,1,2019-01-28 09:15:47
10245,aerobe,141111,44019,1,2019-01-28 09:15:47
10246,aerobe,141112,44020,1,2019-01-28 09:15:47
10247,aerobe,141113,44021,1,2019-01-28 09:15:47
10248,anaerobe,132416,44023,1,2019-01-28 09:15:47
10249,aerobe,132418,44024,1,2019-01-28 09:15:47
10250,obligate anaerobe,132415,44025,1,2019-01-28 09:15:47
10251,aerobe,141115,44026,1,2019-01-28 09:15:47
10252,aerobe,141116,44027,1,2019-01-28 09:15:47
10253,aerobe,141117,44028,1,2019-01-28 09:15:47
10254,aerobe,133146,44029,1,2019-01-28 09:15:47
10255,aerobe,141118,44030,1,2019-01-28 09:15:47
10256,obligate aerobe,141120,44032,1,2019-01-28 09:15:47
10257,aerobe,132412,44034,1,2019-01-28 09:15:47
10258,facultative aerobe,141126,44035,1,2019-01-28 09:15:47
10259,obligate aerobe,141127,44036,1,2019-01-28 09:15:47
10260,anaerobe,132393,44037,1,2019-01-28 09:15:47
10261,aerobe,132365,44038,1,2019-01-28 09:15:47
10262,aerobe,141128,44039,1,2019-01-28 09:15:47
10263,facultative anaerobe,132361,44040,1,2019-01-28 09:15:47
10264,facultative anaerobe,141129,44041,1,2019-01-28 09:15:47
10265,aerobe,141130,44042,1,2019-01-28 09:15:47
10266,aerobe,141131,44043,1,2019-01-28 09:15:47
10267,aerobe,132350,44044,1,2019-01-28 09:15:47
10268,aerobe,141132,44045,1,2019-01-28 09:15:47
10269,facultative anaerobe,132372,44046,1,2019-01-28 09:15:47
10270,microaerophile,132355,44047,1,2019-01-28 09:15:47
10271,aerobe,141133,44048,1,2019-01-28 09:15:47
10272,obligate aerobe,141134,44049,1,2019-01-28 09:15:47
10273,aerobe,132964,44050,1,2019-01-28 09:15:47
10274,aerobe,141135,44051,1,2019-01-28 09:15:47
10275,obligate aerobe,141136,44052,1,2019-01-28 09:15:47
10276,facultative aerobe,141137,44053,1,2019-01-28 09:15:47
10277,facultative aerobe,132362,44054,1,2019-01-28 09:15:47
10278,facultative anaerobe,132356,44055,1,2019-01-28 09:15:47
10279,aerobe,141138,44056,1,2019-01-28 09:15:47
10280,aerobe,141139,44056,1,2019-01-28 09:15:47
10281,aerobe,141141,44058,1,2019-01-28 09:15:47
10282,aerobe,141142,44059,1,2019-01-28 09:15:47
10283,aerobe,132342,44060,1,2019-01-28 09:15:47
10284,aerobe,141143,44062,1,2019-01-28 09:15:47
10285,aerobe,132343,44063,1,2019-01-28 09:15:47
10286,aerobe,141144,44064,1,2019-01-28 09:15:47
10287,obligate aerobe,132351,44065,1,2019-01-28 09:15:47
10288,obligate aerobe,132353,44065,1,2019-01-28 09:15:47
10289,facultative anaerobe,141145,44066,1,2019-01-28 09:15:47
10290,aerobe,141146,44067,1,2019-01-28 09:15:47
10291,obligate aerobe,141147,44068,1,2019-01-28 09:15:47
10292,aerobe,141148,44069,1,2019-01-28 09:15:47
10293,aerobe,141149,44070,1,2019-01-28 09:15:47
10294,aerobe,141150,44071,1,2019-01-28 09:15:47
10295,facultative anaerobe,141151,44072,1,2019-01-28 09:15:47
10296,facultative anaerobe,141152,44073,1,2019-01-28 09:15:47
10297,obligate aerobe,141153,44074,1,2019-01-28 09:15:47
10298,aerobe,141154,44075,1,2019-01-28 09:15:47
10299,aerobe,141155,44076,1,2019-01-28 09:15:47
10300,aerobe,141156,44077,1,2019-01-28 09:15:47
10301,aerobe,141157,44078,1,2019-01-28 09:15:47
10302,aerobe,141158,44079,1,2019-01-28 09:15:47
10303,obligate aerobe,141159,44080,1,2019-01-28 09:15:47
10304,facultative anaerobe,141161,44082,1,2019-01-28 09:15:47
10305,aerobe,141162,44083,1,2019-01-28 09:15:47
10306,aerobe,141163,44083,1,2019-01-28 09:15:47
10307,obligate aerobe,141164,44084,1,2019-01-28 09:15:47
10308,obligate aerobe,141165,44084,1,2019-01-28 09:15:47
10309,aerobe,141166,44085,1,2019-01-28 09:15:47
10310,aerobe,141167,44086,1,2019-01-28 09:15:47
10311,facultative anaerobe,2072,44087,1,2019-01-28 09:15:47
10312,obligate aerobe,141168,44088,1,2019-01-28 09:15:47
10313,aerobe,141169,44089,1,2019-01-28 09:15:47
10314,aerobe,141170,44090,1,2019-01-28 09:15:47
10315,aerobe,141172,44092,1,2019-03-19 13:42:22
10316,aerobe,141185,44106,1,2019-03-19 13:42:22
10317,aerobe,141192,44113,1,2019-03-19 13:42:22
10318,aerobe,141208,44131,1,2019-03-19 13:42:22
10319,aerobe,376,44141,1,2019-03-19 13:42:22
10320,aerobe,141216,44145,1,2019-03-19 13:42:22
10321,aerobe,4959,44146,1,2019-03-19 13:42:22
10322,aerobe,311,44149,1,2019-03-19 13:42:22
10323,aerobe,141232,44164,1,2019-03-19 13:42:22
10324,aerobe,141236,44174,1,2019-03-19 13:42:22
10325,aerobe,141242,44180,1,2019-03-19 13:42:22
10326,aerobe,5055,44190,1,2019-03-19 13:42:22
10327,aerobe,368,44193,1,2019-03-19 13:42:22
10328,aerobe,4325,44198,1,2019-03-19 13:42:22
10329,aerobe,141276,44228,1,2019-03-19 13:42:22
10330,aerobe,141278,44232,1,2019-03-19 13:42:22
10331,aerobe,13148,44234,1,2019-03-19 13:42:22
10332,aerobe,141279,44235,1,2019-03-19 13:42:22
10333,aerobe,1421,44239,1,2019-03-19 13:42:22
10334,aerobe,13158,44248,1,2019-03-19 13:42:22
10335,aerobe,136823,44252,1,2019-03-19 13:42:22
10336,aerobe,13584,44253,1,2019-03-19 13:42:22
10337,aerobe,141319,44282,1,2019-03-19 13:42:22
10338,aerobe,141324,44287,1,2019-03-19 13:42:22
10339,aerobe,141327,44290,1,2019-03-19 13:42:22
10340,aerobe,141328,44291,1,2019-03-19 13:42:22
10341,aerobe,141365,44335,1,2019-03-19 13:42:22
10342,aerobe,141368,44338,1,2019-03-19 13:42:22
10343,aerobe,134568,44346,1,2019-03-19 13:42:22
10344,aerobe,13145,44371,1,2019-03-19 13:42:22
10345,aerobe,5165,44400,1,2019-03-19 13:42:22
10346,aerobe,141428,44413,1,2019-03-19 13:42:22
10347,aerobe,2000,44416,1,2019-03-19 13:42:22
10348,aerobe,3008,44417,1,2019-03-19 13:42:22
10349,aerobe,12866,44420,1,2019-03-19 13:42:22
10350,aerobe,1911,44421,1,2019-03-19 13:42:22
10351,aerobe,13076,44422,1,2019-03-19 13:42:22
10352,aerobe,683,44431,1,2019-03-19 13:42:22
10353,aerobe,733,44432,1,2019-03-19 13:42:22
10354,aerobe,141432,44433,1,2019-03-19 13:42:22
10355,aerobe,141434,44436,1,2019-03-19 13:42:22
10356,aerobe,141464,44471,1,2019-03-19 13:42:22
10357,aerobe,4990,44475,1,2019-03-19 13:42:22
10358,aerobe,10435,44485,1,2019-03-19 13:42:22
10359,aerobe,137616,44494,1,2019-03-19 13:42:22
10360,aerobe,11313,44518,1,2019-03-19 13:42:22
10361,aerobe,141489,44519,1,2019-03-19 13:42:22
10362,aerobe,136759,44521,1,2019-03-19 13:42:22
10363,aerobe,134778,44541,1,2019-03-19 13:42:22
10364,aerobe,138900,44542,1,2019-03-19 13:42:22
10365,aerobe,141508,44548,1,2019-03-19 13:42:22
10366,aerobe,11314,44556,1,2019-03-19 13:42:22
10367,aerobe,375,44557,1,2019-03-19 13:42:22
10368,aerobe,141522,44565,1,2019-03-19 13:42:22
10369,aerobe,141528,44572,1,2019-03-19 13:42:22
10370,aerobe,14200,44598,1,2019-03-19 13:42:22
10371,aerobe,751,44628,1,2019-03-19 13:42:22
10372,aerobe,4420,44629,1,2019-03-19 13:42:22
10373,aerobe,141574,44630,1,2019-03-19 13:42:22
10374,aerobe,2085,44638,1,2019-03-19 13:42:22
10375,aerobe,13580,44648,1,2019-03-19 13:42:22
10376,aerobe,141590,44650,1,2019-03-19 13:42:22
10377,aerobe,141592,44653,1,2019-03-19 13:42:22
10378,aerobe,13019,44654,1,2019-03-19 13:42:22
10379,aerobe,141611,44674,1,2019-03-19 13:42:22
10380,aerobe,10481,44702,1,2019-03-19 13:42:22
10381,aerobe,141634,44712,1,2019-03-19 13:42:22
10382,aerobe,14712,44714,1,2019-03-19 13:42:22
10383,aerobe,2723,44723,1,2019-03-19 13:42:22
10384,aerobe,141641,44727,1,2019-03-19 13:42:22
10385,aerobe,137541,44730,1,2019-03-19 13:42:22
10386,aerobe,7641,44732,1,2019-03-19 13:42:22
10387,aerobe,141644,44734,1,2019-03-19 13:42:22
10388,aerobe,14517,44737,1,2019-03-19 13:42:22
10389,aerobe,141657,44754,1,2019-03-19 13:42:22
10390,aerobe,141685,44783,1,2019-03-19 13:42:22
10391,aerobe,4323,44799,1,2019-03-19 13:42:22
10392,aerobe,8178,44820,1,2019-03-19 13:42:22
10393,aerobe,141703,44826,1,2019-03-19 13:42:22
10394,aerobe,141729,44854,1,2019-03-19 13:42:22
10395,aerobe,5216,44861,1,2019-03-19 13:42:22
10396,aerobe,7673,44863,1,2019-03-19 13:42:22
10397,aerobe,17532,44868,1,2019-03-19 13:42:22
10398,aerobe,13414,44875,1,2019-03-19 13:42:22
10399,aerobe,141747,44880,1,2019-03-19 13:42:22
10400,aerobe,5074,44887,1,2019-03-19 13:42:22
10401,aerobe,141814,44960,1,2019-03-19 13:42:22
10402,aerobe,14544,44974,1,2019-03-19 13:42:22
10403,aerobe,14599,44975,1,2019-03-19 13:42:22
10404,aerobe,14587,44976,1,2019-03-19 13:42:22
10405,aerobe,141825,44981,1,2019-03-19 13:42:22
10406,aerobe,602,44982,1,2019-03-19 13:42:22
10407,aerobe,11402,44983,1,2019-03-19 13:42:22
10408,aerobe,642,44985,1,2019-03-19 13:42:22
10409,aerobe,654,44986,1,2019-03-19 13:42:22
10410,aerobe,675,44987,1,2019-03-19 13:42:22
10411,aerobe,11976,44988,1,2019-03-19 13:42:22
10412,aerobe,11407,44990,1,2019-03-19 13:42:22
10413,aerobe,11475,44992,1,2019-03-19 13:42:22
10414,aerobe,11981,44994,1,2019-03-19 13:42:22
10415,aerobe,138134,44996,1,2019-03-19 13:42:22
10416,aerobe,1532,44997,1,2019-03-19 13:42:22
10417,aerobe,1915,44999,1,2019-03-19 13:42:22
10418,aerobe,141850,45030,1,2019-03-19 13:42:22
10419,aerobe,13137,45039,1,2019-03-19 13:42:22
10420,aerobe,17476,45040,1,2019-03-19 13:42:22
10421,aerobe,141862,45047,1,2019-03-19 13:42:22
10422,aerobe,16741,45050,1,2019-03-19 13:42:22
10423,aerobe,14796,45063,1,2019-03-19 13:42:22
10424,aerobe,141894,45085,1,2019-03-19 13:42:22
10425,aerobe,141896,45087,1,2019-03-19 13:42:22
10426,aerobe,141900,45091,1,2019-03-19 13:42:22
10427,aerobe,141917,45108,1,2019-03-19 13:42:22
10428,aerobe,14472,45168,1,2019-03-19 13:42:22
10429,aerobe,5161,45184,1,2019-03-19 13:42:22
10430,aerobe,141983,45185,1,2019-03-19 13:42:22
10431,aerobe,16772,45186,1,2019-03-19 13:42:22
10432,aerobe,8171,45187,1,2019-03-19 13:42:22
10433,aerobe,141992,45200,1,2019-03-19 13:42:22
10434,aerobe,141994,45203,1,2019-03-19 13:42:22
10435,aerobe,141996,45206,1,2019-03-19 13:42:22
10436,aerobe,135670,45218,1,2019-03-19 13:42:22
10437,aerobe,10640,45262,1,2019-03-19 13:42:22
10438,aerobe,142038,45267,1,2019-03-19 13:42:22
10439,aerobe,2093,45303,1,2019-03-19 13:42:22
10440,aerobe,142093,45325,1,2019-03-19 13:42:22
10441,aerobe,1187,45335,1,2019-03-19 13:42:22
10442,aerobe,4968,45338,1,2019-03-19 13:42:22
10443,aerobe,135600,45340,1,2019-03-19 13:42:22
