ID_kit_api_20NE,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_20NE,modify_in_pgsql_20NE,ID_tbl_api_20NE,last_change
10166,-,-,-,-,+/-,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,+,139950,42558,1,2015-06-10 00:00:00,2016-01-18 09:02:53.169890,1556.0,2019-11-20 06:22:45
10165,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,139949,42557,1,2015-06-10 00:00:00,2016-01-18 09:02:53.169890,1555.0,2019-11-20 06:22:45
10164,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+/-,-,-,+,139948,42556,1,2015-06-10 00:00:00,2016-01-18 09:02:53.169890,1554.0,2019-11-20 06:22:45
10163,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,139947,42555,1,2015-06-10 00:00:00,2016-01-18 09:02:53.169890,1553.0,2019-11-20 06:22:45
10162,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,139711,42322,1,2015-06-10 00:00:00,2016-01-18 09:02:53.169890,1552.0,2019-11-20 06:22:45
10161,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+/-,-,-,+,139946,42554,1,2015-06-10 00:00:00,2016-01-18 09:02:53.169890,1551.0,2019-11-20 06:22:45
10160,+,-,-,-,+,+,-,+,+,-,+/-,+,-,+,-,+,-,+,-,+,,140857,64810,1,2015-05-27 00:00:00,2016-01-18 09:02:53.169890,1550.0,2019-11-20 06:22:45
10159,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,132879,24667,1,2015-04-29 00:00:00,2016-01-18 09:02:53.169890,1548.0,2019-11-20 06:22:45
10158,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,139945,42553,1,2015-04-01 00:00:00,2016-01-18 09:02:53.169890,1545.0,2019-11-20 06:22:45
10157,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,140420,43027,1,2015-03-31 00:00:00,2016-01-18 09:02:53.169890,1544.0,2019-11-20 06:22:45
10156,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,,139944,42552,1,2015-03-26 00:00:00,2016-01-18 09:02:53.169890,1542.0,2019-11-20 06:22:45
10155,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,,139709,42320,1,2015-03-26 00:00:00,2016-01-18 09:02:53.169890,1541.0,2019-11-20 06:22:45
10154,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,,139943,42551,1,2015-03-26 00:00:00,2016-01-18 09:02:53.169890,1540.0,2019-11-20 06:22:45
10153,-,-,-,-,-,+,-,-,+,+/-,+,+/-,-,+,-,-,-,-,-,-,,132281,24070,1,2015-03-26 00:00:00,2016-01-18 09:02:53.169890,1539.0,2019-11-20 06:22:45
10152,-,-,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,,132978,24766,1,2015-03-26 00:00:00,2016-01-18 09:02:53.169890,1538.0,2019-11-20 06:22:45
10151,-,-,-,-,-,+,-,+,+/-,+/-,+,+,+,+,+/-,-,+/-,+,+/-,-,+,158005,64578,1,2014-02-18 00:00:00,2016-01-18 09:02:53.169890,1533.0,2019-11-20 06:22:45
10150,-,+,-,-,-,+,-,+,+,+/-,+,+,+,+,+/-,-,+/-,+,+/-,-,+,158004,64577,1,2014-02-18 00:00:00,2016-01-18 09:02:53.169890,1532.0,2019-11-20 06:22:45
10149,-,-,-,-,-,+/-,-,+,+,-,+,+,+,+,-,-,+/-,+,+,-,+,158073,64647,1,2014-02-18 00:00:00,2016-01-18 09:02:53.169890,1531.0,2019-11-20 06:22:45
10148,+,-,-,-,-,+,-,+/-,+,+,+,+,+,+,+,-,-,+,+,-,,140163,42770,1,2015-02-04 00:00:00,2016-01-18 09:02:53.169890,1530.0,2019-11-20 06:22:45
10147,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,132350,24139,1,2015-02-17 00:00:00,2016-01-18 09:02:53.169890,1528.0,2019-11-20 06:22:45
10146,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,132420,24209,1,2015-06-09 00:00:00,2016-01-18 09:02:53.169890,1526.0,2019-11-20 06:22:45
10145,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,132621,24410,1,2015-03-04 00:00:00,2016-01-18 09:02:53.169890,1525.0,2019-11-20 06:22:45
10144,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,132421,24210,1,2015-04-22 00:00:00,2016-01-18 09:02:53.169890,1524.0,2019-11-20 06:22:45
10143,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,133054,24842,1,2015-04-17 00:00:00,2016-01-18 09:02:53.169890,1523.0,2019-11-20 06:22:45
10142,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,,141111,64934,1,2015-01-28 00:00:00,2016-01-18 09:02:53.169890,1522.0,2019-11-20 06:22:45
10141,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,132248,24037,1,2014-12-03 00:00:00,2016-01-18 09:02:53.169890,1518.0,2019-11-20 06:22:45
10140,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,131752,23548,1,2014-11-05 00:00:00,2016-01-18 09:02:53.169890,1517.0,2019-11-20 06:22:45
10139,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,132582,24371,1,2015-01-15 00:00:00,2016-01-18 09:02:53.169890,1515.0,2019-11-20 06:22:45
10138,+/-,-,-,-,+,+/-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,132245,24034,1,2014-09-02 00:00:00,2016-01-18 09:02:53.169890,1513.0,2019-11-20 06:22:45
10137,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,132244,24033,1,2014-08-28 00:00:00,2016-01-18 09:02:53.169890,1512.0,2019-11-20 06:22:45
10136,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,132243,24032,1,2014-09-02 00:00:00,2016-01-18 09:02:53.169890,1511.0,2019-11-20 06:22:45
10135,+,-,-,-,-,+,+,+,+,-,+,-,+,+,+,-,-,+,+,-,-,133053,24841,1,2014-09-30 00:00:00,2016-01-18 09:02:53.169890,1503.0,2019-11-20 06:22:45
10134,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+,-,-,133055,24843,1,2015-05-18 00:00:00,2016-01-18 09:02:53.169890,1502.0,2019-11-20 06:22:45
10133,-,-,-,-,+,-,+,-,-,+,-,-,-,-,+/-,-,-,+/-,+/-,-,,132017,23808,1,2014-04-08 00:00:00,2016-01-18 09:02:53.169890,1493.0,2019-11-20 06:22:45
10132,+,+,+,-,-,+,-,+,+,-,+,-,+/-,+/-,+,-,-,+,-,-,,132402,24191,1,2013-12-17 00:00:00,2016-01-18 09:02:53.169890,1490.0,2019-11-20 06:22:45
10131,+,-,+/-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,132258,24047,1,2013-12-18 00:00:00,2016-01-18 09:02:53.169890,1488.0,2019-11-20 06:22:45
10130,-,+,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,132257,24046,1,2013-12-18 00:00:00,2016-01-18 09:02:53.169890,1487.0,2019-11-20 06:22:45
10129,-,-,-,-,-,-,-,+,+/-,-,-,+/-,-,-,-,-,-,-,-,-,,158229,64861,1,2014-01-21 00:00:00,2016-01-18 09:02:53.169890,1485.0,2019-11-20 06:22:45
10128,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,,24514,21193,1,2013-11-21 00:00:00,2016-01-18 09:02:53.169890,1477.0,2019-11-20 06:22:45
10127,-,-,-,-,-,+/-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,24502,20790,1,2013-11-20 00:00:00,2016-01-18 09:02:53.169890,1476.0,2019-11-20 06:22:45
10126,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,132620,24409,1,2013-12-10 00:00:00,2016-01-18 09:02:53.169890,1475.0,2019-11-20 06:22:45
10125,+,-,-,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,+,-,-,,132259,24048,1,2013-10-01 00:00:00,2016-01-18 09:02:53.169890,1471.0,2019-11-20 06:22:45
10124,-,-,-,-,+,-,-,-,+,+,+/-,-,-,-,+,+/-,+,+,+,-,,140252,42859,1,2013-07-31 00:00:00,2016-01-18 09:02:53.169890,1468.0,2019-11-20 06:22:45
10123,+/-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,131175,22467,1,2015-11-03 00:00:00,2016-01-18 09:02:53.169890,1466.0,2019-11-20 06:22:45
10122,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,131301,22528,1,2015-10-14 00:00:00,2016-01-18 09:02:53.169890,1465.0,2019-11-20 06:22:45
10121,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,132934,24722,1,2015-10-13 00:00:00,2016-01-18 09:02:53.169890,1464.0,2019-11-20 06:22:45
10120,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,,131299,22526,1,2015-09-29 00:00:00,2016-01-18 09:02:53.169890,1463.0,2019-11-20 06:22:45
10119,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,131304,22531,1,2015-09-29 00:00:00,2016-01-18 09:02:53.169890,1462.0,2019-11-20 06:22:45
10118,-,-,+/-,-,+,+,-,+,+,+,+,+,+,-,+,-,-,+,-,-,,131307,22534,1,2015-07-14 00:00:00,2016-01-18 09:02:53.169890,1461.0,2019-11-20 06:22:45
10117,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,131289,22516,1,2015-07-14 00:00:00,2016-01-18 09:02:53.169890,1460.0,2019-11-20 06:22:45
10116,+,-,-,-,-,+/-,-,+,+,-,+/-,+,+,+,-,-,-,+,+/-,-,,130645,22081,1,2015-06-25 00:00:00,2016-01-18 09:02:53.169890,1459.0,2019-11-20 06:22:45
10115,-,-,-,-,-,+,-,+,+,-,+/-,+,+,+,-,-,-,-,-,-,,131286,22513,1,2015-06-25 00:00:00,2016-01-18 09:02:53.169890,1458.0,2019-11-20 06:22:45
10114,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,131300,22527,1,2015-06-25 00:00:00,2016-01-18 09:02:53.169890,1457.0,2019-11-20 06:22:45
10113,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,,130648,22120,1,2015-05-21 00:00:00,2016-01-18 09:02:53.169890,1456.0,2019-11-20 06:22:45
10112,-,-,-,-,-,+,-,+,+,-,-,+,-,+/-,+/-,-,-,+,-,-,,130605,21608,1,2015-05-21 00:00:00,2016-01-18 09:02:53.169890,1455.0,2019-11-20 06:22:45
10111,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,,130455,21456,1,2015-05-13 00:00:00,2016-01-18 09:02:53.169890,1454.0,2019-11-20 06:22:45
10110,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,,130451,21452,1,2015-05-13 00:00:00,2016-01-18 09:02:53.169890,1453.0,2019-11-20 06:22:45
10109,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,+,-,,130599,21931,1,2015-04-14 00:00:00,2016-01-18 09:02:53.169890,1452.0,2019-11-20 06:22:45
10108,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,130533,22041,1,2015-03-05 00:00:00,2016-01-18 09:02:53.169890,1451.0,2019-11-20 06:22:45
10107,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,130530,22038,1,2015-03-11 00:00:00,2016-01-18 09:02:53.169890,1450.0,2019-11-20 06:22:45
10106,-,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,+/-,+,-,+,,130632,22055,1,2015-03-11 00:00:00,2016-01-18 09:02:53.169890,1449.0,2019-11-20 06:22:45
10105,-,-,-,-,-,+/-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,130641,22076,1,2015-05-03 00:00:00,2016-01-18 09:02:53.169890,1448.0,2019-11-20 06:22:45
10104,-,-,-,-,+,-,-,-,+,+,+/-,+/-,-,+/-,+,-,-,+,-,-,,130159,21487,1,2015-02-26 00:00:00,2016-01-18 09:02:53.169890,1447.0,2019-11-20 06:22:45
10103,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,,130528,22036,1,2015-03-03 00:00:00,2016-01-18 09:02:53.169890,1446.0,2019-11-20 06:22:45
10102,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,130527,22035,1,2015-03-03 00:00:00,2016-01-18 09:02:53.169890,1445.0,2019-11-20 06:22:45
10101,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+/-,+,-,-,,130597,21929,1,2015-03-03 00:00:00,2016-01-18 09:02:53.169890,1444.0,2019-11-20 06:22:45
10100,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+,-,-,+,1905,12714,1,1985-04-04 00:00:00,2016-01-18 09:02:53.169890,1443.0,2019-11-20 06:22:45
10099,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+,-,-,+,1905,12714,1,1989-06-12 00:00:00,2016-01-18 09:02:53.169890,1442.0,2019-11-20 06:22:45
10097,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,-,+,-,-,+,1905,12714,1,2004-10-20 00:00:00,2016-01-18 09:02:53.169890,1440.0,2019-11-20 06:22:45
10096,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+,-,-,+,1905,12714,1,2002-05-06 00:00:00,2016-01-18 09:02:53.169890,1439.0,2019-11-20 06:22:45
10095,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,1910,12672,1,2009-06-30 00:00:00,2016-01-18 09:02:53.169890,1438.0,2019-11-20 06:22:45
10094,-,-,+,-,-,+,+,+,+,+,+,+/-,+,+,+,+,+,+,+,+,,1909,12671,1,2013-06-05 00:00:00,2016-01-18 09:02:53.169890,1437.0,2019-11-20 06:22:45
10093,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,+,+,1909,12671,1,1997-10-27 00:00:00,2016-01-18 09:02:53.169890,1436.0,2019-11-20 06:22:45
10092,-,-,-,+/-,+/-,-,-,+,-,-,+/-,-,-,+/-,-,-,-,-,-,-,+,1915,12605,1,2007-10-16 00:00:00,2016-01-18 09:02:53.169890,1435.0,2019-11-20 06:22:45
10091,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+,+,+,+,1915,12605,1,1989-06-12 00:00:00,2016-01-18 09:02:53.169890,1434.0,2019-11-20 06:22:45
10090,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,1915,12605,1,1999-04-26 00:00:00,2016-01-18 09:02:53.169890,1433.0,2019-11-20 06:22:45
10088,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,-,+,+,+,+,1915,12605,1,1999-04-14 00:00:00,2016-01-18 09:02:53.169890,1431.0,2019-11-20 06:22:45
10087,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13584,9202,1,2002-04-24 00:00:00,2016-01-18 09:02:53.169890,1430.0,2019-11-20 06:22:45
10086,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13584,9202,1,1993-12-14 00:00:00,2016-01-18 09:02:53.169890,1429.0,2019-11-20 06:22:45
10085,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13584,9202,1,1991-05-21 00:00:00,2016-01-18 09:02:53.169890,1428.0,2019-11-20 06:22:45
10084,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13584,9202,1,1995-11-14 00:00:00,2016-01-18 09:02:53.169890,1427.0,2019-11-20 06:22:45
10083,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13584,9202,1,2015-02-24 00:00:00,2016-01-18 09:02:53.169890,1426.0,2019-11-20 06:22:45
10082,-,-,-,-,+/-,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13584,9202,1,2012-11-14 00:00:00,2016-01-18 09:02:53.169890,1425.0,2019-11-20 06:22:45
10081,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,13584,9202,1,2011-03-15 00:00:00,2016-01-18 09:02:53.169890,1424.0,2019-11-20 06:22:45
10080,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,+,-,+,13572,9198,1,2015-08-26 00:00:00,2016-01-18 09:02:53.169890,1423.0,2019-11-20 06:22:45
10079,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13572,9198,1,1984-09-18 00:00:00,2016-01-18 09:02:53.169890,1422.0,2019-11-20 06:22:45
10078,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,+,-,,13572,9198,1,1990-12-10 00:00:00,2016-01-18 09:02:53.169890,1421.0,2019-11-20 06:22:45
10077,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13582,9197,1,1984-09-12 00:00:00,2016-01-18 09:02:53.169890,1420.0,2019-11-20 06:22:45
10076,+,-,+,-,-,+,-,+,+,+,+,+,+,-,+,-,-,+,+,-,,13571,9168,1,1859-11-24 00:00:00,2016-01-18 09:02:53.169890,1417.0,2019-11-20 06:22:45
10075,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,+,-,+,13571,9168,1,1997-02-19 00:00:00,2016-01-18 09:02:53.169890,1416.0,2019-11-20 06:22:45
10074,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+,+,-,-,,13571,9168,1,2015-01-20 00:00:00,2016-01-18 09:02:53.169890,1415.0,2019-11-20 06:22:45
10073,-,-,-,-,+/-,+,-,+,-,-,+/-,-,-,+/-,-,-,-,+/-,-,-,+,13571,9168,1,1986-08-19 00:00:00,2016-01-18 09:02:53.169890,1414.0,2019-11-20 06:22:45
10072,-,-,-,-,+,+,-,+,-,+,+,+,-,+,-,-,-,+,-,-,-,13571,9168,1,1978-07-30 00:00:00,2016-01-18 09:02:53.169890,1413.0,2019-11-20 06:22:45
10071,+,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,+,13580,9167,1,2003-01-27 00:00:00,2016-01-18 09:02:53.169890,1412.0,2019-11-20 06:22:45
10070,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,+/-,+,-,-,+,13580,9167,1,2013-12-17 00:00:00,2016-01-18 09:02:53.169890,1411.0,2019-11-20 06:22:45
10069,-,-,-,-,+,+,-,+,-,+/-,+/-,-,+,+/-,-,-,-,+/-,-,-,+,13602,9165,1,1995-09-19 00:00:00,2016-01-18 09:02:53.169890,1410.0,2019-11-20 06:22:45
10068,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,13606,9161,1,1995-09-18 00:00:00,2016-01-18 09:02:53.169890,1409.0,2019-11-20 06:22:45
10067,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,13606,9161,1,2014-09-04 00:00:00,2016-01-18 09:02:53.169890,1408.0,2019-11-20 06:22:45
10066,-,-,-,-,+,-,-,+,+/-,+/-,+/-,+/-,+/-,+/-,+/-,-,-,+/-,-,-,+,13609,9158,1,1995-09-11 00:00:00,2016-01-18 09:02:53.169890,1407.0,2019-11-20 06:22:45
10065,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,13609,9158,1,2015-03-13 00:00:00,2016-01-18 09:02:53.169890,1406.0,2019-11-20 06:22:45
10064,+,-,-,-,+,+,-,+,+,+,+,+/-,+,+,-,-,-,+,-,-,+,13546,9156,1,1995-09-19 00:00:00,2016-01-18 09:02:53.169890,1405.0,2019-11-20 06:22:45
10063,+/-,-,-,-,+,+/-,-,+,+,+,+,+/-,+,+,-,-,-,+,-,-,,13546,9156,1,2012-02-28 00:00:00,2016-01-18 09:02:53.169890,1404.0,2019-11-20 06:22:45
10062,-,-,-,-,-,-,-,-,+/-,+/-,+,+/-,+,+,+/-,-,-,+,+/-,-,,13599,9154,1,2014-11-27 00:00:00,2016-01-18 09:02:53.169890,1403.0,2019-11-20 06:22:45
10061,-,-,-,-,+,+,-,+,+,+,+,+,+,+,-,-,-,+,-,-,+,13636,9153,1,1995-09-11 00:00:00,2016-01-18 09:02:53.169890,1402.0,2019-11-20 06:22:45
10060,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,,327,9092,1,1985-07-02 00:00:00,2016-01-18 09:02:53.169890,1401.0,2019-11-20 06:22:45
10059,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,327,9092,1,2013-05-14 00:00:00,2016-01-18 09:02:53.169890,1400.0,2019-11-20 06:22:45
10058,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,24222,20240,1,1987-06-02 00:00:00,2016-01-18 09:02:53.169890,1399.0,2019-11-20 06:22:45
10057,-,-,+,-,-,-,-,-,+,+,-,-,-,-,+/-,+,+,+,+,+,,8095,9087,1,2010-10-06 00:00:00,2016-01-18 09:02:53.169890,1398.0,2019-11-20 06:22:45
10056,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,-,24220,20238,1,2008-07-23 00:00:00,2016-01-18 09:02:53.169890,1397.0,2019-11-20 06:22:45
10055,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,,8077,9086,1,1993-07-02 00:00:00,2016-01-18 09:02:53.169890,1396.0,2019-11-20 06:22:45
10054,-,-,+,-,-,-,+/-,-,+,+,-,-,-,-,+,+,+,+,+,+,,8094,9085,1,2015-04-09 00:00:00,2016-01-18 09:02:53.169890,1395.0,2019-11-20 06:22:45
10053,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,+,+,+,+,-,8094,9085,1,2010-08-18 00:00:00,2016-01-18 09:02:53.169890,1394.0,2019-11-20 06:22:45
10052,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,8093,9084,1,2008-09-23 00:00:00,2016-01-18 09:02:53.169890,1393.0,2019-11-20 06:22:45
10051,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,,8093,9084,1,2014-02-12 00:00:00,2016-01-18 09:02:53.169890,1392.0,2019-11-20 06:22:45
10050,-,-,+,-,-,-,-,-,+/-,+,-,-,-,-,-,+,+,+,+,+,,8093,9084,1,2011-04-20 00:00:00,2016-01-18 09:02:53.169890,1391.0,2019-11-20 06:22:45
10049,-,-,+,-,-,-,-,-,+/-,+,-,-,-,-,-,+,+,+,+,+,-,8093,9084,1,2010-03-02 00:00:00,2016-01-18 09:02:53.169890,1390.0,2019-11-20 06:22:45
10048,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,,8057,9083,1,1987-09-11 00:00:00,2016-01-18 09:02:53.169890,1389.0,2019-11-20 06:22:45
10047,-,-,-,-,-,-,-,-,-,-,-,,-,-,-,+,+,+,+,+,,8057,9083,1,2012-08-21 00:00:00,2016-01-18 09:02:53.169890,1388.0,2019-11-20 06:22:45
10046,-,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,+,+,+,+,+,-,8057,9083,1,2003-03-11 00:00:00,2016-01-18 09:02:53.169890,1387.0,2019-11-20 06:22:45
10045,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,130600,21932,1,2015-02-17 00:00:00,2016-01-18 09:02:53.169890,1386.0,2019-11-20 06:22:45
10044,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,130449,21450,1,2015-02-19 00:00:00,2016-01-18 09:02:53.169890,1385.0,2019-11-20 06:22:45
10043,-,-,+,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,,130450,21451,1,2015-02-17 00:00:00,2016-01-18 09:02:53.169890,1384.0,2019-11-20 06:22:45
10042,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,130799,21858,1,2015-02-11 00:00:00,2016-01-18 09:02:53.169890,1383.0,2019-11-20 06:22:45
10041,-,-,-,-,-,+,-,+,-,-,-,+/-,-,-,+/-,-,+/-,-,-,-,,130610,21637,1,2015-02-24 00:00:00,2016-01-18 09:02:53.169890,1382.0,2019-11-20 06:22:45
10040,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,,130609,21636,1,2015-02-17 00:00:00,2016-01-18 09:02:53.169890,1381.0,2019-11-20 06:22:45
10039,-,-,-,-,-,+,-,+,+,-,+,+,+,+,+,-,+/-,+,+/-,-,,130608,21635,1,2015-02-24 00:00:00,2016-01-18 09:02:53.169890,1380.0,2019-11-20 06:22:45
10038,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,130634,22057,1,2015-02-10 00:00:00,2016-01-18 09:02:53.169890,1379.0,2019-11-20 06:22:45
10037,-,-,-,-,-,-,-,+/-,-,-,-,-,-,-,-,-,-,-,-,-,,130635,22058,1,2015-02-10 00:00:00,2016-01-18 09:02:53.169890,1378.0,2019-11-20 06:22:45
10036,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+/-,+/-,-,-,,130628,21825,1,2015-02-04 00:00:00,2016-01-18 09:02:53.169890,1377.0,2019-11-20 06:22:45
10035,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+/-,-,-,,130227,21538,1,2015-02-04 00:00:00,2016-01-18 09:02:53.169890,1376.0,2019-11-20 06:22:45
10034,-,-,-,-,+,-,-,-,+/-,-,-,-,-,+/-,-,-,-,+/-,-,-,,132148,23938,1,2015-01-20 00:00:00,2016-01-18 09:02:53.169890,1375.0,2019-11-20 06:22:45
10033,-,-,-,-,+/-,-,-,-,+,+,-,+,+,+,-,-,-,+/-,-,-,,130529,22037,1,2015-01-20 00:00:00,2016-01-18 09:02:53.169890,1374.0,2019-11-20 06:22:45
10032,-,-,-,-,+,+,-,+,+,+,+,+,+,+,+,-,-,+,-,-,,130598,21930,1,2015-01-14 00:00:00,2016-01-18 09:02:53.169890,1373.0,2019-11-20 06:22:45
10031,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+/-,+,+,+,,130229,21540,1,2014-12-17 00:00:00,2016-01-18 09:02:53.169890,1372.0,2019-11-20 06:22:45
10030,+,-,-,-,-,-,-,+,+,+,+,+,+,-,+,-,-,+,+/-,+/-,+,130228,21539,1,2014-12-17 00:00:00,2016-01-18 09:02:53.169890,1371.0,2019-11-20 06:22:45
10029,-,-,-,-,+/-,+,-,+,+,+,+,+,+,+,+/-,-,-,+,-,-,,130596,21928,1,2014-11-27 00:00:00,2016-01-18 09:02:53.169890,1370.0,2019-11-20 06:22:45
