ID_kit_api_20NE,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,ID_strains,ID_reference,manual_annotation,created_20NE,modify_in_pgsql_20NE,ID_tbl_api_20NE,last_change
8495,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,+,-,+,155117,61001,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8496,+,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,+,+,-,-,+,155136,61020,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8497,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,155173,61081,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8498,-,-,-,-,-,-,+,-,+,+,+,+,+,+,-,+,-,+,+,+,-,155186,61104,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8499,-,-,-,-,+,+,+,-,+,-,+,+,-,+,-,-,-,-,+,+,+,155189,61107,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8500,-,-,+,-,-,-,+,-,+,-,-,+,+,-,+,+,-,+,+,-,+,155224,61155,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8501,+,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,-,+,155243,61177,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8502,-,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,155245,61179,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8503,+,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,+,+,+,155276,61223,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8504,-,-,-,-,+,+,-,+,+,+,-,+,-,-,+,-,-,+,-,-,-,17407,61234,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8505,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,+,155293,61250,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8506,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155298,61255,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8507,-,-,-,-,-,-,-,-,+,+,-,+,-,-,+,+,-,+,+,-,+,155307,61269,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8508,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,+,-,+,141280,44236,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8509,-,-,-,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,+,+,+,155343,61310,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8510,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155361,61335,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8511,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,155369,61345,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8512,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,155378,61361,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8513,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155381,61365,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8514,+,-,+,-,-,-,-,-,+,+,-,-,+,-,+,+,-,+,+,-,+,155402,61391,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8515,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155406,61399,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8516,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,155416,61413,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8517,-,-,-,-,-,-,-,-,-,+,-,+,-,-,+,-,+,-,+,-,+,155421,61419,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8518,-,-,-,-,+,-,+,-,+,+,+,+,+,+,+,-,+,+,+,+,+,155425,61425,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8519,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,+,+,22941,61434,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155453,61463,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8521,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155454,61464,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155455,61465,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8523,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155457,61467,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8524,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155458,61468,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8525,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,155460,61470,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8526,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155461,61471,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8527,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155462,61472,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8528,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155463,61473,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8529,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,+,+,-,155464,61474,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8530,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,155472,61482,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8531,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,+,155476,61486,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8532,-,-,-,-,-,-,-,-,+,+,-,-,-,-,+,+,-,+,+,-,+,155478,61488,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8533,-,-,-,-,-,-,+,-,+,-,-,-,+,-,+,+,-,+,+,-,+,155484,61495,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8534,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,155485,61496,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8535,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,155493,61507,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8536,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,-,-,155494,61508,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8537,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,+,-,-,155495,61509,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8538,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,155496,61510,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8539,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,+,-,-,155505,61520,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8540,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,155506,61521,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8541,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,+,-,-,-,-,155507,61522,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8542,-,-,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,155527,61553,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8543,+,-,-,-,-,-,-,-,+,-,-,+,-,+,+,+,-,+,+,-,+,155528,61554,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8544,+,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,-,+,-,-,+,155543,61584,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8545,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,155556,61607,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8546,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,155560,61612,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8547,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,155574,61626,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8548,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,-,+,+,-,-,155575,61628,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8549,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155576,61629,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8550,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,155588,61645,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8551,+,-,-,-,-,-,+,+,+,-,+,+,+,-,+,+,-,+,+,+,-,155601,61662,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8552,-,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,-,+,155607,61669,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8553,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,155608,61670,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8554,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,155612,61674,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8555,-,-,-,-,-,+,-,-,+,-,+,-,+,+,-,-,-,+,+,-,+,155613,61675,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8556,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,155619,61689,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8557,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,+,-,-,155627,61704,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8558,-,-,+,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,-,155642,61719,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8559,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,+,-,-,155647,61727,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8560,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155650,61732,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8561,-,-,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,155656,61742,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8562,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155660,61751,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8563,+,-,-,-,-,-,-,-,+,+,-,+,-,-,+,+,-,+,+,-,+,155667,61759,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,155674,61772,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8565,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155692,61799,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8566,+,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,155694,61801,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8567,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,13162,61805,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8568,-,-,-,-,+,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,-,8143,61806,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8569,+,-,-,+,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,+,155705,61814,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8570,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,+,155708,61817,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8571,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,-,155713,61823,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8572,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,+,155717,61828,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8573,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155725,61836,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8574,-,-,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,+,155726,61837,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8575,-,-,-,-,-,-,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,155745,61857,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8576,-,-,-,+,-,-,-,-,+,-,+,+,-,-,+,+,-,+,+,-,+,24434,61878,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8577,-,-,-,-,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-,-,+,155772,61888,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8578,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,155775,61891,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8579,+,-,-,+,-,-,+,-,+,+,+,+,+,-,+,+,-,+,+,-,+,155797,61919,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8580,+,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,+,+,-,+,155820,61943,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8581,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,+,+,-,+,-,155833,61957,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8582,-,-,+,-,-,-,+,+,+,+,+,+,-,-,+,+,+,+,+,+,+,155885,62011,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8583,-,-,+,-,+,-,-,-,+,+,+,+,-,+,+,-,-,+,-,-,+,155901,62032,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8584,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,155925,62064,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8585,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,+,+,-,155933,62072,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8586,+,-,-,-,-,+,-,+,+,+,+,-,+,+,-,-,-,+,+,-,+,155947,62091,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8587,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,130457,62099,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8588,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,130459,62100,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8589,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,130460,62101,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8590,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,+,155962,62112,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8591,+,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,155973,62124,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8592,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,+,+,155975,62127,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8593,-,+,-,-,-,+,+,-,+,-,+,+,-,+,-,-,-,-,-,+,+,155981,62150,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8594,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,155997,62168,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8595,+,-,-,-,-,+,+,+,+,-,+,-,+,+,-,+,-,+,+,-,-,138465,62170,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,156008,62187,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8597,-,-,-,-,-,+,-,+,+,-,+,-,+,+,-,-,-,-,+,-,+,139428,62199,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8598,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,+,-,+,156030,62218,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8599,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,-,156056,62249,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8600,+,-,-,+,-,-,+,-,+,-,-,+,+,-,+,+,+,+,+,-,+,156081,62274,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8601,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,156087,62282,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8602,+,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,+,156091,62286,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8603,+,-,-,-,-,-,-,-,+,-,+,-,+,+,-,-,-,-,-,-,+,156092,62287,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8604,+,-,-,-,-,+,+,+,+,-,+,-,+,+,-,+,-,+,+,-,-,156140,62337,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8605,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156152,62356,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8606,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156153,62357,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8607,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156188,62395,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8608,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156189,62396,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8609,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,+,156216,62428,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8610,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156233,62450,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8611,+,-,-,-,-,+,-,+,+,+,-,-,-,+,-,+,-,+,+,-,+,156234,62451,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8612,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,156246,62466,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8613,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,18153,62482,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8614,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,18155,62483,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8615,+,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,156272,62508,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8616,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,+,+,+,-,156279,62516,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8617,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,156312,62551,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8618,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,+,156323,62562,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8619,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,156338,62577,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8620,-,+,+,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,156350,62593,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8621,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,156353,62598,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8622,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156409,62669,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8623,-,-,+,+,-,-,+,-,+,+,-,-,-,-,+,+,-,+,+,-,+,156411,62671,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8624,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,156412,62672,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8625,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,156414,62674,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8626,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,+,-,139606,62682,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8627,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,-,8146,62684,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8628,-,-,-,-,-,+,-,+,+,-,+,-,+,+,-,-,-,-,-,-,+,156449,62717,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8629,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,156451,62719,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8630,-,-,-,-,+,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,156452,62720,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8631,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,136807,62744,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8632,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,156465,62746,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8633,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,156466,62747,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8634,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,156467,62748,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8635,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,156468,62749,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8636,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,+,+,+,+,156469,62750,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8637,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,156470,62751,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8638,+,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,+,+,+,+,+,156471,62752,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8639,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,156473,62755,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8640,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,156474,62757,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8641,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,+,+,156475,62758,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
8642,+,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,+,+,+,+,156476,62759,1,2019-11-19 09:51:54,2019-11-19 09:51:54,,2019-11-19 08:51:54
