ID_spore_formation,ability,type,description,ID_strains,ID_reference,manual_annotation,api_import,last_change
1,0,,,24776,20215,1,,2016-03-22 14:27:29
2,0,,,24777,21408,1,,2016-03-22 14:27:29
3,1,,"Formation of spore chains, spore surface smooth",16183,18685,1,,2016-03-22 14:27:29
4,1,,"Formation of spore chains (spirales)(Sp), spore surface smooth",16251,18683,1,,2016-03-22 14:27:29
5,0,,"Formation of spore chains (rectiflixibilis), spore surface smooth",15496,18682,1,,2016-03-22 14:27:29
6,1,,"Formation of spore chains (spirales)(Sp), spore surface spiny",15215,18681,1,,2016-03-22 14:27:29
7,1,,"Formation of spore chains (spirales)(Sp), spore surface knobby",16056,18680,1,,2016-03-22 14:27:29
8,1,,"Formation of spore chains (retinaculiapetri), spore surface smooth",14910,18679,1,,2016-03-22 14:27:29
9,1,,"Formation of spore chains (verticillati)(Ve), spore surface smooth",16142,18678,1,,2016-03-22 14:27:29
10,0,,,15338,18675,1,,2016-03-22 14:27:29
11,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",15249,20214,1,,2016-03-22 14:27:29
12,1,,"Formation of spore chains (spirales)(Sp), spore surface hairy",15219,18666,1,,2016-03-22 14:27:29
13,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",15132,18665,1,,2016-03-22 14:27:29
14,1,,"Formation of spore chains (spirales)(Sp), spore surface smooth",15426,18664,1,,2016-03-22 14:27:29
15,1,,"Formation of spore chains (verticillati)(Ve), spore surface smooth",16158,18662,1,,2016-03-22 14:27:29
16,1,,"Formation of spore chains (spirales)(Sp), spore surface smooth",15479,18660,1,,2016-03-22 14:27:29
17,1,,"Formation of spore chains (spirales)(Sp), spore surface rugose",16098,18658,1,,2016-03-22 14:27:29
18,1,,"Formation of spore chains (retinaculiapetri b), spore surface smooth",16188,18688,1,,2016-03-22 14:27:29
19,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16190,18689,1,,2016-03-22 14:27:29
20,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16193,18692,1,,2016-03-22 14:27:29
21,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16196,18693,1,,2016-03-22 14:27:29
22,1,,"Formation of spore chains (retinaculiapetri b), spore surface smooth",16312,18699,1,,2016-03-22 14:27:29
23,1,,"Formation of spore chains (spirales)(sp), spore surface smooth",16313,18700,1,,2016-03-22 14:27:29
24,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",15586,18701,1,,2016-03-22 14:27:29
25,0,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16320,18706,1,,2016-03-22 14:27:29
26,1,,"Formation of spore chains (spirales)(Sp), spore surface smooth",16323,18707,1,,2016-03-22 14:27:29
27,1,,"Formation of spore chains (spirales)(Sp), spore surface warty (knobby)",16330,18710,1,,2016-03-22 14:27:29
28,1,,"Formation of spore chains (retinaculiapetri), spore surface spiny",16335,18713,1,,2016-03-22 14:27:29
29,1,,"Formation of spore chains (spirales)(Sp), spore surface spiny",16309,18714,1,,2016-03-22 14:27:29
30,1,,Formation of sporangia,16589,18737,1,,2016-03-22 14:27:29
31,1,,"Formation of sporangia, spore surface smooth",16916,19928,1,,2016-03-22 14:27:29
32,1,,"Formation of sporangia, spore surface smooth",8023,19930,1,,2016-03-22 14:27:29
33,1,,"Formation of spore chains (only spore pairs), spore surface smooth",16574,19931,1,,2016-03-22 14:27:29
34,1,,"Formation of spore chains, spore surface smooth",13360,19937,1,,2016-03-22 14:27:29
35,0,,"Formation of sporangia, spore surface smooth",7807,19939,1,,2016-03-22 14:27:29
36,1,,"Formation of sporangia, spore surface smooth",7801,19940,1,,2016-03-22 14:27:29
37,1,,"Formation of spore chains (spirales)(Sp), spore surface smooth",15209,19941,1,,2016-03-22 14:27:29
38,1,,"Formation of sporangia, spore surface smooth",7870,19942,1,,2016-03-22 14:27:29
39,1,,"Formation of sporangia, spore surface smooth",16587,19947,1,,2016-03-22 14:27:29
40,0,,,16970,19950,1,,2016-03-22 14:27:29
41,1,,"Formation of sporangia, spore surface smooth",16599,19957,1,,2016-03-22 14:27:29
42,1,,"Formation of sporangia, spore surface smooth",7871,19958,1,,2016-03-22 14:27:29
43,0,,"Formation of sporangia, spore surface smooth",7874,19960,1,,2016-03-22 14:27:29
44,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16301,19962,1,,2016-03-22 14:27:29
45,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth, fragmentation",16211,19963,1,,2016-03-22 14:27:29
46,1,,"Formation of short spore chains (four spores), spore surface smooth",16533,19965,1,,2016-03-22 14:27:29
47,1,,"Formation of sporangia, spore surface smooth",16602,19967,1,,2016-03-22 14:27:29
48,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",13478,19968,1,,2016-03-22 14:27:29
49,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",14855,19970,1,,2016-03-22 14:27:29
50,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16345,19971,1,,2016-03-22 14:27:29
51,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",13293,19973,1,,2016-03-22 14:27:29
52,1,,"Formation of sporangia, spore surface smooth",7872,19980,1,,2016-03-22 14:27:29
53,1,,"Formation of sporangia, spore surface smooth",7833,19986,1,,2016-03-22 14:27:29
54,1,,"Formation of sporangia, spore surface smooth",7832,19987,1,,2016-03-22 14:27:29
55,1,,"Formation of sporangia, spore surface smooth",7834,19988,1,,2016-03-22 14:27:29
56,1,,"Formation of sporangia, spore surface smooth",7831,19989,1,,2016-03-22 14:27:29
57,0,,,13498,19994,1,,2016-03-22 14:27:29
58,0,,,7848,19996,1,,2016-03-22 14:27:29
59,0,,,11024,19999,1,,2016-03-22 14:27:29
60,1,,"Formation of spore chains (spirals)(Sp), spore surface smooth",7861,20001,1,,2016-03-22 14:27:29
61,1,,,16979,20006,1,,2016-03-22 14:27:29
62,1,,"Formation of spore chains, spore surface smooth",13509,20007,1,,2016-03-22 14:27:29
63,0,,,13291,20008,1,,2016-03-22 14:27:29
64,1,,"Formation of sporangia (multiocular), spore surface smooth",8446,20012,1,,2016-03-22 14:27:29
65,0,,,3159,20014,1,,2016-03-22 14:27:29
66,1,,"Formation of spore chains (spirales)(Sp), spore surface smooth",16986,20016,1,,2016-03-22 14:27:29
67,1,,"Formation of sporangia, spore surface smooth",16980,20021,1,,2016-03-22 14:27:29
68,1,,"Formation of spore chains (spirales)(Sp), spore surface hairy",13455,20023,1,,2016-03-22 14:27:29
69,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",13288,20024,1,,2016-03-22 14:27:29
70,0,,,10173,20027,1,,2016-03-22 14:27:29
71,1,,"Formation of spore chains, spore surface smooth",13203,20033,1,,2016-03-22 14:27:29
72,0,,,3163,20036,1,,2016-03-22 14:27:29
73,0,,,3164,20038,1,,2016-03-22 14:27:29
74,0,,,3167,20040,1,,2016-03-22 14:27:29
75,0,,,3171,20041,1,,2016-03-22 14:27:29
76,0,,,3156,20042,1,,2016-03-22 14:27:29
77,1,,"Formation of spore chains (rectiflixibilis), spore surface smooth",16343,20043,1,,2016-03-22 14:27:29
78,1,,"Formation of spore chains (rectiflixibilis), spore surface warty",16558,20044,1,,2016-03-22 14:27:29
79,0,,,3182,20050,1,,2016-03-22 14:27:29
80,0,,,16581,20051,1,,2016-03-22 14:27:29
81,1,,"Formation of spore chains, spore surface smooth",16968,20059,1,,2016-03-22 14:27:29
82,0,,,11027,20066,1,,2016-03-22 14:27:29
83,0,,,13238,20071,1,,2016-03-22 14:27:29
84,1,,"Formation of sporangia, spore surface smooth",16580,20083,1,,2016-03-22 14:27:29
85,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15425,19388,1,,2016-03-22 14:27:29
86,1,,"Formation of spore chains: spira, spore surface: smooth",15396,19390,1,,2016-03-22 14:27:29
87,1,,"Formation of spore chains: Verticillus, spore surface: smooth",15293,19391,1,,2016-03-22 14:27:29
88,1,,"spore surface: smooth, Fragmentation: +",13215,19392,1,,2016-03-22 14:27:29
89,1,,"Formation of spore chains: spira, spore surface: spiny",15290,19393,1,,2016-03-22 14:27:29
90,1,,"Formation of spore chains: very short, spore surface: smooth",14934,19394,1,,2016-03-22 14:27:29
91,1,,"Formation of spore chains: retinaculiapetri, spore surface: smooth",16080,19395,1,,2016-03-22 14:27:29
92,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15492,19804,1,,2016-03-22 14:27:29
93,1,,"Formation of spore chains: rectiflixibilis, spore surface: hairy",15154,19396,1,,2016-03-22 14:27:29
94,1,,"Formation of spore chains: rectiflixibilis,spore surface: smooth",15163,19397,1,,2016-03-22 14:27:29
95,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15436,19398,1,,2016-03-22 14:27:29
96,1,,"Formation of spore chains: retinaculiapetri, spore surface: smooth, Fragmentation: +",15463,19399,1,,2016-03-22 14:27:29
97,1,,"Formation of spore chains: retinaculiapetri, spore surface: smooth",15416,19400,1,,2016-03-22 14:27:29
98,1,,"Formation of spore chains: retinaculiapetri, spore surface: smooth",15306,19402,1,,2016-03-22 14:27:29
99,1,,"Formation of spore chains: spira, spore surface: smooth",16031,19805,1,,2016-03-22 14:27:29
100,1,,"Formation of spore chains: spira, spore surface: spiny",16109,19404,1,,2016-03-22 14:27:29
101,1,,"Formation of spore chains: rectiflixibilis,spore surface: smooth",15015,19405,1,,2016-03-22 14:27:29
102,1,,"Formation of spore chains: rectiflixibilis,spore surface: smooth",14890,19806,1,,2016-03-22 14:27:29
103,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",14891,19807,1,,2016-03-22 14:27:29
104,0,,"Formation of spore chains: retinaculiapetri, spore surface: smooth to warty",15012,19407,1,,2016-03-22 14:27:29
105,1,,"Formation of spore chains: rectifilibrilis, spore surface: smooth",15046,19408,1,,2016-03-22 14:27:29
106,1,,"Formation of spore chains: retinaculiapetri, spore surface: spiny/knobby",15168,19411,1,,2016-03-22 14:27:29
107,1,,"Formation of spore chains: spira, spore surface: warty to hairy",15222,19413,1,,2016-03-22 14:27:29
108,1,,"Formation of spore chains: retinaculiapetri, spore surface: warty to hairy",15281,19416,1,,2016-03-22 14:27:29
109,1,,"Formation of spore chains: retinaculiapetri,spore surface: smooth",15340,19417,1,,2016-03-22 14:27:29
110,1,,"Formation of spore chains: rectiflixibilis,spore surface: smooth",15568,19418,1,,2016-03-22 14:27:29
111,1,,Formation of spore chains: rectiflixibilis,15569,19420,1,,2016-03-22 14:27:29
112,1,,"Formation of spore chains: retinaculiapetri, spore surface: smooth",16077,19419,1,,2016-03-22 14:27:29
113,1,,"Formation of spore chains: spira, spore surface: spiny",15073,19421,1,,2016-03-22 14:27:29
114,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16134,19422,1,,2016-03-22 14:27:29
115,1,,"Formation of spore chains: verticillus, spore surface: smooth",15393,19424,1,,2016-03-22 14:27:29
116,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15413,19425,1,,2016-03-22 14:27:29
117,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15427,19426,1,,2016-03-22 14:27:29
118,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15090,19429,1,,2016-03-22 14:27:29
119,1,,"Formation of spore chains: spira, spore surface: spiny to hairy",16108,19431,1,,2016-03-22 14:27:29
120,1,,"Formation of spore chains: spira, spore surface: warty",14991,19432,1,,2016-03-22 14:27:29
121,1,,"Formation of spore chains: spira, spore surface: spiny",15001,19433,1,,2016-03-22 14:27:29
122,1,,"Formation of spore chains: spira, spore surface: smooth",16298,19435,1,,2016-03-22 14:27:29
123,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15255,19437,1,,2016-03-22 14:27:29
124,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15486,19439,1,,2016-03-22 14:27:29
125,0,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15487,19441,1,,2016-03-22 14:27:29
126,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",14893,19812,1,,2016-03-22 14:27:29
127,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",14992,19444,1,,2016-03-22 14:27:29
128,1,,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15075,19445,1,,2016-03-22 14:27:29
129,1,,"spore chains: very short, spore surface: smooth",15161,19446,1,,2016-03-22 14:27:29
130,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15329,19447,1,,2016-03-22 14:27:29
131,1,spore,"Formation of spore chains: hooks, spore surface: smooth",16931,19450,1,,2016-03-22 14:27:29
132,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15103,19452,1,,2016-03-22 14:27:29
133,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15256,19453,1,,2016-03-22 14:27:29
134,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",15125,19456,1,,2016-03-22 14:27:29
135,1,spore,"Formation of spore chains: spira, spore surface: smooth",15510,19458,1,,2016-03-22 14:27:29
136,1,spore,"Formation of spore chains (retinaculiapetri), spore surface spiny",14888,19461,1,,2016-03-22 14:27:29
137,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15552,19464,1,,2016-03-22 14:27:29
138,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15123,19466,1,,2016-03-22 14:27:29
139,1,spore,"Formation of spore chains (verticillati)(Ve), spore surface smooth",16220,19813,1,,2016-03-22 14:27:29
140,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15599,19468,1,,2016-03-22 14:27:29
141,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",16027,19469,1,,2016-03-22 14:27:29
142,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15040,19470,1,,2016-03-22 14:27:29
143,1,spore,"Formation of spore chains (retinaculiapetri b), spore surface smooth",15452,19472,1,,2016-03-22 14:27:29
144,1,spore,"Formation of spore chains (spirales)(Sp), spore surface smooth",15088,19474,1,,2016-03-22 14:27:29
145,1,spore,"Formation of spore chains (spirales)(Sp), spore surface warty",15284,19814,1,,2016-03-22 14:27:29
146,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15049,19478,1,,2016-03-22 14:27:29
147,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth, fragmentation in aerial mycelium",15309,19479,1,,2016-03-22 14:27:29
148,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15206,19481,1,,2016-03-22 14:27:29
149,1,spore,"Formation of spore chains (spirales)(Sp), spore surface smooth",15434,19482,1,,2016-03-22 14:27:29
150,1,spore,"Formation of spore chains (retinaculiapetri), spore surface smooth, fragmentation",16104,19483,1,,2016-03-22 14:27:29
151,1,spore,"Formation of spore chains (spirales)(Sp), spore surface hairy",15220,19486,1,,2016-03-22 14:27:29
152,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",16053,19488,1,,2016-03-22 14:27:29
153,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15098,19489,1,,2016-03-22 14:27:29
154,1,spore,"Formation of spore chains (verticillati)(Ve), spore surface smooth",16145,19490,1,,2016-03-22 14:27:29
155,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15074,19491,1,,2016-03-22 14:27:29
156,1,spore,"Formation of spore chains (verticillati)(Ve), spore surface smooth",16163,19493,1,,2016-03-22 14:27:29
157,1,spore,"Formation of spore chains (spirales)(Sp), spore surface smooth",15142,19494,1,,2016-03-22 14:27:29
831,0,,,11279,29973,1,,2017-12-04 12:48:11
832,0,,,134180,31718,1,,2017-12-04 12:48:11
159,1,spore,"Formation of spore chains (retinaculiapetri)(hook), spore surface warty",16180,19497,1,,2016-03-22 14:27:29
160,1,spore,"Formation of spore chains (retinaculiapetri), spore surface warty",16347,19498,1,,2016-03-22 14:27:29
161,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",16184,19499,1,,2016-03-22 14:27:29
162,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",16192,19501,1,,2016-03-22 14:27:29
163,1,spore,"Formation of spore chains: spira, spore surface: smooth",16194,19502,1,,2016-03-22 14:27:29
164,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16197,19504,1,,2016-03-22 14:27:29
165,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16200,19506,1,,2016-03-22 14:27:29
166,1,spore,"Formation of spore chains: spirales, spore surface: smooth",16202,19508,1,,2016-03-22 14:27:29
167,1,spore,"Formation of spore chains: spirales, spore surface: rugose",16302,19510,1,,2016-03-22 14:27:29
168,1,spore,"Formation of spore chains: spirales, spore surface: smooth",16208,19514,1,,2016-03-22 14:27:29
169,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth/warty",16209,19515,1,,2016-03-22 14:27:29
170,1,spore,"Formation of spore chains: spirales, spore formation: spiny",16311,19516,1,,2016-03-22 14:27:29
171,1,spore,"Formation of spore chains: spirales, spore surface: spiny",16321,19519,1,,2016-03-22 14:27:29
172,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16324,19521,1,,2016-03-22 14:27:29
173,1,spore,"Formation of spore chains: spirales, spore surface: smooth",16325,19522,1,,2016-03-22 14:27:29
174,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16327,19523,1,,2016-03-22 14:27:29
175,1,spore,"Formation of spore chains: spirales, spore surface: smooth",16328,19524,1,,2016-03-22 14:27:29
176,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16329,19525,1,,2016-03-22 14:27:29
177,1,spore,"Formation of spore chains: spirales, spore surface: knobby",16334,19527,1,,2016-03-22 14:27:29
178,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16336,19528,1,,2016-03-22 14:27:29
179,1,spore,"Formation of spore chains: spirales, spore surface: smooth",16338,19529,1,,2016-03-22 14:27:29
180,1,spore,"Formation of spore chains: spirales, spore surface: smooth",16339,19530,1,,2016-03-22 14:27:29
181,1,spore,"Formation of spore chains: rectiflixibilis, spore surface: smooth",16376,19531,1,,2016-03-22 14:27:29
182,1,spore,"spore surface: smooth, sporangia: +",16586,19536,1,,2016-03-22 14:27:29
183,1,spore,"spore surface: smooth, sporangia: +",7798,19538,1,,2016-03-22 14:27:29
184,1,spore,"spore surface: smooth, sporangia: +",7809,19539,1,,2016-03-22 14:27:29
185,1,spore,"Formation of spore chains: only spore pairs, spore surface: smooth",16575,19540,1,,2016-03-22 14:27:29
186,1,spore,"Spore surface: smooth, fragmentation: +",13214,19542,1,,2016-03-22 14:27:29
187,1,spore,"Formation of spore chains: closed spirals, spore surface: smooth, sporangia: pseudosporangia",16557,19547,1,,2016-03-22 14:27:29
188,1,spore,"Spore surface: smooth, sporangia: +",7808,19548,1,,2016-03-22 14:27:29
189,1,spore,"Spore surface: smooth, sporangia: +",7812,19549,1,,2016-03-22 14:27:29
190,1,spore,"Formation of spore chains: very short, spore surface: smooth",16132,19552,1,,2016-03-22 14:27:29
191,1,spore,"Formation of spore chains: short, spore surface: smooth",16532,19554,1,,2016-03-22 14:27:29
192,1,spore,"Formation of spore chains: short chains (""four spores""), spore surface: smooth",16945,19555,1,,2016-03-22 14:27:29
193,1,spore,Spore surface: smooth,16577,19556,1,,2016-03-22 14:27:29
194,1,spore,"Spore surface: smooth, sporangia: +",16588,19557,1,,2016-03-22 14:27:29
195,0,,,10679,19561,1,,2016-03-22 14:27:29
196,0,,,10542,19562,1,,2016-03-22 14:27:29
197,0,,,10548,19563,1,,2016-03-22 14:27:29
198,1,spore,"Formation of spores, spore surface smooth, fragmentation",13352,19564,1,,2016-03-22 14:27:29
199,1,spore,"Formation of spores, spore surface smooth, fragmentation",10893,19567,1,,2016-03-22 14:27:29
200,1,spore,"Formation of spores, spore surface smooth, fragmentation",10927,19568,1,,2016-03-22 14:27:29
201,1,spore,"Formation of spore chains (spirales)(Sp), spore surface warty",16963,19569,1,,2016-03-22 14:27:29
202,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",15506,19570,1,,2016-03-22 14:27:29
203,1,spore,"Formation of spores, spore surface smooth",16925,19572,1,,2016-03-22 14:27:29
204,1,spore,"Formation of spores, spore surface smooth",13447,19573,1,,2016-03-22 14:27:29
205,1,spore,"Formation of spore chains (short spirals), spore surface smooth",16537,19574,1,,2016-03-22 14:27:29
206,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",13475,19581,1,,2016-03-22 14:27:29
207,1,spore,"Formation of spores, spore surface smooth, fragmentation",10650,19585,1,,2016-03-22 14:27:29
208,1,spore,"Formation of spores, spore surface smooth",11256,19588,1,,2016-03-22 14:27:29
209,1,spore,"Formation of spore chains (spirales)(Sp), spore surface smooth",15327,19589,1,,2016-03-22 14:27:29
210,1,spore,"Formation of sporangia, spore surface smooth",7799,19590,1,,2016-03-22 14:27:29
211,1,spore,"Formation of sporangia, spore surface smooth",7802,19591,1,,2016-03-22 14:27:29
212,1,spore,"Formation of sporangia, spore surface smooth",7804,19592,1,,2016-03-22 14:27:29
213,1,spore,"Formation of sporangia, spore surface smooth",7811,19593,1,,2016-03-22 14:27:29
214,1,spore,Formation of sporangia like structures,13290,19600,1,,2016-03-22 14:27:29
215,1,spore,"Formation of spores, spore surface smooth",13359,19601,1,,2016-03-22 14:27:29
216,1,spore,"Formation of spores, spore surface smooth",17721,19602,1,,2016-03-22 14:27:29
217,1,spore,"Formation of sporangia, spore surface smooth",16601,19603,1,,2016-03-22 14:27:29
218,1,spore,"Formation of sporangia, spore surface smooth",16597,19604,1,,2016-03-22 14:27:29
219,1,spore,"Formation of sporangia, spore surface smooth",13294,19605,1,,2016-03-22 14:27:29
220,1,spore,"Formation of spores, spore surface smooth, fragmentation",13222,19607,1,,2016-03-22 14:27:29
221,1,spore,"Formation of spore chains (retinaculiapetri), spore surface smooth",13451,19608,1,,2016-03-22 14:27:29
222,1,spore,"Formation of sporangia, spore surface smooth",7839,19609,1,,2016-03-22 14:27:29
223,1,spore,"Formation of sporangia, spore surface smooth",7818,19610,1,,2016-03-22 14:27:29
224,1,spore,"Formation of sporangia, spore surface smooth",7873,19616,1,,2016-03-22 14:27:29
225,1,spore,"Formation of spores, spore surface smooth",14856,19620,1,,2016-03-22 14:27:29
226,1,spore,"Formation of sporangia, spore surface smooth",7830,19621,1,,2016-03-22 14:27:29
227,1,spore,"Formation of spores, spore surface smooth, fragmentation",10991,19622,1,,2016-03-22 14:27:29
228,1,spore,"Formation of spores, spore surface smooth",11193,19623,1,,2016-03-22 14:27:29
229,1,spore,"Formation of spores, spore surface smooth, fragmentation",13368,19627,1,,2016-03-22 14:27:29
230,1,spore,"Formation of spores, spore surface smooth",13430,19628,1,,2016-03-22 14:27:29
231,0,,,3158,19630,1,,2016-03-22 14:27:29
232,0,,,3153,19631,1,,2016-03-22 14:27:29
233,0,,,7981,19635,1,,2016-03-22 14:27:29
234,1,spore,"Formation of sporechains (closed spirals), pseudosporangia, spore surface smooth",16552,19846,1,,2016-03-22 14:27:29
235,1,spore,"Formation of spore chains (spirales), spore surface smooth, no fragmentation",13292,19638,1,,2016-03-22 14:27:29
236,0,,,13200,19640,1,,2016-03-22 14:27:29
237,1,spore,"Formation of spore chains (retinaculiapetri), spore surface warty",16340,19648,1,,2016-03-22 14:27:29
238,0,,,16913,19654,1,,2016-03-22 14:27:29
239,0,,,13235,19670,1,,2016-03-22 14:27:29
240,1,spore,"Formatin of spore chains (spirales)(Sp), spore surface smooth",13492,19673,1,,2016-03-22 14:27:29
241,1,spore,Formation of sporangia like structures (pseudosporangia),13252,19680,1,,2016-03-22 14:27:29
242,1,spore,"Formation of spore chains (rectiflixibilis), spore surface smooth",16344,19838,1,,2016-03-22 14:27:29
243,1,endospore,"ellipsoidal, central",1290,22892,1,,2016-05-20 11:11:50
244,1,,,1264,22902,1,,2016-05-20 11:11:50
245,1,,,2729,22909,1,,2016-05-20 11:11:50
246,1,,,1419,22918,1,,2016-05-20 11:11:50
247,1,endospore,Endospores are produced on sporophores up to 3 µm long,16741,22925,1,,2016-05-20 11:11:50
248,0,,,6596,22931,1,,2016-05-20 11:11:50
249,0,,,12851,22941,1,,2016-05-20 11:11:50
250,1,spore,"Single spores, dichotomously branched sporophores",11256,22955,1,,2016-05-20 11:11:50
251,0,,,12,23233,1,,2017-01-23 07:55:07
252,0,,,13,23233,1,,2017-01-23 07:55:07
253,0,,,19,23234,1,,2017-01-23 07:55:07
254,0,,,21,23236,1,,2017-01-23 07:55:07
255,0,,,26,23239,1,,2017-01-23 07:55:07
256,0,,,63,23247,1,,2017-01-23 07:55:07
257,0,,,64,23248,1,,2017-01-23 07:55:07
258,0,,,71,23250,1,,2017-01-23 07:55:07
259,0,,,72,22959,1,,2017-01-23 07:55:07
260,0,,,73,22960,1,,2017-01-23 07:55:07
261,0,,,77,22962,1,,2017-01-23 07:55:07
262,0,,,81,22964,1,,2017-01-23 07:55:07
263,0,,,82,22964,1,,2017-01-23 07:55:07
264,0,,,99,22965,1,,2017-01-23 07:55:07
265,0,,,103,22966,1,,2017-01-23 07:55:07
266,0,,,105,22967,1,,2017-01-23 07:55:07
267,0,,,108,22969,1,,2017-01-23 07:55:07
268,0,,,109,22969,1,,2017-01-23 07:55:07
269,0,,,135,22970,1,,2017-01-23 07:55:07
270,0,,,136,22971,1,,2017-01-23 07:55:07
271,0,,,137,22971,1,,2017-01-23 07:55:07
272,0,,,138,22971,1,,2017-01-23 07:55:07
273,0,,,139,22971,1,,2017-01-23 07:55:07
274,0,,,144,23354,1,,2017-01-23 07:55:07
275,0,,,159,23355,1,,2017-01-23 07:55:07
276,0,,,161,23108,1,,2017-01-23 07:55:07
278,0,,,162,23355,1,,2017-01-23 07:55:07
279,0,,,167,23109,1,,2017-01-23 07:55:07
280,0,,,181,23117,1,,2017-01-23 07:55:07
281,0,,,185,23119,1,,2017-01-23 07:55:07
282,0,,,186,23120,1,,2017-01-23 07:55:07
283,0,,,187,23121,1,,2017-01-23 07:55:07
284,0,,,188,23122,1,,2017-01-23 07:55:07
285,0,,,189,23123,1,,2017-01-23 07:55:07
286,0,,,197,22976,1,,2017-01-23 07:55:07
287,0,,,203,22973,1,,2017-01-23 07:55:07
288,0,,,204,22974,1,,2017-01-23 07:55:07
289,0,,,206,22975,1,,2017-01-23 07:55:07
290,0,,,208,22975,1,,2017-01-23 07:55:07
291,0,,,209,22975,1,,2017-01-23 07:55:07
292,0,,,212,22976,1,,2017-01-23 07:55:07
293,0,,,214,22976,1,,2017-01-23 07:55:07
294,0,,,216,22976,1,,2017-01-23 07:55:07
295,0,,,217,22976,1,,2017-01-23 07:55:07
296,0,,,218,22976,1,,2017-01-23 07:55:07
297,0,,,222,22981,1,,2017-01-23 07:55:07
298,0,,,224,22977,1,,2017-01-23 07:55:07
299,0,,,225,22978,1,,2017-01-23 07:55:07
300,0,,,226,22979,1,,2017-01-23 07:55:07
301,0,,,235,23253,1,,2017-01-23 07:55:07
302,0,,,283,23261,1,,2017-01-23 07:55:07
303,0,,,285,23262,1,,2017-01-23 07:55:07
304,0,,,286,23262,1,,2017-01-23 07:55:07
305,0,,,351,23270,1,,2017-01-23 07:55:07
306,0,,,355,23272,1,,2017-01-23 07:55:07
307,0,,,357,23273,1,,2017-01-23 07:55:07
308,0,,,360,23274,1,,2017-01-23 07:55:07
309,0,,,361,23275,1,,2017-01-23 07:55:07
310,0,,,363,23277,1,,2017-01-23 07:55:07
311,0,,,364,23278,1,,2017-01-23 07:55:07
312,0,,,377,23280,1,,2017-01-23 07:55:07
313,0,,,378,23281,1,,2017-01-23 07:55:07
314,0,,,379,22905,1,,2017-01-23 07:55:07
315,0,,,382,23282,1,,2017-01-23 07:55:07
