ID_kit_api_NH,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,ID_strains,ID_reference,manual_annotation,created_NH,modify_in_pgsql_NH,ID_tbl_api_NH,last_change
1266,-,+,+,-,-,+,+,-,+,-,-,-,+,142776,46139,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1267,-,+,+,-,-,-,-,-,+,-,-,-,+,141403,44382,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1268,-,-,-,-,-,-,-,+,-,-,-,-,-,141405,44384,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1269,-,+,+,+,+,-,-,-,+,+,-,+,-,137131,65641,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1270,-,+,+,+,+,-,-,-,+,+,+,-,-,5489,46246,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1271,-,+,+,-,-,-,+,-,+,-,-,-,+,142897,46300,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1272,-,+,+,-,-,-,-,-,+,-,-,-,-,142933,46345,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1273,-,+,+,+,+,-,-,-,+,+,-,-,-,158348,65642,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1274,-,+,+,-,+,-,+,-,-,-,-,+,-,143072,46533,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1275,-,+,+,+,+,-,+,+,-,-,-,+,-,143073,46534,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1276,-,+,+,+,+,-,-,-,+,+,-,-,-,143110,46574,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1277,+,+,+,-,-,-,-,-,+,-,-,-,-,143196,46669,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1278,,+,+,-,+,+,-,+,+,-,-,+,+,143237,46727,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1279,-,+,-,-,-,-,-,-,-,-,+,-,-,143240,46730,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1280,-,+,+,+,-,-,-,-,-,-,+,-,-,151,46802,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1281,-,+,+,+,-,-,-,+,-,-,+,+,-,143356,46865,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1282,,+,+,+,+,-,+,-,+,+,-,-,-,143361,46870,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1283,-,+,+,+,-,-,+,-,+,-,-,-,-,143380,46898,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1284,+,+,+,-,-,-,-,-,+,-,-,-,-,143381,46899,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1285,-,+,+,+,+,-,+,+,-,-,+,-,-,143384,46902,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1286,-,+,+,-,-,+,+,-,+,-,-,-,+,141446,44451,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1287,-,+,+,-,-,-,-,-,+,-,-,-,+,143403,46927,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1288,,+,+,+,+,+,-,-,-,-,-,-,-,143406,46931,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1289,-,+,+,+,+,-,-,-,+,+,-,-,-,143440,46971,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1290,-,+,+,+,+,-,-,+,+,-,-,-,-,143448,46979,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1291,-,+,+,+,+,+,-,-,+,-,-,-,+,11746,47054,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1292,,+,+,-,+,-,-,-,+,+,-,-,-,143522,47063,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1293,-,+,+,+,-,-,-,-,-,+,+,-,-,138093,47092,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1294,-,+,-,-,-,+,-,-,+,+,-,-,-,143579,47127,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1295,-,+,-,-,-,-,-,-,+,+,-,-,-,143581,47129,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1296,-,+,-,+,-,-,-,-,+,+,-,-,-,143582,47130,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1297,-,+,-,+,-,+,-,-,+,+,-,-,-,143583,47131,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1298,-,+,+,-,-,-,-,-,+,-,-,-,+,11742,44469,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1299,-,+,+,+,-,-,-,-,-,+,+,-,-,155,65633,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1300,-,+,+,-,+,-,-,-,-,-,-,-,+,143683,47241,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1301,-,+,+,-,+,-,-,+,+,-,-,+,-,143703,47271,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1302,-,+,+,+,+,-,+,-,+,+,-,+,-,143981,47584,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1303,-,+,+,+,+,-,+,-,+,+,-,-,-,143982,47585,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1304,-,+,+,+,-,-,-,-,-,-,+,-,-,143999,47602,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1305,-,+,+,+,+,-,+,-,-,+,-,-,-,154,65608,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1306,-,+,+,-,+,-,-,-,+,-,-,-,+,141216,44145,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1307,-,+,+,+,+,-,+,-,+,+,-,-,-,144137,47746,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1308,-,+,+,+,+,-,+,-,-,-,-,-,-,144196,47815,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1309,-,+,+,+,+,-,-,+,+,-,-,-,-,144226,47850,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1310,-,+,+,-,-,+,+,-,+,-,-,-,-,11704,65609,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1311,-,+,+,+,+,-,-,-,+,+,-,-,+,144252,47893,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1312,+,+,+,-,-,-,+,-,+,-,-,-,-,144254,47895,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1313,-,+,-,-,+,-,+,-,+,-,-,-,-,144272,47926,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1314,-,+,+,+,+,-,-,-,+,+,-,-,-,144361,48030,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1315,-,+,+,+,+,-,+,+,+,+,-,-,-,144397,48067,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1316,-,+,+,+,+,-,-,+,-,-,+,-,-,144581,48266,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1317,-,+,+,-,+,-,+,-,+,+,-,-,-,144591,48276,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1318,-,+,+,-,+,+,-,-,+,-,-,-,+,144619,48313,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1319,-,+,+,-,+,+,-,-,+,-,-,-,+,144620,48314,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1320,-,+,+,-,+,+,-,-,+,-,-,-,+,144622,48316,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1321,-,+,+,-,+,-,-,-,+,-,-,-,+,144625,48319,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1322,-,+,+,-,+,+,-,-,+,-,-,-,+,144626,48320,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1323,-,+,+,-,+,+,-,-,+,-,-,-,+,144627,48321,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1324,-,+,+,-,+,+,-,-,+,-,-,-,+,144633,48327,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1325,-,+,+,+,+,-,-,-,+,-,-,-,-,144743,48456,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1326,+,+,+,+,+,+,+,-,+,+,-,+,+,144747,48460,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1327,-,+,+,+,+,+,+,-,+,+,-,+,+,144748,48461,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1328,-,+,-,+,+,+,+,-,+,-,-,-,+,144750,48463,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1329,,+,+,-,+,-,-,-,+,-,-,+,-,144754,48467,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1330,-,+,+,+,+,+,+,-,+,+,-,+,-,144827,48545,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1331,-,+,+,-,+,-,-,-,+,-,-,-,+,144884,48613,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1332,-,+,+,+,+,-,-,-,+,+,-,-,-,144891,48621,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1333,-,+,+,-,+,+,-,-,+,-,-,-,+,135890,48623,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1334,+,+,-,-,-,-,-,-,+,-,-,-,-,144900,48632,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1335,+,+,+,-,-,-,-,-,+,-,-,-,-,144909,48641,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1336,-,+,-,+,-,-,-,+,+,-,+,-,-,3142,48679,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1337,-,+,+,+,+,-,-,-,-,+,+,-,-,186,48702,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1338,-,+,+,+,+,-,+,-,+,-,-,-,-,144973,48725,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1339,-,+,+,+,+,-,+,+,+,+,-,-,-,144974,48726,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1340,-,+,+,+,+,-,+,+,+,+,-,+,-,144975,48727,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1341,-,+,+,+,+,+,-,-,+,-,-,-,-,144984,48736,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1342,-,+,+,-,+,-,-,-,+,+,-,-,-,144985,48737,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1343,+,+,+,+,+,-,+,+,+,+,-,-,-,144986,48738,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1344,-,+,+,-,+,-,-,-,+,+,-,-,-,144987,48739,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1345,-,+,+,-,+,+,-,-,+,-,-,-,+,144993,48745,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1346,-,+,+,+,+,-,+,-,-,+,-,-,-,145040,48802,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1347,+,+,+,-,+,-,+,-,-,+,-,-,-,145219,49015,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1348,,+,+,+,+,-,+,-,-,+,-,+,+,145221,49017,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1349,+,+,+,-,+,-,+,-,-,+,-,-,-,145238,49034,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1350,-,+,+,-,+,-,-,-,-,-,+,-,-,3123,49045,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1351,-,+,+,+,+,+,+,-,+,+,-,+,+,145258,49057,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1352,-,+,+,-,-,+,-,-,-,-,-,-,-,145271,49073,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1353,-,+,+,-,+,-,+,-,+,-,-,-,+,130521,49074,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1354,-,+,+,-,+,-,-,-,+,+,-,-,-,145272,49075,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1355,-,+,+,+,-,-,-,-,+,+,-,-,-,145339,49154,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1356,-,-,-,-,-,-,-,-,-,-,+,-,-,145370,49185,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1357,-,+,+,+,+,-,+,-,+,+,-,+,-,5964,49222,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1358,-,+,+,-,+,-,-,-,+,+,-,-,-,145406,49223,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1359,-,+,+,-,+,-,-,-,+,+,-,-,-,145562,49413,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1360,-,+,+,+,-,-,-,+,+,-,+,+,-,145712,49591,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1361,-,+,+,+,+,+,+,-,+,+,-,+,+,145732,49611,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1362,-,+,+,-,-,-,+,-,+,-,-,-,+,11703,49650,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1363,-,+,-,-,-,+,+,-,+,-,-,-,-,145972,49875,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1364,-,+,+,+,-,-,-,-,+,-,+,-,-,146209,50176,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1365,+,+,-,-,-,-,-,-,+,-,+,-,-,146374,50375,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1366,+,+,-,-,-,-,-,-,+,-,-,-,-,146375,50376,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1367,+,+,-,-,-,-,-,-,+,-,-,-,-,146376,50377,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1368,+,+,-,-,-,-,-,-,+,-,-,-,-,146377,50378,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1369,+,+,-,-,-,-,-,-,+,-,-,-,-,146378,50379,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1370,+,+,-,-,-,-,-,-,+,-,-,-,-,146379,50380,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1371,+,+,-,-,-,-,-,-,+,-,-,-,-,146380,50381,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1372,+,+,-,-,-,-,-,-,+,-,-,-,-,146381,50382,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1373,+,+,-,-,-,-,-,-,+,-,-,-,-,146382,50383,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1374,+,+,+,-,-,-,-,-,+,-,-,-,-,146383,50384,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1375,+,+,-,-,-,-,-,-,+,-,+,-,-,146384,50385,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1376,+,+,-,-,-,-,-,-,+,-,-,-,-,146385,50386,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1377,+,+,-,-,-,-,-,-,+,-,-,-,-,146386,50387,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1378,+,+,-,-,-,-,-,-,+,-,-,-,-,146387,50388,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1379,+,+,+,-,-,-,-,-,+,-,-,-,-,146388,50389,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1380,+,+,-,-,-,-,-,-,+,-,-,-,-,146389,50390,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1381,+,+,+,-,-,-,-,-,+,-,+,-,-,146390,50391,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1382,-,+,+,-,-,-,-,-,+,-,+,-,-,146391,50392,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1383,+,+,+,-,-,-,-,-,+,-,-,-,-,146391,50392,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1384,+,+,+,-,-,-,-,-,+,-,-,-,-,146392,50393,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1385,+,+,-,-,-,-,-,-,+,-,-,-,-,146393,50394,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1386,+,+,+,-,-,-,-,-,+,-,+,-,-,146394,50395,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1387,+,+,+,-,-,-,-,-,+,-,-,-,-,146395,50396,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1388,+,+,+,-,-,-,-,-,+,-,-,-,-,146396,50397,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1389,+,+,+,-,-,-,+,-,+,-,+,-,-,146397,50398,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1390,+,+,+,+,-,-,-,-,+,-,+,-,-,146398,50399,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1391,+,+,-,-,-,-,-,-,+,-,-,-,-,146399,50400,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1392,+,+,-,-,-,-,-,-,+,-,-,-,-,146400,50401,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1393,+,+,+,-,-,-,-,-,+,-,-,-,-,146401,50402,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1394,+,+,+,-,-,-,-,-,+,-,-,-,-,146402,50403,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1395,+,+,+,-,-,-,-,-,+,-,-,-,-,146403,50404,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1396,+,+,-,-,-,-,+,-,+,-,-,-,-,146404,50405,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1397,+,+,+,-,-,-,-,-,+,-,+,-,-,146405,50406,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1398,+,+,+,+,-,-,-,-,+,-,-,-,-,146406,50407,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1399,+,+,+,-,-,-,-,-,+,-,-,-,-,146407,50408,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1400,+,+,+,-,-,-,-,-,+,-,-,-,-,146408,50409,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1401,+,+,-,-,-,-,-,-,+,-,+,-,-,146409,50410,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1402,+,+,+,-,-,-,-,-,+,-,-,-,-,146410,50411,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1403,+,+,-,-,-,-,-,-,+,-,-,-,-,146411,50412,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1404,+,+,+,-,-,-,-,-,+,-,-,-,-,146412,50413,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1405,-,+,-,-,-,-,+,-,+,-,+,-,-,146413,50414,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1406,+,+,+,-,-,-,+,-,+,-,+,-,-,146413,50414,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1407,+,+,+,-,-,-,-,-,+,-,+,-,-,146414,50415,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1408,+,+,-,-,-,-,-,-,+,-,+,-,-,146415,50416,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1409,+,+,+,-,-,-,-,-,+,-,-,-,-,146416,50417,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1410,+,+,+,-,-,-,-,-,+,-,-,-,-,146418,50419,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1411,+,+,+,-,-,-,-,-,+,-,-,-,-,146419,50420,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1412,+,+,-,-,-,-,-,-,+,-,-,-,-,146420,50421,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1413,+,+,-,-,-,-,-,-,+,-,-,-,-,146421,50422,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1414,+,+,-,-,-,-,-,-,+,-,-,-,-,146422,50423,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1415,+,+,+,-,-,-,-,-,+,-,-,-,-,146423,50424,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1416,-,+,+,+,+,-,-,+,+,+,-,-,-,146450,50462,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1417,-,+,+,+,+,-,-,+,+,+,-,-,-,146472,50494,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1418,-,+,-,-,-,-,-,-,-,-,+,-,-,146504,50529,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1419,-,+,+,-,+,-,-,-,+,-,-,-,-,146506,50531,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1420,-,-,-,-,-,+,-,+,-,-,+,-,-,146538,50570,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1421,-,+,-,+,+,+,+,-,+,-,-,-,-,146550,50583,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1422,+,+,-,-,-,-,-,-,+,-,-,-,-,146563,50596,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1423,-,+,+,+,+,-,-,-,+,-,+,-,-,146564,50597,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1424,+,+,+,+,-,-,-,-,+,-,-,-,-,146565,50598,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1425,+,+,+,-,-,-,-,-,+,-,-,-,-,146566,50599,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1426,+,+,+,+,-,-,-,-,+,-,+,-,-,146567,50600,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1427,+,+,+,+,-,-,-,-,+,-,-,-,-,146568,50601,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1428,+,+,+,-,-,-,-,-,+,-,-,-,-,146569,50602,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1429,+,+,+,+,-,-,-,-,+,-,-,-,-,146570,50603,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1430,+,+,-,-,-,-,-,-,+,-,-,-,-,146571,50604,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1431,-,+,+,+,-,-,-,+,-,-,-,-,-,6558,50607,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1432,-,+,+,+,-,-,-,+,-,-,+,+,-,146590,50631,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1433,-,+,-,-,-,-,+,-,+,-,-,-,+,146592,50633,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1434,-,+,+,+,+,-,-,-,+,+,-,+,-,146593,50634,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1435,-,+,+,+,+,-,-,-,-,+,+,-,-,146604,50646,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1436,+,+,+,-,-,-,-,-,+,-,-,-,-,146606,50649,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1437,+,+,+,+,-,-,-,-,+,-,-,-,-,146607,50650,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1438,+,+,+,+,-,-,-,-,+,-,-,-,-,146608,50651,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1439,-,+,+,+,-,-,-,-,+,-,-,-,-,146609,50652,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1440,-,+,+,-,+,-,-,-,+,-,-,-,+,146624,50669,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1441,-,+,+,+,+,-,+,-,+,-,-,-,+,146648,50695,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1442,-,+,+,+,+,-,-,-,+,+,-,+,-,146654,50702,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1443,-,+,+,-,+,-,+,-,+,-,-,+,-,146655,50703,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1444,-,+,+,+,+,-,-,-,-,-,+,-,-,146657,50705,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1445,-,+,-,-,-,-,-,-,+,+,-,-,-,146681,50729,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
