ID_kit_api_NH,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,ID_strains,ID_reference,manual_annotation,created_NH,modify_in_pgsql_NH,ID_tbl_api_NH,last_change
2598,+,+,+,+,-,+,+,+,+,-,+,-,-,11689,8234,1,2007-10-30 00:00:00,2016-01-18 08:02:53,150.0,2019-11-20 06:22:49
2597,+,+,+,+,-,-,-,+,+/-,-,-,-,-,11723,8228,1,2007-09-05 00:00:00,2016-01-18 08:02:53,149.0,2019-11-20 06:22:49
2596,+/-,-,-,+/-,+,-,+,+,-,+,+,-,-,6750,8039,1,2009-09-30 00:00:00,2016-01-18 08:02:53,148.0,2019-11-20 06:22:49
2595,+/-,-,-,-,+,-,+,+,-,-,+,-,-,6750,8039,1,2010-05-17 00:00:00,2016-01-18 08:02:53,147.0,2019-11-20 06:22:49
2594,+,+,+,+,-,-,-,-,-,+,+,-,-,10489,7948,1,2007-04-13 00:00:00,2016-01-18 08:02:53,146.0,2019-11-20 06:22:49
2593,+,+,-,+,-,-,-,+,+,-,-,-,-,11725,7946,1,2007-07-31 00:00:00,2016-01-18 08:02:53,145.0,2019-11-20 06:22:49
2592,+,+,-,+,-,-,-,+,+,-,-,-,-,11722,7943,1,2007-07-31 00:00:00,2016-01-18 08:02:53,144.0,2019-11-20 06:22:49
2591,+,+,-,+,-,-,-,-,-,-,+/-,-,-,10491,7939,1,2007-03-16 00:00:00,2016-01-18 08:02:53,143.0,2019-11-20 06:22:49
2590,+,+,-,+,-,-,-,-,-,-,+,-,-,10491,7939,1,2007-04-03 00:00:00,2016-01-18 08:02:53,142.0,2019-11-20 06:22:49
2589,-,-,-,-,-,-,+,-,-,-,,-,-,8171,7938,1,2007-04-23 00:00:00,2016-01-18 08:02:53,141.0,2019-11-20 06:22:49
2588,+,+,-,+,-,-,-,+,-,-,+,-,-,11695,7589,1,2011-04-11 00:00:00,2016-01-18 08:02:53,139.0,2019-11-20 06:22:49
2587,+,+/-,-,+,-,-,-,+,-,-,+,-,-,11695,7589,1,2006-09-13 00:00:00,2016-01-18 08:02:53,138.0,2019-11-20 06:22:49
2586,+,+,-,+,-,-,-,+,-,-,-,-,-,11694,7586,1,2009-11-04 00:00:00,2016-01-18 08:02:53,137.0,2019-11-20 06:22:49
2585,+,+,-,+/-,-,-,-,+,-,-,-,-,-,11694,7586,1,2009-11-26 00:00:00,2016-01-18 08:02:53,136.0,2019-11-20 06:22:49
2584,+,+,+,+,-,-,-,+,+,-,+,-,-,11693,7440,1,2006-05-11 00:00:00,2016-01-18 08:02:53,135.0,2019-11-20 06:22:49
2583,-,-,-,-,-,-,+,-,-,-,-,-,-,8166,7376,1,2006-03-29 00:00:00,2016-01-18 08:02:53,134.0,2019-11-20 06:22:49
2582,-,-,-,-,-,-,+/-,+/-,-,-,+/-,-,-,8169,7271,1,2014-11-04 00:00:00,2016-01-18 08:02:53,133.0,2019-11-20 06:22:49
2581,-,-,-,-,-,-,+,-,-,-,-,-,-,8165,7352,1,2006-03-22 00:00:00,2016-01-18 08:02:53,132.0,2019-11-20 06:22:49
2580,-,-,-,-,-,-,-,-,-,-,-,-,-,17828,7198,1,2006-02-09 00:00:00,2016-01-18 08:02:53,131.0,2019-11-20 06:22:49
2579,+,+,+,+,-,-,-,-,-,+,+,-,-,10483,7155,1,2005-11-23 00:00:00,2016-01-18 08:02:53,130.0,2019-11-20 06:22:49
2578,+,+,+,+,-,-,-,-,-,+,+,-,-,10483,7155,1,2015-10-08 00:00:00,2016-01-18 08:02:53,129.0,2019-11-20 06:22:49
2577,-,-,-,-,-,-,-,-,-,+,-,-,-,10482,7154,1,2005-11-23 00:00:00,2016-01-18 08:02:53,128.0,2019-11-20 06:22:49
2576,+,+/-,-,-,-,-,-,+/-,-,+,-,-,-,10481,7129,1,2005-11-09 00:00:00,2016-01-18 08:02:53,127.0,2019-11-20 06:22:49
2575,+,-,-,-,-,-,+,+,-,-,+,-,-,6733,7106,1,2010-05-05 00:00:00,2016-01-18 08:02:53,126.0,2019-11-20 06:22:49
2574,+,-,-,-,-,-,-,+,-,+,+,-,-,10480,7097,1,2005-10-18 00:00:00,2016-01-18 08:02:53,125.0,2019-11-20 06:22:49
2573,+,+/-,-,-,-,-,-,-,-,+,-,-,-,10479,7096,1,2005-10-18 00:00:00,2016-01-18 08:02:53,124.0,2019-11-20 06:22:49
2572,+,+,+,+,-,-,-,-,-,+,+,-,-,10469,7084,1,2005-10-18 00:00:00,2016-01-18 08:02:53,123.0,2019-11-20 06:22:49
2571,+,-,+,-,-,-,-,-,-,+,-,-,-,10478,7083,1,2011-10-11 00:00:00,2016-01-18 08:02:53,122.0,2019-11-20 06:22:49
2570,-,-,-,+,-,-,-,-,-,-,-,-,-,10478,7083,1,2005-10-26 00:00:00,2016-01-18 08:02:53,121.0,2019-11-20 06:22:49
2569,+,+,-,+,+,+,-,+,+/-,-,+,-,-,11734,7014,1,2007-10-02 00:00:00,2016-01-18 08:02:53,120.0,2019-11-20 06:22:49
2568,+,+,-,-,-,+,-,-,+,-,-,+,-,11675,7013,1,2005-08-16 00:00:00,2016-01-18 08:02:53,119.0,2019-11-20 06:22:49
2761,-,+,-,+,-,+,-,-,+,-,-,+,-,10476,18133,1,2019-01-30 00:00:00,2019-01-30 14:30:04,331.0,2019-11-20 06:22:49
2567,+,+,+,+,-,-,-,+,+,-,+,-,-,11709,6847,1,2005-05-13 00:00:00,2016-01-18 08:02:53,118.0,2019-11-20 06:22:49
2566,+,+,-,-,-,-,-,-,-,-,-,-,-,8164,6845,1,2005-04-19 00:00:00,2016-01-18 08:02:53,117.0,2019-11-20 06:22:49
2565,+,+,+,+,-,-,+/-,+,-,-,-,+,-,2234,6817,1,2005-04-27 00:00:00,2016-01-18 08:02:53,116.0,2019-11-20 06:22:49
2564,+,+,-,+,-,-,-,+,+,-,+,-,-,11697,6629,1,2012-05-15 00:00:00,2016-01-18 08:02:53,115.0,2019-11-20 06:22:49
2562,+,+,-,+,-,-,-,+,+/-,,,-,+/-,11697,6629,1,2004-11-05 00:00:00,2016-01-18 08:02:53,113.0,2019-11-20 06:22:49
2561,-,-,-,-,-,-,-,+,-,-,+/-,-,-,6706,6388,1,2011-01-31 00:00:00,2016-01-18 08:02:53,112.0,2019-11-20 06:22:49
2560,+,+,-,-,-,-,-,+,-,-,-,+,-,11729,6166,1,2003-12-09 00:00:00,2016-01-18 08:02:53,111.0,2019-11-20 06:22:49
2559,+,+,-,+,+,-,+,+,-,-,-,+,-,11729,6166,1,2008-07-31 00:00:00,2016-01-18 08:02:53,110.0,2019-11-20 06:22:49
2558,+/-,-,-,-,-,+,+/-,+,-,-,+,-,,5632,6130,1,2003-10-15 00:00:00,2016-01-18 08:02:53,109.0,2019-11-20 06:22:49
2557,+,-,+,-,-,+,+,+,-,-,+,-,-,5632,6130,1,2011-11-15 00:00:00,2016-01-18 08:02:53,108.0,2019-11-20 06:22:49
2760,+,-,+,-,+,-,-,-,-,-,-,-,,132625,24414,1,2019-01-30 00:00:00,2019-01-30 14:15:03,330.0,2019-11-20 06:22:49
2556,+,+,-,-,-,-,+,+/-,-,-,-,+,-,11748,6096,1,2003-07-24 00:00:00,2016-01-18 08:02:53,107.0,2019-11-20 06:22:49
2555,+,+,-,+,-,-,-,+,+,+/-,-,-,-,11750,5984,1,2003-04-02 00:00:00,2016-01-18 08:02:53,106.0,2019-11-20 06:22:49
2554,+,+,-,+,-,-,-,+,-,-,+,-,-,11749,5983,1,2003-04-04 00:00:00,2016-01-18 08:02:53,105.0,2019-11-20 06:22:49
2553,+,-,+/-,-,-,-,-,-,-,+/-,+/-,-,-,10474,5939,1,2003-02-25 00:00:00,2016-01-18 08:02:53,104.0,2019-11-20 06:22:49
2552,+,-,+,-,-,-,-,-,-,-,+,-,-,10475,5940,1,2003-03-25 00:00:00,2016-01-18 08:02:53,103.0,2019-11-20 06:22:49
2550,+,+,+,-,-,-,-,-,-,+,-,-,-,10472,5723,1,2004-06-03 00:00:00,2016-01-18 08:02:53,101.0,2019-11-20 06:22:49
2549,+,+,+,+,-,-,-,-,-,+,-,-,-,10472,5723,1,2006-03-14 00:00:00,2016-01-18 08:02:53,100.0,2019-11-20 06:22:49
2548,+,-,-,-,-,-,-,-,-,+,-,-,-,10472,5723,1,2006-03-21 00:00:00,2016-01-18 08:02:53,99.0,2019-11-20 06:22:49
2547,+,-,-,-,-,-,-,-,-,+,-,-,,10472,5723,1,2002-08-15 00:00:00,2016-01-18 08:02:53,98.0,2019-11-20 06:22:49
2546,+,+,-,+,-,-,-,-,-,+,-,-,-,10472,5723,1,2004-05-13 00:00:00,2016-01-18 08:02:53,97.0,2019-11-20 06:22:49
2545,+,-,-,-,-,-,-,-,-,+,-,-,-,10472,5723,1,2013-06-05 00:00:00,2016-01-18 08:02:53,96.0,2019-11-20 06:22:49
2544,+/-,-,-,-,-,+,+,-,-,-,+,-,-,368,5043,1,2010-04-13 00:00:00,2016-01-18 08:02:53,95.0,2019-11-20 06:22:49
2543,+,+,+,+,-,+,-,-,-,-,+,-,-,376,5042,1,2008-04-23 00:00:00,2016-01-18 08:02:53,94.0,2019-11-20 06:22:49
2542,+/-,-,-,-,-,+,-,+,-,-,-,-,-,376,5042,1,2005-09-27 00:00:00,2016-01-18 08:02:53,93.0,2019-11-20 06:22:49
2541,+,+,-,-,+,+/-,+,-,-,-,+,-,+,1882,5001,1,2007-08-15 00:00:00,2016-01-18 08:02:53,92.0,2019-11-20 06:22:49
2540,+,-,-,-,-,-,+,+/-,-,-,+,-,-,17869,4604,1,2011-01-10 00:00:00,2016-01-18 08:02:53,91.0,2019-11-20 06:22:49
2539,+,+,+/-,-,-,-,+,+,-,+,+,-,-,17869,4604,1,2006-12-08 00:00:00,2016-01-18 08:02:53,90.0,2019-11-20 06:22:49
2538,+,+,+,+,+,+,+,+,+,+,+,-,+,17869,4604,1,2010-12-23 00:00:00,2016-01-18 08:02:53,89.0,2019-11-20 06:22:49
2537,-,-,-,-,-,-,+,-,-,-,-,-,-,8162,4573,1,2006-08-03 00:00:00,2016-01-18 08:02:53,88.0,2019-11-20 06:22:49
2536,+,+,+,+,+,+,-,+,-,-,-,+,-,11702,4561,1,2011-01-14 00:00:00,2016-01-18 08:02:53,87.0,2019-11-20 06:22:49
2535,+,+/-,-,-,+,+,-,+,-,-,-,+,-,11702,4561,1,2013-11-01 00:00:00,2016-01-18 08:02:53,86.0,2019-11-20 06:22:49
2534,+,+/-,-,-,-,+,-,+,-,-,-,+,-,11702,4561,1,2004-02-11 00:00:00,2016-01-18 08:02:53,85.0,2019-11-20 06:22:49
2533,+,+,-,-,+,+,-,+,-,-,-,+,-,11702,4561,1,2000-10-10 00:00:00,2016-01-18 08:02:53,84.0,2019-11-20 06:22:49
2532,-,-,-,-,+,-,-,-,-,-,+,-,-,2131,4316,1,2005-02-10 00:00:00,2016-01-18 08:02:53,83.0,2019-11-20 06:22:49
2531,+,+,-,-,-,-,-,+,-,-,+,-,-,11754,4215,1,2000-01-12 00:00:00,2016-01-18 08:02:53,82.0,2019-11-20 06:22:49
2530,+,+,-,-,-,-,-,+,-,-,+,-,-,11754,4215,1,2005-01-25 00:00:00,2016-01-18 08:02:53,81.0,2019-11-20 06:22:49
2529,+,+,+,-,-,-,-,+,-,-,+,-,-,11754,4215,1,2012-05-09 00:00:00,2016-01-18 08:02:53,80.0,2019-11-20 06:22:49
2528,+,+,+,+,-,-,-,+,-,-,+,-,-,11754,4215,1,2010-03-18 00:00:00,2016-01-18 08:02:53,79.0,2019-11-20 06:22:49
2527,+,+,+/-,-,-,-,-,+,-,-,+,-,-,11753,4214,1,2010-12-06 00:00:00,2016-01-18 08:02:53,78.0,2019-11-20 06:22:49
2526,+,-,-,-,+,+,-,+,-,-,-,,-,11701,4213,1,2007-03-06 00:00:00,2016-01-18 08:02:53,77.0,2019-11-20 06:22:49
2525,-,-,-,-,-,-,-,+,-,-,+,-,-,366,4030,1,2000-05-04 00:00:00,2016-01-18 08:02:53,76.0,2019-11-20 06:22:49
2524,-,-,-,-,-,-,-,+,+/-,-,+,-,-,366,4030,1,2008-01-15 00:00:00,2016-01-18 08:02:53,75.0,2019-11-20 06:22:49
2523,-,-,-,-,-,-,-,+,-,-,-,-,-,366,4030,1,2015-04-27 00:00:00,2016-01-18 08:02:53,74.0,2019-11-20 06:22:49
2522,+,+,+,+,-,-,-,+,-,-,-,-,-,11721,3966,1,2001-09-04 00:00:00,2016-01-18 08:02:53,73.0,2019-11-20 06:22:49
2521,+,+,+,+,-,-,-,+,-,-,-,-,-,11721,3966,1,2010-02-03 00:00:00,2016-01-18 08:02:53,72.0,2019-11-20 06:22:49
2520,-,-,-,-,-,+,+,-,-,-,+,-,-,375,3892,1,2014-05-08 00:00:00,2016-01-18 08:02:53,71.0,2019-11-20 06:22:49
2519,+,-,+,-,-,-,-,-,-,-,+,-,-,10473,3758,1,2008-07-29 00:00:00,2016-01-18 08:02:53,70.0,2019-11-20 06:22:49
2518,+,-,+,-,-,-,-,-,-,-,+,-,-,10473,3758,1,2000-07-20 00:00:00,2016-01-18 08:02:53,69.0,2019-11-20 06:22:49
2517,+,-,+,-,-,-,-,-,-,-,+,-,-,10473,3758,1,2005-12-07 00:00:00,2016-01-18 08:02:53,68.0,2019-11-20 06:22:49
2516,+,-,+/-,-,-,-,-,-,-,-,+,-,-,10473,3758,1,2006-06-16 00:00:00,2016-01-18 08:02:53,67.0,2019-11-20 06:22:49
2515,+,-,-,-,-,-,-,-,-,-,+/-,-,-,10473,3758,1,2006-07-25 00:00:00,2016-01-18 08:02:53,66.0,2019-11-20 06:22:49
2514,+/-,-,+/-,+/-,-,-,-,-,-,-,+,-,-,10473,3758,1,2011-05-24 00:00:00,2016-01-18 08:02:53,65.0,2019-11-20 06:22:49
2513,+,+,-,-,-,+,-,+,-,-,-,+,-,11700,3773,1,2000-12-01 00:00:00,2016-01-18 08:02:53,64.0,2019-11-20 06:22:49
2512,+,-,-,-,+,+,-,+,-,-,-,+,-,11700,3773,1,2008-11-03 00:00:00,2016-01-18 08:02:53,63.0,2019-11-20 06:22:49
2511,+,+,-,-,+,+,-,+,-,-,-,+,-,11699,3772,1,2011-02-04 00:00:00,2016-01-18 08:02:53,62.0,2019-11-20 06:22:49
2510,+,-,-,-,-,-,-,-,-,+,-,-,-,10471,3508,1,2007-06-26 00:00:00,2016-01-18 08:02:53,61.0,2019-11-20 06:22:49
2509,+,-,-,-,-,-,-,-,-,+,-,-,-,10471,3508,1,2013-11-13 00:00:00,2016-01-18 08:02:53,60.0,2019-11-20 06:22:49
2508,+,-,-,-,-,-,-,-,-,+,-,-,-,10471,3508,1,2014-09-30 00:00:00,2016-01-18 08:02:53,59.0,2019-11-20 06:22:49
2507,+,-,-,-,-,-,-,-,-,+,-,-,-,10471,3508,1,2012-06-13 00:00:00,2016-01-18 08:02:53,58.0,2019-11-20 06:22:49
2506,+,-,-,-,-,-,-,-,-,+,-,-,-,10471,3508,1,2010-03-26 00:00:00,2016-01-18 08:02:53,57.0,2019-11-20 06:22:49
2505,+,-,-,-,-,-,-,-,-,+,-,-,-,10470,3507,1,2011-06-16 00:00:00,2016-01-18 08:02:53,56.0,2019-11-20 06:22:49
2504,-,-,-,-,-,-,-,-,-,+,-,-,-,10470,3507,1,2012-08-01 00:00:00,2016-01-18 08:02:53,55.0,2019-11-20 06:22:49
2503,+,-,-,-,-,-,+/-,+/-,-,+,-,-,-,10470,3507,1,2014-10-28 00:00:00,2016-01-18 08:02:53,54.0,2019-11-20 06:22:49
2502,+,-,-,-,-,-,-,-,-,+,+,-,-,10470,3507,1,2010-01-12 00:00:00,2016-01-18 08:02:53,53.0,2019-11-20 06:22:49
2501,-,-,-,-,-,-,+,-,-,-,-,-,-,8161,3484,1,2015-07-21 00:00:00,2016-01-18 08:02:53,52.0,2019-11-20 06:22:49
2500,-,-,-,-,-,-,+,-,-,-,-,-,-,8161,3484,1,2011-02-01 00:00:00,2016-01-18 08:02:53,51.0,2019-11-20 06:22:49
2499,+,+,+,+,+,-,-,+,+,-,+,-,,11707,3450,1,2002-12-17 00:00:00,2016-01-18 08:02:53,50.0,2019-11-20 06:22:49
2498,+,+,+,+,+,-,+/-,+,+/-,-,-,-,,11707,3450,1,2003-11-18 00:00:00,2016-01-18 08:02:53,49.0,2019-11-20 06:22:49
2497,+,+,+,+,+,-,-,+,+,-,-,-,-,11707,3450,1,2011-04-19 00:00:00,2016-01-18 08:02:53,48.0,2019-11-20 06:22:49
2496,+,+,+,+,+,-,-,+,+,-,+,-,-,11707,3450,1,2014-07-22 00:00:00,2016-01-18 08:02:53,47.0,2019-11-20 06:22:49
2495,-,-,-,-,+,+,-,-,-,-,+,-,,2094,3369,1,2002-04-23 00:00:00,2016-01-18 08:02:53,46.0,2019-11-20 06:22:49
2494,+,+,+,+,-,-,+,-,-,-,+,+,-,2233,3256,1,2008-04-25 00:00:00,2016-01-18 08:02:53,45.0,2019-11-20 06:22:49
2493,+,+,+,-,-,-,-,+,-,-,+,-,-,11752,3255,1,2011-07-19 00:00:00,2016-01-18 08:02:53,44.0,2019-11-20 06:22:49
2492,+,+,-,-,-,-,-,+,-,-,+,-,-,11752,3255,1,2013-11-14 00:00:00,2016-01-18 08:02:53,43.0,2019-11-20 06:22:49
2491,+,+,+,-,-,-,-,+,-,-,+,-,-,11752,3255,1,2009-06-12 00:00:00,2016-01-18 08:02:53,42.0,2019-11-20 06:22:49
2490,+,+,-,-,-,-,-,+,-,-,+,-,-,11752,3255,1,2007-10-16 00:00:00,2016-01-18 08:02:53,41.0,2019-11-20 06:22:49
2489,-,-,-,-,-,-,-,-,-,-,+,+,-,355,3204,1,2003-05-12 00:00:00,2016-01-18 08:02:53,40.0,2019-11-20 06:22:49
2488,+,+/-,-,+/-,-,-,-,+,-,-,+,-,-,6726,3194,1,2010-03-18 00:00:00,2016-01-18 08:02:53,39.0,2019-11-20 06:22:49
2487,-,-,-,-,-,-,+/-,+,-,-,+,-,-,6712,3193,1,2012-06-26 00:00:00,2016-01-18 08:02:53,38.0,2019-11-20 06:22:49
2486,+,+,+,+,+/-,-,-,+,-,-,+,-,-,6712,3193,1,2010-11-09 00:00:00,2016-01-18 08:02:53,37.0,2019-11-20 06:22:49
2485,+,+/-,-,-,-,-,+,+,-,-,+,-,-,6712,3193,1,2010-05-26 00:00:00,2016-01-18 08:02:53,36.0,2019-11-20 06:22:49
2484,+,+,+,+,-,-,-,+,+,+,+,-,-,5490,3090,1,2008-03-05 00:00:00,2016-01-18 08:02:53,35.0,2019-11-20 06:22:49
2483,-,-,-,-,-,-,+,+,-,-,+,-,-,8160,2942,1,2010-03-04 00:00:00,2016-01-18 08:02:53,34.0,2019-11-20 06:22:49
2482,+/-,-,-,-,-,-,+/-,+/-,-,-,-,-,-,8157,2941,1,2009-09-02 00:00:00,2016-01-18 08:02:53,33.0,2019-11-20 06:22:49
2481,-,-,-,-,-,-,+/-,+/-,-,-,-,-,-,8157,2941,1,2014-09-30 00:00:00,2016-01-18 08:02:53,32.0,2019-11-20 06:22:49
2480,-,-,-,-,+,-,+,+,-,-,+,-,-,8156,2616,1,2010-01-19 00:00:00,2016-01-18 08:02:53,31.0,2019-11-20 06:22:49
2479,+/-,-,-,-,-,-,+,-,-,-,+,-,-,8153,2595,1,2005-09-01 00:00:00,2016-01-18 08:02:53,30.0,2019-11-20 06:22:49
2478,-,-,-,-,-,-,+,-,-,-,-,-,-,8151,2594,1,2010-02-03 00:00:00,2016-01-18 08:02:53,29.0,2019-11-20 06:22:49
2477,-,-,-,-,+/-,-,-,-,-,-,+,-,-,374,2227,1,2011-04-21 00:00:00,2016-01-18 08:02:53,28.0,2019-11-20 06:22:49
2476,-,-,-,-,-,-,-,-,-,-,+,-,-,374,2227,1,2014-05-16 00:00:00,2016-01-18 08:02:53,27.0,2019-11-20 06:22:49
2475,-,-,-,-,-,-,-,-,-,-,+,-,-,374,2227,1,2007-11-30 00:00:00,2016-01-18 08:02:53,26.0,2019-11-20 06:22:49
2474,-,-,-,-,-,-,-,-,-,-,+,-,-,374,2227,1,2005-02-23 00:00:00,2016-01-18 08:02:53,25.0,2019-11-20 06:22:49
2473,-,-,-,-,-,-,-,-,-,-,+,-,-,374,2227,1,2001-03-05 00:00:00,2016-01-18 08:02:53,24.0,2019-11-20 06:22:49
2472,+,+,-,-,-,-,-,+,+,-,-,-,-,11720,1981,1,2006-09-19 00:00:00,2016-01-18 08:02:53,23.0,2019-11-20 06:22:49
2471,+,+,-,+,+,-,+,+,-,-,-,+,-,11733,1980,1,2008-02-12 00:00:00,2016-01-18 08:02:53,22.0,2019-11-20 06:22:49
2470,+,+,-,+,+,-,+,+,-,-,+,+,+,11732,1979,1,2001-08-23 00:00:00,2016-01-18 08:02:53,21.0,2019-11-20 06:22:49
2469,+,+,-,-,-,-,+,-,+,-,-,-,-,5367,1916,1,2013-03-11 00:00:00,2016-01-18 08:02:53,20.0,2019-11-20 06:22:49
2468,-,-,-,-,-,+/-,-,-,-,-,+,-,+,373,1880,1,2000-07-31 00:00:00,2016-01-18 08:02:53,19.0,2019-11-20 06:22:49
2467,-,-,-,-,-,-,-,-,-,-,+,-,-,371,1878,1,2000-12-13 00:00:00,2016-01-18 08:02:53,18.0,2019-11-20 06:22:49
2466,-,-,-,-,-,-,-,-,-,-,+,-,-,371,1878,1,2012-12-06 00:00:00,2016-01-18 08:02:53,17.0,2019-11-20 06:22:49
2465,+/-,-,-,-,-,+,-,-,-,-,+,-,-,367,1875,1,2005-11-16 00:00:00,2016-01-18 08:02:53,16.0,2019-11-20 06:22:49
2464,-,-,-,-,-,+,+,-,-,-,+,-,-,367,1875,1,2010-11-01 00:00:00,2016-01-18 08:02:53,15.0,2019-11-20 06:22:49
2463,+,-,+,-,-,-,-,-,+,+,-,-,-,10467,1686,1,2000-01-21 00:00:00,2016-01-18 08:02:53,14.0,2019-11-20 06:22:49
2462,+,-,+,-,-,-,-,-,+,+,-,-,-,10467,1686,1,2004-06-30 00:00:00,2016-01-18 08:02:53,13.0,2019-11-20 06:22:49
2461,+,-,+,-,-,-,-,-,+,+,-,-,-,10467,1686,1,2013-02-27 00:00:00,2016-01-18 08:02:53,12.0,2019-11-20 06:22:49
2460,+,+,-,-,-,+,-,+,-,-,-,+,-,11698,1685,1,2000-02-03 00:00:00,2016-01-18 08:02:53,11.0,2019-11-20 06:22:49
2459,+,+,-,+/-,-,+,-,+,-,-,-,+,-,11698,1685,1,2009-02-26 00:00:00,2016-01-18 08:02:53,10.0,2019-11-20 06:22:49
2458,+,+/-,-,-,-,+,-,+,-,-,-,+,-,11698,1685,1,2010-09-08 00:00:00,2016-01-18 08:02:53,9.0,2019-11-20 06:22:49
2457,+,+,-,-,-,+,-,+,-,-,-,+,-,11698,1685,1,2013-11-08 00:00:00,2016-01-18 08:02:53,8.0,2019-11-20 06:22:49
2456,+,+,+/-,+/-,-,+,-,+,-,-,-,+,-,11698,1685,1,2012-03-14 00:00:00,2016-01-18 08:02:53,7.0,2019-11-20 06:22:49
2455,+,+,+,+,-,-,-,-,-,+,-,-,-,10468,1807,1,2004-12-14 00:00:00,2016-01-18 08:02:53,6.0,2019-11-20 06:22:49
2454,+,+,+,+,+/-,-,-,-,-,+,+,-,-,10468,1807,1,2010-05-27 00:00:00,2016-01-18 08:02:53,5.0,2019-11-20 06:22:49
2453,+/-,-,-,-,-,-,-,-,-,+,-,-,-,10466,1806,1,2011-05-24 00:00:00,2016-01-18 08:02:53,4.0,2019-11-20 06:22:49
2452,-,-,-,-,-,-,-,-,-,+,-,-,-,10466,1806,1,2004-12-15 00:00:00,2016-01-18 08:02:53,3.0,2019-11-20 06:22:49
2451,+,-,-,-,-,-,-,-,-,+,-,-,-,10466,1806,1,2004-11-24 00:00:00,2016-01-18 08:02:53,2.0,2019-11-20 06:22:49
2450,+,+,+,+,-,-,-,-,-,-,+/-,-,-,17860,575,1,2008-02-20 00:00:00,2016-01-18 08:02:53,1.0,2019-11-20 06:22:49
1243,-,+,+,+,-,-,-,-,-,-,+,-,-,142033,45260,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1244,-,+,+,+,-,-,-,-,-,+,+,-,-,142095,45327,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1245,-,+,-,-,+,-,+,-,+,-,-,-,-,142149,45391,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1246,-,+,+,+,+,-,-,-,+,+,-,+,-,142307,45572,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1247,,+,+,-,+,-,+,+,+,+,-,+,-,142312,45578,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1248,-,+,+,+,+,-,-,-,+,+,-,-,-,142313,45579,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1249,,+,+,-,+,-,-,-,+,-,-,+,-,141369,44339,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1250,-,+,+,-,-,-,-,-,+,-,-,+,-,141371,44341,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1251,-,+,+,-,+,-,-,-,-,-,+,+,-,142403,45684,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1252,-,+,+,-,+,-,-,-,+,-,-,-,-,142404,45686,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1253,-,+,-,-,-,-,-,-,-,-,+,-,-,142443,45731,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1254,-,+,+,+,+,-,+,-,+,-,-,-,+,142445,45733,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1255,-,+,+,-,+,+,+,-,+,-,-,-,-,142516,45817,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1256,-,+,+,+,-,+,-,-,+,-,-,+,+,142605,45924,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1257,-,-,-,-,-,-,-,-,-,-,-,+,-,355,65625,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1258,,+,+,-,+,-,+,-,+,-,-,-,-,142640,45964,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1259,-,+,+,+,+,+,+,-,+,+,-,+,+,142680,46011,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1260,-,+,-,-,+,-,+,-,+,-,-,-,-,142689,46026,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1261,+,+,+,-,-,-,-,-,+,-,-,-,-,142717,46063,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1262,-,+,+,+,-,-,-,-,-,+,+,-,-,142718,46064,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1263,-,+,+,+,-,-,-,-,-,-,+,-,-,142719,46065,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1264,-,+,-,+,+,-,-,-,+,+,+,+,-,142751,46101,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
1265,-,+,+,+,+,-,-,+,+,+,+,+,-,142752,46102,1,2019-11-19 10:17:01,2019-11-19 09:17:01,,2019-11-19 09:17:01
