ID_kit_api_50CHac,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,cupule_33,cupule_34,cupule_35,cupule_36,cupule_37,cupule_38,cupule_39,cupule_40,cupule_41,cupule_42,cupule_43,cupule_44,cupule_45,cupule_46,cupule_47,cupule_48,cupule_49,cupule_50,ID_strains,ID_reference,manual_annotation,created_50CHac,modify_in_pgsql_50CHac,ID_tbl_api_50CHac,last_change
3572,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148252,52519,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3573,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,+,-,-,148266,52533,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3574,-,-,-,-,-,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148267,52534,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3575,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,+,-,+,-,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,148293,52565,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3576,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148331,52616,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3577,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,148364,52650,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3578,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,-,-,+,-,-,-,-,+,-,-,148380,52667,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3579,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,148394,52682,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3580,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148417,52706,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3581,-,-,-,-,+,+,+,-,+,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,148463,52763,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3582,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148465,52765,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3583,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148489,52804,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3584,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,137125,52827,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3585,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,148528,52847,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3586,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,148546,52866,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3587,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,-,+,+,+,-,+,+,-,+,+,+,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,148549,52869,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3588,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,148550,52870,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3589,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,148560,52880,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3590,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,148567,52887,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3591,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,148590,52911,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3592,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148608,52930,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3593,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148893,53225,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3594,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148945,53277,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3595,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,148957,53291,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3596,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,148969,53303,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3597,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149063,53405,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3598,-,-,-,-,+,+,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,137682,53434,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3599,-,-,-,+,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,+,-,-,+,+,+,+,+,+,-,+,-,-,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,+,-,-,149107,53456,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3600,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149148,53503,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3601,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,-,-,-,+,-,-,149202,53563,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3602,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,+,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149204,53565,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3603,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149239,53604,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3604,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149281,53653,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3605,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,+,-,+,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149290,53664,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3606,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149311,53687,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3607,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6575,53692,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3608,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,+,+,+,-,-,+,+,-,-,-,+,+,-,+,-,-,-,-,-,-,-,-,-,-,138087,53700,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3609,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,-,+,-,-,149326,53704,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3610,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,-,-,+,-,-,+,+,+,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149331,53716,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3611,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,-,+,+,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149347,53732,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3612,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,+,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,+,-,-,149368,53757,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3613,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,149378,53767,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3614,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149427,53832,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3615,-,-,-,-,-,+,-,-,+,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,-,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,149444,53849,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3616,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149467,53878,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3617,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149472,53883,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3618,-,+,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,+,-,-,-,+,-,+,+,-,-,+,-,+,-,-,149502,53917,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3619,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,-,-,-,+,-,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149503,53920,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3620,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,149529,53949,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3621,-,-,-,-,+,+,-,-,-,-,+,+,+,+,-,+,-,-,+,+,-,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,+,-,+,-,-,149530,53950,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3622,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,-,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,149540,53961,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3623,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149543,53964,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3624,-,-,-,-,-,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,-,+,+,+,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149544,53965,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3625,-,-,-,+,-,+,-,-,-,-,+,+,+,+,+,-,+,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,-,+,-,+,-,-,+,-,-,149556,53978,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3626,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149570,53993,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3627,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149580,54012,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3628,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149584,54016,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3629,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,149585,54017,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3630,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,6428,54020,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3631,-,-,-,+,-,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,-,-,+,-,-,+,-,+,-,-,+,-,-,149589,54022,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3632,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,149597,54030,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3633,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,149601,54034,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3634,-,-,-,-,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,-,+,+,+,+,+,+,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,149671,54106,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3635,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,149695,54135,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3636,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,149730,54171,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3637,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149731,54172,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3638,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,+,-,-,+,-,+,-,-,-,-,-,-,-,-,-,+,-,-,149740,54181,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3639,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149741,54182,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3640,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,+,-,-,+,-,-,-,-,-,-,-,149742,54183,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3641,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,149802,54256,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3642,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149863,54334,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3643,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,-,-,-,149915,54388,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3644,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,+,+,+,+,+,+,+,-,+,+,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,-,149929,54403,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3645,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,149977,54463,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3646,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,-,+,-,-,-,+,-,-,+,-,-,-,-,+,-,-,149980,54466,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3647,-,-,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150017,54509,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3648,-,-,-,-,-,+,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,+,+,+,-,+,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,150064,54566,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3649,-,-,-,-,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,-,-,-,-,+,+,-,+,-,-,-,+,+,-,-,150066,54568,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3650,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150075,54578,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3651,-,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,+,+,+,+,+,+,+,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,150089,54592,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3652,-,-,-,-,+,+,+,-,-,-,+,+,+,+,-,+,-,-,-,-,-,-,+,+,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,150103,54606,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3653,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,150149,54655,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3654,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,+,-,-,+,+,+,+,-,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,150160,54666,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3655,-,-,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,+,-,+,-,-,150220,54738,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3656,-,-,-,+,+,+,-,-,-,-,+,+,+,+,+,+,-,+,+,+,+,-,+,+,+,+,+,+,+,+,+,+,+,-,+,-,-,-,-,+,+,-,+,-,+,-,-,+,-,-,150242,54767,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3657,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+,+,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,150246,54771,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3658,-,+,-,-,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,-,+,+,+,+,+,+,+,+,+,-,-,-,-,-,-,-,-,-,+,-,-,+,-,-,-,-,-,-,-,150272,54800,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3659,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,+,-,+,+,+,-,+,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,150283,54819,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3660,-,-,-,+,-,+,-,-,-,-,+,+,+,+,+,-,-,-,+,+,-,-,+,+,+,+,+,+,+,+,-,+,+,+,+,-,-,-,-,+,+,+,+,-,-,-,+,-,-,-,150287,54824,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
3661,-,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,+,+,-,+,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,150308,54849,1,2019-11-19 09:57:15,2019-11-19 08:57:15,,2019-11-19 08:57:15
