ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,FK_tbl_strains_micro,manual_annotation,last_change
34160,1,Risk group (German classification),,,,11971,6173,15895.0,1,2019-11-08 06:29:11
34159,1,Risk group (German classification),,,,12611,6172,15894.0,1,2019-11-08 06:29:11
34158,1,Risk group (German classification),,,,17216,6171,15893.0,1,2019-11-08 06:29:11
34157,1,Risk group (German classification),,,,11377,6139,15887.0,1,2019-11-08 06:29:11
34156,1,Risk group (German classification),,,,5504,6138,15886.0,1,2019-11-08 06:29:11
34155,1,Risk group (German classification),,,,17716,6137,15883.0,1,2019-11-08 06:29:11
34154,1,Risk group (German classification),,,,17715,6136,15882.0,1,2019-11-08 06:29:11
34153,1,Risk group (German classification),,,,7600,6135,15881.0,1,2019-11-08 06:29:11
34152,2,Risk group (German classification),,1.0,,1855,6134,15880.0,1,2019-11-08 06:29:11
34151,1,Risk group (German classification),2.0,2.0,,6857,6132,15878.0,1,2021-11-25 11:45:31
34150,1,Risk group (German classification),2.0,2.0,,6856,5305,14295.0,1,2021-11-25 11:45:31
34149,1,Risk group (German classification),,,,11271,6131,15871.0,1,2019-11-08 06:29:11
34148,2,Risk group (German classification),,1.0,,5632,6130,15868.0,1,2019-11-08 06:29:11
34147,1,Risk group (German classification),,,,554,6128,15866.0,1,2019-11-08 06:29:11
34146,1,Risk group (German classification),,,,1218,6127,15865.0,1,2019-11-08 06:29:11
34145,1,Risk group (German classification),,,,23745,21072,198342.0,1,2019-11-08 06:29:11
34144,1,Risk group (German classification),,,,1483,15843,194665.0,1,2019-11-08 06:29:11
34143,1,Risk group (German classification),,,,24760,20871,16360.0,1,2019-11-08 06:29:11
34142,1,Risk group (German classification),,,,17895,6052,15841.0,1,2019-11-08 06:29:11
34141,1,Risk group (German classification),,,,131097,22389,203920.0,1,2019-11-08 06:29:11
34140,1,Risk group (German classification),,,,7782,6051,15839.0,1,2019-11-08 06:29:11
34139,1,Risk group (German classification),,,,132694,24484,15838.0,1,2019-11-08 06:29:11
34138,1,Risk group (German classification),,,,1735,6050,15837.0,1,2019-11-08 06:29:11
34137,1,Risk group (German classification),,,,6606,6049,15836.0,1,2019-11-08 06:29:11
34136,1,Risk group (German classification),,,,6605,5868,15353.0,1,2019-11-08 06:29:11
34135,1,Risk group (German classification),,,,13092,6048,15835.0,1,2019-11-08 06:29:11
34134,1,Risk group (German classification),,,,6604,6047,15833.0,1,2019-11-08 06:29:11
34133,1,Risk group (German classification),,,,6855,6046,15832.0,1,2019-11-08 06:29:11
34132,1,Risk group (German classification),,,,6603,6092,15740.0,1,2019-11-08 06:29:11
34131,1,Risk group (German classification),,,,6602,6043,15831.0,1,2019-11-08 06:29:11
34130,1,Risk group (German classification),,,,6854,6042,15830.0,1,2019-11-08 06:29:11
34129,2,Risk group (German classification),,,,3043,6041,15829.0,1,2019-11-08 06:29:11
34128,2,Risk group (German classification),,1.0,,18122,6040,15828.0,1,2019-11-08 06:29:11
34127,1,Risk group (German classification),,,,12623,6038,15826.0,1,2019-11-08 06:29:11
34126,1,Risk group (German classification),,,,1325,6037,15825.0,1,2019-11-08 06:29:11
34125,1,Risk group (German classification),2.0,,,226,6123,15819.0,1,2021-11-25 11:45:31
34124,2,Risk group (German classification),,1.0,,12657,6122,15818.0,1,2019-11-08 06:29:11
34123,1,Risk group (German classification),,,,2248,6121,15817.0,1,2019-11-08 06:29:11
34122,1,Risk group (German classification),,,,6601,6119,15814.0,1,2019-11-08 06:29:11
34121,1,Risk group (German classification),,,,11760,6118,15808.0,1,2019-11-08 06:29:11
34120,1,Risk group (German classification),,,,17057,6117,15807.0,1,2019-11-08 06:29:11
34119,2,Risk group (German classification),,,,210,6116,15806.0,1,2019-11-08 06:29:11
34118,2,Risk group (German classification),,,,146,6115,15805.0,1,2019-11-08 06:29:11
34117,2,Risk group (German classification),,1.0,,185,6114,15804.0,1,2019-11-08 06:29:11
34116,2,Risk group (German classification),,,,184,6113,15803.0,1,2019-11-08 06:29:11
34115,1,Risk group (German classification),,,,6600,8980,20634.0,1,2019-11-08 06:29:11
34114,1,Risk group (German classification),,,,6599,6112,15802.0,1,2019-11-08 06:29:11
34113,1,Risk group (German classification),,,,13895,6142,15892.0,1,2019-11-08 06:29:11
34112,1,Risk group (German classification),,,,11577,6141,15891.0,1,2019-11-08 06:29:11
34111,1,Risk group (German classification),,,,11576,17131,196721.0,1,2019-11-08 06:29:11
34110,1,Risk group (German classification),,,,11575,6140,15890.0,1,2019-11-08 06:29:11
34109,1,Risk group (German classification),,,,5341,6184,15920.0,1,2019-11-08 06:29:11
34108,1,Risk group (German classification),,,,5340,6183,15919.0,1,2019-11-08 06:29:11
34107,1,Risk group (German classification),,,,12632,6182,15918.0,1,2019-11-08 06:29:11
34106,1,Risk group (German classification),,,,14071,6181,15915.0,1,2019-11-08 06:29:11
34105,1,Risk group (German classification),,,,5481,6180,15913.0,1,2019-11-08 06:29:11
34104,1,Risk group (German classification),,,,6042,6179,15911.0,1,2019-11-08 06:29:11
34103,1,Risk group (German classification),,,,11861,6995,17455.0,1,2019-11-08 06:29:11
34102,1,Risk group (German classification),,,,139880,42488,15910.0,1,2019-11-08 06:29:11
34101,1,Risk group (German classification),,,,2090,6178,15908.0,1,2019-11-08 06:29:11
34100,1,Risk group (German classification),,,,2451,6177,15907.0,1,2019-11-08 06:29:11
34099,1,Risk group (German classification),,,,23017,18807,15921.0,1,2019-11-08 06:29:11
34098,1,Risk group (German classification),,,,14034,6185,15922.0,1,2019-11-08 06:29:11
34097,2,Risk group (German classification),,,,3064,6186,15923.0,1,2019-11-08 06:29:11
34096,1,Risk group (German classification),,,,6230,6187,15924.0,1,2019-11-08 06:29:11
34095,1,Risk group (German classification),,,,12696,6188,15925.0,1,2019-11-08 06:29:11
34094,1,Risk group (German classification),,,,23105,18890,199826.0,1,2019-11-08 06:29:11
34093,1,Risk group (German classification),,,,7487,6192,15932.0,1,2019-11-08 06:29:11
34092,1,Risk group (German classification),,,,7486,6193,15933.0,1,2019-11-08 06:29:11
34091,1,Risk group (German classification),,,,7271,6194,15934.0,1,2019-11-08 06:29:11
34090,1,Risk group (German classification),,,,5539,6195,15936.0,1,2019-11-08 06:29:11
34089,1,Risk group (German classification),,,,5538,6196,15937.0,1,2019-11-08 06:29:11
34088,1,Risk group (German classification),,,,3844,5590,14873.0,1,2019-11-08 06:29:11
34087,1,Risk group (German classification),,,,3843,5450,14928.0,1,2019-11-08 06:29:11
34086,1,Risk group (German classification),,,,9591,13681,51965.0,1,2019-11-08 06:29:11
34085,1,Risk group (German classification),,,,9590,13680,51964.0,1,2019-11-08 06:29:11
34084,1,Risk group (German classification),,,,9589,13679,51963.0,1,2019-11-08 06:29:11
34083,1,Risk group (German classification),,,,9588,13678,51962.0,1,2019-11-08 06:29:11
34082,1,Risk group (German classification),,,,9587,13677,51961.0,1,2019-11-08 06:29:11
34081,1,Risk group (German classification),,,,9586,13676,51960.0,1,2019-11-08 06:29:11
34080,1,Risk group (German classification),,,,9585,13675,51959.0,1,2019-11-08 06:29:11
34079,1,Risk group (German classification),,,,9584,13674,51958.0,1,2019-11-08 06:29:11
34078,1,Risk group (German classification),,,,9583,13673,51957.0,1,2019-11-08 06:29:11
34077,1,Risk group (German classification),,,,9582,13672,51956.0,1,2019-11-08 06:29:11
34076,1,Risk group (German classification),,,,9581,13671,51955.0,1,2019-11-08 06:29:11
34075,1,Risk group (German classification),,,,9580,13670,51954.0,1,2019-11-08 06:29:11
34074,1,Risk group (German classification),,,,9579,13669,51953.0,1,2019-11-08 06:29:11
34073,1,Risk group (German classification),,,,9578,13668,51952.0,1,2019-11-08 06:29:11
34072,1,Risk group (German classification),,,,9577,13667,51951.0,1,2019-11-08 06:29:11
34071,1,Risk group (German classification),,,,9576,5490,14697.0,1,2019-11-08 06:29:11
34070,1,Risk group (German classification),,,,9575,5484,14690.0,1,2019-11-08 06:29:11
34069,2,Risk group (German classification),,,,10779,12049,44731.0,1,2019-11-08 06:29:11
34068,1,Risk group (German classification),2.0,,,10778,12050,44732.0,1,2021-11-25 11:45:31
34067,1,Risk group (German classification),,,,10777,12051,44733.0,1,2019-11-08 06:29:11
34066,1,Risk group (German classification),,,,7850,12054,44745.0,1,2019-11-08 06:29:11
34065,1,Risk group (German classification),,,,16582,12055,44746.0,1,2019-11-08 06:29:11
34064,1,Risk group (German classification),,,,13388,12058,44749.0,1,2019-11-08 06:29:11
34063,1,Risk group (German classification),,,,11036,12063,44754.0,1,2019-11-08 06:29:11
34062,1,Risk group (German classification),,,,11035,12061,44752.0,1,2019-11-08 06:29:11
34061,1,Risk group (German classification),,,,3593,15289,53627.0,1,2019-11-08 06:29:11
34060,1,Risk group (German classification),,,,3592,15288,53626.0,1,2019-11-08 06:29:11
34059,1,Risk group (German classification),,,,3591,15287,53625.0,1,2019-11-08 06:29:11
34058,1,Risk group (German classification),,,,3590,15286,53624.0,1,2019-11-08 06:29:11
34057,1,Risk group (German classification),,,,3589,15285,53623.0,1,2019-11-08 06:29:11
34056,1,Risk group (German classification),,,,3588,15284,53622.0,1,2019-11-08 06:29:11
34055,1,Risk group (German classification),,,,3587,15283,53621.0,1,2019-11-08 06:29:11
34054,1,Risk group (German classification),,,,3586,15282,53620.0,1,2019-11-08 06:29:11
34053,1,Risk group (German classification),,,,3585,15281,53619.0,1,2019-11-08 06:29:11
34052,1,Risk group (German classification),,,,3584,14605,52922.0,1,2019-11-08 06:29:11
34051,1,Risk group (German classification),,,,3583,14602,52919.0,1,2019-11-08 06:29:11
34050,1,Risk group (German classification),,,,8655,14427,52716.0,1,2019-11-08 06:29:11
34049,1,Risk group (German classification),,,,3582,13106,51414.0,1,2019-11-08 06:29:11
34048,1,Risk group (German classification),,,,3581,12823,51102.0,1,2019-11-08 06:29:11
34047,1,Risk group (German classification),,,,3580,12768,51060.0,1,2019-11-08 06:29:11
34046,1,Risk group (German classification),,,,3579,12767,51059.0,1,2019-11-08 06:29:11
34045,1,Risk group (German classification),,,,3578,12766,51058.0,1,2019-11-08 06:29:11
34044,1,Risk group (German classification),,,,3577,12765,51057.0,1,2019-11-08 06:29:11
34043,1,Risk group (German classification),,,,3576,12764,51056.0,1,2019-11-08 06:29:11
34042,1,Risk group (German classification),,,,3575,12763,51055.0,1,2019-11-08 06:29:11
34041,1,Risk group (German classification),,,,3574,12762,51054.0,1,2019-11-08 06:29:11
34040,1,Risk group (German classification),,,,3573,12761,51053.0,1,2019-11-08 06:29:11
34039,1,Risk group (German classification),,,,3572,12760,51052.0,1,2019-11-08 06:29:11
34038,1,Risk group (German classification),,,,3571,12759,51051.0,1,2019-11-08 06:29:11
34037,1,Risk group (German classification),,,,3570,12758,51050.0,1,2019-11-08 06:29:11
34036,1,Risk group (German classification),,,,3569,12757,51049.0,1,2019-11-08 06:29:11
34035,1,Risk group (German classification),,,,3568,12756,51048.0,1,2019-11-08 06:29:11
34034,1,Risk group (German classification),,,,3567,12755,51047.0,1,2019-11-08 06:29:11
34033,1,Risk group (German classification),,,,3566,12753,51020.0,1,2019-11-08 06:29:11
34032,1,Risk group (German classification),,,,3565,12752,51019.0,1,2019-11-08 06:29:11
34031,1,Risk group (German classification),,,,3564,12751,51018.0,1,2019-11-08 06:29:11
34030,1,Risk group (German classification),,,,3563,12750,51017.0,1,2019-11-08 06:29:11
34029,1,Risk group (German classification),,,,3562,12749,51016.0,1,2019-11-08 06:29:11
34028,1,Risk group (German classification),,,,3561,12748,51015.0,1,2019-11-08 06:29:11
34027,1,Risk group (German classification),,,,3560,12747,51014.0,1,2019-11-08 06:29:11
34026,1,Risk group (German classification),,,,3559,12746,51013.0,1,2019-11-08 06:29:11
34025,1,Risk group (German classification),,,,3558,12745,51012.0,1,2019-11-08 06:29:11
34024,1,Risk group (German classification),,,,3557,12744,51011.0,1,2019-11-08 06:29:11
34023,1,Risk group (German classification),,,,3556,12743,51010.0,1,2019-11-08 06:29:11
34022,1,Risk group (German classification),,,,3555,12742,51009.0,1,2019-11-08 06:29:11
34021,1,Risk group (German classification),,,,3554,12741,51008.0,1,2019-11-08 06:29:11
34020,1,Risk group (German classification),,,,3553,12740,51007.0,1,2019-11-08 06:29:11
34019,1,Risk group (German classification),,,,3552,12739,51006.0,1,2019-11-08 06:29:11
34018,1,Risk group (German classification),,,,3551,12738,51005.0,1,2019-11-08 06:29:11
34017,1,Risk group (German classification),,,,3550,12737,51004.0,1,2019-11-08 06:29:11
34016,1,Risk group (German classification),,,,3549,12736,51003.0,1,2019-11-08 06:29:11
34015,1,Risk group (German classification),,,,3548,12735,51002.0,1,2019-11-08 06:29:11
34014,1,Risk group (German classification),,,,3547,12668,51046.0,1,2019-11-08 06:29:11
34013,1,Risk group (German classification),,,,3546,12667,51045.0,1,2019-11-08 06:29:11
34012,1,Risk group (German classification),,,,3545,12666,51044.0,1,2019-11-08 06:29:11
34011,1,Risk group (German classification),,,,3544,12665,51043.0,1,2019-11-08 06:29:11
34010,1,Risk group (German classification),,,,3543,12664,51042.0,1,2019-11-08 06:29:11
34009,1,Risk group (German classification),,,,3541,12662,51040.0,1,2019-11-08 06:29:11
34008,1,Risk group (German classification),,,,3540,12661,51039.0,1,2019-11-08 06:29:11
34007,1,Risk group (German classification),,,,3539,12660,51038.0,1,2019-11-08 06:29:11
34006,1,Risk group (German classification),,,,3538,12659,51037.0,1,2019-11-08 06:29:11
34005,1,Risk group (German classification),,,,3537,12658,51036.0,1,2019-11-08 06:29:11
34004,1,Risk group (German classification),,,,3536,12657,51035.0,1,2019-11-08 06:29:11
34003,1,Risk group (German classification),,,,3535,12656,51034.0,1,2019-11-08 06:29:11
34002,1,Risk group (German classification),,,,3534,12655,51033.0,1,2019-11-08 06:29:11
34001,1,Risk group (German classification),,,,3533,12654,51032.0,1,2019-11-08 06:29:11
34000,1,Risk group (German classification),,,,3532,12653,51031.0,1,2019-11-08 06:29:11
33999,1,Risk group (German classification),,,,3531,12652,51030.0,1,2019-11-08 06:29:11
33998,1,Risk group (German classification),,,,3530,12650,51027.0,1,2019-11-08 06:29:11
33997,1,Risk group (German classification),,,,3529,12649,51026.0,1,2019-11-08 06:29:11
33996,1,Risk group (German classification),,,,3528,12648,51025.0,1,2019-11-08 06:29:11
33995,1,Risk group (German classification),,,,3527,12647,51024.0,1,2019-11-08 06:29:11
33994,1,Risk group (German classification),,,,3526,12646,51023.0,1,2019-11-08 06:29:11
33993,2,Risk group (German classification),,1.0,,11750,5984,15535.0,1,2019-11-08 06:29:11
33992,1,Risk group (German classification),,,,13091,6036,15824.0,1,2019-11-08 06:29:11
33991,1,Risk group (German classification),,,,131849,11966,44657.0,1,2019-11-08 06:29:11
33990,2,Risk group (German classification),,,,10776,11891,44700.0,1,2019-11-08 06:29:11
33989,2,Risk group (German classification),,,,10775,11864,44668.0,1,2019-11-08 06:29:11
33988,1,Risk group (German classification),,,,2398,88,249.0,1,2019-11-08 06:29:11
33987,1,Risk group (German classification),,,,11574,790,1486.0,1,2019-11-08 06:29:11
33986,1,Risk group (German classification),,,,11573,789,1485.0,1,2019-11-08 06:29:11
33985,1,Risk group (German classification),,,,11572,788,1484.0,1,2019-11-08 06:29:11
33984,1,Risk group (German classification),,,,11571,787,1483.0,1,2019-11-08 06:29:11
33983,1,Risk group (German classification),,,,11570,640,1355.0,1,2019-11-08 06:29:11
33982,1,Risk group (German classification),,,,11569,783,1479.0,1,2019-11-08 06:29:11
33981,1,Risk group (German classification),,,,11568,782,1478.0,1,2019-11-08 06:29:11
33980,1,Risk group (German classification),,,,11567,781,1477.0,1,2019-11-08 06:29:11
33979,1,Risk group (German classification),,,,11566,780,1475.0,1,2019-11-08 06:29:11
33978,1,Risk group (German classification),,,,11565,778,1473.0,1,2019-11-08 06:29:11
33977,1,Risk group (German classification),,,,11564,524,1327.0,1,2019-11-08 06:29:11
33976,1,Risk group (German classification),,,,2397,95,263.0,1,2019-11-08 06:29:11
33975,1,Risk group (German classification),,,,11871,6015,15645.0,1,2019-11-08 06:29:11
33974,1,Risk group (German classification),,,,13252,11909,44594.0,1,2019-11-08 06:29:11
33973,2,Risk group (German classification),,1.0,,5339,6055,15688.0,1,2019-11-08 06:29:11
33972,1,Risk group (German classification),,,,13892,15522,194272.0,1,2019-11-08 06:29:11
33971,1,Risk group (German classification),,,,13891,5030,13638.0,1,2019-11-08 06:29:11
33970,1,Risk group (German classification),,,,13890,4233,11199.0,1,2019-11-08 06:29:11
33969,1,Risk group (German classification),,,,2396,854,1677.0,1,2019-11-08 06:29:11
33968,1,Risk group (German classification),,,,12695,5756,15203.0,1,2019-11-08 06:29:11
33967,1,Risk group (German classification),,,,2977,6111,15801.0,1,2019-11-08 06:29:11
33966,1,Risk group (German classification),,,,4295,6107,15791.0,1,2019-11-08 06:29:11
33965,1,Risk group (German classification),2.0,,,2367,6104,15764.0,1,2021-11-25 11:45:31
33964,1,Risk group (German classification),,,,5600,6099,15749.0,1,2019-11-08 06:29:11
33963,1,Risk group (German classification),,,,448,6098,15748.0,1,2019-11-08 06:29:11
33962,1,Risk group (German classification),,,,131095,22387,12748.0,1,2019-11-08 06:29:11
33961,1,Risk group (German classification),,,,7270,6097,15747.0,1,2019-11-08 06:29:11
33960,1,Risk group (German classification),,,,11748,6096,15746.0,1,2019-11-08 06:29:11
33959,1,Risk group (German classification),,,,6240,17110,196699.0,1,2019-11-08 06:29:11
33958,1,Risk group (German classification),,,,6239,6095,15745.0,1,2019-11-08 06:29:11
33957,1,Risk group (German classification),,,,5266,6093,15741.0,1,2019-11-08 06:29:11
33956,2,Risk group (German classification),,1.0,,234,6091,15739.0,1,2019-11-08 06:29:11
33955,1,Risk group (German classification),,,,1453,6085,15727.0,1,2019-11-08 06:29:11
33954,1,Risk group (German classification),,,,1452,6084,15726.0,1,2019-11-08 06:29:11
33953,1,Risk group (German classification),,,,6041,6083,15725.0,1,2019-11-08 06:29:11
33952,1,Risk group (German classification),,,,6040,6081,15723.0,1,2019-11-08 06:29:11
33951,1,Risk group (German classification),,,,6039,6080,15722.0,1,2019-11-08 06:29:11
33950,1,Risk group (German classification),,,,18153,6088,15731.0,1,2019-11-08 06:29:11
33949,1,Risk group (German classification),,,,6038,6078,15720.0,1,2019-11-08 06:29:11
33948,1,Risk group (German classification),,,,5537,6077,15719.0,1,2019-11-08 06:29:11
33947,1,Risk group (German classification),,,,5536,6076,15718.0,1,2019-11-08 06:29:11
33946,1,Risk group (German classification),,,,17898,6069,15703.0,1,2019-11-08 06:29:11
33945,1,Risk group (German classification),,,,17897,6065,15699.0,1,2019-11-08 06:29:11
33944,1,Risk group (German classification),,,,17646,6064,15698.0,1,2019-11-08 06:29:11
33943,1,Risk group (German classification),,,,5265,6063,15697.0,1,2019-11-08 06:29:11
33942,1,Risk group (German classification),,,,230,6062,15696.0,1,2019-11-08 06:29:11
33941,2,Risk group (German classification),,,,235,6061,15695.0,1,2019-11-08 06:29:11
33940,1,Risk group (German classification),,,,7781,6060,15694.0,1,2019-11-08 06:29:11
33939,1,Risk group (German classification),2.0,,,5338,6057,15690.0,1,2021-11-25 11:45:31
33938,1,Risk group (German classification),2.0,,,5337,6056,15689.0,1,2021-11-25 11:45:31
33937,2,Risk group (German classification),,1.0,,5336,6054,15687.0,1,2019-11-08 06:29:11
33936,1,Risk group (German classification),,,,5257,6045,15685.0,1,2019-11-08 06:29:11
33935,1,Risk group (German classification),,,,16686,6034,15682.0,1,2019-11-08 06:29:11
33934,1,Risk group (German classification),,,,1381,6033,15681.0,1,2019-11-08 06:29:11
33933,2,Risk group (German classification),,,,1854,6032,15679.0,1,2019-11-08 06:29:11
33932,2,Risk group (German classification),,,,1853,6031,15678.0,1,2019-11-08 06:29:11
33931,2,Risk group (German classification),,,,1852,6030,15677.0,1,2019-11-08 06:29:11
33930,1,Risk group (German classification),,,,1659,6027,15673.0,1,2019-11-08 06:29:11
33929,1,Risk group (German classification),,,,447,6058,15691.0,1,2019-11-08 06:29:11
33928,1,Risk group (German classification),,,,446,6026,15672.0,1,2019-11-08 06:29:11
33927,1,Risk group (German classification),,,,5813,11833,44509.0,1,2019-11-08 06:29:11
33926,1,Risk group (German classification),,,,2825,5250,14207.0,1,2019-11-08 06:29:11
33925,1,Risk group (German classification),,,,2824,5249,14206.0,1,2019-11-08 06:29:11
33924,1,Risk group (German classification),,,,2823,5248,14205.0,1,2019-11-08 06:29:11
33923,1,Risk group (German classification),,,,2822,5247,14204.0,1,2019-11-08 06:29:11
33922,1,Risk group (German classification),,,,8133,5645,14970.0,1,2019-11-08 06:29:11
33921,1,Risk group (German classification),,,,8132,5642,14967.0,1,2019-11-08 06:29:11
33920,1,Risk group (German classification),,,,8131,5639,14964.0,1,2019-11-08 06:29:11
33919,1,Risk group (German classification),,,,8130,5646,14971.0,1,2019-11-08 06:29:11
33918,1,Risk group (German classification),,,,8129,5641,14966.0,1,2019-11-08 06:29:11
33917,1,Risk group (German classification),,,,8128,17540,197519.0,1,2019-11-08 06:29:11
33916,1,Risk group (German classification),,,,8127,5638,14963.0,1,2019-11-08 06:29:11
33915,1,Risk group (German classification),,,,8126,5636,14961.0,1,2019-11-08 06:29:11
33914,1,Risk group (German classification),,,,8125,5628,14959.0,1,2019-11-08 06:29:11
33913,1,Risk group (German classification),,,,8124,5644,14969.0,1,2019-11-08 06:29:11
33912,1,Risk group (German classification),,,,8123,5637,14962.0,1,2019-11-08 06:29:11
33911,1,Risk group (German classification),,,,17577,5567,14834.0,1,2019-11-08 06:29:11
33910,1,Risk group (German classification),,,,16395,10622,41839.0,1,2019-11-08 06:29:11
33909,1,Risk group (German classification),,,1.0,16394,16599,195978.0,1,2019-11-08 06:29:11
33908,1,Risk group (German classification),,,1.0,16393,16598,195976.0,1,2019-11-08 06:29:11
33907,1,Risk group (German classification),,,1.0,16392,16597,195975.0,1,2019-11-08 06:29:11
33906,1,Risk group (German classification),,,1.0,16391,16596,195974.0,1,2019-11-08 06:29:11
33905,1,Risk group (German classification),,,1.0,16390,16595,195972.0,1,2019-11-08 06:29:11
33904,1,Risk group (German classification),,,1.0,16389,16587,195955.0,1,2019-11-08 06:29:11
33903,1,Risk group (German classification),,,1.0,16388,16585,195952.0,1,2019-11-08 06:29:11
33902,1,Risk group (German classification),,,1.0,16387,10621,41838.0,1,2019-11-08 06:29:11
33901,1,Risk group (German classification),,,,16386,10620,41837.0,1,2019-11-08 06:29:11
33900,1,Risk group (German classification),,,,16385,10619,41836.0,1,2019-11-08 06:29:11
33899,1,Risk group (German classification),,,,14384,12041,44723.0,1,2019-11-08 06:29:11
33898,1,Risk group (German classification),,,,3208,12040,44721.0,1,2019-11-08 06:29:11
33897,1,Risk group (German classification),,,,13413,12039,44720.0,1,2019-11-08 06:29:11
33896,1,Risk group (German classification),,,,11034,12038,44719.0,1,2019-11-08 06:29:11
33895,1,Risk group (German classification),,,,7849,12037,44718.0,1,2019-11-08 06:29:11
33894,1,Risk group (German classification),2.0,2.0,,10774,12036,44717.0,1,2021-11-25 11:45:31
33893,1,Risk group (German classification),,,,63,6023,15669.0,1,2019-11-08 06:29:11
33892,2,Risk group (German classification),,1.0,,12507,6018,15663.0,1,2019-11-08 06:29:11
33891,2,Risk group (German classification),,,,5765,6013,15643.0,1,2019-11-08 06:29:11
33890,2,Risk group (German classification),,1.0,,3042,6012,15642.0,1,2019-11-08 06:29:11
33889,1,Risk group (German classification),,,,3053,6011,15641.0,1,2019-11-08 06:29:11
33888,1,Risk group (German classification),,,,6598,6010,15638.0,1,2019-11-08 06:29:11
33887,2,Risk group (German classification),,1.0,,14818,6008,15636.0,1,2019-11-08 06:29:11
33886,2,Risk group (German classification),,1.0,,14817,6007,15635.0,1,2019-11-08 06:29:11
33885,1,Risk group (German classification),2.0,,,225,5921,15634.0,1,2021-11-25 11:45:31
33884,1,Risk group (German classification),2.0,,,224,5920,15633.0,1,2021-11-25 11:45:31
33883,1,Risk group (German classification),2.0,,,23526,20255,14282.0,1,2021-11-25 11:45:31
33882,1,Risk group (German classification),,,,11070,5916,15626.0,1,2019-11-08 06:29:11
33881,1,Risk group (German classification),,,,5891,5915,15624.0,1,2019-11-08 06:29:11
33880,1,Risk group (German classification),,,,5890,5914,15623.0,1,2019-11-08 06:29:11
33879,1,Risk group (German classification),,,,5889,1462,3751.0,1,2019-11-08 06:29:11
33878,1,Risk group (German classification),,,,13655,5913,15620.0,1,2019-11-08 06:29:11
33877,1,Risk group (German classification),,,,1217,5924,15604.0,1,2019-11-08 06:29:11
33876,1,Risk group (German classification),,,,1216,5923,15603.0,1,2019-11-08 06:29:11
33875,1,Risk group (German classification),,,,1215,5922,15602.0,1,2019-11-08 06:29:11
33874,1,Risk group (German classification),,,,1214,5901,15601.0,1,2019-11-08 06:29:11
33873,1,Risk group (German classification),,,,1213,5900,15600.0,1,2019-11-08 06:29:11
33872,1,Risk group (German classification),,,,12661,5899,15598.0,1,2019-11-08 06:29:11
33871,1,Risk group (German classification),,,,12660,5898,15597.0,1,2019-11-08 06:29:11
33870,1,Risk group (German classification),,,,131094,22386,201825.0,1,2019-11-08 06:29:11
33869,1,Risk group (German classification),,,,11563,5911,15596.0,1,2019-11-08 06:29:11
33868,2,Risk group (German classification),,1.0,,17989,6016,15657.0,1,2019-11-08 06:29:11
33867,1,Risk group (German classification),,,,2982,6017,15660.0,1,2019-11-08 06:29:11
33866,1,Risk group (German classification),,,,1212,5910,15595.0,1,2019-11-08 06:29:11
33865,1,Risk group (German classification),,,,10176,5761,15217.0,1,2019-11-08 06:29:11
33864,1,Risk group (German classification),,,,10175,5754,15201.0,1,2019-11-08 06:29:11
33863,1,Risk group (German classification),,,,4145,5652,14982.0,1,2019-11-08 06:29:11
33862,1,Risk group (German classification),,,,7838,12366,46148.0,1,2019-11-08 06:29:11
33861,1,Risk group (German classification),,,,7837,12146,44859.0,1,2019-11-08 06:29:11
33860,1,Risk group (German classification),2.0,,,131093,22385,202690.0,1,2021-11-25 11:45:31
33859,1,Risk group (German classification),2.0,,,2821,6024,15670.0,1,2021-11-25 11:45:31
33858,1,Risk group (German classification),,,,23154,18829,200091.0,1,2019-11-08 06:29:11
33857,1,Risk group (German classification),,,,10608,11782,44455.0,1,2019-11-08 06:29:11
33856,1,Risk group (German classification),,,,24541,20798,12548.0,1,2019-11-08 06:29:11
33855,1,Risk group (German classification),,,,14037,4761,12546.0,1,2019-11-08 06:29:11
33854,1,Risk group (German classification),,,,12610,4785,12657.0,1,2019-11-08 06:29:11
33853,1,Risk group (German classification),,,,11215,11769,44442.0,1,2019-11-08 06:29:11
33852,1,Risk group (German classification),,,,14421,5926,15607.0,1,2019-11-08 06:29:11
33851,1,Risk group (German classification),,,,14420,5927,15608.0,1,2019-11-08 06:29:11
33850,1,Risk group (German classification),,,,14815,5935,15617.0,1,2019-11-08 06:29:11
33849,2,Risk group (German classification),,,,14814,5934,15616.0,1,2019-11-08 06:29:11
33848,1,Risk group (German classification),2.0,,,14660,5933,15615.0,1,2021-11-25 11:45:31
33847,1,Risk group (German classification),2.0,,,14659,3696,9931.0,1,2021-11-25 11:45:31
33846,1,Risk group (German classification),2.0,,,14658,3695,9930.0,1,2021-11-25 11:45:31
33845,2,Risk group (German classification),,,,14657,5932,15614.0,1,2019-11-08 06:29:11
33844,1,Risk group (German classification),,,,7598,5930,15612.0,1,2019-11-08 06:29:11
33843,2,Risk group (German classification),,,,183,5918,15629.0,1,2019-11-08 06:29:11
33842,1,Risk group (German classification),,,,12539,5929,15611.0,1,2019-11-08 06:29:11
33841,1,Risk group (German classification),2.0,,,12538,5925,15606.0,1,2021-11-25 11:45:31
33840,1,Risk group (German classification),,,,16989,12034,44715.0,1,2019-11-08 06:29:11
