ID_risk_assessment,biosafety_level,biosafety_level_comment,pathogenicity_human,pathogenicity_animal,pathogenicity_plant,ID_strains,ID_reference,FK_tbl_strains_micro,manual_annotation,last_change
26365,1,Risk group (German classification),2.0,1.0,,24369,21112,11531.0,1,2021-11-25 11:45:31
26364,1,Risk group (German classification),2.0,1.0,,12848,3766,9958.0,1,2021-11-25 11:45:31
26363,1,Risk group (German classification),2.0,1.0,,12846,3300,8567.0,1,2021-11-25 11:45:31
26362,1,Risk group (German classification),2.0,1.0,,12845,3267,8369.0,1,2021-11-25 11:45:31
26361,1,Risk group (German classification),2.0,1.0,,12844,3235,8543.0,1,2021-11-25 11:45:31
26360,1,Risk group (German classification),2.0,1.0,,12843,3234,8542.0,1,2021-11-25 11:45:31
26359,1,Risk group (German classification),2.0,1.0,,12842,3120,7355.0,1,2021-11-25 11:45:31
26358,1,Risk group (German classification),2.0,1.0,,12840,3024,7153.0,1,2021-11-25 11:45:31
26357,1,Risk group (German classification),2.0,1.0,,12839,3013,7122.0,1,2021-11-25 11:45:31
26356,1,Risk group (German classification),2.0,1.0,,12838,2802,6757.0,1,2021-11-25 11:45:31
26355,1,Risk group (German classification),2.0,1.0,,12835,2747,6609.0,1,2021-11-25 11:45:31
26354,1,Risk group (German classification),2.0,1.0,,12834,2746,6608.0,1,2021-11-25 11:45:31
26353,1,Risk group (German classification),2.0,1.0,,12833,2745,6607.0,1,2021-11-25 11:45:31
26352,1,Risk group (German classification),2.0,1.0,,12831,2590,6308.0,1,2021-11-25 11:45:31
26351,1,Risk group (German classification),2.0,1.0,,12830,2575,6290.0,1,2021-11-25 11:45:31
26350,1,Risk group (German classification),2.0,1.0,,12829,2503,6147.0,1,2021-11-25 11:45:31
26349,1,Risk group (German classification),2.0,1.0,,12828,1544,4358.0,1,2021-11-25 11:45:31
26348,1,Risk group (German classification),2.0,1.0,,12827,1213,2764.0,1,2021-11-25 11:45:31
26347,1,Risk group (German classification),2.0,1.0,,12825,934,1976.0,1,2021-11-25 11:45:31
26346,1,Risk group (German classification),2.0,1.0,,12824,26,289.0,1,2021-11-25 11:45:31
26345,1,Risk group (German classification),,,,2963,324,619.0,1,2019-11-08 06:29:11
26344,1,Risk group (German classification),,,,2890,2040,41.0,1,2019-11-08 06:29:11
26343,1,Risk group (German classification),,,,2888,347,649.0,1,2019-11-08 06:29:11
26342,1,Risk group (German classification),,,,2887,325,620.0,1,2019-11-08 06:29:11
26341,1,Risk group (German classification),,,,2886,272,550.0,1,2019-11-08 06:29:11
26340,1,Risk group (German classification),,,,14200,662,1805.0,1,2019-11-08 06:29:11
26339,1,Risk group (German classification),2.0,,,2299,7114,17668.0,1,2021-11-25 11:45:31
26338,1,Risk group (German classification),2.0,,,2298,3069,7234.0,1,2021-11-25 11:45:31
26337,1,Risk group (German classification),2.0,,,2297,839,1635.0,1,2021-11-25 11:45:31
26336,1,Risk group (German classification),2.0,,,2885,2047,64.0,1,2021-11-25 11:45:31
26335,1,Risk group (German classification),2.0,,,2884,1758,4762.0,1,2021-11-25 11:45:31
26334,1,Risk group (German classification),,,,12823,12711,50332.0,1,2019-11-08 06:29:11
26333,1,Risk group (German classification),,,,12822,7636,18650.0,1,2019-11-08 06:29:11
26332,1,Risk group (German classification),,,,12821,5196,13957.0,1,2019-11-08 06:29:11
26331,1,Risk group (German classification),,,,12820,4918,13132.0,1,2019-11-08 06:29:11
26330,1,Risk group (German classification),,,,12819,4466,11735.0,1,2019-11-08 06:29:11
26329,1,Risk group (German classification),,,1.0,12818,12689,50260.0,1,2019-11-08 06:29:11
26328,1,Risk group (German classification),,,1.0,12817,12688,50259.0,1,2019-11-08 06:29:11
26327,1,Risk group (German classification),,,,131887,23679,202786.0,1,2019-11-08 06:29:11
26326,1,Risk group (German classification),,,,12816,12642,50139.0,1,2019-11-08 06:29:11
26325,1,Risk group (German classification),,,,12815,12641,50136.0,1,2019-11-08 06:29:11
26324,1,Risk group (German classification),,,,12814,12640,50135.0,1,2019-11-08 06:29:11
26323,1,Risk group (German classification),,,,12813,12632,50082.0,1,2019-11-08 06:29:11
26322,1,Risk group (German classification),,,,12812,4366,11437.0,1,2019-11-08 06:29:11
26321,1,Risk group (German classification),,,,13158,2775,6698.0,1,2019-11-08 06:29:11
26320,1,Risk group (German classification),,,,12811,2708,6508.0,1,2019-11-08 06:29:11
26319,2,Risk group (German classification),1.0,1.0,1.0,1910,12672,50181.0,1,2019-11-08 06:29:11
26318,2,Risk group (German classification),1.0,1.0,1.0,1909,12671,50180.0,1,2019-11-08 06:29:11
26317,2,Risk group (German classification),1.0,1.0,1.0,1908,4812,12775.0,1,2019-11-08 06:29:11
26316,2,Risk group (German classification),1.0,1.0,1.0,1907,3520,9241.0,1,2019-11-08 06:29:11
26315,2,Risk group (German classification),1.0,1.0,1.0,1906,3094,7288.0,1,2019-11-08 06:29:11
26314,1,Risk group (German classification),,,1.0,1905,12714,50341.0,1,2019-11-08 06:29:11
26313,1,Risk group (German classification),,,,12810,537,1083.0,1,2019-11-08 06:29:11
26312,1,Risk group (German classification),,,1.0,12809,12684,50254.0,1,2019-11-08 06:29:11
26311,1,Risk group (German classification),,,1.0,12808,6780,17133.0,1,2019-11-08 06:29:11
26310,2,Risk group (German classification),,,,12807,12715,50342.0,1,2019-11-08 06:29:11
26309,2,Risk group (German classification),,,,12806,8168,19550.0,1,2019-11-08 06:29:11
26308,2,Risk group (German classification),1.0,1.0,,157800,64372,211065.0,1,2019-11-08 06:29:11
26307,2,Risk group (German classification),1.0,1.0,,157799,64371,209922.0,1,2019-11-08 06:29:11
26306,2,Risk group (German classification),1.0,1.0,,157798,64370,209921.0,1,2019-11-08 06:29:11
26305,2,Risk group (German classification),1.0,1.0,,131886,23678,206604.0,1,2019-11-08 06:29:11
26304,2,Risk group (German classification),1.0,1.0,,131885,23677,205588.0,1,2019-11-08 06:29:11
26303,2,Risk group (German classification),1.0,1.0,,131884,23676,205587.0,1,2019-11-08 06:29:11
26302,2,Risk group (German classification),1.0,1.0,,131883,23675,205586.0,1,2019-11-08 06:29:11
26301,2,Risk group (German classification),1.0,1.0,,131882,23674,205098.0,1,2019-11-08 06:29:11
26300,2,Risk group (German classification),1.0,1.0,,130998,22290,204315.0,1,2019-11-08 06:29:11
26299,2,Risk group (German classification),1.0,1.0,,131881,23673,203758.0,1,2019-11-08 06:29:11
26298,2,Risk group (German classification),1.0,1.0,,130997,22289,202777.0,1,2019-11-08 06:29:11
26297,2,Risk group (German classification),1.0,1.0,,132783,24572,202505.0,1,2019-11-08 06:29:11
26296,2,Risk group (German classification),1.0,1.0,,130566,22017,202504.0,1,2019-11-08 06:29:11
26295,2,Risk group (German classification),1.0,1.0,,130565,22016,202503.0,1,2019-11-08 06:29:11
26294,2,Risk group (German classification),1.0,1.0,,130564,22015,202502.0,1,2019-11-08 06:29:11
26293,2,Risk group (German classification),1.0,1.0,,130563,22014,202501.0,1,2019-11-08 06:29:11
26292,2,Risk group (German classification),1.0,1.0,,130562,22013,202500.0,1,2019-11-08 06:29:11
26291,2,Risk group (German classification),1.0,1.0,,130561,22012,202499.0,1,2019-11-08 06:29:11
26290,2,Risk group (German classification),1.0,1.0,,130560,22011,202498.0,1,2019-11-08 06:29:11
26289,2,Risk group (German classification),1.0,1.0,,130559,22010,202474.0,1,2019-11-08 06:29:11
26288,2,Risk group (German classification),1.0,1.0,,130558,22009,202473.0,1,2019-11-08 06:29:11
26287,2,Risk group (German classification),1.0,1.0,,130557,22008,202472.0,1,2019-11-08 06:29:11
26286,2,Risk group (German classification),1.0,1.0,,130556,22007,202471.0,1,2019-11-08 06:29:11
26285,2,Risk group (German classification),1.0,1.0,,130555,22006,202468.0,1,2019-11-08 06:29:11
26284,2,Risk group (German classification),1.0,1.0,,130554,22005,202467.0,1,2019-11-08 06:29:11
26283,2,Risk group (German classification),1.0,1.0,,130553,22004,202466.0,1,2019-11-08 06:29:11
26282,2,Risk group (German classification),1.0,1.0,,130552,22003,202465.0,1,2019-11-08 06:29:11
26281,2,Risk group (German classification),1.0,1.0,,132782,24571,202398.0,1,2019-11-08 06:29:11
26280,2,Risk group (German classification),1.0,1.0,,130551,22002,202397.0,1,2019-11-08 06:29:11
26279,2,Risk group (German classification),1.0,1.0,,130550,22001,202396.0,1,2019-11-08 06:29:11
26278,2,Risk group (German classification),1.0,1.0,,139768,22000,202395.0,1,2019-11-08 06:29:11
26277,2,Risk group (German classification),1.0,1.0,,12805,18094,198988.0,1,2019-11-08 06:29:11
26276,2,Risk group (German classification),1.0,1.0,,130548,21999,198940.0,1,2019-11-08 06:29:11
26275,2,Risk group (German classification),1.0,1.0,,130547,21998,198939.0,1,2019-11-08 06:29:11
26274,2,Risk group (German classification),1.0,1.0,,12804,17914,198448.0,1,2019-11-08 06:29:11
26273,2,Risk group (German classification),1.0,1.0,,12803,17706,197909.0,1,2019-11-08 06:29:11
26272,2,Risk group (German classification),1.0,1.0,,12802,17705,197908.0,1,2019-11-08 06:29:11
26271,2,Risk group (German classification),1.0,1.0,,12801,16444,195730.0,1,2019-11-08 06:29:11
26270,2,Risk group (German classification),1.0,1.0,,157797,64369,195092.0,1,2019-11-08 06:29:11
26269,2,Risk group (German classification),1.0,1.0,,24868,15662,194404.0,1,2019-11-08 06:29:11
26268,2,Risk group (German classification),1.0,1.0,,24867,15661,194403.0,1,2019-11-08 06:29:11
26267,2,Risk group (German classification),1.0,1.0,,24866,15660,194402.0,1,2019-11-08 06:29:11
26266,2,Risk group (German classification),1.0,1.0,,24865,15659,194401.0,1,2019-11-08 06:29:11
26265,2,Risk group (German classification),1.0,1.0,,24864,15658,194400.0,1,2019-11-08 06:29:11
26264,2,Risk group (German classification),1.0,1.0,,24361,21110,50078.0,1,2019-11-08 06:29:11
26263,2,Risk group (German classification),1.0,1.0,,24360,21109,50073.0,1,2019-11-08 06:29:11
26262,2,Risk group (German classification),1.0,1.0,,12800,12611,50071.0,1,2019-11-08 06:29:11
26261,2,Risk group (German classification),1.0,1.0,,24359,21108,50069.0,1,2019-11-08 06:29:11
26260,2,Risk group (German classification),1.0,1.0,,24358,21107,50065.0,1,2019-11-08 06:29:11
26259,2,Risk group (German classification),1.0,1.0,,24357,21106,50063.0,1,2019-11-08 06:29:11
26258,2,Risk group (German classification),1.0,1.0,,12799,12536,46358.0,1,2019-11-08 06:29:11
26257,2,Risk group (German classification),1.0,1.0,,12798,12535,46349.0,1,2019-11-08 06:29:11
26256,2,Risk group (German classification),1.0,1.0,,12797,12520,46317.0,1,2019-11-08 06:29:11
26255,2,Risk group (German classification),1.0,1.0,,24356,21105,46316.0,1,2019-11-08 06:29:11
26254,2,Risk group (German classification),1.0,1.0,,12796,8365,19882.0,1,2019-11-08 06:29:11
26253,2,Risk group (German classification),1.0,1.0,,12795,8364,19880.0,1,2019-11-08 06:29:11
26252,2,Risk group (German classification),1.0,1.0,,12794,6393,197403.0,1,2019-11-08 06:29:11
26251,2,Risk group (German classification),1.0,1.0,,130996,22288,16528.0,1,2019-11-08 06:29:11
26250,2,Risk group (German classification),1.0,1.0,,130995,22287,16074.0,1,2019-11-08 06:29:11
26249,2,Risk group (German classification),1.0,1.0,,12793,6216,15980.0,1,2019-11-08 06:29:11
26248,2,Risk group (German classification),1.0,1.0,,12792,5021,13626.0,1,2019-11-08 06:29:11
26247,2,Risk group (German classification),1.0,1.0,,24355,21104,12736.0,1,2019-11-08 06:29:11
26246,2,Risk group (German classification),1.0,1.0,,24354,21103,12055.0,1,2019-11-08 06:29:11
26245,2,Risk group (German classification),1.0,1.0,,24353,21102,11634.0,1,2019-11-08 06:29:11
26244,2,Risk group (German classification),1.0,1.0,,12791,4222,11148.0,1,2019-11-08 06:29:11
26243,2,Risk group (German classification),1.0,1.0,,12771,3442,8924.0,1,2019-11-08 06:29:11
26242,2,Risk group (German classification),1.0,1.0,,12770,3067,7232.0,1,2019-11-08 06:29:11
26241,2,Risk group (German classification),1.0,1.0,,12769,2568,6279.0,1,2019-11-08 06:29:11
26240,2,Risk group (German classification),1.0,1.0,,12768,2523,6195.0,1,2019-11-08 06:29:11
26239,2,Risk group (German classification),1.0,1.0,,12764,1322,3227.0,1,2019-11-08 06:29:11
26238,2,Risk group (German classification),1.0,1.0,,12763,864,1707.0,1,2019-11-08 06:29:11
26237,2,Risk group (German classification),1.0,1.0,,12762,630,1299.0,1,2019-11-08 06:29:11
26236,2,Risk group (German classification),1.0,1.0,,12761,596,1253.0,1,2019-11-08 06:29:11
26235,2,Risk group (German classification),1.0,1.0,,12760,572,1128.0,1,2019-11-08 06:29:11
26234,2,Risk group (German classification),1.0,1.0,,12759,565,1117.0,1,2019-11-08 06:29:11
26233,2,Risk group (German classification),1.0,1.0,,12758,476,939.0,1,2019-11-08 06:29:11
26232,2,Risk group (German classification),1.0,1.0,,12757,25,288.0,1,2019-11-08 06:29:11
26231,2,Risk group (German classification),,,,5087,12499,46263.0,1,2019-11-08 06:29:11
26230,2,Risk group (German classification),,,,5086,3198,7520.0,1,2019-11-08 06:29:11
26229,2,Risk group (German classification),,,,5085,2766,6676.0,1,2019-11-08 06:29:11
26228,2,Risk group (German classification),,,,5084,1720,4539.0,1,2019-11-08 06:29:11
26227,2,Risk group (German classification),,,,5083,707,2250.0,1,2019-11-08 06:29:11
26226,2,Risk group (German classification),,,,5082,1722,4541.0,1,2019-11-08 06:29:11
26225,2,Risk group (German classification),,,,5081,1170,2620.0,1,2019-11-08 06:29:11
26224,2,Risk group (German classification),,,,5080,12582,46592.0,1,2019-11-08 06:29:11
13922,2,Risk group (German classification),,,,8614,16618,196007.0,1,2018-05-31 07:20:07
26223,2,Risk group (German classification),,,,5079,12500,46264.0,1,2019-11-08 06:29:11
26222,2,Risk group (German classification),,,,5078,1723,4542.0,1,2019-11-08 06:29:11
26221,2,Risk group (German classification),,,,5077,573,1131.0,1,2019-11-08 06:29:11
26220,1,Risk group (German classification),2.0,,,5076,1417,3592.0,1,2021-11-25 11:45:31
26219,1,Risk group (German classification),2.0,,,5075,1416,3591.0,1,2021-11-25 11:45:31
26218,2,Risk group (German classification),1.0,1.0,,5074,9143,30120.0,1,2019-11-08 06:29:11
26217,2,Risk group (German classification),,,,131880,23672,206798.0,1,2019-11-08 06:29:11
26216,2,Risk group (German classification),,,,5070,12489,46228.0,1,2019-11-08 06:29:11
26215,2,Risk group (German classification),,,,5069,5020,13387.0,1,2019-11-08 06:29:11
26214,2,Risk group (German classification),,,,5068,4944,13625.0,1,2019-11-08 06:29:11
26213,2,Risk group (German classification),,,,5067,1334,3265.0,1,2019-11-08 06:29:11
26212,2,Risk group (German classification),,,,5066,975,2140.0,1,2019-11-08 06:29:11
26211,2,Risk group (German classification),,,,5065,1725,4544.0,1,2019-11-08 06:29:11
26210,1,Risk group (German classification),,,,5250,1695,4482.0,1,2019-11-08 06:29:11
26209,2,Risk group (German classification),1.0,1.0,,131822,23617,206584.0,1,2019-11-08 06:29:11
26208,2,Risk group (German classification),1.0,1.0,,4987,12498,46262.0,1,2019-11-08 06:29:11
26207,2,Risk group (German classification),1.0,1.0,,4986,9174,30164.0,1,2019-11-08 06:29:11
26206,2,Risk group (German classification),1.0,1.0,,4985,9140,30117.0,1,2019-11-08 06:29:11
26205,2,Risk group (German classification),1.0,1.0,,4984,2765,6675.0,1,2019-11-08 06:29:11
26204,2,Risk group (German classification),1.0,1.0,,131879,23671,205571.0,1,2019-11-08 06:29:11
26203,2,Risk group (German classification),1.0,1.0,,131878,23670,205570.0,1,2019-11-08 06:29:11
26202,2,Risk group (German classification),1.0,1.0,,130994,22286,201828.0,1,2019-11-08 06:29:11
26201,2,Risk group (German classification),1.0,1.0,,5064,12731,50903.0,1,2019-11-08 06:29:11
26200,2,Risk group (German classification),1.0,1.0,,5063,12488,46227.0,1,2019-11-08 06:29:11
26199,2,Risk group (German classification),1.0,1.0,,5062,9139,30116.0,1,2019-11-08 06:29:11
26198,2,Risk group (German classification),1.0,1.0,,5061,9138,30115.0,1,2019-11-08 06:29:11
26197,2,Risk group (German classification),1.0,1.0,,5060,7462,18254.0,1,2019-11-08 06:29:11
26196,2,Risk group (German classification),1.0,1.0,,5059,2764,6674.0,1,2019-11-08 06:29:11
26195,2,Risk group (German classification),1.0,1.0,,5058,1692,4479.0,1,2019-11-08 06:29:11
26194,2,Risk group (German classification),1.0,1.0,,5057,446,788.0,1,2019-11-08 06:29:11
26193,1,Risk group (German classification),,,,17148,996,2179.0,1,2019-11-08 06:29:11
26192,1,Risk group (German classification),,,,5781,1058,2376.0,1,2019-11-08 06:29:11
26191,1,Risk group (German classification),,,,12655,8684,20277.0,1,2019-11-08 06:29:11
26190,1,Risk group (German classification),,,,12654,8683,20276.0,1,2019-11-08 06:29:11
26189,2,Risk group (German classification),,,,12653,10945,43307.0,1,2019-11-08 06:29:11
26188,2,Risk group (German classification),,,,12652,10675,43015.0,1,2019-11-08 06:29:11
26187,2,Risk group (German classification),,,,12663,1870,4903.0,1,2019-11-08 06:29:11
26186,1,Risk group (German classification),2.0,,,12651,8765,20535.0,1,2021-11-25 11:45:31
26185,1,Risk group (German classification),2.0,,,12650,8686,20279.0,1,2021-11-25 11:45:31
26184,1,Risk group (German classification),2.0,,,12649,8685,20278.0,1,2021-11-25 11:45:31
26183,1,Risk group (German classification),2.0,,,12648,8682,20275.0,1,2021-11-25 11:45:31
26182,1,Risk group (German classification),2.0,,,12647,8681,20274.0,1,2021-11-25 11:45:31
26181,2,Risk group (German classification),1.0,1.0,,12646,8829,20458.0,1,2019-11-08 06:29:11
26180,2,Risk group (German classification),1.0,1.0,,12645,8778,20700.0,1,2019-11-08 06:29:11
26179,1,Risk group (German classification),,,,12642,8678,20271.0,1,2019-11-08 06:29:11
26178,1,Risk group (German classification),,,,12644,8677,20270.0,1,2019-11-08 06:29:11
26177,1,Risk group (German classification),,,,12643,1869,4902.0,1,2019-11-08 06:29:11
26176,2,Risk group (German classification),,,,157796,64368,211699.0,1,2019-11-08 06:29:11
26175,2,Risk group (German classification),,,,157795,64367,211104.0,1,2019-11-08 06:29:11
26174,2,Risk group (German classification),,,,12641,1868,4901.0,1,2019-11-08 06:29:11
26173,2,Risk group (German classification),,,,157794,64366,211726.0,1,2019-11-08 06:29:11
26172,2,Risk group (German classification),,,,12640,17909,198441.0,1,2019-11-08 06:29:11
26171,2,Risk group (German classification),,,,12639,17113,196702.0,1,2019-11-08 06:29:11
26170,2,Risk group (German classification),,,,12638,17099,196687.0,1,2019-11-08 06:29:11
26169,2,Risk group (German classification),,,,12637,6416,16379.0,1,2019-11-08 06:29:11
26168,2,Risk group (German classification),,,,12636,919,1897.0,1,2019-11-08 06:29:11
26167,1,Risk group (German classification),,,,12635,8680,20273.0,1,2019-11-08 06:29:11
26166,1,Risk group (German classification),,,,12634,8679,20272.0,1,2019-11-08 06:29:11
26165,1,Risk group (German classification),,,,12633,1867,4900.0,1,2019-11-08 06:29:11
26164,1,Risk group (German classification),,,,12598,12432,46089.0,1,2019-11-08 06:29:11
26163,1,Risk group (German classification),,,,12597,12428,46082.0,1,2019-11-08 06:29:11
26162,1,Risk group (German classification),,,,12596,12427,46081.0,1,2019-11-08 06:29:11
26161,1,Risk group (German classification),,,,12595,12398,46033.0,1,2019-11-08 06:29:11
26160,1,Risk group (German classification),,,,12594,11357,43877.0,1,2019-11-08 06:29:11
26159,1,Risk group (German classification),,,,12593,11356,43876.0,1,2019-11-08 06:29:11
26158,1,Risk group (German classification),,,,12592,11355,43875.0,1,2019-11-08 06:29:11
26157,1,Risk group (German classification),,,,12591,10773,43110.0,1,2019-11-08 06:29:11
26156,2,Risk group (German classification),1.0,1.0,,24337,20739,202173.0,1,2019-11-08 06:29:11
26155,2,Risk group (German classification),1.0,1.0,,12506,9020,20709.0,1,2019-11-08 06:29:11
26154,2,Risk group (German classification),1.0,1.0,,12505,8784,20707.0,1,2019-11-08 06:29:11
26153,1,Risk group (German classification),,,,16577,10846,43178.0,1,2019-11-08 06:29:11
26152,1,Risk group (German classification),,,,16576,10845,43177.0,1,2019-11-08 06:29:11
26151,1,Risk group (German classification),,,,11956,9056,20747.0,1,2019-11-08 06:29:11
26150,1,Risk group (German classification),,,,11955,8777,20549.0,1,2019-11-08 06:29:11
26149,1,Risk group (German classification),,,,6285,8710,20308.0,1,2019-11-08 06:29:11
26148,1,Risk group (German classification),,,,11101,8702,20299.0,1,2019-11-08 06:29:11
26147,1,Risk group (German classification),,,,11100,8555,20130.0,1,2019-11-08 06:29:11
26146,1,Risk group (German classification),,,,11099,8987,20641.0,1,2019-11-08 06:29:11
26145,1,Risk group (German classification),,,,8024,10710,43040.0,1,2019-11-08 06:29:11
26144,1,Risk group (German classification),,,,8023,10709,43039.0,1,2019-11-08 06:29:11
26143,1,Risk group (German classification),,,,17221,5999,15556.0,1,2019-11-08 06:29:11
26142,1,Risk group (German classification),,,,2341,969,2117.0,1,2019-11-08 06:29:11
26141,1,Risk group (German classification),,,,132778,24567,2116.0,1,2019-11-08 06:29:11
26140,1,Risk group (German classification),,,,131872,23664,2115.0,1,2019-11-08 06:29:11
26139,1,Risk group (German classification),,,,2340,968,2114.0,1,2019-11-08 06:29:11
26138,1,Risk group (German classification),,,,130993,22285,2113.0,1,2019-11-08 06:29:11
26137,1,Risk group (German classification),,,,2339,943,1986.0,1,2019-11-08 06:29:11
26136,1,Risk group (German classification),2.0,,,17969,1259,2951.0,1,2021-11-25 11:45:31
26135,1,Risk group (German classification),,,,18070,5365,14466.0,1,2019-11-08 06:29:11
26134,1,Risk group (German classification),,,,18069,1401,3507.0,1,2019-11-08 06:29:11
26133,1,Risk group (German classification),,,,18068,1258,2950.0,1,2019-11-08 06:29:11
26132,2,Risk group (German classification),,,,17968,8843,20473.0,1,2019-11-08 06:29:11
26131,2,Risk group (German classification),,,,17967,8776,20548.0,1,2019-11-08 06:29:11
26130,2,Risk group (German classification),,,,17987,8842,20472.0,1,2019-11-08 06:29:11
26129,2,Risk group (German classification),,,,17986,8841,20470.0,1,2019-11-08 06:29:11
26128,2,Risk group (German classification),,,,17985,8624,20369.0,1,2019-11-08 06:29:11
26127,2,Risk group (German classification),,,,17984,8622,20362.0,1,2019-11-08 06:29:11
26126,2,Risk group (German classification),,1.0,,17997,8835,20464.0,1,2019-11-08 06:29:11
26125,1,Risk group (German classification),2.0,,,3063,8845,20476.0,1,2021-11-25 11:45:31
26124,1,Risk group (German classification),2.0,,,17988,1325,3244.0,1,2021-11-25 11:45:31
26123,2,Risk group (German classification),,,,17996,8834,20463.0,1,2019-11-08 06:29:11
26122,2,Risk group (German classification),1.0,1.0,,11844,8619,20357.0,1,2019-11-08 06:29:11
26121,2,Risk group (German classification),1.0,1.0,,11843,1257,2949.0,1,2019-11-08 06:29:11
26120,2,Risk group (German classification),1.0,1.0,,11782,8844,20475.0,1,2019-11-08 06:29:11
26119,1,Risk group (German classification),,,,2407,94,262.0,1,2019-11-08 06:29:11
26118,1,Risk group (German classification),,,,2406,14,273.0,1,2019-11-08 06:29:11
26117,1,Risk group (German classification),,,,4221,1073,2395.0,1,2019-11-08 06:29:11
26116,1,Risk group (German classification),,,,4220,1072,2394.0,1,2019-11-08 06:29:11
26115,1,Risk group (German classification),,,,4219,1061,2379.0,1,2019-11-08 06:29:11
26114,1,Risk group (German classification),,,,4218,1062,2380.0,1,2019-11-08 06:29:11
26113,1,Risk group (German classification),,,,4217,1447,3663.0,1,2019-11-08 06:29:11
26112,1,Risk group (German classification),,,,4216,1060,2378.0,1,2019-11-08 06:29:11
26111,1,Risk group (German classification),,,,4215,1059,2377.0,1,2019-11-08 06:29:11
26110,1,Risk group (German classification),,,,4214,1327,3247.0,1,2019-11-08 06:29:11
26109,1,Risk group (German classification),,,,4213,1326,3246.0,1,2019-11-08 06:29:11
26108,1,Risk group (German classification),,,,222,8746,20341.0,1,2019-11-08 06:29:11
26107,1,Risk group (German classification),2.0,,,130992,22284,201827.0,1,2021-11-25 11:45:31
26106,1,Risk group (German classification),2.0,,,6394,12507,46292.0,1,2021-11-25 11:45:31
26105,1,Risk group (German classification),2.0,,,6393,8727,20336.0,1,2021-11-25 11:45:31
26104,1,Risk group (German classification),2.0,,,6392,8724,20333.0,1,2021-11-25 11:45:31
26103,1,Risk group (German classification),2.0,,,6391,8689,20283.0,1,2021-11-25 11:45:31
26102,1,Risk group (German classification),2.0,,,6390,8688,20281.0,1,2021-11-25 11:45:31
26101,1,Risk group (German classification),2.0,,,6389,8687,20280.0,1,2021-11-25 11:45:31
26100,1,Risk group (German classification),2.0,,,6388,8476,20206.0,1,2021-11-25 11:45:31
26099,1,Risk group (German classification),,,,6387,8723,20332.0,1,2019-11-08 06:29:11
26098,1,Risk group (German classification),,,,6386,8692,20287.0,1,2019-11-08 06:29:11
26097,1,Risk group (German classification),,,,6385,8691,20285.0,1,2019-11-08 06:29:11
26096,1,Risk group (German classification),,,,5255,8744,20339.0,1,2019-11-08 06:29:11
26095,1,Risk group (German classification),,,,5254,8729,20338.0,1,2019-11-08 06:29:11
26094,1,Risk group (German classification),,,,5253,8728,20337.0,1,2019-11-08 06:29:11
26093,1,Risk group (German classification),,,,6534,8726,20335.0,1,2019-11-08 06:29:11
26092,1,Risk group (German classification),,,,6533,8725,20334.0,1,2019-11-08 06:29:11
26091,1,Risk group (German classification),,,,6532,8696,20293.0,1,2019-11-08 06:29:11
26090,1,Risk group (German classification),,,,6384,8722,20331.0,1,2019-11-08 06:29:11
26089,1,Risk group (German classification),,,,6383,8695,20291.0,1,2019-11-08 06:29:11
26088,1,Risk group (German classification),,,,6382,8694,20289.0,1,2019-11-08 06:29:11
26087,1,Risk group (German classification),2.0,,,139767,42377,198701.0,1,2021-11-25 11:45:31
26086,1,Risk group (German classification),2.0,,,6381,8690,20284.0,1,2021-11-25 11:45:31
26085,1,Risk group (German classification),2.0,,,6380,8649,20238.0,1,2021-11-25 11:45:31
26084,1,Risk group (German classification),2.0,,,6379,8393,19927.0,1,2021-11-25 11:45:31
26083,1,Risk group (German classification),,,1.0,5004,9186,30183.0,1,2019-11-08 06:29:11
26082,1,Risk group (German classification),,,1.0,5003,9185,30182.0,1,2019-11-08 06:29:11
26081,1,Risk group (German classification),,,1.0,5002,1493,3873.0,1,2019-11-08 06:29:11
26080,1,Risk group (German classification),,,1.0,4347,9182,30177.0,1,2019-11-08 06:29:11
26079,1,Risk group (German classification),,,1.0,4346,1800,4610.0,1,2019-11-08 06:29:11
26078,1,Risk group (German classification),,,,17139,9070,20763.0,1,2019-11-08 06:29:11
26077,1,Risk group (German classification),,,,17138,9069,20762.0,1,2019-11-08 06:29:11
26076,1,Risk group (German classification),,,,17137,8838,20467.0,1,2019-11-08 06:29:11
26075,1,Risk group (German classification),,,,17136,8837,20466.0,1,2019-11-08 06:29:11
26074,2,Risk group (German classification),1.0,1.0,,11721,3966,10531.0,1,2019-11-08 06:29:11
26073,2,Risk group (German classification),1.0,1.0,,11720,1981,5283.0,1,2019-11-08 06:29:11
26072,1,Risk group (German classification),,,,6014,379,735.0,1,2019-11-08 06:29:11
26071,1,Risk group (German classification),,,,139766,42376,208283.0,1,2019-11-08 06:29:11
26070,1,Risk group (German classification),,,,13704,5793,15418.0,1,2019-11-08 06:29:11
26069,1,Risk group (German classification),,,,13703,4725,12449.0,1,2019-11-08 06:29:11
26068,1,Risk group (German classification),,,,13710,4202,11104.0,1,2019-11-08 06:29:11
26067,1,Risk group (German classification),,,,13709,4188,11073.0,1,2019-11-08 06:29:11
26066,1,Risk group (German classification),,,,13708,4187,11072.0,1,2019-11-08 06:29:11
26065,1,Risk group (German classification),,,,13702,2748,6610.0,1,2019-11-08 06:29:11
26064,1,Risk group (German classification),,,,13707,2048,65.0,1,2019-11-08 06:29:11
