ID_kit_api_rID32STR,cupule_1,cupule_2,cupule_3,cupule_4,cupule_5,cupule_6,cupule_7,cupule_8,cupule_9,cupule_10,cupule_11,cupule_12,cupule_13,cupule_14,cupule_15,cupule_16,cupule_17,cupule_18,cupule_19,cupule_20,cupule_21,cupule_22,cupule_23,cupule_24,cupule_25,cupule_26,cupule_27,cupule_28,cupule_29,cupule_30,cupule_31,cupule_32,ID_strains,ID_reference,manual_annotation,created_rID32STR,modify_in_pgsql_rID32STR,ID_tbl_api_rID32STR,last_change
2986,+,+,-,+,-,-,+,+,+,+,+,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,+,-,-,-,145024,48784,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2987,+,+,+,+,-,-,+,+,+,+,+,-,+,-,-,-,+,+,+,+,+,+,+,-,-,+,-,-,+,-,-,-,145025,48785,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2988,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,145026,48786,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2989,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,145028,48788,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2990,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,145029,48789,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2991,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,145030,48790,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2992,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,145031,48791,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2993,+,-,+,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,+,-,145032,48792,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2994,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,145033,48793,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2995,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,145034,48794,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2996,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,145035,48795,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2997,+,+,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,138148,48797,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2998,+,-,-,+,+,+,+,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,145037,48798,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
2999,+,-,+,+,+,+,+,-,-,+,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,145037,48798,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3000,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,137432,48799,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3001,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,145038,48800,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3002,+,-,-,-,-,+,+,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,145039,48801,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3003,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,145041,48803,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3004,-,-,-,-,-,-,-,+,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,145042,48804,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3005,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,+,-,+,-,+,-,-,-,-,-,-,145043,48805,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3006,-,+,+,-,+,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,145044,48806,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3007,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,+,-,145045,48807,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3008,+,+,+,-,-,+,-,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,+,+,+,-,145046,48808,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3009,-,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,-,+,-,-,-,+,-,-,145047,48809,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3010,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,145053,48815,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3011,-,+,+,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,+,-,-,+,+,+,-,-,-,-,+,-,145054,48816,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3012,-,-,+,-,+,-,-,+,-,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,145056,48818,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3013,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145059,48824,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3014,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,-,-,-,145062,48828,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3015,-,-,+,-,+,-,+,-,-,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,145063,48829,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3016,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,+,-,-,145064,48830,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3017,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,-,-,145065,48831,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3018,-,+,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,145069,48835,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3019,-,-,+,-,+,+,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,-,145071,48837,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3020,-,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,+,+,+,+,-,-,-,-,-,+,-,-,+,-,-,-,145073,48839,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3021,-,+,-,-,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,-,+,+,-,-,+,-,-,+,-,+,-,145078,48844,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3022,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,-,-,+,-,-,+,-,-,+,-,+,-,145079,48845,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3023,+,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145081,48847,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3024,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145081,48847,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3025,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,145082,48848,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3026,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,136371,48849,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3027,-,-,-,+,-,+,+,+,-,+,+,-,+,-,-,-,-,+,+,+,-,-,-,+,+,+,-,+,-,-,-,-,138246,48850,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3028,-,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,145083,48851,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3029,+,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,+,-,-,145084,48852,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3030,+,+,-,+,+,+,+,+,+,+,+,-,+,-,-,-,+,+,-,-,+,-,-,-,+,+,-,-,+,-,-,-,145085,48853,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3031,+,+,-,+,+,+,+,+,+,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,145087,48855,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3032,+,+,-,+,-,-,+,+,+,+,+,-,+,-,-,-,+,+,+,-,+,-,+,+,+,+,-,-,+,-,+,-,145088,48856,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3033,+,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,+,-,-,-,135576,48860,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3034,+,+,-,-,+,-,-,+,+,+,+,+,+,-,-,-,+,+,+,-,-,-,-,-,-,+,+,-,+,+,-,-,135688,48862,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3035,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,135689,48863,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3036,-,+,-,-,-,-,+,+,-,-,+,-,-,-,-,-,+,+,+,+,+,-,+,-,-,+,-,-,-,-,-,-,145097,48873,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3037,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,+,+,+,-,-,-,-,-,-,145098,48874,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3038,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,+,-,+,-,-,-,-,-,-,145099,48875,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3039,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,+,-,-,-,145100,48876,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3040,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,14721,48877,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3041,+,-,-,+,-,+,+,-,+,+,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,145101,48879,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3042,+,-,-,+,-,+,-,-,+,+,-,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,145102,48880,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3043,+,-,+,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,+,+,-,-,+,-,-,-,145103,48881,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3044,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,145104,48882,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3045,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,-,-,145105,48883,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3046,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,+,-,-,-,145106,48884,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3047,+,-,-,-,+,+,+,-,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,+,-,-,-,145107,48885,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3048,-,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145108,48886,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3049,-,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145109,48887,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3050,-,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,+,+,-,-,-,+,-,-,+,+,+,-,-,-,-,-,145110,48888,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3051,-,-,+,-,-,+,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145111,48889,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3052,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,145113,48891,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3053,-,-,+,-,+,+,-,-,-,-,+,+,+,-,-,-,-,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,145114,48892,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3054,-,-,+,-,+,+,-,-,-,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,145115,48893,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3055,-,-,+,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,+,-,-,-,-,-,-,-,-,-,145117,48895,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3056,-,-,+,-,-,-,-,-,-,+,+,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,145118,48896,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3057,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145121,48899,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3058,-,+,-,-,-,+,-,-,-,-,+,-,-,-,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,+,-,145125,48905,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3059,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,145126,48906,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3060,-,-,-,-,-,+,+,-,-,+,-,-,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,145139,48920,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3061,-,-,-,-,+,+,-,-,-,+,-,+,+,-,-,-,-,+,-,-,-,+,-,-,+,+,-,-,-,-,-,-,145140,48921,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3062,-,+,+,-,+,+,-,-,+,+,-,+,+,-,-,-,-,+,+,-,+,+,-,-,-,+,+,-,-,+,-,-,145141,48922,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3063,+,-,+,-,+,-,-,-,-,+,+,+,+,-,-,-,-,+,+,-,+,+,-,-,+,+,-,-,-,-,-,-,145142,48923,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3064,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,+,-,-,-,+,-,-,-,-,-,-,145147,48928,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3065,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,145148,48929,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3066,-,+,-,-,-,-,-,-,-,-,+,-,-,-,+,+,+,-,-,-,+,+,-,-,-,+,-,-,+,-,+,-,145169,48950,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3067,-,+,-,-,-,-,-,-,-,+,+,-,-,-,+,+,+,-,-,-,+,+,+,-,-,+,-,-,+,-,+,-,145170,48951,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3068,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,-,+,-,-,145171,48952,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3069,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,145172,48953,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3070,-,-,+,-,+,-,-,-,-,-,+,-,+,-,-,-,-,+,+,+,-,-,-,-,+,+,-,-,-,-,-,-,145173,48954,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3071,-,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,+,-,+,-,-,-,-,-,-,-,-,-,-,-,-,145176,48957,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3072,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,145179,48960,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3073,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,-,-,-,145180,48961,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3074,-,-,-,-,-,-,-,-,-,-,-,-,+,-,-,-,-,+,-,+,-,-,-,-,-,+,-,-,-,+,-,-,145181,48962,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3075,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,-,-,-,+,-,-,-,-,-,+,-,-,-,+,-,-,145191,48979,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3076,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,-,-,-,-,-,-,-,-,-,+,145200,48988,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3077,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,-,-,+,+,-,-,-,+,-,-,+,-,-,-,-,-,-,145201,48989,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3078,+,+,-,+,+,+,+,+,+,+,+,+,+,-,-,+,+,-,+,+,+,+,-,-,-,+,+,+,+,+,+,-,136374,48995,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3079,+,+,-,-,+,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,+,+,+,-,-,+,+,-,+,-,-,-,145202,48996,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3080,-,+,+,+,+,+,+,-,-,+,+,+,+,-,-,+,+,-,+,-,+,+,-,-,-,+,+,+,+,-,-,-,138144,48998,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3081,-,+,-,-,+,+,-,-,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,+,+,-,-,-,-,-,-,145206,49001,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3082,-,+,+,-,+,+,+,+,+,+,+,+,+,+,-,+,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,145207,49002,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3083,-,+,+,-,+,+,+,-,-,+,+,+,+,+,-,-,+,-,+,-,-,+,-,-,-,+,+,-,+,-,-,-,145208,49003,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3084,-,+,-,-,+,+,+,+,+,+,+,+,+,+,-,+,+,-,-,-,-,+,-,-,-,+,+,-,-,-,-,-,145209,49004,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3085,-,+,+,-,+,+,+,+,+,+,+,+,+,-,+,+,+,-,+,-,-,+,-,-,-,+,+,-,-,-,-,-,145210,49005,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3086,-,+,-,-,+,-,-,+,-,-,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,-,-,-,-,145249,49046,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3087,+,+,+,-,-,+,-,-,-,+,+,-,+,-,-,-,+,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,145251,49048,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3088,-,+,-,-,+,-,-,+,-,+,-,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,145282,49085,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3089,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,145283,49086,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3090,-,-,-,-,-,-,-,+,-,+,+,-,+,-,-,-,+,+,-,-,-,-,-,-,-,+,-,-,-,+,-,-,145284,49087,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3091,-,-,+,-,-,-,-,-,-,+,-,-,+,-,-,-,-,+,+,-,-,+,-,-,+,+,-,-,-,-,-,-,145285,49088,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3092,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18081,49094,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3093,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,+,-,-,-,145293,49103,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3094,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,-,-,+,-,-,-,-,-,-,-,+,-,-,-,-,-,-,145294,49104,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3095,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,+,-,+,+,+,-,-,-,-,-,-,145295,49105,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3096,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,145296,49106,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3097,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,145297,49107,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3098,+,-,-,+,-,+,+,-,-,+,+,-,+,-,-,-,+,+,-,-,-,+,-,-,+,+,-,-,+,-,-,-,145298,49108,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3099,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,+,-,+,+,+,-,-,+,-,-,-,145299,49109,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3100,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,+,-,+,+,+,-,-,+,-,-,-,145300,49110,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3101,+,-,-,+,-,+,+,-,-,-,+,-,+,-,-,+,-,+,-,-,-,-,-,+,+,+,-,-,-,-,-,-,145301,49111,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3102,-,+,-,-,-,+,-,-,-,-,-,-,+,-,-,-,+,-,-,+,-,-,-,-,-,-,-,-,-,-,-,-,145302,49112,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3103,+,+,-,-,-,-,+,+,-,+,+,-,+,+,-,+,+,-,+,+,-,-,-,-,-,+,-,-,+,-,-,-,145303,49113,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
3104,-,+,-,-,+,-,-,+,-,+,+,+,+,-,-,-,+,+,-,-,-,-,-,-,-,+,+,-,+,-,-,-,145305,49115,1,2019-11-19 10:22:57,2019-11-19 09:22:57,,2019-11-19 09:22:57
