ID_murein,murein_short_index,murein_types,ID_strains,ID_reference,manual_annotation,FK_tbl_mureins_micro,timestamp_micro,last_change
1883,A11.31,A4alpha L-Lys-D-Asp,23762,21169,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1882,A11.31,A4alpha L-Lys-D-Asp,23792,21175,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1881,A11.31,A4alpha L-Lys-D-Asp,23074,19296,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1880,A11.31,A4alpha L-Lys-D-Asp,6702,17627,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1879,A11.31,A4alpha L-Lys-D-Asp,6701,17626,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1878,A11.31,A4alpha L-Lys-D-Asp,12587,17625,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1877,A11.31,A4alpha L-Lys-D-Asp,23075,19326,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1876,A11.31,A4alpha L-Lys-D-Asp,6705,17362,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1875,A11.31,A4alpha L-Lys-D-Asp,6489,17360,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1874,A11.31,A4alpha L-Lys-D-Asp,7758,17347,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1873,A11.31,A4alpha L-Lys-D-Asp,6704,17310,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1872,A11.31,A4alpha L-Lys-D-Asp,1540,17180,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1871,A11.31,A4alpha L-Lys-D-Asp,130209,22049,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1870,A11.31,A4alpha L-Lys-D-Asp,11848,16667,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1869,A11.31,A4alpha L-Lys-D-Asp,12586,15999,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1868,A11.31,A4alpha L-Lys-D-Asp,1747,15674,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1867,A11.31,A4alpha L-Lys-D-Asp,6402,9058,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1866,A11.31,A4alpha L-Lys-D-Asp,5323,9036,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1865,A11.31,A4alpha L-Lys-D-Asp,6470,9031,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1864,A11.31,A4alpha L-Lys-D-Asp,6469,9030,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1863,A11.31,A4alpha L-Lys-D-Asp,6468,9029,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1862,A11.31,A4alpha L-Lys-D-Asp,5312,9028,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1861,A11.31,A4alpha L-Lys-D-Asp,5311,9027,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1860,A11.31,A4alpha L-Lys-D-Asp,6481,9013,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1859,A11.31,A4alpha L-Lys-D-Asp,6480,9012,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1858,A11.31,A4alpha L-Lys-D-Asp,6479,9011,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1857,A11.31,A4alpha L-Lys-D-Asp,5321,9004,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1856,A11.31,A4alpha L-Lys-D-Asp,5317,9003,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1855,A11.31,A4alpha L-Lys-D-Asp,5276,9002,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1854,A11.31,A4alpha L-Lys-D-Asp,5270,9001,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1853,A11.31,A4alpha L-Lys-D-Asp,1705,8992,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1852,A11.31,A4alpha L-Lys-D-Asp,5278,8979,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1851,A11.31,A4alpha L-Lys-D-Asp,5310,8976,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1850,A11.31,A4alpha L-Lys-D-Asp,6464,8955,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1849,A11.31,A4alpha L-Lys-D-Asp,6641,8953,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1848,A11.31,A4alpha L-Lys-D-Asp,6416,8950,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1847,A11.31,A4alpha L-Lys-D-Asp,6478,8938,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1846,A11.31,A4alpha L-Lys-D-Asp,6477,8937,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1845,A11.31,A4alpha L-Lys-D-Asp,6442,8934,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1844,A11.31,A4alpha L-Lys-D-Asp,11954,8930,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1843,A11.31,A4alpha L-Lys-D-Asp,6474,8921,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1842,A11.31,A4alpha L-Lys-D-Asp,6539,8920,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1840,A11.31,A4alpha L-Lys-D-Asp,6656,8906,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1841,A11.31,A4alpha L-Lys-D-Asp,6475,8907,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1838,A11.31,A4alpha L-Lys-D-Asp,6664,8904,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1839,A11.31,A4alpha L-Lys-D-Asp,6665,8905,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1836,A11.31,A4alpha L-Lys-D-Asp,6415,8902,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1837,A11.31,A4alpha L-Lys-D-Asp,6561,8903,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1835,A11.31,A4alpha L-Lys-D-Asp,6414,8899,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1833,A11.31,A4alpha L-Lys-D-Asp,6436,8887,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1834,A11.31,A4alpha L-Lys-D-Asp,6413,8898,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1831,A11.31,A4alpha L-Lys-D-Asp,6419,8874,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1832,A11.31,A4alpha L-Lys-D-Asp,6420,8875,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1830,A11.31,A4alpha L-Lys-D-Asp,6417,8873,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1829,A11.31,A4alpha L-Lys-D-Asp,3051,8862,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1828,A11.31,A4alpha L-Lys-D-Asp,14702,8850,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1827,A11.31,A4alpha L-Lys-D-Asp,5301,8846,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1826,A11.31,A4alpha L-Lys-D-Asp,11782,8844,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1825,A11.31,A4alpha L-Lys-D-Asp,3040,8840,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1824,A11.31,A4alpha L-Lys-D-Asp,6485,8825,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1823,A11.31,A4alpha L-Lys-D-Asp,6484,8824,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1822,A11.31,A4alpha L-Lys-D-Asp,14693,8822,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1821,A11.31,A4alpha L-Lys-D-Asp,1718,8809,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1820,A11.31,A4alpha L-Lys-D-Asp,6666,8764,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1819,A11.31,A4alpha L-Lys-D-Asp,6411,8763,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1818,A11.31,A4alpha L-Lys-D-Asp,14692,8756,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1817,A11.31,A4alpha L-Lys-D-Asp,6401,8755,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1816,A11.31,A4alpha L-Lys-D-Asp,6463,8754,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1815,A11.31,A4alpha L-Lys-D-Asp,5255,8744,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1814,A11.31,A4alpha L-Lys-D-Asp,6447,8742,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1813,A11.31,A4alpha L-Lys-D-Asp,6518,8741,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1812,A11.31,A4alpha L-Lys-D-Asp,6517,8740,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1811,A11.31,A4alpha L-Lys-D-Asp,6446,8739,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1810,A11.31,A4alpha L-Lys-D-Asp,6445,8738,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1809,A11.31,A4alpha L-Lys-D-Asp,6516,8737,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1808,A11.31,A4alpha L-Lys-D-Asp,6663,8736,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1807,A11.31,A4alpha L-Lys-D-Asp,11953,8733,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1806,A11.31,A4alpha L-Lys-D-Asp,6435,8732,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1805,A11.31,A4alpha L-Lys-D-Asp,6476,8731,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1804,A11.31,A4alpha L-Lys-D-Asp,5254,8729,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1803,A11.31,A4alpha L-Lys-D-Asp,5253,8728,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1802,A11.31,A4alpha L-Lys-D-Asp,6393,8727,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1801,A11.31,A4alpha L-Lys-D-Asp,6534,8726,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1800,A11.31,A4alpha L-Lys-D-Asp,6533,8725,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1799,A11.31,A4alpha L-Lys-D-Asp,6392,8724,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1798,A11.31,A4alpha L-Lys-D-Asp,6387,8723,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1797,A11.31,A4alpha L-Lys-D-Asp,6384,8722,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1796,A11.31,A4alpha L-Lys-D-Asp,6532,8696,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1795,A11.31,A4alpha L-Lys-D-Asp,6383,8695,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1794,A11.31,A4alpha L-Lys-D-Asp,6382,8694,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1793,A11.31,A4alpha L-Lys-D-Asp,6386,8692,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1792,A11.31,A4alpha L-Lys-D-Asp,6385,8691,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1791,A11.31,A4alpha L-Lys-D-Asp,6381,8690,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1790,A11.31,A4alpha L-Lys-D-Asp,6391,8689,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1789,A11.31,A4alpha L-Lys-D-Asp,6390,8688,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1788,A11.31,A4alpha L-Lys-D-Asp,6389,8687,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1787,A11.31,A4alpha L-Lys-D-Asp,6434,8667,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1786,A11.31,A4alpha L-Lys-D-Asp,6640,8664,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1785,A11.31,A4alpha L-Lys-D-Asp,6639,8663,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1784,A11.31,A4alpha L-Lys-D-Asp,14701,8661,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1783,A11.31,A4alpha L-Lys-D-Asp,6410,8660,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1782,A11.31,A4alpha L-Lys-D-Asp,6431,8658,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1781,A11.31,A4alpha L-Lys-D-Asp,6430,8656,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1780,A11.31,A4alpha L-Lys-D-Asp,6556,8655,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1779,A11.31,A4alpha L-Lys-D-Asp,6466,8654,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1778,A11.31,A4alpha L-Lys-D-Asp,6405,8653,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1777,A11.31,A4alpha L-Lys-D-Asp,6380,8649,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1776,A11.31,A4alpha L-Lys-D-Asp,1686,8642,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1775,A11.31,A4alpha L-Lys-D-Asp,14700,8636,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1774,A11.31,A4alpha L-Lys-D-Asp,5275,8634,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1773,A11.31,A4alpha L-Lys-D-Asp,11844,8619,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1772,A11.31,A4alpha L-Lys-D-Asp,6441,8618,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1771,A11.31,A4alpha L-Lys-D-Asp,6454,8617,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1770,A11.31,A4alpha L-Lys-D-Asp,6400,8616,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1769,A11.31,A4alpha L-Lys-D-Asp,6462,8615,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1768,A11.31,A4alpha L-Lys-D-Asp,1700,8610,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1767,A11.31,A4alpha L-Lys-D-Asp,6456,8609,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1766,A11.31,A4alpha L-Lys-D-Asp,6564,8608,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1765,A11.31,A4alpha L-Lys-D-Asp,6538,8607,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1764,A11.31,A4alpha L-Lys-D-Asp,6473,8606,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1763,A11.31,A4alpha L-Lys-D-Asp,14699,8605,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1762,A11.31,A4alpha L-Lys-D-Asp,7749,8596,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1761,A11.31,A4alpha L-Lys-D-Asp,7748,8593,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1760,A11.31,A4alpha L-Lys-D-Asp,6555,8591,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1759,A11.31,A4alpha L-Lys-D-Asp,5316,8584,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1758,A11.31,A4alpha L-Lys-D-Asp,6515,8527,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1757,A11.31,A4alpha L-Lys-D-Asp,6514,8526,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1756,A11.31,A4alpha L-Lys-D-Asp,1685,8524,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1755,A11.31,A4alpha L-Lys-D-Asp,1719,8522,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1754,A11.31,A4alpha L-Lys-D-Asp,1684,8513,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1753,A11.31,A4alpha L-Lys-D-Asp,6449,8508,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1752,A11.31,A4alpha L-Lys-D-Asp,6448,8507,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1751,A11.31,A4alpha L-Lys-D-Asp,6404,8506,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1750,A11.31,A4alpha L-Lys-D-Asp,6465,8505,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1749,A11.31,A4alpha L-Lys-D-Asp,6453,8504,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1748,A11.31,A4alpha L-Lys-D-Asp,6471,8503,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1747,A11.31,A4alpha L-Lys-D-Asp,6450,8502,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1746,A11.31,A4alpha L-Lys-D-Asp,6452,8501,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1745,A11.31,A4alpha L-Lys-D-Asp,6451,8500,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1743,A11.31,A4alpha L-Lys-D-Asp,5269,8493,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1744,A11.31,A4alpha L-Lys-D-Asp,14691,8499,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1742,A11.31,A4alpha L-Lys-D-Asp,6529,8489,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1741,A11.31,A4alpha L-Lys-D-Asp,6422,8488,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1740,A11.31,A4alpha L-Lys-D-Asp,6509,8487,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1739,A11.31,A4alpha L-Lys-D-Asp,6655,8485,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1738,A11.31,A4alpha L-Lys-D-Asp,1707,8483,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1737,A11.31,A4alpha L-Lys-D-Asp,6554,8477,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1736,A11.31,A4alpha L-Lys-D-Asp,6388,8476,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1735,A11.31,A4alpha L-Lys-D-Asp,6461,8474,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1734,A11.31,A4alpha L-Lys-D-Asp,6597,8470,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1733,A11.31,A4alpha L-Lys-D-Asp,6455,8460,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1732,A11.31,A4alpha L-Lys-D-Asp,6528,8458,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1731,A11.31,A4alpha L-Lys-D-Asp,6409,8457,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1730,A11.31,A4alpha L-Lys-D-Asp,6508,8456,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1729,A11.31,A4alpha L-Lys-D-Asp,6472,8454,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1728,A11.31,A4alpha L-Lys-D-Asp,6429,8435,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1727,A11.31,A4alpha L-Lys-D-Asp,6428,8434,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1726,A11.31,A4alpha L-Lys-D-Asp,6427,8433,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1725,A11.31,A4alpha L-Lys-D-Asp,6553,8432,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
658,B08,B1ß {Gly} [L-Hsr] D-Glu-Gly-L-Dab,3081,8578,1,103.0,2011-05-05 14:10:03,2018-05-31 05:50:02
1724,A11.31,A4alpha L-Lys-D-Asp,6444,8431,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1723,A11.31,A4alpha L-Lys-D-Asp,6570,8430,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1722,A11.31,A4alpha L-Lys-D-Asp,6507,8429,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1721,A11.31,A4alpha L-Lys-D-Asp,6506,8428,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1720,A11.31,A4alpha L-Lys-D-Asp,6433,8426,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1719,A11.31,A4alpha L-Lys-D-Asp,6559,8425,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1718,A11.31,A4alpha L-Lys-D-Asp,6443,8424,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1717,A11.31,A4alpha L-Lys-D-Asp,6552,8423,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1716,A11.31,A4alpha L-Lys-D-Asp,6438,8422,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1715,A11.31,A4alpha L-Lys-D-Asp,6551,8421,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1714,A11.31,A4alpha L-Lys-D-Asp,6440,8420,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1712,A11.31,A4alpha L-Lys-D-Asp,6421,8418,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1713,A11.31,A4alpha L-Lys-D-Asp,6439,8419,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1711,A11.31,A4alpha L-Lys-D-Asp,6437,8417,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1710,A11.31,A4alpha L-Lys-D-Asp,5363,8396,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1709,A11.31,A4alpha L-Lys-D-Asp,6674,8253,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1708,A11.31,A4alpha L-Lys-D-Asp,6579,8248,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1707,A11.31,A4alpha L-Lys-D-Asp,6693,7996,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1706,A11.31,A4alpha L-Lys-D-Asp,6675,7791,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1705,A11.31,A4alpha L-Lys-D-Asp,1401,7286,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1704,A11.31,A4alpha L-Lys-D-Asp,1400,7285,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1703,A11.31,A4alpha L-Lys-D-Asp,1538,6786,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1702,A11.31,A4alpha L-Lys-D-Asp,6624,6418,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1701,A11.31,A4alpha L-Lys-D-Asp,12584,6413,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1700,A11.31,A4alpha L-Lys-D-Asp,5258,6378,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1699,A11.31,A4alpha L-Lys-D-Asp,6619,6163,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1698,A11.31,A4alpha L-Lys-D-Asp,6615,6159,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1697,A11.31,A4alpha L-Lys-D-Asp,6614,6158,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1696,A11.31,A4alpha L-Lys-D-Asp,6613,6157,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1695,A11.31,A4alpha L-Lys-D-Asp,6606,6049,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1694,A11.31,A4alpha L-Lys-D-Asp,5257,6045,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1693,A11.31,A4alpha L-Lys-D-Asp,6591,5345,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1692,A11.31,A4alpha L-Lys-D-Asp,2283,5284,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1691,A11.31,A4alpha L-Lys-D-Asp,3060,5207,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1690,A11.31,A4alpha L-Lys-D-Asp,6582,5006,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1689,A11.31,A4alpha L-Lys-D-Asp,6583,5005,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1687,A11.31,A4alpha L-Lys-D-Asp,6576,4921,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1688,A11.31,A4alpha L-Lys-D-Asp,6580,4998,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1686,A11.31,A4alpha L-Lys-D-Asp,6574,4799,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1685,A11.31,A4alpha L-Lys-D-Asp,6573,4798,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1684,A11.31,A4alpha L-Lys-D-Asp,6572,4620,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1682,A11.31,A4alpha L-Lys-D-Asp,5334,4387,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1683,A11.31,A4alpha L-Lys-D-Asp,6571,4433,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1681,A11.31,A4alpha L-Lys-D-Asp,1394,3990,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1680,A11.31,A4alpha L-Lys-D-Asp,6560,3968,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1679,A11.31,A4alpha L-Lys-D-Asp,6565,3967,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1678,A11.31,A4alpha L-Lys-D-Asp,6567,3924,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1677,A11.31,A4alpha L-Lys-D-Asp,6566,3923,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1676,A11.31,A4alpha L-Lys-D-Asp,12583,3841,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1675,A11.31,A4alpha L-Lys-D-Asp,2282,3503,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1674,A11.31,A4alpha L-Lys-D-Asp,6403,3477,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1673,A11.31,A4alpha L-Lys-D-Asp,5328,3130,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1672,A11.31,A4alpha L-Lys-D-Asp,5274,3128,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1671,A11.31,A4alpha L-Lys-D-Asp,5273,3127,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1670,A11.31,A4alpha L-Lys-D-Asp,5272,3126,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1669,A11.31,A4alpha L-Lys-D-Asp,5324,2636,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1668,A11.31,A4alpha L-Lys-D-Asp,5263,2313,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1666,A11.31,A4alpha L-Lys-D-Asp,6542,2301,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1667,A11.31,A4alpha L-Lys-D-Asp,5262,2312,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1664,A11.31,A4alpha L-Lys-D-Asp,6537,2298,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
1665,A11.31,A4alpha L-Lys-D-Asp,6541,2300,1,35.0,2011-05-04 12:28:45,2019-11-07 13:43:42
