ID_met_production,metabolite_prod,production,excreted,chebi_ID,FK_metabolites,ID_strains,ID_reference,manual_annotation,api_import,last_change
12380,dihydrogen,1.0,,18276.0,17796,24801,43396,1,,2018-06-14 07:43:59
12381,dihydrogen,1.0,,18276.0,17797,18051,43366,1,,2018-06-14 07:43:59
12382,dihydrogen,1.0,,18276.0,17798,17068,43376,1,,2018-06-14 07:43:59
12383,dihydrogen,1.0,,18276.0,17799,14324,43420,1,,2018-06-14 07:43:59
12384,dihydrogen,1.0,,18276.0,17800,2760,43363,1,,2018-06-14 07:43:59
12385,dihydrogen,1.0,,18276.0,17801,2853,25435,1,,2018-06-14 07:43:59
12386,dihydrogen,1.0,,18276.0,17802,17777,43422,1,,2018-06-14 07:43:59
12387,dihydrogen,1.0,,18276.0,17803,17805,43353,1,,2018-06-14 07:43:59
12388,dihydrogen,1.0,,18276.0,17804,18022,43381,1,,2018-06-14 07:43:59
12389,dihydrogen,1.0,,18276.0,17805,18026,43373,1,,2018-06-14 07:43:59
12390,dihydrogen,1.0,,18276.0,17806,140656,43401,1,,2018-06-14 07:43:59
12391,dihydrogen,1.0,,18276.0,17807,18027,43370,1,,2018-06-14 07:43:59
12392,DL-lactate,1.0,,24996.0,17808,24801,43396,1,,2018-06-14 07:43:59
12393,DL-lactate,1.0,,24996.0,17809,17068,43376,1,,2018-06-14 07:43:59
12394,DL-lactate,1.0,,24996.0,17810,14324,43420,1,,2018-06-14 07:43:59
12395,DL-lactate,1.0,,24996.0,17811,2760,43363,1,,2018-06-14 07:43:59
12396,DL-lactate,1.0,,24996.0,17812,2853,25435,1,,2018-06-14 07:43:59
12397,ethanol,1.0,,16236.0,137328,2817,43392,1,,2018-06-14 07:43:59
12398,ethanol,1.0,,16236.0,137408,2836,43392,1,,2018-06-14 07:43:59
12399,ethanol,1.0,,16236.0,17813,17033,43352,1,,2018-06-14 07:43:59
12400,ethanol,1.0,,16236.0,17814,18051,43366,1,,2018-06-14 07:43:59
12401,ethanol,1.0,,16236.0,17815,2760,43363,1,,2018-06-14 07:43:59
12402,ethanol,1.0,,16236.0,17816,2853,25435,1,,2018-06-14 07:43:59
12403,ethanol,1.0,,16236.0,17817,18026,43373,1,,2018-06-14 07:43:59
12404,ethanol,1.0,,16236.0,17818,18027,43370,1,,2018-06-14 07:43:59
12405,ethanol,1.0,,16236.0,139047,506,26977,1,,2018-06-14 07:43:59
12406,ethanol,1.0,,16236.0,17819,17682,43409,1,,2018-06-14 07:43:59
12407,formate,1.0,,15740.0,17820,2760,43363,1,,2018-06-14 07:43:59
12408,formate,1.0,,15740.0,17821,2853,25435,1,,2018-06-14 07:43:59
12409,formate,1.0,,15740.0,17822,17805,43353,1,,2018-06-14 07:43:59
12410,formate,1.0,,15740.0,17823,506,26977,1,,2018-06-14 07:43:59
12411,fumarate,1.0,,29806.0,136436,17805,43353,1,,2018-06-14 07:43:59
12412,hydrogen sulfide,1.0,,16136.0,17824,17719,28014,1,,2018-06-14 07:43:59
12413,hydrogen sulfide,1.0,,16136.0,17825,5551,43343,1,,2018-06-14 07:43:59
12414,hydrogen sulfide,1.0,,16136.0,17826,5516,43349,1,,2018-06-14 07:43:59
12415,hydrogen sulfide,1.0,,16136.0,17827,6199,43364,1,,2018-06-14 07:43:59
12416,hydrogen sulfide,1.0,,16136.0,17828,17649,43418,1,,2018-06-14 07:43:59
12417,hydrogen sulfide,1.0,,16136.0,17829,5616,43388,1,,2018-06-14 07:43:59
12418,indole,1.0,,35581.0,17830,11765,43367,1,,2018-06-14 07:43:59
12419,indole,1.0,,35581.0,24211,17679,26285,1,,2018-06-14 07:43:59
12420,lactate,1.0,,24996.0,138095,17033,43352,1,,2018-06-14 07:43:59
12421,lactate,1.0,,24996.0,136762,18022,43381,1,,2018-06-14 07:43:59
12422,lactate,1.0,,24996.0,17831,18028,28511,1,,2018-06-14 07:43:59
12423,lactate,1.0,,24996.0,17832,18029,28511,1,,2018-06-14 07:43:59
12424,lactate,1.0,,24996.0,136842,18026,43373,1,,2018-06-14 07:43:59
12425,lactate,1.0,,24996.0,17833,140656,43401,1,,2018-06-14 07:43:59
12426,lactate,1.0,,24996.0,136934,18027,43370,1,,2018-06-14 07:43:59
12427,lactate,1.0,,24996.0,139052,506,26977,1,,2018-06-14 07:43:59
12428,polyhydroxybutyrate,1.0,,53388.0,17834,13964,28191,1,,2018-06-14 07:43:59
12429,propionate,1.0,,17272.0,17835,17805,43353,1,,2018-06-14 07:43:59
12430,propionate,1.0,,17272.0,17836,1623,28365,1,,2018-06-14 07:43:59
12431,propionate,1.0,,17272.0,17837,1626,28664,1,,2018-06-14 07:43:59
12432,propionate,1.0,,17272.0,17838,12496,27900,1,,2018-06-14 07:43:59
12433,succinate,1.0,,30031.0,136457,17805,43353,1,,2018-06-14 07:43:59
12434,succinate,1.0,,30031.0,17839,1623,28365,1,,2018-06-14 07:43:59
12435,succinate,1.0,,30031.0,17840,1626,28664,1,,2018-06-14 07:43:59
12436,succinate,1.0,,30031.0,17841,17686,26320,1,,2018-06-14 07:43:59
12437,tryptophan,1.0,,27897.0,206187,17682,43409,1,,2018-06-14 07:43:59
12438,acetoin,0.0,,15688.0,24392,2836,43392,1,,2018-06-14 07:43:59
12439,acetoin,0.0,,15688.0,24393,134150,27837,1,,2018-06-14 07:43:59
12440,acetoin,0.0,,15688.0,24394,3777,27725,1,,2018-06-14 07:43:59
12441,acetoin,0.0,,15688.0,24395,17719,28014,1,,2018-06-14 07:43:59
12442,acetoin,0.0,,15688.0,24396,17476,43356,1,,2018-06-14 07:43:59
12443,acetoin,0.0,,15688.0,24397,17481,43356,1,,2018-06-14 07:43:59
12444,acetoin,0.0,,15688.0,24398,5616,43388,1,,2018-06-14 07:43:59
12445,acetoin,0.0,,15688.0,24399,5617,43393,1,,2018-06-14 07:43:59
12446,acetoin,0.0,,15688.0,24400,13964,28191,1,,2018-06-14 07:43:59
12447,acetoin,0.0,,15688.0,24401,5658,26336,1,,2018-06-14 07:43:59
12448,acetoin,0.0,,15688.0,24402,5731,43398,1,,2018-06-14 07:43:59
12449,acetoin,0.0,,15688.0,24403,5477,43341,1,,2018-06-14 07:43:59
12450,acetoin,0.0,,15688.0,24404,5480,26464,1,,2018-06-14 07:43:59
12451,acetoin,0.0,,15688.0,24405,140651,27122,1,,2018-06-14 07:43:59
12452,acetoin,0.0,,15688.0,24406,140653,27215,1,,2018-06-14 07:43:59
12453,acetoin,0.0,,15688.0,24407,11615,43394,1,,2018-06-14 07:43:59
12454,acetoin,0.0,,15688.0,24408,13692,43385,1,,2018-06-14 07:43:59
12455,acetoin,0.0,,15688.0,24409,13690,43385,1,,2018-06-14 07:43:59
12456,acetoin,0.0,,15688.0,24410,13691,43385,1,,2018-06-14 07:43:59
12457,acetoin,0.0,,15688.0,24411,11959,43354,1,,2018-06-14 07:43:59
12458,acetoin,0.0,,15688.0,24412,8198,26525,1,,2018-06-14 07:43:59
12459,indole,0.0,,35581.0,136686,1626,28664,1,,2018-06-14 07:43:59
12460,indole,0.0,,35581.0,24413,3777,27725,1,,2018-06-14 07:43:59
12461,indole,0.0,,35581.0,24414,17719,28014,1,,2018-06-14 07:43:59
12462,indole,0.0,,35581.0,24415,5616,43388,1,,2018-06-14 07:43:59
12463,indole,0.0,,35581.0,24416,5731,43398,1,,2018-06-14 07:43:59
12464,indole,0.0,,35581.0,24417,5480,26464,1,,2018-06-14 07:43:59
12465,indole,0.0,,35581.0,24418,11959,43354,1,,2018-06-14 07:43:59
12466,indole,0.0,,35581.0,26499,17686,26320,1,,2018-06-14 07:43:59
12467,indole,0.0,,35581.0,24419,11667,28660,1,,2018-06-14 07:43:59
12468,indole,0.0,,35581.0,138512,22901,26596,1,,2018-06-14 07:43:59
12469,acetoin,0.0,,15688.0,17842,17717,43342,1,,2018-06-14 07:43:59
12470,acetoin,0.0,,15688.0,17843,5588,27889,1,,2018-06-14 07:43:59
12471,bacteriochlorophyll alpha,0.0,,30033.0,17844,5398,25743,1,,2018-06-14 07:43:59
12472,elemental sulfur,0.0,,33403.0,17845,18027,43370,1,,2018-06-14 07:43:59
12473,ethanol,0.0,,16236.0,17846,14324,43420,1,,2018-06-14 07:43:59
12474,hydrogen sulfide,0.0,,16136.0,17847,5500,43416,1,,2018-06-14 07:43:59
12475,hydrogen sulfide,0.0,,16136.0,17848,140657,43414,1,,2018-06-14 07:43:59
12476,hydrogen sulfide,0.0,,16136.0,17849,17740,43425,1,,2018-06-14 07:43:59
12477,hydrogen sulfide,0.0,,16136.0,17850,134150,27837,1,,2018-06-14 07:43:59
12478,hydrogen sulfide,0.0,,16136.0,17851,17717,43342,1,,2018-06-14 07:43:59
12479,hydrogen sulfide,0.0,,16136.0,17852,3777,27725,1,,2018-06-14 07:43:59
12480,hydrogen sulfide,0.0,,16136.0,17853,5513,43344,1,,2018-06-14 07:43:59
12481,hydrogen sulfide,0.0,,16136.0,17854,5512,43345,1,,2018-06-14 07:43:59
12482,hydrogen sulfide,0.0,,16136.0,17855,5515,43346,1,,2018-06-14 07:43:59
12483,hydrogen sulfide,0.0,,16136.0,17856,5528,43347,1,,2018-06-14 07:43:59
12484,hydrogen sulfide,0.0,,16136.0,17857,5529,43348,1,,2018-06-14 07:43:59
12485,hydrogen sulfide,0.0,,16136.0,17858,133649,26299,1,,2018-06-14 07:43:59
12486,hydrogen sulfide,0.0,,16136.0,17859,5617,43393,1,,2018-06-14 07:43:59
12487,hydrogen sulfide,0.0,,16136.0,20896,16589,43424,1,,2018-06-14 07:43:59
12488,hydrogen sulfide,0.0,,16136.0,17860,5658,26336,1,,2018-06-14 07:43:59
12489,hydrogen sulfide,0.0,,16136.0,17861,5731,43398,1,,2018-06-14 07:43:59
12490,hydrogen sulfide,0.0,,16136.0,17862,5480,26464,1,,2018-06-14 07:43:59
12491,hydrogen sulfide,0.0,,16136.0,17863,140651,27122,1,,2018-06-14 07:43:59
12492,hydrogen sulfide,0.0,,16136.0,17864,140653,27215,1,,2018-06-14 07:43:59
12493,hydrogen sulfide,0.0,,16136.0,17865,1242,27781,1,,2018-06-14 07:43:59
12494,hydrogen sulfide,0.0,,16136.0,17866,18026,43373,1,,2018-06-14 07:43:59
12495,hydrogen sulfide,0.0,,16136.0,17867,17718,28122,1,,2018-06-14 07:43:59
12496,hydrogen sulfide,0.0,,16136.0,17868,5588,27889,1,,2018-06-14 07:43:59
12497,hydrogen sulfide,0.0,,16136.0,17869,5619,43377,1,,2018-06-14 07:43:59
12498,hydrogen sulfide,0.0,,16136.0,17870,3250,27583,1,,2018-06-14 07:43:59
12499,hydrogen sulfide,0.0,,16136.0,17871,11615,43394,1,,2018-06-14 07:43:59
12500,hydrogen sulfide,0.0,,16136.0,17872,12496,27900,1,,2018-06-14 07:43:59
12501,hydrogen sulfide,0.0,,16136.0,17873,13692,43385,1,,2018-06-14 07:43:59
12502,hydrogen sulfide,0.0,,16136.0,17874,13690,43385,1,,2018-06-14 07:43:59
12503,hydrogen sulfide,0.0,,16136.0,17875,13691,43385,1,,2018-06-14 07:43:59
12504,hydrogen sulfide,0.0,,16136.0,17876,8198,26525,1,,2018-06-14 07:43:59
12505,hydrogen sulfide,0.0,,16136.0,17877,11667,28660,1,,2018-06-14 07:43:59
12506,indole,0.0,,35581.0,17878,5500,43416,1,,2018-06-14 07:43:59
12507,indole,0.0,,35581.0,17879,140657,43414,1,,2018-06-14 07:43:59
12508,indole,0.0,,35581.0,17880,140658,43405,1,,2018-06-14 07:43:59
12509,indole,0.0,,35581.0,17881,17740,43425,1,,2018-06-14 07:43:59
12510,indole,0.0,,35581.0,17882,2817,43392,1,,2018-06-14 07:43:59
12511,indole,0.0,,35581.0,17883,2836,43392,1,,2018-06-14 07:43:59
12512,indole,0.0,,35581.0,17884,134150,27837,1,,2018-06-14 07:43:59
12513,indole,0.0,,35581.0,17885,17717,43342,1,,2018-06-14 07:43:59
12514,indole,0.0,,35581.0,17886,5513,43344,1,,2018-06-14 07:43:59
12515,indole,0.0,,35581.0,32647,5512,43345,1,,2018-06-14 07:43:59
12516,indole,0.0,,35581.0,32646,5515,43346,1,,2018-06-14 07:43:59
12517,indole,0.0,,35581.0,17887,5528,43347,1,,2018-06-14 07:43:59
12518,indole,0.0,,35581.0,17888,5529,43348,1,,2018-06-14 07:43:59
12519,indole,0.0,,35581.0,17889,5516,43349,1,,2018-06-14 07:43:59
12520,indole,0.0,,35581.0,17890,133649,26299,1,,2018-06-14 07:43:59
12521,indole,0.0,,35581.0,17891,14046,28558,1,,2018-06-14 07:43:59
12522,indole,0.0,,35581.0,17892,17481,43356,1,,2018-06-14 07:43:59
12523,indole,0.0,,35581.0,17893,5617,43393,1,,2018-06-14 07:43:59
12524,indole,0.0,,35581.0,17894,17906,28584,1,,2018-06-14 07:43:59
12525,indole,0.0,,35581.0,32905,134,22970,1,,2018-06-14 07:43:59
12526,indole,0.0,,35581.0,17895,24745,43391,1,,2018-06-14 07:43:59
12527,indole,0.0,,35581.0,17896,5658,26336,1,,2018-06-14 07:43:59
12528,indole,0.0,,35581.0,17897,2760,43363,1,,2018-06-14 07:43:59
12529,indole,0.0,,35581.0,17898,2853,25435,1,,2018-06-14 07:43:59
12530,indole,0.0,,35581.0,17899,5477,43341,1,,2018-06-14 07:43:59
12531,indole,0.0,,35581.0,17900,140653,27215,1,,2018-06-14 07:43:59
12532,indole,0.0,,35581.0,17901,1242,27781,1,,2018-06-14 07:43:59
12533,indole,0.0,,35581.0,17902,17718,28122,1,,2018-06-14 07:43:59
12534,indole,0.0,,35581.0,17903,14023,25663,1,,2018-06-14 07:43:59
12535,indole,0.0,,35581.0,17904,5588,27889,1,,2018-06-14 07:43:59
12536,indole,0.0,,35581.0,17905,5619,43377,1,,2018-06-14 07:43:59
12537,indole,0.0,,35581.0,17906,3250,27583,1,,2018-06-14 07:43:59
12538,indole,0.0,,35581.0,17907,11615,43394,1,,2018-06-14 07:43:59
12539,indole,0.0,,35581.0,26618,12496,27900,1,,2018-06-14 07:43:59
12540,indole,0.0,,35581.0,17908,13692,43385,1,,2018-06-14 07:43:59
12541,indole,0.0,,35581.0,17909,13690,43385,1,,2018-06-14 07:43:59
12542,indole,0.0,,35581.0,17910,13691,43385,1,,2018-06-14 07:43:59
12543,indole,0.0,,35581.0,17911,8198,26525,1,,2018-06-14 07:43:59
12544,indole,0.0,,35581.0,17912,5636,26520,1,,2018-06-14 07:43:59
12545,nitrite,0.0,,16301.0,17913,2760,43363,1,,2018-06-14 07:43:59
12546,pyruvate,0.0,,15361.0,139057,506,26977,1,,2018-06-14 07:43:59
12547,succinate,0.0,,30031.0,17914,506,26977,1,,2018-06-14 07:43:59
12548,acetoin,0.0,,15688.0,142340,141145,44066,1,,2019-01-25 06:53:57
12549,hydrogen sulfide,0.0,,16136.0,142342,141145,44066,1,,2019-01-25 06:53:57
12550,indole,0.0,,35581.0,142343,141145,44066,1,,2019-01-25 06:53:57
12551,indole,0.0,,35581.0,145776,140921,43791,1,,2019-01-25 06:53:57
12552,indole,0.0,,35581.0,158336,140683,43448,1,,2019-01-25 06:53:57
12553,hydrogen sulfide,0.0,,16136.0,152804,141076,43970,1,,2019-01-25 06:53:57
12554,hydrogen sulfide,0.0,,16136.0,152813,141077,43970,1,,2019-01-25 06:53:57
12555,indole,0.0,,35581.0,17915,133146,44029,1,,2019-01-25 06:53:57
12556,acetoin,0.0,,15688.0,24420,140670,43434,1,,2019-01-25 06:53:57
12557,acetoin,0.0,,15688.0,24421,140679,43443,1,,2019-01-25 06:53:57
12558,acetoin,0.0,,15688.0,24422,140352,43449,1,,2019-01-25 06:53:57
12559,acetoin,0.0,,15688.0,24423,140684,43450,1,,2019-01-25 06:53:57
12560,acetoin,0.0,,15688.0,24424,140685,43452,1,,2019-01-25 06:53:57
12561,acetoin,0.0,,15688.0,24425,140686,43453,1,,2019-01-25 06:53:57
12562,acetoin,0.0,,15688.0,24426,140354,43454,1,,2019-01-25 06:53:57
12563,acetoin,0.0,,15688.0,24427,140687,43455,1,,2019-01-25 06:53:57
12564,acetoin,0.0,,15688.0,24428,140688,43455,1,,2019-01-25 06:53:57
12565,acetoin,0.0,,15688.0,24429,140355,43457,1,,2019-01-25 06:53:57
12566,acetoin,0.0,,15688.0,24430,140701,43471,1,,2019-01-25 06:53:57
12567,acetoin,0.0,,15688.0,17916,140702,43472,1,,2019-01-25 06:53:57
12568,acetoin,0.0,,15688.0,24431,140703,43473,1,,2019-01-25 06:53:57
12569,acetoin,0.0,,15688.0,24432,140708,43481,1,,2019-01-25 06:53:57
12570,acetoin,0.0,,15688.0,24433,140714,43489,1,,2019-01-25 06:53:57
12571,acetoin,0.0,,15688.0,38116,140411,43494,1,,2019-01-25 06:53:57
12572,acetoin,0.0,,15688.0,34522,140426,43514,1,,2019-01-25 06:53:57
12573,acetoin,0.0,,15688.0,24434,140748,43526,1,,2019-01-25 06:53:57
12574,acetoin,0.0,,15688.0,24435,140753,43531,1,,2019-01-25 06:53:57
12575,acetoin,0.0,,15688.0,24436,140754,43532,1,,2019-01-25 06:53:57
12576,acetoin,0.0,,15688.0,24437,140756,43534,1,,2019-01-25 06:53:57
12577,acetoin,0.0,,15688.0,17917,140758,43536,1,,2019-01-25 06:53:57
12578,acetoin,0.0,,15688.0,24438,140761,43539,1,,2019-01-25 06:53:57
12579,acetoin,0.0,,15688.0,17918,140762,43540,1,,2019-01-25 06:53:57
12580,acetoin,0.0,,15688.0,24439,140768,43546,1,,2019-01-25 06:53:57
12581,acetoin,0.0,,15688.0,24440,140783,43561,1,,2019-01-25 06:53:57
12582,acetoin,0.0,,15688.0,24441,140792,43570,1,,2019-01-25 06:53:57
12583,acetoin,0.0,,15688.0,24442,140797,43575,1,,2019-01-25 06:53:57
12584,acetoin,0.0,,15688.0,24443,140804,43587,1,,2019-01-25 06:53:57
12585,acetoin,0.0,,15688.0,24444,140805,43588,1,,2019-01-25 06:53:57
12586,acetoin,0.0,,15688.0,24445,132991,43589,1,,2019-01-25 06:53:57
12587,acetoin,0.0,,15688.0,24446,140808,43592,1,,2019-01-25 06:53:57
12588,acetoin,0.0,,15688.0,24447,139573,43593,1,,2019-01-25 06:53:57
12589,acetoin,0.0,,15688.0,24448,140811,43599,1,,2019-01-25 06:53:57
12590,acetoin,0.0,,15688.0,24449,132573,43605,1,,2019-01-25 06:53:57
12591,acetoin,0.0,,15688.0,24450,140827,43621,1,,2019-01-25 06:53:57
12592,acetoin,0.0,,15688.0,24451,1120,43624,1,,2019-01-25 06:53:57
12593,acetoin,0.0,,15688.0,24452,1293,43624,1,,2019-01-25 06:53:57
12594,acetoin,0.0,,15688.0,24453,140832,43632,1,,2019-01-25 06:53:57
12595,acetoin,0.0,,15688.0,34599,132550,43634,1,,2019-01-25 06:53:57
12596,acetoin,0.0,,15688.0,24454,140833,43635,1,,2019-01-25 06:53:57
12597,acetoin,0.0,,15688.0,24455,140844,43647,1,,2019-01-25 06:53:57
12598,acetoin,0.0,,15688.0,24456,132517,43651,1,,2019-01-25 06:53:57
12599,acetoin,0.0,,15688.0,24457,140846,43652,1,,2019-01-25 06:53:57
12600,acetoin,0.0,,15688.0,24458,140849,43658,1,,2019-01-25 06:53:57
12601,acetoin,0.0,,15688.0,24459,140857,43671,1,,2019-01-25 06:53:57
12602,acetoin,0.0,,15688.0,24460,132479,43675,1,,2019-01-25 06:53:57
12603,acetoin,0.0,,15688.0,24461,140865,43686,1,,2019-01-25 06:53:57
12604,acetoin,0.0,,15688.0,24462,140870,43694,1,,2019-01-25 06:53:57
12605,acetoin,0.0,,15688.0,17919,140886,43715,1,,2019-01-25 06:53:57
12606,acetoin,0.0,,15688.0,24463,140887,43717,1,,2019-01-25 06:53:57
12607,acetoin,0.0,,15688.0,24464,140891,43723,1,,2019-01-25 06:53:57
12608,acetoin,0.0,,15688.0,24465,140894,43726,1,,2019-01-25 06:53:57
12609,acetoin,0.0,,15688.0,24466,132446,43734,1,,2019-01-25 06:53:57
12610,acetoin,0.0,,15688.0,17920,140898,43735,1,,2019-01-25 06:53:57
12611,acetoin,0.0,,15688.0,24467,132449,43737,1,,2019-01-25 06:53:57
12612,acetoin,0.0,,15688.0,24468,140900,43739,1,,2019-01-25 06:53:57
12613,acetoin,0.0,,15688.0,24469,140901,43740,1,,2019-01-25 06:53:57
12614,acetoin,0.0,,15688.0,24470,140906,43750,1,,2019-01-25 06:53:57
12615,acetoin,0.0,,15688.0,24471,140140,43772,1,,2019-01-25 06:53:57
12616,acetoin,0.0,,15688.0,24472,132385,43774,1,,2019-01-25 06:53:57
12617,acetoin,0.0,,15688.0,34621,132404,43786,1,,2019-01-25 06:53:57
12618,acetoin,0.0,,15688.0,17921,140918,43787,1,,2019-01-25 06:53:57
12619,acetoin,0.0,,15688.0,24473,132419,43804,1,,2019-01-25 06:53:57
12620,acetoin,0.0,,15688.0,24474,140932,43812,1,,2019-01-25 06:53:57
12621,acetoin,0.0,,15688.0,142892,132374,43815,1,,2019-01-25 06:53:57
12622,acetoin,0.0,,15688.0,143002,132375,43815,1,,2019-01-25 06:53:57
12623,acetoin,0.0,,15688.0,24475,140934,43816,1,,2019-01-25 06:53:57
12624,acetoin,0.0,,15688.0,24476,140936,43818,1,,2019-01-25 06:53:57
12625,acetoin,0.0,,15688.0,24477,132364,43836,1,,2019-01-25 06:53:57
12626,acetoin,0.0,,15688.0,24478,140945,43837,1,,2019-01-25 06:53:57
12627,acetoin,0.0,,15688.0,17922,140946,43838,1,,2019-01-25 06:53:57
12628,acetoin,0.0,,15688.0,17923,140970,43862,1,,2019-01-25 06:53:57
12629,acetoin,0.0,,15688.0,24479,140978,43868,1,,2019-01-25 06:53:57
12630,acetoin,0.0,,15688.0,24480,140979,43868,1,,2019-01-25 06:53:57
12631,acetoin,0.0,,15688.0,24481,140984,43872,1,,2019-01-25 06:53:57
12632,acetoin,0.0,,15688.0,24482,140986,43874,1,,2019-01-25 06:53:57
12633,acetoin,0.0,,15688.0,24483,140989,43876,1,,2019-01-25 06:53:57
12634,acetoin,0.0,,15688.0,24484,141001,43888,1,,2019-01-25 06:53:57
12635,acetoin,0.0,,15688.0,24485,140404,43900,1,,2019-01-25 06:53:57
12636,acetoin,0.0,,15688.0,24486,141009,43905,1,,2019-01-25 06:53:57
12637,acetoin,0.0,,15688.0,24487,141010,43906,1,,2019-01-25 06:53:57
12638,acetoin,0.0,,15688.0,24488,141028,43911,1,,2019-01-25 06:53:57
12639,acetoin,0.0,,15688.0,24489,141033,43915,1,,2019-01-25 06:53:57
12640,acetoin,0.0,,15688.0,24490,141059,43938,1,,2019-01-25 06:53:57
12641,acetoin,0.0,,15688.0,17924,132574,43949,1,,2019-01-25 06:53:57
12642,acetoin,0.0,,15688.0,24491,141069,43955,1,,2019-01-25 06:53:57
12643,acetoin,0.0,,15688.0,24492,132977,43959,1,,2019-01-25 06:53:57
12644,acetoin,0.0,,15688.0,24493,141073,43965,1,,2019-01-25 06:53:57
12645,acetoin,0.0,,15688.0,24494,132549,43971,1,,2019-01-25 06:53:57
12646,acetoin,0.0,,15688.0,24495,141086,43986,1,,2019-01-25 06:53:57
12647,acetoin,0.0,,15688.0,24496,141110,44018,1,,2019-01-25 06:53:57
12648,acetoin,0.0,,15688.0,24497,141118,44030,1,,2019-01-25 06:53:57
12649,acetoin,0.0,,15688.0,24498,141136,44052,1,,2019-01-25 06:53:57
12650,acetoin,0.0,,15688.0,24499,141140,44057,1,,2019-01-25 06:53:57
12651,acetoin,0.0,,15688.0,17925,132351,44065,1,,2019-01-25 06:53:57
12652,acetoin,0.0,,15688.0,17926,132353,44065,1,,2019-01-25 06:53:57
12653,acetoin,0.0,,15688.0,24500,141159,44080,1,,2019-01-25 06:53:57
12654,ammonia,0.0,,16134.0,17927,140403,43493,1,,2019-01-25 06:53:57
12655,ammonia,0.0,,16134.0,17928,140410,43902,1,,2019-01-25 06:53:57
12656,bacteriochlorophyll alpha,0.0,,30033.0,17929,141126,44035,1,,2019-01-25 06:53:57
12657,butyrate,0.0,,17968.0,17930,2537,43456,1,,2019-01-25 06:53:57
12658,butyrate,0.0,,17968.0,17931,2650,43456,1,,2019-01-25 06:53:57
12659,butyrate,0.0,,17968.0,17932,5416,43456,1,,2019-01-25 06:53:57
12660,dextran,0.0,,52071.0,17933,140409,43902,1,,2019-01-25 06:53:57
12661,dextran,0.0,,52071.0,17934,140410,43902,1,,2019-01-25 06:53:57
12662,dihydrogen,0.0,,18276.0,17935,2537,43456,1,,2019-01-25 06:53:57
12663,dihydrogen,0.0,,18276.0,17936,2650,43456,1,,2019-01-25 06:53:57
12664,dihydrogen,0.0,,18276.0,17937,5416,43456,1,,2019-01-25 06:53:57
12665,dinitrogen,0.0,,17997.0,17938,140426,43514,1,,2019-01-25 06:53:57
12666,dinitrogen,0.0,,17997.0,17939,140812,43600,1,,2019-01-25 06:53:57
12667,dinitrogen,0.0,,17997.0,17940,140813,43600,1,,2019-01-25 06:53:57
12668,fluorescein,0.0,,31624.0,17941,140982,43871,1,,2019-01-25 06:53:57
12669,hydrogen sulfide,0.0,,16136.0,17942,140670,43434,1,,2019-01-25 06:53:57
12670,hydrogen sulfide,0.0,,16136.0,17943,140671,43435,1,,2019-01-25 06:53:57
12671,hydrogen sulfide,0.0,,16136.0,17944,140678,43442,1,,2019-01-25 06:53:57
12672,hydrogen sulfide,0.0,,16136.0,17945,140679,43443,1,,2019-01-25 06:53:57
12673,hydrogen sulfide,0.0,,16136.0,17946,140348,43444,1,,2019-01-25 06:53:57
12674,hydrogen sulfide,0.0,,16136.0,17947,140682,43447,1,,2019-01-25 06:53:57
12675,hydrogen sulfide,0.0,,16136.0,17948,140352,43449,1,,2019-01-25 06:53:57
12676,hydrogen sulfide,0.0,,16136.0,17949,140684,43450,1,,2019-01-25 06:53:57
12677,hydrogen sulfide,0.0,,16136.0,17950,140685,43452,1,,2019-01-25 06:53:57
12678,hydrogen sulfide,0.0,,16136.0,17951,140686,43453,1,,2019-01-25 06:53:57
12679,hydrogen sulfide,0.0,,16136.0,17952,140354,43454,1,,2019-01-25 06:53:57
12680,hydrogen sulfide,0.0,,16136.0,17953,2650,43456,1,,2019-01-25 06:53:57
12681,hydrogen sulfide,0.0,,16136.0,17954,5416,43456,1,,2019-01-25 06:53:57
12682,hydrogen sulfide,0.0,,16136.0,17955,140355,43457,1,,2019-01-25 06:53:57
12683,hydrogen sulfide,0.0,,16136.0,17956,140689,43458,1,,2019-01-25 06:53:57
12684,hydrogen sulfide,0.0,,16136.0,17957,140696,43465,1,,2019-01-25 06:53:57
12685,hydrogen sulfide,0.0,,16136.0,17958,140698,43468,1,,2019-01-25 06:53:57
12686,hydrogen sulfide,0.0,,16136.0,17959,140701,43471,1,,2019-01-25 06:53:57
12687,hydrogen sulfide,0.0,,16136.0,17960,140702,43472,1,,2019-01-25 06:53:57
12688,hydrogen sulfide,0.0,,16136.0,17961,140703,43473,1,,2019-01-25 06:53:57
12689,hydrogen sulfide,0.0,,16136.0,17962,140375,43479,1,,2019-01-25 06:53:57
12690,hydrogen sulfide,0.0,,16136.0,17963,140708,43481,1,,2019-01-25 06:53:57
12691,hydrogen sulfide,0.0,,16136.0,17964,140709,43482,1,,2019-01-25 06:53:57
12692,hydrogen sulfide,0.0,,16136.0,17965,140383,43483,1,,2019-01-25 06:53:57
12693,hydrogen sulfide,0.0,,16136.0,17966,140711,43486,1,,2019-01-25 06:53:57
12694,hydrogen sulfide,0.0,,16136.0,17967,140712,43487,1,,2019-01-25 06:53:57
12695,hydrogen sulfide,0.0,,16136.0,17968,140722,43500,1,,2019-01-25 06:53:57
12696,hydrogen sulfide,0.0,,16136.0,17969,140420,43505,1,,2019-01-25 06:53:57
